date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,recordDate,paymentDate,declarationDate,dividend
2025-11-24,339.75,355.5,336.77,354.11,354.11,2388326,2388326,14.36,4.23,346.5325,"November 24, 25",0.0423,,,,,
2025-11-21,345.28,345.28,330.86,338.11,338.11,2948337,2948337,-7.17,-2.08,339.8825,"November 21, 25",-0.0208,,,,,
2025-11-20,368.25,379.2,345,345.78,345.78,4415000,4415000,-22.47,-6.1,359.5575,"November 20, 25",-0.061,,,,,
2025-11-19,344.28,362.72,342.93,357.48,357.48,3337706,3337706,13.21,3.83,351.8525,"November 19, 25",0.0383,,,,,
2025-11-18,333.75,344.55,333.75,339.35,339.35,3209900,3209900,5.6,1.68,337.85,"November 18, 25",0.0168,,,,,
2025-11-17,336.69,347.99,334.08,338.67,338.67,2129500,2129500,1.99,0.58808,339.3575,"November 17, 25",0.0058808,0.3878,2025-11-17,2025-12-05,2025-10-29,0.3878
2025-11-14,328.65,351.98,326.83,338.52,338.13,2732825,2732825,9.87,3,336.495,"November 14, 25",0.03,,,,,
2025-11-13,350.23,350.99,333.66,335.74,335.36,3604300,3604300,-14.49,-4.14,342.655,"November 13, 25",-0.0414,,,,,
2025-11-12,354.63,354.99,346.2,354.02,353.61,1994308,1994308,-0.61,-0.17201,352.46,"November 12, 25",-0.0017201,,,,,
2025-11-11,359.62,363.56,348.43,351.67,351.27,1830100,1830100,-7.95,-2.21,355.82,"November 11, 25",-0.0221,,,,,
2025-11-10,367.2,378.78,352.67,360.93,360.52,2436300,2436300,-6.27,-1.71,364.895,"November 10, 25",-0.0171,,,,,
2025-11-07,335.48,359.1,332.12,358.39,357.98,5775306,5775306,22.91,6.83,346.2725,"November 07, 25",0.0683,,,,,
2025-11-06,360.96,363.88,348.55,351.3,350.9,3909800,3909800,-9.66,-2.68,356.1725,"November 06, 25",-0.0268,,,,,
2025-11-05,364.93,370.98,357.06,363.25,362.83,3228316,3228316,-1.68,-0.46036,364.055,"November 05, 25",-0.0046036,,,,,
2025-11-04,368.79,374.44,360.48,362.82,362.4,3192200,3192200,-5.97,-1.62,366.6325,"November 04, 25",-0.0162,,,,,
2025-11-03,380.92,384.98,375.16,377.71,377.28,2506700,2506700,-3.21,-0.8427,379.6925,"November 03, 25",-0.008427,,,,,
2025-10-31,388,388.47,372.15,377,376.57,2383800,2383800,-11,-2.84,381.405,"October 31, 25",-0.0284,,,,,
2025-10-30,397.15,400.98,381.99,382.48,382.04,2218200,2218200,-14.67,-3.69,390.65,"October 30, 25",-0.0369,,,,,
2025-10-29,382.08,406.04,380.55,401.43,400.97,2615900,2615900,19.35,5.06,392.525,"October 29, 25",0.0506,,,,,
2025-10-28,397.03,401,375.5,384.95,384.51,2865617,2865617,-12.08,-3.04,389.62,"October 28, 25",-0.0304,,,,,
2025-10-27,392.75,395.63,384.15,391.15,390.7,2642300,2642300,-1.6,-0.40738,390.92,"October 27, 25",-0.0040738,,,,,
2025-10-24,376.43,391.12,373.6,389.19,388.74,2999903,2999903,12.76,3.39,382.585,"October 24, 25",0.0339,,,,,
2025-10-23,354,367.54,353.79,365.8,365.38,2317537,2317537,11.8,3.33,360.2825,"October 23, 25",0.0333,,,,,
2025-10-22,361,362.94,343.47,350.06,349.66,3571800,3571800,-10.94,-3.03,354.3675,"October 22, 25",-0.0303,,,,,
2025-10-21,369.37,369.55,355.2,358.79,358.38,2753700,2753700,-10.57,-2.86,363.2275,"October 21, 25",-0.0286,,,,,
2025-10-20,395.94,398.5,368.13,370,369.58,3072907,3072907,-25.94,-6.55,383.1425,"October 20, 25",-0.0655,,,,,
2025-10-17,391.3,402.01,382.83,386.5,386.06,2882900,2882900,-4.8,-1.23,390.66,"October 17, 25",-0.0123,,,,,
2025-10-16,406.9,411.69,394.72,396.53,396.07,3062349,3062349,-10.37,-2.55,402.46,"October 16, 25",-0.0255,,,,,
2025-10-15,396.98,412.7,395.7,403.95,403.49,3537707,3537707,6.97,1.76,402.3325,"October 15, 25",0.0176,,,,,
2025-10-14,374.7,395.14,366.16,389.56,389.11,3110937,3110937,14.86,3.97,381.39,"October 14, 25",0.0397,,,,,
2025-10-13,376.32,387,375.25,380.91,380.47,3270521,3270521,4.59,1.22,379.87,"October 13, 25",0.0122,,,,,
2025-10-10,381,392.18,367.38,368.49,368.07,3084600,3084600,-12.51,-3.28,377.2625,"October 10, 25",-0.0328,,,,,
2025-10-09,374.23,386.86,372.75,383.23,382.79,2888800,2888800,9,2.4,379.2675,"October 09, 25",0.024,,,,,
2025-10-08,368.81,376.5,363.71,371,370.57,3342846,3342846,2.19,0.5938,370.005,"October 08, 25",0.005938,,,,,
2025-10-07,363.13,371.31,355.38,358.16,357.75,2167700,2167700,-4.97,-1.37,361.995,"October 07, 25",-0.0137,,,,,
2025-10-06,367.63,368.5,353,364.1,363.68,2159900,2159900,-3.53,-0.9602,363.3075,"October 06, 25",-0.009602,,,,,
2025-10-03,358.87,376.78,358.69,360,359.59,3355200,3355200,1.13,0.31488,363.585,"October 03, 25",0.0031488,,,,,
2025-10-02,352.25,357.68,343.21,357.46,357.05,2161800,2161800,5.21,1.48,352.65,"October 02, 25",0.0148,,,,,
2025-10-01,326.05,352.25,323.88,350.9,350.5,2818449,2818449,24.85,7.62,338.27,"October 01, 25",0.0762,,,,,
2025-09-30,334.92,336.78,327.21,329.07,328.69,2159639,2159639,-5.85,-1.75,331.995,"September 30, 25",-0.0175,,,,,
2025-09-29,334.9,340.55,322.56,334.27,333.89,2286735,2286735,-0.635,-0.18812,333.07,"September 29, 25",-0.0018812,,,,,
2025-09-26,328.72,332.84,326.44,331.26,330.88,1263516,1263516,2.54,0.77269,329.815,"September 26, 25",0.0077269,,,,,
2025-09-25,335,336.56,325.06,326.33,325.95,2447813,2447813,-8.67,-2.59,330.7375,"September 25, 25",-0.0259,,,,,
2025-09-24,339.69,344.4,335.5,339.13,338.74,1735230,1735230,-0.5589,-0.16486,339.68,"September 24, 25",-0.0016486,,,,,
2025-09-23,346.75,348.44,336.14,336.65,336.26,2522736,2522736,-10.1,-2.91,341.995,"September 23, 25",-0.0291,,,,,
2025-09-22,332.97,347.33,326.5,347.12,346.72,2879900,2879900,14.15,4.25,338.48,"September 22, 25",0.0425,,,,,
2025-09-19,325.71,331.86,319.76,330.9,330.52,3416445,3416445,5.19,1.59,327.0575,"September 19, 25",0.0159,,,,,
2025-09-18,325.18,330.13,319.59,322.71,322.34,1732400,1732400,-2.47,-0.75958,324.4025,"September 18, 25",-0.0075958,,,,,
2025-09-17,322.53,326.2,316.18,321.27,320.9,2171849,2171849,-1.25,-0.39066,321.545,"September 17, 25",-0.0039066,,,,,
2025-09-16,332.04,332.86,321.51,322.91,322.54,2374000,2374000,-9.13,-2.75,327.33,"September 16, 25",-0.0275,,,,,
2025-09-15,325.75,334.86,324.61,330.42,330.04,2049347,2049347,4.67,1.43,328.91,"September 15, 25",0.0143,,,,,
2025-09-12,318.06,325.41,315.28,323.48,323.11,1415234,1415234,5.42,1.7,320.5575,"September 12, 25",0.017,,,,,
2025-09-11,320.01,322.26,316.11,318,317.63,2263819,2263819,-2.01,-0.62811,319.095,"September 11, 25",-0.0062811,,,,,
2025-09-10,308.5,328.3,308.5,320,319.63,4040714,4040714,11.5,3.73,316.325,"September 10, 25",0.0373,,,,,
2025-09-09,300.61,305.3,296.35,300.82,300.47,2081600,2081600,0.21,0.06985796,300.77,"September 09, 25",0.0006985796,,,,,
2025-09-08,304.21,304.79,296.36,298.82,298.48,2333716,2333716,-5.39,-1.77,301.045,"September 08, 25",-0.0177,,,,,
2025-09-05,311.05,312.99,293.15,301.58,301.23,2821202,2821202,-9.47,-3.04,304.6925,"September 05, 25",-0.0304,,,,,
2025-09-04,310,312.16,307.25,309.06,308.7,1758005,1758005,-0.94,-0.30323,309.6175,"September 04, 25",-0.0030323,,,,,
2025-09-03,306.52,309.59,303.92,308.48,308.13,1374657,1374657,1.96,0.63944,307.1275,"September 03, 25",0.0063944,,,,,
2025-09-02,300.49,307.46,296.99,307.19,306.84,2426932,2426932,6.7,2.23,303.0325,"September 02, 25",0.0223,,,,,
2025-08-29,317.35,317.99,305.89,307.98,307.63,2326557,2326557,-9.37,-2.95,312.3025,"August 29, 25",-0.0295,,,,,
2025-08-28,317.3,323.97,315.8,319.55,319.18,1751500,1751500,2.25,0.70911,319.155,"August 28, 25",0.0070911,,,,,
2025-08-27,316.35,319.49,314.14,315.94,315.58,1369947,1369947,-0.41,-0.1296,316.48,"August 27, 25",-0.001296,,,,,
2025-08-26,310.77,318.48,310.31,316.58,316.22,1674000,1674000,5.81,1.87,314.035,"August 26, 25",0.0187,,,,,
2025-08-25,310.41,317.62,309.99,310.68,310.32,1386594,1386594,0.27,0.08698173,312.175,"August 25, 25",0.0008698173,,,,,
2025-08-22,313.92,318,309.2,310.16,309.8,1856346,1856346,-3.76,-1.2,312.82,"August 22, 25",-0.012,,,,,
2025-08-21,314.98,318.2,310.7,312.52,312.16,1622647,1622647,-2.46,-0.781,314.1,"August 21, 25",-0.00781,,,,,
2025-08-20,313.93,315.53,304.78,314.21,313.85,2638923,2638923,0.285,0.08919186,312.1125,"August 20, 25",0.0008919186,,,,,
2025-08-19,320.85,321.8,313.85,317.24,316.88,2122305,2122305,-3.62,-1.13,318.435,"August 19, 25",-0.0113,,,,,
2025-08-18,322.07,326,319.78,322.77,322.4,1860313,1860313,0.7,0.21734,322.655,"August 18, 25",0.0021734,0.3878,2025-08-18,2025-09-05,2025-08-05,0.3878
2025-08-15,327.89,327.94,319.68,322.23,321.47,1749115,1749115,-5.66,-1.73,324.435,"August 15, 25",-0.0173,,,,,
2025-08-14,325.44,333.59,323.26,326.21,325.44,2020700,2020700,0.77,0.2366,327.125,"August 14, 25",0.002366,,,,,
2025-08-13,339.77,342.75,322.5,327.63,326.86,2788126,2788126,-12.13,-3.57,333.1625,"August 13, 25",-0.0357,,,,,
2025-08-12,333.05,339.73,330.92,338.57,337.77,1891814,1891814,5.52,1.66,335.5675,"August 12, 25",0.0166,,,,,
2025-08-11,336.24,338.3,328,331.49,330.71,1829803,1829803,-4.75,-1.41,333.5075,"August 11, 25",-0.0141,,,,,
2025-08-08,338.71,342.2,332.25,335.77,334.98,1961007,1961007,-2.94,-0.868,337.2325,"August 08, 25",-0.00868,,,,,
2025-08-07,335.26,345.25,322,336.41,335.62,3632033,3632033,1.15,0.34302,334.73,"August 07, 25",0.0034302,,,,,
2025-08-06,343.62,344.06,332.3,338.46,337.66,2946520,2946520,-5.16,-1.5,339.61,"August 06, 25",-0.015,,,,,
2025-08-05,352.03,353.78,338.96,343.57,342.76,3380500,3380500,-8.46,-2.4,347.085,"August 05, 25",-0.024,,,,,
2025-08-04,345.13,357,344.58,354.89,354.05,2899300,2899300,9.76,2.83,350.4,"August 04, 25",0.0283,,,,,
2025-08-01,336.44,343.38,327.01,340.77,339.97,2871922,2871922,4.33,1.29,336.9,"August 01, 25",0.0129,,,,,
2025-07-31,349.48,354.01,344.28,347.84,347.02,3581100,3581100,-1.64,-0.46927,348.9025,"July 31, 25",-0.0046927,,,,,
2025-07-30,331.5,348.13,331.5,345.27,344.46,3026626,3026626,13.77,4.15,339.1,"July 30, 25",0.0415,,,,,
2025-07-29,332,339.24,328.7,330.52,329.74,2696000,2696000,-1.48,-0.44578,332.615,"July 29, 25",-0.0044578,,,,,
2025-07-28,330.09,332,322.5,328.66,327.88,1701437,1701437,-1.42,-0.43322,328.3125,"July 28, 25",-0.0043322,,,,,
2025-07-25,322.5,328.28,321.03,327.35,326.58,1383945,1383945,4.85,1.5,324.79,"July 25, 25",0.015,,,,,
2025-07-24,325.08,326.92,320.9,321.67,320.91,1818100,1818100,-3.41,-1.05,323.6425,"July 24, 25",-0.0105,,,,,
2025-07-23,329.39,343.23,322.8,323.7,322.94,3821438,3821438,-5.69,-1.73,329.78,"July 23, 25",-0.0173,,,,,
2025-07-22,318,318.74,311.4,317.79,317.04,1780119,1780119,-0.21,-0.06603774,316.4825,"July 22, 25",-0.0006603774,,,,,
2025-07-21,324.42,325.64,316.65,317.88,317.13,1937600,1937600,-6.54,-2.02,321.1475,"July 21, 25",-0.0202,,,,,
2025-07-18,311.78,327.01,310.92,321.42,320.66,3532937,3532937,9.64,3.09,317.7825,"July 18, 25",0.0309,,,,,
2025-07-17,311.82,314.82,305.01,308.08,307.35,1984949,1984949,-3.74,-1.2,309.9325,"July 17, 25",-0.012,,,,,
2025-07-16,318.63,322,301.37,308.2,307.47,2956751,2956751,-10.43,-3.27,312.55,"July 16, 25",-0.0327,,,,,
2025-07-15,327.58,327.99,314.2,317.99,317.24,2742440,2742440,-9.59,-2.93,321.94,"July 15, 25",-0.0293,,,,,
2025-07-14,322.08,326.55,313.89,325.99,325.22,2000133,2000133,3.91,1.21,322.1275,"July 14, 25",0.0121,,,,,
2025-07-11,310.81,323,309.74,321.54,320.78,2015620,2015620,10.73,3.45,316.2725,"July 11, 25",0.0345,,,,,
2025-07-10,316.26,317.36,307.24,313.62,312.88,1746508,1746508,-2.64,-0.83476,313.62,"July 10, 25",-0.0083476,,,,,
2025-07-09,313.22,319.76,310.25,317.11,316.36,1685724,1685724,3.89,1.24,315.085,"July 09, 25",0.0124,,,,,
2025-07-08,320.69,320.69,307.75,312.84,312.1,1793002,1793002,-7.85,-2.45,315.4925,"July 08, 25",-0.0245,,,,,
2025-07-07,310,320.41,309.09,318.25,317.5,2002122,2002122,8.25,2.66,314.4375,"July 07, 25",0.0266,,,,,
2025-07-03,308.2,313.94,306.45,311.88,311.14,1465816,1465816,3.68,1.19,310.1175,"July 03, 25",0.0119,,,,,
2025-07-02,306.88,310.32,303.01,306.63,305.91,2106500,2106500,-0.25,-0.08146507,306.71,"July 02, 25",-0.0008146507,,,,,
2025-07-01,320.73,320.73,302.25,307.92,307.19,3553045,3553045,-12.81,-3.99,312.9075,"July 01, 25",-0.0399,,,,,
2025-06-30,324,324.74,318.22,322.76,322,1968039,1968039,-1.24,-0.38272,322.43,"June 30, 25",-0.0038272,,,,,
2025-06-27,327.91,328.44,317.8,320.17,319.41,3689700,3689700,-7.73,-2.36,323.58,"June 27, 25",-0.0236,,,,,
2025-06-26,317,323.61,314.73,322.51,321.75,2192429,2192429,5.51,1.74,319.4625,"June 26, 25",0.0174,,,,,
2025-06-25,322.01,323.64,314.86,315.14,314.4,2263908,2263908,-6.87,-2.13,318.9125,"June 25, 25",-0.0213,,,,,
2025-06-24,317.94,324.31,316.85,320.66,319.9,2385000,2385000,2.72,0.85551,319.94,"June 24, 25",0.0085551,,,,,
2025-06-23,306,315.79,304.69,315.21,314.47,2314517,2314517,9.21,3.01,310.4225,"June 23, 25",0.0301,,,,,
2025-06-20,307.53,308.2,302.69,304.92,304.2,4194840,4194840,-2.61,-0.8487,305.835,"June 20, 25",-0.008487,,,,,
2025-06-18,305,309.54,303.25,306.43,305.71,1451500,1451500,1.43,0.46885,306.055,"June 18, 25",0.0046885,,,,,
2025-06-17,307.82,313.54,302.7,305.7,304.98,2158100,2158100,-2.12,-0.68871,307.44,"June 17, 25",-0.0068871,,,,,
2025-06-16,300,309.96,300,308.01,307.28,2592700,2592700,8.01,2.67,304.4925,"June 16, 25",0.0267,,,,,
2025-06-13,297.36,299.95,294.09,296.89,296.19,1525901,1525901,-0.47,-0.15806,297.0725,"June 13, 25",-0.0015806,,,,,
2025-06-12,290.11,301.32,289.08,300.38,299.67,2084000,2084000,10.27,3.54,295.2225,"June 12, 25",0.0354,,,,,
2025-06-11,296.83,298.47,289.8,292.19,291.5,2751423,2751423,-4.64,-1.56,294.3225,"June 11, 25",-0.0156,,,,,
2025-06-10,300,300.5,287.71,291.02,290.33,3374300,3374300,-8.98,-2.99,294.8075,"June 10, 25",-0.0299,,,,,
2025-06-09,300.7,308.82,297.01,299.66,298.95,2997400,2997400,-1.03,-0.34586,301.5475,"June 09, 25",-0.0034586,,,,,
2025-06-06,293.58,299.77,286,298.8,298.09,3735300,3735300,5.22,1.78,294.5375,"June 06, 25",0.0178,,,,,
2025-06-05,299.24,302,289.36,289.88,289.2,4678396,4678396,-9.36,-3.13,295.12,"June 05, 25",-0.0313,,,,,
2025-06-04,304,310.41,298.94,299.54,298.83,4966800,4966800,-4.46,-1.47,303.2225,"June 04, 25",-0.0147,,,,,
2025-06-03,342,342,309.5,313.03,312.29,10696101,10696101,-28.97,-8.47,326.6325,"June 03, 25",-0.0847,,,,,
2025-06-02,306.89,313.9,304.57,313.43,312.69,2097119,2097119,6.54,2.13,309.6975,"June 02, 25",0.0213,,,,,
2025-05-30,301.44,306.5,299.26,306.15,305.43,3656129,3656129,4.71,1.56,303.3375,"May 30, 25",0.0156,,,,,
2025-05-29,313.88,314.5,300.1,303.37,302.65,2712076,2712076,-10.51,-3.35,307.9625,"May 29, 25",-0.0335,,,,,
2025-05-28,309.45,313.08,306.66,308.05,307.32,2512000,2512000,-1.4,-0.45242,309.31,"May 28, 25",-0.0045242,,,,,
2025-05-27,303.86,310.26,296.27,309.06,308.33,3611518,3611518,5.2,1.71,304.8625,"May 27, 25",0.0171,,,,,
2025-05-23,298.65,302.6,293.11,297.49,296.79,5373300,5373300,-1.15,-0.38841,297.9625,"May 23, 25",-0.0038841,,,,,
2025-05-22,285.19,295.2,282.72,291.47,290.78,2390800,2390800,6.28,2.2,288.645,"May 22, 25",0.022,,,,,
2025-05-21,288.27,292.21,285.21,287.11,286.43,2040947,2040947,-1.16,-0.4024,288.2,"May 21, 25",-0.004024,,,,,
2025-05-20,292.56,293.03,289.67,292.4,291.71,1481307,1481307,-0.16,-0.05468964,291.915,"May 20, 25",-0.0005468964,,,,,
2025-05-19,283.35,294.37,282,294.02,293.33,1972700,1972700,10.67,3.77,288.435,"May 19, 25",0.0377,,,,,
2025-05-16,286.59,291.17,284.2,291.12,290.43,2104914,2104914,4.53,1.58,288.27,"May 16, 25",0.0158,0.3878,2025-05-16,2025-06-06,2025-04-29,0.3878
2025-05-15,284.61,288.72,283.28,284.4,283.34,2187300,2187300,-0.21,-0.07378518,285.2525,"May 15, 25",-0.0007378518,,,,,
2025-05-14,291.52,292,282.93,288.15,287.08,3129300,3129300,-3.37,-1.16,288.65,"May 14, 25",-0.0116,,,,,
2025-05-13,280.47,296.17,279.19,291.52,290.43,3651100,3651100,11.05,3.94,286.8375,"May 13, 25",0.0394,,,,,
2025-05-12,286.36,291.99,283.45,285.28,284.22,4744922,4744922,-1.08,-0.37715,286.77,"May 12, 25",-0.0037715,,,,,
2025-05-09,272.07,274.95,266.06,271.37,270.36,3245909,3245909,-0.7,-0.25729,271.1125,"May 09, 25",-0.0025729,,,,,
2025-05-08,271.75,273.98,265.07,270.59,269.58,2862300,2862300,-1.16,-0.42686,270.3475,"May 08, 25",-0.0042686,,,,,
2025-05-07,277.36,278.52,264.66,268.12,267.12,5168127,5168127,-9.24,-3.33,272.165,"May 07, 25",-0.0333,,,,,
2025-05-06,258.83,279.89,256.12,273.82,272.8,7195600,7195600,14.99,5.79,267.165,"May 06, 25",0.0579,,,,,
2025-05-05,243.27,250,241.46,248.27,247.34,3117814,3117814,5,2.06,245.75,"May 05, 25",0.0206,,,,,
2025-05-02,244.28,250.64,241.56,247.26,246.34,3316025,3316025,2.98,1.22,245.935,"May 02, 25",0.0122,,,,,
2025-05-01,232.2,243.98,230.31,240.62,239.72,4557800,4557800,8.42,3.63,236.7775,"May 01, 25",0.0363,,,,,
2025-04-30,219.55,223.88,216.75,223.44,222.61,2185227,2185227,3.89,1.77,220.905,"April 30, 25",0.0177,,,,,
2025-04-29,224.31,227.36,220.5,226.45,225.61,2038928,2038928,2.14,0.95404,224.655,"April 29, 25",0.0095404,,,,,
2025-04-28,222.34,225.49,219.69,224.82,223.98,2396738,2396738,2.48,1.12,223.085,"April 28, 25",0.0112,,,,,
2025-04-25,218.11,223.95,216.5,222.99,222.16,2710833,2710833,4.88,2.24,220.3875,"April 25, 25",0.0224,,,,,
2025-04-24,209.57,220.19,209.57,218.07,217.26,2336500,2336500,8.5,4.06,214.35,"April 24, 25",0.0406,,,,,
2025-04-23,213.25,217.34,208.27,209.8,209.02,2976100,2976100,-3.45,-1.62,212.165,"April 23, 25",-0.0162,,,,,
2025-04-22,197.55,202.42,195.85,200.88,200.13,2457830,2457830,3.33,1.69,199.175,"April 22, 25",0.0169,,,,,
2025-04-21,203.49,204.87,188.01,192.61,191.89,3290911,3290911,-10.88,-5.35,197.245,"April 21, 25",-0.0535,,,,,
2025-04-17,208.35,208.82,203.6,206.68,205.91,1963104,1963104,-1.67,-0.80154,206.8625,"April 17, 25",-0.0080154,,,,,
2025-04-16,205.05,207.4,201.44,204.19,203.43,2433624,2433624,-0.86,-0.41941,204.52,"April 16, 25",-0.0041941,,,,,
2025-04-15,206.6,212,206.35,208.42,207.64,1986000,1986000,1.82,0.88093,208.3425,"April 15, 25",0.0088093,,,,,
2025-04-14,214.97,217.21,203.87,206.7,205.93,3427483,3427483,-8.27,-3.85,210.6875,"April 14, 25",-0.0385,,,,,
2025-04-11,204.49,208.53,198,208.25,207.47,2960744,2960744,3.76,1.84,204.8175,"April 11, 25",0.0184,,,,,
2025-04-10,209,211.48,199.55,204.49,203.73,4048640,4048640,-4.51,-2.16,206.13,"April 10, 25",-0.0216,,,,,
2025-04-09,186.13,217.9,182.61,215.45,214.65,7984335,7984335,29.32,15.75,200.5225,"April 09, 25",0.1575,,,,,
2025-04-08,188.94,193.3,181.99,184.94,184.25,6895731,6895731,-4,-2.12,187.2925,"April 08, 25",-0.0212,,,,,
2025-04-07,161.53,189.79,161.35,179.79,179.12,7458413,7458413,18.26,11.3,173.115,"April 07, 25",0.113,,,,,
2025-04-04,180.07,182.99,165.08,170.96,170.32,9358600,9358600,-9.11,-5.06,174.775,"April 04, 25",-0.0506,,,,,
2025-04-03,200.47,204.05,189.78,190.24,189.53,5557506,5557506,-10.23,-5.1,196.135,"April 03, 25",-0.051,,,,,
2025-04-02,202.83,215.34,202.27,214.46,213.66,3179100,3179100,11.63,5.73,208.725,"April 02, 25",0.0573,,,,,
2025-04-01,200.95,207.76,198.09,206.94,206.17,2863111,2863111,5.99,2.98,203.435,"April 01, 25",0.0298,,,,,
2025-03-31,198.98,203.56,195.55,201.63,200.88,4518882,4518882,2.65,1.33,199.93,"March 31, 25",0.0133,,,,,
2025-03-28,209.9,215.42,203.89,205.39,204.62,5572000,5572000,-4.51,-2.15,208.65,"March 28, 25",-0.0215,,,,,
2025-03-27,211.96,217.55,207.52,209.2,208.42,4178300,4178300,-2.76,-1.3,211.5575,"March 27, 25",-0.013,,,,,
2025-03-26,224,226.1,214,216.97,216.16,4060972,4060972,-7.03,-3.14,220.2675,"March 26, 25",-0.0314,,,,,
2025-03-25,229.31,230.87,222,226.87,226.02,2849931,2849931,-2.44,-1.06,227.2625,"March 25, 25",-0.0106,,,,,
2025-03-24,228.24,231.15,226.6,228.62,227.77,2773601,2773601,0.38,0.16649,228.6525,"March 24, 25",0.0016649,,,,,
2025-03-21,215.78,222.82,212.55,222.48,221.65,3733500,3733500,6.7,3.11,218.4075,"March 21, 25",0.0311,,,,,
2025-03-20,217.06,222.43,214,219.44,218.62,2250506,2250506,2.38,1.1,218.2325,"March 20, 25",0.011,,,,,
2025-03-19,211.12,220.37,211.12,218.05,217.24,3091919,3091919,6.93,3.28,215.165,"March 19, 25",0.0328,,,,,
2025-03-18,217.92,218.14,209.25,210.85,210.06,2716500,2716500,-7.07,-3.24,214.04,"March 18, 25",-0.0324,,,,,
2025-03-17,216.91,222.07,214.36,218.54,217.72,3547600,3547600,1.63,0.75146,217.97,"March 17, 25",0.0075146,,,,,
2025-03-14,213.83,217.5,209.03,216.46,215.65,3829900,3829900,2.63,1.23,214.205,"March 14, 25",0.0123,,,,,
2025-03-13,216.77,216.77,203.72,209.87,209.09,3654305,3654305,-6.9,-3.18,211.7825,"March 13, 25",-0.0318,,,,,
2025-03-12,219.42,224.33,210,215.35,214.55,7320400,7320400,-4.07,-1.85,217.275,"March 12, 25",-0.0185,,,,,
