symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CHD,2024-12-31,104.71,246900000,25852899000,964100000,2405500000,27294299000
CHD,2023-12-31,94.56,244900000,23157744000,344500000,2605600000,25418844000
CHD,2022-12-31,80.61,242900000,19580169000,270300000,2847300000,22157169000
CHD,2021-12-31,102.5,244900000,25102250000,240600000,2733900000,27595550000
CHD,2020-12-31,87.23,246800000,21528364000,183100000,2357200000,23702464000
CHD,2019-12-31,70.34,246200000,17317708000,155700000,2223500000,19385508000
CHD,2018-12-31,65.76,245500000,16144080000,316700000,2107100000,17934480000
CHD,2017-12-31,50.17,250600000,12572602000,278900000,2374300000,14668002000
CHD,2016-12-31,44.19,257600000,11383344000,187800000,1120200000,12315744000
CHD,2015-12-31,42.44,262200000,11127768000,330000000,1050000000,11847768000
CHD,2014-12-31,39.41,270200000,10648582000,423000000,1095200000,11320782000
CHD,2013-12-31,33.14,277200000,9186408000,496900000,803300000,9492808000
CHD,2012-12-31,26.79,280200000,7506558000,343000000,903200000,8066758000
CHD,2011-12-31,22.88,286400000,6552832000,251400000,252300000,6553732000
CHD,2010-12-31,17.26,284000000,4901840000,189202000,339673000,5052311000
CHD,2009-12-31,15.11,281516000,4253706760,447143000,816296000,4622859760
CHD,2008-12-31,14.03,271480000,3808864400,197999000,856141000,4467006400
CHD,2007-12-31,13.52,263360000,3560627200,249809000,856017000,4166835200
CHD,2006-12-31,10.66,259424000,2765459840,110476000,933336000,3588319840
CHD,2005-12-31,8.26,255428000,2109835280,126678000,756543000,2739700280
CHD,2004-12-31,8.4,247472000,2078764800,145540000,858742000,2791966800
CHD,2003-12-31,6.6,241364000,1593002400,75634000,397046000,1914414400
CHD,2002-12-31,5.07,237780000,1205544600,76302000,368433000,1497675600
CHD,2001-12-31,4.44,233276000,1035745440,52446000,418144000,1401443440
CHD,2000-12-31,3.71,229928000,853032880,21573000,33999000,865458880
CHD,1999-12-31,4.45,232752000,1035746400,19800000,84400000,1100346400
CHD,1998-12-31,2.99,232404000,694887960,16200000,48800000,727487960
CHD,1997-12-31,2.34,233532000,546464880,14900000,39500000,571064880
CHD,1996-12-31,1.91,234408000,447719280,22900000,7500000,432319280
CHD,1995-12-31,1.54,234804000,361598160,11400000,12500000,362698160
CHD,1994-12-31,1.5,236472000,354708000,4700000,32500000,382508000
CHD,1993-12-31,2.35,242647907,570222581,5600000,9600000,574222581
CHD,1992-12-31,2.6,242344581,630095910,17500000,7700000,620295910
CHD,1991-12-31,2.49,244493138,608787913,4700000,7800000,611887913
CHD,1990-12-31,1.47,262510254,385890073,27000000,31000000,389890073
CHD,1989-12-31,1.56,245591490,383122724,24600000,53600000,412122724
CHD,1988-12-31,0.97917,260396118,254972066,25900000,57000000,286072066
CHD,1987-12-31,1.14,262368816,299100450,45700000,58300000,311700450
CHD,1986-12-31,1.07,255872064,273783108,41800000,60700000,292683108
CHD,1985-12-31,1.04,234882559,244277861,26000000,22300000,240577861
