date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2024-12-31,ROL,USD,0000084839,2025-02-13,2025-02-13 16:17:39,2024,FY,3388708000,1603197000,1785511000,0.5269002227,0,895494000,119573000,1015067000,113220000,1128287000,2731484000,0,27677000,113220000,770444000,0.2273562668,657224000,0.193945303,-26994000,630230000,0.1859794352,163851000,466379000,0.1376273789,0.96,0.96,484249000,484295000,https://www.sec.gov/Archives/edgar/data/84839/000008483925000024/0000084839-25-000024-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483925000024/rol-20241231.htm
2023-12-31,ROL,USD,0000084839,2024-02-15,2024-02-15 16:15:28,2023,FY,3073278000,1469871000,1603407000,0.5217253369,0,799246000,115987000,915233000,104948000,1020181000,2490052000,0,19055000,99752000,688174000,0.223921819,583226000,0.1897732649,3031000,586257000,0.1907595083,151300000,434957000,0.141528687,0.89,0.89,489949000,490130000,https://www.sec.gov/Archives/edgar/data/84839/000008483924000025/0000084839-24-000025-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483924000025/rol-20231231.htm
2022-12-31,ROL,USD,0000084839,2023-02-16,2023-02-16 16:30:17,2022,FY,2695823000,1308399000,1387424000,0.5146569341,0,699751000,102959000,802710000,91326000,894036000,2202435000,0,2638000,91326000,584714000,0.2168962873,493388000,0.1830194341,5529000,498917000,0.1850703848,130318000,368599000,0.136729674,0.75,0.75,492300000,492413000,https://www.sec.gov/Archives/edgar/data/84839/000008483923000006/0000084839-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483923000006/rol-20221231x10k.htm
2021-12-31,ROL,USD,0000084839,2022-02-25,2022-02-25 17:24:40,2021,FY,2424300000,1162617000,1261683000,0.5204318772,0,635610000,91879000,727489000,86558000,814047000,1976664000,0,830000,86557999,534193999,0.2203497913,447636000,0.1846454647,34849000,482485000,0.1990203358,125920000,356565000,0.1470795694,0.72,0.72,492054000,492054000,https://www.sec.gov/Archives/edgar/data/84839/000008483922000011/0000084839-22-000011-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483922000011/rol-20211231x10k.htm
2020-12-31,ROL,USD,0000084839,2021-02-26,2021-02-26 16:00:58,2020,FY,2161220000,1048592000,1112628000,0.5148147805,0,570895000,86314000,657209000,79331000,736540000,1785132000,0,4382000,79331000,455419000,0.2107231101,376088000,0.1740165277,-13372000,362716000,0.1678292816,95960000,266755999,0.1234284335,0.54,0.54,491604000,491604000,https://www.sec.gov/Archives/edgar/data/84839/000117120021000076/0001171200-21-000076-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120021000076/i21062_rol-10k.htm
2019-12-31,ROL,USD,0000084839,2020-02-28,2020-02-28 17:02:41,2019,FY,2015477000,993593000,1021884000,0.5070184378,0,542205000,81174000,623379000,81111000,704490000,1698083000,100000,6617000,81111000,398505000,0.197722425,317394000,0.1574783538,-56234000,261160000,0.1295772663,57813000,203347000,0.1008927415,0.41,0.41,491215480,491215480,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/0001171200-20-000103-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/i20108_rol-10k.htm
2018-12-31,ROL,USD,0000084839,2019-03-01,2019-03-01 16:46:47,2018,FY,1821565000,894437000,927128000,0.5089733279,0,480823000,69875000,550698000,0,550698000,1445135000,220000,0,66792000,376430000,0.2066519723,376430000,0.2066519723,-65697000,310733000,0.1705857326,79070000,231663000,0.1271780035,0.47,0.47,490936480,490936500,https://www.sec.gov/Archives/edgar/data/84839/000117120019000087/0001171200-19-000087-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120019000087/i19083_rol-10k.htm
2017-12-31,ROL,USD,0000084839,2018-02-26,2018-02-26 16:25:12,2017,FY,1673957000,819943000,854014000,0.5101767847,0,437318000,66114999,503433000,0,503433000,1323376000,259000,0,56580000,350581000,0.2094325004,350581000,0.2094325004,-56079000,294502000,0.1759316398,115378000,179124000,0.1070063329,0.36,0.36,490472965,490473000,https://www.sec.gov/Archives/edgar/data/84839/000008483918000065/0000084839-18-000065-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000008483918000065/rol-123117x10k.htm
2016-12-31,ROL,USD,0000084839,2017-02-24,2017-02-24 10:46:27,2016,FY,1573477000,772348000,801129000,0.5091456691,0,429270000,61258000,490528000,0,490528000,1262876000,160000,0,49894000,309593000,0.1967572453,310601000,0.1973978647,-49965000,260636000,0.1656433491,93267000,167369000,0.1063688888,0.34,0.34,491048965,491049000,https://www.sec.gov/Archives/edgar/data/84839/000117120017000077/0001171200-17-000077-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000117120017000077/i17072_rol-10k.htm
2015-12-31,ROL,USD,0000084839,2016-02-24,2016-02-24 13:49:44,2015,FY,1485305000,735976000,749329000,0.5044950364,0,406037000,57705000,463742000,0,463742000,1199718000,160000,0,44522000,285587000,0.1922749873,285587000,0.1922749873,-42409000,243178000,0.1637226024,91029000,152149000,0.1024362,0.31,0.31,491811715,491811750,https://www.sec.gov/Archives/edgar/data/84839/000155278116001318/0001552781-16-001318-index.htm,https://www.sec.gov/Archives/edgar/data/84839/000155278116001318/e00081_rol-10k.htm
