date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,volume,change,changePercent,high,low,close,changeOverTime,adjClose,vwap,open,unadjustedVolume
2025-03-05,"March 05, 25",,,,,,141149,6.12,1.39,447.46,439.25,447.07,0.0139,441.86,443.6825,440.95,141149
2025-03-04,"March 04, 25",,,,,,172535,-8.55,-1.9,451.1,440.06,440.44,-0.019,435.31,445.1475,448.99,172535
2025-03-03,"March 03, 25",,,,,,258201,23.41,5.49,455.12,425.04,449.69,0.0549,444.45,439.0325,426.28,258201
2025-02-28,"February 28, 25",,,,,,406528,16.53,4.02,435.57,411.54,428.07,0.0402,423.08,421.68,411.54,406528
2025-02-27,"February 27, 25",,,,,,157619,4.12,1.03,406.55,399.6,404.98,0.0103,400.26,402.9975,400.86,157619
2025-02-26,"February 26, 25",,,,,,146547,2.92,0.73598,405.48,396.58,399.67,0.0073598,395.01,399.62,396.75,146547
2025-02-25,"February 25, 25",,,,,,131700,6.69,1.72,397.11,387.29,396.69,0.0172,392.07,392.7725,390,131700
2025-02-24,"February 24, 25",,,,,,128533,6.51,1.7,393.81,383.8,390.31,0.017,385.76,387.93,383.8,128533
2025-02-21,"February 21, 25",,,,,,114216,-5.75,-1.48,390.18,380.62,383.46,-0.0148,378.99,385.8675,389.21,114216
2025-02-20,"February 20, 25",,,,,,114501,0.18,0.0464852,389.42,382.9,387.4,0.000464852,382.89,386.735,387.22,114501
2025-02-19,"February 19, 25",,,,,,101400,-2.94,-0.74998,392.01,384.52,389.07,-0.0074998,384.54,389.4025,392.01,101400
2025-02-18,"February 18, 25",,,,,,84930,-1.29,-0.32884,395.02,390.37,391,-0.0032884,386.44,392.17,392.29,84930
2025-02-14,"February 14, 25",,,,,,82500,-3.33,-0.84888,392.28,388.09,388.95,-0.0084888,384.42,390.4,392.28,82500
2025-02-13,"February 13, 25",,,,,,111600,13.35,3.52,392.72,377.18,392.61,0.0352,388.04,385.4425,379.26,111600
2025-02-12,"February 12, 25",,,,,,149900,-10.4,-2.66,391.31,379.93,380.36,-0.0266,375.93,385.59,390.76,149900
2025-02-11,"February 11, 25",,,,,,111500,-7.87,-1.95,404.62,396.3,396.75,-0.0195,392.13,400.5725,404.62,111500
2025-02-10,"February 10, 25",,,,,,98700,-9.99,-2.41,414.76,402.7,404.43,-0.0241,399.72,409.0775,414.42,98700
2025-02-07,"February 07, 25",,,,,,64827,-3.28,-0.78937,415.52,409.49,412.24,-0.0078937,407.44,413.1925,415.52,64827
2025-02-06,"February 06, 25",,,,,,91504,5.31,1.3,414.74,406.02,412.87,0.013,408.06,410.2975,407.56,91504
2025-02-05,"February 05, 25",,,,,,108200,0.29,0.07134422,407.44,398.1,406.77,0.0007134422,402.03,404.6975,406.48,108200
2025-02-04,"February 04, 25",,,,,,99600,-0.78,-0.19303,406.22,399.7,403.31,-0.0019303,398.61,403.33,404.09,99600
2025-02-03,"February 03, 25",,,,,,194769,1.5,0.37303,410.63,390.19,403.61,0.0037303,398.91,401.635,402.11,194769
2025-01-31,"January 31, 25",,,,,,1586400,2.72,0.67961,406.77,398.24,402.95,0.0067961,398.26,402.0475,400.23,1586400
2025-01-30,"January 30, 25",,,,,,166900,4.7,1.19,400.36,389.31,399.15,0.0119,394.5,395.8175,394.45,166900
2025-01-29,"January 29, 25",,,,,,254136,-11.5,-2.84,406.53,389.83,393.91,-0.0284,389.32,398.92,405.41,254136
2025-01-28,"January 28, 25",,,,,,214849,2.44,0.60353,415.56,402.19,406.73,0.0060353,401.99,407.1925,404.29,214849
2025-01-27,"January 27, 25",,,,,,225300,15.21,3.91,411.03,387.93,404.04,0.0391,399.33,397.9575,388.83,225300
2025-01-24,"January 24, 25",,,,,,116344,7.93,2.09,387.72,374.79,386.98,0.0209,382.47,382.135,379.05,116344
2025-01-23,"January 23, 25",,,,,,108900,0.99,0.26286,379.03,374.75,377.62,0.0026286,373.22,377.0075,376.63,108900
2025-01-22,"January 22, 25",,,,,,187515,-2.83,-0.7437,384.54,373.13,377.7,-0.007437,373.3,378.975,380.53,187515
2025-01-21,"January 21, 25",,,,,,300042,-13.52,-3.43,395.43,367,381.07,-0.0343,376.63,384.5225,394.59,300042
2025-01-17,"January 17, 25",,,,,,113000,-5.88,-1.43,413.54,405.33,405.57,-0.0143,400.85,408.9725,411.45,113000
2025-01-16,"January 16, 25",,,,,,106226,5.73,1.43,407.17,397.79,405.66,0.0143,400.93,402.6375,399.93,106226
2025-01-15,"January 15, 25",,,,,,74500,-4.81,-1.19,406.66,398.86,400.18,-0.0119,395.52,402.6725,404.99,74500
2025-01-14,"January 14, 25",,,,,,80141,11.33,2.92,400.53,387.92,399.78,0.0292,395.12,394.17,388.45,80141
2025-01-13,"January 13, 25",,,,,,71841,3.34,0.86699,391.65,385.23,388.58,0.0086699,384.05,387.675,385.24,71841
2025-01-10,"January 10, 25",,,,,,108700,-7.91,-1.99,397.8,383.41,389.24,-0.0199,384.71,391.9,397.15,108700
2025-01-08,"January 08, 25",,,,,,90749,-0.72,-0.17907,403.52,398.85,401.35,-0.0017907,396.67,401.4475,402.07,90749
2025-01-07,"January 07, 25",1.365,1.365,2025-01-07,2025-01-22,2024-12-10,111800,-3.16,-0.77944,408.91,399.5,402.26,-0.0077944,397.57,404.0225,405.42,111800
2025-01-06,"January 06, 25",,,,,,97108,-9.9,-2.38,417.32,405.1,405.2,-0.0238,399.13,410.68,415.1,97108
2025-01-03,"January 03, 25",,,,,,78635,1.33,0.32175,415.64,409.3,414.7,0.0032175,408.49,413.2525,413.37,78635
2025-01-02,"January 02, 25",,,,,,74635,-5.3,-1.28,422.48,408.01,409.5,-0.0128,403.37,413.6975,414.8,74635
2024-12-31,"December 31, 24",,,,,,99000,-1.6,-0.38663,413.83,410.26,412.23,-0.0038663,406.05,412.5375,413.83,99000
2024-12-30,"December 30, 24",,,,,,109820,-3.2,-0.77187,414.58,409.36,411.38,-0.0077187,405.22,412.475,414.58,109820
2024-12-27,"December 27, 24",,,,,,56004,-2.19,-0.51956,427,417,419.32,-0.0051956,413.04,421.2075,421.51,56004
2024-12-26,"December 26, 24",,,,,,47439,1.89,0.4476,424.26,420.3,424.14,0.004476,417.79,422.7375,422.25,47439
2024-12-24,"December 24, 24",,,,,,51500,2.05,0.48743,423.18,418.97,422.62,0.0048743,416.29,421.335,420.57,51500
2024-12-23,"December 23, 24",,,,,,105600,7.48,1.81,421.51,410.8,420.35,0.0181,414.05,416.3825,412.87,105600
2024-12-20,"December 20, 24",,,,,,582238,10.53,2.59,418.97,405.55,416.48,0.0259,410.24,411.7375,405.95,582238
2024-12-19,"December 19, 24",,,,,,140000,5.9,1.47,412.86,402.07,408.38,0.0147,402.26,406.4475,402.48,140000
2024-12-18,"December 18, 24",,,,,,150333,-18.07,-4.29,425.2,403.02,403.02,-0.0429,396.98,413.0825,421.09,150333
2024-12-17,"December 17, 24",,,,,,113100,2.92,0.6929,425.08,417.9,424.34,0.006929,417.98,422.185,421.42,113100
2024-12-16,"December 16, 24",,,,,,120100,1.8,0.42711,427.85,420.41,423.24,0.0042711,416.9,423.235,421.44,120100
2024-12-13,"December 13, 24",,,,,,196700,6.51,1.57,429.09,414.27,420.78,0.0157,414.48,419.6025,414.27,196700
2024-12-12,"December 12, 24",,,,,,111734,2.17,0.53108,412.04,406.75,410.77,0.0053108,404.62,409.54,408.6,111734
2024-12-11,"December 11, 24",,,,,,124800,3.79,0.93907,410.05,401.44,407.38,0.0093907,401.28,405.615,403.59,124800
2024-12-10,"December 10, 24",,,,,,177208,-3.69,-0.91035,405.34,385.25,401.65,-0.0091035,395.63,399.395,405.34,177208
2024-12-09,"December 09, 24",,,,,,101700,-3.92,-0.94771,414.14,408.65,409.71,-0.0094771,403.57,411.5325,413.63,101700
2024-12-06,"December 06, 24",,,,,,125482,-12.42,-2.93,424.3,409.82,411.87,-0.0293,405.7,417.57,424.29,125482
2024-12-05,"December 05, 24",,,,,,98700,-4.01,-0.93602,437.47,424.12,424.4,-0.0093602,418.04,428.6,428.41,98700
2024-12-04,"December 04, 24",,,,,,72900,-5.26,-1.22,435.34,426.45,426.86,-0.0122,420.47,430.1925,432.12,72900
2024-12-03,"December 03, 24",,,,,,116542,-2.29,-0.52564,438.03,432.46,433.37,-0.0052564,426.88,434.88,435.66,116542
2024-12-02,"December 02, 24",,,,,,122100,-3.31,-0.75132,440.56,431.98,437.25,-0.0075132,430.7,437.5875,440.56,122100
2024-11-29,"November 29, 24",,,,,,129300,1.58,0.35993,445.95,435.39,440.56,0.0035993,433.96,440.22,438.98,129300
2024-11-27,"November 27, 24",,,,,,96124,-2.01,-0.45668,441.17,435.11,438.12,-0.0045668,431.56,438.6325,440.13,96124
2024-11-26,"November 26, 24",,,,,,124902,6.24,1.44,439.23,431.59,438.48,0.0144,431.91,435.385,432.24,124902
2024-11-25,"November 25, 24",,,,,,546000,-0.67,-0.1551,438.76,427.16,431.3,-0.001551,424.84,432.2975,431.97,546000
2024-11-22,"November 22, 24",,,,,,171600,2.44,0.57269,433.12,425.51,428.5,0.0057269,422.08,428.2975,426.06,171600
2024-11-21,"November 21, 24",,,,,,156313,4.1,0.97403,426.54,417.35,425.03,0.0097403,418.66,422.4625,420.93,156313
2024-11-20,"November 20, 24",,,,,,109407,4.52,1.09,419.72,411.06,419.45,0.0109,413.17,416.29,414.93,109407
2024-11-19,"November 19, 24",,,,,,158627,8.25,2.02,417.24,403.09,416.45,0.0202,410.21,411.245,408.2,158627
2024-11-18,"November 18, 24",,,,,,155749,6.87,1.69,416.32,403.65,412.63,0.0169,406.45,409.59,405.76,155749
2024-11-15,"November 15, 24",,,,,,207500,-3.74,-0.91501,413.91,402.95,405,-0.0091501,398.93,407.65,408.74,207500
2024-11-14,"November 14, 24",,,,,,125322,-4.51,-1.1,410.87,405.12,406.11,-0.011,400.03,408.18,410.62,125322
2024-11-13,"November 13, 24",,,,,,87733,-7.15,-1.71,417.74,410.53,410.59,-0.0171,404.44,414.15,417.74,87733
2024-11-12,"November 12, 24",,,,,,79859,-5.25,-1.24,424.33,416.33,417.55,-0.0124,411.3,420.2525,422.8,79859
2024-11-11,"November 11, 24",,,,,,98342,-5.98,-1.4,430.58,420.92,421.96,-0.014,415.64,425.35,427.94,98342
2024-11-08,"November 08, 24",,,,,,105900,1.67,0.39225,430.25,423.88,427.42,0.0039225,421.02,426.825,425.75,105900
2024-11-07,"November 07, 24",,,,,,105826,-2.24,-0.52501,427.22,420.45,424.42,-0.0052501,418.06,424.6875,426.66,105826
2024-11-06,"November 06, 24",,,,,,188315,6.95,1.65,430.57,420.3,428.01,0.0165,421.6,424.985,421.06,188315
2024-11-05,"November 05, 24",,,,,,165524,6.79,1.69,409.2,398.61,408.69,0.0169,402.57,404.6,401.9,165524
2024-11-04,"November 04, 24",,,,,,180114,-12.54,-3.02,419.39,402.21,402.5,-0.0302,396.47,409.785,415.04,180114
2024-11-01,"November 01, 24",,,,,,221100,-36.04,-7.99,453,411.68,415.18,-0.0799,408.96,432.77,451.22,221100
2024-10-31,"October 31, 24",,,,,,275122,-0.62,-0.13794,452.42,445.91,448.84,-0.0013794,442.12,449.1575,449.46,275122
2024-10-30,"October 30, 24",,,,,,110926,-0.73,-0.16188,453.21,446.96,450.23,-0.0016188,443.49,450.34,450.96,110926
2024-10-29,"October 29, 24",,,,,,134500,4.43,0.98787,454.44,448.33,452.87,0.0098787,446.09,451.02,448.44,134500
2024-10-28,"October 28, 24",,,,,,147000,1.24,0.2761,454.39,445.5,450.36,0.002761,443.61,449.8425,449.12,147000
2024-10-25,"October 25, 24",,,,,,258814,-14.27,-3.11,462.21,440.6,444.02,-0.0311,437.37,451.28,458.29,258814
2024-10-24,"October 24, 24",,,,,,163724,-7.18,-1.54,467.54,456.86,458.3,-0.0154,451.43,462.045,465.48,163724
2024-10-23,"October 23, 24",,,,,,191500,-5.52,-1.18,469.3,460.45,463.78,-0.0118,456.83,465.7075,469.3,191500
2024-10-22,"October 22, 24",,,,,,154532,-8.5,-1.78,476.92,466.97,468.42,-0.0178,461.4,472.3075,476.92,154532
2024-10-21,"October 21, 24",,,,,,160945,-2.83,-0.58868,481.52,471.97,477.91,-0.0058868,470.75,478.035,480.74,160945
2024-10-18,"October 18, 24",,,,,,253000,5.75,1.21,491.03,475.93,481.68,0.0121,474.46,481.1425,475.93,253000
2024-10-17,"October 17, 24",,,,,,238111,-33.44,-6.47,518,479.41,483.05,-0.0647,475.81,499.2375,516.49,238111
2024-10-16,"October 16, 24",,,,,,155342,-12.33,-2.35,525.65,510.52,513.32,-0.0235,505.63,518.785,525.65,155342
2024-10-15,"October 15, 24",,,,,,129900,-7.62,-1.43,539.1,524.62,525.65,-0.0143,517.78,530.66,533.27,129900
2024-10-14,"October 14, 24",,,,,,58945,-3.59,-0.6687,536.86,531.1,533.27,-0.006687,525.28,534.5225,536.86,58945
2024-10-11,"October 11, 24",,,,,,65000,3.26,0.61343,538.46,531.44,534.7,0.0061343,526.69,534.01,531.44,65000
2024-10-10,"October 10, 24",,,,,,87906,-2.23,-0.41941,535.61,526.99,529.47,-0.0041941,521.54,530.9425,531.7,87906
2024-10-09,"October 09, 24",,,,,,77008,3.91,0.73956,533.88,525.36,532.6,0.0073956,524.62,530.1325,528.69,77008
2024-10-08,"October 08, 24",,,,,,72300,4.48,0.85103,533.42,526.37,530.9,0.0085103,522.95,529.2775,526.42,72300
2024-10-07,"October 07, 24",1.275,1.275,2024-10-07,2024-10-22,2024-07-23,106900,-19.66,-3.63,541.64,518.88,521.98,-0.0363,514.16,531.035,541.64,106900
2024-10-04,"October 04, 24",,,,,,86324,7.4,1.38,543.31,535.46,542.86,0.0138,533.47,539.2725,535.46,86324
2024-10-03,"October 03, 24",,,,,,139448,-5.93,-1.09,541.6,527.15,535.67,-0.0109,526.4,536.505,541.6,139448
2024-10-02,"October 02, 24",,,,,,78017,1.05,0.19431,544.49,538.03,541.43,0.0019431,532.06,541.0825,540.38,78017
2024-10-01,"October 01, 24",,,,,,102307,0.11,0.02040211,543.16,533.13,539.27,0.0002040211,529.94,538.68,539.16,102307
2024-09-30,"September 30, 24",,,,,,141125,0.82,0.15213,544.23,535.96,539.82,0.0015213,530.48,539.7525,539,141125
2024-09-27,"September 27, 24",,,,,,90206,1.27,0.23618,544.58,537.73,539,0.0023618,529.68,539.76,537.73,90206
2024-09-26,"September 26, 24",,,,,,85700,-1.39,-0.25776,542.24,535.75,537.88,-0.0025776,528.57,538.785,539.27,85700
2024-09-25,"September 25, 24",,,,,,118300,-5.89,-1.08,547,537.69,538.95,-0.0108,529.63,542.12,544.84,118300
2024-09-24,"September 24, 24",,,,,,116403,5.26,0.97483,545.05,533.15,544.84,0.0097483,535.41,540.655,539.58,116403
2024-09-23,"September 23, 24",,,,,,198500,11.73,2.23,539.09,524.88,538.28,0.0223,528.97,532.2,526.55,198500
2024-09-20,"September 20, 24",,,,,,5408500,-5.75,-1.09,530.21,517.01,521.01,-0.0109,512,523.7475,526.76,5408500
2024-09-19,"September 19, 24",,,,,,145900,-11.51,-2.14,539.15,524.71,526.33,-0.0214,517.22,532.0075,537.84,145900
2024-09-18,"September 18, 24",,,,,,154878,11.36,2.16,538.98,524.35,536.15,0.0216,526.87,531.0675,524.79,154878
2024-09-17,"September 17, 24",,,,,,140842,-2.11,-0.40035,533.66,520.42,524.93,-0.0040035,515.85,526.5125,527.04,140842
2024-09-16,"September 16, 24",,,,,,135406,2.41,0.45862,535.84,525.49,527.9,0.0045862,518.77,528.68,525.49,135406
2024-09-13,"September 13, 24",,,,,,125928,6.24,1.21,522.51,512.18,520.98,0.0121,511.97,517.6025,514.74,125928
2024-09-12,"September 12, 24",,,,,,114300,8.56,1.7,511.08,502.39,510.95,0.017,502.11,506.7025,502.39,114300
2024-09-11,"September 11, 24",,,,,,107380,-5.14,-1.01,509,500.71,501.58,-0.0101,492.9,504.5025,506.72,107380
2024-09-10,"September 10, 24",,,,,,175700,3.75,0.74554,512.77,502.99,506.74,0.0074554,497.97,506.3725,502.99,175700
2024-09-09,"September 09, 24",,,,,,282400,-13.42,-2.6,536.96,501.84,503.19,-0.026,494.48,514.65,516.61,282400
2024-09-06,"September 06, 24",,,,,,102500,9,1.81,507.5,497.3,506.3,0.0181,497.54,502.1,497.3,102500
2024-09-05,"September 05, 24",,,,,,53422,-2.33,-0.46761,498.28,489.56,495.95,-0.0046761,487.37,495.5175,498.28,53422
2024-09-04,"September 04, 24",,,,,,61213,5.31,1.08,498.88,487.93,498.73,0.0108,490.1,494.74,493.42,61213
2024-09-03,"September 03, 24",,,,,,107981,-15.78,-3.1,508.38,485.94,492.6,-0.031,484.08,498.825,508.38,107981
2024-08-30,"August 30, 24",,,,,,135022,6.17,1.23,510.75,501.76,508.23,0.0123,499.44,505.7,502.06,135022
2024-08-29,"August 29, 24",,,,,,87858,0.98,0.19639,503.82,483.92,499.98,0.0019639,491.33,496.68,499,87858
2024-08-28,"August 28, 24",,,,,,276600,6.53,1.34,496.26,486.09,495.48,0.0134,486.91,491.695,488.95,276600
2024-08-27,"August 27, 24",,,,,,143416,4.9,1.01,489.31,482.21,488.54,0.0101,480.09,485.925,483.64,143416
2024-08-26,"August 26, 24",,,,,,70800,-7.54,-1.53,493.17,484,485.63,-0.0153,477.23,488.9925,493.17,70800
2024-08-23,"August 23, 24",,,,,,63506,3.33,0.68531,494.9,484,489.24,0.0068531,480.78,488.5125,485.91,63506
2024-08-22,"August 22, 24",,,,,,86300,9.07,1.9,486.14,476.5,485.57,0.019,477.17,481.1775,476.5,86300
2024-08-21,"August 21, 24",,,,,,116600,5.46,1.16,475.45,465.4,475.45,0.0116,467.22,471.5725,469.99,116600
2024-08-20,"August 20, 24",,,,,,55200,-10.2,-2.14,479,465.51,467.14,-0.0214,459.06,472.2475,477.34,55200
2024-08-19,"August 19, 24",,,,,,40985,2.75,0.578,480.75,472.54,478.53,0.00578,470.25,476.9,475.78,40985
2024-08-16,"August 16, 24",,,,,,74200,6.34,1.36,476.47,467.83,474.17,0.0136,465.97,471.575,467.83,74200
2024-08-15,"August 15, 24",,,,,,47500,-0.31,-0.06628889,470.7,465.24,467.34,-0.0006628889,459.26,467.7325,467.65,47500
2024-08-14,"August 14, 24",,,,,,90100,9.44,2.07,466.26,455.97,465.41,0.0207,457.36,460.9025,455.97,90100
2024-08-13,"August 13, 24",,,,,,41600,1.55,0.34246,457,450.43,454.16,0.0034246,446.3,453.55,452.61,41600
2024-08-12,"August 12, 24",,,,,,37400,0.79,0.17527,457.9,449.73,451.53,0.0017527,443.72,452.475,450.74,37400
2024-08-09,"August 09, 24",,,,,,33518,4.29,0.96262,450,444,449.95,0.0096262,442.17,447.4025,445.66,33518
2024-08-08,"August 08, 24",,,,,,42400,6.2,1.41,447.57,439,445.2,0.0141,437.5,442.6925,439,42400
2024-08-07,"August 07, 24",,,,,,76140,-2.11,-0.47908,445.03,437.08,438.32,-0.0047908,430.74,440.215,440.43,76140
2024-08-06,"August 06, 24",,,,,,56700,3.14,0.71959,444,434.6,439.5,0.0071959,431.9,438.615,436.36,56700
2024-08-05,"August 05, 24",,,,,,71300,10.93,2.57,439.99,422.18,436.66,0.0257,429.11,431.14,425.73,71300
2024-08-02,"August 02, 24",,,,,,91300,1.22,0.27938,440.75,430.47,437.9,0.0027938,430.32,436.45,436.68,91300
2024-08-01,"August 01, 24",,,,,,40400,-1.58,-0.35803,441.3,433.25,439.72,-0.0035803,432.11,438.8925,441.3,40400
2024-07-31,"July 31, 24",,,,,,116200,0.53,0.12029,445.3,436.57,441.15,0.0012029,433.52,440.91,440.62,116200
2024-07-30,"July 30, 24",,,,,,73100,13.67,3.19,444.8,426.88,442.63,0.0319,434.97,435.8175,428.96,73100
2024-07-29,"July 29, 24",,,,,,69300,4.64,1.1,433.59,417.35,426.32,0.011,418.94,424.735,421.68,69300
2024-07-26,"July 26, 24",,,,,,141800,24.66,6.22,423.16,372.68,421.38,0.0622,414.09,403.485,396.72,141800
2024-07-25,"July 25, 24",,,,,,92200,2.61,0.6781,392.36,383.29,387.51,0.006781,380.81,387.015,384.9,92200
2024-07-24,"July 24, 24",,,,,,65800,-2.54,-0.65791,389.48,383.48,383.53,-0.0065791,376.89,385.64,386.07,65800
2024-07-23,"July 23, 24",,,,,,46902,2.05,0.53088,389.44,383.8,388.2,0.0053088,381.48,386.8975,386.15,46902
2024-07-22,"July 22, 24",,,,,,40500,5.06,1.33,384.8,379.2,384.26,0.0133,377.61,381.865,379.2,40500
2024-07-19,"July 19, 24",,,,,,46200,-2.57,-0.67648,379.91,376.17,377.34,-0.0067648,370.81,378.3325,379.91,46200
2024-07-18,"July 18, 24",,,,,,39824,0.19,0.04986222,385.47,381.05,381.24,0.0004986222,374.64,382.2025,381.05,39824
2024-07-17,"July 17, 24",,,,,,47733,2.68,0.70621,385.95,379.49,382.17,0.0070621,375.56,381.775,379.49,47733
2024-07-16,"July 16, 24",,,,,,52000,4.65,1.24,382,373.42,379.94,0.0124,373.37,377.6625,375.29,52000
2024-07-15,"July 15, 24",,,,,,40900,3.93,1.06,377.2,370.64,374.57,0.0106,368.09,373.2625,370.64,40900
2024-07-12,"July 12, 24",,,,,,40800,4.83,1.33,369.95,364.26,369.25,0.0133,362.86,366.97,364.42,40800
2024-07-11,"July 11, 24",,,,,,38700,2.95,0.82054,365.29,359.52,362.47,0.0082054,356.2,361.7,359.52,38700
2024-07-10,"July 10, 24",,,,,,31001,1.63,0.45747,361.25,356.31,357.94,0.0045747,351.75,357.9525,356.31,31001
2024-07-09,"July 09, 24",1.275,1.275,2024-07-09,2024-07-23,2024-04-23,73800,-11.21,-3.05,367.77,355.94,356.56,-0.0305,350.39,362.01,367.77,73800
2024-07-08,"July 08, 24",,,,,,56734,0.86,0.23355,371.88,366.83,369.09,0.0023355,361.45,369.0075,368.23,56734
2024-07-05,"July 05, 24",,,,,,31331,0.5,0.13673,366.6,363.12,366.18,0.0013673,358.6,365.395,365.68,31331
2024-07-03,"July 03, 24",,,,,,75900,-2.51,-0.68169,369.85,364.16,365.69,-0.0068169,358.12,366.975,368.2,75900
2024-07-02,"July 02, 24",,,,,,50821,3.48,0.95852,367.47,363.06,366.54,0.0095852,358.95,365.0325,363.06,50821
2024-07-01,"July 01, 24",,,,,,58920,0.1,0.02745744,366.9,361.84,364.3,0.0002745744,356.76,364.31,364.2,58920
2024-06-28,"June 28, 24",,,,,,58134,-0.05,-0.01379501,366.95,358.91,362.4,-0.0001379501,354.9,362.6775,362.45,58134
2024-06-27,"June 27, 24",,,,,,56226,2.54,0.70622,362.43,358.06,362.2,0.0070622,354.7,360.5875,359.66,56226
2024-06-26,"June 26, 24",,,,,,229404,-5.96,-1.63,364.97,354.94,359.01,-0.0163,351.58,360.9725,364.97,229404
2024-06-25,"June 25, 24",,,,,,118400,4.35,1.2,369.1,359.3,365.82,0.012,358.25,363.9225,361.47,118400
2024-06-24,"June 24, 24",,,,,,65200,2.33,0.64722,366.37,360,362.33,0.0064722,354.83,362.175,360,65200
2024-06-21,"June 21, 24",,,,,,194726,1.68,0.47015,361.44,352.95,359.01,0.0047015,351.58,357.6825,357.33,194726
2024-06-20,"June 20, 24",,,,,,58333,-2.25,-0.63261,359.29,352.07,353.42,-0.0063261,346.1,355.1125,355.67,58333
2024-06-18,"June 18, 24",,,,,,39444,1.06,0.29789,360.28,355.84,356.9,0.0029789,349.51,357.215,355.84,39444
2024-06-17,"June 17, 24",,,,,,51612,6.14,1.76,357.53,349.3,355.44,0.0176,348.08,352.8925,349.3,51612
2024-06-14,"June 14, 24",,,,,,59000,1.57,0.45083,350.91,345.09,349.82,0.0045083,342.58,348.5175,348.25,59000
2024-06-13,"June 13, 24",,,,,,48342,-1.77,-0.50214,352.49,346.36,350.72,-0.0050214,343.46,350.515,352.49,48342
2024-06-12,"June 12, 24",,,,,,69100,-2.25,-0.6327,357.59,350.37,353.37,-0.006327,346.06,354.2375,355.62,69100
2024-06-11,"June 11, 24",,,,,,87700,-3.18,-0.89086,356.96,350.92,353.78,-0.0089086,346.46,354.655,356.96,87700
2024-06-10,"June 10, 24",,,,,,76406,4.15,1.17,358.61,351.13,358.54,0.0117,351.12,355.6675,354.39,76406
2024-06-07,"June 07, 24",,,,,,44817,-4.33,-1.2,365.41,357.06,357.48,-0.012,350.08,360.44,361.81,44817
2024-06-06,"June 06, 24",,,,,,45138,1.51,0.41864,363.31,356.2,362.2,0.0041864,354.7,360.6,360.69,45138
2024-06-05,"June 05, 24",,,,,,41000,-2.7,-0.74317,363.8,357.59,360.61,-0.0074317,353.15,361.3275,363.31,41000
2024-06-04,"June 04, 24",,,,,,44300,-1.42,-0.39166,363.27,358.73,361.14,-0.0039166,353.66,361.425,362.56,44300
2024-06-03,"June 03, 24",,,,,,54611,-0.5,-0.13772,367.59,361.64,362.56,-0.0013772,355.06,363.7125,363.06,54611
2024-05-31,"May 31, 24",,,,,,240300,-10.96,-2.94,374.1,361.17,362.43,-0.0294,354.93,367.7725,373.39,240300
2024-05-30,"May 30, 24",,,,,,79400,5.23,1.42,374.12,366.6,373.95,0.0142,366.21,370.8475,368.72,79400
2024-05-29,"May 29, 24",,,,,,85148,-9.77,-2.59,377.8,366.34,368.03,-0.0259,360.41,372.4925,377.8,85148
2024-05-28,"May 28, 24",,,,,,78129,-10.01,-2.58,390.73,377.06,377.89,-0.0258,370.07,383.395,387.9,78129
2024-05-24,"May 24, 24",,,,,,60506,3.18,0.8243,389.82,380.95,388.96,0.008243,380.91,386.3775,385.78,60506
2024-05-23,"May 23, 24",,,,,,78031,-8.14,-2.08,391.13,381.29,382.97,-0.0208,375.04,386.625,391.11,78031
2024-05-22,"May 22, 24",,,,,,62400,-6.51,-1.65,397.26,384.34,388.42,-0.0165,380.38,391.2375,394.93,62400
2024-05-21,"May 21, 24",,,,,,40400,-1.49,-0.37426,398.66,394.41,396.63,-0.0037426,388.42,396.955,398.12,40400
2024-05-20,"May 20, 24",,,,,,36744,1.79,0.45257,397.89,392.48,397.31,0.0045257,389.09,395.8,395.52,36744
2024-05-17,"May 17, 24",,,,,,48400,-0.7,-0.1761,398.87,394.84,396.81,-0.001761,388.6,397.0075,397.51,48400
2024-05-16,"May 16, 24",,,,,,58909,-0.61,-0.1537,397.88,393.15,396.27,-0.001537,388.07,396.045,396.88,58909
2024-05-15,"May 15, 24",,,,,,53500,0.93,0.23608,399.4,393.31,394.87,0.0023608,386.7,395.38,393.94,53500
2024-05-14,"May 14, 24",,,,,,91100,-7.16,-1.78,403.55,392.94,394.17,-0.0178,386.01,397.9975,401.33,91100
2024-05-13,"May 13, 24",,,,,,85878,-4.13,-1.02,409.45,401.8,402.73,-0.0102,394.39,405.21,406.86,85878
2024-05-10,"May 10, 24",,,,,,53300,-5.15,-1.25,411.72,404.83,406.57,-0.0125,398.15,408.71,411.72,53300
2024-05-09,"May 09, 24",,,,,,50701,5.09,1.26,410.78,402.47,410.53,0.0126,402.03,407.305,405.44,50701
2024-05-08,"May 08, 24",,,,,,44200,-0.94,-0.23185,406.62,399.37,404.5,-0.0023185,396.13,403.9825,405.44,44200
2024-05-07,"May 07, 24",,,,,,108026,5.39,1.35,409.28,399.29,405.44,0.0135,397.05,403.515,400.05,108026
2024-05-06,"May 06, 24",,,,,,53097,7.78,1.98,400.72,392.75,400.53,0.0198,392.24,396.6875,392.75,53097
2024-05-03,"May 03, 24",,,,,,45300,3.95,1.02,390.4,383.07,390.01,0.0102,381.94,387.385,386.06,45300
2024-05-02,"May 02, 24",,,,,,51210,-0.52,-0.1349,386.82,380.34,384.94,-0.001349,376.97,384.39,385.46,51210
2024-05-01,"May 01, 24",,,,,,71329,1.85,0.4857,388.43,380.57,382.74,0.004857,374.82,383.1575,380.89,71329
