date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,volume,change,changePercent,high,low,close,changeOverTime,adjClose,vwap,open,unadjustedVolume
2025-11-06,"November 06, 25",,,,,,128803,-6.42,-2.23,289.15,281.36,281.58,-0.0223,281.58,285.0225,288,128803
2025-11-05,"November 05, 25",,,,,,122049,-1.44,-0.49724,290.88,286.23,288.16,-0.0049724,288.16,288.7175,289.6,122049
2025-11-04,"November 04, 25",,,,,,178520,2.72,0.94873,290.58,279.78,289.42,0.0094873,289.42,286.62,286.7,178520
2025-11-03,"November 03, 25",,,,,,195950,-7.29,-2.49,292.64,284.42,285.35,-0.0249,285.35,288.7625,292.64,195950
2025-10-31,"October 31, 25",,,,,,368420,-23,-7.29,320.5,282.01,292.64,-0.0729,292.64,302.6975,315.64,368420
2025-10-30,"October 30, 25",,,,,,183066,6,1.98,314.51,303.64,309.64,0.0198,309.64,307.8575,303.64,183066
2025-10-29,"October 29, 25",,,,,,212515,-16.77,-5.26,318.64,301.68,301.87,-0.0526,301.87,310.2075,318.64,212515
2025-10-28,"October 28, 25",,,,,,220238,-9.63,-2.92,330.33,320.34,320.34,-0.0292,320.34,325.245,329.97,220238
2025-10-27,"October 27, 25",,,,,,194225,4.98,1.53,330.54,324.82,329.97,0.0153,329.97,327.58,324.99,194225
2025-10-24,"October 24, 25",,,,,,103100,-1.02,-0.31318,326.44,323.34,324.67,-0.0031318,324.67,325.035,325.69,103100
2025-10-23,"October 23, 25",,,,,,122200,0.22,0.06759456,326.66,321.2,325.69,0.0006759456,325.69,324.755,325.47,122200
2025-10-22,"October 22, 25",,,,,,120800,-4.75,-1.45,328.15,320.19,322.74,-0.0145,322.74,324.6425,327.49,120800
2025-10-21,"October 21, 25",,,,,,126800,8.87,2.8,327.63,316.19,325.89,0.028,325.89,321.6825,317.02,126800
2025-10-20,"October 20, 25",,,,,,106325,-1.06,-0.33388,317.87,313.49,316.42,-0.0033388,316.42,316.315,317.48,106325
2025-10-17,"October 17, 25",,,,,,123824,3.11,0.99187,316.77,312.61,316.66,0.0099187,316.66,314.8975,313.55,123824
2025-10-16,"October 16, 25",,,,,,160900,-4.91,-1.55,316.84,306.84,311.93,-0.0155,311.93,313.1125,316.84,160900
2025-10-15,"October 15, 25",,,,,,107400,-0.95,-0.29748,320,314.9,318.4,-0.0029748,318.4,318.1625,319.35,107400
2025-10-14,"October 14, 25",,,,,,95436,1.91,0.59831,322.72,314.99,321.14,0.0059831,321.14,319.52,319.23,95436
2025-10-13,"October 13, 25",,,,,,102000,-5.11,-1.57,325.02,314.25,319.47,-0.0157,319.47,320.83,324.58,102000
2025-10-10,"October 10, 25",,,,,,117113,1.22,0.3776,329.75,322.64,324.31,0.003776,324.31,324.9475,323.09,117113
2025-10-09,"October 09, 25",,,,,,127300,-8.38,-2.55,329.01,319.06,320.45,-0.0255,320.45,324.3375,328.83,127300
2025-10-08,"October 08, 25",,,,,,98900,6.8,2.12,328.64,318,327.7,0.0212,327.7,323.81,320.9,98900
2025-10-07,"October 07, 25",,,,,,86800,1.34,0.42129,321.32,318.07,319.41,0.0042129,319.41,319.2175,318.07,86800
2025-10-06,"October 06, 25",1.365,1.365,2025-10-06,2025-10-21,2025-07-29,99200,-1.26,-0.39691,317.77,313.73,316.19,-0.0039691,316.19,316.285,317.45,99200
2025-10-03,"October 03, 25",,,,,,102648,4.55,1.45,322.54,314.61,319.16,0.0145,317.8,317.73,314.61,102648
2025-10-02,"October 02, 25",,,,,,109035,3.72,1.2,315.8,306.8,314.61,0.012,313.26,312.025,310.89,109035
2025-10-01,"October 01, 25",,,,,,152524,-6.27,-1.97,324.56,311.54,312.05,-0.0197,310.72,316.6175,318.32,152524
2025-09-30,"September 30, 25",,,,,,111359,4.72,1.51,318.35,313.44,318.16,0.0151,316.8,315.8475,313.44,111359
2025-09-29,"September 29, 25",,,,,,108100,-2.74,-0.86712,315.99,312.52,313.25,-0.0086712,311.91,314.4375,315.99,108100
2025-09-26,"September 26, 25",,,,,,81937,0.5,0.15848,317.49,315,315.99,0.0015848,314.64,315.9925,315.49,81937
2025-09-25,"September 25, 25",,,,,,119900,-2.31,-0.73273,317.28,310.49,312.95,-0.0073273,311.61,313.995,315.26,119900
2025-09-24,"September 24, 25",,,,,,221427,-2.35,-0.74221,317.28,310.19,314.27,-0.0074221,312.93,314.59,316.62,221427
2025-09-23,"September 23, 25",,,,,,150800,-6.35,-1.96,324.35,316.76,317.3,-0.0196,315.94,320.515,323.65,150800
2025-09-22,"September 22, 25",,,,,,109300,3.39,1.07,321.5,316.1,321.03,0.0107,319.66,319.0675,317.64,109300
2025-09-19,"September 19, 25",,,,,,292510,-1.63,-0.50998,321.24,317.74,317.99,-0.0050998,316.63,319.1475,319.62,292510
2025-09-18,"September 18, 25",,,,,,100100,0.74,0.23206,323.29,318,319.62,0.0023206,318.25,319.9475,318.88,100100
2025-09-17,"September 17, 25",,,,,,203000,-1.65,-0.51239,328.53,319.48,320.37,-0.0051239,319,322.6,322.02,203000
2025-09-16,"September 16, 25",,,,,,115300,-1.49,-0.46242,323.98,320.44,320.73,-0.0046242,319.36,321.8425,322.22,115300
2025-09-15,"September 15, 25",,,,,,122829,-18,-5.3,341.71,321.81,321.81,-0.053,320.43,331.285,339.81,122829
2025-09-12,"September 12, 25",,,,,,66600,0.65,0.1923,340.7,336.42,338.66,0.001923,337.21,338.4475,338.01,66600
2025-09-11,"September 11, 25",,,,,,112741,8,2.42,338.26,328.64,337.92,0.0242,336.47,333.685,329.92,112741
2025-09-10,"September 10, 25",,,,,,132800,-0.56,-0.16941,332.57,328.19,330,-0.0016941,328.59,330.33,330.56,132800
2025-09-09,"September 09, 25",,,,,,88937,-3.96,-1.18,335.51,330.74,331.55,-0.0118,330.13,333.3275,335.51,88937
2025-09-08,"September 08, 25",,,,,,101204,0.29,0.0863198,337.24,333.85,336.25,0.000863198,334.82,335.825,335.96,101204
2025-09-05,"September 05, 25",,,,,,104300,-0.37,-0.1103,337.75,334.26,335.07,-0.001103,333.64,335.63,335.44,104300
2025-09-04,"September 04, 25",,,,,,149034,7.16,2.17,336.56,325.76,336.43,0.0217,335,332.005,329.27,149034
2025-09-03,"September 03, 25",,,,,,202713,-9.38,-2.78,337.55,323.76,328.17,-0.0278,326.77,331.7575,337.55,202713
2025-09-02,"September 02, 25",,,,,,165809,-17.05,-4.8,355.11,337.21,338.06,-0.048,336.62,346.3725,355.11,165809
2025-08-29,"August 29, 25",,,,,,114612,2.37,0.67328,357.75,350.89,354.38,0.0067328,352.87,353.7575,352.01,114612
2025-08-28,"August 28, 25",,,,,,94626,0.91,0.25967,352.12,348.71,351.36,0.0025967,349.86,350.66,350.45,94626
2025-08-27,"August 27, 25",,,,,,94000,0.96,0.27442,354.33,349.83,350.79,0.0027442,349.3,351.195,349.83,94000
2025-08-26,"August 26, 25",,,,,,261993,-12.81,-3.53,362.91,349.84,350.1,-0.0353,348.61,356.44,362.91,261993
2025-08-25,"August 25, 25",,,,,,104100,-2.88,-0.78646,366.2,362.94,363.32,-0.0078646,361.77,364.665,366.2,104100
2025-08-22,"August 22, 25",,,,,,101800,4.28,1.18,368.8,362.08,366.36,0.0118,364.8,364.83,362.08,101800
2025-08-21,"August 21, 25",,,,,,85742,-3.76,-1.03,365,359.4,359.82,-0.0103,358.29,361.95,363.58,85742
2025-08-20,"August 20, 25",,,,,,88914,0.19,0.0521849,367.14,363.17,364.28,0.000521849,362.73,364.67,364.09,88914
2025-08-19,"August 19, 25",,,,,,119612,4.37,1.22,363.32,357.98,362.97,0.0122,361.42,360.7175,358.6,119612
2025-08-18,"August 18, 25",,,,,,86746,-6.26,-1.71,366.85,359.72,359.74,-0.0171,358.21,363.0775,366,86746
2025-08-15,"August 15, 25",,,,,,201937,-4.93,-1.33,371.45,364.35,366.52,-0.0133,364.96,368.4425,371.45,201937
2025-08-14,"August 14, 25",,,,,,102327,-1.25,-0.33846,369.47,364.77,368.07,-0.0033846,366.5,367.9075,369.32,102327
2025-08-13,"August 13, 25",,,,,,162601,5.87,1.62,369.79,361.4,368.96,0.0162,367.39,365.81,363.09,162601
2025-08-12,"August 12, 25",,,,,,139038,2.07,0.57406,364.04,360.19,362.66,0.0057406,361.12,361.87,360.59,139038
2025-08-11,"August 11, 25",,,,,,216400,1.67,0.46495,368.5,358.09,360.85,0.0046495,359.31,361.655,359.18,216400
2025-08-08,"August 08, 25",,,,,,204425,-2,-0.55661,380.67,352.82,357.32,-0.0055661,355.8,362.5325,359.32,204425
2025-08-07,"August 07, 25",,,,,,101561,-8.05,-2.23,360.65,352.03,352.6,-0.0223,351.1,356.4825,360.65,101561
2025-08-06,"August 06, 25",,,,,,130514,2.06,0.57732,360.43,346,358.88,0.0057732,357.35,355.5325,356.82,130514
2025-08-05,"August 05, 25",,,,,,92449,0.51,0.14313,361.72,354.02,356.82,0.0014313,355.3,357.2175,356.31,92449
2025-08-04,"August 04, 25",,,,,,103446,3.6,1.02,356.71,352.34,356.21,0.0102,354.69,354.4675,352.61,103446
2025-08-01,"August 01, 25",,,,,,128020,-5.78,-1.62,356.53,346.95,350.75,-0.0162,349.26,352.69,356.53,128020
2025-07-31,"July 31, 25",,,,,,339400,5.2,1.48,357.12,351.04,356.24,0.0148,354.72,353.86,351.04,339400
2025-07-30,"July 30, 25",,,,,,124926,-3.21,-0.90032,356.54,349.35,353.33,-0.0090032,351.82,353.94,356.54,124926
2025-07-29,"July 29, 25",,,,,,79229,0.52,0.14643,355.91,351.59,355.63,0.0014643,354.12,354.56,355.11,79229
2025-07-28,"July 28, 25",,,,,,119700,-0.7,-0.19757,357.22,353.55,353.6,-0.0019757,352.09,354.6675,354.3,119700
2025-07-25,"July 25, 25",,,,,,151900,-12.59,-3.42,372.88,354.73,355.7,-0.0342,354.18,362.9,368.29,151900
2025-07-24,"July 24, 25",,,,,,238726,1.94,0.53151,367.5,360.28,366.94,0.0053151,365.38,364.93,365,238726
2025-07-23,"July 23, 25",,,,,,187400,0.37,0.10137,367.65,360.89,365.37,0.0010137,363.81,364.7275,365,187400
2025-07-22,"July 22, 25",,,,,,153200,9.49,2.68,365.21,354.61,364.1,0.0268,362.55,359.6325,354.61,153200
2025-07-21,"July 21, 25",,,,,,183216,-0.05,-0.01419164,360.35,351.42,352.27,-0.0001419164,350.77,354.09,352.32,183216
2025-07-18,"July 18, 25",,,,,,220400,-3.34,-0.93647,358.55,350,353.32,-0.0093647,351.81,354.6325,356.66,220400
2025-07-17,"July 17, 25",,,,,,100100,7.47,2.15,354.91,346.7,354.17,0.0215,352.66,350.62,346.7,100100
2025-07-16,"July 16, 25",,,,,,94112,3.14,0.90983,348.59,341.76,348.26,0.0090983,346.78,345.9325,345.12,94112
2025-07-15,"July 15, 25",,,,,,119700,-4.41,-1.27,346.87,341.81,341.9,-0.0127,340.44,344.2225,346.31,119700
2025-07-14,"July 14, 25",,,,,,90411,2.7,0.7845,349.7,343.02,346.87,0.007845,345.39,345.94,344.17,90411
2025-07-11,"July 11, 25",,,,,,109018,-6.89,-1.96,351.61,344.08,344.11,-0.0196,342.64,347.7,351,109018
2025-07-10,"July 10, 25",,,,,,121800,6.92,2.01,355.18,341.35,351.4,0.0201,349.9,348.1025,344.48,121800
2025-07-09,"July 09, 25",,,,,,121507,1.56,0.45492,345.32,340.09,344.48,0.0045492,343.01,343.2025,342.92,121507
2025-07-08,"July 08, 25",1.365,1.365,2025-07-08,2025-07-22,2025-04-22,177846,2.7,0.79832,344.96,337.68,340.91,0.0079832,339.46,340.44,338.21,177846
2025-07-07,"July 07, 25",,,,,,123600,-2.78,-0.80793,345.05,339.52,341.31,-0.0080793,338.5,342.4925,344.09,123600
2025-07-03,"July 03, 25",,,,,,66900,2.46,0.71412,348.09,344.48,346.94,0.0071412,344.08,345.9975,344.48,66900
2025-07-02,"July 02, 25",,,,,,251300,-8.96,-2.55,352.05,332.34,343.09,-0.0255,340.27,344.8825,352.05,251300
2025-07-01,"July 01, 25",,,,,,157900,5.08,1.46,354.15,344.89,352.05,0.0146,349.15,349.515,346.97,157900
2025-06-30,"June 30, 25",,,,,,139120,6.76,1.99,348.22,338.76,346.79,0.0199,343.94,343.45,340.03,139120
2025-06-27,"June 27, 25",,,,,,151749,0.19,0.05583965,341.56,333.33,340.45,0.0005583965,337.65,338.9,340.26,151749
2025-06-26,"June 26, 25",,,,,,191218,-0.57,-0.16701,343.77,336.15,340.73,-0.0016701,337.93,340.4875,341.3,191218
2025-06-25,"June 25, 25",,,,,,164035,-11.71,-3.32,353.11,340.79,341.3,-0.0332,338.49,347.0525,353.01,164035
2025-06-24,"June 24, 25",,,,,,128144,-4.68,-1.31,358.31,350.54,353.63,-0.0131,350.72,355.1975,358.31,128144
2025-06-23,"June 23, 25",,,,,,136700,4.27,1.21,357.11,348.9,356.87,0.0121,353.93,353.87,352.6,136700
2025-06-20,"June 20, 25",,,,,,462615,1.54,0.43937,356.85,348.17,352.04,0.0043937,349.14,351.89,350.5,462615
2025-06-18,"June 18, 25",,,,,,149300,-2.73,-0.77711,353.7,348.35,348.57,-0.0077711,345.7,350.48,351.3,149300
2025-06-17,"June 17, 25",,,,,,127733,-3.93,-1.11,356,349.43,351.45,-0.0111,348.56,353.065,355.38,127733
2025-06-16,"June 16, 25",,,,,,134027,-2.58,-0.71589,364.35,357.62,357.81,-0.0071589,354.87,360.0425,360.39,134027
2025-06-13,"June 13, 25",,,,,,86423,0.37,0.10382,359.7,353.15,356.76,0.0010382,353.82,356.5,356.39,86423
2025-06-12,"June 12, 25",,,,,,107500,2.76,0.77528,359.26,353.88,358.76,0.0077528,355.81,356.975,356,107500
2025-06-11,"June 11, 25",,,,,,86839,-2.75,-0.76495,361.21,355.05,356.75,-0.0076495,353.81,358.1275,359.5,86839
2025-06-10,"June 10, 25",,,,,,101719,-2.72,-0.74929,363.01,356.79,360.29,-0.0074929,357.32,360.775,363.01,101719
2025-06-09,"June 09, 25",,,,,,172100,-9.22,-2.49,370.91,354.07,361.69,-0.0249,358.71,364.395,370.91,172100
2025-06-06,"June 06, 25",,,,,,121744,0.23,0.06191784,377.17,371.41,371.69,0.0006191784,368.63,372.9325,371.46,121744
2025-06-05,"June 05, 25",,,,,,129658,8.27,2.3,367.64,358.74,367.32,0.023,364.3,363.1875,359.05,129658
2025-06-04,"June 04, 25",,,,,,125400,-2.21,-0.61053,363.46,355.4,359.77,-0.0061053,356.81,360.1525,361.98,125400
2025-06-03,"June 03, 25",,,,,,126620,4.91,1.37,362.61,355.14,362.18,0.0137,359.2,359.3,357.27,126620
2025-06-02,"June 02, 25",,,,,,84733,4.04,1.14,360.58,353.2,359.69,0.0114,356.73,357.28,355.65,84733
2025-05-30,"May 30, 25",,,,,,211200,1.9,0.53279,359.1,351.47,358.51,0.0053279,355.56,356.4225,356.61,211200
2025-05-29,"May 29, 25",,,,,,126500,7.75,2.23,356.23,347.82,356.04,0.0223,353.11,352.095,348.29,126500
2025-05-28,"May 28, 25",,,,,,145341,-3.3,-0.93814,355.1,347.97,348.46,-0.0093814,345.59,350.8225,351.76,145341
2025-05-27,"May 27, 25",,,,,,158300,0.68,0.19278,354,348.58,353.41,0.0019278,350.5,352.18,352.73,158300
2025-05-23,"May 23, 25",,,,,,125929,3.79,1.1,351.06,345.01,348.8,0.011,345.93,347.47,345.01,125929
2025-05-22,"May 22, 25",,,,,,119500,-5.34,-1.51,354.1,343.76,348.76,-0.0151,345.89,350.18,354.1,119500
2025-05-21,"May 21, 25",,,,,,152053,-13.36,-3.64,368.66,353,353.99,-0.0364,351.08,360.75,367.35,152053
2025-05-20,"May 20, 25",,,,,,86447,-1.33,-0.35922,370.77,367.52,368.92,-0.0035922,365.88,369.365,370.25,86447
2025-05-19,"May 19, 25",,,,,,72500,-0.77,-0.20617,374.09,370.91,372.71,-0.0020617,369.64,372.7975,373.48,72500
2025-05-16,"May 16, 25",,,,,,118300,4.23,1.14,374.21,366.47,373.94,0.0114,370.86,371.0825,369.71,118300
2025-05-15,"May 15, 25",,,,,,117132,9.16,2.55,368.97,358.9,368.06,0.0255,365.03,363.7075,358.9,117132
2025-05-14,"May 14, 25",,,,,,122200,0.14,0.0389549,361.99,354.46,359.53,0.000389549,356.57,358.8425,359.39,122200
2025-05-13,"May 13, 25",,,,,,115910,1.73,0.48371,364.81,357.65,359.38,0.0048371,356.42,359.8725,357.65,115910
2025-05-12,"May 12, 25",,,,,,126200,2.77,0.78094,357.47,345.64,357.47,0.0078094,354.53,353.82,354.7,126200
2025-05-09,"May 09, 25",,,,,,92046,-4.46,-1.25,358.06,352.62,353.2,-0.0125,350.29,355.385,357.66,92046
2025-05-08,"May 08, 25",,,,,,93912,-4.84,-1.33,364,357.7,358.89,-0.0133,355.94,361.08,363.73,93912
2025-05-07,"May 07, 25",,,,,,145800,1.26,0.34835,365.06,359.98,362.97,0.0034835,359.98,362.43,361.71,145800
2025-05-06,"May 06, 25",,,,,,129113,1.33,0.3697,362.61,358.31,361.08,0.003697,358.11,360.4375,359.75,129113
2025-05-05,"May 05, 25",,,,,,84751,0.25,0.06930391,363.75,357.27,360.98,0.0006930391,358.01,360.6825,360.73,84751
2025-05-02,"May 02, 25",,,,,,120238,10.54,2.98,365.65,353.77,364.31,0.0298,361.31,359.375,353.77,120238
2025-05-01,"May 01, 25",,,,,,195359,-8.47,-2.36,359.6,345.45,351.13,-0.0236,348.24,353.945,359.6,195359
2025-04-30,"April 30, 25",,,,,,318600,3.42,0.96284,362,347.38,358.62,0.0096284,355.67,355.8,355.2,318600
2025-04-29,"April 29, 25",,,,,,232100,6.43,1.84,358.53,345.79,355.82,0.0184,352.89,352.3825,349.39,232100
2025-04-28,"April 28, 25",,,,,,232746,-14.84,-4.1,362.17,344.49,347.33,-0.041,344.47,354.04,362.17,232746
2025-04-25,"April 25, 25",,,,,,326444,-18.42,-4.84,391.55,349.74,361.85,-0.0484,358.87,370.8525,380.27,326444
2025-04-24,"April 24, 25",,,,,,124737,-1.4,-0.34136,411.84,399.67,408.73,-0.0034136,405.37,407.5925,410.13,124737
2025-04-23,"April 23, 25",,,,,,131449,5.51,1.36,412.52,406.15,411.66,0.0136,408.27,409.12,406.15,131449
2025-04-22,"April 22, 25",,,,,,105613,-6.7,-1.63,412,400.05,405.3,-0.0163,401.96,407.3375,412,105613
2025-04-21,"April 21, 25",,,,,,106300,-12.83,-3.14,408,393.05,395.17,-0.0314,391.92,401.055,408,106300
2025-04-17,"April 17, 25",,,,,,176000,-5.94,-1.42,417.88,408.72,410.95,-0.0142,407.57,413.61,416.89,176000
2025-04-16,"April 16, 25",,,,,,120645,-8.03,-1.91,421,408.74,411.88,-0.0191,408.49,415.3825,419.91,120645
2025-04-15,"April 15, 25",,,,,,87800,-14.28,-3.29,434,418,419.72,-0.0329,416.27,426.43,434,87800
2025-04-14,"April 14, 25",,,,,,108628,-8.07,-1.87,432,419.55,423.93,-0.0187,420.44,426.87,432,108628
2025-04-11,"April 11, 25",,,,,,200147,4.38,1.06,424.78,413.2,419.23,0.0106,415.78,418.015,414.85,200147
2025-04-10,"April 10, 25",,,,,,184600,12.86,3.2,419.52,401.19,414.85,0.032,411.44,409.3875,401.99,184600
2025-04-09,"April 09, 25",,,,,,159653,25.9,6.89,404.27,371.32,402,0.0689,398.69,388.4225,376.1,159653
2025-04-08,"April 08, 25",,,,,,132818,-13.32,-3.38,400.59,378.16,380.51,-0.0338,377.38,388.2725,393.83,132818
2025-04-07,"April 07, 25",1.365,1.365,2025-04-07,2025-04-22,2025-02-20,152141,-9.24,-2.37,393.59,376.95,381.05,-0.0237,377.91,385.47,390.29,152141
2025-04-04,"April 04, 25",,,,,,277111,-21.07,-5.05,417.81,393.08,396.57,-0.0505,391.95,406.275,417.64,277111
2025-04-03,"April 03, 25",,,,,,162636,3.81,0.91203,423.73,409.21,421.56,0.0091203,416.65,418.0625,417.75,162636
2025-04-02,"April 02, 25",,,,,,156400,4.83,1.18,416.63,407.33,415.56,0.0118,410.72,412.5625,410.73,156400
2025-04-01,"April 01, 25",,,,,,137911,-6.18,-1.48,419.39,408.97,411,-0.0148,406.21,414.135,417.18,137911
2025-03-31,"March 31, 25",,,,,,155833,8.49,2.07,421.74,407.25,419.05,0.0207,414.17,414.65,410.56,155833
2025-03-28,"March 28, 25",,,,,,89000,-8.88,-2.12,421.89,410.49,410.66,-0.0212,405.88,415.645,419.54,89000
2025-03-27,"March 27, 25",,,,,,77032,-1.78,-0.42247,421.33,417.46,419.55,-0.0042247,414.66,419.9175,421.33,77032
2025-03-26,"March 26, 25",,,,,,105200,3.01,0.72276,422.64,415.36,419.47,0.0072276,414.58,418.4825,416.46,105200
2025-03-25,"March 25, 25",,,,,,126618,2.51,0.60888,425,409.77,414.74,0.0060888,409.91,415.435,412.23,126618
2025-03-24,"March 24, 25",,,,,,94900,-0.47,-0.11391,414.73,407.29,412.12,-0.0011391,407.32,411.6825,412.59,94900
2025-03-21,"March 21, 25",,,,,,280300,-0.18,-0.04388959,416.77,405.52,409.94,-0.0004388959,405.16,410.5875,410.12,280300
2025-03-20,"March 20, 25",,,,,,124839,-4.02,-0.9712,413.92,407.32,409.9,-0.009712,405.12,411.265,413.92,124839
2025-03-19,"March 19, 25",,,,,,117600,-2.63,-0.63085,420,404.66,414.27,-0.0063085,409.44,413.9575,416.9,117600
2025-03-18,"March 18, 25",,,,,,76000,-4.34,-1.03,423.67,416.99,418.04,-0.0103,413.17,420.27,422.38,76000
2025-03-17,"March 17, 25",,,,,,95900,5.2,1.24,428.09,418,425.25,0.0124,420.3,422.8475,420.05,95900
2025-03-14,"March 14, 25",,,,,,87949,0.18,0.04271983,426.75,417.49,421.53,0.0004271983,416.62,421.78,421.35,87949
2025-03-13,"March 13, 25",,,,,,98304,1.41,0.33824,420.21,412.65,418.27,0.0033824,413.4,416.9975,416.86,98304
2025-03-12,"March 12, 25",,,,,,139342,-23.49,-5.31,442.48,418.82,418.99,-0.0531,414.11,430.6925,442.48,139342
2025-03-11,"March 11, 25",,,,,,122100,-10.27,-2.26,453.82,438.69,443.55,-0.0226,438.38,447.47,453.82,122100
2025-03-10,"March 10, 25",,,,,,101104,12.42,2.83,456.93,436.54,450.61,0.0283,445.36,445.5675,438.19,101104
2025-03-07,"March 07, 25",,,,,,107027,-1.33,-0.29683,454.84,445.55,446.74,-0.0029683,441.54,448.8,448.07,107027
2025-03-06,"March 06, 25",,,,,,184200,9.02,2.05,451.78,438.4,449.84,0.0205,444.6,445.21,440.82,184200
