symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
RJF,2025-09-30,172.6,202000000,34865200000,11389000000,0,23476200000
RJF,2024-09-30,122.46,207100000,25361466000,10998000000,4027000000,18390466000
RJF,2023-09-30,100.43,211800000,21271074000,9313000000,3476000000,15434074000
RJF,2022-09-30,98.82,209900000,20742318000,6178000000,3795000000,18359318000
RJF,2021-09-30,92.28,205700000,18981996000,7201000000,3172000000,14952996000
RJF,2020-09-30,48.51,206400000,10012464000,5390000000,3528000000,8150464000
RJF,2019-09-30,54.97,211500000,11626155000,3957000000,2594000000,10263155000
RJF,2018-09-30,61.56,217906000,13414293360,3500000000,2635000000,12549293360
RJF,2017-09-30,56.22,214912000,12082352640,3669672000,3283793000,11696473640
RJF,2016-09-30,38.81,212660000,8253334600,1895816000,2482474000,8839992600
RJF,2015-09-30,33.09,213822000,7075369980,2808494000,2199131000,6466006980
RJF,2014-09-30,35.72,209902000,7497699440,2199063000,2134124000,7432760440
RJF,2013-09-30,27.78,206598000,5739292440,2596616000,1642455000,4785131440
RJF,2012-09-30,24.49,196209000,4805158410,1980020000,1758842000,4583980410
RJF,2011-09-30,17.31,183672000,3179362320,2439695000,976845000,1716512320
RJF,2010-09-30,16.89,179003000,3023360670,2943239000,3222774000,3302895670
RJF,2009-09-30,15.52,175782000,2728136640,2306085000,1531036000,1953087640
RJF,2008-09-30,21.99,174574000,3838882259,3207493000,2437516000,3068905259
RJF,2007-09-30,22.62,173412000,3922579440,681359000,782130000,4023350440
RJF,2006-09-30,19.49,168921000,3292270289,641691000,730404000,3380983289
RJF,2005-09-30,14.28,165326000,2360855280,881133000,459518000,1939240280
RJF,2004-09-30,10.72,165139000,1770290080,528823000,258674000,1500141080
RJF,2003-09-30,10.77,163853000,1764696810,734631000,238641000,1268706810
RJF,2002-09-30,8.02,164276000,1317493520,469499000,212959000,1060953520
RJF,2001-09-30,7.72,160683000,1240472760,458468000,227845000,1009849760
RJF,2000-09-30,9.76,156232000,1524824320,305467000,162210000,1381567320
RJF,1999-09-30,5.91,160670000,949559700,250900000,234900000,933559700
RJF,1998-09-30,6.22,162540000,1010998800,1243500000,75600000,-156901200
RJF,1997-09-30,7.11,159547000,1134379170,888900000,69500000,314979170
RJF,1996-09-30,3.19,159659000,509312210,735300000,82100000,-143887790
RJF,1995-09-30,2.86,157229000,449674940,420400000,30500000,59774940
RJF,1994-09-30,2.04,161302000,329056080,199400000,46200000,175856080
RJF,1993-09-30,2.46,164575000,404854500,153600000,29700000,280954500
RJF,1992-09-30,1.5,164567000,246850500,204600000,16500000,58750500
RJF,1991-09-30,1.53,160754000,245953620,289900000,28500000,-15446380
RJF,1990-09-30,0.61456,147201000,90463846,274600000,17700000,-166436154
RJF,1989-09-30,0.71699,144166000,103365580,251200000,14900000,-132934420
RJF,1988-09-30,0.37557,142645000,53573182,0,0,53573182
RJF,1987-09-30,0.66334,140729000,93351174,0,0,93351174
RJF,1986-09-30,0.47799,122965000,58776040,0,0,58776040
RJF,1985-09-30,0.38044,119303000,45387633,0,0,45387633
