date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,declarationDate,adjDividend,paymentDate
2025-11-21,249,251.65,246.85,251.41,250.74,1710248,1710248,2.41,0.96787,249.7275,"November 21, 25",0.0096787,,,,,
2025-11-20,245.74,250.43,245.69,247.3,246.64,1571211,1571211,1.56,0.63482,247.29,"November 20, 25",0.0063482,,,,,
2025-11-19,258.5,259.61,247.64,248.72,248.06,2191200,2191200,-9.78,-3.78,253.6175,"November 19, 25",-0.0378,,,,,
2025-11-18,259.54,261.56,256,258.64,257.95,1814939,1814939,-0.9,-0.34677,258.935,"November 18, 25",-0.0034677,,,,,
2025-11-17,259.41,261.63,257.9,259.31,258.62,2174932,2174932,-0.1,-0.03854902,259.5625,"November 17, 25",-0.0003854902,,,,,
2025-11-14,258.22,262.59,254.57,258.51,257.83,1828638,1828638,0.29,0.11231,258.4725,"November 14, 25",0.0011231,,,,,
2025-11-13,255.29,259.45,254.46,256.71,256.03,2174300,2174300,1.42,0.55623,256.4775,"November 13, 25",0.0055623,,,,,
2025-11-12,254.4,256.53,253.17,255.86,255.18,1256800,1256800,1.46,0.5739,254.99,"November 12, 25",0.005739,,,,,
2025-11-11,251.3,255.15,250.49,255,254.32,1338500,1338500,3.7,1.47,252.985,"November 11, 25",0.0147,,,,,
2025-11-10,248.88,251.74,247.03,251.06,250.4,1463144,1463144,2.18,0.87592,249.6775,"November 10, 25",0.0087592,,,,,
2025-11-07,245.67,250.89,244.66,250.01,249.35,1746620,1746620,4.34,1.77,247.8075,"November 07, 25",0.0177,,,,,
2025-11-06,246.9,249.95,244.28,245.24,244.59,1456700,1456700,-1.66,-0.67234,246.5925,"November 06, 25",-0.0067234,,,,,
2025-11-05,250.89,253,248.04,248.05,247.39,1673103,1673103,-2.84,-1.13,249.995,"November 05, 25",-0.0113,,,,,
2025-11-04,244.5,252.11,242.7,251.7,251.03,2473800,2473800,7.2,2.94,247.7525,"November 04, 25",0.0294,,,,,
2025-11-03,249.49,249.49,239.47,242.98,242.34,2586721,2586721,-6.51,-2.61,245.3575,"November 03, 25",-0.0261,,,,,
2025-10-31,242.75,254.43,242.75,249.49,248.83,5066743,5066743,6.74,2.78,247.355,"October 31, 25",0.0278,,,,,
2025-10-30,264.5,265.83,261.29,262.03,261.34,2712700,2712700,-2.47,-0.93384,263.4125,"October 30, 25",-0.0093384,,,,,
2025-10-29,265.62,268.85,261.04,262.02,261.33,3165319,3165319,-3.6,-1.36,264.3825,"October 29, 25",-0.0136,,,,,
2025-10-28,277.24,279,266.71,267.5,266.79,2838830,2838830,-9.74,-3.51,272.6125,"October 28, 25",-0.0351,,,,,
2025-10-27,280.56,281.66,278.1,279,278.26,930396,930396,-1.56,-0.55603,279.83,"October 27, 25",-0.0055603,,,,,
2025-10-24,282.5,284.17,280.29,280.73,279.99,1437242,1437242,-1.77,-0.62655,281.9225,"October 24, 25",-0.0062655,,,,,
2025-10-23,283.03,284.33,280.41,282.49,281.74,1086919,1086919,-0.54,-0.19079,282.565,"October 23, 25",-0.0019079,,,,,
2025-10-22,279.52,284.06,277.92,283.04,282.29,1405959,1405959,3.52,1.26,281.135,"October 22, 25",0.0126,,,,,
2025-10-21,278.8,280.6,277.22,279.01,278.27,1424100,1424100,0.21,0.07532281,278.9075,"October 21, 25",0.0007532281,,,,,
2025-10-20,280.22,280.82,275.73,279.26,278.52,1171205,1171205,-0.96,-0.34259,279.0075,"October 20, 25",-0.0034259,,,,,
2025-10-17,280.62,284.3,277.95,280.47,279.73,1415300,1415300,-0.15,-0.05345307,280.835,"October 17, 25",-0.0005345307,,,,,
2025-10-16,287.27,288.33,276.5,280.17,279.43,2379717,2379717,-7.1,-2.47,283.0675,"October 16, 25",-0.0247,,,,,
2025-10-15,301.73,304.57,295.36,296.16,295.38,2451600,2451600,-5.57,-1.85,299.455,"October 15, 25",-0.0185,,,,,
2025-10-14,298.45,303.98,296.87,303.73,302.93,1234641,1234641,5.28,1.77,300.7575,"October 14, 25",0.0177,,,,,
2025-10-13,299.05,301.71,295.78,298,297.21,1176167,1176167,-1.05,-0.35111,298.635,"October 13, 25",-0.0035111,,,,,
2025-10-10,304.3,305.74,300.66,301.74,300.94,1184600,1184600,-2.56,-0.84128,303.11,"October 10, 25",-0.0084128,,,,,
2025-10-09,307.11,307.11,301.29,302.25,301.45,761610,761610,-4.86,-1.58,304.44,"October 09, 25",-0.0158,,,,,
2025-10-08,310.35,310.35,306.84,306.94,306.13,636938,636938,-3.41,-1.1,308.62,"October 08, 25",-0.011,,,,,
2025-10-07,310.39,313.09,308.18,309.81,308.99,863800,863800,-0.58,-0.18686,310.3675,"October 07, 25",-0.0018686,,,,,
2025-10-06,310.5,311.67,307.68,309.15,308.33,1053640,1053640,-1.35,-0.43478,309.75,"October 06, 25",-0.0043478,,,,,
2025-10-03,307.78,313.55,307.58,310.48,309.66,767240,767240,2.7,0.87725,309.8475,"October 03, 25",0.0087725,,,,,
2025-10-02,303.07,308.72,302,308.67,307.85,1004339,1004339,5.6,1.85,305.615,"October 02, 25",0.0185,,,,,
2025-10-01,307.87,309.5,303.35,305.84,305.03,1864306,1864306,-2.03,-0.65937,306.64,"October 01, 25",-0.0065937,,,,,
2025-09-30,305,310.49,304.46,309.74,308.92,1671300,1671300,4.74,1.55,307.4225,"September 30, 25",0.0155,,,,,
2025-09-29,303.15,305.86,301.1,305.71,304.9,1355603,1355603,2.56,0.84447,303.955,"September 29, 25",0.0084447,,,,,
2025-09-26,304.92,308.8,303.18,304.15,303.34,877100,877100,-0.77,-0.25253,305.2625,"September 26, 25",-0.0025253,,,,,
2025-09-25,305.06,306.89,300.82,303.08,302.28,1366900,1366900,-1.98,-0.64905,303.9625,"September 25, 25",-0.0064905,,,,,
2025-09-24,302.48,305.69,300.84,304.55,303.74,1125500,1125500,2.07,0.68434,303.39,"September 24, 25",0.0068434,,,,,
2025-09-23,299.85,304.53,299.01,304.36,303.55,1602058,1602058,4.51,1.5,301.9375,"September 23, 25",0.015,,,,,
2025-09-22,299.11,300.52,296.49,300.06,299.26,1446940,1446940,0.95,0.31761,299.045,"September 22, 25",0.0031761,,,,,
2025-09-19,300.4,301.2,296.44,299.65,298.86,2605300,2605300,-0.75,-0.24967,299.4225,"September 19, 25",-0.0024967,,,,,
2025-09-18,293,297.02,291.31,296.74,295.95,1405728,1405728,3.74,1.28,294.5175,"September 18, 25",0.0128,,,,,
2025-09-17,293.05,295.21,291.99,292.66,291.88,1248129,1248129,-0.39,-0.13308,293.2275,"September 17, 25",-0.0013308,,,,,
2025-09-16,287.81,292.75,285.8,291.46,290.69,1175792,1175792,3.65,1.27,289.455,"September 16, 25",0.0127,,,,,
2025-09-15,297.16,298.16,288.2,289.4,288.63,1170000,1170000,-7.76,-2.61,293.23,"September 15, 25",-0.0261,,,,,
2025-09-12,299.01,300.81,297.22,297.28,296.49,1302100,1302100,-1.73,-0.57858,298.58,"September 12, 25",-0.0057858,,,,,
2025-09-11,293.6,301.02,292.58,300.61,299.81,1335113,1335113,7.01,2.39,296.9525,"September 11, 25",0.0239,,,,,
2025-09-10,297.34,298.32,292.83,293.18,292.4,1854736,1854736,-4.16,-1.4,295.4175,"September 10, 25",-0.014,,,,,
2025-09-09,298.24,300.44,297.23,298.5,297.71,1119301,1119301,0.26,0.08717811,298.6025,"September 09, 25",0.0008717811,,,,,
2025-09-08,298.31,300,295.14,299.12,298.33,1153122,1153122,0.81,0.27153,298.1425,"September 08, 25",0.0027153,,,,,
2025-09-05,299.24,300.87,296.43,299.18,298.39,1217200,1217200,-0.06,-0.0200508,298.93,"September 05, 25",-0.000200508,0.65,2025-09-05,2025-07-30,0.65,2025-09-19
2025-09-04,304.96,305.48,300.08,300.22,298.78,1282400,1282400,-4.74,-1.55,302.685,"September 04, 25",-0.0155,,,,,
2025-09-03,304,305.95,301.67,303.7,302.24,1842643,1842643,-0.3,-0.09868421,303.83,"September 03, 25",-0.0009868421,,,,,
2025-09-02,303.17,303.25,299.14,302.57,301.12,1673483,1673483,-0.6,-0.19791,302.0325,"September 02, 25",-0.0019791,,,,,
2025-08-29,299.68,303.17,298.64,302.75,301.3,1472424,1472424,3.07,1.02,301.06,"August 29, 25",0.0102,,,,,
2025-08-28,297.88,299.93,296.62,299.62,298.18,769117,769117,1.74,0.58413,298.5125,"August 28, 25",0.0058413,,,,,
2025-08-27,299.88,302.4,298.67,298.72,297.29,1513535,1513535,-1.16,-0.38682,299.9175,"August 27, 25",-0.0038682,,,,,
2025-08-26,298.06,300.27,295.74,300.2,298.76,2312415,2312415,2.14,0.71798,298.5675,"August 26, 25",0.0071798,,,,,
2025-08-25,302,303.09,298.62,298.62,297.19,1020600,1020600,-3.38,-1.12,300.5825,"August 25, 25",-0.0112,,,,,
2025-08-22,306.68,307.38,302.46,303.17,301.71,1165433,1165433,-3.51,-1.14,304.9225,"August 22, 25",-0.0114,,,,,
2025-08-21,302.78,306.39,301.26,305.38,303.91,1154636,1154636,2.6,0.85871,303.9525,"August 21, 25",0.0085871,,,,,
2025-08-20,302.09,305.13,300.64,302.64,301.19,1568500,1568500,0.55,0.18206,302.625,"August 20, 25",0.0018206,,,,,
2025-08-19,295.44,301.05,294.73,300.98,299.54,1132003,1132003,5.54,1.88,298.05,"August 19, 25",0.0188,,,,,
2025-08-18,292.02,296.53,291.08,294.51,293.1,1376345,1376345,2.49,0.85268,293.535,"August 18, 25",0.0085268,,,,,
2025-08-15,293.7,294.72,292.43,292.72,291.31,1238000,1238000,-0.98,-0.33367,293.3925,"August 15, 25",-0.0033367,,,,,
2025-08-14,295.5,295.5,289.93,293.41,292,1280200,1280200,-2.09,-0.70728,293.585,"August 14, 25",-0.0070728,,,,,
2025-08-13,291.34,295.44,290.92,295.1,293.68,1337800,1337800,3.76,1.29,293.2,"August 13, 25",0.0129,,,,,
2025-08-12,289.1,291.21,286.82,290.65,289.25,1275915,1275915,1.55,0.53615,289.445,"August 12, 25",0.0053615,,,,,
2025-08-11,290,291.69,286.17,288.92,287.53,1536900,1536900,-1.08,-0.37241,289.195,"August 11, 25",-0.0037241,,,,,
2025-08-08,290.95,293.97,288.42,289.44,288.05,1726231,1726231,-1.51,-0.51899,290.695,"August 08, 25",-0.0051899,,,,,
2025-08-07,286.54,290.07,285.08,289.99,288.6,3116000,3116000,3.45,1.2,287.92,"August 07, 25",0.012,,,,,
2025-08-06,286.42,288,284.14,286.26,284.89,1136219,1136219,-0.16,-0.05586202,286.205,"August 06, 25",-0.0005586202,,,,,
2025-08-05,284.31,288.02,282.53,285.78,284.41,1681717,1681717,1.47,0.51704,285.16,"August 05, 25",0.0051704,,,,,
2025-08-04,284.49,286.87,282.23,284.61,283.24,1776100,1776100,0.12,0.04218074,284.55,"August 04, 25",0.0004218074,,,,,
2025-08-01,285,286,277.53,284.17,282.81,2787800,2787800,-0.83,-0.29123,283.175,"August 01, 25",-0.0029123,,,,,
2025-07-31,282.02,290.93,281.83,287.25,285.87,2554727,2554727,5.24,1.85,285.5075,"July 31, 25",0.0185,,,,,
2025-07-30,291.15,291.15,284.94,285.84,284.47,2920400,2920400,-5.31,-1.82,288.27,"July 30, 25",-0.0182,,,,,
2025-07-29,307.9,309.05,287.61,288.35,286.97,4081300,4081300,-19.55,-6.35,298.2275,"July 29, 25",-0.0635,,,,,
2025-07-28,315,315,308.29,309.12,307.64,1237247,1237247,-5.88,-1.87,311.8525,"July 28, 25",-0.0187,,,,,
2025-07-25,310.1,315.48,310.1,315.14,313.63,897400,897400,5.04,1.63,312.705,"July 25, 25",0.0163,,,,,
2025-07-24,309.53,311.83,309,309.06,307.58,738200,738200,-0.47,-0.15184,309.855,"July 24, 25",-0.0015184,,,,,
2025-07-23,313.64,313.64,308.74,310.79,309.3,659400,659400,-2.85,-0.90869,311.7025,"July 23, 25",-0.0090869,,,,,
2025-07-22,308.8,313.03,308.32,312.41,310.91,1107920,1107920,3.61,1.17,310.64,"July 22, 25",0.0117,,,,,
2025-07-21,312.67,313.13,307.91,308.24,306.76,772700,772700,-4.43,-1.42,310.4875,"July 21, 25",-0.0142,,,,,
2025-07-18,314.25,316.71,312.14,313.14,311.64,691300,691300,-1.11,-0.35322,314.06,"July 18, 25",-0.0035322,,,,,
2025-07-17,309.16,314.63,309.14,313.91,312.4,1288100,1288100,4.75,1.54,311.71,"July 17, 25",0.0154,,,,,
2025-07-16,309.98,311.4,305.39,309.92,308.43,1567900,1567900,-0.06,-0.01935609,309.1725,"July 16, 25",-0.0001935609,,,,,
2025-07-15,314.61,315.57,307.87,308.06,306.58,1011050,1011050,-6.55,-2.08,311.5275,"July 15, 25",-0.0208,,,,,
2025-07-14,311.17,315.45,311.17,315.4,313.89,1425500,1425500,4.23,1.36,313.2975,"July 14, 25",0.0136,,,,,
2025-07-11,312.91,315.28,310.26,311.54,310.04,715217,715217,-1.37,-0.43783,312.4975,"July 11, 25",-0.0043783,,,,,
2025-07-10,313.99,315.76,312.19,313.58,312.07,948819,948819,-0.41,-0.13058,313.88,"July 10, 25",-0.0013058,,,,,
2025-07-09,313.26,316.89,311.05,315.25,313.74,1401443,1401443,1.99,0.63526,314.1125,"July 09, 25",0.0063526,,,,,
2025-07-08,313.06,316.2,312.28,313.76,312.25,1110100,1110100,0.7,0.2236,313.825,"July 08, 25",0.002236,,,,,
2025-07-07,316.93,318.34,313.9,316.07,314.55,1232254,1232254,-0.86,-0.27135,316.31,"July 07, 25",-0.0027135,,,,,
2025-07-03,316,319.25,315.23,318.1,316.57,639946,639946,2.1,0.66456,317.145,"July 03, 25",0.0066456,,,,,
2025-07-02,317.55,320,309.39,315.74,314.22,1450848,1450848,-1.81,-0.56999,315.67,"July 02, 25",-0.0056999,,,,,
2025-07-01,320.12,323.25,316.22,319.49,317.96,1567400,1567400,-0.63,-0.1968,319.77,"July 01, 25",-0.001968,,,,,
2025-06-30,315.62,321.07,314.5,320.12,318.58,1620100,1620100,4.5,1.43,317.8275,"June 30, 25",0.0143,,,,,
2025-06-27,318.26,320.57,315,317.73,316.2,5447000,5447000,-0.53,-0.16653,317.89,"June 27, 25",-0.0016653,,,,,
2025-06-26,318,319.79,315.39,318.39,316.86,1397300,1397300,0.39,0.12264,317.8925,"June 26, 25",0.0012264,,,,,
2025-06-25,325,325.5,316.83,317.43,315.91,1507302,1507302,-7.57,-2.33,321.19,"June 25, 25",-0.0233,,,,,
2025-06-24,325.16,327.34,318.65,325.98,324.42,1037400,1037400,0.82,0.25218,324.2825,"June 24, 25",0.0025218,,,,,
2025-06-23,320.75,324.53,319.84,324.12,322.56,1311700,1311700,3.37,1.05,322.31,"June 23, 25",0.0105,,,,,
2025-06-20,318.62,322.92,318.18,320.16,318.62,2537151,2537151,1.54,0.48333,319.97,"June 20, 25",0.0048333,,,,,
2025-06-18,316.3,319.41,314.71,317.13,315.61,1048906,1048906,0.83,0.26241,316.8875,"June 18, 25",0.0026241,,,,,
2025-06-17,314.37,318.16,313.23,316.13,314.61,958454,958454,1.76,0.55985,315.4725,"June 17, 25",0.0055985,,,,,
2025-06-16,317.58,319.3,315.6,316.33,314.81,1294206,1294206,-1.25,-0.3936,317.2025,"June 16, 25",-0.003936,,,,,
2025-06-13,318.89,320.74,316.17,316.64,315.12,1039024,1039024,-2.25,-0.70557,318.11,"June 13, 25",-0.0070557,,,,,
2025-06-12,313.26,320.71,312.38,320.15,318.61,1416706,1416706,6.89,2.2,316.625,"June 12, 25",0.022,,,,,
2025-06-11,312.32,315.4,308.98,312.94,311.44,1428720,1428720,0.62,0.19851,312.41,"June 11, 25",0.0019851,,,,,
2025-06-10,319.15,321.24,312.3,314.4,312.89,1473184,1473184,-4.75,-1.49,316.7725,"June 10, 25",-0.0149,,,,,
2025-06-09,326.53,327.83,312.18,317.83,316.3,1616449,1616449,-8.7,-2.66,321.0925,"June 09, 25",-0.0266,,,,,
2025-06-06,328.46,330.78,327.27,328.76,327.18,735210,735210,0.3,0.09133532,328.8175,"June 06, 25",0.0009133532,0.65,2025-06-06,2025-04-30,0.65,2025-06-20
2025-06-05,336.34,337.33,325.06,328.1,325.88,1851455,1851455,-8.24,-2.45,331.7075,"June 05, 25",-0.0245,,,,,
2025-06-04,345.39,346.01,336.29,336.34,334.06,1300214,1300214,-9.05,-2.62,341.0075,"June 04, 25",-0.0262,,,,,
2025-06-03,349.65,351.23,341.76,345.25,342.91,1035800,1035800,-4.4,-1.26,346.9725,"June 03, 25",-0.0126,,,,,
2025-06-02,343.42,348.9,342.15,348.77,346.41,986107,986107,5.35,1.56,345.81,"June 02, 25",0.0156,,,,,
2025-05-30,341.72,348.3,341,347.44,345.09,2545229,2545229,5.72,1.67,344.615,"May 30, 25",0.0167,,,,,
2025-05-29,338.75,342.05,337.59,341.9,339.59,628805,628805,3.15,0.92989,340.0725,"May 29, 25",0.0092989,,,,,
2025-05-28,341.54,344.04,339.17,339.8,337.5,1136798,1136798,-1.74,-0.50946,341.1375,"May 28, 25",-0.0050946,,,,,
2025-05-27,339.77,343.03,337.2,342.75,340.43,976453,976453,2.98,0.87706,340.6875,"May 27, 25",0.0087706,,,,,
2025-05-23,336.27,339.41,333.47,338.04,335.75,859459,859459,1.77,0.52636,336.7975,"May 23, 25",0.0052636,,,,,
2025-05-22,337.37,339.08,333.65,335.48,333.21,771700,771700,-1.89,-0.56022,336.395,"May 22, 25",-0.0056022,,,,,
2025-05-21,340.04,341.89,336.25,337.53,335.24,867100,867100,-2.51,-0.73815,338.9275,"May 21, 25",-0.0073815,,,,,
2025-05-20,342.97,344.25,339.65,340.33,338.03,908815,908815,-2.64,-0.76975,341.8,"May 20, 25",-0.0076975,,,,,
2025-05-19,343.18,344.64,341.67,343.82,341.49,611029,611029,0.64,0.18649,343.3275,"May 19, 25",0.0018649,,,,,
2025-05-16,339.01,342.85,337.88,342.24,339.92,973200,973200,3.23,0.95277,340.495,"May 16, 25",0.0095277,,,,,
2025-05-15,330.76,338.45,330.2,338.28,335.99,1013229,1013229,7.52,2.27,334.4225,"May 15, 25",0.0227,,,,,
2025-05-14,334.58,334.58,326.06,329.64,327.41,898500,898500,-4.94,-1.48,331.215,"May 14, 25",-0.0148,,,,,
2025-05-13,333.9,335.39,330.89,332.7,330.45,1004025,1004025,-1.2,-0.35939,333.22,"May 13, 25",-0.0035939,,,,,
2025-05-12,337.43,339.18,325.53,331.28,329.04,1672355,1672355,-6.15,-1.82,333.355,"May 12, 25",-0.0182,,,,,
2025-05-09,338.12,339.12,336.08,338.18,335.89,576359,576359,0.06,0.01774518,337.875,"May 09, 25",0.0001774518,,,,,
2025-05-08,340.8,343.62,338.44,338.47,336.18,1037200,1037200,-2.33,-0.68369,340.3325,"May 08, 25",-0.0068369,,,,,
2025-05-07,338.2,341.32,336.9,339.55,337.25,1279600,1279600,1.35,0.39917,338.9925,"May 07, 25",0.0039917,,,,,
2025-05-06,333.85,339.23,332.63,338.27,335.98,1402700,1402700,4.42,1.32,335.995,"May 06, 25",0.0132,,,,,
2025-05-05,330.9,336.93,326.39,334.86,332.59,1402856,1402856,3.96,1.2,332.27,"May 05, 25",0.012,,,,,
2025-05-02,330.41,332.44,316.87,331.08,328.84,1818553,1818553,0.675,0.20278,327.7,"May 02, 25",0.0020278,,,,,
2025-05-01,317.59,319.63,313.41,317.64,315.49,1995900,1995900,0.05,0.01574357,317.0675,"May 01, 25",0.0001574357,,,,,
2025-04-30,317.14,321.16,312.17,320.69,318.52,3032447,3032447,3.55,1.12,317.79,"April 30, 25",0.0112,,,,,
2025-04-29,321.39,321.39,315.07,317.14,314.99,2753728,2753728,-4.25,-1.32,318.7475,"April 29, 25",-0.0132,,,,,
2025-04-28,323.83,326.07,322.19,323.81,321.62,1536737,1536737,-0.02,-0.00617608,323.975,"April 28, 25",-6.17608e-05,,,,,
2025-04-25,327.34,327.34,313.58,322.3,320.12,2164300,2164300,-5.04,-1.54,322.64,"April 25, 25",-0.0154,,,,,
2025-04-24,329.27,332.71,326.33,331.52,329.28,961313,961313,2.25,0.68333,329.9575,"April 24, 25",0.0068333,,,,,
2025-04-23,331.14,336.69,329.75,331.79,329.54,953658,953658,0.65,0.19629,332.3425,"April 23, 25",0.0019629,,,,,
2025-04-22,324.96,332,322.62,330.75,328.51,1041508,1041508,5.79,1.78,327.5825,"April 22, 25",0.0178,,,,,
2025-04-21,328.42,329.04,315.71,319.4,317.24,837110,837110,-9.02,-2.75,323.1425,"April 21, 25",-0.0275,,,,,
2025-04-17,332.36,333.26,326.58,329.22,326.99,1195137,1195137,-3.14,-0.94476,330.355,"April 17, 25",-0.0094476,,,,,
2025-04-16,337.77,339,330.14,332.66,330.41,879300,879300,-5.11,-1.51,334.8925,"April 16, 25",-0.0151,,,,,
2025-04-15,344.01,344.66,334.74,335.56,333.29,1313800,1313800,-8.45,-2.46,339.7425,"April 15, 25",-0.0246,,,,,
2025-04-14,337.37,345.62,336.26,342.92,340.6,1236906,1236906,5.55,1.65,340.5425,"April 14, 25",0.0165,,,,,
2025-04-11,326.1,335.28,321.43,334.02,331.76,1179778,1179778,7.92,2.43,329.2075,"April 11, 25",0.0243,,,,,
2025-04-10,321.39,330.96,318.79,325.72,323.51,1570200,1570200,4.33,1.35,324.215,"April 10, 25",0.0135,,,,,
2025-04-09,309.21,324.88,304.85,323.82,321.63,2285103,2285103,14.61,4.72,315.69,"April 09, 25",0.0472,,,,,
2025-04-08,319.82,324.55,306.36,311.53,309.42,1812305,1812305,-8.29,-2.59,315.565,"April 08, 25",-0.0259,,,,,
2025-04-07,310.81,318.9,301.21,310.86,308.76,3404160,3404160,0.05,0.016087,310.445,"April 07, 25",0.00016087,,,,,
2025-04-04,341.59,344.88,316.63,319.25,317.09,2901935,2901935,-22.34,-6.54,330.5875,"April 04, 25",-0.0654,,,,,
2025-04-03,342.92,350.7,340.85,344.4,342.07,1322262,1322262,1.48,0.43159,344.7175,"April 03, 25",0.0043159,,,,,
2025-04-02,340.43,345,339.02,344.07,341.74,1271900,1271900,3.64,1.07,342.13,"April 02, 25",0.0107,,,,,
2025-04-01,345.07,345.34,341.03,343.86,341.53,903800,903800,-1.21,-0.35065,343.825,"April 01, 25",-0.0035065,,,,,
2025-03-31,342.81,346.95,341,345.24,342.9,1770766,1770766,2.43,0.70885,344,"March 31, 25",0.0070885,,,,,
2025-03-28,340.65,343.58,339.52,340.76,338.45,1362710,1362710,0.11,0.03229121,341.1275,"March 28, 25",0.0003229121,,,,,
2025-03-27,338.5,341.89,335.25,341,338.69,1330669,1330669,2.5,0.73855,339.16,"March 27, 25",0.0073855,,,,,
2025-03-26,338.84,340.11,336.1,336.73,334.45,1351237,1351237,-2.11,-0.62271,337.945,"March 26, 25",-0.0062271,,,,,
2025-03-25,338.18,338.81,333.2,337.36,335.08,1427000,1427000,-0.82,-0.24247,336.8875,"March 25, 25",-0.0024247,,,,,
2025-03-24,334.21,339.52,332.08,337.67,335.38,1226407,1226407,3.46,1.04,335.87,"March 24, 25",0.0104,,,,,
2025-03-21,333.17,335.07,330.06,331.79,329.54,2675954,2675954,-1.38,-0.4142,332.5225,"March 21, 25",-0.004142,,,,,
2025-03-20,326.93,335.66,326.34,334.44,332.18,1497417,1497417,7.51,2.3,330.8425,"March 20, 25",0.023,,,,,
2025-03-19,329.59,330.4,323.82,326.64,324.43,974050,974050,-2.95,-0.89505,327.6125,"March 19, 25",-0.0089505,,,,,
2025-03-18,329.14,333,328.46,329.66,327.43,1422500,1422500,0.52,0.15799,330.065,"March 18, 25",0.0015799,,,,,
2025-03-17,323.25,329.64,322,329.14,326.91,1172039,1172039,5.89,1.82,326.0075,"March 17, 25",0.0182,,,,,
2025-03-14,323.55,325.77,321.76,325.24,323.04,1265300,1265300,1.69,0.52233,324.08,"March 14, 25",0.0052233,,,,,
