symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
HWM,2024-12-31,109.37,408000000,44622960000,564000000,3471000000,47529960000
HWM,2023-12-31,54.12,412173414,22306825165,610000000,3835000000,25531825165
HWM,2022-12-31,39.41,416043332,16396267714,791000000,4277000000,19882267714
HWM,2021-12-31,31.83,429834301,13681625800,720000000,4346000000,17307625800
HWM,2020-12-31,28.54,435134173,12418729297,1610000000,5213000000,16021729297
HWM,2019-12-31,30.77,434401223,13366525631,1577000000,6205000000,17994525631
HWM,2018-12-31,16.86,477119644,8044237197,2277000000,6330000000,12097237197
HWM,2017-12-31,27.25,481669545,13125495101,2150000000,6844000000,17819495101
HWM,2016-12-31,18.54,364419208,6756332116,1863000000,8084000000,12977332116
HWM,2015-12-31,21.22,438519780,9305280527,1362000000,8827000000,16770280527
HWM,2014-12-31,33.6,438519780,14734410364,1877000000,8798000000,21655410364
