date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,unadjustedVolume,changePercent,low,open,volume,changeOverTime,adjClose,close,high,change,vwap
2024-04-30,"April 30, 24",,,,,,494741,-1.56,356.5,362.84,494741,-0.0156,356.02,357.17,366.58,-5.67,360.7725
2024-04-29,"April 29, 24",,,,,,715707,2.72,352.89,354.01,715707,0.0272,362.48,363.65,365.25,9.64,358.95
2024-04-26,"April 26, 24",,,,,,609345,2.44,345.48,345.59,609345,0.0244,352.88,354.02,355.27,8.43,350.09
2024-04-25,"April 25, 24",,,,,,826200,-2.79,347.93,359.37,826200,-0.0279,348.23,349.35,361.28,-10.02,354.4825
2024-04-24,"April 24, 24",,,,,,525600,-0.79913,335.77,341.62,525600,-0.0079913,337.8,338.89,346.62,-2.73,340.725
2024-04-23,"April 23, 24",,,,,,399602,0.8923,334.16,335.09,399602,0.008923,336.99,338.08,341.32,2.99,337.1625
2024-04-22,"April 22, 24",,,,,,449850,0.69331,328.78,330.3,449850,0.0069331,331.52,332.59,334.99,2.29,331.665
2024-04-19,"April 19, 24",,,,,,686642,-2.3,327.38,336.35,686642,-0.023,327.58,328.63,337.86,-7.72,332.555
2024-04-18,"April 18, 24",,,,,,383529,-1.55,334.75,341.34,383529,-0.0155,334.98,336.06,342.77,-5.28,338.73
2024-04-17,"April 17, 24",,,,,,483400,-2.04,334.43,346.28,483400,-0.0204,338.11,339.2,346.28,-7.08,341.5475
2024-04-16,"April 16, 24",,,,,,409335,-0.43546,343.37,346.76,409335,-0.0043546,344.14,345.25,347.59,-1.51,345.7425
2024-04-15,"April 15, 24",0.25,0.25,2024-04-16,2024-04-30,2024-04-04,352827,-2.67,347.2,356.8,352827,-0.0267,346.16,347.27,358,-9.53,352.3175
2024-04-12,"April 12, 24",,,,,,373954,-0.03409091,350.41,352,373954,-0.0003409091,350.5,351.88,354.99,-0.12,352.32
2024-04-11,"April 11, 24",,,,,,370300,0.30456,347.63,351.33,370300,0.0030456,351.02,352.4,354.82,1.07,351.545
2024-04-10,"April 10, 24",,,,,,512500,0.83245,345.15,347.17,512500,0.0083245,348.69,350.06,355.29,2.89,349.4175
2024-04-09,"April 09, 24",,,,,,397300,-2.81,344.47,362.07,397300,-0.0281,350.52,351.9,364.67,-10.17,355.7775
2024-04-08,"April 08, 24",,,,,,443218,-1.06,360.92,364.97,443218,-0.0106,359.69,361.11,365.66,-3.86,363.165
2024-04-05,"April 05, 24",,,,,,375643,1.89,358.25,358.25,375643,0.0189,363.59,365.02,367.79,6.77,362.3275
2024-04-04,"April 04, 24",,,,,,387535,-1.95,356.94,364.23,387535,-0.0195,355.73,357.13,369.53,-7.1,361.9575
2024-04-03,"April 03, 24",,,,,,486400,1.33,357.03,357.65,486400,0.0133,360.99,362.41,365.87,4.76,360.74
2024-04-02,"April 02, 24",,,,,,324078,1.77,351.31,352,324078,0.0177,356.84,358.24,358.99,6.24,355.135
2024-04-01,"April 01, 24",,,,,,304100,1.39,348,350.02,304100,0.0139,353.48,354.87,355.51,4.85,352.1
2024-03-28,"March 28, 24",,,,,,324716,-0.50006,348.69,351.96,324716,-0.0050006,348.83,350.2,353,-1.76,350.9625
2024-03-27,"March 27, 24",,,,,,310231,-0.48401,350.15,353.3,310231,-0.0048401,350.21,351.59,354.73,-1.71,352.4425
2024-03-26,"March 26, 24",,,,,,359319,0.9515,347.55,347.87,359319,0.009515,349.8,351.18,353.05,3.31,349.9125
2024-03-25,"March 25, 24",,,,,,276000,0.00288093,344.02,347.11,276000,2.88093e-05,345.76,347.12,348.46,0.01,346.6775
2024-03-22,"March 22, 24",,,,,,302114,0.29687,345.21,346.95,302114,0.0029687,346.62,347.98,349.74,1.03,347.47
2024-03-21,"March 21, 24",,,,,,408249,2.87,336.12,336.24,408249,0.0287,344.53,345.89,347.47,9.65,341.43
2024-03-20,"March 20, 24",,,,,,362883,-0.20907,332.6,334.82,362883,-0.0020907,332.81,334.12,336.46,-0.7,334.5
2024-03-19,"March 19, 24",,,,,,343667,1.42,328.02,330,343667,0.0142,333.38,334.69,334.82,4.69,331.8825
2024-03-18,"March 18, 24",,,,,,329420,0.11499,329.49,330.46,329420,0.0011499,329.54,330.84,336.54,0.38,331.8325
2024-03-15,"March 15, 24",,,,,,1105050,1.1,324.92,324.92,1105050,0.011,327.21,328.5,330.11,3.58,327.1125
2024-03-14,"March 14, 24",,,,,,425302,0.74933,320.94,324.29,425302,0.0074933,325.44,326.72,327.47,2.43,324.855
2024-03-13,"March 13, 24",,,,,,445939,0.37502,322.42,322.65,445939,0.0037502,322.59,323.86,326.5,1.21,323.8575
2024-03-12,"March 12, 24",,,,,,499400,1.94,314.75,317.07,499400,0.0194,321.96,323.23,323.69,6.16,319.685
2024-03-11,"March 11, 24",,,,,,584310,-2.17,313.49,323.43,584310,-0.0217,315.17,316.41,323.5,-7.02,319.2075
2024-03-08,"March 08, 24",,,,,,423943,-0.87834,323.86,327.89,423943,-0.0087834,323.74,325.01,330.88,-2.88,326.91
2024-03-07,"March 07, 24",,,,,,799636,-0.15627,322.33,326.35,799636,-0.0015627,324.56,325.84,328.01,-0.51,325.6325
2024-03-06,"March 06, 24",,,,,,611037,0.01842356,324.29,325.67,611037,0.0001842356,324.45,325.73,330.26,0.06,326.4875
2024-03-05,"March 05, 24",,,,,,596400,0.40824,322.46,323.34,596400,0.0040824,323.39,324.66,329.21,1.32,324.9175
2024-03-04,"March 04, 24",,,,,,535847,0.64033,321.71,321.71,535847,0.0064033,322.5,323.77,329.14,2.06,324.0825
2024-03-01,"March 01, 24",,,,,,695700,1.33,314.77,315.79,695700,0.0133,318.74,319.99,321.16,4.2,317.9275
2024-02-29,"February 29, 24",,,,,,964252,1.79,305.89,308,964252,0.0179,312.29,313.52,318.2,5.52,311.4025
2024-02-28,"February 28, 24",,,,,,1055005,4.99,289.51,290.92,1055005,0.0499,304.25,305.45,307.99,14.53,298.4675
2024-02-27,"February 27, 24",,,,,,1125932,0.89818,272.29,275,1125932,0.0089818,276.38,277.47,278.39,2.47,275.7875
2024-02-26,"February 26, 24",,,,,,1131700,2.05,269.06,269.35,1131700,0.0205,273.8,274.88,276.26,5.53,272.3875
2024-02-23,"February 23, 24",,,,,,894237,3.48,260.63,260.64,894237,0.0348,268.66,269.72,270.39,9.08,265.345
2024-02-22,"February 22, 24",,,,,,302200,1.8,254.09,254.62,302200,0.018,258.18,259.2,259.28,4.58,256.7975
2024-02-21,"February 21, 24",,,,,,319842,0.55037,248.61,250.74,319842,0.0055037,251.13,252.12,252.77,1.38,251.06
2024-02-20,"February 20, 24",,,,,,382300,0.38369,248.31,250.2,382300,0.0038369,250.18,251.16,252.23,0.96,250.475
2024-02-16,"February 16, 24",,,,,,256300,0.12272,252.22,252.61,256300,0.0012272,251.93,252.92,255.71,0.31,253.365
2024-02-15,"February 15, 24",,,,,,259300,0.936,247.24,250,259300,0.00936,251.35,252.34,252.95,2.34,250.6325
2024-02-14,"February 14, 24",,,,,,325743,1.4,243.99,245.04,325743,0.014,247.5,248.47,248.79,3.43,246.5725
2024-02-13,"February 13, 24",,,,,,441500,1.49,238.94,239.19,441500,0.0149,241.8,242.75,245.18,3.56,241.515
2024-02-12,"February 12, 24",,,,,,212142,-0.72564,243.51,245.3,212142,-0.0072564,242.57,243.52,246.13,-1.78,244.615
2024-02-09,"February 09, 24",,,,,,214400,1.41,241.03,241.73,214400,0.0141,244.19,245.15,245.47,3.42,243.345
2024-02-08,"February 08, 24",,,,,,250700,1.15,239.26,239.26,250700,0.0115,241.05,242,242.03,2.74,240.6375
2024-02-07,"February 07, 24",,,,,,300800,0.25589,237.64,238.38,300800,0.0025589,238.05,238.99,240.94,0.61,238.9875
2024-02-06,"February 06, 24",,,,,,223842,1.42,232.92,233.63,223842,0.0142,236.01,236.94,236.96,3.31,235.1125
2024-02-05,"February 05, 24",,,,,,262009,0.01285072,229.75,233.45,262009,0.0001285072,232.56,233.48,234.94,0.03,232.905
2024-02-02,"February 02, 24",,,,,,406500,1.07,231.34,232.71,406500,0.0107,234.29,235.21,237.21,2.5,234.1175
2024-02-01,"February 01, 24",,,,,,280044,1.95,228.3,229.26,280044,0.0195,232.8,233.72,233.73,4.46,231.2525
2024-01-31,"January 31, 24",,,,,,415500,-1.23,226.99,230.96,415500,-0.0123,227.22,228.11,233.03,-2.85,229.7725
2024-01-30,"January 30, 24",,,,,,338857,1.87,226.51,226.51,338857,0.0187,229.85,230.75,231.02,4.24,228.6975
2024-01-29,"January 29, 24",,,,,,392104,0.48761,220.62,223.54,392104,0.0048761,223.75,224.63,228.9,1.09,224.4225
2024-01-26,"January 26, 24",,,,,,302614,1.48,220.53,220.94,302614,0.0148,223.33,224.21,224.51,3.27,222.5475
2024-01-25,"January 25, 24",,,,,,386044,-0.89005,220.45,222.46,386044,-0.0089005,219.62,220.48,223.48,-1.98,221.7175
2024-01-24,"January 24, 24",,,,,,321610,-1.37,219.07,223.17,321610,-0.0137,219.25,220.11,223.43,-3.06,221.445
2024-01-23,"January 23, 24",,,,,,183763,-1.37,219.88,224.58,183763,-0.0137,220.64,221.51,225,-3.07,222.7425
2024-01-22,"January 22, 24",,,,,,218500,1.8,218.42,219.94,218500,0.018,223.01,223.89,224.37,3.95,221.655
2024-01-19,"January 19, 24",,,,,,244432,-2.53,217.22,224.55,244432,-0.0253,218.02,218.88,225.22,-5.67,221.4675
2024-01-18,"January 18, 24",,,,,,282900,1.33,220.15,220.32,282900,0.0133,222.38,223.26,227.84,2.94,222.8925
2024-01-17,"January 17, 24",,,,,,158900,0.10514,217.85,218.76,158900,0.0010514,218.13,218.99,220.3,0.23,218.975
2024-01-16,"January 16, 24",,,,,,162400,1.39,217.08,217.26,162400,0.0139,219.42,220.28,220.35,3.02,218.7425
2024-01-12,"January 12, 24",0.18,0.18,2024-01-16,2024-01-31,2024-01-04,216421,-1.64,218.94,222.63,216421,-0.0164,218.12,218.98,222.74,-3.65,220.8225
2024-01-11,"January 11, 24",,,,,,235100,1.26,217.58,218.45,235100,0.0126,220.15,221.2,221.45,2.75,219.67
2024-01-10,"January 10, 24",,,,,,296400,2.12,214.04,214.04,296400,0.0212,217.53,218.57,218.66,4.53,216.3275
2024-01-09,"January 09, 24",,,,,,243600,0.82839,211.1,212.46,243600,0.0082839,213.2,214.22,215.4,1.76,213.295
2024-01-08,"January 08, 24",,,,,,232113,0.30961,210.38,213.17,232113,0.0030961,212.81,213.83,214.31,0.66,212.9225
2024-01-05,"January 05, 24",,,,,,526833,0.62044,211.11,211.14,526833,0.0062044,211.44,212.45,212.79,1.31,211.8725
2024-01-04,"January 04, 24",,,,,,572800,0.21359,210.68,210.68,572800,0.0021359,210.13,211.13,212.12,0.45,211.1525
2024-01-03,"January 03, 24",,,,,,284622,-0.50099,209.31,211.58,284622,-0.0050099,209.52,210.52,212.03,-1.06,210.86
2024-01-02,"January 02, 24",,,,,,226900,-0.42119,210.99,213.68,226900,-0.0042119,211.77,212.78,215.22,-0.9,213.1675
2023-12-29,"December 29, 23",,,,,,221138,-0.21307,215.4,215.89,221138,-0.0021307,214.41,215.43,217.68,-0.46,216.1
2023-12-28,"December 28, 23",,,,,,185520,0.23178,215.46,215.72,185520,0.0023178,215.19,216.22,216.93,0.5,216.0825
2023-12-27,"December 27, 23",,,,,,176701,-0.39161,215.01,217.05,176701,-0.0039161,215.17,216.2,218.8,-0.85,216.765
2023-12-26,"December 26, 23",,,,,,133200,0.37552,215.15,215.7,133200,0.0037552,215.48,216.51,217.87,0.81,216.3075
2023-12-22,"December 22, 23",,,,,,386005,0.35308,213.27,215.25,386005,0.0035308,214.98,216.01,217.26,0.76,215.4475
2023-12-21,"December 21, 23",,,,,,321800,-0.93043,211.58,216.03,321800,-0.0093043,213,214.02,216.77,-2.01,214.6
2023-12-20,"December 20, 23",,,,,,258600,-1.48,214.94,218.2,258600,-0.0148,213.95,214.97,218.77,-3.23,216.72
2023-12-19,"December 19, 23",,,,,,543108,-0.36075,217.02,218.99,543108,-0.0036075,217.16,218.2,221.03,-0.79,218.81
2023-12-18,"December 18, 23",,,,,,260318,0.70616,214.85,215.25,260318,0.0070616,215.74,216.77,217.92,1.52,216.1975
2023-12-15,"December 15, 23",,,,,,868423,-0.81948,216.1,218.43,868423,-0.0081948,215.61,216.64,220.66,-1.79,217.9575
2023-12-14,"December 14, 23",,,,,,337509,-0.60468,217.73,219.95,337509,-0.0060468,217.58,218.62,221.84,-1.33,219.535
2023-12-13,"December 13, 23",,,,,,387000,0.44344,214.82,216.49,387000,0.0044344,216.42,217.45,217.69,0.96,216.6125
2023-12-12,"December 12, 23",,,,,,212700,0.03230869,215.29,216.66,212700,0.0003230869,215.7,216.73,219.28,0.07,216.99
2023-12-11,"December 11, 23",,,,,,154911,0.44608,214.98,215.21,154911,0.0044608,215.14,216.17,216.54,0.96,215.725
2023-12-08,"December 08, 23",,,,,,197500,1.05,212.01,212.49,197500,0.0105,213.71,214.73,215.23,2.24,213.615
2023-12-07,"December 07, 23",,,,,,235400,0.44444,210.34,211.5,235400,0.0044444,211.43,212.44,213.89,0.94,212.0425
2023-12-06,"December 06, 23",,,,,,257341,-0.51179,210.53,212.98,257341,-0.0051179,210.88,211.89,214.7,-1.09,212.525
2023-12-05,"December 05, 23",,,,,,354900,-2.05,211.55,216.21,354900,-0.0205,210.76,211.77,216.21,-4.44,213.935
2023-12-04,"December 04, 23",,,,,,273800,1.16,211.76,214.3,273800,0.0116,215.76,216.79,217.24,2.49,215.0225
2023-12-01,"December 01, 23",,,,,,197203,1.02,211.09,212.15,197203,0.0102,213.3,214.32,215.31,2.17,213.2175
2023-11-30,"November 30, 23",,,,,,241100,0.42055,211.5,211.63,241100,0.0042055,211.51,212.52,213.63,0.89,212.32
2023-11-29,"November 29, 23",,,,,,270600,-0.76511,210.76,213.04,270600,-0.0076511,210.41,211.41,214.23,-1.63,212.36
2023-11-28,"November 28, 23",,,,,,329100,-3.1,211.25,218.4,329100,-0.031,210.63,211.64,219.93,-6.76,215.305
2023-11-27,"November 27, 23",,,,,,362510,1.33,215.92,216.47,362510,0.0133,218.3,219.34,220.93,2.87,218.165
2023-11-24,"November 24, 23",,,,,,44400,0.29649,215.62,215.86,44400,0.0029649,215.47,216.5,216.81,0.64,216.1975
2023-11-22,"November 22, 23",,,,,,154100,0.69377,213.72,214.77,154100,0.0069377,215.23,216.26,216.49,1.49,215.31
2023-11-21,"November 21, 23",,,,,,297321,0.31898,213.15,213.18,297321,0.0031898,212.84,213.86,216.15,0.68,214.085
2023-11-20,"November 20, 23",,,,,,191800,-0.30798,212.49,214.3,191800,-0.0030798,212.63,213.64,214.3,-0.66,213.6825
2023-11-17,"November 17, 23",,,,,,277906,2.15,209.79,210.15,277906,0.0215,213.65,214.67,215.38,4.52,212.4975
2023-11-16,"November 16, 23",,,,,,357429,-2.45,209.61,214.98,357429,-0.0245,208.71,209.71,216.61,-5.27,212.7275
2023-11-15,"November 15, 23",,,,,,446208,-1.25,212.87,217.47,446208,-0.0125,213.74,214.76,218.72,-2.71,215.955
2023-11-14,"November 14, 23",,,,,,194939,1.54,214.29,214.29,194939,0.0154,216.56,217.59,218.81,3.3,216.245
2023-11-13,"November 13, 23",,,,,,167100,0.6999,210,210.03,167100,0.006999,210.5,211.5,212.14,1.47,210.9175
2023-11-10,"November 10, 23",,,,,,272760,0.14736,208.56,210.37,272760,0.0014736,209.68,210.68,211.2,0.31,210.2025
2023-11-09,"November 09, 23",,,,,,182800,0.05263662,207.36,208.98,182800,0.0005263662,208.1,209.09,210.19,0.11,208.905
2023-11-08,"November 08, 23",,,,,,227020,-1.04,207.31,209.77,227020,-0.0104,206.59,207.58,211.65,-2.19,209.0775
2023-11-07,"November 07, 23",,,,,,287500,-0.67143,206.37,210,287500,-0.0067143,207.6,208.59,210,-1.41,208.74
2023-11-06,"November 06, 23",,,,,,271900,0.39531,208.12,209.96,271900,0.0039531,209.79,210.79,211.52,0.83,210.0975
2023-11-03,"November 03, 23",,,,,,301646,0.36763,207.43,209.45,301646,0.0036763,209.22,210.22,213.29,0.77,210.0975
2023-11-02,"November 02, 23",,,,,,281600,-1.08,207.35,209.66,281600,-0.0108,206.4,207.39,212.06,-2.27,209.115
2023-11-01,"November 01, 23",,,,,,323400,0.15506,204.11,206.37,323400,0.0015506,205.71,206.69,207.77,0.32,206.235
2023-10-31,"October 31, 23",,,,,,252700,0.95261,204.7,204.7,252700,0.0095261,205.67,206.65,207.86,1.95,205.9775
2023-10-30,"October 30, 23",,,,,,302203,-1.1,203.57,207.24,302203,-0.011,203.99,204.96,209.85,-2.28,206.405
2023-10-27,"October 27, 23",,,,,,382203,-0.86906,201.96,207.12,382203,-0.0086906,204.34,205.32,207.63,-1.8,205.5075
2023-10-26,"October 26, 23",,,,,,719400,-0.33859,202.02,206.74,719400,-0.0033859,205.06,206.04,209.74,-0.7,206.135
2023-10-25,"October 25, 23",,,,,,319554,-0.50371,191.5,192.57,319554,-0.0050371,190.69,191.6,194.52,-0.97,192.5475
2023-10-24,"October 24, 23",,,,,,200718,-1.07,192.31,194.9,200718,-0.0107,191.9,192.82,195.78,-2.08,193.9525
2023-10-23,"October 23, 23",,,,,,241900,-0.0467314,191.87,192.59,241900,-0.000467314,191.59,192.5,194.94,-0.09,192.975
2023-10-20,"October 20, 23",,,,,,274602,-1.94,192.12,196.34,274602,-0.0194,191.62,192.53,196.43,-3.81,194.355
2023-10-19,"October 19, 23",,,,,,344500,-0.21937,194,196.02,344500,-0.0021937,194.66,195.59,198.49,-0.43,196.025
2023-10-18,"October 18, 23",,,,,,380050,-3.86,196.35,204.33,380050,-0.0386,195.52,196.45,204.33,-7.88,200.365
2023-10-17,"October 17, 23",,,,,,589300,2.23,200.36,201.88,589300,0.0223,205.4,206.38,207.62,4.5,204.06
2023-10-16,"October 16, 23",,,,,,163505,-0.5742,201.83,203.76,163505,-0.005742,201.63,202.59,205.95,-1.17,203.5325
2023-10-13,"October 13, 23",0.18,0.18,2023-10-16,2023-10-30,2023-10-05,182431,-2.26,201.53,206.7,182431,-0.0226,201.06,202.02,207.44,-4.68,204.4225
2023-10-12,"October 12, 23",,,,,,183000,-1.6,205.04,210.03,183000,-0.016,205.51,206.67,210.03,-3.36,207.9425
2023-10-11,"October 11, 23",,,,,,166103,1.3,207.29,207.29,166103,0.013,208.8,209.98,210.01,2.69,208.6425
2023-10-10,"October 10, 23",,,,,,299827,-0.53286,207.16,208.31,299827,-0.0053286,206.04,207.2,210.07,-1.11,208.185
2023-10-09,"October 09, 23",,,,,,142024,1.2,205.3,205.59,142024,0.012,206.88,208.05,208.77,2.46,206.9275
2023-10-06,"October 06, 23",,,,,,398146,1.63,203.01,203.41,398146,0.0163,205.56,206.72,208.4,3.31,205.385
2023-10-05,"October 05, 23",,,,,,198741,-0.29268,203.76,205,198741,-0.0029268,203.25,204.4,207.18,-0.6,205.085
2023-10-04,"October 04, 23",,,,,,216800,0.67157,202.67,204,216800,0.0067157,204.22,205.37,206.24,1.37,204.57
2023-10-03,"October 03, 23",,,,,,213539,-0.72573,202.76,205.31,213539,-0.0072573,202.68,203.82,207,-1.49,204.7225
2023-10-02,"October 02, 23",,,,,,213811,-1.26,205.21,209.61,213811,-0.0126,205.8,206.96,210.92,-2.65,208.175
2023-09-29,"September 29, 23",,,,,,206931,-1.88,209.44,214.42,206931,-0.0188,209.21,210.39,215.07,-4.03,212.33
2023-09-28,"September 28, 23",,,,,,179407,0.22617,212.08,212.23,179407,0.0022617,211.52,212.71,215.06,0.48,213.02
2023-09-27,"September 27, 23",,,,,,143639,1.18,209.23,209.79,143639,0.0118,211.08,212.27,212.46,2.48,210.9375
2023-09-26,"September 26, 23",,,,,,172738,-1.09,207.63,210.52,172738,-0.0109,207.05,208.22,211.74,-2.3,209.5275
2023-09-25,"September 25, 23",,,,,,130633,0.57167,209.56,209.91,130633,0.0057167,209.93,211.11,212.24,1.2,210.705
2023-09-22,"September 22, 23",,,,,,214247,0.54093,208.52,208.9,214247,0.0054093,208.85,210.03,211.42,1.13,209.7175
2023-09-21,"September 21, 23",,,,,,233000,-2.14,208.72,213.48,233000,-0.0214,207.74,208.91,213.48,-4.57,211.1475
2023-09-20,"September 20, 23",,,,,,158200,-1.11,214.88,217.37,158200,-0.0111,213.75,214.96,218.99,-2.41,216.55
2023-09-19,"September 19, 23",,,,,,186400,0.43617,214.37,215.51,186400,0.0043617,215.24,216.45,216.78,0.94,215.7775
2023-09-18,"September 18, 23",,,,,,225000,1.16,212.22,213.23,225000,0.0116,214.5,215.71,216.71,2.48,214.4675
2023-09-15,"September 15, 23",,,,,,1006098,-1.91,210.79,217.01,1006098,-0.0191,211.67,212.86,217.01,-4.15,214.4175
2023-09-14,"September 14, 23",,,,,,333100,0.52981,216.08,217.06,333100,0.0052981,216.99,218.21,218.27,1.15,217.405
2023-09-13,"September 13, 23",,,,,,359100,-1.6,215.22,219.43,359100,-0.016,214.72,215.93,220.09,-3.5,217.6675
2023-09-12,"September 12, 23",,,,,,215719,-1.05,219.48,222.28,215719,-0.0105,218.71,219.94,223.83,-2.34,221.3825
2023-09-11,"September 11, 23",,,,,,240900,-0.34942,221.78,223.23,240900,-0.0034942,221.2,222.45,226.17,-0.78,223.4075
2023-09-08,"September 08, 23",,,,,,284425,-0.13449,221.9,223.06,284425,-0.0013449,221.51,222.76,224.59,-0.3,223.0775
2023-09-07,"September 07, 23",,,,,,257703,0.23867,220.05,222.06,257703,0.0023867,221.34,222.59,223.53,0.53,222.0575
2023-09-06,"September 06, 23",,,,,,227750,0.9416,220.51,220.9,227750,0.009416,221.73,222.98,223.1,2.08,221.8725
2023-09-05,"September 05, 23",,,,,,428035,-1.91,215.28,224.88,428035,-0.0191,219.34,220.58,224.88,-4.3,221.405
2023-09-01,"September 01, 23",,,,,,251400,0.3909,224.79,225.12,251400,0.003909,224.73,226,227.5,0.88,225.8525
2023-08-31,"August 31, 23",,,,,,350184,-0.29345,223.5,224.91,350184,-0.0029345,222.99,224.25,226.36,-0.66,224.755
2023-08-30,"August 30, 23",,,,,,180936,-0.41275,224.13,225.32,180936,-0.0041275,223.13,224.39,226.52,-0.93,225.09
2023-08-29,"August 29, 23",,,,,,157300,1.57,220.31,221.24,157300,0.0157,223.46,224.72,224.83,3.48,222.775
2023-08-28,"August 28, 23",,,,,,314000,0.57856,221.24,221.24,314000,0.0057856,221.27,222.52,224.65,1.28,222.4125
2023-08-25,"August 25, 23",,,,,,340464,0.57109,215.22,218.88,340464,0.0057109,218.9,220.13,220.27,1.25,218.625
2023-08-24,"August 24, 23",,,,,,158180,-0.71071,217.41,219.5,158180,-0.0071071,216.72,217.94,220.74,-1.56,218.8975
2023-08-23,"August 23, 23",,,,,,178097,0.55528,216.44,217.91,178097,0.0055528,217.89,219.12,220.24,1.21,218.4275
2023-08-22,"August 22, 23",,,,,,197941,0.98609,214,214.99,197941,0.0098609,215.89,217.11,217.26,2.12,215.84
2023-08-21,"August 21, 23",,,,,,367609,0.16758,211.21,214.82,367609,0.0016758,213.97,215.18,216.22,0.36,214.3575
2023-08-18,"August 18, 23",,,,,,403900,1.53,209.72,210.97,403900,0.0153,212.99,214.19,215.13,3.22,212.5025
2023-08-17,"August 17, 23",,,,,,431200,-2.21,210.71,216.76,431200,-0.0221,210.78,211.97,217.5,-4.79,214.235
2023-08-16,"August 16, 23",,,,,,302800,-1.91,216.34,221.15,302800,-0.0191,215.71,216.93,222.32,-4.22,219.185
2023-08-15,"August 15, 23",,,,,,225886,-0.88865,219.49,222.81,225886,-0.0088865,219.59,220.83,222.81,-1.98,221.485
2023-08-14,"August 14, 23",,,,,,263500,1.1,220.24,220.97,263500,0.011,222.16,223.41,223.49,2.44,222.0275
2023-08-11,"August 11, 23",,,,,,276100,0.57806,219.05,219.7,276100,0.0057806,219.73,220.97,222.81,1.27,220.6325
2023-08-10,"August 10, 23",,,,,,299744,0.82072,216.87,218.1,299744,0.0082072,218.66,219.89,220.35,1.79,218.8025
2023-08-09,"August 09, 23",,,,,,385415,-1.55,216.44,220.41,385415,-0.0155,215.78,217,220.54,-3.41,218.5975
2023-08-08,"August 08, 23",,,,,,314448,0.60953,217.71,219.84,314448,0.0060953,219.94,221.18,222.27,1.34,220.25
2023-08-07,"August 07, 23",,,,,,360326,1.57,217.22,217.36,360326,0.0157,219.54,220.78,221.73,3.42,219.2725
2023-08-04,"August 04, 23",,,,,,381800,0.21718,212.89,216.41,381800,0.0021718,215.66,216.88,217.68,0.47,215.965
2023-08-03,"August 03, 23",,,,,,436142,-0.15771,213.72,215.58,436142,-0.0015771,214.03,215.24,217.47,-0.34,215.5025
2023-08-02,"August 02, 23",,,,,,368000,1.21,213.3,213.6,368000,0.0121,214.97,216.18,216.66,2.58,214.935
2023-08-01,"August 01, 23",,,,,,545419,-0.08854919,213.82,214.57,545419,-0.0008854919,213.18,214.38,218.03,-0.19,215.2
2023-07-31,"July 31, 23",,,,,,550347,1.1,212.59,212.7,550347,0.011,213.83,215.04,215.93,2.34,214.065
2023-07-28,"July 28, 23",,,,,,857215,4.75,201.85,202.21,857215,0.0475,210.63,211.82,212.71,9.61,207.1475
2023-07-27,"July 27, 23",,,,,,796837,2.85,193.04,195,796837,0.0285,199.43,200.56,200.6,5.56,197.3
2023-07-26,"July 26, 23",,,,,,450342,0.0687576,187.53,189.07,450342,0.000687576,188.14,189.2,190.8,0.13,189.15
2023-07-25,"July 25, 23",,,,,,302600,-0.16831,189.55,190.13,302600,-0.0016831,188.75,189.81,191.46,-0.32,190.2375
2023-07-24,"July 24, 23",,,,,,296403,-0.43908,189.11,191.31,296403,-0.0043908,189.4,190.47,192.13,-0.84,190.755
2023-07-21,"July 21, 23",,,,,,300100,-0.79737,190.02,191.88,300100,-0.0079737,189.28,190.35,191.9,-1.53,191.0375
2023-07-20,"July 20, 23",,,,,,250212,-0.57357,189.04,191.78,250212,-0.0057357,189.61,190.68,191.78,-1.1,190.82
2023-07-19,"July 19, 23",0.18,0.18,2023-07-20,2023-07-31,2023-07-07,275900,-0.56159,187.8,192.31,275900,-0.0056159,190.16,191.23,192.38,-1.08,190.93
2023-07-18,"July 18, 23",,,,,,231156,0.989,189.08,189.08,231156,0.00989,189.7,190.95,192.63,1.87,190.435
2023-07-17,"July 17, 23",,,,,,213800,0.57982,187.05,187.99,213800,0.0057982,187.84,189.08,189.67,1.09,188.4475
2023-07-14,"July 14, 23",,,,,,252306,-0.12771,186,187.92,252306,-0.0012771,186.45,187.68,188,-0.24,187.4
2023-07-13,"July 13, 23",,,,,,192200,-0.09051701,186.73,187.81,192200,-0.0009051701,186.41,187.64,188.41,-0.17,187.6475
2023-07-12,"July 12, 23",,,,,,218032,-0.10652,186.49,187.76,218032,-0.0010652,186.33,187.56,188.46,-0.2,187.5675
2023-07-11,"July 11, 23",,,,,,274535,0.03222342,184.79,186.2,274535,0.0003222342,185.04,186.26,187.66,0.06,186.2275
2023-07-10,"July 10, 23",,,,,,291800,0.99816,184.34,184.34,291800,0.0099816,184.96,186.18,187.5,1.84,185.59
2023-07-07,"July 07, 23",,,,,,583600,0.9805,182.56,182.56,583600,0.009805,183.14,184.35,185.1,1.79,183.6425
2023-07-06,"July 06, 23",,,,,,429500,0.7926,180.63,181.68,429500,0.007926,181.92,183.12,183.41,1.44,182.21
2023-07-05,"July 05, 23",,,,,,238800,-0.16398,181.65,182.95,238800,-0.0016398,181.45,182.65,184.11,-0.3,182.84
2023-07-03,"July 03, 23",,,,,,114443,-0.04339571,182.94,184.35,114443,-0.0004339571,183.06,184.27,184.76,-0.08,184.08
2023-06-30,"June 30, 23",,,,,,383250,0.32032,182.34,184.19,383250,0.0032032,183.57,184.78,185.66,0.59,184.2425
