date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,declarationDate,recordDate,dividend,adjDividend
2024-05-08,211.37,212.92,210.39,212.88,210.05,993127,993127,1.51,0.71439,211.89,"May 08, 24",0.0071439,2024-06-13,2024-04-25,2024-05-09,0.48,0.48
2024-05-07,217.2,217.29,215.7,216.16,212.82,813938,813938,-1.04,-0.47882,216.5875,"May 07, 24",-0.0047882,,,,,
2024-05-06,218.14,218.49,215.42,216.94,213.59,844821,844821,-1.2,-0.55011,217.2475,"May 06, 24",-0.0055011,,,,,
2024-05-03,219.63,221.4,216.72,216.98,213.63,655018,655018,-2.65,-1.21,218.6825,"May 03, 24",-0.0121,,,,,
2024-05-02,215.5,218.25,213.22,218.15,214.78,1146122,1146122,2.65,1.23,216.28,"May 02, 24",0.0123,,,,,
2024-05-01,212.65,217.3,211.36,215.01,211.69,1306398,1306398,2.36,1.11,214.08,"May 01, 24",0.0111,,,,,
2024-04-30,215.03,215.41,211.55,213.99,210.68,1635753,1635753,-1.04,-0.48365,213.995,"April 30, 24",-0.0048365,,,,,
2024-04-29,214.11,217.23,210.2,217.19,213.83,2165867,2165867,3.08,1.44,214.6825,"April 29, 24",0.0144,,,,,
2024-04-26,203.02,218.38,201.86,218.06,214.69,4330840,4330840,15.04,7.41,210.33,"April 26, 24",0.0741,,,,,
2024-04-25,183.07,184.3,179,183.42,180.59,1124546,1124546,0.35,0.19118,182.4475,"April 25, 24",0.0019118,,,,,
2024-04-24,185.88,186.88,183.02,183.78,180.94,973428,973428,-2.1,-1.13,184.89,"April 24, 24",-0.0113,,,,,
2024-04-23,182.59,184.83,181.7,184.22,181.37,1203000,1203000,1.63,0.89271,183.335,"April 23, 24",0.0089271,,,,,
2024-04-22,180,180.81,178.49,180.35,177.56,1218743,1218743,0.35,0.19444,179.9125,"April 22, 24",0.0019444,,,,,
2024-04-19,179.15,179.43,176.92,178.85,176.09,1303527,1303527,-0.3,-0.16746,178.5875,"April 19, 24",-0.0016746,,,,,
2024-04-18,177.4,179.8,176.33,177.61,174.87,1583600,1583600,0.21,0.11838,177.785,"April 18, 24",0.0011838,,,,,
2024-04-17,182,183.4,172.19,173.83,171.14,3005122,3005122,-8.17,-4.49,177.855,"April 17, 24",-0.0449,,,,,
2024-04-16,184.46,186.72,183.37,184.86,182,411900,411900,0.4,0.21685,184.8525,"April 16, 24",0.0021685,,,,,
2024-04-15,187.95,189.29,184.78,185.09,182.23,605411,605411,-2.86,-1.52,186.7775,"April 15, 24",-0.0152,,,,,
2024-04-12,188.62,189.41,184.39,185.86,182.99,659900,659900,-2.76,-1.46,187.07,"April 12, 24",-0.0146,,,,,
2024-04-11,195.14,195.14,189.4,189.51,186.58,696200,696200,-5.63,-2.89,192.2975,"April 11, 24",-0.0289,,,,,
2024-04-10,190.72,194.62,190.52,193.8,190.81,915300,915300,3.08,1.61,192.415,"April 10, 24",0.0161,,,,,
2024-04-09,189,194.38,187.98,194.27,191.27,988300,988300,5.27,2.79,191.4075,"April 09, 24",0.0279,,,,,
2024-04-08,188.61,188.97,187.5,187.76,184.86,774000,774000,-0.85,-0.45067,188.21,"April 08, 24",-0.0045067,,,,,
2024-04-05,185.02,189.56,185.02,188.76,185.84,749100,749100,3.74,2.02,187.09,"April 05, 24",0.0202,,,,,
2024-04-04,187.6,188.15,184.84,185,182.14,872947,872947,-2.6,-1.39,186.3975,"April 04, 24",-0.0139,,,,,
2024-04-03,185.99,189.04,185.39,186.04,183.17,1456200,1456200,0.05,0.02688317,186.615,"April 03, 24",0.0002688317,,,,,
2024-04-02,187.59,188.29,182.29,184.36,181.51,984800,984800,-3.23,-1.72,185.6325,"April 02, 24",-0.0172,,,,,
2024-04-01,198.31,198.31,189.24,189.32,186.4,1532670,1532670,-8.99,-4.53,193.795,"April 01, 24",-0.0453,,,,,
2024-03-28,197.14,198.54,196.47,198.03,194.97,622676,622676,0.89,0.45146,197.545,"March 28, 24",0.0045146,,,,,
2024-03-27,195.49,196.75,194.21,196.33,193.3,567412,567412,0.84,0.42969,195.695,"March 27, 24",0.0042969,,,,,
2024-03-26,193.5,195.66,192.99,194.18,191.18,1108903,1108903,0.68,0.35142,194.0825,"March 26, 24",0.0035142,,,,,
2024-03-25,192.5,194.59,191.82,193.31,190.32,1836900,1836900,0.81,0.42078,193.055,"March 25, 24",0.0042078,,,,,
2024-03-22,193.6,193.82,191.12,192,189.03,1130300,1130300,-1.6,-0.82645,192.635,"March 22, 24",-0.0082645,,,,,
2024-03-21,193.45,194.39,192.36,193.73,190.74,1109800,1109800,0.28,0.14474,193.4825,"March 21, 24",0.0014474,,,,,
2024-03-20,191.69,193.02,190.18,192.38,189.41,1205400,1205400,0.69,0.35996,191.8175,"March 20, 24",0.0035996,,,,,
2024-03-19,190.9,193.08,190.2,193.02,190.04,1022500,1022500,2.12,1.11,191.8,"March 19, 24",0.0111,,,,,
2024-03-18,191.04,192.04,190.17,190.96,188.01,860800,860800,-0.08,-0.04187605,191.0525,"March 18, 24",-0.0004187605,,,,,
2024-03-15,188.84,190.41,187.84,190.05,187.11,1438200,1438200,1.21,0.64075,189.285,"March 15, 24",0.0064075,,,,,
2024-03-14,192.47,194.37,190.45,191.75,188.79,1533754,1533754,-0.72,-0.37408,192.26,"March 14, 24",-0.0037408,,,,,
2024-03-13,193.68,194.23,191.69,192.47,189.5,930409,930409,-1.21,-0.62474,193.0175,"March 13, 24",-0.0062474,,,,,
2024-03-12,189.25,194.71,188.79,193.78,190.79,1390721,1390721,4.53,2.39,191.6325,"March 12, 24",0.0239,,,,,
2024-03-11,185.55,189.87,184.38,189.75,186.82,1332400,1332400,4.2,2.26,187.3875,"March 11, 24",0.0226,,,,,
2024-03-08,192,194.79,185.97,188.44,185.53,980941,980941,-3.56,-1.85,190.3,"March 08, 24",-0.0185,,,,,
2024-03-07,190,194.26,188.91,192.6,189.62,1447316,1447316,2.6,1.37,191.4425,"March 07, 24",0.0137,,,,,
2024-03-06,178.98,184.36,178.92,184.28,181.43,1030900,1030900,5.3,2.96,181.635,"March 06, 24",0.0296,,,,,
2024-03-05,181.18,181.18,176.32,177.63,174.89,659427,659427,-3.55,-1.96,179.0775,"March 05, 24",-0.0196,,,,,
2024-03-04,176.2,181.18,175.21,180.72,177.93,1077709,1077709,4.52,2.57,178.3275,"March 04, 24",0.0257,,,,,
2024-03-01,173.25,175.8,170.56,174.61,171.91,819800,819800,1.36,0.78499,173.555,"March 01, 24",0.0078499,,,,,
2024-02-29,174.43,174.74,171.67,173.72,171.04,1613300,1613300,-0.71,-0.40704,173.64,"February 29, 24",-0.0040704,,,,,
2024-02-28,180.99,181.16,171.99,173.96,171.27,1410243,1410243,-7.03,-3.88,177.025,"February 28, 24",-0.0388,,,,,
2024-02-27,183.15,184.1,180.96,180.99,178.19,666918,666918,-2.16,-1.18,182.3,"February 27, 24",-0.0118,,,,,
2024-02-26,184.04,185.38,181.7,183.29,180.46,965448,965448,-0.75,-0.40752,183.6025,"February 26, 24",-0.0040752,,,,,
2024-02-23,183.1,185.8,183.1,184.04,181.2,675521,675521,0.94,0.51338,184.01,"February 23, 24",0.0051338,,,,,
2024-02-22,180.26,183.51,179.01,183.1,180.27,706189,706189,2.84,1.58,181.47,"February 22, 24",0.0158,,,,,
2024-02-21,180.5,180.83,178.64,180.29,177.5,620140,620140,-0.21,-0.11634,180.065,"February 21, 24",-0.0011634,,,,,
2024-02-20,180.46,181.05,179.18,180.66,177.87,660341,660341,0.2,0.11083,180.3375,"February 20, 24",0.0011083,,,,,
2024-02-16,181.63,183.88,180.18,180.46,177.67,666843,666843,-1.17,-0.64417,181.5375,"February 16, 24",-0.0064417,,,,,
2024-02-15,182.47,184.24,180.31,182.61,179.79,604174,604174,0.14,0.07672494,182.4075,"February 15, 24",0.0007672494,,,,,
2024-02-14,179.55,180.98,178.74,180.55,177.76,468402,468402,1,0.55695,179.955,"February 14, 24",0.0055695,,,,,
2024-02-13,179.65,181.62,178.49,179.17,176.4,731300,731300,-0.48,-0.26719,179.7325,"February 13, 24",-0.0026719,,,,,
2024-02-12,179.87,184,179.72,182.52,179.7,881764,881764,2.65,1.47,181.5275,"February 12, 24",0.0147,,,,,
2024-02-09,184.84,185.95,182.27,184.63,181.78,747704,747704,-0.21,-0.11361,184.4225,"February 09, 24",-0.0011361,,,,,
2024-02-08,185.68,186.07,181.74,183.75,180.91,897100,897100,-1.93,-1.04,184.31,"February 08, 24",-0.0104,,,,,
2024-02-07,190.35,190.51,186.52,186.59,183.71,979900,979900,-3.76,-1.98,188.4925,"February 07, 24",-0.0198,2024-03-14,2024-01-24,2024-02-08,0.48,0.48
2024-02-06,190.29,192.64,186.07,190.72,187.3,1303531,1303531,0.43,0.22597,189.93,"February 06, 24",0.0022597,,,,,
2024-02-05,191.2,192.44,190.09,190.11,186.7,815932,815932,-1.09,-0.57008,190.96,"February 05, 24",-0.0057008,,,,,
2024-02-02,191.98,193.27,190.89,191.86,188.42,617600,617600,-0.12,-0.06250651,192,"February 02, 24",-0.0006250651,,,,,
2024-02-01,190.44,193.83,189.8,193.66,190.19,823528,823528,3.22,1.69,191.9325,"February 01, 24",0.0169,,,,,
2024-01-31,192.31,193.04,189.76,190.2,186.79,767800,767800,-2.11,-1.1,191.3275,"January 31, 24",-0.011,,,,,
2024-01-30,190.8,192.34,189.68,191.38,187.95,730500,730500,0.58,0.30398,191.05,"January 30, 24",0.0030398,,,,,
2024-01-29,189.95,197.85,188.5,191.23,187.8,1626012,1626012,1.28,0.67386,191.8825,"January 29, 24",0.0067386,,,,,
2024-01-26,187.98,195.74,187,190.15,186.74,2336926,2336926,2.17,1.15,190.2175,"January 26, 24",0.0115,,,,,
2024-01-25,189.56,190.04,181.1,186.35,183.01,2473200,2473200,-3.21,-1.69,186.7625,"January 25, 24",-0.0169,,,,,
2024-01-24,175.47,177.77,171.66,171.78,168.7,1293324,1293324,-3.69,-2.1,174.17,"January 24, 24",-0.021,,,,,
2024-01-23,177.32,178.53,173.33,174.97,171.83,592300,592300,-2.35,-1.33,176.0375,"January 23, 24",-0.0133,,,,,
2024-01-22,174,179.1,173.98,176.82,173.65,844622,844622,2.82,1.62,175.975,"January 22, 24",0.0162,,,,,
2024-01-19,173.37,173.37,170.48,172.54,169.45,615400,615400,-0.83,-0.47874,172.44,"January 19, 24",-0.0047874,,,,,
2024-01-18,171.78,173.36,170.39,172.76,169.66,918253,918253,0.98,0.5705,172.0725,"January 18, 24",0.005705,,,,,
2024-01-17,171.46,171.57,168.29,170.71,167.65,752412,752412,-0.75,-0.43742,170.5075,"January 17, 24",-0.0043742,,,,,
2024-01-16,171.71,172.03,169.24,170.21,167.16,1109400,1109400,-1.5,-0.87357,170.7975,"January 16, 24",-0.0087357,,,,,
2024-01-12,178.56,179.56,172.57,173.9,170.78,729072,729072,-4.66,-2.61,176.1475,"January 12, 24",-0.0261,,,,,
2024-01-11,177.41,179.11,175.42,177.89,174.7,1021900,1021900,0.48,0.27056,177.4575,"January 11, 24",0.0027056,,,,,
2024-01-10,176.58,178.89,175.28,177.29,174.11,962600,962600,0.71,0.40208,177.01,"January 10, 24",0.0040208,,,,,
2024-01-09,176.2,182.46,176.13,177.83,174.64,1216787,1216787,1.63,0.92509,178.155,"January 09, 24",0.0092509,,,,,
2024-01-08,167.69,173.3,166.9,172.77,169.67,814600,814600,5.08,3.03,170.165,"January 08, 24",0.0303,,,,,
2024-01-05,166.67,169.34,166.24,166.82,163.83,514700,514700,0.15,0.0899982,167.2675,"January 05, 24",0.000899982,,,,,
2024-01-04,164.58,168.13,164.12,167.58,164.58,580631,580631,3,1.82,166.1025,"January 04, 24",0.0182,,,,,
2024-01-03,170.03,170.3,164.75,165.79,162.82,731047,731047,-4.24,-2.49,167.7175,"January 03, 24",-0.0249,,,,,
2024-01-02,171.29,172.84,169.44,171.78,168.7,576000,576000,0.49,0.28606,171.3375,"January 02, 24",0.0028606,,,,,
2023-12-29,171.86,173.1,171.05,172.02,168.94,549450,549450,0.16,0.09309903,172.0075,"December 29, 23",0.0009309903,,,,,
2023-12-28,178.51,180.44,172.52,173,169.9,641889,641889,-5.51,-3.09,176.1175,"December 28, 23",-0.0309,,,,,
2023-12-27,172.93,173.45,171.47,172.98,169.88,461741,461741,0.05,0.02891343,172.7075,"December 27, 23",0.0002891343,,,,,
2023-12-26,171.34,173.55,171.01,173.39,170.28,474900,474900,2.05,1.2,172.3225,"December 26, 23",0.012,,,,,
2023-12-22,174.4,174.4,171.27,171.4,168.33,798800,798800,-3,-1.72,172.8675,"December 22, 23",-0.0172,,,,,
2023-12-21,175.36,177.32,172.42,174.81,171.68,857000,857000,-0.55,-0.31364,174.9775,"December 21, 23",-0.0031364,,,,,
2023-12-20,173.86,177.69,172.77,173.97,170.85,1276165,1276165,0.11,0.0632693,174.5725,"December 20, 23",0.000632693,,,,,
2023-12-19,171.38,173.99,171.38,173.58,170.47,641000,641000,2.2,1.28,172.5825,"December 19, 23",0.0128,,,,,
2023-12-18,169,170.67,168.2,169.91,166.86,653731,653731,0.91,0.53846,169.445,"December 18, 23",0.0053846,,,,,
2023-12-15,171.25,172.9,168.37,169.05,166.02,1553101,1553101,-2.2,-1.28,170.3925,"December 15, 23",-0.0128,,,,,
2023-12-14,173.96,175.76,170.64,172.64,169.54,1464900,1464900,-1.32,-0.7588,173.25,"December 14, 23",-0.007588,,,,,
2023-12-13,166.84,172.41,165.84,172.1,169.01,794091,794091,5.26,3.15,169.2975,"December 13, 23",0.0315,,,,,
2023-12-12,164.41,167.8,163.43,167.73,164.72,892700,892700,3.32,2.02,165.8425,"December 12, 23",0.0202,,,,,
2023-12-11,162.18,164.24,162.18,163.54,160.61,533700,533700,1.36,0.83857,163.035,"December 11, 23",0.0083857,,,,,
2023-12-08,163.67,163.93,162.48,162.87,159.95,763229,763229,-0.8,-0.48879,163.2375,"December 08, 23",-0.0048879,,,,,
2023-12-07,163.84,164.74,162.05,163.49,160.56,849363,849363,-0.35,-0.21362,163.53,"December 07, 23",-0.0021362,,,,,
2023-12-06,163.1,165.39,162.81,164,161.06,1116200,1116200,0.9,0.55181,163.825,"December 06, 23",0.0055181,,,,,
2023-12-05,160.84,163.03,160.16,160.95,158.06,796400,796400,0.11,0.06839095,161.245,"December 05, 23",0.0006839095,,,,,
2023-12-04,160.84,162.48,159.6,161.53,158.63,1103146,1103146,0.69,0.429,161.1125,"December 04, 23",0.00429,,,,,
2023-12-01,157.45,159.74,156.39,159.64,156.78,704931,704931,2.19,1.39,158.305,"December 01, 23",0.0139,,,,,
2023-11-30,159.25,160.16,156.67,157.73,154.9,1641217,1641217,-1.52,-0.95447,158.4525,"November 30, 23",-0.0095447,,,,,
2023-11-29,158.5,164.1,158.48,158.85,156,1762127,1762127,0.35,0.22082,159.9825,"November 29, 23",0.0022082,,,,,
2023-11-28,151.95,155.99,151.95,155.68,152.89,1358140,1358140,3.73,2.45,153.8925,"November 28, 23",0.0245,,,,,
2023-11-27,152.67,153.73,152.32,152.57,149.83,541334,541334,-0.1,-0.06550075,152.8225,"November 27, 23",-0.0006550075,,,,,
2023-11-24,152.64,154.07,152.54,153.88,151.12,301301,301301,1.24,0.81237,153.2825,"November 24, 23",0.0081237,,,,,
2023-11-22,153.99,154.24,152.08,152.61,149.87,428156,428156,-1.38,-0.89616,153.23,"November 22, 23",-0.0089616,,,,,
2023-11-21,151.1,153.04,150.39,152.52,149.79,850600,850600,1.42,0.93977,151.7625,"November 21, 23",0.0093977,,,,,
2023-11-20,148.45,152.16,148.03,151.21,148.5,886763,886763,2.76,1.86,149.9625,"November 20, 23",0.0186,,,,,
2023-11-17,148.81,150.1,147.39,148.94,146.27,1339718,1339718,0.13,0.08735972,148.81,"November 17, 23",0.0008735972,,,,,
2023-11-16,149.96,151.16,148.6,148.9,146.23,1216132,1216132,-1.06,-0.70686,149.655,"November 16, 23",-0.0070686,,,,,
2023-11-15,147.31,153.65,147.31,152.15,149.42,1391602,1391602,4.84,3.29,150.105,"November 15, 23",0.0329,,,,,
2023-11-14,145.23,148.2,144.29,147.31,144.67,867600,867600,2.08,1.43,146.2575,"November 14, 23",0.0143,,,,,
2023-11-13,145.62,146.74,140.81,142.92,140.36,1126834,1126834,-2.7,-1.85,144.0225,"November 13, 23",-0.0185,,,,,
2023-11-10,142.8,143.89,141.28,143.6,141.03,1239600,1239600,0.8,0.56022,142.8925,"November 10, 23",0.0056022,,,,,
2023-11-09,147.52,148.75,142.65,143.42,140.85,1047433,1047433,-4.1,-2.78,145.585,"November 09, 23",-0.0278,,,,,
2023-11-08,152.5,153,146.7,148.78,146.11,1399643,1399643,-3.72,-2.44,150.245,"November 08, 23",-0.0244,2023-12-14,2023-10-26,2023-11-09,0.48,0.48
2023-11-07,153.24,155.07,149.77,150.26,147.09,1311100,1311100,-2.98,-1.94,152.085,"November 07, 23",-0.0194,,,,,
2023-11-06,153.94,156.17,153.01,153.88,150.63,1399949,1399949,-0.06,-0.03897622,154.25,"November 06, 23",-0.0003897622,,,,,
2023-11-03,152.06,154.22,151.47,152.81,149.59,1309400,1309400,0.755,0.49323,152.64,"November 03, 23",0.0049323,,,,,
2023-11-02,150.51,151.16,147.76,150.1,146.93,1995615,1995615,-0.41,-0.27241,149.8825,"November 02, 23",-0.0027241,,,,,
2023-11-01,143.42,147.88,142.7,147.18,144.07,1757800,1757800,3.76,2.62,145.295,"November 01, 23",0.0262,,,,,
2023-10-31,138.58,142.46,138.55,141.22,138.24,1335829,1335829,2.64,1.91,140.2025,"October 31, 23",0.0191,,,,,
2023-10-30,137.72,140.2,134.12,137.45,134.55,2197700,2197700,-0.27,-0.19605,137.3725,"October 30, 23",-0.0019605,,,,,
2023-10-27,144.82,146.27,132.24,134.65,131.81,3019538,3019538,-10.17,-7.02,139.495,"October 27, 23",-0.0702,,,,,
2023-10-26,139.84,143.51,138.5,138.73,135.8,2085600,2085600,-1.11,-0.79376,140.145,"October 26, 23",-0.0079376,,,,,
2023-10-25,141.08,142.32,139.51,140.5,137.54,1273200,1273200,-0.58,-0.41111,140.8525,"October 25, 23",-0.0041111,,,,,
2023-10-24,144.98,146.28,141.48,142.27,139.27,2113400,2113400,-2.71,-1.87,143.7525,"October 24, 23",-0.0187,,,,,
2023-10-23,148.07,148.74,145.19,146.63,143.54,1660907,1660907,-1.44,-0.97251,147.1575,"October 23, 23",-0.0097251,,,,,
2023-10-20,142.5,145.68,141.81,144.2,141.16,1065436,1065436,1.7,1.19,143.5475,"October 20, 23",0.0119,,,,,
2023-10-19,142.14,144.8,141.59,142.29,139.29,1001000,1001000,0.15,0.10553,142.705,"October 19, 23",0.0010553,,,,,
2023-10-18,141.98,145.76,141.96,142.43,139.42,1530837,1530837,0.45,0.31695,143.0325,"October 18, 23",0.0031695,,,,,
2023-10-17,139.7,142.37,139.19,141.84,138.85,1101812,1101812,2.14,1.53,140.775,"October 17, 23",0.0153,,,,,
2023-10-16,140.47,141.67,139.18,141.24,138.26,1763700,1763700,0.77,0.54816,140.64,"October 16, 23",0.0054816,,,,,
2023-10-13,136.12,140.43,136.08,140.25,137.29,1568900,1568900,4.13,3.03,138.22,"October 13, 23",0.0303,,,,,
2023-10-12,141.51,143.1,136.02,136.3,133.42,1455200,1455200,-5.21,-3.68,139.2325,"October 12, 23",-0.0368,,,,,
2023-10-11,149.12,150.23,140.28,144.23,141.19,2365143,2365143,-4.89,-3.28,145.965,"October 11, 23",-0.0328,,,,,
2023-10-10,148.37,150.83,147.31,150.41,147.24,1566121,1566121,2.04,1.37,149.23,"October 10, 23",0.0137,,,,,
2023-10-09,144.11,147.23,142.22,146.54,143.45,1668700,1668700,2.43,1.69,145.025,"October 09, 23",0.0169,,,,,
2023-10-06,146.92,149.41,145.24,146.59,143.5,2190500,2190500,-0.33,-0.22461,147.04,"October 06, 23",-0.0022461,,,,,
2023-10-05,146.02,146.84,142.4,145.52,142.45,2049132,2049132,-0.5,-0.34242,145.195,"October 05, 23",-0.0034242,,,,,
2023-10-04,145.01,148.28,144.26,148.01,144.89,1945804,1945804,3,2.07,146.39,"October 04, 23",0.0207,,,,,
2023-10-03,144.69,145.64,143.37,144.59,141.54,1133400,1133400,-0.1,-0.06911328,144.5725,"October 03, 23",-0.0006911328,,,,,
2023-10-02,145.92,147.93,145.06,145.75,142.67,1231706,1231706,-0.17,-0.1165,146.165,"October 02, 23",-0.001165,,,,,
2023-09-29,150.9,151.78,147.4,147.87,144.75,1693998,1693998,-3.03,-2.01,149.4875,"September 29, 23",-0.0201,,,,,
2023-09-28,151.66,152.79,149,150.05,146.88,1891041,1891041,-1.61,-1.06,150.875,"September 28, 23",-0.0106,,,,,
2023-09-27,145.61,150.64,145.61,148.65,145.51,2996900,2996900,3.04,2.09,147.6275,"September 27, 23",0.0209,,,,,
2023-09-26,140,143.91,140,143.2,140.18,1841917,1841917,3.2,2.29,141.7775,"September 26, 23",0.0229,,,,,
2023-09-25,136.2,138.41,136.2,138.29,135.37,1843200,1843200,2.09,1.53,137.275,"September 25, 23",0.0153,,,,,
2023-09-22,137.75,138.56,136.43,136.61,133.73,1805624,1805624,-1.14,-0.82759,137.3375,"September 22, 23",-0.0082759,,,,,
2023-09-21,139.78,140.33,136.22,136.29,133.41,1526800,1526800,-3.49,-2.5,138.155,"September 21, 23",-0.025,,,,,
2023-09-20,144.37,145.49,141.01,141.12,138.14,1202759,1202759,-3.25,-2.25,142.9975,"September 20, 23",-0.0225,,,,,
2023-09-19,145.45,146.26,142.69,143.69,140.66,1436000,1436000,-1.76,-1.21,144.5225,"September 19, 23",-0.0121,,,,,
2023-09-18,145.66,147.46,145.66,146.05,142.97,1579106,1579106,0.39,0.26775,146.2075,"September 18, 23",0.0026775,,,,,
2023-09-15,147.96,148.12,145,145.39,142.32,2391300,2391300,-2.57,-1.74,146.6175,"September 15, 23",-0.0174,,,,,
2023-09-14,147.23,148.04,146.18,147.64,144.52,2186776,2186776,0.41,0.27848,147.2725,"September 14, 23",0.0027848,,,,,
2023-09-13,147.04,148.67,146.05,146.34,143.25,1665235,1665235,-0.7,-0.47606,147.025,"September 13, 23",-0.0047606,,,,,
2023-09-12,151.51,152.2,147.49,148.97,145.83,1447563,1447563,-2.54,-1.68,150.0425,"September 12, 23",-0.0168,,,,,
2023-09-11,150,154.78,149.54,151.51,148.31,2525900,2525900,1.51,1.01,151.4575,"September 11, 23",0.0101,,,,,
2023-09-08,149.43,149.6,146.44,147.95,144.83,1506600,1506600,-1.48,-0.99043,148.355,"September 08, 23",-0.0099043,,,,,
2023-09-07,153.35,153.95,149.19,150.5,147.32,1816826,1816826,-2.85,-1.86,151.7475,"September 07, 23",-0.0186,,,,,
2023-09-06,155.41,155.41,151.46,153.33,150.09,3292000,3292000,-2.07,-1.34,153.9025,"September 06, 23",-0.0134,,,,,
2023-09-05,155.74,157.08,152.26,153.89,150.64,2422503,2422503,-1.85,-1.19,154.7425,"September 05, 23",-0.0119,,,,,
2023-09-01,161.15,161.36,157.73,159.19,155.83,2015600,2015600,-1.96,-1.22,159.8575,"September 01, 23",-0.0122,,,,,
2023-08-31,164.82,165.56,159.4,159.59,156.22,2035800,2035800,-5.23,-3.17,162.3425,"August 31, 23",-0.0317,,,,,
2023-08-30,164.13,167.08,164.08,164.18,160.72,1017583,1017583,0.05,0.03046366,164.8675,"August 30, 23",0.0003046366,,,,,
2023-08-29,162.56,163.99,160.96,163.93,160.47,798136,798136,1.37,0.84277,162.86,"August 29, 23",0.0084277,,,,,
2023-08-28,162.17,164.23,160.72,161.88,158.46,1313471,1313471,-0.29,-0.17882,162.25,"August 28, 23",-0.0017882,,,,,
2023-08-25,160.31,162.37,160.09,160.98,157.58,1063805,1063805,0.67,0.41794,160.9375,"August 25, 23",0.0041794,,,,,
2023-08-24,162.32,162.56,158.88,159.74,156.37,1677655,1677655,-2.58,-1.59,160.875,"August 24, 23",-0.0159,,,,,
2023-08-23,163.39,164.22,161.88,162,158.58,1614800,1614800,-1.39,-0.85073,162.8725,"August 23, 23",-0.0085073,,,,,
2023-08-22,165.66,165.87,162.43,162.58,159.15,1657026,1657026,-3.08,-1.86,164.135,"August 22, 23",-0.0186,,,,,
2023-08-21,166.58,168.69,164.98,165.89,162.39,1874518,1874518,-0.69,-0.41422,166.535,"August 21, 23",-0.0041422,,,,,
2023-08-18,166.3,167.67,164.27,165.67,162.17,1868200,1868200,-0.63,-0.37883,165.9775,"August 18, 23",-0.0037883,,,,,
2023-08-17,172.1,173.16,162.48,164.8,161.32,2873700,2873700,-7.3,-4.24,168.135,"August 17, 23",-0.0424,,,,,
2023-08-16,181.81,183.16,173.23,173.71,170.04,1746438,1746438,-8.1,-4.46,177.9775,"August 16, 23",-0.0446,2023-09-21,2023-08-03,2023-08-17,0.48,0.48
2023-08-15,181.6,184.02,180.8,183.35,179.01,1177709,1177709,1.75,0.96366,182.4425,"August 15, 23",0.0096366,,,,,
2023-08-14,180.01,181.59,178.67,180.85,176.57,1217800,1217800,0.84,0.46664,180.28,"August 14, 23",0.0046664,,,,,
2023-08-11,178.1,179.96,177.6,179.47,175.22,1120700,1120700,1.37,0.76923,178.7825,"August 11, 23",0.0076923,,,,,
2023-08-10,178.47,181.33,177.03,177.13,172.94,2083118,2083118,-1.34,-0.75083,178.49,"August 10, 23",-0.0075083,,,,,
2023-08-09,179.17,181.5,176.28,176.92,172.73,1529200,1529200,-2.25,-1.26,178.4675,"August 09, 23",-0.0126,,,,,
2023-08-08,184.54,185,176.14,179.27,175.03,2661300,2661300,-5.27,-2.86,181.2375,"August 08, 23",-0.0286,,,,,
2023-08-07,190.26,191.99,184.72,186.67,182.25,2997733,2997733,-3.59,-1.89,188.41,"August 07, 23",-0.0189,,,,,
2023-08-04,198.5,199.61,178.16,179.25,175.01,2885012,2885012,-19.25,-9.7,188.88,"August 04, 23",-0.097,,,,,
2023-08-03,220.59,221.82,219.75,219.95,214.74,712896,712896,-0.64,-0.29013,220.5275,"August 03, 23",-0.0029013,,,,,
2023-08-02,224.08,225.49,221.46,222.15,216.89,618800,618800,-1.93,-0.8613,223.295,"August 02, 23",-0.008613,,,,,
2023-08-01,224.12,229.97,224.12,225.35,220.02,745787,745787,1.23,0.54881,225.89,"August 01, 23",0.0054881,,,,,
2023-07-31,224.23,227.32,221.43,222.35,217.09,913600,913600,-1.88,-0.83842,223.8325,"July 31, 23",-0.0083842,,,,,
2023-07-28,222.91,223.88,221.31,223.17,217.89,540006,540006,0.26,0.11664,222.8175,"July 28, 23",0.0011664,,,,,
2023-07-27,224.75,226.42,221.39,221.5,216.26,833501,833501,-3.25,-1.45,223.515,"July 27, 23",-0.0145,,,,,
2023-07-26,221,222.62,220.51,221.63,216.38,612663,612663,0.63,0.28507,221.44,"July 26, 23",0.0028507,,,,,
2023-07-25,218.15,221.73,217.88,219.99,214.78,674600,674600,1.84,0.84346,219.4375,"July 25, 23",0.0084346,,,,,
2023-07-24,219.97,220.21,217.33,218.16,213,839400,839400,-1.81,-0.82284,218.9175,"July 24, 23",-0.0082284,,,,,
2023-07-21,219.24,220.23,217.5,219.94,214.73,603587,603587,0.7,0.31928,219.2275,"July 21, 23",0.0031928,,,,,
2023-07-20,219.05,220.42,218.54,219.29,214.1,485311,485311,0.24,0.10956,219.325,"July 20, 23",0.0010956,,,,,
2023-07-19,221.38,222.72,217.66,218.05,212.89,500114,500114,-3.33,-1.5,219.9525,"July 19, 23",-0.015,,,,,
2023-07-18,220.06,222.42,219.1,221.12,215.89,427501,427501,1.06,0.48169,220.675,"July 18, 23",0.0048169,,,,,
2023-07-17,222.22,222.65,220.15,220.77,215.54,434402,434402,-1.45,-0.65251,221.4475,"July 17, 23",-0.0065251,,,,,
