symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
DDOG,2029-12-31,6140540087,6682785889,6379700000,362226562,394213298,376334454,138996741,151270971,144410344,1190642832,1328940047,1251639643,2391501534,2602685184,2484645018,3.49,3.70554,3.31992,2,1
DDOG,2028-12-31,5730350000,5924250000,5827300000,338029709,349467747,343748728,129711713,134100817,131906265,1124115854,1254688049,1189401951.5,2231748449,2307264957,2269506703,3.295,3.4985,3.13442,3,1
DDOG,2027-12-31,4958056901,4963407987,4960732444,292472630,292788287,292630458,112230152,112351279,112290716,371220538,1761472996,1066346767,1930970324,1933054364,1932012344,2.83759,4.91159,1.03509,33,8
DDOG,2026-12-31,4007445989,4240201691,4108644121,236396695,250126806,242366309,90712205,95980843,93002917,733970094,889661154,811815624,1560744347,1651393640,1600157083,2.3153,2.48068,2.04656,33,22
DDOG,2025-12-31,3263725838,3551932023,3390840453,192525115,209526215,200023526,73877419,80401230,76754775,659122760,731556473,695339616.5,1271094274,1383339374,1320600473,2.01963,2.03983,1.83786,33,22
DDOG,2024-12-31,2563103955,2789441107,2662930959,151195875,164547360,157084607,58018202,63141550,60277877,628746291,639526889,634136590,998229301,1086378818,1037108036,1.7732,1.78322,1.75316,28,24
DDOG,2023-12-31,2303982193,2507437370,2393717000,135910447,147912139,141203846,52152744,56758138,54183973,168426225,187989819,178208022,897311453,976549331,932259670,0.49369,0.52418,0.46963,27,22
DDOG,2022-12-30,1602162395,1717918532,1655721840,80260782,120391172,100325977,13837774,31426084,22631930,-125509627,-40638372,-83074000,566757394,850136090,708446742,0.91165,0.95617,0.87331,11,12
DDOG,2021-12-30,961992484,1031496384,994151387,55229800,85765200,70497500,-17317800,5364800,-5976500,-21149760,238160,-10455800,549798960,824698440,687248700,0.39891,0.41839,0.38213,12,14
DDOG,2020-12-30,570482680,611700020,589553616,84266639,126399958,105333299,-17576759,7593760,-4991500,-30545520,11246720,-9649400,222180815,238233366,229608203,0.17565,0.18423,0.16826,12,22
DDOG,2019-12-30,340201087,364780596,351573831,20068246,21518175,20739117,7700762,8257142,7958195,-46296321,-42283184,-44140919,132495091,142067854,136924333,-0.12308,-0.1179,-0.12909,11,12
