date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,ODFL,USD,0000878927,2025-02-25,2025-02-25 16:11:23,2024,FY,1186073000,344578000,19340000,11349000,84158000,74080000,0,-20955000,31033000,13785000,1659283000,-771318000,0,-30000000,30000000,20124000,-751194000,-20000000,0,-967294000,-223618000,-22300000,-1233212000,0,-325123000,108676000,433799000,1659283000,-771318000,887965000,https://www.sec.gov/Archives/edgar/data/878927/000095017025026661/0000950170-25-026661-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000095017025026661/odfl-20241231.htm
2023-12-31,ODFL,USD,0000878927,2024-02-26,2024-02-26 16:20:23,2023,FY,1239502000,324449000,53341000,11080000,-55347000,0,0,6499000,-61846000,-3890000,1569135000,-757309000,0,0,48852000,48637000,-659820000,-20000000,0,-453613000,-175089000,-13126000,-661828000,0,247487000,433799000,186312000,1569135000,-757309000,811826000,https://www.sec.gov/Archives/edgar/data/878927/000095017024020176/0000950170-24-020176-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000095017024020176/odfl-20231231.htm
2022-12-31,ODFL,USD,0000878927,2023-02-22,2023-02-22 16:29:11,2022,FY,1377159000,276066000,0,15893000,-83013000,-13009000,0,0,-70004000,105477000,1691582000,-775148000,0,0,0,227676000,-547472000,0,0,-1277219000,-134484000,-8659000,-1420362000,0,-276252000,186312000,462564000,1691582000,-775148000,916434000,https://www.sec.gov/Archives/edgar/data/878927/000095017023003783/0000950170-23-003783-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000095017023003783/odfl-20221231.htm
2021-12-31,ODFL,USD,0000878927,2022-02-23,2022-02-23 16:44:18,2021,FY,1034375000,259899000,0,15039000,-127278000,-125562000,0,0,-1716000,30571000,1212606000,-550077000,0,0,0,94789000,-455288000,0,0,-536465000,-92366000,-67353000,-696184000,0,61134000,462564000,401430000,1212606000,-550077000,662529000,https://www.sec.gov/Archives/edgar/data/878927/000156459022006303/0001564590-22-006303-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000156459022006303/odfl-10k_20211231.htm
2020-12-31,ODFL,USD,0000878927,2021-02-24,2021-02-24 15:53:17,2020,FY,672682000,261267000,0,14300000,9043000,-49045000,0,0,58088000,-24268000,933024000,-225081000,0,0,0,-326582000,-551663000,54923000,0,-364057000,-71023000,-3345000,-383502000,0,-2141000,401430000,403571000,933024000,-225081000,707943000,https://www.sec.gov/Archives/edgar/data/878927/000156459021008056/0001564590-21-008056-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000156459021008056/odfl-10k_20201231.htm
2019-12-31,ODFL,USD,0000878927,2020-02-26,2020-02-26 11:13:04,2019,FY,615518000,253681000,0,42900000,43335000,30330000,0,0,13005000,28454000,983888000,-479325000,0,0,0,5686000,-473639000,0,0,-240960000,-54552000,-1448000,-296960000,0,213289000,403571000,190282000,983888000,-479325000,504563000,https://www.sec.gov/Archives/edgar/data/878927/000156459020006626/0001564590-20-006626-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000156459020006626/odfl-10k_20191231.htm
2018-12-31,ODFL,USD,0000878927,2019-02-27,2019-02-27 11:40:36,2018,FY,605668000,230357000,0,10700000,14035000,-34666000,0,0,48701000,39356000,900116000,-588292000,0,0,0,7901000,-580391000,-50000000,0,-163265000,-42566000,-1074000,-256905000,0,62820000,190282000,127462000,900116000,-588292000,311824000,https://www.sec.gov/Archives/edgar/data/878927/000156459019004755/0001564590-19-004755-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000156459019004755/odfl-10k_20181231.htm
2017-12-31,ODFL,USD,0000878927,2018-02-27,2018-02-27 12:54:04,2017,FY,463774000,205763000,0,22700000,-34694000,-76353000,0,0,41659000,-121249000,536294000,-382125000,0,0,0,14379000,-367746000,-9975000,0,-8013000,-32925000,-344000,-51257000,0,117291000,127462000,10171000,536294000,-382125000,154169000,https://www.sec.gov/Archives/edgar/data/878927/000087892718000005/0000878927-18-000005-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000087892718000005/a201710-k.htm
2016-12-31,ODFL,USD,0000878927,2017-02-27,2017-02-27 16:50:23,2016,FY,295765000,189867000,0,16200000,-61000,-11176000,0,0,11115000,63812000,565583000,-417941000,0,0,0,10541000,-407400000,-28830000,0,-130316000,0,-338000,-159484000,0,-1301000,10171000,11472000,565583000,-417941000,147642000,https://www.sec.gov/Archives/edgar/data/878927/000087892717000005/0000878927-17-000005-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000087892717000005/a201610-k.htm
2015-12-31,ODFL,USD,0000878927,2016-02-29,2016-02-29 12:08:12,2015,FY,304690000,165343000,0,-2528000,10826000,-8672000,0,0,19498000,75549000,553880000,-462059000,0,0,0,24442000,-437617000,-25461000,0,-114117000,0,0,-139578000,0,-23315000,11472000,34787000,553880000,-462059000,91821000,https://www.sec.gov/Archives/edgar/data/878927/000087892716000055/0000878927-16-000055-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000087892716000055/a201510-k.htm
