date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,paymentDate,recordDate,declarationDate,adjDividend
2025-03-17,94.16,95.95,94.08,95.68,94.81,2347100,2347100,1.52,1.61,94.9675,"March 17, 25",0.0161,,,,,
2025-03-14,92.76,94.39,92.18,94.24,93.39,3081668,3081668,1.48,1.6,93.3925,"March 14, 25",0.016,0.25,2025-03-28,2025-03-14,2025-02-13,0.25
2025-03-13,93.18,95.34,91.66,92.18,91.1,3096924,3096924,-1,-1.07,93.09,"March 13, 25",-0.0107,,,,,
2025-03-12,94.32,94.77,90.99,92.9,91.81,2159765,2159765,-1.42,-1.51,93.245,"March 12, 25",-0.0151,,,,,
2025-03-11,96.91,97.17,92.84,93.25,92.16,2568124,2568124,-3.66,-3.78,95.0425,"March 11, 25",-0.0378,,,,,
2025-03-10,98.98,100.31,96.84,97.07,95.93,2728664,2728664,-1.91,-1.93,98.3,"March 10, 25",-0.0193,,,,,
2025-03-07,99.51,101.32,99.05,100.77,99.59,2108734,2108734,1.26,1.27,100.1625,"March 07, 25",0.0127,,,,,
2025-03-06,99.2,100.89,98.96,100.14,98.97,2119039,2119039,0.94,0.94758,99.7975,"March 06, 25",0.0094758,,,,,
2025-03-05,99.47,100.97,99.05,100.28,99.1,1885137,1885137,0.81,0.81432,99.9425,"March 05, 25",0.0081432,,,,,
2025-03-04,101.48,101.66,97.88,99.54,98.37,2551700,2551700,-1.94,-1.91,100.14,"March 04, 25",-0.0191,,,,,
2025-03-03,105.4,106.07,102.2,103.05,101.84,2744213,2744213,-2.35,-2.23,104.18,"March 03, 25",-0.0223,,,,,
2025-02-28,103.42,105.56,103.21,105.28,104.05,1997902,1997902,1.86,1.8,104.3675,"February 28, 25",0.018,,,,,
2025-02-27,101.95,104.29,101.9,103.25,102.04,1661600,1661600,1.3,1.28,102.8475,"February 27, 25",0.0128,,,,,
2025-02-26,103.22,103.55,101.43,101.52,100.33,1909536,1909536,-1.7,-1.65,102.43,"February 26, 25",-0.0165,,,,,
2025-02-25,105.03,105.56,103.17,103.43,102.22,2185938,2185938,-1.6,-1.52,104.2975,"February 25, 25",-0.0152,,,,,
2025-02-24,103.17,104.05,102.5,103.84,102.62,3019883,3019883,0.67,0.64941,103.39,"February 24, 25",0.0064941,,,,,
2025-02-21,105.29,106.26,102.72,103.18,101.97,2189429,2189429,-2.11,-2,104.3625,"February 21, 25",-0.02,,,,,
2025-02-20,106.72,106.9,104.25,105.58,104.34,1806400,1806400,-1.14,-1.07,105.8625,"February 20, 25",-0.0107,,,,,
2025-02-19,106.51,107.27,106.01,106.56,105.31,1655600,1655600,0.05,0.04694395,106.5875,"February 19, 25",0.0004694395,,,,,
2025-02-18,105.64,107.09,105.46,107.06,105.81,2708300,2708300,1.42,1.34,106.3125,"February 18, 25",0.0134,,,,,
2025-02-14,105.28,107,104.71,105.63,104.39,1975846,1975846,0.35,0.33245,105.655,"February 14, 25",0.0033245,,,,,
2025-02-13,108.55,108.78,103.31,104.13,102.91,3987027,3987027,-4.42,-4.07,106.1925,"February 13, 25",-0.0407,,,,,
2025-02-12,106.42,108.99,106.42,108.83,107.55,2961965,2961965,2.41,2.26,107.665,"February 12, 25",0.0226,,,,,
2025-02-11,108.53,110.02,106.88,107.08,105.83,3073546,3073546,-1.45,-1.34,108.1275,"February 11, 25",-0.0134,,,,,
2025-02-10,110.02,110.48,109.27,109.62,108.34,1426400,1426400,-0.4,-0.36357,109.8475,"February 10, 25",-0.0036357,,,,,
2025-02-07,111.57,111.79,108.74,109.6,108.32,1771114,1771114,-1.97,-1.77,110.425,"February 07, 25",-0.0177,,,,,
2025-02-06,112.2,112.5,110.89,111.15,109.85,1137502,1137502,-1.05,-0.93583,111.685,"February 06, 25",-0.0093583,,,,,
2025-02-05,110.62,112.13,110.53,111.8,110.49,1455700,1455700,1.18,1.07,111.27,"February 05, 25",0.0107,,,,,
2025-02-04,109.81,110.54,109.02,110.05,108.76,1251100,1251100,0.24,0.21856,109.855,"February 04, 25",0.0021856,,,,,
2025-02-03,110.64,111.56,109.21,110.67,109.37,1631300,1631300,0.03,0.02711497,110.52,"February 03, 25",0.0002711497,,,,,
2025-01-31,113.38,114.17,112.36,112.85,111.53,1621601,1621601,-0.53,-0.46745,113.19,"January 31, 25",-0.0046745,,,,,
2025-01-30,111.36,114,111.2,112.91,111.59,1395600,1395600,1.55,1.39,112.3675,"January 30, 25",0.0139,,,,,
2025-01-29,110.4,111.05,109.79,110.32,109.03,1130533,1130533,-0.08,-0.07246377,110.39,"January 29, 25",-0.0007246377,,,,,
2025-01-28,110.72,111.13,109.7,110.34,109.05,1223066,1223066,-0.38,-0.34321,110.4725,"January 28, 25",-0.0034321,,,,,
2025-01-27,109.05,110.83,108.81,110.81,109.51,1233466,1233466,1.76,1.61,109.875,"January 27, 25",0.0161,,,,,
2025-01-24,107.93,109.31,107.9,109.05,107.77,1146303,1146303,1.12,1.04,108.5475,"January 24, 25",0.0104,,,,,
2025-01-23,108.57,109.05,107.32,107.86,106.6,1547312,1547312,-0.71,-0.65396,108.2,"January 23, 25",-0.0065396,,,,,
2025-01-22,108.19,109.2,107.98,108.52,107.25,1242400,1242400,0.33,0.30502,108.4725,"January 22, 25",0.0030502,,,,,
2025-01-21,109.1,109.69,108.11,108.57,107.3,2198218,2198218,-0.53,-0.48579,108.8675,"January 21, 25",-0.0048579,,,,,
2025-01-17,109.74,110.12,108.18,108.42,107.15,2575054,2575054,-1.32,-1.2,109.115,"January 17, 25",-0.012,,,,,
2025-01-16,108.74,110.05,108.57,109.1,107.82,1199000,1199000,0.36,0.33106,109.115,"January 16, 25",0.0033106,,,,,
2025-01-15,110.89,111.18,108.68,109.02,107.74,1700108,1700108,-1.87,-1.69,109.9425,"January 15, 25",-0.0169,,,,,
2025-01-14,107.59,108.33,106.97,108.1,106.83,2154249,2154249,0.51,0.47402,107.7475,"January 14, 25",0.0047402,,,,,
2025-01-13,105.34,107.08,105.15,106.82,105.57,2294549,2294549,1.48,1.4,106.0975,"January 13, 25",0.014,,,,,
2025-01-10,108.93,109.62,105.04,105.71,104.47,2161700,2161700,-3.22,-2.96,107.325,"January 10, 25",-0.0296,,,,,
2025-01-08,111.55,111.55,109.68,111.39,110.08,1490516,1490516,-0.16,-0.14343,111.0425,"January 08, 25",-0.0014343,,,,,
2025-01-07,113.44,114.35,111.62,112.28,110.96,942031,942031,-1.16,-1.02,112.9225,"January 07, 25",-0.0102,,,,,
2025-01-06,113.17,115.19,112.92,113.03,111.71,1173278,1173278,-0.14,-0.12371,113.5775,"January 06, 25",-0.0012371,,,,,
2025-01-03,112.32,113.19,111.21,112.58,111.26,896636,896636,0.26,0.23148,112.325,"January 03, 25",0.0023148,,,,,
2025-01-02,112.49,113.49,111.71,111.9,110.59,959802,959802,-0.59,-0.52449,112.3975,"January 02, 25",-0.0052449,,,,,
2024-12-31,111.63,112.43,111.25,112.06,110.75,938433,938433,0.43,0.3852,111.8425,"December 31, 24",0.003852,,,,,
2024-12-30,111.35,111.81,109.63,110.83,109.53,1043900,1043900,-0.52,-0.467,110.905,"December 30, 24",-0.00467,,,,,
2024-12-27,112.82,114.18,111.89,112.35,111.03,1038636,1038636,-0.47,-0.41659,112.81,"December 27, 24",-0.0041659,,,,,
2024-12-26,112.19,114.08,111.73,113.76,112.43,821244,821244,1.57,1.4,112.94,"December 26, 24",0.014,,,,,
2024-12-24,111.46,113.21,111.46,112.98,111.66,439200,439200,1.52,1.36,112.2775,"December 24, 24",0.0136,,,,,
2024-12-23,110.93,112.07,109.59,111.81,110.5,1053911,1053911,0.88,0.79329,111.1,"December 23, 24",0.0079329,,,,,
2024-12-20,109.69,112.85,109.41,112.03,110.72,3300500,3300500,2.34,2.13,110.995,"December 20, 24",0.0213,,,,,
2024-12-19,112.17,113.05,109.93,110.58,109.28,2637083,2637083,-1.59,-1.42,111.4325,"December 19, 24",-0.0142,,,,,
2024-12-18,115,116.16,110.88,110.97,109.67,1783100,1783100,-4.03,-3.5,113.2525,"December 18, 24",-0.035,,,,,
2024-12-17,113.58,115.13,113.24,114.7,113.36,1386000,1386000,1.12,0.98609,114.1625,"December 17, 24",0.0098609,,,,,
2024-12-16,113.83,114.81,113.2,113.96,112.62,1767105,1767105,0.13,0.11421,113.95,"December 16, 24",0.0011421,,,,,
2024-12-13,115.81,115.93,114.06,114.21,112.87,1156033,1156033,-1.6,-1.38,115.0025,"December 13, 24",-0.0138,0.25,2024-12-27,2024-12-13,2024-10-30,0.25
2024-12-12,117.25,117.56,115.76,115.77,114.17,2090800,2090800,-1.48,-1.26,116.585,"December 12, 24",-0.0126,,,,,
2024-12-11,116.23,117.27,115.54,117.07,115.45,1626432,1626432,0.84,0.7227,116.5275,"December 11, 24",0.007227,,,,,
2024-12-10,117.45,117.45,115.41,115.76,114.16,1438950,1438950,-1.69,-1.44,116.5175,"December 10, 24",-0.0144,,,,,
2024-12-09,118,118.86,116.55,116.79,115.18,1748054,1748054,-1.21,-1.03,117.55,"December 09, 24",-0.0103,,,,,
2024-12-06,117.16,118.36,116.24,117.83,116.2,3143400,3143400,0.67,0.57187,117.3975,"December 06, 24",0.0057187,,,,,
2024-12-05,115.98,117.13,115.25,115.85,114.25,2566900,2566900,-0.13,-0.11209,116.0525,"December 05, 24",-0.0011209,,,,,
2024-12-04,118.17,118.27,116.44,116.85,115.24,1589300,1589300,-1.32,-1.12,117.4325,"December 04, 24",-0.0112,,,,,
2024-12-03,118.2,118.61,117.49,118.25,116.62,1326707,1326707,0.05,0.04230118,118.1375,"December 03, 24",0.0004230118,,,,,
2024-12-02,119.36,119.36,117.89,118.13,116.5,2602629,2602629,-1.23,-1.03,118.685,"December 02, 24",-0.0103,,,,,
2024-11-29,119.61,120,118.67,118.96,117.32,868700,868700,-0.65,-0.54343,119.31,"November 29, 24",-0.0054343,,,,,
2024-11-27,117.64,119.78,117.08,119.38,117.73,2782208,2782208,1.74,1.48,118.47,"November 27, 24",0.0148,,,,,
2024-11-26,117.84,118.43,117.26,117.46,115.84,1937006,1937006,-0.38,-0.32247,117.7475,"November 26, 24",-0.0032247,,,,,
2024-11-25,118.44,119.02,117.4,118.58,116.94,2202526,2202526,0.14,0.1182,118.36,"November 25, 24",0.001182,,,,,
2024-11-22,116.16,117.71,115.96,117.08,115.46,1041619,1041619,0.92,0.79201,116.7275,"November 22, 24",0.0079201,,,,,
2024-11-21,115.78,117.08,114.91,116.33,114.72,1573302,1573302,0.55,0.47504,116.025,"November 21, 24",0.0047504,,,,,
2024-11-20,115.39,115.39,114.12,114.83,113.24,2087636,2087636,-0.56,-0.48531,114.9325,"November 20, 24",-0.0048531,,,,,
2024-11-19,114.61,115.52,114,114.72,113.13,2797975,2797975,0.11,0.09597766,114.7125,"November 19, 24",0.0009597766,,,,,
2024-11-18,115.34,116.15,114.68,116.06,114.46,1428491,1428491,0.72,0.62424,115.5575,"November 18, 24",0.0062424,,,,,
2024-11-15,115.89,117.49,115.19,116,114.4,1780744,1780744,0.11,0.09491759,116.1425,"November 15, 24",0.0009491759,,,,,
2024-11-14,116.56,117.5,115.82,116.21,114.6,1486700,1486700,-0.35,-0.30027,116.5225,"November 14, 24",-0.0030027,,,,,
2024-11-13,116.5,117.73,116,116.07,114.47,2034618,2034618,-0.43,-0.3691,116.575,"November 13, 24",-0.003691,,,,,
2024-11-12,114.75,118.05,114.41,116.36,114.75,2747000,2747000,1.61,1.4,115.8925,"November 12, 24",0.014,,,,,
2024-11-11,112.25,115.94,112.01,115.41,113.82,2500801,2500801,3.16,2.82,113.9025,"November 11, 24",0.0282,,,,,
2024-11-08,111.66,112.55,110.6,110.88,109.35,3813800,3813800,-0.78,-0.69855,111.4225,"November 08, 24",-0.0069855,,,,,
2024-11-07,114.4,115.02,111.78,111.92,110.37,2139740,2139740,-2.48,-2.17,113.28,"November 07, 24",-0.0217,,,,,
2024-11-06,111.85,115.29,109.87,115.04,113.45,3846731,3846731,3.19,2.85,113.0125,"November 06, 24",0.0285,,,,,
2024-11-05,105.25,107.48,105.13,107.37,105.89,2894154,2894154,2.12,2.01,106.3075,"November 05, 24",0.0201,,,,,
2024-11-04,104.93,107.12,104.76,105.15,103.7,4156377,4156377,0.22,0.20966,105.49,"November 04, 24",0.0020966,,,,,
2024-11-01,103.62,105.39,103.01,104.44,103,2469218,2469218,0.82,0.79135,104.115,"November 01, 24",0.0079135,,,,,
2024-10-31,103,105.84,102.66,103.71,102.28,2906733,2906733,0.71,0.68932,103.8025,"October 31, 24",0.0068932,,,,,
2024-10-30,98,104.43,96.6,103.33,101.9,4764427,4764427,5.33,5.44,100.59,"October 30, 24",0.0544,,,,,
2024-10-29,101.2,101.2,98.9,99.05,97.68,2360300,2360300,-2.15,-2.12,100.0875,"October 29, 24",-0.0212,,,,,
2024-10-28,99.76,101.91,99.06,101.76,100.35,2142000,2142000,2,2,100.6225,"October 28, 24",0.02,,,,,
2024-10-25,100.71,100.97,98.73,99.13,97.76,1336244,1336244,-1.58,-1.57,99.885,"October 25, 24",-0.0157,,,,,
2024-10-24,100.05,100.59,99.26,99.53,98.15,1784139,1784139,-0.52,-0.51974,99.8575,"October 24, 24",-0.0051974,,,,,
2024-10-23,99.31,99.96,98.78,99.88,98.5,1946400,1946400,0.57,0.57396,99.4825,"October 23, 24",0.0057396,,,,,
2024-10-22,99.01,100.31,98.95,99.31,97.94,1709239,1709239,0.3,0.303,99.395,"October 22, 24",0.00303,,,,,
2024-10-21,101.08,102.41,99.59,99.98,98.6,1931034,1931034,-1.1,-1.09,100.765,"October 21, 24",-0.0109,,,,,
2024-10-18,101.8,102.93,100.36,102.31,100.9,2207500,2207500,0.51,0.50098,101.85,"October 18, 24",0.0050098,,,,,
2024-10-17,102.19,102.56,100.07,101.62,100.22,1981324,1981324,-0.57,-0.55778,101.61,"October 17, 24",-0.0055778,,,,,
2024-10-16,102.51,103.78,101.57,101.74,100.33,1553900,1553900,-0.77,-0.75115,102.4,"October 16, 24",-0.0075115,,,,,
2024-10-15,103,103.99,102.4,102.85,101.43,1698121,1698121,-0.15,-0.14563,103.06,"October 15, 24",-0.0014563,,,,,
2024-10-14,100.56,102.77,99.9,102.63,101.21,1194808,1194808,2.07,2.06,101.465,"October 14, 24",0.0206,,,,,
2024-10-11,98.9,100.7,98.71,100.61,99.22,1833546,1833546,1.71,1.73,99.73,"October 11, 24",0.0173,,,,,
2024-10-10,99.07,99.57,98.1,98.88,97.51,2125869,2125869,-0.19,-0.19178,98.905,"October 10, 24",-0.0019178,,,,,
2024-10-09,98.74,101,98.29,100.42,99.03,2247526,2247526,1.68,1.7,99.6125,"October 09, 24",0.017,,,,,
2024-10-08,97.75,99.61,97.69,98.82,97.45,2195123,2195123,1.07,1.09,98.4675,"October 08, 24",0.0109,,,,,
2024-10-07,98.72,98.99,96.27,97.57,96.22,2217112,2217112,-1.15,-1.16,97.8875,"October 07, 24",-0.0116,,,,,
2024-10-04,99.34,99.49,97.53,98.65,97.29,1963689,1963689,-0.69,-0.69458,98.7525,"October 04, 24",-0.0069458,,,,,
2024-10-03,97.32,98.63,97.25,98.19,96.83,1502800,1502800,0.87,0.89396,97.8475,"October 03, 24",0.0089396,,,,,
2024-10-02,100.02,100.02,96.57,97.66,96.31,3378048,3378048,-2.36,-2.36,98.5675,"October 02, 24",-0.0236,,,,,
2024-10-01,101.15,101.88,99.89,100.42,99.03,2609565,2609565,-0.73,-0.7217,100.835,"October 01, 24",-0.007217,,,,,
2024-09-30,100.22,102.57,100.22,102.42,101,2831925,2831925,2.2,2.2,101.3575,"September 30, 24",0.022,,,,,
2024-09-27,98.65,101.52,97.85,101.02,99.62,2796700,2796700,2.37,2.4,99.76,"September 27, 24",0.024,,,,,
2024-09-26,97.8,98.35,96.42,97.67,96.32,4561128,4561128,-0.13,-0.13292,97.56,"September 26, 24",-0.0013292,,,,,
2024-09-25,100.76,101,96.01,97.06,95.72,8009300,8009300,-3.7,-3.67,98.7075,"September 25, 24",-0.0367,,,,,
2024-09-24,111.21,117.96,102.5,103.81,102.38,9982800,9982800,-7.4,-6.65,108.87,"September 24, 24",-0.0665,,,,,
2024-09-23,111.24,112.88,110.59,110.98,109.45,2112324,2112324,-0.26,-0.23373,111.4225,"September 23, 24",-0.0023373,,,,,
2024-09-20,112.3,112.3,109.86,110.69,109.16,2684939,2684939,-1.61,-1.43,111.2875,"September 20, 24",-0.0143,,,,,
2024-09-19,113.49,114.05,111.47,112.97,111.41,2046507,2046507,-0.52,-0.45819,112.995,"September 19, 24",-0.0045819,,,,,
2024-09-18,111.97,113.2,111.17,111.26,109.72,1058218,1058218,-0.71,-0.6341,111.9,"September 18, 24",-0.006341,,,,,
2024-09-17,112.17,112.88,111,112.07,110.52,1255348,1255348,-0.1,-0.0891504,112.03,"September 17, 24",-0.000891504,,,,,
2024-09-16,110.84,111.53,109.74,111.05,109.52,984407,984407,0.21,0.18946,110.79,"September 16, 24",0.0018946,,,,,
2024-09-13,109.54,111.23,109.54,110.44,108.91,1192200,1192200,0.9,0.82162,110.1875,"September 13, 24",0.0082162,0.25,2024-09-27,2024-09-13,2024-08-07,0.25
2024-09-12,109.59,110,107.19,109.35,107.59,1206633,1206633,-0.24,-0.219,109.0325,"September 12, 24",-0.00219,,,,,
2024-09-11,108.29,109.61,105.98,109.33,107.57,1345631,1345631,1.04,0.96038,108.3025,"September 11, 24",0.0096038,,,,,
2024-09-10,110.14,110.15,107.66,109.36,107.6,1869609,1869609,-0.78,-0.70819,109.3275,"September 10, 24",-0.0070819,,,,,
2024-09-09,108.75,111.1,108.37,110,108.23,1857111,1857111,1.25,1.15,109.555,"September 09, 24",0.0115,,,,,
2024-09-06,108.74,110.27,107.68,107.95,106.21,2122900,2122900,-0.79,-0.7265,108.66,"September 06, 24",-0.007265,,,,,
2024-09-05,110.65,110.65,108.27,108.96,107.21,1299019,1299019,-1.69,-1.53,109.6325,"September 05, 24",-0.0153,,,,,
2024-09-04,109.47,111.35,109.19,110.04,108.27,1435900,1435900,0.57,0.52069,110.0125,"September 04, 24",0.0052069,,,,,
2024-09-03,110.08,111.22,109,109.59,107.83,1262757,1262757,-0.49,-0.44513,109.9725,"September 03, 24",-0.0044513,,,,,
2024-08-30,111.16,111.45,110.25,111.01,109.22,2013645,2013645,-0.15,-0.13494,110.9675,"August 30, 24",-0.0013494,,,,,
2024-08-29,109.24,111.84,108.64,110.88,109.09,1465500,1465500,1.64,1.5,110.15,"August 29, 24",0.015,,,,,
2024-08-28,109.77,110.2,107.64,108.4,106.65,1574745,1574745,-1.37,-1.25,109.0025,"August 28, 24",-0.0125,,,,,
2024-08-27,110.02,110.65,109.5,109.98,108.21,897800,897800,-0.04,-0.03635703,110.0375,"August 27, 24",-0.0003635703,,,,,
2024-08-26,111.15,112.12,110.04,110.4,108.62,980000,980000,-0.75,-0.67476,110.9275,"August 26, 24",-0.0067476,,,,,
2024-08-23,109.82,110.56,109.21,110.49,108.71,1036600,1036600,0.67,0.61009,110.02,"August 23, 24",0.0061009,,,,,
2024-08-22,109.55,111.06,109.11,109.23,107.47,1110029,1110029,-0.32,-0.2921,109.7375,"August 22, 24",-0.002921,,,,,
2024-08-21,109.39,109.54,108,109.35,107.59,1503900,1503900,-0.04,-0.03656641,109.07,"August 21, 24",-0.0003656641,,,,,
2024-08-20,109.89,109.95,108.37,108.65,106.9,1251741,1251741,-1.24,-1.13,109.215,"August 20, 24",-0.0113,,,,,
2024-08-19,109.38,110.32,109.18,109.9,108.13,1255000,1255000,0.52,0.47541,109.695,"August 19, 24",0.0047541,,,,,
2024-08-16,108.11,109.69,107.97,108.83,107.08,2093390,2093390,0.72,0.66599,108.65,"August 16, 24",0.0066599,,,,,
2024-08-15,106.72,109.28,106.72,108.78,107.03,2986517,2986517,2.06,1.93,107.875,"August 15, 24",0.0193,,,,,
2024-08-14,104.16,105.4,103.85,105.08,103.39,2174274,2174274,0.92,0.88326,104.6225,"August 14, 24",0.0088326,,,,,
2024-08-13,101.05,104.31,100.56,103.76,102.09,2528929,2528929,2.71,2.68,102.42,"August 13, 24",0.0268,,,,,
2024-08-12,102.07,102.84,100.19,100.43,98.81,2054700,2054700,-1.64,-1.61,101.3825,"August 12, 24",-0.0161,,,,,
2024-08-09,103.99,104.43,101.95,102.06,100.42,2125447,2125447,-1.93,-1.86,103.1075,"August 09, 24",-0.0186,,,,,
2024-08-08,100.42,104.53,99.98,104.06,102.38,3671843,3671843,3.64,3.62,102.2475,"August 08, 24",0.0362,,,,,
2024-08-07,97.57,101.88,96.82,99.46,97.86,3812000,3812000,1.89,1.94,98.9325,"August 07, 24",0.0194,,,,,
2024-08-06,92.62,94.99,92.01,93.02,91.52,2961200,2961200,0.4,0.43187,93.16,"August 06, 24",0.0043187,,,,,
2024-08-05,93,94.67,92.11,92.66,91.17,2537630,2537630,-0.34,-0.36559,93.11,"August 05, 24",-0.0036559,,,,,
2024-08-02,96.5,96.78,93.99,95.62,94.08,1957736,1957736,-0.88,-0.91192,95.7225,"August 02, 24",-0.0091192,,,,,
2024-08-01,101.91,102.38,97.78,98.12,96.54,1879400,1879400,-3.79,-3.72,100.0475,"August 01, 24",-0.0372,,,,,
2024-07-31,101.72,102.65,100.1,101.64,100,1712498,1712498,-0.08,-0.07864727,101.5275,"July 31, 24",-0.0007864727,,,,,
2024-07-30,102.16,102.96,101.21,101.82,100.18,998800,998800,-0.34,-0.33281,102.0375,"July 30, 24",-0.0033281,,,,,
2024-07-29,101.3,102.22,100.34,101.57,99.93,1136901,1136901,0.27,0.26654,101.3575,"July 29, 24",0.0026654,,,,,
2024-07-26,99.41,101.66,99.04,101.19,99.56,1778747,1778747,1.78,1.79,100.325,"July 26, 24",0.0179,,,,,
2024-07-25,99.01,101.2,98.69,98.74,97.15,1335400,1335400,-0.27,-0.2727,99.41,"July 25, 24",-0.002727,,,,,
2024-07-24,99.48,100.52,98.2,98.38,96.8,1868199,1868199,-1.1,-1.11,99.145,"July 24, 24",-0.0111,,,,,
2024-07-23,101.06,101.18,99.25,99.91,98.3,1843956,1843956,-1.15,-1.14,100.35,"July 23, 24",-0.0114,,,,,
2024-07-22,101.35,101.54,98.93,100.35,98.73,2353200,2353200,-1,-0.98668,100.5425,"July 22, 24",-0.0098668,,,,,
2024-07-19,101.47,101.85,99.4,100.64,99.02,1921818,1921818,-0.83,-0.81798,100.84,"July 19, 24",-0.0081798,,,,,
2024-07-18,103.03,104.35,101.11,101.16,99.53,1746202,1746202,-1.87,-1.82,102.4125,"July 18, 24",-0.0182,,,,,
2024-07-17,102.31,105.17,102.3,103.52,101.85,2493326,2493326,1.21,1.18,103.325,"July 17, 24",0.0118,,,,,
2024-07-16,99.79,103.24,99.76,103.11,101.45,2790257,2790257,3.32,3.33,101.475,"July 16, 24",0.0333,,,,,
2024-07-15,98,100,97.65,99.5,97.9,2182511,2182511,1.5,1.53,98.7875,"July 15, 24",0.0153,,,,,
2024-07-12,97.63,98.53,96.92,97.45,95.88,3246210,3246210,-0.18,-0.18437,97.6325,"July 12, 24",-0.0018437,,,,,
2024-07-11,95.62,98.01,94.86,96.84,95.28,2617453,2617453,1.22,1.28,96.3325,"July 11, 24",0.0128,,,,,
2024-07-10,95.08,95.65,93.73,94.82,93.29,1955966,1955966,-0.26,-0.27345,94.82,"July 10, 24",-0.0027345,,,,,
2024-07-09,95.38,96.52,94.82,95.79,94.25,2507302,2507302,0.41,0.42986,95.6275,"July 09, 24",0.0042986,,,,,
2024-07-08,96.15,96.69,94.8,95.52,93.98,1609735,1609735,-0.63,-0.65523,95.79,"July 08, 24",-0.0065523,,,,,
2024-07-05,96.35,96.62,95.43,96.22,94.67,1345504,1345504,-0.13,-0.13492,96.155,"July 05, 24",-0.0013492,,,,,
2024-07-03,98.48,98.63,96.19,96.59,95.03,1283347,1283347,-1.89,-1.92,97.4725,"July 03, 24",-0.0192,,,,,
2024-07-02,95.87,97.1,95.73,97.09,95.53,1294753,1294753,1.22,1.27,96.4475,"July 02, 24",0.0127,,,,,
2024-07-01,97,97.04,95.07,95.68,94.14,1959620,1959620,-1.32,-1.36,96.1975,"July 01, 24",-0.0136,,,,,
2024-06-28,95.23,97.03,94.54,96.7,95.14,3439182,3439182,1.47,1.54,95.875,"June 28, 24",0.0154,,,,,
2024-06-27,94.94,95.11,93.78,94.82,93.29,1210555,1210555,-0.12,-0.1264,94.6625,"June 27, 24",-0.001264,,,,,
2024-06-26,95.03,95.64,94.43,95.16,93.63,2203514,2203514,0.13,0.1368,95.065,"June 26, 24",0.001368,,,,,
2024-06-25,97,97,95.19,95.65,94.11,1835663,1835663,-1.35,-1.39,96.21,"June 25, 24",-0.0139,,,,,
2024-06-24,95.03,97.59,95.03,97.04,95.48,2867455,2867455,2.01,2.12,96.1725,"June 24, 24",0.0212,,,,,
2024-06-21,94.52,96,93.56,95.03,93.5,4749018,4749018,0.51,0.53957,94.7775,"June 21, 24",0.0053957,,,,,
2024-06-20,92.1,95.03,92.01,94.37,92.85,3462200,3462200,2.27,2.46,93.3775,"June 20, 24",0.0246,,,,,
2024-06-18,94,94.25,91.6,92.21,90.73,2614438,2614438,-1.79,-1.9,93.015,"June 18, 24",-0.019,,,,,
2024-06-17,93.58,94.33,91.97,93.89,92.38,2846174,2846174,0.31,0.33127,93.4425,"June 17, 24",0.0033127,,,,,
2024-06-14,92.68,94.2,92.45,94.17,92.65,2543227,2543227,1.49,1.61,93.375,"June 14, 24",0.0161,0.25,2024-06-28,2024-06-14,2024-05-01,0.25
2024-06-13,95.5,95.5,93.15,93.64,91.89,2309400,2309400,-1.86,-1.95,94.4475,"June 13, 24",-0.0195,,,,,
2024-06-12,97.6,97.83,95.37,95.44,93.66,2475938,2475938,-2.16,-2.21,96.56,"June 12, 24",-0.0221,,,,,
2024-06-11,97.2,97.22,96.25,96.68,94.87,1488700,1488700,-0.52,-0.53498,96.8375,"June 11, 24",-0.0053498,,,,,
2024-06-10,97.15,97.46,95.85,97.33,95.51,3011353,3011353,0.18,0.18528,96.9475,"June 10, 24",0.0018528,,,,,
2024-06-07,97.5,99.12,96.81,97.71,95.88,2705800,2705800,0.21,0.21538,97.785,"June 07, 24",0.0021538,,,,,
2024-06-06,98.52,99.68,97.62,97.76,95.93,2484283,2484283,-0.76,-0.77142,98.395,"June 06, 24",-0.0077142,,,,,
2024-06-05,97.79,98.75,97.06,98.51,96.67,2552732,2552732,0.72,0.73627,98.0275,"June 05, 24",0.0073627,,,,,
2024-06-04,98.69,98.95,97.45,97.54,95.72,2323500,2323500,-1.15,-1.17,98.1575,"June 04, 24",-0.0117,,,,,
2024-06-03,101.39,102.1,98.9,99.08,97.23,2198400,2198400,-2.31,-2.28,100.3675,"June 03, 24",-0.0228,,,,,
2024-05-31,100.95,101.9,99.21,101.85,99.95,3273400,3273400,0.9,0.89153,100.9775,"May 31, 24",0.0089153,,,,,
2024-05-30,100.82,101.54,100.09,100.57,98.69,4607101,4607101,-0.25,-0.24797,100.755,"May 30, 24",-0.0024797,,,,,
2024-05-29,100.26,100.96,99.41,100.49,98.61,3078380,3078380,0.23,0.2294,100.28,"May 29, 24",0.002294,,,,,
2024-05-28,102.8,103.13,101.18,101.47,99.57,2205200,2205200,-1.33,-1.29,102.145,"May 28, 24",-0.0129,,,,,
2024-05-24,103,104.47,102.63,102.76,100.84,2870647,2870647,-0.24,-0.23301,103.215,"May 24, 24",-0.0023301,,,,,
2024-05-23,106.2,106.4,102.96,103.24,101.31,2751800,2751800,-2.96,-2.79,104.7,"May 23, 24",-0.0279,,,,,
2024-05-22,107.09,107.46,105.88,106.27,104.28,1831148,1831148,-0.82,-0.76571,106.675,"May 22, 24",-0.0076571,,,,,
