dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,enterpriseValueMultipleTTM,priceFairValueTTM,dividendPerShareTTM
0,0,19.621104019312007,6.636549888884947,0,0.5692833437387047,0.5692833437387047,0.30351920612493016,8.154749681711774,0,8.154749681711776,14.316398954053044,-6.161649272341268,0.6151998028666475,0.2200090352786562,0.19557271345845825,0.17013019015154626,0.13009239815203696,0.10376094280311095,2.387608069164265,0.21682114380539927,0.869907601847963,0.8889303714765727,0.2200090352786562,0.4848522799854722,42.17211328976035,0.9762219286657859,0.9768368994751716,7.053324555628703,0.4053572351087462,86.979302832244,44.75919117647059,25.495238095238093,0,25.5230607966457,0.6098914173356544,11.441465744136368,11.21253435793495,6.734519790899613,0.3222514271633332,0.9799910788249538,0.4053572351087462,101.24516129032259,49.97770700636943,49.97770700636943,177.08153246187362,177.08153246187362,3.3964750839870224,19.621104019312007,10.755025921061186,10.358812642579492,10.358812642579492,6.636549888884947,3.3964750839870224,15.891587999673815,177.08153246187362,0
