date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,recordDate,declarationDate,paymentDate,dividend,adjDividend
2025-11-04,628.04,641.74,626.01,627.32,626.81,27356600,27356600,-0.715,-0.11464,630.7775,"November 04, 25",-0.0011464,,,,,
2025-11-03,656,659.33,636.18,637.71,637.19,33003600,33003600,-18.29,-2.79,647.305,"November 03, 25",-0.0279,,,,,
2025-10-31,674.51,674.89,645.57,648.35,647.82,56953200,56953200,-26.16,-3.88,660.83,"October 31, 25",-0.0388,,,,,
2025-10-30,669.15,680.96,650.17,666.47,665.93,88440100,88440100,-2.68,-0.40051,666.6875,"October 30, 25",-0.0040051,,,,,
2025-10-29,754.75,759.16,742.51,751.67,751.06,26818600,26818600,-3.08,-0.40808,752.0225,"October 29, 25",-0.0040808,,,,,
2025-10-28,752.63,758.4,745.52,751.44,750.83,12193818,12193818,-1.19,-0.15811,751.9975,"October 28, 25",-0.0015811,,,,,
2025-10-27,749.73,755.75,748.01,750.82,750.21,11321100,11321100,1.09,0.14539,751.0775,"October 27, 25",0.0014539,,,,,
2025-10-24,736.79,741.21,731.15,738.36,737.76,9151300,9151300,1.57,0.21309,736.8775,"October 24, 25",0.0021309,,,,,
2025-10-23,734.7,742.41,733.1,734,733.41,9856000,9856000,-0.7,-0.09527698,736.0525,"October 23, 25",-0.0009527698,,,,,
2025-10-22,733.83,740.6,724.03,733.41,732.82,8734500,8734500,-0.42,-0.05723396,732.9675,"October 22, 25",-0.0005723396,,,,,
2025-10-21,736.02,738.5,728.75,733.27,732.68,7647300,7647300,-2.75,-0.37363,734.135,"October 21, 25",-0.0037363,,,,,
2025-10-20,721.19,733.77,720.18,732.17,731.58,8900204,8900204,10.98,1.52,726.8275,"October 20, 25",0.0152,,,,,
2025-10-17,707.08,718.54,706.12,716.92,716.34,12232441,12232441,9.84,1.39,712.165,"October 17, 25",0.0139,,,,,
2025-10-16,717.55,725.49,703.88,712.07,711.49,9017010,9017010,-5.48,-0.76371,714.7475,"October 16, 25",-0.0076371,,,,,
2025-10-15,717.06,723.9,709.51,717.55,716.97,10246800,10246800,0.49,0.06833459,717.005,"October 15, 25",0.0006833459,,,,,
2025-10-14,707.78,715.55,699.33,708.65,708.08,8829800,8829800,0.87,0.12292,707.8275,"October 14, 25",0.0012292,,,,,
2025-10-13,713.01,719.94,707.64,715.7,715.12,9251800,9251800,2.69,0.37727,714.0725,"October 13, 25",0.0037727,,,,,
2025-10-10,730.92,735.27,704.51,705.3,704.73,16980100,16980100,-25.62,-3.51,719,"October 10, 25",-0.0351,,,,,
2025-10-09,718.28,733.51,712.44,733.51,732.92,12717200,12717200,15.24,2.12,724.435,"October 09, 25",0.0212,,,,,
2025-10-08,713.45,719.65,707.81,717.84,717.26,10790600,10790600,4.39,0.61532,714.6875,"October 08, 25",0.0061532,,,,,
2025-10-07,717.72,718.5,705.75,713.08,712.5,12062928,12062928,-4.64,-0.64649,713.7625,"October 07, 25",-0.0064649,,,,,
2025-10-06,705.19,716.88,690.51,715.66,715.08,21654738,21654738,10.48,1.48,707.06,"October 06, 25",0.0148,,,,,
2025-10-03,729.63,731,710.18,710.56,709.98,16154305,16154305,-19.07,-2.61,720.3425,"October 03, 25",-0.0261,,,,,
2025-10-02,722.58,727.77,718.14,727.05,726.46,11415300,11415300,4.47,0.61862,723.885,"October 02, 25",0.0061862,,,,,
2025-10-01,721.49,721.85,710.2,717.34,716.76,20419633,20419633,-4.15,-0.5752,717.72,"October 01, 25",-0.005752,,,,,
2025-09-30,742.25,742.97,726.3,734.38,733.79,16226800,16226800,-7.87,-1.06,736.475,"September 30, 25",-0.0106,,,,,
2025-09-29,748.72,750.78,739.15,743.4,742.8,9246800,9246800,-5.32,-0.71055,745.5125,"September 29, 25",-0.0071055,,,,,
2025-09-26,750,751.93,737.35,743.75,743.15,9696338,9696338,-6.25,-0.83333,745.7575,"September 26, 25",-0.0083333,,,,,
2025-09-25,753.45,756.77,744.55,748.91,748.3,10591100,10591100,-4.54,-0.60256,750.92,"September 25, 25",-0.0060256,,,,,
2025-09-24,757.5,761.11,752.53,760.66,760.04,8828227,8828227,3.16,0.41716,757.95,"September 24, 25",0.0041716,,,,,
2025-09-23,769.25,770.6,751.07,755.4,754.79,10872600,10872600,-13.85,-1.8,761.58,"September 23, 25",-0.018,,,,,
2025-09-22,781.85,785.73,764.47,765.16,764.54,11706946,11706946,-16.69,-2.13,774.3025,"September 22, 25",-0.0213,2025-09-22,2025-09-11,2025-09-29,0.525,0.525
2025-09-19,786.42,790.8,769.19,778.38,777.22,23696824,23696824,-8.04,-1.02,781.1975,"September 19, 25",-0.0102,,,,,
2025-09-18,780.75,788.78,773.36,780.25,779.09,10955000,10955000,-0.5,-0.06404099,780.785,"September 18, 25",-0.0006404099,,,,,
2025-09-17,779.99,783.29,766.31,775.72,774.56,9400900,9400900,-4.27,-0.54744,776.3275,"September 17, 25",-0.0054744,,,,,
2025-09-16,767,781.36,765.1,779,777.84,11782500,11782500,12,1.56,773.115,"September 16, 25",0.0156,,,,,
2025-09-15,757.47,774.07,751.99,764.7,763.56,10533800,10533800,7.23,0.95449,762.0575,"September 15, 25",0.0095449,,,,,
2025-09-12,748.73,757.57,743.76,755.59,754.46,8248600,8248600,6.87,0.91622,751.4125,"September 12, 25",0.0091622,,,,,
2025-09-11,754.65,757.1,748.37,750.9,749.78,7923300,7923300,-3.75,-0.49692,752.755,"September 11, 25",-0.0049692,,,,,
2025-09-10,765.13,765.7,751,751.98,750.86,12478300,12478300,-13.15,-1.72,758.4525,"September 10, 25",-0.0172,,,,,
2025-09-09,757.49,766.3,753.43,765.7,764.56,10999026,10999026,8.21,1.08,760.73,"September 09, 25",0.0108,,,,,
2025-09-08,756,766.51,752.02,752.3,751.18,13087816,13087816,-3.7,-0.48942,756.7075,"September 08, 25",-0.0048942,,,,,
2025-09-05,752.62,757.95,745.03,752.45,751.33,9663441,9663441,-0.165,-0.02258776,752.0125,"September 05, 25",-0.0002258776,,,,,
2025-09-04,748.57,761.16,745.82,748.65,747.53,11439100,11439100,0.08,0.01068704,751.05,"September 04, 25",0.0001068704,,,,,
2025-09-03,736,740.25,733.99,737.05,735.95,7699332,7699332,1.05,0.14266,736.8225,"September 03, 25",0.0014266,,,,,
2025-09-02,726.04,736,721.73,735.11,734.01,9350900,9350900,9.07,1.25,729.72,"September 02, 25",0.0125,,,,,
2025-08-29,745.28,747.14,735.35,738.7,737.6,9070546,9070546,-6.58,-0.88289,741.6175,"August 29, 25",-0.0088289,,,,,
2025-08-28,744,753.05,740.8,751.11,749.99,7468000,7468000,7.11,0.95565,747.24,"August 28, 25",0.0095565,,,,,
2025-08-27,752.3,754.15,742.84,747.38,746.27,8315435,8315435,-4.92,-0.65399,749.1675,"August 27, 25",-0.0065399,,,,,
2025-08-26,750.8,754.87,747.94,754.1,752.98,7601800,7601800,3.3,0.43953,751.9275,"August 26, 25",0.0043953,,,,,
2025-08-25,754.82,758.88,750.13,753.3,752.18,6861200,6861200,-1.52,-0.20137,754.2825,"August 25, 25",-0.0020137,,,,,
2025-08-22,739.23,756.9,734.39,754.79,753.67,10612700,10612700,15.56,2.1,746.3275,"August 22, 25",0.021,,,,,
2025-08-21,744.71,745.5,733.11,739.1,738,8876307,8876307,-5.61,-0.75331,740.605,"August 21, 25",-0.0075331,,,,,
2025-08-20,747.57,750.2,731,747.72,746.61,11898200,11898200,0.15,0.02006501,744.1225,"August 20, 25",0.0002006501,,,,,
2025-08-19,767.12,767.17,749.36,751.48,750.36,12286700,12286700,-15.64,-2.04,758.7825,"August 19, 25",-0.0204,,,,,
2025-08-18,775.09,775.81,756.56,767.37,766.23,16513737,16513737,-7.72,-0.99601,768.7075,"August 18, 25",-0.0099601,,,,,
2025-08-15,784.15,796.25,780.82,785.23,784.06,13375400,13375400,1.08,0.13773,786.6125,"August 15, 25",0.0013773,,,,,
2025-08-14,777.88,787.81,772.51,782.13,780.96,8116200,8116200,4.25,0.54636,780.0825,"August 14, 25",0.0054636,,,,,
2025-08-13,791.15,795.46,778.23,780.08,778.92,8811800,8811800,-11.07,-1.4,786.23,"August 13, 25",-0.014,,,,,
2025-08-12,773,793.67,772.43,790,788.82,14579765,14579765,17,2.2,782.275,"August 12, 25",0.022,,,,,
2025-08-11,770.08,773.46,764.67,765.87,764.73,7612000,7612000,-4.21,-0.5467,768.52,"August 11, 25",-0.005467,,,,,
2025-08-08,762.75,769.9,758.58,769.3,768.15,7320800,7320800,6.55,0.85873,765.1325,"August 08, 25",0.0085873,,,,,
2025-08-07,773.49,775,759.55,761.83,760.69,9019700,9019700,-11.66,-1.51,767.4675,"August 07, 25",-0.0151,,,,,
2025-08-06,770,773.64,760.46,771.99,770.84,9733910,9733910,1.99,0.25844,769.0225,"August 06, 25",0.0025844,,,,,
2025-08-05,776.45,783.13,763,763.46,762.32,11640300,11640300,-12.99,-1.67,771.51,"August 05, 25",-0.0167,,,,,
2025-08-04,760,776.85,758.41,776.37,775.21,15801727,15801727,16.37,2.15,767.9075,"August 04, 25",0.0215,,,,,
2025-08-01,760.73,766,745.31,750.01,748.89,19028710,19028710,-10.72,-1.41,755.5125,"August 01, 25",-0.0141,,,,,
2025-07-31,775.2,784.75,765.51,773.44,772.29,38831100,38831100,-1.76,-0.22704,774.725,"July 31, 25",-0.0022704,,,,,
2025-07-30,708.09,708.5,691.2,695.21,694.17,27077300,27077300,-12.88,-1.82,700.75,"July 30, 25",-0.0182,,,,,
2025-07-29,720,724.47,699.91,700,698.96,13267032,13267032,-20,-2.78,711.095,"July 29, 25",-0.0278,,,,,
2025-07-28,715.2,724.74,712.68,717.63,716.56,8715743,8715743,2.43,0.33977,717.5625,"July 28, 25",0.0033977,,,,,
2025-07-25,716.92,720.65,711.9,712.68,711.62,8271700,8271700,-4.24,-0.59142,715.5375,"July 25, 25",-0.0059142,,,,,
2025-07-24,717.05,723.62,714,714.8,713.73,10920836,10920836,-2.25,-0.31379,717.3675,"July 24, 25",-0.0031379,,,,,
2025-07-23,706.37,714.63,704.93,713.58,712.52,8771615,8771615,7.22,1.02,709.8775,"July 23, 25",0.0102,,,,,
2025-07-22,716.19,716.6,701.41,704.81,703.76,8921100,8921100,-11.38,-1.59,709.7525,"July 22, 25",-0.0159,,,,,
2025-07-21,706.8,717,705.76,712.97,711.91,9404400,9404400,6.17,0.87295,710.6325,"July 21, 25",0.0087295,,,,,
2025-07-18,702.19,704.71,691.65,704.28,703.23,12779800,12779800,2.09,0.29764,700.7075,"July 18, 25",0.0029764,,,,,
2025-07-17,704.39,705.9,697.11,701.41,700.36,11803300,11803300,-2.98,-0.42306,702.2025,"July 17, 25",-0.0042306,,,,,
2025-07-16,713.37,713.97,699.27,702.91,701.86,13067627,13067627,-10.46,-1.47,707.38,"July 16, 25",-0.0147,,,,,
2025-07-15,723.9,724.47,709.82,710.39,709.33,11529511,11529511,-13.51,-1.87,717.145,"July 15, 25",-0.0187,,,,,
2025-07-14,717.6,728,716.55,720.92,719.85,8939400,8939400,3.32,0.46265,720.7675,"July 14, 25",0.0046265,,,,,
2025-07-11,722.5,725.16,709.7,717.51,716.44,10873900,10873900,-4.99,-0.69066,718.7175,"July 11, 25",-0.0069066,,,,,
2025-07-10,731.55,735.8,719.6,727.24,726.16,9922249,9922249,-4.31,-0.58916,728.5475,"July 10, 25",-0.0058916,,,,,
2025-07-09,722.72,737.53,722.72,732.78,731.69,11418000,11418000,10.06,1.39,728.9375,"July 09, 25",0.0139,,,,,
2025-07-08,721.57,722.91,714.81,720.67,719.6,7770700,7770700,-0.9,-0.12473,719.99,"July 08, 25",-0.0012473,,,,,
2025-07-07,717.6,727,713.51,718.35,717.28,9457100,9457100,0.75,0.10452,719.115,"July 07, 25",0.0010452,,,,,
2025-07-03,726.61,729.03,714.42,719.01,717.94,8601700,8601700,-7.6,-1.05,722.2675,"July 03, 25",-0.0105,,,,,
2025-07-02,715.33,720.3,712.8,713.57,712.51,9336740,9336740,-1.75,-0.24604,715.5,"July 02, 25",-0.0024604,,,,,
2025-07-01,736.88,737.75,715.37,719.22,718.15,13431248,13431248,-17.65,-2.4,727.305,"July 01, 25",-0.024,,,,,
2025-06-30,744.55,747.9,734.25,738.09,736.99,15402105,15402105,-6.46,-0.86764,741.1975,"June 30, 25",-0.0086764,,,,,
2025-06-27,726.52,735.43,725.86,733.63,732.54,18775735,18775735,7.12,0.97864,730.36,"June 27, 25",0.0097864,,,,,
2025-06-26,714.36,728.22,711.05,726.09,725.01,13964800,13964800,11.74,1.64,719.93,"June 26, 25",0.0164,,,,,
2025-06-25,713.32,716.58,705.38,708.68,707.62,9320436,9320436,-4.64,-0.65048,710.99,"June 25, 25",-0.0065048,,,,,
2025-06-24,704.89,713.19,702.11,712.2,711.14,13823200,13823200,7.32,1.04,708.0975,"June 24, 25",0.0104,,,,,
2025-06-23,683.69,699.05,678.75,698.53,697.49,11080100,11080100,14.84,2.17,690.005,"June 23, 25",0.0217,,,,,
2025-06-20,700.75,701.82,678.67,682.35,681.33,22538640,22538640,-18.4,-2.63,690.8975,"June 20, 25",-0.0263,,,,,
2025-06-18,698.18,701.59,694.9,695.77,694.73,10068300,10068300,-2.41,-0.34518,697.61,"June 18, 25",-0.0034518,,,,,
2025-06-17,702,705.97,696.06,697.23,696.19,10066110,10066110,-4.77,-0.67949,700.315,"June 17, 25",-0.0067949,,,,,
2025-06-16,699.33,707.15,693.51,702.12,701.07,13720300,13720300,2.79,0.39895,700.5275,"June 16, 25",0.0039895,2025-06-16,2025-05-29,2025-06-26,0.525,0.525
2025-06-13,687.95,694.57,681.01,682.87,681.33,9274441,9274441,-5.08,-0.73843,686.6,"June 13, 25",-0.0073843,,,,,
2025-06-12,693.3,695.38,687,693.36,691.79,7322730,7322730,0.06,0.00865426,692.26,"June 12, 25",8.65426e-05,,,,,
2025-06-11,703.71,708.87,691.99,694.14,692.57,9582508,9582508,-9.57,-1.36,699.6775,"June 11, 25",-0.0136,,,,,
2025-06-10,701.35,703.23,691.56,702.4,700.81,10850146,10850146,1.05,0.14971,699.635,"June 10, 25",0.0014971,,,,,
2025-06-09,698.46,705.19,693.94,694.06,692.49,12773221,12773221,-4.4,-0.62996,697.9125,"June 09, 25",-0.0062996,,,,,
2025-06-06,696.17,702.81,691.87,697.71,696.13,11728000,11728000,1.54,0.22121,697.14,"June 06, 25",0.0022121,,,,,
2025-06-05,691.66,694.38,682.25,684.62,683.07,13120335,13120335,-7.04,-1.02,688.2275,"June 05, 25",-0.0102,,,,,
2025-06-04,669.32,689,668.57,687.95,686.4,14031931,14031931,18.63,2.78,678.71,"June 04, 25",0.0278,,,,,
2025-06-03,671.45,675.58,665.03,666.85,665.34,11585031,11585031,-4.6,-0.68508,669.7275,"June 03, 25",-0.0068508,,,,,
2025-06-02,644.39,673.26,644.26,670.9,669.38,15766300,15766300,26.51,4.11,658.2025,"June 02, 25",0.0411,,,,,
2025-05-30,642.5,649.41,632.78,647.49,646.03,16241000,16241000,4.99,0.77665,643.045,"May 30, 25",0.0077665,,,,,
2025-05-29,651.65,653.32,639.5,645.05,643.59,8883436,8883436,-6.6,-1.01,647.38,"May 29, 25",-0.0101,,,,,
2025-05-28,642.6,650.88,642.55,643.58,642.13,9042900,9042900,0.98,0.15251,644.9025,"May 28, 25",0.0015251,,,,,
2025-05-27,635.41,643.08,632.75,642.32,640.87,9508400,9508400,6.91,1.09,638.39,"May 27, 25",0.0109,,,,,
2025-05-23,624,632.45,622.65,627.06,625.64,8454100,8454100,3.06,0.49038,626.54,"May 23, 25",0.0049038,,,,,
2025-05-22,634.05,643.25,630.71,636.57,635.13,8228443,8228443,2.52,0.39744,636.145,"May 22, 25",0.0039744,,,,,
2025-05-21,631.79,646.61,630.17,635.5,634.06,11464600,11464600,3.71,0.58722,636.0175,"May 21, 25",0.0058722,,,,,
2025-05-20,636.01,639.35,632.26,637.1,635.66,6743500,6743500,1.09,0.17138,636.18,"May 20, 25",0.0017138,,,,,
2025-05-19,628.25,643,627.8,640.43,638.98,9592400,9592400,12.18,1.94,634.87,"May 19, 25",0.0194,,,,,
2025-05-16,637.96,640.44,626.15,640.34,638.89,18519000,18519000,2.38,0.37306,636.2225,"May 16, 25",0.0037306,,,,,
2025-05-15,654.28,657.31,638.58,643.88,642.42,14341835,14341835,-10.39,-1.59,648.5125,"May 15, 25",-0.0159,,,,,
2025-05-14,661.21,662.67,654.31,659.36,657.87,12348200,12348200,-1.85,-0.27979,659.3875,"May 14, 25",-0.0027979,,,,,
2025-05-13,645.54,660.92,642.83,656.03,654.55,18570821,18570821,10.49,1.62,651.33,"May 13, 25",0.0162,,,,,
2025-05-12,630.92,640.39,621.03,639.43,637.98,21965100,21965100,8.51,1.35,632.9425,"May 12, 25",0.0135,,,,,
2025-05-09,603.72,606.97,591.71,592.49,591.15,10427300,10427300,-11.23,-1.86,598.7225,"May 09, 25",-0.0186,,,,,
2025-05-08,606.29,611.3,596.62,598.01,596.66,14622805,14622805,-8.27,-1.37,603.055,"May 08, 25",-0.0137,,,,,
2025-05-07,590.36,603.08,586.67,596.81,595.46,13160976,13160976,6.45,1.09,594.23,"May 07, 25",0.0109,,,,,
2025-05-06,592.53,596.03,586.58,587.31,585.98,10600700,10600700,-5.22,-0.88097,590.6125,"May 06, 25",-0.0088097,,,,,
2025-05-05,591.22,603.21,588.05,599.27,597.92,13887724,13887724,8.05,1.36,595.4375,"May 05, 25",0.0136,,,,,
2025-05-02,583.46,604.34,578.33,597.02,595.67,24739300,24739300,13.56,2.32,590.7875,"May 02, 25",0.0232,,,,,
2025-05-01,592.08,592.95,570.5,572.21,570.92,31159033,31159033,-19.87,-3.36,581.935,"May 01, 25",-0.0336,,,,,
2025-04-30,538.4,549.1,529.5,549,547.76,29244000,29244000,10.6,1.97,541.5,"April 30, 25",0.0197,,,,,
2025-04-29,546,556.57,544.12,554.44,553.19,11835036,11835036,8.44,1.55,550.2825,"April 29, 25",0.0155,,,,,
2025-04-28,555.64,558.49,540.59,549.74,548.5,15179000,15179000,-5.9,-1.06,551.115,"April 28, 25",-0.0106,,,,,
2025-04-25,546.8,549.86,536.25,547.27,546.03,17098921,17098921,0.47,0.08595465,545.045,"April 25, 25",0.0008595465,,,,,
2025-04-24,518.73,533.9,517.5,533.15,531.95,13910011,13910011,14.42,2.78,525.82,"April 24, 25",0.0278,,,,,
2025-04-23,528.53,535.34,516.52,520.27,519.09,18173910,18173910,-8.25,-1.56,525.165,"April 23, 25",-0.0156,,,,,
2025-04-22,491.87,506.88,486.36,500.28,499.15,17399408,17399408,8.41,1.71,496.3475,"April 22, 25",0.0171,,,,,
2025-04-21,491.33,493.5,479.8,484.66,483.56,16166000,16166000,-6.66,-1.36,487.3225,"April 21, 25",-0.0136,,,,,
2025-04-17,505.25,507.3,498.01,501.48,500.35,14593508,14593508,-3.77,-0.74617,503.01,"April 17, 25",-0.0074617,,,,,
2025-04-16,508.51,513.37,495.63,502.31,501.17,18735100,18735100,-6.2,-1.22,504.955,"April 16, 25",-0.0122,,,,,
2025-04-15,532.11,537.94,517.5,521.52,520.34,15558700,15558700,-10.59,-1.99,527.2675,"April 15, 25",-0.0199,,,,,
2025-04-14,556.17,557.77,528.28,531.48,530.28,14130928,14130928,-24.69,-4.44,543.425,"April 14, 25",-0.0444,,,,,
2025-04-11,535.51,547.4,528.59,543.57,542.34,17642327,17642327,8.07,1.51,538.7675,"April 11, 25",0.0151,,,,,
2025-04-10,575.49,581.3,535.3,546.29,545.06,28173500,28173500,-29.2,-5.07,559.595,"April 10, 25",-0.0507,,,,,
2025-04-09,509.27,587.89,502.11,585.77,584.45,39216600,39216600,76.51,15.02,546.26,"April 09, 25",0.1502,,,,,
2025-04-08,543.25,547.43,502.86,510.45,509.3,28034211,28034211,-32.8,-6.04,525.9975,"April 08, 25",-0.0604,,,,,
2025-04-07,485.1,539.37,481.9,516.25,515.08,36606136,36606136,31.15,6.42,505.655,"April 07, 25",0.0642,,,,,
2025-04-04,506.62,518,494.2,504.73,503.59,38589814,38589814,-1.89,-0.37306,505.8875,"April 04, 25",-0.0037306,,,,,
2025-04-03,546.22,552.56,530.3,531.62,530.42,34777500,34777500,-14.6,-2.67,540.175,"April 03, 25",-0.0267,,,,,
2025-04-02,574.91,592.66,573.36,583.93,582.61,13470800,13470800,9.02,1.57,581.215,"April 02, 25",0.0157,,,,,
2025-04-01,570.84,589.91,570,586,584.68,12836600,12836600,15.16,2.66,579.1875,"April 01, 25",0.0266,,,,,
2025-03-31,563.5,578.7,553.3,576.36,575.06,21124700,21124700,12.86,2.28,567.965,"March 31, 25",0.0228,,,,,
2025-03-28,600.31,601.75,573.92,576.74,575.44,17602823,17602823,-23.57,-3.93,588.18,"March 28, 25",-0.0393,,,,,
2025-03-27,602,614.25,600.1,602.58,601.22,10436524,10436524,0.58,0.09634551,604.7325,"March 27, 25",0.0009634551,,,,,
2025-03-26,624.89,626.75,606.61,610.98,609.6,12661891,12661891,-13.91,-2.23,617.3075,"March 26, 25",-0.0223,,,,,
2025-03-25,626.76,633.88,621.18,626.31,624.89,15312540,15312540,-0.45,-0.07179782,627.0325,"March 25, 25",-0.0007179782,,,,,
2025-03-24,614.97,622.54,612.2,618.85,617.45,15741300,15741300,3.88,0.63093,617.14,"March 24, 25",0.0063093,,,,,
2025-03-21,583.42,597.54,580.95,596.25,594.9,25015900,25015900,12.83,2.2,589.54,"March 21, 25",0.022,,,,,
2025-03-20,582.76,610.2,579.51,586,584.68,24336505,24336505,3.25,0.55598,589.6175,"March 20, 25",0.0055598,,,,,
2025-03-19,584.28,592.32,574.77,584.06,582.74,20537500,20537500,-0.22,-0.03765318,583.8575,"March 19, 25",-0.0003765318,,,,,
2025-03-18,600.05,600.25,574.66,582.36,581.04,20297708,20297708,-17.69,-2.95,589.33,"March 18, 25",-0.0295,,,,,
2025-03-17,607.46,613.1,598,604.9,603.53,15473909,15473909,-2.56,-0.42143,605.865,"March 17, 25",-0.0042143,,,,,
