holder,shares,dateReported,change
VANGUARD GROUP INC,21417717,2025-09-30,444940
"BlackRock, Inc.",14620628,2025-09-30,-1136330
STATE STREET CORP,7017649,2025-09-30,24154
AMERIPRISE FINANCIAL INC,5256857,2025-09-30,336757
JPMORGAN CHASE & CO,4653536,2025-09-30,544217
"GEODE CAPITAL MANAGEMENT, LLC",4208801,2025-09-30,23382
"Point72 Asset Management, L.P.",4085633,2025-09-30,3807853
VAN ECK ASSOCIATES CORP,3994056,2025-09-30,-1548499
PRICE T ROWE ASSOCIATES INC /MD/,3544273,2025-09-30,3306892
"Allspring Global Investments Holdings, LLC",3473173,2025-09-30,354876
Invesco Ltd.,2959330,2025-09-30,99864
ALKEON CAPITAL MANAGEMENT LLC,2872910,2025-09-30,940000
"Sumitomo Mitsui Trust Holdings, Inc.",2801558,2025-09-30,-72156
ARK Investment Management LLC,2722327,2025-09-30,548140
GOLDMAN SACHS GROUP INC,2574460,2025-09-30,1296351
PRIMECAP MANAGEMENT CO/CA/,2551268,2025-09-30,-496290
MORGAN STANLEY,2396925,2025-09-30,-1424865
FMR LLC,2371816,2025-09-30,-4158677
Pictet Asset Management Holding SA,2152308,2025-09-30,-117581
BANK OF AMERICA CORP /DE/,2105511,2025-09-30,22566
UBS Group AG,2090509,2025-09-30,533287
WELLINGTON MANAGEMENT GROUP LLP,2036887,2025-09-30,2022389
NORTHERN TRUST CORP,1654650,2025-09-30,51338
"FEDERATED HERMES, INC.",1649091,2025-09-30,-2135976
"Nikko Asset Management Americas, Inc.",1627446,2025-09-30,-62599
Contour Asset Management LLC,1516451,2025-09-30,1516451
"T. Rowe Price Investment Management, Inc.",1482283,2025-09-30,1482283
AMERICAN CENTURY COMPANIES INC,1481787,2025-09-30,-109047
CITADEL ADVISORS LLC,1480215,2025-09-30,404649
UBS ASSET MANAGEMENT AMERICAS INC,1427994,2025-09-30,-4178
FRONTIER CAPITAL MANAGEMENT CO LLC,1426648,2025-09-30,836961
"Rafferty Asset Management, LLC",1394268,2025-09-30,-771771
Legal & General Group Plc,1275469,2025-09-30,-124201
BARCLAYS PLC,1198909,2025-09-30,-969001
Bank of New York Mellon Corp,1147776,2025-09-30,-234949
