date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,PKG,USD,0000075677,2025-02-27,2025-02-27 11:43:36,2024,FY,805100000,525600000,0,48800000,-210600000,-110700000,-111800000,18300000,-6400000,22300000,1191200000,-671600000,1300000,-114300000,506800000,0,-277800000,-401900000,0,-25700000,-448800000,0,-876400000,0,37000000,685000000,648000000,1191200000,-669700000,521500000,https://www.sec.gov/Archives/edgar/data/75677/000095017025028533/0000950170-25-028533-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000095017025028533/pkg-20241231.htm
2023-12-31,PKG,USD,0000075677,2024-02-29,2024-02-29 12:14:45,2023,FY,765200000,517700000,5200000,40000000,-6800000,-1400000,-35800000,11400000,19000000,-6200000,1315100000,-469700000,0,-507200000,102800000,-1000000,-875100000,395200000,0,-57200000,-448900000,-1100000,-112000000,0,328000000,648000000,320000000,1315100000,-469700000,845400000,https://www.sec.gov/Archives/edgar/data/75677/000095017024022794/0000950170-24-022794-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000095017024022794/pkg-20231231.htm
2022-12-31,PKG,USD,0000075677,2023-02-23,2023-02-23 11:46:16,2022,FY,1029800000,456800000,86000000,35600000,-85100000,39300000,-75200000,-18100000,-31100000,-28100000,1495000000,-824200000,2200000,-126100000,118700000,-4300000,-833700000,-1700000,0,-538000000,-420300000,0,-960000000,0,-298700000,320000000,618700000,1495000000,-824200000,670800000,https://www.sec.gov/Archives/edgar/data/75677/000095017023003990/0000950170-23-003990-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000095017023003990/pkg-20221231.htm
2021-12-31,PKG,USD,0000075677,2022-02-24,2022-02-24 13:45:34,2021,FY,841100000,429200000,59400000,35500000,-287400000,-227200000,-105500000,12200000,33100000,16300000,1094100000,-605100000,-194900000,-127400000,126900000,6100000,-794400000,-67500000,0,-205900000,-379800000,-2400000,-655600000,0,-355900000,618700000,974600000,1094100000,-605100000,489000000,https://www.sec.gov/Archives/edgar/data/75677/000095017022001913/0000950170-22-001913-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000095017022001913/pkg-20211231.htm
2020-12-31,PKG,USD,0000075677,2021-02-24,2021-02-24 15:50:02,2020,FY,461000000,408500000,34700000,30000000,77800000,13200000,6300000,39700000,18600000,20800000,1032800000,-421200000,4600000,-110100000,107000000,-6400000,-426100000,-1500000,0,-10500000,-299600000,0,-311600000,0,295100000,974600000,679500000,1032800000,-421200000,611600000,https://www.sec.gov/Archives/edgar/data/75677/000156459021008051/0001564590-21-008051-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000156459021008051/pkg-10k_20201231.htm
2019-12-31,PKG,USD,0000075677,2020-02-26,2020-02-26 16:07:14,2019,FY,696400000,382800000,60300000,30400000,9300000,56400000,1400000,-32400000,-16100000,28200000,1207400000,-399500000,4100000,-146100000,-4100000,-1000000,-546600000,-34400000,0,-8200000,-298700000,-1500000,-342800000,0,318000000,679500000,361500000,1207400000,-399500000,807900000,https://www.sec.gov/Archives/edgar/data/75677/000156459020006774/0001564590-20-006774-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000156459020006774/pkg-10k_20191231.htm
2018-12-31,PKG,USD,0000075677,2019-02-28,2019-02-28 11:53:23,2018,FY,738000000,417100000,38700000,23500000,-52900000,-56100000,-35600000,-17600000,56400000,15700000,1180100000,-551400000,-56300000,0,0,-500000,-608200000,-151300000,0,-7900000,-268100000,0,-427300000,0,144600000,361500000,216900000,1180100000,-551400000,628700000,https://www.sec.gov/Archives/edgar/data/75677/000156459019005284/0001564590-19-005284-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000156459019005284/pkg-10k_20181231.htm
2017-12-31,PKG,USD,0000075677,2018-02-28,2018-02-28 10:17:01,2017,FY,668600000,391400000,-84500000,20600000,-146100000,-115100000,-21000000,41000000,-51000000,6100000,856100000,-343000000,-273800000,0,0,7700000,-609100000,-14100000,0,-10800000,-237600000,-6900000,-269400000,0,-22400000,216900000,239300000,856100000,-343000000,513100000,https://www.sec.gov/Archives/edgar/data/75677/000156459018003690/0001564590-18-003690-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000156459018003690/pkg-10k_20171231.htm
2016-12-31,PKG,USD,0000075677,2017-02-28,2017-02-28 15:25:18,2016,FY,449600000,334800000,-4000000,19700000,-800000,-3600000,-25700000,16600000,11900000,1900000,801200000,-274300000,-485400000,0,0,-9900000,-769600000,347500000,0,-111500000,-216100000,3600000,23500000,0,55100000,239300000,184200000,801200000,-274300000,526900000,https://www.sec.gov/Archives/edgar/data/75677/000007567717000004/0000075677-17-000004-index.html,https://www.sec.gov/Archives/edgar/data/75677/000007567717000004/pkg1231201610k.htm
2015-12-31,PKG,USD,0000075677,2016-02-26,2016-02-26 11:39:06,2015,FY,436800000,364300000,1700000,18200000,-69800000,9500000,-11900000,-37300000,-30100000,11400000,762600000,-314500000,23000000,0,0,-6600000,-298100000,-47600000,0,-163400000,-200800000,6600000,-405200000,0,59300000,184200000,124900000,762600000,-314500000,448100000,https://www.sec.gov/Archives/edgar/data/75677/000007567716000030/0000075677-16-000030-index.htm,https://www.sec.gov/Archives/edgar/data/75677/000007567716000030/pkg1231201510k.htm
