symbol,date,calendarYear,period,revenueGrowth,grossProfitGrowth,ebitgrowth,operatingIncomeGrowth,netIncomeGrowth,epsgrowth,epsdilutedGrowth,weightedAverageSharesGrowth,weightedAverageSharesDilutedGrowth,dividendsperShareGrowth,operatingCashFlowGrowth,freeCashFlowGrowth,tenYRevenueGrowthPerShare,fiveYRevenueGrowthPerShare,threeYRevenueGrowthPerShare,tenYOperatingCFGrowthPerShare,fiveYOperatingCFGrowthPerShare,threeYOperatingCFGrowthPerShare,tenYNetIncomeGrowthPerShare,fiveYNetIncomeGrowthPerShare,threeYNetIncomeGrowthPerShare,tenYShareholdersEquityGrowthPerShare,fiveYShareholdersEquityGrowthPerShare,threeYShareholdersEquityGrowthPerShare,tenYDividendperShareGrowthPerShare,fiveYDividendperShareGrowthPerShare,threeYDividendperShareGrowthPerShare,receivablesGrowth,inventoryGrowth,assetGrowth,bookValueperShareGrowth,debtGrowth,rdexpenseGrowth,sgaexpensesGrowth
CPT,2024-12-31,2024,FY,0.0011770221922184241,-0.013760280008854694,-0.44561338792325755,-0.08199718358574005,-0.5951168954821241,-0.5978552278820375,-0.5945945945945946,-0.0014909850625385401,-0.00786113218585179,0.03854759663656283,-0.025250644694634884,-0.007484063164034832,0.5861144395660963,0.36232630759806655,0.26921911202515814,0.5031820054042648,0.26572394861872917,0.2615596819152094,-0.5461047038545176,-0.32522984200480104,-0.4948398702223635,0.3162786143057297,0.16927552216233527,0.047158783708730743,0.5480653852128693,0.2900401248876838,0.23595181905287277,-0.24477110457790843,0,-0.05665045812771607,-0.058888940765450024,-0.06186218791011337,0,0.15772885802962916
CPT,2023-12-31,2023,FY,0.08383095906817473,0.07176478751239428,1.0818683658262112,0.23918825316765718,-0.38295443940068513,-0.385502471169687,-0.3864013266998342,0.009739324380837322,0.00932760084142156,0.08532405779867219,0.06745963540267916,0.30051036131684733,0.5688870628638295,0.4156160907547296,0.3512584138086101,0.5781214554027678,0.38279901348765083,0.4001827455299456,-0.03767207294251402,1.263543459524229,1.977194250959514,0.4596308679662092,0.2973542068258571,0.32250469991250746,0.5858884222172107,0.27871161795144267,0.19324623933355378,-0.10917390002993116,0,0.005982245802527569,-0.010653968188170687,0.00937892310956548,0,0.034644861205369706
CPT,2022-12-31,2022,FY,0.244119151615315,0.2843828606747064,-0.36089958840137426,0.1553218204808517,1.150700707782315,1.0437710437710437,1.0371621621621623,0.05496132315022696,0.054060624920985324,0.09651785060089137,0.2896182812178012,0.9850423184742493,0.5216696041294859,0.34288759786780004,0.26581424223730743,0.7879362534467503,0.45688935061084796,0.22646692140335856,0.8006542246307854,1.8295309488401708,1.723141705185265,0.5146326889488683,0.21755180148145944,0.25743164182218076,0.6344024712270705,0.20182949144996884,0.14450418141278323,-0.28396913844834976,0,0.16938543152227764,0.12357694941974423,0.16103687680322185,0,0.01760207519202264
CPT,2021-12-31,2021,FY,0.09555898095200688,0.12056579947685131,0.8549787939838915,0.07261345852895149,1.4526232537869923,1.3951612903225807,1.3870967741935483,0.026301755798158674,0.0341016512801947,0.002662882931090661,0.11196971418338247,0.6156160396211661,0.360892709202576,0.14592959455436078,0.11832432318279021,0.6823964504422345,0.14466085571225404,0.07002081607834888,2.844999036492986,-0.6744364695307349,0.8169268182887577,0.7024195931191661,0.19227920802303147,0.16465873613177875,0.6072443855577038,-0.5458415517521976,0.07447786972180578,-0.07411449548566326,0,0.10804794920149488,0.18208953374752854,0.001181699759207358,0,0.10711621661942414
CPT,2020-12-31,2020,FY,0.014950493990535373,-0.016177414370944356,-0.275085357685459,-0.15748383848876885,-0.4358013504960774,-0.4439461883408072,-0.4414414414414415,0.009394678041844403,0.0005433470176285922,0.040990435496560805,-0.06529552895354007,-0.37805578259782896,0.2684788211006542,0.04826378219455628,0.06672760453693204,0.6001854580876375,0.10028171180640759,0.09997810017305467,1.8309148549787175,-0.5543275491383091,-0.41921520403090207,0.41015119783598003,0.06670633774140777,-0.08931112190572427,0.6967757604894836,0.1809347976447465,0.09313100468777327,-0.07671872853020657,0,0.06674783033395253,-0.05885547315594122,0.25455657642588503,0,0.007950978365068325
CPT,2019-12-31,2019,FY,0.07748099800420113,0.08636859736888314,0.2422427054034199,0.058542403275194124,0.40668554006968644,0.3597560975609757,0.35365853658536606,0.03415679354676077,0.04213241616509028,0.029427575154178147,0.10292865267683976,0.024370835265055322,0.007464435936318328,0.16426911138682573,0.0676118741389997,0.6164590738589225,0.18760651328804442,0.14089488992368945,3.7728963030044698,-0.3273334767885336,-0.7562700226824648,14.127326960023092,0.1257215167487149,0.06776001177699442,0.3159609013938801,0.2000133603190445,-0.564883332370013,-0.04742582897033159,0,0.08504070849731798,0.041213564882455714,0.08722249238995643,0,0.048605499162313985
CPT,2018-12-31,2018,FY,0.05950631371434661,0.0708157750176044,8.51755707497972,0.001486702274103849,-0.20513995377299896,-0.2372093023255814,-0.22641509433962273,0.04053596214166275,0.03081662433118954,0.02006929641592312,0.15895558786718691,0.06599542671682526,-0.08054370115705144,0.10827156678290101,0.0006069193703801467,0.34793373166267705,0.14125150510664677,0.11411380328356192,0.27708372652149227,-0.574857764268526,-0.4138157794437256,0.3836339535949057,0.1250827725277761,0.087385494005517,0.0038974707902412003,0.24022367510657328,0.10200453832213124,-0.046509692986105335,1,0.007424663267758904,-0.07245786727094042,0.053073167987995995,0,0.002925652835708779
CPT,2017-12-31,2017,FY,0.027895582961662255,0.011861172612796785,-0.9529452181784471,-0.0380120771568971,-0.7604092590717753,-0.7650273224043715,-0.7675438596491228,0.021422192453672696,0.029053535477125345,-0.5856376890002059,-0.018974728198924307,0.3541968415059284,0.10543472505426983,0.13313251723044509,0.09744734058933542,0.23781504843585569,0.22722858307468596,-0.00022599274251351153,-0.1593585933862765,-0.3636209473627152,-0.35262547179773374,0.44497416542717133,0.2439985609695907,0.16259353673293978,0.0013635662241336798,0.3599287443472669,0.14277467677995123,0.000416181122024305,0,0.02415267564586958,0.0991775427753557,-0.11125991095659578,0,0.06689866076136244
CPT,2016-12-31,2016,FY,-0.01845725523222477,0.05780739156428009,0.6291161281152279,0.08285718067621767,2.2883019473357,2.3032490974729245,2.3043478260869565,0.005161579892280072,0.004615040786680076,1.6071946769424768,0.04684125716499936,43.855736301369866,-0.0972350178270039,0.18758841352012728,0.0815734716295636,0.2101816840869113,0.46977722007919953,0.0668337794123321,1.226982624586679,10.81028793658439,1.3726623451169377,0.1275975117902654,0.4278698996538068,0.09901898068705162,1.5240438834270698,2.5389507599355357,1.9342025840284656,-0.042709163346613545,0,-0.001566844639900676,0.06191871271724265,-0.08958790495935863,0,0.02556615404581143
CPT,2015-12-31,2015,FY,0.12991244686895376,0.06217934746160553,-0.11115322457531203,0.05945569454572652,-0.146441666752257,-0.1656626506024096,-0.16363636363636366,0.011761500385995187,0.011552199665415744,0.057808130517975925,0.011253727349185718,0.9724528301886792,-0.09678112713717504,0.2100759776752702,0.15309119351391978,0.22956585625016182,0.45434159353653514,0.22688994173346713,-0.23420973526652789,5.352007734615971,-0.1706930111332955,0.2325602261207823,0.32196758183865837,0.06205017609535188,-0.004190629464862384,0.4368073189760596,0.25881655581403984,-0.03376063440736036,0,-0.0031856193268280327,-0.006370567069636196,-0.0068714168087277054,0,-0.09355945495539653
