date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,dividend,adjDividend,paymentDate,recordDate
2024-09-23,83.44,84.12,83.14,84.04,80.22,2334545,2334545,0.6,0.71908,83.685,"September 23, 24",0.0071908,,,,,
2024-09-20,82.83,83.46,82.09,83.18,79.4,4640500,4640500,0.35,0.42255,82.89,"September 20, 24",0.0042255,,,,,
2024-09-19,82.65,83,81.96,82.51,78.76,2296995,2296995,-0.14,-0.16939,82.53,"September 19, 24",-0.0016939,,,,,
2024-09-18,83.88,84.1,82.25,82.94,79.17,1942300,1942300,-0.94,-1.12,83.2925,"September 18, 24",-0.0112,,,,,
2024-09-17,83.84,84.03,83.41,83.95,80.14,2025337,2025337,0.11,0.1312,83.8075,"September 17, 24",0.001312,,,,,
2024-09-16,83.61,84.29,83.3,83.6,79.8,2390214,2390214,-0.01,-0.01196029,83.7,"September 16, 24",-0.0001196029,,,,,
2024-09-13,81.93,83.07,81.35,82.97,79.2,2493010,2493010,1.04,1.27,82.33,"September 13, 24",0.0127,,,,,
2024-09-12,81.55,81.83,81,81.7,77.99,2331564,2331564,0.15,0.18394,81.52,"September 12, 24",0.0018394,,,,,
2024-09-11,81.85,81.89,80.46,81.37,77.67,3439600,3439600,-0.48,-0.58644,81.3925,"September 11, 24",-0.0058644,,,,,
2024-09-10,83.09,83.82,81.42,82.08,78.35,3041700,3041700,-1.01,-1.22,82.6025,"September 10, 24",-0.0122,,,,,
2024-09-09,82.33,83.01,82.05,82.94,79.17,2231100,2231100,0.61,0.74092,82.5825,"September 09, 24",0.0074092,,,,,
2024-09-06,83.11,83.26,82.08,82.1,78.37,2115424,2115424,-1.01,-1.22,82.6375,"September 06, 24",-0.0122,,,,,
2024-09-05,84.22,84.22,82.8,83.09,79.32,1433400,1433400,-1.13,-1.34,83.5825,"September 05, 24",-0.0134,,,,,
2024-09-04,83.01,84.28,82.83,83.4,79.61,1745238,1745238,0.39,0.46982,83.38,"September 04, 24",0.0046982,,,,,
2024-09-03,82.01,83.12,81.47,82.63,78.88,1614905,1614905,0.62,0.75601,82.3075,"September 03, 24",0.0075601,,,,,
2024-08-30,81.6,82.46,81.28,82.18,78.45,3181700,3181700,0.58,0.71078,81.88,"August 30, 24",0.0071078,,,,,
2024-08-29,81.73,81.77,80.23,81.62,77.91,1873900,1873900,-0.11,-0.13459,81.3375,"August 29, 24",-0.0013459,,,,,
2024-08-28,81.88,82.28,81.32,81.65,77.94,2830100,2830100,-0.23,-0.2809,81.7825,"August 28, 24",-0.002809,,,,,
2024-08-27,81.95,82.39,81.17,81.65,77.94,2240621,2240621,-0.3,-0.36608,81.79,"August 27, 24",-0.0036608,,,,,
2024-08-26,81.66,82.57,81.46,82.1,78.37,1756202,1756202,0.44,0.53882,81.9475,"August 26, 24",0.0053882,,,,,
2024-08-23,81.6,81.85,81.16,81.4,77.7,1974640,1974640,-0.2,-0.2451,81.5025,"August 23, 24",-0.002451,,,,,
2024-08-22,80.88,81.42,80.63,81.31,77.62,1878551,1878551,0.43,0.53165,81.06,"August 22, 24",0.0053165,,,,,
2024-08-21,80.9,81.29,80.68,80.98,77.3,1620100,1620100,0.08,0.09888752,80.9625,"August 21, 24",0.0009888752,,,,,
2024-08-20,80.87,81.15,80.47,80.76,77.09,1737728,1737728,-0.11,-0.13602,80.8125,"August 20, 24",-0.0013602,,,,,
2024-08-19,80,80.91,79.98,80.87,77.2,2224000,2224000,0.87,1.09,80.44,"August 19, 24",0.0109,,,,,
2024-08-16,80.16,80.31,79.58,79.99,76.36,3244300,3244300,-0.17,-0.21208,80.01,"August 16, 24",-0.0021208,,,,,
2024-08-15,78.35,79.82,78.22,79.68,76.06,2588053,2588053,1.33,1.7,79.0175,"August 15, 24",0.017,,,,,
2024-08-14,78.13,79.39,78.02,78.71,75.13,2659419,2659419,0.58,0.74235,78.5625,"August 14, 24",0.0074235,,,,,
2024-08-13,79.26,79.48,78.2,78.51,74.94,2976947,2976947,-0.75,-0.94625,78.8625,"August 13, 24",-0.0094625,,,,,
2024-08-12,78.55,79.06,78.13,78.99,75.4,1972200,1972200,0.44,0.56015,78.6825,"August 12, 24",0.0056015,,,,,
2024-08-09,78.16,78.53,77.07,78.41,74.85,2514500,2514500,0.25,0.31986,78.0425,"August 09, 24",0.0031986,,,,,
2024-08-08,76.75,78.2,76.67,77.57,74.05,3444502,3444502,0.82,1.07,77.2975,"August 08, 24",0.0107,,,,,
2024-08-07,77.59,78.14,77.02,77.26,73.75,4243550,4243550,-0.33,-0.42531,77.5025,"August 07, 24",-0.0042531,,,,,
2024-08-06,78.5,79.3,77.05,77.05,73.55,4744047,4744047,-1.45,-1.85,77.975,"August 06, 24",-0.0185,,,,,
2024-08-05,82.33,82.37,78.53,78.7,75.13,4775000,4775000,-3.63,-4.41,80.4825,"August 05, 24",-0.0441,,,,,
2024-08-02,82.78,83.68,80.84,81.74,78.03,2695400,2695400,-1.04,-1.26,82.26,"August 02, 24",-0.0126,,,,,
2024-08-01,80.56,81.5,80.16,81.48,77.78,2033200,2033200,0.92,1.14,80.925,"August 01, 24",0.0114,,,,,
2024-07-31,80.27,80.46,79.49,80.06,76.42,2159418,2159418,-0.21,-0.26162,80.07,"July 31, 24",-0.0026162,,,,,
2024-07-30,79.32,80.38,79.18,80.22,76.58,2043130,2043130,0.9,1.13,79.775,"July 30, 24",0.0113,,,,,
2024-07-29,78.74,79.5,78.31,79.26,75.66,2072000,2072000,0.52,0.6604,78.9525,"July 29, 24",0.006604,,,,,
2024-07-26,78.33,79.15,78.06,78.55,74.98,2530400,2530400,0.22,0.28086,78.5225,"July 26, 24",0.0028086,,,,,
2024-07-25,79.63,80.54,78.03,78.07,74.52,4582212,4582212,-1.56,-1.96,79.0675,"July 25, 24",-0.0196,,,,,
2024-07-24,78.43,79.48,78,79.12,75.53,3032317,3032317,0.69,0.87977,78.7575,"July 24, 24",0.0087977,,,,,
2024-07-23,77.77,78.25,77.53,77.73,74.2,2186306,2186306,-0.04,-0.05143371,77.82,"July 23, 24",-0.0005143371,,,,,
2024-07-22,77.86,78.19,77.5,77.99,74.45,2137829,2137829,0.13,0.16697,77.885,"July 22, 24",0.0016697,,,,,
2024-07-19,78.2,78.2,77.22,77.57,74.05,1559553,1559553,-0.63,-0.80563,77.7975,"July 19, 24",-0.0080563,,,,,
2024-07-18,77.25,79.46,77.21,77.77,74.24,2804000,2804000,0.52,0.67314,77.9225,"July 18, 24",0.0067314,,,,,
2024-07-17,76.56,78.44,76.35,77.72,74.19,3448226,3448226,1.16,1.52,77.2675,"July 17, 24",0.0152,,,,,
2024-07-16,76.41,76.57,75.89,76.37,72.9,3730100,3730100,-0.04,-0.05234917,76.31,"July 16, 24",-0.0005234917,,,,,
2024-07-15,76.58,77.03,75.83,76.02,72.57,3392534,3392534,-0.56,-0.73126,76.365,"July 15, 24",-0.0073126,,,,,
2024-07-12,77.35,77.77,77,77.05,73.55,3282229,3282229,-0.3,-0.38785,77.2925,"July 12, 24",-0.0038785,,,,,
2024-07-11,76.39,77.3,76.27,77.03,73.53,2992937,2992937,0.64,0.83781,76.7475,"July 11, 24",0.0083781,,,,,
2024-07-10,75.91,76.26,75.4,76.1,72.64,1925000,1925000,0.19,0.2503,75.9175,"July 10, 24",0.002503,,,,,
2024-07-09,75.22,76.18,75.01,75.58,72.15,2133600,2133600,0.36,0.4786,75.4975,"July 09, 24",0.004786,,,,,
2024-07-08,76.14,76.3,74.66,75.18,71.77,2356144,2356144,-0.96,-1.26,75.57,"July 08, 24",-0.0126,,,,,
2024-07-05,75.14,76.22,74.75,76.13,72.67,4498100,4498100,0.99,1.32,75.56,"July 05, 24",0.0132,,,,,
2024-07-03,75.14,75.86,75.01,75.17,71.76,1261400,1261400,0.03,0.03992547,75.295,"July 03, 24",0.0003992547,,,,,
2024-07-02,75.04,75.44,74.9,75.17,71.76,1875369,1875369,0.13,0.17324,75.1375,"July 02, 24",0.0017324,,,,,
2024-07-01,76.14,76.4,74.74,74.97,71.56,2799129,2799129,-1.17,-1.54,75.5625,"July 01, 24",-0.0154,,,,,
2024-06-28,76.27,76.64,75.47,76.06,72.61,4925608,4925608,-0.21,-0.27534,76.11,"June 28, 24",-0.0027534,,,,,
2024-06-27,75.53,76.17,75.2,75.94,72.49,2450111,2450111,0.41,0.54283,75.71,"June 27, 24",0.0054283,2024-05-14,0.62,0.62,2024-07-15,2024-06-27
2024-06-26,74.89,76.29,74.5,76.11,72.06,3441040,3441040,1.22,1.63,75.4475,"June 26, 24",0.0163,,,,,
2024-06-25,76.33,76.58,75.05,75.44,71.43,2978100,2978100,-0.89,-1.17,75.85,"June 25, 24",-0.0117,,,,,
2024-06-24,75.5,76.79,75.38,76.45,72.38,2246700,2246700,0.95,1.26,76.03,"June 24, 24",0.0126,,,,,
2024-06-21,76.1,76.5,75.24,75.27,71.26,5697203,5697203,-0.83,-1.09,75.7775,"June 21, 24",-0.0109,,,,,
2024-06-20,75,75.87,74.83,75.48,71.46,1885300,1885300,0.48,0.64,75.295,"June 20, 24",0.0064,,,,,
2024-06-18,74.68,75.34,74.4,75.1,71.1,2443100,2443100,0.42,0.5624,74.88,"June 18, 24",0.005624,,,,,
2024-06-17,75.57,75.93,74.76,74.84,70.86,2712300,2712300,-0.73,-0.96599,75.275,"June 17, 24",-0.0096599,,,,,
2024-06-14,75.74,76.1,74.97,75.97,71.93,2666810,2666810,0.23,0.30367,75.695,"June 14, 24",0.0030367,,,,,
2024-06-13,75.75,76.32,74.81,76.14,72.09,2401500,2401500,0.39,0.51485,75.755,"June 13, 24",0.0051485,,,,,
2024-06-12,76.62,76.64,75.29,75.65,71.62,2516941,2516941,-0.97,-1.27,76.05,"June 12, 24",-0.0127,,,,,
2024-06-11,74.65,75.85,74.5,75.67,71.64,2329800,2329800,1.02,1.37,75.1675,"June 11, 24",0.0137,,,,,
2024-06-10,75.23,75.4,74.74,75.08,71.08,3684777,3684777,-0.15,-0.19939,75.1125,"June 10, 24",-0.0019939,,,,,
2024-06-07,75.25,75.85,75.1,75.33,71.32,3723500,3723500,0.08,0.10631,75.3825,"June 07, 24",0.0010631,,,,,
2024-06-06,76.18,76.83,75.85,75.99,71.95,2174177,2174177,-0.19,-0.24941,76.2125,"June 06, 24",-0.0024941,,,,,
2024-06-05,76.9,76.94,76.08,76.48,72.41,2382914,2382914,-0.42,-0.54616,76.6,"June 05, 24",-0.0054616,,,,,
2024-06-04,76.51,77.56,76.25,77.18,73.07,2758501,2758501,0.67,0.8757,76.875,"June 04, 24",0.008757,,,,,
2024-06-03,76.94,77.52,76.19,76.71,72.63,2172400,2172400,-0.23,-0.29893,76.84,"June 03, 24",-0.0029893,,,,,
2024-05-31,74.78,77.09,74.28,77.03,72.93,5316734,5316734,2.25,3.01,75.795,"May 31, 24",0.0301,,,,,
2024-05-30,74.29,74.64,73.77,74.42,70.46,2682953,2682953,0.13,0.17499,74.28,"May 30, 24",0.0017499,,,,,
2024-05-29,74.82,75.04,73.78,74.03,70.09,2660611,2660611,-0.79,-1.06,74.4175,"May 29, 24",-0.0106,,,,,
2024-05-28,75.59,76.35,75.23,75.36,71.35,4013238,4013238,-0.23,-0.30427,75.6325,"May 28, 24",-0.0030427,,,,,
2024-05-24,76.07,76.28,75.36,75.84,71.8,1870848,1870848,-0.23,-0.30235,75.8875,"May 24, 24",-0.0030235,,,,,
2024-05-23,76.98,77.03,75.85,75.86,71.82,2704314,2704314,-1.12,-1.45,76.43,"May 23, 24",-0.0145,,,,,
2024-05-22,77.7,78.17,77.14,77.33,73.22,3590045,3590045,-0.37,-0.47619,77.585,"May 22, 24",-0.0047619,,,,,
2024-05-21,78.08,78.83,77.86,78.4,74.23,3152600,3152600,0.32,0.40984,78.2925,"May 21, 24",0.0040984,,,,,
2024-05-20,78.51,78.6,77.99,78.09,73.93,2553800,2553800,-0.42,-0.53496,78.2975,"May 20, 24",-0.0053496,,,,,
2024-05-17,77.83,78.3,77.4,78.17,74.01,2588900,2588900,0.34,0.43685,77.925,"May 17, 24",0.0043685,,,,,
2024-05-16,78.03,78.4,77.54,77.67,73.54,2734247,2734247,-0.36,-0.46136,77.91,"May 16, 24",-0.0046136,,,,,
2024-05-15,77.5,78.2,77.18,78.03,73.88,4054900,4054900,0.53,0.68387,77.7275,"May 15, 24",0.0068387,,,,,
2024-05-14,77.73,77.88,76.56,76.63,72.55,2666900,2666900,-1.1,-1.42,77.2,"May 14, 24",-0.0142,,,,,
2024-05-13,77.28,77.73,76.83,77.12,73.02,4346941,4346941,-0.16,-0.20704,77.24,"May 13, 24",-0.0020704,,,,,
2024-05-10,76.35,77.37,75.9,77.18,73.07,7396326,7396326,0.83,1.09,76.7,"May 10, 24",0.0109,,,,,
2024-05-09,75.23,76.26,74.97,76.17,72.12,3377002,3377002,0.94,1.25,75.6575,"May 09, 24",0.0125,,,,,
2024-05-08,73.58,75.35,73.3,75.23,71.23,4095700,4095700,1.65,2.24,74.365,"May 08, 24",0.0224,,,,,
2024-05-07,73.18,74.08,72.18,73.99,70.05,4318700,4318700,0.81,1.11,73.3575,"May 07, 24",0.0111,,,,,
2024-05-06,72.93,73.19,72.6,72.71,68.84,2091934,2091934,-0.22,-0.30166,72.8575,"May 06, 24",-0.0030166,,,,,
2024-05-03,73.35,73.43,72.36,72.92,69.04,3451910,3451910,-0.43,-0.58623,73.015,"May 03, 24",-0.0058623,,,,,
2024-05-02,72.33,72.9,71.97,72.87,68.99,2620500,2620500,0.54,0.74658,72.5175,"May 02, 24",0.0074658,,,,,
2024-05-01,71.4,72.66,71.34,71.95,68.12,3551071,3551071,0.55,0.77031,71.8375,"May 01, 24",0.0077031,,,,,
2024-04-30,71.81,72.02,71.33,71.63,67.82,2310600,2310600,-0.18,-0.25066,71.6975,"April 30, 24",-0.0025066,,,,,
2024-04-29,71.68,72.33,71.67,72.28,68.43,2428116,2428116,0.6,0.83705,71.99,"April 29, 24",0.0083705,,,,,
2024-04-26,72.03,72.36,71.31,71.32,67.53,3161506,3161506,-0.71,-0.9857,71.755,"April 26, 24",-0.009857,,,,,
2024-04-25,72,72.25,71,71.98,68.15,2504500,2504500,-0.02,-0.02777778,71.8075,"April 25, 24",-0.0002777778,,,,,
2024-04-24,70.94,72.25,70.52,72.04,68.21,2367011,2367011,1.1,1.55,71.4375,"April 24, 24",0.0155,,,,,
2024-04-23,71.11,71.97,70.73,71.52,67.71,2808600,2808600,0.41,0.57657,71.3325,"April 23, 24",0.0057657,,,,,
2024-04-22,70.08,71.25,69.7,71.13,67.35,3330326,3330326,1.05,1.5,70.54,"April 22, 24",0.015,,,,,
2024-04-19,68.66,70.16,68.63,70.08,66.35,3104539,3104539,1.42,2.07,69.3825,"April 19, 24",0.0207,,,,,
2024-04-18,68.18,68.58,67.55,68.44,64.8,3472300,3472300,0.26,0.38134,68.1875,"April 18, 24",0.0038134,,,,,
2024-04-17,66.87,68.15,66.7,67.94,64.32,2486275,2486275,1.07,1.6,67.415,"April 17, 24",0.016,,,,,
2024-04-16,67.88,67.94,66.4,66.41,62.88,3486300,3486300,-1.47,-2.17,67.1575,"April 16, 24",-0.0217,,,,,
2024-04-15,69.11,69.31,67.63,68.11,64.49,3611743,3611743,-1,-1.45,68.54,"April 15, 24",-0.0145,,,,,
2024-04-12,69.39,69.63,68.46,68.69,65.04,2263408,2263408,-0.7,-1.01,69.0425,"April 12, 24",-0.0101,,,,,
2024-04-11,70.5,70.65,68.87,69.25,65.57,3212624,3212624,-1.25,-1.77,69.8175,"April 11, 24",-0.0177,,,,,
2024-04-10,70.51,70.69,69.8,70.18,66.45,4192812,4192812,-0.33,-0.46802,70.295,"April 10, 24",-0.0046802,,,,,
2024-04-09,71.07,71.73,70.8,71.68,67.87,4393400,4393400,0.61,0.85831,71.32,"April 09, 24",0.0085831,,,,,
2024-04-08,70.67,71.44,70.33,70.77,67,2767042,2767042,0.1,0.1415,70.8025,"April 08, 24",0.001415,,,,,
2024-04-05,70.41,70.74,69.85,70.52,66.77,2796400,2796400,0.11,0.15623,70.38,"April 05, 24",0.0015623,,,,,
2024-04-04,71.5,71.65,70.08,70.84,67.07,4810100,4810100,-0.66,-0.92308,71.0175,"April 04, 24",-0.0092308,,,,,
2024-04-03,71.85,71.95,70.93,70.97,67.19,2947600,2947600,-0.88,-1.22,71.425,"April 03, 24",-0.0122,,,,,
2024-04-02,71.39,72.26,71.39,71.8,67.98,2599300,2599300,0.41,0.57431,71.71,"April 02, 24",0.0057431,,,,,
2024-04-01,71.83,71.83,70.87,71.36,67.56,1874300,1874300,-0.47,-0.65432,71.4725,"April 01, 24",-0.0065432,,,,,
2024-03-28,71.45,72,71.07,71.83,68.01,2468803,2468803,0.38,0.53184,71.5875,"March 28, 24",0.0053184,,,,,
2024-03-27,69.77,71.26,69.55,71.25,67.46,3600246,3600246,1.48,2.12,70.4575,"March 27, 24",0.0212,,,,,
2024-03-26,69.7,69.78,68.88,69.24,65.56,2197000,2197000,-0.46,-0.65997,69.4,"March 26, 24",-0.0065997,,,,,
2024-03-25,69.89,70.03,69.15,69.63,65.92,2910256,2910256,-0.26,-0.37201,69.675,"March 25, 24",-0.0037201,,,,,
2024-03-22,70.05,70.28,69.58,69.77,66.06,2788355,2788355,-0.28,-0.39971,69.92,"March 22, 24",-0.0039971,,,,,
2024-03-21,69.76,70.48,69.67,69.92,66.2,2705000,2705000,0.16,0.22936,69.9575,"March 21, 24",0.0022936,,,,,
2024-03-20,70.38,71.05,69.53,69.77,66.06,3166294,3166294,-0.61,-0.86672,70.1825,"March 20, 24",-0.0086672,2024-02-27,0.62,0.62,2024-04-15,2024-03-21
2024-03-19,70.8,71.17,70.35,71.09,66.72,2965200,2965200,0.29,0.4096,70.8525,"March 19, 24",0.004096,,,,,
2024-03-18,70.14,70.88,69.64,70.6,66.26,2277814,2277814,0.46,0.65583,70.315,"March 18, 24",0.0065583,,,,,
2024-03-15,70.06,70.55,69.51,70.01,65.71,7673113,7673113,-0.05,-0.0713674,70.0325,"March 15, 24",-0.000713674,,,,,
2024-03-14,71.11,71.4,69.7,70.22,65.9,3027808,3027808,-0.89,-1.25,70.6075,"March 14, 24",-0.0125,,,,,
2024-03-13,71.4,71.91,70.74,70.82,66.47,3236617,3236617,-0.58,-0.81232,71.2175,"March 13, 24",-0.0081232,,,,,
2024-03-12,72.2,72.43,70.84,70.96,66.6,2564700,2564700,-1.24,-1.72,71.6075,"March 12, 24",-0.0172,,,,,
2024-03-11,70.92,72.57,70.92,72.55,68.09,3172954,3172954,1.63,2.3,71.74,"March 11, 24",0.023,,,,,
2024-03-08,70.37,71.17,70.19,71.07,66.7,2744001,2744001,0.7,0.99474,70.7,"March 08, 24",0.0099474,,,,,
2024-03-07,71.36,71.77,70.3,70.6,66.26,3425200,3425200,-0.76,-1.07,71.0075,"March 07, 24",-0.0107,,,,,
2024-03-06,70.69,71.15,70.33,70.64,66.3,3106545,3106545,-0.05,-0.07073136,70.7025,"March 06, 24",-0.0007073136,,,,,
2024-03-05,70.88,71.75,69.79,70.21,65.89,3710314,3710314,-0.67,-0.94526,70.6575,"March 05, 24",-0.0094526,,,,,
2024-03-04,69.46,70.77,69.44,70.74,66.39,2667700,2667700,1.28,1.84,70.1025,"March 04, 24",0.0184,,,,,
2024-03-01,70.55,70.72,69.45,69.87,65.58,2801112,2801112,-0.68,-0.96386,70.1475,"March 01, 24",-0.0096386,,,,,
2024-02-29,71.08,71.11,70.42,70.6,66.26,4632331,4632331,-0.48,-0.6753,70.8025,"February 29, 24",-0.006753,,,,,
2024-02-28,70.85,71.54,70.56,70.67,66.33,3359339,3359339,-0.18,-0.25406,70.905,"February 28, 24",-0.0025406,,,,,
2024-02-27,71.53,71.58,70.31,71.06,66.69,2635443,2635443,-0.47,-0.65707,71.12,"February 27, 24",-0.0065707,,,,,
2024-02-26,71.52,71.73,70.6,70.91,66.55,3183807,3183807,-0.61,-0.85291,71.19,"February 26, 24",-0.0085291,,,,,
2024-02-23,71.4,72.32,71.13,71.97,67.55,3357793,3357793,0.57,0.79832,71.705,"February 23, 24",0.0079832,,,,,
2024-02-22,71.35,71.74,70.71,71.32,66.94,2128702,2128702,-0.03,-0.04204625,71.28,"February 22, 24",-0.0004204625,,,,,
2024-02-21,70.92,72.08,70.56,71.96,67.54,2563100,2563100,1.04,1.47,71.38,"February 21, 24",0.0147,,,,,
2024-02-20,70.42,71.55,70.21,70.66,66.32,3123600,3123600,0.24,0.34081,70.71,"February 20, 24",0.0034081,,,,,
2024-02-16,70.3,70.93,69.74,70.49,66.16,2274449,2274449,0.19,0.27027,70.365,"February 16, 24",0.0027027,,,,,
2024-02-15,69.7,70.86,69.59,70.5,66.17,2737206,2737206,0.8,1.15,70.1625,"February 15, 24",0.0115,,,,,
2024-02-14,69.5,69.79,69.13,69.46,65.19,2584542,2584542,-0.04,-0.05755396,69.47,"February 14, 24",-0.0005755396,,,,,
2024-02-13,70.38,70.63,68.41,69.35,65.09,3123305,3123305,-1.03,-1.46,69.6925,"February 13, 24",-0.0146,,,,,
2024-02-12,69.72,70.95,69.58,70.69,66.34,2586800,2586800,0.97,1.39,70.235,"February 12, 24",0.0139,,,,,
2024-02-09,69.55,70.03,69.28,69.67,65.39,1632848,1632848,0.12,0.17254,69.6325,"February 09, 24",0.0017254,,,,,
2024-02-08,69.8,70.03,69.17,69.84,65.55,1798600,1798600,0.04,0.05730659,69.71,"February 08, 24",0.0005730659,,,,,
2024-02-07,70.08,70.23,69.6,70.05,65.74,2036900,2036900,-0.03,-0.04280822,69.99,"February 07, 24",-0.0004280822,,,,,
2024-02-06,69.86,70.22,69.58,69.76,65.47,2622656,2622656,-0.1,-0.14314,69.855,"February 06, 24",-0.0014314,,,,,
2024-02-05,70.73,70.84,69.9,70.05,65.74,2268200,2268200,-0.68,-0.9614,70.38,"February 05, 24",-0.009614,,,,,
2024-02-02,71.56,72.08,70.31,71.34,66.95,2372342,2372342,-0.22,-0.30743,71.3225,"February 02, 24",-0.0030743,,,,,
2024-02-01,71.4,72.37,70.79,72.35,67.9,2394100,2394100,0.95,1.33,71.7275,"February 01, 24",0.0133,,,,,
2024-01-31,72.6,72.96,71.47,71.56,67.16,3525133,3525133,-1.04,-1.43,72.1475,"January 31, 24",-0.0143,,,,,
2024-01-30,71.32,72.12,70.94,71.93,67.51,3010741,3010741,0.61,0.8553,71.5775,"January 30, 24",0.008553,,,,,
2024-01-29,70.89,71.78,70.33,71.49,67.1,3031707,3031707,0.6,0.84638,71.1225,"January 29, 24",0.0084638,,,,,
2024-01-26,70.86,71.37,70.45,70.91,66.55,3917500,3917500,0.05,0.07056167,70.8975,"January 26, 24",0.0007056167,,,,,
2024-01-25,70.43,70.98,70.02,70.73,66.38,3222537,3222537,0.3,0.42595,70.54,"January 25, 24",0.0042595,,,,,
2024-01-24,72.22,72.22,69.94,70.11,65.8,3516017,3516017,-2.11,-2.92,71.1225,"January 24, 24",-0.0292,,,,,
2024-01-23,71.72,71.93,71.12,71.72,67.31,2494322,2494322,0,0,71.6225,"January 23, 24",0,,,,,
2024-01-22,72.91,73.1,71.28,71.7,67.29,3352279,3352279,-1.21,-1.66,72.2475,"January 22, 24",-0.0166,,,,,
2024-01-19,73.4,73.4,72.44,72.88,68.4,2635510,2635510,-0.52,-0.70845,73.03,"January 19, 24",-0.0070845,,,,,
2024-01-18,73.13,73.5,72.61,73.21,68.71,3561846,3561846,0.08,0.10939,73.1125,"January 18, 24",0.0010939,,,,,
2024-01-17,73.92,75.05,73.25,73.57,69.05,3848509,3848509,-0.35,-0.47348,73.9475,"January 17, 24",-0.0047348,,,,,
2024-01-16,74.9,75.3,74.26,74.46,69.88,2748736,2748736,-0.44,-0.58745,74.73,"January 16, 24",-0.0058745,,,,,
2024-01-12,75.44,75.68,74.92,75.41,70.77,3123241,3123241,-0.03,-0.0397667,75.3625,"January 12, 24",-0.000397667,,,,,
2024-01-11,76.27,76.33,74.52,74.84,70.24,2442544,2442544,-1.43,-1.87,75.49,"January 11, 24",-0.0187,,,,,
2024-01-10,76.25,76.47,75.83,76.13,71.45,1666987,1666987,-0.12,-0.15738,76.17,"January 10, 24",-0.0015738,,,,,
2024-01-09,76.56,76.83,76.19,76.35,71.66,2116639,2116639,-0.21,-0.27429,76.4825,"January 09, 24",-0.0027429,,,,,
2024-01-08,76.22,77.06,75.97,76.96,72.23,2392127,2392127,0.74,0.97087,76.5525,"January 08, 24",0.0097087,,,,,
2024-01-05,75.83,76.84,75.56,76.43,71.73,3297900,3297900,0.6,0.79124,76.165,"January 05, 24",0.0079124,,,,,
2024-01-04,76.27,76.82,75.92,75.96,71.29,1944557,1944557,-0.31,-0.40645,76.2425,"January 04, 24",-0.0040645,,,,,
2024-01-03,76.08,76.13,75.32,76.01,71.34,2409000,2409000,-0.07,-0.09200841,75.885,"January 03, 24",-0.0009200841,,,,,
2024-01-02,74.52,76.23,74.24,75.82,71.16,2714200,2714200,1.3,1.74,75.2025,"January 02, 24",0.0174,,,,,
2023-12-29,74.49,74.83,74.24,74.73,70.14,1736544,1736544,0.24,0.32219,74.5725,"December 29, 23",0.0032219,,,,,
2023-12-28,74,74.71,74,74.67,70.08,1234906,1234906,0.67,0.90541,74.345,"December 28, 23",0.0090541,,,,,
2023-12-27,74.29,74.71,73.89,74.14,69.58,2038478,2038478,-0.15,-0.20191,74.2575,"December 27, 23",-0.0020191,,,,,
2023-12-26,73.63,74.8,73.6,74.46,69.88,2267100,2267100,0.83,1.13,74.1225,"December 26, 23",0.0113,,,,,
2023-12-22,73.63,74.1,73.29,73.7,69.17,1843609,1843609,0.07,0.09506994,73.68,"December 22, 23",0.0009506994,,,,,
2023-12-21,73.29,73.99,72.93,73.14,68.64,2570407,2570407,-0.15,-0.20467,73.3375,"December 21, 23",-0.0020467,,,,,
2023-12-20,74.85,75.08,73.08,73.14,68.64,3973000,3973000,-1.71,-2.28,74.0375,"December 20, 23",-0.0228,,,,,
2023-12-19,75.04,75.41,74.66,75,70.39,2891890,2891890,-0.04,-0.0533049,75.0275,"December 19, 23",-0.000533049,,,,,
2023-12-18,75.54,75.86,74.67,74.8,70.2,2763838,2763838,-0.74,-0.97961,75.2175,"December 18, 23",-0.0097961,,,,,
2023-12-15,75.95,76.42,74.48,75.22,70.6,8523500,8523500,-0.73,-0.96116,75.5175,"December 15, 23",-0.0096116,,,,,
2023-12-14,76.99,77.79,76.09,76.48,71.78,6495309,6495309,-0.51,-0.66242,76.8375,"December 14, 23",-0.0066242,,,,,
2023-12-13,73.92,76.6,73.58,76.49,71.79,3509913,3509913,2.57,3.48,75.1475,"December 13, 23",0.0348,,,,,
2023-12-12,74.84,74.84,73.71,73.85,69.31,3231600,3231600,-0.99,-1.32,74.31,"December 12, 23",-0.0132,,,,,
2023-12-11,72.18,74.01,72.07,73.94,69.39,5282763,5282763,1.76,2.44,73.05,"December 11, 23",0.0244,,,,,
2023-12-08,73.22,73.33,72.22,72.38,67.93,2521700,2521700,-0.84,-1.15,72.7875,"December 08, 23",-0.0115,,,,,
2023-12-07,73.14,73.59,72.74,73.04,68.55,3158306,3158306,-0.1,-0.13672,73.1275,"December 07, 23",-0.0013672,,,,,
2023-12-06,71.48,73.08,71.45,73.05,68.56,4002134,4002134,1.57,2.2,72.265,"December 06, 23",0.022,,,,,
2023-12-05,72.07,72.31,70.91,70.93,66.57,2806913,2806913,-1.14,-1.58,71.555,"December 05, 23",-0.0158,2023-11-14,0.595,0.595,2024-01-15,2023-12-06
2023-12-04,72.76,73.47,72.66,72.81,67.78,3511900,3511900,0.05,0.06871908,72.925,"December 04, 23",0.0006871908,,,,,
