holder,shares,dateReported,change
VANGUARD GROUP INC,233347444,2025-09-30,101177
"BlackRock, Inc.",144774301,2025-09-30,-2794361
PRICE T ROWE ASSOCIATES INC /MD/,115083065,2025-09-30,-52958342
STATE STREET CORP,114801877,2025-09-30,-219341
FMR LLC,90322373,2025-09-30,-9226752
MASSACHUSETTS FINANCIAL SERVICES CO /MA/,87352677,2025-09-30,-3862828
"GEODE CAPITAL MANAGEMENT, LLC",49491252,2025-09-30,489365
AMERICAN CENTURY COMPANIES INC,37046660,2025-09-30,6781640
WELLINGTON MANAGEMENT GROUP LLP,33785930,2025-09-30,-12586165
Independent Franchise Partners LLP,30802691,2025-09-30,-462883
Sachem Head Capital Management LP,30530000,2025-09-30,20370000
Bank of New York Mellon Corp,30360265,2025-09-30,-1254065
BANK OF AMERICA CORP /DE/,27622203,2025-09-30,-3340055
"D. E. Shaw & Co., Inc.",27405346,2025-09-30,17408165
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,25048954,2025-09-30,96219
UBS Group AG,24153515,2025-09-30,-1872783
DIMENSIONAL FUND ADVISORS LP,23127234,2025-09-30,2747952
Pentwater Capital Management LP,21080000,2025-09-30,20220000
Starboard Value LP,20929938,2025-09-30,0
JPMORGAN CHASE & CO,20414854,2025-09-30,-473462
MORGAN STANLEY,19495414,2025-09-30,332458
NORTHERN TRUST CORP,19229480,2025-09-30,-1264952
VAN ECK ASSOCIATES CORP,18361581,2025-09-30,9240434
CITADEL ADVISORS LLC,18311591,2025-09-30,5607016
Amundi,17645761,2025-09-30,3135871
TOMS Capital Investment Management LP,17400000,2025-09-30,1237000
UBS ASSET MANAGEMENT AMERICAS INC,17131145,2025-09-30,-3067605
Invesco Ltd.,17028340,2025-09-30,-790431
Legal & General Group Plc,14785925,2025-09-30,332870
MIZUHO MARKETS AMERICAS LLC,13833398,2025-09-30,13819757
GOLDMAN SACHS GROUP INC,13614042,2025-09-30,-3427860
"Nuveen, LLC",13544753,2025-09-30,-1262598
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",12724320,2025-09-30,7684890
MAVERICK CAPITAL LTD,12042708,2025-09-30,1634653
Third Point LLC,9000000,2025-09-30,475000
LAZARD ASSET MANAGEMENT LLC,8221259,2025-09-30,2880851
M&G Plc,8030140,2025-09-30,-143225
"JANE STREET GROUP, LLC",7961272,2025-09-30,6970484
YACKTMAN ASSET MANAGEMENT LP,7939962,2025-09-30,-247210
ProShare Advisors LLC,7766831,2025-09-30,540182
ROYAL BANK OF CANADA,7417448,2025-09-30,3295137
DEUTSCHE BANK AG\,7294993,2025-09-30,2231431
Assenagon Asset Management S.A.,7166257,2025-09-30,-530766
Burgundy Asset Management Ltd.,7030246,2025-09-30,-118550
"HighTower Advisors, LLC",6659603,2025-09-30,1169383
FRANKLIN RESOURCES INC,6256882,2025-09-30,-27012323
Swiss National Bank,5534346,2025-09-30,-273700
ENVESTNET ASSET MANAGEMENT INC,5307235,2025-09-30,-5294830
NATIXIS,5278322,2025-09-30,4809297
BARCLAYS PLC,5194690,2025-09-30,-2935634
EQUITY INVESTMENT CORP,5164933,2025-09-30,268763
MILLENNIUM MANAGEMENT LLC,5019565,2025-09-30,4213559
"Sumitomo Mitsui Trust Holdings, Inc.",4906600,2025-09-30,44946
Mondrian Investment Partners LTD,4884095,2025-09-30,4884095
VOYA INVESTMENT MANAGEMENT LLC,4779594,2025-09-30,-4911623
THRIVENT FINANCIAL FOR LUTHERANS,4654129,2025-09-30,319309
KEYBANK NATIONAL ASSOCIATION/OH,4628939,2025-09-30,-256023
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",4431940,2025-09-30,127984
"BNP PARIBAS ARBITRAGE, SNC",4408174,2025-09-30,1143197
