date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,declarationDate,paymentDate,dividend,adjDividend,recordDate
2024-05-14,223.54,224.38,220.4,221.58,216.38,605800,605800,-1.96,-0.8768,222.475,"May 14, 24",-0.008768,,,,,
2024-05-13,223.46,223.46,221.26,222.05,216.83,456024,456024,-1.41,-0.63099,222.5575,"May 13, 24",-0.0063099,,,,,
2024-05-10,223.66,224.1,221.48,222.46,217.23,676700,676700,-1.2,-0.53653,222.925,"May 10, 24",-0.0053653,,,,,
2024-05-09,220.9,223.3,220.41,222.97,217.73,713000,713000,2.07,0.93708,221.895,"May 09, 24",0.0093708,,,,,
2024-05-08,220.68,221.75,219.92,220.32,215.14,753700,753700,-0.36,-0.16313,220.6675,"May 08, 24",-0.0016313,,,,,
2024-05-07,222.29,223.67,220,220.68,215.5,766500,766500,-1.61,-0.72428,221.66,"May 07, 24",-0.0072428,,,,,
2024-05-06,220.09,222.54,219.7,221.82,216.61,675120,675120,1.73,0.78604,221.0375,"May 06, 24",0.0078604,,,,,
2024-05-03,219.99,223.2,218.09,219.56,214.4,805700,805700,-0.43,-0.19546,220.21,"May 03, 24",-0.0019546,,,,,
2024-05-02,216.77,221.04,213.04,218.41,213.28,1265547,1265547,1.64,0.75656,217.315,"May 02, 24",0.0075656,,,,,
2024-05-01,224,226.72,213.44,214.61,209.57,2422022,2422022,-9.39,-4.19,219.6925,"May 01, 24",-0.0419,,,,,
2024-04-30,245.92,248.12,241.81,241.86,236.18,939021,939021,-4.06,-1.65,244.4275,"April 30, 24",-0.0165,,,,,
2024-04-29,242.73,246.02,242.73,245.94,240.16,531000,531000,3.21,1.32,244.355,"April 29, 24",0.0132,,,,,
2024-04-26,242.43,244.42,242.1,242.26,236.57,424600,424600,-0.17,-0.07012333,242.8025,"April 26, 24",-0.0007012333,,,,,
2024-04-25,240.29,244.55,238.55,243.42,237.7,753400,753400,3.13,1.3,241.7025,"April 25, 24",0.013,,,,,
2024-04-24,240.63,242.3,239.65,240.69,235.04,450709,450709,0.06,0.02493455,240.8175,"April 24, 24",0.0002493455,,,,,
2024-04-23,237.93,241.43,237.85,240.47,234.82,478000,478000,2.54,1.07,239.42,"April 23, 24",0.0107,,,,,
2024-04-22,236.83,239.38,234.74,237.64,232.06,526072,526072,0.81,0.34202,237.1475,"April 22, 24",0.0034202,,,,,
2024-04-19,235.66,237.37,234.45,235.78,230.24,593266,593266,0.12,0.05092082,235.815,"April 19, 24",0.0005092082,,,,,
2024-04-18,237.5,238.29,235.26,235.7,230.16,411118,411118,-1.8,-0.75789,236.6875,"April 18, 24",-0.0075789,,,,,
2024-04-17,241.27,241.27,236.37,236.78,231.22,956510,956510,-4.49,-1.86,238.9225,"April 17, 24",-0.0186,,,,,
2024-04-16,242.08,244.71,239.55,240.01,234.37,651799,651799,-2.07,-0.85509,241.5875,"April 16, 24",-0.0085509,,,,,
2024-04-15,246.27,246.55,240.03,241.38,235.71,728927,728927,-4.89,-1.99,243.5575,"April 15, 24",-0.0199,,,,,
2024-04-12,245.17,247.8,242.57,242.91,237.2,847838,847838,-2.26,-0.92181,244.6125,"April 12, 24",-0.0092181,,,,,
2024-04-11,248.19,249.33,246.67,248,242.17,658200,658200,-0.19,-0.07655425,248.0475,"April 11, 24",-0.0007655425,,,,,
2024-04-10,250,250.42,247.05,247.28,241.47,681110,681110,-2.72,-1.09,248.6875,"April 10, 24",-0.0109,,,,,
2024-04-09,255.52,256.42,251.45,254.25,248.28,515600,515600,-1.27,-0.49703,254.41,"April 09, 24",-0.0049703,,,,,
2024-04-08,255.51,257.33,254.06,254.26,248.29,555500,555500,-1.25,-0.48922,255.29,"April 08, 24",-0.0048922,,,,,
2024-04-05,253.78,256.44,252.53,255.19,249.2,984438,984438,1.41,0.5556,254.485,"April 05, 24",0.005556,,,,,
2024-04-04,261.36,263.37,252.33,252.54,246.61,658007,658007,-8.82,-3.37,257.4,"April 04, 24",-0.0337,,,,,
2024-04-03,250.7,256.57,250.7,255.76,249.75,479400,479400,5.06,2.02,253.4325,"April 03, 24",0.0202,,,,,
2024-04-02,250.8,252.13,250.26,251.63,245.72,477400,477400,0.83,0.33094,251.205,"April 02, 24",0.0033094,,,,,
2024-04-01,255.79,256.93,252.94,253.06,247.12,447800,447800,-2.73,-1.07,254.68,"April 01, 24",-0.0107,,,,,
2024-03-28,257.89,259.38,255.6,255.78,249.77,772300,772300,-2.11,-0.81818,257.1625,"March 28, 24",-0.0081818,,,,,
2024-03-27,256.15,258.01,255.53,257.87,251.81,502920,502920,1.72,0.67148,256.89,"March 27, 24",0.0067148,,,,,
2024-03-26,253.96,257.07,253.94,254.12,248.15,486924,486924,0.16,0.06300205,254.7725,"March 26, 24",0.0006300205,,,,,
2024-03-25,254.53,254.69,252.92,253.85,247.89,422300,422300,-0.68,-0.26716,253.9975,"March 25, 24",-0.0026716,,,,,
2024-03-22,255.4,256.41,254.4,255.67,249.66,516358,516358,0.27,0.10572,255.47,"March 22, 24",0.0010572,,,,,
2024-03-21,253.04,255.12,252.55,254.81,248.82,688948,688948,1.77,0.69949,253.88,"March 21, 24",0.0069949,,,,,
2024-03-20,247.36,251.08,246.96,250.8,244.91,611900,611900,3.44,1.39,249.05,"March 20, 24",0.0139,,,,,
2024-03-19,245.17,248.34,244.84,248,242.17,815645,815645,2.83,1.15,246.5875,"March 19, 24",0.0115,,,,,
2024-03-18,246.83,248.38,244.84,245.02,239.26,676584,676584,-1.81,-0.7333,246.2675,"March 18, 24",-0.007333,,,,,
2024-03-15,245.73,247.4,244.77,245.51,239.74,1531838,1531838,-0.22,-0.08952916,245.8525,"March 15, 24",-0.0008952916,,,,,
2024-03-14,248.63,249.27,245.69,246.48,240.69,482412,482412,-2.15,-0.86474,247.5175,"March 14, 24",-0.0086474,,,,,
2024-03-13,249.95,250.39,247.61,248.63,242.79,645100,645100,-1.32,-0.52811,249.145,"March 13, 24",-0.0052811,,,,,
2024-03-12,249.03,250.63,247.47,249.87,244,626200,626200,0.84,0.33731,249.25,"March 12, 24",0.0033731,,,,,
2024-03-11,246.21,249.24,245.3,247.94,242.12,525000,525000,1.73,0.70265,247.1725,"March 11, 24",0.0070265,,,,,
2024-03-08,248.49,249.87,247.79,247.95,242.13,620200,620200,-0.54,-0.21731,248.525,"March 08, 24",-0.0021731,,,,,
2024-03-07,248.25,249.5,247.27,248.34,242.51,472703,472703,0.09,0.03625378,248.34,"March 07, 24",0.0003625378,,,,,
2024-03-06,246.76,248.88,245.61,247.19,241.38,553478,553478,0.43,0.17426,247.11,"March 06, 24",0.0017426,,,,,
2024-03-05,245.33,246.41,243.73,244.97,239.22,688613,688613,-0.36,-0.14674,245.11,"March 05, 24",-0.0014674,,,,,
2024-03-04,247.68,248.6,245.6,246.67,240.88,742037,742037,-1.01,-0.40778,247.1375,"March 04, 24",-0.0040778,,,,,
2024-03-01,247.11,248.86,246.25,247.32,241.51,691155,691155,0.21,0.0849824,247.385,"March 01, 24",0.000849824,,,,,
2024-02-29,246.64,247.47,243.99,246.21,240.43,809784,809784,-0.43,-0.17434,246.0775,"February 29, 24",-0.0017434,,,,,
2024-02-28,243.7,245.91,243.48,244.91,239.16,399100,399100,1.21,0.49651,244.5,"February 28, 24",0.0049651,,,,,
2024-02-27,246.49,246.49,243.58,244.27,238.53,407609,407609,-2.22,-0.90065,245.2075,"February 27, 24",-0.0090065,,,,,
2024-02-26,247.14,248.18,245.27,246.23,240.45,449808,449808,-0.91,-0.36821,246.705,"February 26, 24",-0.0036821,,,,,
2024-02-23,247.05,248.05,245.36,247.11,241.31,463433,463433,0.06,0.02428658,246.8925,"February 23, 24",0.0002428658,2024-02-07,2024-03-12,0.62,0.62,2024-02-26
2024-02-22,244.52,248.08,244.32,247.56,241.14,698617,698617,3.04,1.24,246.12,"February 22, 24",0.0124,,,,,
2024-02-21,241.18,241.72,238.82,241.34,235.08,534266,534266,0.16,0.06634049,240.765,"February 21, 24",0.0006634049,,,,,
2024-02-20,239.61,242.47,238.36,241.79,235.52,641400,641400,2.18,0.90981,240.5575,"February 20, 24",0.0090981,,,,,
2024-02-16,243.61,244.11,240.54,241.37,235.11,859700,859700,-2.24,-0.9195,242.4075,"February 16, 24",-0.009195,,,,,
2024-02-15,240.35,243.51,240.32,242.75,236.46,520668,520668,2.4,0.99854,241.7325,"February 15, 24",0.0099854,,,,,
2024-02-14,239.18,240.72,236.58,239.48,233.27,970200,970200,0.3,0.12543,238.99,"February 14, 24",0.0012543,,,,,
2024-02-13,236.75,238.78,235.04,237.47,231.31,986400,986400,0.72,0.30412,237.01,"February 13, 24",0.0030412,,,,,
2024-02-12,244.95,246.04,241.79,242,235.72,690215,690215,-2.95,-1.2,243.695,"February 12, 24",-0.012,,,,,
2024-02-09,244.3,245.41,241.49,245.23,238.87,884825,884825,0.93,0.38068,244.1075,"February 09, 24",0.0038068,,,,,
2024-02-08,237.6,244.76,237.07,243.96,237.63,1089400,1089400,6.36,2.68,240.8475,"February 08, 24",0.0268,,,,,
2024-02-07,234.84,247.63,233.69,237.6,231.44,2023700,2023700,2.76,1.18,238.44,"February 07, 24",0.0118,,,,,
2024-02-06,230.85,231.82,229.39,230.5,224.52,761149,761149,-0.35,-0.15161,230.64,"February 06, 24",-0.0015161,,,,,
2024-02-05,231.18,231.94,229.18,230.73,224.75,599700,599700,-0.45,-0.19465,230.7575,"February 05, 24",-0.0019465,,,,,
2024-02-02,228.69,233.46,228.05,232.66,226.63,697669,697669,3.97,1.74,230.715,"February 02, 24",0.0174,,,,,
2024-02-01,227.56,230.19,225.38,230.08,224.11,651204,651204,2.52,1.11,228.3025,"February 01, 24",0.0111,,,,,
2024-01-31,229.48,230.27,226.06,226.72,220.84,1083140,1083140,-2.76,-1.2,228.1325,"January 31, 24",-0.012,,,,,
2024-01-30,229.64,231.81,229.12,230.22,224.25,625918,625918,0.58,0.25257,230.1975,"January 30, 24",0.0025257,,,,,
2024-01-29,229.07,229.37,226.62,229.11,223.17,532900,532900,0.04,0.01746191,228.5425,"January 29, 24",0.0001746191,,,,,
2024-01-26,229,229.79,228.03,229.69,223.73,641500,641500,0.69,0.30131,229.1275,"January 26, 24",0.0030131,,,,,
2024-01-25,228,229.52,227.61,228.99,223.05,696600,696600,0.99,0.43421,228.53,"January 25, 24",0.0043421,,,,,
2024-01-24,225.54,228.08,224.65,226.33,220.46,575330,575330,0.79,0.35027,226.15,"January 24, 24",0.0035027,,,,,
2024-01-23,227.95,228,224.51,224.81,218.98,586500,586500,-3.14,-1.38,226.3175,"January 23, 24",-0.0138,,,,,
2024-01-22,227.5,228.28,226.63,226.91,221.03,563637,563637,-0.59,-0.25934,227.33,"January 22, 24",-0.0025934,,,,,
2024-01-19,225.74,227.01,224.8,226.46,220.59,615948,615948,0.72,0.31895,226.0025,"January 19, 24",0.0031895,,,,,
2024-01-18,220.2,225.27,219.83,225.03,219.19,731008,731008,4.83,2.19,222.5825,"January 18, 24",0.0219,,,,,
2024-01-17,220.14,220.45,218.73,219.07,213.39,526525,526525,-1.07,-0.48605,219.5975,"January 17, 24",-0.0048605,,,,,
2024-01-16,218.68,221.08,217.68,220.72,215,567634,567634,2.04,0.93287,219.54,"January 16, 24",0.0093287,,,,,
2024-01-12,222.06,222.82,218.55,219.14,213.46,779613,779613,-2.92,-1.31,220.6425,"January 12, 24",-0.0131,,,,,
2024-01-11,220.27,221.39,218.8,221.17,215.44,522800,522800,0.9,0.40859,220.4075,"January 11, 24",0.0040859,,,,,
2024-01-10,218.13,220.99,218.13,220.27,214.56,985226,985226,2.14,0.98107,219.38,"January 10, 24",0.0098107,,,,,
2024-01-09,215.8,218.26,215.03,218.18,212.52,881901,881901,2.38,1.1,216.8175,"January 09, 24",0.011,,,,,
2024-01-08,214.05,218.6,212.72,218.21,212.55,966112,966112,4.16,1.94,215.895,"January 08, 24",0.0194,,,,,
2024-01-05,214.51,215.45,213.15,214.04,208.49,1080000,1080000,-0.47,-0.2191,214.2875,"January 05, 24",-0.002191,,,,,
2024-01-04,216.62,216.99,214.99,215.08,209.5,911403,911403,-1.54,-0.71092,215.92,"January 04, 24",-0.0071092,,,,,
2024-01-03,220.1,220.43,217.29,217.3,211.67,795400,795400,-2.8,-1.27,218.78,"January 03, 24",-0.0127,,,,,
2024-01-02,226.18,226.4,219.78,220.67,214.95,999932,999932,-5.51,-2.44,223.2575,"January 02, 24",-0.0244,,,,,
2023-12-29,228.56,229.31,226.62,227.32,221.43,564200,564200,-1.24,-0.54253,227.9525,"December 29, 23",-0.0054253,,,,,
2023-12-28,229.16,229.2,227.57,228.7,222.77,381300,381300,-0.46,-0.20073,228.6575,"December 28, 23",-0.0020073,,,,,
2023-12-27,229.21,229.42,227.91,228.55,222.62,565000,565000,-0.66,-0.28795,228.7725,"December 27, 23",-0.0028795,,,,,
2023-12-26,227.3,228.83,226.1,228.73,222.8,468448,468448,1.43,0.62912,227.74,"December 26, 23",0.0062912,,,,,
2023-12-22,226.54,226.85,225.17,226.63,220.75,524300,524300,0.09,0.03972808,226.2975,"December 22, 23",0.0003972808,,,,,
2023-12-21,223.74,225.29,222.76,225.1,219.26,526700,526700,1.36,0.60785,224.2225,"December 21, 23",0.0060785,,,,,
2023-12-20,223.61,226.66,222.3,222.41,216.64,758023,758023,-1.2,-0.53665,223.745,"December 20, 23",-0.0053665,,,,,
2023-12-19,223.7,224.4,222.09,223.95,218.14,823500,823500,0.25,0.11176,223.535,"December 19, 23",0.0011176,,,,,
2023-12-18,225,226.66,222.4,223.69,217.89,879400,879400,-1.31,-0.58222,224.4375,"December 18, 23",-0.0058222,,,,,
2023-12-15,220.46,223.45,219.83,223.23,217.44,9574000,9574000,2.77,1.26,221.7425,"December 15, 23",0.0126,,,,,
2023-12-14,219.79,222.5,218.19,220.44,214.72,1622237,1622237,0.65,0.29574,220.23,"December 14, 23",0.0029574,,,,,
2023-12-13,217.62,220.05,216.95,218.02,212.37,962744,962744,0.4,0.18381,218.16,"December 13, 23",0.0018381,,,,,
2023-12-12,214.65,219.32,214.02,217.62,211.98,940700,940700,2.97,1.38,216.4025,"December 12, 23",0.0138,,,,,
2023-12-11,215.23,219.7,215.23,215.72,210.13,1109197,1109197,0.49,0.22766,216.47,"December 11, 23",0.0022766,,,,,
2023-12-08,211.63,213.62,210.06,213.19,207.66,497300,497300,1.56,0.73714,212.125,"December 08, 23",0.0073714,,,,,
2023-12-07,211.81,213.33,210.74,212.58,207.07,807100,807100,0.77,0.36353,212.115,"December 07, 23",0.0036353,,,,,
2023-12-06,211.59,211.98,208.86,209.59,204.16,670500,670500,-2,-0.94522,210.505,"December 06, 23",-0.0094522,,,,,
2023-12-05,212,212.11,208.97,210.41,204.95,481405,481405,-1.59,-0.75,210.8725,"December 05, 23",-0.0075,,,,,
2023-12-04,210.87,213.44,210.6,212.6,207.09,601126,601126,1.73,0.82041,211.8775,"December 04, 23",0.0082041,,,,,
2023-12-01,210.71,212.77,208.3,212.56,207.05,873711,873711,1.85,0.87798,211.085,"December 01, 23",0.0087798,,,,,
2023-11-30,211.99,212.58,208.79,210.88,205.41,2377000,2377000,-1.11,-0.52361,211.06,"November 30, 23",-0.0052361,,,,,
2023-11-29,214.46,215.6,211.81,212.09,206.59,647628,647628,-2.37,-1.11,213.49,"November 29, 23",-0.0111,,,,,
2023-11-28,213.83,215.32,212.63,212.68,207.17,585300,585300,-1.15,-0.53781,213.615,"November 28, 23",-0.0053781,,,,,
2023-11-27,216.26,217.16,214.8,214.9,209.33,787900,787900,-1.36,-0.62887,215.78,"November 27, 23",-0.0062887,,,,,
2023-11-24,217.76,217.76,214.9,216.69,211.07,246100,246100,-1.07,-0.49137,216.7775,"November 24, 23",-0.0049137,,,,,
2023-11-22,216.9,218.56,215.83,217.02,211.39,655000,655000,0.12,0.05532503,217.0775,"November 22, 23",0.0005532503,2023-11-01,2023-12-12,0.62,0.62,2023-11-24
2023-11-21,216.97,217.98,216.02,216.84,210.61,708139,708139,-0.13,-0.05991612,216.9525,"November 21, 23",-0.0005991612,,,,,
2023-11-20,215.01,217.37,213.02,217.24,211,922900,922900,2.23,1.04,215.66,"November 20, 23",0.0104,,,,,
2023-11-17,216.97,218.03,213.44,215.29,209.1,960011,960011,-1.68,-0.7743,215.9325,"November 17, 23",-0.007743,,,,,
2023-11-16,217.4,219.19,214.71,215.51,209.32,703300,703300,-1.89,-0.86937,216.7025,"November 16, 23",-0.0086937,,,,,
2023-11-15,219.3,219.71,217.08,218.92,212.63,677529,677529,-0.38,-0.17328,218.7525,"November 15, 23",-0.0017328,,,,,
2023-11-14,214.75,218.86,214.73,218.46,212.18,655075,655075,3.71,1.73,216.7,"November 14, 23",0.0173,,,,,
2023-11-13,211.24,212.72,210.13,211.97,205.88,485532,485532,0.73,0.34558,211.515,"November 13, 23",0.0034558,,,,,
2023-11-10,209.5,211.75,207.8,211.67,205.59,546451,546451,2.17,1.04,210.18,"November 10, 23",0.0104,,,,,
2023-11-09,210.88,211,207.77,208.5,202.51,763453,763453,-2.38,-1.13,209.5375,"November 09, 23",-0.0113,,,,,
2023-11-08,208.87,209.53,207.28,209.28,203.27,479200,479200,0.41,0.19629,208.74,"November 08, 23",0.0019629,,,,,
2023-11-07,211.2,211.97,206.67,208,202.02,691834,691834,-3.2,-1.52,209.46,"November 07, 23",-0.0152,,,,,
2023-11-06,209.88,211.2,208.69,211.04,204.98,513338,513338,1.16,0.5527,210.2025,"November 06, 23",0.005527,,,,,
2023-11-03,208.39,210.58,208.39,209.46,203.44,586200,586200,1.07,0.51346,209.205,"November 03, 23",0.0051346,,,,,
2023-11-02,200.21,207.06,200.12,206.67,200.73,801144,801144,6.46,3.23,203.515,"November 02, 23",0.0323,,,,,
2023-11-01,185.55,199.2,185.04,199.16,193.44,939400,939400,13.61,7.33,192.2375,"November 01, 23",0.0733,,,,,
2023-10-31,198.1,200.79,197.04,200.4,194.64,791212,791212,2.3,1.16,199.0825,"October 31, 23",0.0116,,,,,
2023-10-30,199.59,200.15,194.84,197.05,191.39,1088753,1088753,-2.54,-1.27,197.9075,"October 30, 23",-0.0127,,,,,
2023-10-27,197.65,199.84,196.69,198.9,193.19,645913,645913,1.25,0.63243,198.27,"October 27, 23",0.0063243,,,,,
2023-10-26,198.5,200.22,198.06,198.42,192.72,589800,589800,-0.08,-0.04030227,198.8,"October 26, 23",-0.0004030227,,,,,
2023-10-25,199.42,202.52,198.03,198.7,192.99,548600,548600,-0.72,-0.36105,199.6675,"October 25, 23",-0.0036105,,,,,
2023-10-24,200.19,201.88,197.99,199.89,194.15,569524,569524,-0.3,-0.14986,199.9875,"October 24, 23",-0.0014986,,,,,
2023-10-23,199.26,201.35,197.99,199.55,193.82,555510,555510,0.29,0.14554,199.5375,"October 23, 23",0.0014554,,,,,
2023-10-20,202.99,202.99,200.17,200.42,194.66,522126,522126,-2.57,-1.27,201.6425,"October 20, 23",-0.0127,,,,,
2023-10-19,206.73,207.19,202.35,202.85,197.02,563600,563600,-3.88,-1.88,204.78,"October 19, 23",-0.0188,,,,,
2023-10-18,208.35,208.35,206,206.16,200.24,464800,464800,-2.19,-1.05,207.215,"October 18, 23",-0.0105,,,,,
2023-10-17,207.78,210.87,207.09,208.9,202.9,481700,481700,1.12,0.53903,208.66,"October 17, 23",0.0053903,,,,,
2023-10-16,207.55,210.02,207.29,208.82,202.82,520200,520200,1.27,0.6119,208.42,"October 16, 23",0.006119,,,,,
2023-10-13,211.23,211.58,205.7,207.26,201.31,937148,937148,-3.97,-1.88,208.9425,"October 13, 23",-0.0188,,,,,
2023-10-12,215.33,215.81,210.73,211.58,205.5,649717,649717,-3.75,-1.74,213.3625,"October 12, 23",-0.0174,,,,,
2023-10-11,211.15,213.95,211.15,213.82,207.68,521700,521700,2.67,1.26,212.5175,"October 11, 23",0.0126,,,,,
2023-10-10,208.3,211.53,208.16,210.15,204.11,548125,548125,1.85,0.88814,209.535,"October 10, 23",0.0088814,,,,,
2023-10-09,205.03,208.58,204.99,208.12,202.14,401600,401600,3.09,1.51,206.68,"October 09, 23",0.0151,,,,,
2023-10-06,202.57,206.68,202.57,205.63,199.72,1065410,1065410,3.06,1.51,204.3625,"October 06, 23",0.0151,,,,,
2023-10-05,204.52,206.06,202,203.04,197.21,627747,627747,-1.48,-0.72365,203.905,"October 05, 23",-0.0072365,,,,,
2023-10-04,202.28,205.93,202.2,205.42,199.52,704667,704667,3.14,1.55,203.9575,"October 04, 23",0.0155,,,,,
2023-10-03,204,208.78,201.07,201.77,195.97,979400,979400,-2.23,-1.09,203.905,"October 03, 23",-0.0109,,,,,
2023-10-02,201.76,202.5,199.09,200.98,195.21,935443,935443,-0.78,-0.3866,201.0825,"October 02, 23",-0.003866,,,,,
2023-09-29,203,203.71,200.62,201.76,195.96,803398,803398,-1.24,-0.61084,202.2725,"September 29, 23",-0.0061084,,,,,
2023-09-28,198.94,203.71,198.94,202.88,197.05,763500,763500,3.94,1.98,201.1175,"September 28, 23",0.0198,,,,,
2023-09-27,200.38,200.88,197.28,198.69,192.98,724839,724839,-1.69,-0.8434,199.3075,"September 27, 23",-0.008434,,,,,
2023-09-26,203.24,203.48,199.08,200.24,194.49,814834,814834,-3,-1.48,201.51,"September 26, 23",-0.0148,,,,,
2023-09-25,204.84,206.77,203.93,205,199.11,429408,429408,0.16,0.07810974,205.135,"September 25, 23",0.0007810974,,,,,
2023-09-22,204.92,207.03,204.92,205.76,199.85,414027,414027,0.84,0.40992,205.6575,"September 22, 23",0.0040992,,,,,
2023-09-21,207.54,207.95,203.49,205.04,199.15,437410,437410,-2.5,-1.2,206.005,"September 21, 23",-0.012,,,,,
2023-09-20,208.49,209.68,207.75,209,203,610714,610714,0.51,0.24462,208.73,"September 20, 23",0.0024462,,,,,
2023-09-19,208.69,209.01,206.89,208.67,202.67,337500,337500,-0.02,-0.00958359,208.315,"September 19, 23",-9.58359e-05,,,,,
2023-09-18,206.9,209.97,206.9,208.69,202.69,503525,503525,1.79,0.86515,208.115,"September 18, 23",0.0086515,,,,,
2023-09-15,209.87,210.02,206.13,207,201.05,1189703,1189703,-2.87,-1.37,208.255,"September 15, 23",-0.0137,,,,,
2023-09-14,209.49,210.22,207,209.79,203.76,653037,653037,0.3,0.1432,209.125,"September 14, 23",0.001432,,,,,
2023-09-13,208.85,209.54,205.52,208.33,202.34,877800,877800,-0.52,-0.24898,208.06,"September 13, 23",-0.0024898,,,,,
2023-09-12,209.98,211.06,208.24,208.94,202.94,474804,474804,-1.04,-0.49529,209.555,"September 12, 23",-0.0049529,,,,,
2023-09-11,213.47,213.72,209.56,211.22,205.15,415517,415517,-2.25,-1.05,211.9925,"September 11, 23",-0.0105,,,,,
2023-09-08,213.52,215.7,211.94,212.67,206.56,475467,475467,-0.85,-0.39809,213.4575,"September 08, 23",-0.0039809,,,,,
2023-09-07,212.63,214.58,212.08,212.9,206.78,947637,947637,0.27,0.12698,213.0475,"September 07, 23",0.0012698,,,,,
2023-09-06,212,213.52,209.9,213.28,207.15,548100,548100,1.28,0.60377,212.175,"September 06, 23",0.0060377,,,,,
2023-09-05,213.47,214.9,212.51,212.64,206.53,619006,619006,-0.83,-0.38881,213.38,"September 05, 23",-0.0038881,,,,,
2023-09-01,212.5,214.28,212.07,213.18,207.06,486522,486522,0.68,0.32,213.0075,"September 01, 23",0.0032,,,,,
2023-08-31,209.2,212.41,209.2,211.15,205.08,784600,784600,1.95,0.93212,210.49,"August 31, 23",0.0093212,,,,,
2023-08-30,207.38,208.53,207.09,208.11,202.13,487798,487798,0.73,0.35201,207.7775,"August 30, 23",0.0035201,,,,,
2023-08-29,206.85,208.73,206.31,207.54,201.58,431315,431315,0.69,0.33358,207.3575,"August 29, 23",0.0033358,,,,,
2023-08-28,204.62,207.06,204.12,206.85,200.91,338128,338128,2.23,1.09,205.6625,"August 28, 23",0.0109,,,,,
2023-08-25,202.93,204.58,201.12,204,198.14,300303,300303,1.07,0.52728,203.1575,"August 25, 23",0.0052728,,,,,
2023-08-24,205.2,205.71,201.21,201.28,195.5,360936,360936,-3.92,-1.91,203.35,"August 24, 23",-0.0191,2023-08-02,2023-09-12,0.59,0.59,2023-08-25
2023-08-23,203.05,205.27,202.46,204.83,198.37,473628,473628,1.78,0.87663,203.9025,"August 23, 23",0.0087663,,,,,
2023-08-22,202.15,203.55,201.98,202.88,196.48,593000,593000,0.73,0.36112,202.64,"August 22, 23",0.0036112,,,,,
2023-08-21,200.65,201.98,199.76,201.42,195.07,350622,350622,0.77,0.38375,200.9525,"August 21, 23",0.0038375,,,,,
2023-08-18,196.32,200.92,196.32,200.3,193.98,350500,350500,3.98,2.03,198.465,"August 18, 23",0.0203,,,,,
2023-08-17,202.49,203.54,200.25,200.32,194,339400,339400,-2.17,-1.07,201.65,"August 17, 23",-0.0107,,,,,
2023-08-16,204.68,206.25,201.37,201.54,195.18,426238,426238,-3.14,-1.53,203.46,"August 16, 23",-0.0153,,,,,
2023-08-15,206.14,206.27,204.51,204.68,198.22,523236,523236,-1.46,-0.70826,205.4,"August 15, 23",-0.0070826,,,,,
2023-08-14,204.06,207.26,203.72,206.62,200.1,514500,514500,2.56,1.25,205.415,"August 14, 23",0.0125,,,,,
2023-08-11,202.31,204.68,202.31,203.48,197.06,463500,463500,1.17,0.57832,203.195,"August 11, 23",0.0057832,,,,,
2023-08-10,201.95,205.13,201.55,202.66,196.27,588800,588800,0.71,0.35157,202.8225,"August 10, 23",0.0035157,,,,,
2023-08-09,203.1,203.28,200.91,201.59,195.23,489600,489600,-1.51,-0.74348,202.22,"August 09, 23",-0.0074348,,,,,
2023-08-08,202.29,203.02,200.16,202.68,196.29,433809,433809,0.39,0.19279,202.0375,"August 08, 23",0.0019279,,,,,
2023-08-07,201,203.64,199.44,202.84,196.44,839439,839439,1.84,0.91542,201.73,"August 07, 23",0.0091542,,,,,
2023-08-04,198.71,202.53,197.58,197.87,191.63,721151,721151,-0.84,-0.42273,199.1725,"August 04, 23",-0.0042273,,,,,
2023-08-03,195.56,199.9,193.27,199.28,192.99,920100,920100,3.72,1.9,197.0025,"August 03, 23",0.019,,,,,
2023-08-02,187.39,201.12,185.14,197,190.79,2036600,2036600,9.61,5.13,192.6625,"August 02, 23",0.0513,,,,,
2023-08-01,187.07,188.71,186.13,187.33,181.42,1056029,1056029,0.26,0.13899,187.31,"August 01, 23",0.0013899,,,,,
2023-07-31,186.22,187.15,184.99,187.07,181.17,1100500,1100500,0.85,0.45645,186.3575,"July 31, 23",0.0045645,,,,,
2023-07-28,189.48,189.59,185.44,186.28,180.4,593525,593525,-3.2,-1.69,187.6975,"July 28, 23",-0.0169,,,,,
2023-07-27,190.81,191.33,187.78,188.07,182.14,462812,462812,-2.74,-1.44,189.4975,"July 27, 23",-0.0144,,,,,
2023-07-26,190.58,191.57,189.02,189.63,183.65,428832,428832,-0.945,-0.49848,190.2,"July 26, 23",-0.0049848,,,,,
2023-07-25,190,191.53,189.06,190.94,184.92,441724,441724,0.94,0.49474,190.3825,"July 25, 23",0.0049474,,,,,
2023-07-24,189.61,190.92,188.72,189.99,184,461904,461904,0.38,0.20041,189.81,"July 24, 23",0.0020041,,,,,
2023-07-21,189.84,190.08,188.36,188.52,182.57,478019,478019,-1.32,-0.69532,189.2,"July 21, 23",-0.0069532,,,,,
2023-07-20,189.75,190.24,187.68,188.41,182.47,485800,485800,-1.34,-0.70619,189.02,"July 20, 23",-0.0070619,,,,,
2023-07-19,189.04,190.62,188.92,189.75,183.77,484500,484500,0.71,0.37558,189.5825,"July 19, 23",0.0037558,,,,,
2023-07-18,188.75,190.43,187.42,188.24,182.3,583326,583326,-0.51,-0.2702,188.71,"July 18, 23",-0.002702,,,,,
