symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
PODD,-0.4644,-1.13914,-7.08398,-8.47567,-5.91287,0,5.40591,-1.13223,11.53513,654.65457,1672.6817
