date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,TER,USD,0000097210,2025-02-20,2025-02-20 09:55:54,2024,FY,542372000,119741000,-46360000,0,23876000,-52659000,8707000,-54386000,122214000,32547000,672176000,-198095000,90348000,-577856000,62388000,873000,-622342000,0,23230000,-198574000,-76423000,0,-251767000,-2284000,-204217000,553354000,757571000,672176000,-198095000,474081000,https://www.sec.gov/Archives/edgar/data/97210/000095017025023784/0000950170-25-023784-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000095017025023784/ter-20241231.htm
2023-12-31,TER,USD,0000097210,2024-02-22,2024-02-22 15:34:26,2023,FY,448752000,111117000,-37642000,0,-9638000,70977000,5327000,46782000,-132724000,72642000,585231000,-159642000,0,-161906000,146443000,-4540000,-179645000,-50264000,13471000,-397241000,-67878000,0,-501912000,-876000,-97202000,757571000,854773000,585231000,-159642000,425589000,https://www.sec.gov/Archives/edgar/data/97210/000095017024018701/0000950170-24-018701-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000095017024018701/ter-20231231.htm
2022-12-31,TER,USD,0000097210,2023-02-22,2023-02-22 15:12:27,2022,FY,715501000,110096000,-38693000,0,-272584000,50628000,-80809000,-60507000,-181896000,63603000,577923000,-163249000,3410000,-287409000,490999000,0,43751000,-66759000,-4437000,-752082000,-69711000,0,-892989000,3889000,-267426000,854773000,1122199000,577923000,-163249000,414674000,https://www.sec.gov/Archives/edgar/data/97210/000119312523044711/0001193125-23-044711-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312523044711/d414778d10k.htm
2021-12-31,TER,USD,0000097210,2022-02-23,2022-02-23 15:19:17,2021,FY,1014589000,112529000,-17305000,0,-98766000,-57778000,6495000,129499000,-176982000,87319000,1098366000,-132472000,-12000000,-661781000,926614000,0,120361000,-342990000,383000,-600000000,-65977000,0,-1008584000,-2065000,208078000,1122199000,914121000,1098366000,-132472000,965894000,https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/0001193125-22-049828-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/d213661d10k.htm
2020-12-31,TER,USD,0000097210,2021-02-22,2021-02-22 16:04:39,2020,FY,784147000,110922000,-15688000,0,-69379000,-129451000,-8438000,73167000,-4657000,58933000,868935000,-184977000,149000,-900196000,514683999,546000,-569794000,0,5513000,-88465000,-66482000,-8852000,-158286000,-658000,140197000,914121000,773924000,868935000,-184977000,683958000,https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/0001193125-21-050735-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/d69963d10k.htm
2019-12-31,TER,USD,0000097210,2020-03-02,2020-03-02 14:20:16,2019,FY,467468000,120655000,-9456000,0,-51710000,-70440000,-27408000,49279000,-3141000,51793000,578750000,-134642000,-79742000,-662701000,717513000,2912000,-156660000,0,14571000,-500000000,-61305000,-27615000,-574349000,-569000,-152828000,773924000,926752000,578750000,-134642000,444108000,https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/0001193125-20-058676-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/d860886d10k.htm
2018-12-31,TER,USD,0000097210,2019-03-01,2019-03-01 12:03:21,2018,FY,451779000,113224000,28340000,0,-163529000,-17938000,-29498000,13693000,-129786000,47067000,476881000,-114379000,-161554000,-918744000,2116561000,1125999,923010000,0,950000,-823478000,-67322000,-13571000,-903421000,439000,496909000,926752000,429843000,476881000,-114379000,362502000,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/0001193125-19-059974-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/d652525d10k.htm
2017-12-31,TER,USD,0000097210,2018-03-01,2018-03-01 14:14:00,2017,FY,257692000,108075000,37105000,0,183088000,-80584000,44960000,43574000,175138000,40535000,626495000,-105375000,0,-1391917000,1229427000,5064000,-262801000,0,11612000,-200304000,-55447000,-1050000,-245189000,3454000,121959000,429843000,307884000,626495000,-105375000,521120000,https://www.sec.gov/Archives/edgar/data/97210/000119312518066579/0001193125-18-066579-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312518066579/d504255d10k.htm
2016-12-31,TER,USD,0000097210,2017-03-01,2017-03-01 12:10:57,2016,FY,-43421000,120009000,-62936000,0,40756000,18325000,34263000,-1706000,-10126000,391391000,445799000,-85272000,0,-1656267000,1096026000,5051000,-640462000,450800000,88325000,-146331000,-48619000,-5499000,237842000,0,43179000,307884000,264704999,445799000,-85272000,360527000,https://www.sec.gov/Archives/edgar/data/97210/000119312517064638/0001193125-17-064638-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312517064638/d274101d10k.htm
2015-12-31,TER,USD,0000097210,2016-02-29,2016-02-29 12:10:57,2015,FY,206477000,140773000,-7124000,0,9299000,-57267000,15559000,48213000,2794000,61163000,410588000,-89878000,-282741000,-1424002000,1681801000,1098000,-113722000,0,19530000,-299949000,-50713000,4715000,-326417000,0,-29551000,264704999,294256000,410588000,-89878000,320710000,https://www.sec.gov/Archives/edgar/data/97210/000119312516484381/0001193125-16-484381-index.htm,https://www.sec.gov/Archives/edgar/data/97210/000119312516484381/d126262d10k.htm
