holder,shares,dateReported,change
VANGUARD GROUP INC,9704948,2025-09-30,388144
"BlackRock, Inc.",6455861,2025-09-30,-149061
STATE STREET CORP,3207911,2025-09-30,-63955
Bank of New York Mellon Corp,2904709,2025-09-30,-301672
Artisan Partners Limited Partnership,2770920,2025-09-30,503601
BROWN ADVISORY INC,2498082,2025-09-30,-523201
"GEODE CAPITAL MANAGEMENT, LLC",1857124,2025-09-30,24120
MORGAN STANLEY,1478629,2025-09-30,-6468
VAN ECK ASSOCIATES CORP,1424879,2025-09-30,-61308
APG Asset Management N.V.,1413698,2025-09-30,-244966
Durable Capital Partners LP,1172583,2025-09-30,131935
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,1038094,2025-09-30,-13236
GENERATION INVESTMENT MANAGEMENT LLP,976014,2025-09-30,-189763
FRANKLIN RESOURCES INC,965931,2025-09-30,-138204
UBS ASSET MANAGEMENT AMERICAS INC,885236,2025-09-30,-150537
Invesco Ltd.,881285,2025-09-30,-78240
Findlay Park Partners LLP,802106,2025-09-30,-14500
NORTHERN TRUST CORP,744891,2025-09-30,-5039
CITADEL ADVISORS LLC,727537,2025-09-30,598751
"T. Rowe Price Investment Management, Inc.",701415,2025-09-30,234981
"Point72 Asset Management, L.P.",659253,2025-09-30,319300
ProShare Advisors LLC,612620,2025-09-30,-125748
TD ASSET MANAGEMENT INC,606332,2025-09-30,125398
ROYAL BANK OF CANADA,559777,2025-09-30,16020
AQR CAPITAL MANAGEMENT LLC,545879,2025-09-30,440929
SEI INVESTMENTS CO,527510,2025-09-30,82259
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,527164,2025-09-30,24810
"Epoch Investment Partners, Inc.",525899,2025-09-30,164634
Legal & General Group Plc,508565,2025-09-30,9643
BANK OF AMERICA CORP /DE/,474206,2025-09-30,-25929
STEADFAST CAPITAL MANAGEMENT LP,471418,2025-09-30,471418
"Champlain Investment Partners, LLC",458920,2025-09-30,11245
