symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TMUS,2024-12-31,220.73,1169195000,258076412350,5409000000,114404000000,367071412350
TMUS,2023-12-31,160.33,1185122000,190010610260,5135000000,113826000000,298701610260
TMUS,2022-12-31,140,1249764000,174966960000,4507000000,111792000000,282251960000
TMUS,2021-12-31,115.98,1247155000,144645036900,6631000000,108817000000,246831036900
TMUS,2020-12-31,134.85,1144206000,154296179100,10385000000,107247000000,251158179100
TMUS,2019-12-31,78.42,854144000,66981972480,1528000000,42334000000,107787972480
TMUS,2018-12-31,63.61,849744000,54052215840,1203000000,16363000000,69212215840
TMUS,2017-12-31,63.51,831850000,52830793500,1219000000,30909000000,82520793500
TMUS,2016-12-31,57.51,822470000,47300249700,5500000000,24807000000,66607249700
TMUS,2015-12-31,39.12,812994028,31804326375,4582000000,23301000000,50523326375
TMUS,2014-12-31,26.94,805284712,21694370141,5315000000,18881000000,35260370141
TMUS,2013-12-31,33.64,672955980,22638239167,5891000000,17085000000,33832239167
TMUS,2012-12-31,19.88,181724530,3612683656,2368302000,7236603000,8480984656
TMUS,2011-12-31,17.36,180205084,3128360258,1943282000,4749652000,5934730258
TMUS,2010-12-31,25.26,176855522,4467370485,796531000,3781009000,7451848485
TMUS,2009-12-31,15.26,175949449,2684988591,929381000,3645275000,5400882591
TMUS,2008-12-31,29.7,174697642,5188519967,697948000,3074992000,7565563967
TMUS,2007-12-31,38.9,143846140,5595614846,1470208000,3002177000,7127583846
TMUS,2006-12-31,54.8,78517559,4302762233,161498000,2596000000,6737264233
TMUS,2005-12-31,54.8,70939292,3887473201,112709000,905554000,4680318201
TMUS,2004-12-31,54.8,63361025,3472184170,22477000,184999000,3634706170
TMUS,2003-12-31,54.8,78517559,4302762233,68412000,195755000,4430105233
TMUS,2002-12-31,54.8,78517559,4302762233,0,51649000,4354411233
TMUS,2001-12-31,54.8,78517559,4302762233,42668000,0,4260094233
TMUS,2000-12-31,54.8,78517559,4302762233,9178000,0,4293584233
