date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,paymentDate,declarationDate,adjDividend,recordDate
2025-11-28,223.82,226.15,223.17,225.07,224.6,550900,550900,1.25,0.55848,224.5525,"November 28, 25",0.0055848,,,,,
2025-11-26,222.61,224.73,221.63,223.89,223.43,967500,967500,1.28,0.575,223.215,"November 26, 25",0.00575,,,,,
2025-11-25,221.98,224.79,220.36,223.02,222.56,1073208,1073208,1.04,0.46851,222.5375,"November 25, 25",0.0046851,,,,,
2025-11-24,221.53,222.36,218.57,219.84,219.38,2132044,2132044,-1.69,-0.76288,220.575,"November 24, 25",-0.0076288,,,,,
2025-11-21,222.49,226.09,221.2,223.16,222.7,1866805,1866805,0.67,0.30114,223.235,"November 21, 25",0.0030114,,,,,
2025-11-20,224.8,225.92,220.97,221.88,221.42,1628390,1628390,-2.92,-1.3,223.3925,"November 20, 25",-0.013,,,,,
2025-11-19,222.1,225.85,219.95,224.87,224.4,2169040,2169040,2.77,1.25,223.1925,"November 19, 25",0.0125,,,,,
2025-11-18,220.07,223.93,218.26,222.96,222.5,1886125,1886125,2.89,1.31,221.305,"November 18, 25",0.0131,,,,,
2025-11-17,216.99,219.79,215.35,219.1,218.65,1373200,1373200,2.11,0.9724,217.8075,"November 17, 25",0.009724,,,,,
2025-11-14,218,219.12,214.37,215.84,215.39,1086637,1086637,-2.16,-0.99083,216.8325,"November 14, 25",-0.0099083,,,,,
2025-11-13,212.64,221.65,211.05,217.68,217.23,2046882,2046882,5.04,2.37,215.755,"November 13, 25",0.0237,,,,,
2025-11-12,215.26,215.64,210.03,212.91,212.47,1195300,1195300,-2.35,-1.09,213.46,"November 12, 25",-0.0109,,,,,
2025-11-11,214,215.75,212.64,215.27,214.82,891300,891300,1.27,0.59346,214.415,"November 11, 25",0.0059346,,,,,
2025-11-10,211.95,213.6,209.35,212.94,212.5,1249038,1249038,0.99,0.46709,211.96,"November 10, 25",0.0046709,,,,,
2025-11-07,213.84,216.09,211.63,214.66,214.22,1292800,1292800,0.82,0.38346,214.055,"November 07, 25",0.0038346,,,,,
2025-11-06,212.74,214.18,210.02,212.87,212.43,1266669,1266669,0.13,0.06110746,212.4525,"November 06, 25",0.0006110746,,,,,
2025-11-05,218.43,222.03,213.57,214.05,213.61,1700219,1700219,-4.38,-2.01,217.02,"November 05, 25",-0.0201,,,,,
2025-11-04,219.1,221.7,214.89,220,219.54,1938433,1938433,0.9,0.41077,218.9225,"November 04, 25",0.0041077,,,,,
2025-11-03,217.37,217.83,210.94,215.4,214.95,2270000,2270000,-1.97,-0.90629,215.385,"November 03, 25",-0.0090629,,,,,
2025-10-31,218.02,219.01,215.34,218.76,218.31,2619341,2619341,0.74,0.33942,217.7825,"October 31, 25",0.0033942,,,,,
2025-10-30,210.74,217.65,210.01,217.6,217.15,3877604,3877604,6.86,3.26,214,"October 30, 25",0.0326,,,,,
2025-10-29,208.5,212,197,208,207.57,5108521,5108521,-0.5,-0.23981,206.375,"October 29, 25",-0.0023981,,,,,
2025-10-28,233.44,235.89,231.84,232.13,231.65,1752880,1752880,-1.31,-0.56117,233.325,"October 28, 25",-0.0056117,,,,,
2025-10-27,234.06,235.37,232.66,233.68,233.2,1193473,1193473,-0.38,-0.16235,233.9425,"October 27, 25",-0.0016235,,,,,
2025-10-24,236.54,236.54,233.81,234.94,234.45,943641,943641,-1.6,-0.67642,235.4575,"October 24, 25",-0.0067642,,,,,
2025-10-23,237.21,237.85,234.1,234.79,234.3,1045200,1045200,-2.42,-1.02,235.9875,"October 23, 25",-0.0102,,,,,
2025-10-22,237.19,239.47,235.85,237.47,236.98,1006900,1006900,0.28,0.11805,237.495,"October 22, 25",0.0011805,,,,,
2025-10-21,235.03,238.22,234.63,237.03,236.54,954507,954507,2,0.85096,236.2275,"October 21, 25",0.0085096,,,,,
2025-10-20,232.89,235.54,232.1,235.29,234.8,953435,953435,2.4,1.03,233.955,"October 20, 25",0.0103,,,,,
2025-10-17,231.03,234.38,229.29,232.34,231.86,2256033,2256033,1.31,0.56703,231.76,"October 17, 25",0.0056703,,,,,
2025-10-16,240.05,242.1,228.09,229.06,228.59,1891793,1891793,-10.99,-4.58,234.825,"October 16, 25",-0.0458,,,,,
2025-10-15,242.23,244.41,240.36,243.98,243.47,1349121,1349121,1.75,0.72245,242.745,"October 15, 25",0.0072245,,,,,
2025-10-14,242.89,245.69,241.9,243.36,242.86,905040,905040,0.47,0.1935,243.46,"October 14, 25",0.001935,,,,,
2025-10-13,241.43,244.49,239.78,242.08,241.58,739200,739200,0.65,0.26923,241.945,"October 13, 25",0.0026923,,,,,
2025-10-10,241.73,248.22,241.12,243.06,242.56,1143550,1143550,1.33,0.5502,243.5325,"October 10, 25",0.005502,,,,,
2025-10-09,243.48,243.48,240.43,241.27,240.77,765500,765500,-2.21,-0.90767,242.165,"October 09, 25",-0.0090767,,,,,
2025-10-08,245.94,245.94,241.67,243.48,242.98,1004420,1004420,-2.46,-1,244.2575,"October 08, 25",-0.01,,,,,
2025-10-07,244.38,246.12,242.68,246.09,245.58,824100,824100,1.71,0.69973,244.8175,"October 07, 25",0.0069973,,,,,
2025-10-06,249.26,249.26,242.9,245.07,244.56,1096400,1096400,-4.19,-1.68,246.6225,"October 06, 25",-0.0168,,,,,
2025-10-03,247.06,250.2,245.99,249.04,248.52,861800,861800,1.98,0.80142,248.0725,"October 03, 25",0.0080142,,,,,
2025-10-02,249.55,251.96,246.84,247.43,246.92,1303844,1303844,-2.12,-0.84953,248.945,"October 02, 25",-0.0084953,,,,,
2025-10-01,252.8,252.8,247.85,249.55,249.03,1099100,1099100,-3.25,-1.29,250.75,"October 01, 25",-0.0129,,,,,
2025-09-30,247.01,253.35,246.38,251.51,250.99,1451942,1451942,4.5,1.82,249.5625,"September 30, 25",0.0182,,,,,
2025-09-29,245.91,250.38,245.35,248.78,248.27,1376505,1376505,2.87,1.17,247.605,"September 29, 25",0.0117,,,,,
2025-09-26,244.12,248.82,242.6,247.07,246.56,1120635,1120635,2.95,1.21,245.6525,"September 26, 25",0.0121,,,,,
2025-09-25,244,246.03,240.89,244.06,243.55,1615764,1615764,0.06,0.02459016,243.745,"September 25, 25",0.0002459016,,,,,
2025-09-24,241.95,245.84,240.92,242.95,242.45,1179609,1179609,1,0.41331,242.915,"September 24, 25",0.0041331,,,,,
2025-09-23,243.38,245.86,240.17,242.3,241.8,1077611,1077611,-1.08,-0.44375,242.9275,"September 23, 25",-0.0044375,,,,,
2025-09-22,241.82,244.4,239.83,244.18,243.67,1549686,1549686,2.36,0.97593,242.5575,"September 22, 25",0.0097593,,,,,
2025-09-19,246.13,246.18,242.57,243.47,242.97,2380667,2380667,-2.66,-1.08,244.5875,"September 19, 25",-0.0108,,,,,
2025-09-18,248.55,251.2,245.04,245.33,244.82,1670061,1670061,-3.22,-1.3,247.53,"September 18, 25",-0.013,,,,,
2025-09-17,250.68,255.23,248.98,249.69,249.17,1515470,1515470,-0.99,-0.39493,251.145,"September 17, 25",-0.0039493,,,,,
2025-09-16,254.72,256.94,251.13,251.83,251.31,1697100,1697100,-2.89,-1.13,253.655,"September 16, 25",-0.0113,,,,,
2025-09-15,261.85,263.67,254.66,255.08,254.55,1402223,1402223,-6.77,-2.59,258.815,"September 15, 25",-0.0259,0.45,2025-09-30,2025-07-23,0.45,2025-09-15
2025-09-12,266.57,267.07,262.03,262.2,261.21,895525,895525,-4.37,-1.64,264.4675,"September 12, 25",-0.0164,,,,,
2025-09-11,262.74,267.26,262.74,266.24,265.23,1083461,1083461,3.5,1.33,264.745,"September 11, 25",0.0133,,,,,
2025-09-10,266.7,268.19,261.42,262.77,261.78,954200,954200,-3.93,-1.47,264.77,"September 10, 25",-0.0147,,,,,
2025-09-09,272.84,273.83,268.22,268.66,267.64,902700,902700,-4.18,-1.53,270.8875,"September 09, 25",-0.0153,,,,,
2025-09-08,270.5,273.2,268.32,273.03,272,1240400,1240400,2.53,0.9353,271.2625,"September 08, 25",0.009353,,,,,
2025-09-05,271.04,273.72,268.11,270.31,269.29,1005000,1005000,-0.73,-0.26933,270.795,"September 05, 25",-0.0026933,,,,,
2025-09-04,268.79,270.84,267.18,270.05,269.03,1103577,1103577,1.26,0.46877,269.215,"September 04, 25",0.0046877,,,,,
2025-09-03,265,268.54,265,268.44,267.43,933500,933500,3.44,1.3,266.745,"September 03, 25",0.013,,,,,
2025-09-02,268.31,268.54,263.29,265,264,1116576,1116576,-3.31,-1.23,266.285,"September 02, 25",-0.0123,,,,,
2025-08-29,266.76,268.44,266.15,268.12,267.11,652638,652638,1.36,0.50982,267.3675,"August 29, 25",0.0050982,,,,,
2025-08-28,266.54,267.34,265.14,266.19,265.18,763200,763200,-0.35,-0.13131,266.3025,"August 28, 25",-0.0013131,,,,,
2025-08-27,267.72,268.73,266.6,267.7,266.69,840100,840100,-0.02,-0.00747049,267.6875,"August 27, 25",-7.47049e-05,,,,,
2025-08-26,266.83,268.76,264.96,268.31,267.3,1101100,1101100,1.48,0.55466,267.215,"August 26, 25",0.0055466,,,,,
2025-08-25,270.77,271.2,266.38,267.07,266.06,937417,937417,-3.7,-1.37,268.855,"August 25, 25",-0.0137,,,,,
2025-08-22,273.48,274.78,269.65,271.06,270.04,830217,830217,-2.42,-0.88489,272.2425,"August 22, 25",-0.0088489,,,,,
2025-08-21,269.61,273.49,269.05,271.91,270.88,871900,871900,2.3,0.85308,271.015,"August 21, 25",0.0085308,,,,,
2025-08-20,273.01,276.19,270.72,270.85,269.83,1368600,1368600,-2.16,-0.79118,272.6925,"August 20, 25",-0.0079118,,,,,
2025-08-19,265.88,271.66,263.71,271.01,269.99,1043900,1043900,5.13,1.93,268.065,"August 19, 25",0.0193,,,,,
2025-08-18,268.01,268.98,264.67,265.69,264.69,1033100,1033100,-2.32,-0.86564,266.8375,"August 18, 25",-0.0086564,,,,,
2025-08-15,268,269.42,265.37,267.86,266.85,940317,940317,-0.14,-0.05223881,267.6625,"August 15, 25",-0.0005223881,,,,,
2025-08-14,264.92,269.9,263.09,267.7,266.69,1483152,1483152,2.78,1.05,266.4025,"August 14, 25",0.0105,,,,,
2025-08-13,260.19,264.54,259.01,264.19,263.19,900618,900618,4,1.54,261.9825,"August 13, 25",0.0154,,,,,
2025-08-12,267.09,267.09,259.77,260,259.02,1350600,1350600,-7.09,-2.65,263.4875,"August 12, 25",-0.0265,,,,,
2025-08-11,265.28,267.92,264.02,267.42,266.41,1405739,1405739,2.14,0.80669,266.16,"August 11, 25",0.0080669,,,,,
2025-08-08,263.94,266.76,263.94,265.04,264.04,830100,830100,1.1,0.41676,264.92,"August 08, 25",0.0041676,,,,,
2025-08-07,265.91,268.19,263.7,264.52,263.52,1130000,1130000,-1.39,-0.52273,265.58,"August 07, 25",-0.0052273,,,,,
2025-08-06,264.72,266.26,261.36,264.98,263.98,874500,874500,0.26,0.09821698,264.33,"August 06, 25",0.0009821698,,,,,
2025-08-05,267.4,268.41,262.12,264.72,263.72,1557732,1557732,-2.68,-1,265.6625,"August 05, 25",-0.01,,,,,
2025-08-04,272.03,273.5,267.55,268,266.99,1527200,1527200,-4.03,-1.48,270.27,"August 04, 25",-0.0148,,,,,
2025-08-01,280.93,281.82,271.71,271.89,270.86,1544023,1544023,-9.04,-3.22,276.5875,"August 01, 25",-0.0322,,,,,
2025-07-31,271.26,279.54,270.36,278.71,277.66,2403509,2403509,7.45,2.75,274.9675,"July 31, 25",0.0275,,,,,
2025-07-30,295.79,300.94,274.33,275.47,274.43,2417200,2417200,-20.32,-6.87,286.6325,"July 30, 25",-0.0687,,,,,
2025-07-29,295.5,295.57,292.5,294.05,292.94,1066400,1066400,-1.45,-0.49069,294.405,"July 29, 25",-0.0049069,,,,,
2025-07-28,296.62,297.59,294.08,294.43,293.32,635535,635535,-2.19,-0.73832,295.68,"July 28, 25",-0.0073832,,,,,
2025-07-25,297,299.76,295.92,297.96,296.83,612400,612400,0.96,0.32323,297.66,"July 25, 25",0.0032323,,,,,
2025-07-24,297.39,299.52,296.07,296.09,294.97,1078014,1078014,-1.3,-0.43714,297.2675,"July 24, 25",-0.0043714,,,,,
2025-07-23,296.93,298.32,295.15,297.29,296.17,884471,884471,0.36,0.12124,296.9225,"July 23, 25",0.0012124,,,,,
2025-07-22,300.08,303.13,294.58,298.12,296.99,1256912,1256912,-1.96,-0.65316,298.9775,"July 22, 25",-0.0065316,,,,,
2025-07-21,302.48,303.72,299.4,299.56,298.43,567100,567100,-2.92,-0.96535,301.29,"July 21, 25",-0.0096535,,,,,
2025-07-18,304.29,304.29,300.46,301.9,300.76,1530448,1530448,-2.39,-0.78543,302.735,"July 18, 25",-0.0078543,,,,,
2025-07-17,302.13,303.34,300.46,302.6,301.46,526780,526780,0.47,0.15556,302.1325,"July 17, 25",0.0015556,,,,,
2025-07-16,300.21,301.69,297.65,301.48,300.34,707106,707106,1.27,0.42304,300.2575,"July 16, 25",0.0042304,,,,,
2025-07-15,303.88,305.73,299.86,300.14,299.01,845800,845800,-3.74,-1.23,302.4025,"July 15, 25",-0.0123,,,,,
2025-07-14,300.91,306.45,300.91,305.62,304.46,648321,648321,4.71,1.57,303.4725,"July 14, 25",0.0157,,,,,
2025-07-11,302.16,302.59,299.37,300.51,299.37,950224,950224,-1.65,-0.54607,301.1575,"July 11, 25",-0.0054607,,,,,
2025-07-10,302.27,304.25,301.3,302.9,301.76,724709,724709,0.63,0.20842,302.68,"July 10, 25",0.0020842,,,,,
2025-07-09,302.74,304.31,301.7,303.72,302.57,823258,823258,0.98,0.32371,303.1175,"July 09, 25",0.0032371,,,,,
2025-07-08,306.53,307.91,301.85,302.54,301.4,998600,998600,-3.99,-1.3,304.7075,"July 08, 25",-0.013,,,,,
2025-07-07,304.06,308.19,302.85,308.17,307.01,985087,985087,4.11,1.35,305.8175,"July 07, 25",0.0135,,,,,
2025-07-03,300.83,305.75,299.27,304.06,302.91,963600,963600,3.23,1.07,302.4775,"July 03, 25",0.0107,,,,,
2025-07-02,310.2,310.2,301.04,301.21,300.07,1204200,1204200,-8.99,-2.9,305.6625,"July 02, 25",-0.029,,,,,
2025-07-01,311.34,314.8,309.91,312.95,311.77,870624,870624,1.61,0.51712,312.25,"July 01, 25",0.0051712,,,,,
2025-06-30,306.71,311.77,306.6,311.5,310.32,1054215,1054215,4.79,1.56,309.145,"June 30, 25",0.0156,,,,,
2025-06-27,305.28,309.04,304.6,308.66,307.49,2480400,2480400,3.38,1.11,306.895,"June 27, 25",0.0111,,,,,
2025-06-26,304.99,306.07,303.23,305.13,303.98,633200,633200,0.14,0.04590314,304.855,"June 26, 25",0.0004590314,,,,,
2025-06-25,309.47,309.47,302.82,304.17,303.02,823700,823700,-5.3,-1.71,306.4825,"June 25, 25",-0.0171,,,,,
2025-06-24,309.14,312.42,305.99,309.93,308.76,863530,863530,0.79,0.25555,309.37,"June 24, 25",0.0025555,,,,,
2025-06-23,307.57,309.65,306.02,308.41,307.24,786538,786538,0.84,0.27311,307.9125,"June 23, 25",0.0027311,,,,,
2025-06-20,308.68,308.68,303.42,306.02,304.86,1898200,1898200,-2.66,-0.86173,306.7,"June 20, 25",-0.0086173,,,,,
2025-06-18,307.64,307.64,305.28,306.27,305.11,688609,688609,-1.37,-0.44533,306.7075,"June 18, 25",-0.0044533,,,,,
2025-06-17,308.9,309.28,306.17,307.23,306.07,537549,537549,-1.67,-0.54063,307.895,"June 17, 25",-0.0054063,,,,,
2025-06-16,310.58,311.73,308.53,309.47,308.3,707000,707000,-1.11,-0.3574,310.0775,"June 16, 25",-0.003574,,,,,
2025-06-13,312.07,314.58,309.64,310.41,309.24,544037,544037,-1.66,-0.53193,311.675,"June 13, 25",-0.0053193,0.45,2025-06-30,2025-04-30,0.45,2025-06-13
2025-06-12,312.18,314.04,309.95,313.91,312.28,521604,521604,1.73,0.55417,312.52,"June 12, 25",0.0055417,,,,,
2025-06-11,312.28,312.89,309.33,311.49,309.87,567823,567823,-0.79,-0.25298,311.4975,"June 11, 25",-0.0025298,,,,,
2025-06-10,312.16,313.41,309.08,312.28,310.66,509600,509600,0.12,0.03844182,311.7325,"June 10, 25",0.0003844182,,,,,
2025-06-09,318.42,318.42,310.85,313.27,311.64,642347,642347,-5.15,-1.62,315.24,"June 09, 25",-0.0162,,,,,
2025-06-06,320.87,321.83,317.81,319.6,317.94,530802,530802,-1.27,-0.3958,320.0275,"June 06, 25",-0.003958,,,,,
2025-06-05,322.83,322.92,320.13,320.59,318.93,725300,725300,-2.24,-0.69386,321.6175,"June 05, 25",-0.0069386,,,,,
2025-06-04,318.1,321.58,316.8,321.33,319.66,1006800,1006800,3.23,1.02,319.4525,"June 04, 25",0.0102,,,,,
2025-06-03,314.55,318.23,312.84,317.51,315.86,868800,868800,2.96,0.94103,315.7825,"June 03, 25",0.0094103,,,,,
2025-06-02,312.69,317.05,310.87,316.99,315.34,592941,592941,4.3,1.38,314.4,"June 02, 25",0.0138,,,,,
2025-05-30,315.56,316.37,313.68,314.14,312.51,1204511,1204511,-1.42,-0.44999,314.9375,"May 30, 25",-0.0044999,,,,,
2025-05-29,315.79,316.49,312.45,314.32,312.69,774120,774120,-1.47,-0.4655,314.7625,"May 29, 25",-0.004655,,,,,
2025-05-28,316.16,317.81,314.3,315.96,314.32,613322,613322,-0.2,-0.06325911,316.0575,"May 28, 25",-0.0006325911,,,,,
2025-05-27,314.88,317.1,313.02,316.16,314.52,687323,687323,1.28,0.4065,315.29,"May 27, 25",0.004065,,,,,
2025-05-23,312.84,314.59,311.59,313.77,312.14,548022,548022,0.93,0.29728,313.1975,"May 23, 25",0.0029728,,,,,
2025-05-22,311.69,315.11,309.96,314.34,312.71,699700,699700,2.65,0.8502,312.775,"May 22, 25",0.008502,,,,,
2025-05-21,312.52,314.01,311.14,312.33,310.71,566242,566242,-0.19,-0.06079611,312.5,"May 21, 25",-0.0006079611,,,,,
2025-05-20,312.38,314.02,310.79,313.1,311.48,508319,508319,0.72,0.23049,312.5725,"May 20, 25",0.0023049,,,,,
2025-05-19,309.76,314.65,309.76,314.35,312.72,740735,740735,4.59,1.48,312.13,"May 19, 25",0.0148,,,,,
2025-05-16,307.88,309.78,305.21,309.57,307.96,749842,749842,1.69,0.54892,308.11,"May 16, 25",0.0054892,,,,,
2025-05-15,302.17,307.71,302.06,307.36,305.76,680941,680941,5.19,1.72,304.825,"May 15, 25",0.0172,,,,,
2025-05-14,299.93,302.25,296.97,301.27,299.71,835459,835459,1.34,0.44677,300.105,"May 14, 25",0.0044677,,,,,
2025-05-13,303.65,304.53,301.18,301.57,300,846808,846808,-2.08,-0.685,302.7325,"May 13, 25",-0.00685,,,,,
2025-05-12,309.82,310.67,301.04,303.65,302.07,990500,990500,-6.17,-1.99,306.295,"May 12, 25",-0.0199,,,,,
2025-05-09,307.85,310.33,305.83,309.5,307.89,707200,707200,1.65,0.53598,308.3775,"May 09, 25",0.0053598,,,,,
2025-05-08,312,312.82,307.39,307.85,306.25,948224,948224,-4.15,-1.33,310.015,"May 08, 25",-0.0133,,,,,
2025-05-07,302.58,312.62,300.75,309.9,308.29,1510900,1510900,7.32,2.42,306.4625,"May 07, 25",0.0242,,,,,
2025-05-06,294.26,297.54,292.27,296.19,294.65,880029,880029,1.93,0.65588,295.065,"May 06, 25",0.0065588,,,,,
2025-05-05,293.14,295,290.99,294.75,293.22,645200,645200,1.61,0.54923,293.47,"May 05, 25",0.0054923,,,,,
2025-05-02,297.96,298.69,291.56,293.9,292.37,849642,849642,-4.06,-1.36,295.5275,"May 02, 25",-0.0136,,,,,
2025-05-01,294.5,296.34,291.74,294.51,292.98,809545,809545,0.01,0.00339559,294.2725,"May 01, 25",3.39559e-05,,,,,
2025-04-30,291.83,297.23,288.89,296.43,294.89,806202,806202,4.6,1.58,293.595,"April 30, 25",0.0158,,,,,
2025-04-29,287.32,293.11,286.17,292.37,290.85,596800,596800,5.05,1.76,289.7425,"April 29, 25",0.0176,,,,,
2025-04-28,285.86,289.17,283.68,288.41,286.91,777144,777144,2.55,0.89205,286.78,"April 28, 25",0.0089205,,,,,
2025-04-25,287.6,287.83,283.21,286.05,284.57,1016027,1016027,-1.55,-0.53894,286.1725,"April 25, 25",-0.0053894,,,,,
2025-04-24,289.08,290.28,284.6,288.24,286.74,717800,717800,-0.84,-0.29058,288.05,"April 24, 25",-0.0029058,,,,,
2025-04-23,292.74,297.1,288.83,290.05,288.54,885749,885749,-2.69,-0.9189,292.18,"April 23, 25",-0.009189,,,,,
2025-04-22,285.84,293.4,284.76,292.7,291.18,643412,643412,6.86,2.4,289.175,"April 22, 25",0.024,,,,,
2025-04-21,291.64,294.7,281.87,284.35,282.87,841441,841441,-7.29,-2.5,288.14,"April 21, 25",-0.025,,,,,
2025-04-17,292.72,295.74,290.57,293.02,291.5,502900,502900,0.3,0.10249,293.0125,"April 17, 25",0.0010249,,,,,
2025-04-16,295.31,297.32,290.23,292.23,290.71,954900,954900,-3.08,-1.04,293.7725,"April 16, 25",-0.0104,,,,,
2025-04-15,295.38,297.61,294.46,295.05,293.52,612800,612800,-0.33,-0.11172,295.625,"April 15, 25",-0.0011172,,,,,
2025-04-14,293.12,296.5,291.38,295.1,293.57,837600,837600,1.98,0.67549,294.025,"April 14, 25",0.0067549,,,,,
2025-04-11,285.07,293.55,282.85,291.88,290.37,835049,835049,6.81,2.39,288.3375,"April 11, 25",0.0239,,,,,
2025-04-10,286.12,289.69,279.82,285.78,284.3,1397408,1397408,-0.34,-0.11883,285.3525,"April 10, 25",-0.0011883,,,,,
2025-04-09,275.43,290.3,273.76,289.34,287.84,1965700,1965700,13.91,5.05,282.2075,"April 09, 25",0.0505,,,,,
2025-04-08,281.51,281.82,274.91,277.03,275.59,1852800,1852800,-4.48,-1.59,278.8175,"April 08, 25",-0.0159,,,,,
2025-04-07,285.86,287.56,275.17,278.09,276.65,1815571,1815571,-7.77,-2.72,281.67,"April 07, 25",-0.0272,,,,,
2025-04-04,299.2,304.16,284.37,284.99,283.51,2102300,2102300,-14.21,-4.75,293.18,"April 04, 25",-0.0475,,,,,
2025-04-03,298.45,306.68,298.45,305.09,303.51,1425404,1425404,6.64,2.22,302.1675,"April 03, 25",0.0222,,,,,
2025-04-02,298.95,300.07,294.94,299.71,298.15,749130,749130,0.76,0.25422,298.4175,"April 02, 25",0.0025422,,,,,
2025-04-01,296.82,298.98,294.99,298.61,297.06,621777,621777,1.79,0.60306,297.35,"April 01, 25",0.0060306,,,,,
2025-03-31,296.14,299.96,295.24,297.62,296.08,1250152,1250152,1.48,0.49976,297.24,"March 31, 25",0.0049976,,,,,
2025-03-28,296.24,296.75,293.12,294.58,293.05,729000,729000,-1.66,-0.56036,295.1725,"March 28, 25",-0.0056036,,,,,
2025-03-27,293.63,299.73,291.23,296.89,295.35,852400,852400,3.26,1.11,295.37,"March 27, 25",0.0111,,,,,
2025-03-26,288.45,293,288.11,292.03,290.51,773119,773119,3.58,1.24,290.3975,"March 26, 25",0.0124,,,,,
2025-03-25,284.8,287.88,283.99,287.76,286.27,992849,992849,2.96,1.04,286.1075,"March 25, 25",0.0104,,,,,
2025-03-24,287.02,289.43,284.45,285.4,283.92,810221,810221,-1.62,-0.56442,286.575,"March 24, 25",-0.0056442,,,,,
2025-03-21,285.23,287.28,283.24,285.16,283.68,1387929,1387929,-0.07,-0.0245416,285.2275,"March 21, 25",-0.000245416,,,,,
2025-03-20,288.43,289.62,285.86,287.68,286.19,773071,773071,-0.75,-0.26003,287.8975,"March 20, 25",-0.0026003,,,,,
2025-03-19,288.4,291.44,288.4,289.74,288.24,784013,784013,1.34,0.46463,289.495,"March 19, 25",0.0046463,,,,,
2025-03-18,289.34,290.07,286.5,288.93,287.43,789452,789452,-0.41,-0.1417,288.71,"March 18, 25",-0.001417,,,,,
2025-03-17,287.83,291.58,287.83,291.01,289.5,930843,930843,3.18,1.1,289.5625,"March 17, 25",0.011,,,,,
2025-03-14,289.05,290.03,286.76,288.58,287.08,740813,740813,-0.47,-0.1626,288.605,"March 14, 25",-0.001626,0.45,2025-03-31,2025-02-19,0.45,2025-03-14
2025-03-13,287.06,289.76,285.26,289.5,287.55,715257,715257,2.44,0.85,287.895,"March 13, 25",0.0085,,,,,
