revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
17.98240469208211,2.281524926686217,4.008797653958944,1.8914956011730206,5.099706744868035,2.7375366568914954,1.8695014662756597,2.303519061583578,24.203812316715542,44091374433,56385374433,28.581760925449863,3.5951870868395304,16.266722750548645,34.179360025581396,28.308860598344996,28.308860598344996,4.597633270792564,12.803218536103541,20.623765337600585,43.709592583720934,0.03498734744189875,0.02925742317151504,10.03946530872056,0.7335131615663659,2.7915531335149866,0.8888888888888888,3.83265306122449,1.5104972375690608,0.015335071308081583,1.5335071308081585,0.5199228791773779,0,0.005626223091976516,0.02753232257464422,0.5281638624725676,0.1177429876060013,0.9863387978142076,0.0042400521852576645,10.874261517788,0.12808285332334482,0.07441415590626495,-23.0549853372434,-519000000,1275000000,-15483000000,11980000000,540500000,165000000,42500000,16.30952380952381,7.394187869287351,1.9805860364162546,22.37956204379562,49.36309523809524,184.2888888888889,0.680590486604702,2.1173020527859236,1,0.3577116885745234
