symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
EQT,-0.26119,-1.07328,-11.89848,-4.58683,-4.80769,0,12.21662,66.64589,280.76923,86.66201,11595.9832
