symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
AWK,2024-12-31,124.49,195000000,24275550000,96000000,14110000000,38289550000
AWK,2023-12-31,131.99,193000000,25474070000,330000000,12442000000,37586070000
AWK,2022-12-31,152.42,182000000,27740439999,85000000,12452000000,40107439999
AWK,2021-12-31,188.86,182000000,34372520000,116000000,11062000000,45318520000
AWK,2020-12-31,153.47,181000000,27778070000,547000000,11021000000,38252070000
AWK,2019-12-31,122.85,181000000,22235850000,60000000,9542000000,31717850000
AWK,2018-12-31,90.77,180000000,16338600000,130000000,8604000000,24812600000
AWK,2017-12-31,91.49,178000000,16285220000,55000000,7717000000,23947220000
AWK,2016-12-31,72.36,178000000,12880080000,75000000,7182000000,19987080000
AWK,2015-12-31,59.75,179000000,10695250000,45000000,6556000000,17206250000
AWK,2014-12-31,53.3,178888000,9534730400,23000000,5959336000,15471066400
AWK,2013-12-31,42.26,178000000,7522280000,26964000,5874539000,13369855000
AWK,2012-12-31,37.13,176445000,6551402850,24433000,5595274000,12122243850
AWK,2011-12-31,31.86,175484000,5590920240,14207000,5904992000,11481705240
AWK,2010-12-31,25.29,174833000,4421526570,13112000,5708001000,10116415570
AWK,2009-12-31,22.41,168164000,3768555240,22256000,5485691000,9231990240
AWK,2008-12-31,20.88,159967000,3340110960,9542000,5278895000,8609463960
AWK,2007-12-31,20.6,160000000,3296000000,13481000,4991806000,8274325000
AWK,2006-12-31,20.6,160000000,3296000000,31854000,4103532000,7367678000
AWK,2005-12-31,20.6,160118227,3298435476,0,0,3298435476
AWK,2001-12-31,20.6,99465000,2048979000,19691000,3544049000,5573337000
AWK,2000-12-31,20.6,97988000,2018552800,28571000,3248218000,5238199800
AWK,1999-12-31,20.6,96544000,1988806400,43100000,3046153000,4991859400
AWK,1998-12-31,20.6,95234000,1961820400,39877000,2247900000,4169843400
AWK,1997-12-31,20.6,78967237,1626725082,12700000,2030700000,3644725082
AWK,1996-12-31,20.6,74580153,1536351151,13000000,1920900000,3444251151
AWK,1995-12-31,20.6,66742424,1374893934,23700000,1577500000,2928693934
AWK,1994-12-31,20.6,63846154,1315230772,31500000,1464400000,2748130772
AWK,1993-12-31,20.6,62086957,1278991314,53400000,1386400000,2611991314
AWK,1992-12-31,20.6,61730769,1271653841,29100000,1170400000,2412953841
AWK,1991-12-31,20.6,61315789,1263105253,10200000,1061900000,2314805253
AWK,1990-12-31,20.6,61304348,1262869568,13600000,1040900000,2290169568
AWK,1989-12-31,20.6,61025641,1257128204,11900000,913400000,2158628204
AWK,1988-12-31,20.6,60978261,1256152176,18500000,791600000,2029252176
AWK,1987-12-31,20.6,60549451,1247318690,19900000,719500000,1946918690
AWK,1986-12-31,20.6,60329670,1242791202,28400000,652600000,1866991202
AWK,1985-12-31,20.6,59610390,1227974034,33700000,631500000,1825774034
