date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,APP,USD,0001751008,2025-02-27,2025-02-27 16:12:50,2024,FY,1579776000,448680000,0,369367000,-349539000,-467028000,0,189585000,-72096000,50727000,2099011000,-4776000,-25553000,-76983000,0,558000,-106754000,368743000,0,-981297000,0,-1137290000,-1749844000,-3154000,239259000,741411000,502152000,2099011000,-4776000,2094235000,https://www.sec.gov/Archives/edgar/data/1751008/000175100825000018/0001751008-25-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1751008/000175100825000018/app-20241231.htm
2023-12-31,APP,USD,0001751008,2024-02-26,2024-02-26 17:16:34,2023,FY,356711000,489008000,0,363107000,-208674000,-261279000,0,98574000,-45969000,61358000,1061510000,-4246000,-63899000,-17934000,0,8250000,-77829000,-122883000,0,-1153593000,0,-286315000,-1562791000,778000,-578332000,502152000,1080484000,1061510000,-4246000,1057264000,https://www.sec.gov/Archives/edgar/data/1751008/000175100824000012/0001751008-24-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1751008/000175100824000012/app-20231231.htm
2022-12-31,APP,USD,0001751008,2023-02-28,2023-02-28 16:12:04,2022,FY,-192947000,547084000,0,191612000,-292439000,-174829000,0,3479000,-121089000,159463000,412773000,-662000,-1345776000,-66342000,0,41312000,-1371468000,-49893000,0,-338880000,0,-138075000,-526848000,-4477000,-1490020000,1080484000,2570504000,412773000,-662000,412111000,https://www.sec.gov/Archives/edgar/data/1751008/000175100823000006/0001751008-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1751008/000175100823000006/app-20221231.htm
2021-12-31,APP,USD,0001751008,2022-03-11,2022-03-11 16:55:10,2021,FY,35338000,431063000,0,133177000,-284296000,-201948000,0,98612000,-180960000,46569000,361851000,-1390000,-1210549000,-15000000,0,12009000,-1214930000,1597264000,1745228000,0,0,-232946000,3109546000,-3198000,2253269000,2570504000,317235000,361851000,-1390000,360461000,https://www.sec.gov/Archives/edgar/data/1751008/000175100822000005/0001751008-22-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1751008/000175100822000005/app-20211231.htm
2020-12-31,APP,USD,0001751008,2020-12-31,2020-12-31 00:00:00,2020,FY,-125934000,254951000,0,62387000,-67036000,-113234000,0,49120000,-2922000,98515000,222883000,-3241000,-674650000,-2000000,0,0,-679891000,407270000,9318000,-1766000,0,-36967000,377855000,141000,-79012000,317235000,396247000,222883000,-3241000,219642000,,
2019-12-31,APP,USD,0001751008,2019-12-31,2019-12-31 00:00:00,2019,FY,119040000,92806000,0,10222000,-31201000,-33524000,0,13534000,-11211000,7595000,198462000,-3358000,-404196000,-4000000,0,0,-411554000,371988000,0,-11000,0,-38817000,333160000,60000,120128000,396247000,276119000,198462000,-3358000,195104000,,
2018-12-31,APP,USD,0001751008,2018-12-31,2018-12-30 19:00:00,2018,FY,-259995000,16061000,0,5465000,-18878000,-30191000,0,0,11313000,396377000,139030000,-1399000,-65943000,0,0,173000,-67169000,-397868000,0,0,0,399506000,1638000,39000,73538000,276119000,202581000,139030000,-1399000,137631000,,
