date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink
2024-12-31,LVS,USD,0001300514,2025-02-07,2025-02-07 17:11:18,2024,FY,1752000000,1368000000,4000000,55000000,19000000,43000000,0,-1000000,-23000000,6000000,3204000000,-1580000000,0,0,0,1000000,-1579000000,-326000000,0,-1755000000,-590000000,-389000000,-3060000000,-19000000,-1454000000,3775000000,5229000000,3204000000,-1580000000,1624000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051425000040/0001300514-25-000040-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051425000040/lvs-20241231.htm
2023-12-31,LVS,USD,0001300514,2024-02-07,2024-02-07 16:47:16,2023,FY,1431000000,1266000000,44000000,44000000,390000000,-217000000,0,76000000,531000000,52000000,3227000000,-1257000000,0,0,0,3000000,-1254000000,-2069000000,0,-507000000,-305000000,-307000000,-3188000000,8000000,-1207000000,5229000000,6436000000,3227000000,-1257000000,1970000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000048/0001300514-24-000048-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000048/lvs-20231231.htm
2022-12-31,LVS,USD,0001300514,2023-02-03,2023-02-03 16:02:55,2022,FY,-1541000000,1091000000,-752000000,39000000,164000000,-78000000,0,11000000,231000000,204000000,-795000000,-780000000,0,0,0,4942000000,4162000000,1134000000,0,-1000000,0,-11000000,1122000000,22000000,4511000000,6436000000,1925000000,-795000000,-780000000,-1575000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051423000021/0001300514-23-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051423000021/lvs-20221231.htm
2021-12-31,LVS,USD,0001300514,2022-02-04,2022-02-04 16:29:50,2021,FY,-1469000000,1097000000,-45000000,22000000,-89000000,43000000,0,-11000000,-121000000,499000000,15000000,-839000000,0,0,0,-56000000,-895000000,835000000,0,0,0,-151000000,684000000,-16000000,-212000000,1925000000,2137000000,15000000,-839000000,-824000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051422000007/0001300514-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051422000007/lvs-20211231.htm
2020-12-31,LVS,USD,0001300514,2021-02-05,2021-02-05 16:49:15,2020,FY,-1900000000,1052000000,24000000,22000000,-537000000,339000000,0,-42000000,-834000000,27000000,-1312000000,-1227000000,0,0,0,-102000000,-1329000000,1478000000,0,0,-603000000,-315000000,560000000,-24000000,-2105000000,2137000000,4242000000,-1312000000,-1227000000,-2539000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051421000033/0001300514-21-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051421000033/lvs-20201231.htm
2019-12-31,LVS,USD,0001300514,2020-02-07,2020-02-07 17:14:01,2019,FY,3168000000,1071000000,146000000,35000000,-1166000000,-118000000,0,-13000000,-1035000000,-216000000,3038000000,-1018000000,0,0,0,915000000,-103000000,3949000000,0,-754000000,-2367000000,-4196000000,-3368000000,14000000,-419000000,4242000000,4661000000,3038000000,-1071000000,1967000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051420000011/0001300514-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051420000011/lvs-20191231x10k.htm
2018-12-31,LVS,USD,0001300514,2019-02-22,2019-02-22 16:04:56,2018,FY,2951000000,1146000000,113000000,30000000,239000000,-119000000,0,8000000,350000000,222000000,4701000000,-949000000,0,0,0,19000000,-930000000,2415000000,0,-905000000,-2352000000,-680000000,-1522000000,-18000000,2231000000,4661000000,2430000000,4701000000,-949000000,3752000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051419000021/0001300514-19-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051419000021/lvs-20181231x10k.htm
2017-12-31,LVS,USD,0001300514,2018-02-23,2018-02-23 16:14:21,2017,FY,3263000000,1208000000,-497000000,34000000,323000000,83000000,0,40000000,200000000,212000000,4543000000,-837000000,0,0,0,15000000,-822000000,-204000000,0,-375000000,-2311000000,-597000000,-3487000000,58000000,291000000,2419000000,2128000000,4543000000,-837000000,3706000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051418000022/0001300514-18-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051418000022/lvs-20171231x10k.htm
2016-12-31,LVS,USD,0001300514,2017-02-24,2017-02-24 16:24:52,2016,FY,2025000000,1149000000,24000000,34000000,539000000,319000000,0,19000000,201000000,273000000,4044000000,-1445000000,0,0,0,5000000,-1440000000,309000000,0,0,-2924000000,-16000000,-2631000000,-22000000,-51000000,2128000000,2179000000,4044000000,-1445000000,2599000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051417000005/0001300514-17-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051417000005/lvs-20161231x10k.htm
2015-12-31,LVS,USD,0001300514,2016-02-26,2016-02-26 17:23:25,2015,FY,2386000000,1038000000,19000000,46000000,-241000000,49000000,-1334000,-1000000,-289000000,211000000,3459000000,-1529000000,0,0,0,1000000,-1528000000,-309000000,0,-205000000,-2707000000,5000000,-3216000000,-41936000,-1326829000,2179490000,3506319000,3459000000,-1529000000,1930000000,https://www.sec.gov/Archives/edgar/data/1300514/000130051416000023/0001300514-16-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1300514/000130051416000023/lvs-20151231x10k.htm
