symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
WBD,2029-12-31,35830632248,40029966937,37867478951,17693910549,19767629256,18699747765,-787287687,-704697449,-744757046,-840766500,-727919500,-782652500,9615210447,10742108976,10161801686,-0.31945,-0.29711,-0.34317,3,2
WBD,2028-12-31,38142017512,38234013557,38188015535,18835320609,18880750167,18858035389,-751965850,-750156522,-751061186,-331779000,-35295435,-183537217.5,10235474571,10260161865,10247818218,-0.066269,-0.0144063,-0.13542,7,4
WBD,2027-12-31,37299537313,37428314791,37363926052,18419286385,18482879379,18451082882,-736119803,-733587078,-734853441,-1988420000,527534000,-367777430,10009393592,10043951245,10026672419,-0.14304,0.21532,-0.8116,19,13
WBD,2026-12-31,35653416850,38069068653,36936418638,17606397904,18799296947,18239970840,-748721803,-701212073,-726445457,-2589135501,843878000,-499055580,9567654396,10215898622,9911950085,-0.20353,0.34444,-1.05679,16,12
WBD,2025-12-31,36912821427,37432579540,37262658619,18228318047,18484985401,18401074920,-736203680,-725981359,-732861768,328765500,2695906501,975622730,9905617734,10045095698,9999497133,0.365,1.10037,0.13419,16,12
WBD,2024-12-31,39178612727,40035302453,39507342506,19347212861,19770264044,19509546455,-787392623,-770543714,-777008993,-11156785504,-9513154003,-10334969753.5,10513646641,10743540770,10601861830,-4.40132,-3.88292,-4.55379,15,11
WBD,2023-12-31,37785997585,42214500250,39934000000,18659510573,20846397187,19720238788,-830251904,-743154515,-785400262,-12685855005,-10983399004,-11773000000,10139936025,11328332166,10716356087,-4.82006,-4.48302,-5.1779,11,8
WBD,2022-12-30,42593295066,44001885199,43297590133,21033453936,21729045006,21381249471,-865405222,-837701835,-851553529,-5444561502,-4814078501,-5129320001.5,11429982392,11807979924,11618981158,-2.08429,-1.96493,-2.22227,7,8
WBD,2021-12-30,11589164841,12740566729,12123211627,5722970351,6291556523,5986693749,-250574559,-227929411,-238432753,6629112002,7497294003,7031794002,3109971883,3418952517,3253284236,2.87012,3.06012,2.70576,16,6
WBD,2020-12-30,10159134245,11168460328,10627282992,5016791536,5515217723,5247973112,-219655222,-199804344,-209011640,7323442002,8282568003,7768313003,2726220766,2997075119,2851849270,3.17074,3.38064,2.98916,12,5
WBD,2019-12-30,10647725828,11705594259,11138389637,5258068209,5780465617,5500368191,-230219281,-209413699,-219063808,8443753503,9549610003,8956685503,2857335140,3141215913,2989005598,3.65579,3.8978,3.44643,7,5
WBD,2018-12-30,10320410310,11345759425,10795990909,5096433007,5602771700,5331284586,-223142245,-202976234,-212329696,5009711002,5665821002,5314025502,2769499470,3044653630,2897122324,2.16899,2.31258,2.04478,8,4
WBD,2017-12-30,6497676006,7143230412,6797099048,3208687394,3527475570,3356548712,-140489183,-127792769,-133681659,4434255001,5014978502,4703608001,1743662288,1916897899,1824012965,1.91984,2.04693,1.8099,8,4
WBD,2016-12-30,6221511142,6839628131,6508208077,3072311447,3377550457,3213888349,-134518098,-122361308,-127999908,4796659001,5424863502,5088037502,1669552982,1835425716,1746488587,2.07675,2.21423,1.95782,12,5
WBD,2015-12-30,6136706591,6746398114,6419495600,3030433198,3331511538,3170080285,-132684500,-120693418,-126255159,4068715001,4601590001,4315871001,1646795538,1810407284,1722682444,1.76158,1.8782,1.6607,9,4
