symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
RCL,0.34597,0.78717821,10.31592,-9.49212,-13.56546,0.3459719,24.44289,432.48408,291.78498,194.42718,3013.25301
