holder,shares,dateReported,change
VANGUARD GROUP INC,17645905,2025-09-30,2718937
STATE STREET CORP,14004577,2025-09-30,3194715
"BlackRock, Inc.",11906060,2025-09-30,701380
STATE OF WISCONSIN INVESTMENT BOARD,7312845,2025-09-30,854675
DODGE & COX,7285191,2025-09-30,-23625
YACKTMAN ASSET MANAGEMENT LP,5798698,2025-09-30,-427704
Independent Franchise Partners LLP,5114507,2025-09-30,-93538
"GEODE CAPITAL MANAGEMENT, LLC",3990912,2025-09-30,548009
"MARSHALL WACE, LLP",3184642,2025-09-30,2827768
DIMENSIONAL FUND ADVISORS LP,2755158,2025-09-30,5281
Ghisallo Capital Management LLC,2495618,2025-09-30,2495618
Contrarius Group Holdings Ltd,2372654,2025-09-30,1177270
UBS Group AG,2246731,2025-09-30,884819
Invesco Ltd.,1755322,2025-09-30,20682
NORTHERN TRUST CORP,1720919,2025-09-30,142926
MORGAN STANLEY,1717974,2025-09-30,-49546
"CAPSTONE INVESTMENT ADVISORS, LLC",1515956,2025-09-30,1315956
UBS ASSET MANAGEMENT AMERICAS INC,1508610,2025-09-30,-306908
GOLDMAN SACHS GROUP INC,1483207,2025-09-30,321274
BANK OF AMERICA CORP /DE/,1358626,2025-09-30,256014
JANUS HENDERSON GROUP PLC,1334536,2025-09-30,137822
Amundi,1293731,2025-09-30,-684516
DEUTSCHE BANK AG\,1190979,2025-09-30,291797
BARCLAYS PLC,1159604,2025-09-30,40279
Andra AP-fonden,1110900,2025-09-30,29200
Legal & General Group Plc,992425,2025-09-30,33493
JPMORGAN CHASE & CO,991842,2025-09-30,537891
Qube Research & Technologies Ltd,937088,2025-09-30,-284752
Assenagon Asset Management S.A.,926037,2025-09-30,-337392
MILLENNIUM MANAGEMENT LLC,913268,2025-09-30,248948
"ADAGE CAPITAL PARTNERS GP, L.L.C.",860065,2025-09-30,389200
CITADEL ADVISORS LLC,855556,2025-09-30,-511498
"Grantham, Mayo, Van Otterloo & Co. LLC",785016,2025-09-30,358167
Hancock Prospecting Pty Ltd,752626,2025-09-30,236078
Regal Partners Ltd,746344,2025-09-30,31295
"Sone Capital Management, LLC",686754,2025-09-30,254259
Bank of New York Mellon Corp,656650,2025-09-30,37736
NINE MASTS CAPITAL Ltd,632375,2025-09-30,411289
SEI INVESTMENTS CO,627862,2025-09-30,45294
Ardmore Road Asset Management LP,625000,2025-09-30,625000
HIGHBRIDGE CAPITAL MANAGEMENT LLC,621202,2025-09-30,286175
"GAMCO INVESTORS, INC. ET AL",584685,2025-09-30,-40110
Virtu Financial LLC,565864,2025-09-30,139607
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,547973,2025-09-30,-69390
ING GROEP NV,541287,2025-09-30,-187772
GABELLI FUNDS LLC,538400,2025-09-30,112600
"BNP PARIBAS ARBITRAGE, SNC",533940,2025-09-30,-264900
"Burkehill Global Management, LP",533920,2025-09-30,533920
Man Group plc,460828,2025-09-30,212470
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,441521,2025-09-30,-51751
Swiss National Bank,439234,2025-09-30,13600
WHITEBOX ADVISORS LLC,422182,2025-09-30,422182
"Hunting Hill Global Capital, LLC",420853,2025-09-30,0
CANADA PENSION PLAN INVESTMENT BOARD,402600,2025-09-30,373600
DANSKE BANK A/S,383359,2025-09-30,-29012
BNP Paribas Asset Management Holding S.A.,377815,2025-09-30,-56653
"Russell Investments Group, Ltd.",371390,2025-09-30,161579
"Sumitomo Mitsui Trust Holdings, Inc.",360115,2025-09-30,2135
Verition Fund Management LLC,356223,2025-09-30,337781
"Logan Stone Capital, LLC",337129,2025-09-30,337129
NATIXIS,317724,2025-09-30,10323
"Nuveen, LLC",309831,2025-09-30,18158
KLP KAPITALFORVALTNING AS,306300,2025-09-30,115300
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",291999,2025-09-30,48561
RHUMBLINE ADVISERS,291621,2025-09-30,9046
HSBC HOLDINGS PLC,291460,2025-09-30,-9899
"F&V Capital Management, LLC",287963,2025-09-30,8855
ALLIANCEBERNSTEIN L.P.,286272,2025-09-30,486
BANK OF NOVA SCOTIA,283709,2025-09-30,-247967
CREDIT INDUSTRIEL ET COMMERCIAL,276443,2025-09-30,96060
"ARROWSTREET CAPITAL, LIMITED PARTNERSHIP",271350,2025-09-30,135853
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",265918,2025-09-30,34774
"GABELLI & Co INVESTMENT ADVISERS, INC.",257911,2025-09-30,11900
"PineBridge Investments, L.P.",253252,2025-09-30,-147393
"ExodusPoint Capital Management, LP",245053,2025-09-30,245053
Treasurer of the State of North Carolina,231543,2025-09-30,5128
MACQUARIE GROUP LTD,230138,2025-09-30,188212
"Northern Right Capital Management, L.P.",227226,2025-09-30,227226
NATIONAL BANK OF CANADA /FI/,226460,2025-09-30,-782253
Skandinaviska Enskilda Banken AB (publ),223521,2025-09-30,-150985
Quantinno Capital Management LP,211975,2025-09-30,59598
LOS ANGELES CAPITAL MANAGEMENT LLC,209372,2025-09-30,-90709
"Connor, Clark & Lunn Investment Management Ltd.",204457,2025-09-30,-19652
PRICE T ROWE ASSOCIATES INC /MD/,202692,2025-09-30,15804
Trexquant Investment LP,200377,2025-09-30,200377
GREAT WEST LIFE ASSURANCE CO /CAN/,198797,2025-09-30,68263
MERCER GLOBAL ADVISORS INC /ADV,197124,2025-09-30,27535
CITIGROUP INC,193275,2025-09-30,-399002
ROYAL BANK OF CANADA,192374,2025-09-30,-179530
Maven Securities LTD,188714,2025-09-30,4820
AMERICAN CENTURY COMPANIES INC,185185,2025-09-30,94196
Swedbank AB,179856,2025-09-30,3972
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,179805,2025-09-30,237
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,175174,2025-09-30,6275
MUFG Securities EMEA plc,171525,2025-09-30,2136
Mitsubishi UFJ Trust & Banking Corp,169238,2025-09-30,-3655
TD ASSET MANAGEMENT INC,164211,2025-09-30,-26088
PRINCIPAL FINANCIAL GROUP INC,158398,2025-09-30,-1494
Schonfeld Strategic Advisors LLC,155237,2025-09-30,71071
Neuberger Berman Group LLC,147358,2025-09-30,-11100
BANK OF MONTREAL /CAN/,144641,2025-09-30,73889
Sienna Gestion,142288,2025-09-30,9047
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,140000,2025-09-30,140000
Perpetual Ltd,139420,2025-09-30,139420
"D. E. Shaw & Co., Inc.",134727,2025-09-30,55295
Parkwood LLC,131027,2025-09-30,-15878
PRUDENTIAL FINANCIAL INC,123427,2025-09-30,9320
"State of Tennessee, Treasury Department",123042,2025-09-30,42635
Korea Investment CORP,119815,2025-09-30,85600
PANAGORA ASSET MANAGEMENT INC,117314,2025-09-30,87828
AMERIPRISE FINANCIAL INC,114626,2025-09-30,24982
Pictet Asset Management Holding SA,112038,2025-09-30,-11674
Ovata Capital Management Ltd,111555,2025-09-30,111555
Elo Mutual Pension Insurance Co,109475,2025-09-30,37286
AVIVA PLC,109141,2025-09-30,4116
Howard Capital Management Inc.,106260,2025-09-30,0
"JANE STREET GROUP, LLC",105298,2025-09-30,-256726
FRANKLIN RESOURCES INC,101029,2025-09-30,1310
FMR LLC,100048,2025-09-30,3677
Capula Management Ltd,97942,2025-09-30,97942
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,96032,2025-09-30,-1669
Zurcher Kantonalbank (Zurich Cantonalbank),95675,2025-09-30,-70349
FORSTA AP-FONDEN,94800,2025-09-30,46900
ALGERT GLOBAL LLC,93898,2025-09-30,-3993
Arlington Partners LLC,93767,2025-09-30,3594
abrdn plc,86467,2025-09-30,10196
Allianz Asset Management GmbH,86381,2025-09-30,49680
ROYAL LONDON ASSET MANAGEMENT LTD,85410,2025-09-30,14238
"Alyeska Investment Group, L.P.",84452,2025-09-30,84452
Illinois Municipal Retirement Fund,82080,2025-09-30,-10755
