symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
AJG,2024-12-31,283.85,220500000,62588925000,14987300000,13485200000,61086825000
AJG,2023-12-31,224.88,214900000,48326712000,971500000,8317200000,55672412000
AJG,2022-12-31,188.54,210300000,39649962000,738400000,6415100000,45326662000
AJG,2021-12-31,169.67,202700000,34392109000,402600000,6592900000,40582409000
AJG,2020-12-31,123.71,191000000,23628610000,664600000,4865500000,27829510000
AJG,2019-12-31,95.23,186000000,17712780000,604800000,4947600000,22055580000
AJG,2018-12-31,73.7,182740000,13467938000,607200000,3610400000,16471138000
AJG,2017-12-31,63.28,180074000,11395082720,681200000,3133000000,13846882720
AJG,2016-12-31,51.96,177560000,9226017600,545500000,2848200000,11528717600
AJG,2015-12-31,40.94,172239000,7051464660,480400000,2457000000,9028064660
AJG,2014-12-31,47.08,152854000,7196366320,314400000,2392900000,9274866320
AJG,2013-12-31,46.93,128894000,6048995420,298100000,1455500000,7206395420
AJG,2012-12-31,34.65,121018000,4193273700,302100000,854000000,4745173700
AJG,2011-12-31,33.44,111667000,3734144479,291200000,685000000,4127944479
AJG,2010-12-31,29.08,108400000,3152272000,249800000,550000000,3452472000
AJG,2009-12-31,22.51,100500000,2262255000,205900000,550000000,2606355000
AJG,2008-12-31,25.91,93800000,2430358000,194400000,532000000,2767958000
AJG,2007-12-31,24.19,95724138,2315566898,255900000,400000000,2459666898
AJG,2006-12-31,29.55,97348485,2876647731,208000000,34800000,2703447731
AJG,2005-12-31,30.88,94333333,2913013323,317800000,112900000,2708113323
AJG,2004-12-31,32.5,91111111,2961111107,224600000,181400000,2917911107
AJG,2003-12-31,32.49,89814815,2918083339,193600000,153000000,2877483339
AJG,2002-12-31,29.38,87091429,2558746184,152536000,176131000,2582341184
AJG,2001-12-31,34.49,84571560,2916873104,97334000,0,2819539104
AJG,2000-12-31,31.81,83743243,2663872559,99904000,0,2563968559
AJG,1999-12-31,16.19,90478261,1464843045,61100000,0,1403743045
AJG,1998-12-31,11.03,72898137,804066451,61500000,0,742566451
AJG,1997-12-31,8.61,72000000,619920000,67200000,0,552720000
AJG,1996-12-31,7.75,69062500,535234375,57000000,0,478234375
AJG,1995-12-31,9.31,65230769,607298459,53500000,0,553798459
AJG,1994-12-31,8,63608000,508864000,39700000,3400000,472564000
AJG,1993-12-31,9.06,73409091,665086364,46800000,24500000,642786364
AJG,1992-12-31,7.06,65277778,460861112,112400000,20000000,368461112
AJG,1991-12-31,5.59,58750000,328412500,0,20000000,348412500
AJG,1990-12-31,5.81,50571429,293820002,0,20000000,313820002
AJG,1989-12-31,6.19,50882353,314961765,0,20000000,334961765
AJG,1988-12-31,4.19,56333333,236036665,84400000,20000000,171636665
AJG,1987-12-31,4.34,43783784,190021622,79200000,20000000,130821622
AJG,1986-12-31,6.56,44000000,288640000,69200000,20000000,239440000
AJG,1985-12-31,6.03,35357143,213203572,33100000,20000000,200103572
