holder,shares,dateReported,change
"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt am Main",2266068,2025-09-30,1079547
"Nishkama Capital, LLC",2231092,2025-09-30,2231092
SEI INVESTMENTS CO,2185603,2025-09-30,420566
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,2180746,2025-09-30,-13895
"Russell Investments Group, Ltd.",2168106,2025-09-30,328457
abrdn plc,1938002,2025-09-30,94598
"DigitalBridge Group, Inc.",1921957,2025-09-30,1921957
PRICE T ROWE ASSOCIATES INC /MD/,1917403,2025-09-30,13404
Whale Rock Capital Management LLC,1908017,2025-09-30,0
Engineers Gate Manager LP,1899543,2025-09-30,630604
Zurcher Kantonalbank (Zurich Cantonalbank),1793521,2025-09-30,37075
Vontobel Holding Ltd.,1753403,2025-09-30,34161
Mitsubishi UFJ Trust & Banking Corp,1746869,2025-09-30,159432
AMF Tjanstepension AB,1727927,2025-09-30,1727927
VICTORY CAPITAL MANAGEMENT INC,1721520,2025-09-30,-126050
"Bridgewater Associates, LP",1710453,2025-09-30,482118
"Alyeska Investment Group, L.P.",1682801,2025-09-30,1682801
Newbrook Capital Advisors LP,1635074,2025-09-30,1635074
CANADA PENSION PLAN INVESTMENT BOARD,1621906,2025-09-30,-341013
Freestone Grove Partners LP,1614674,2025-09-30,794309
"NATIXIS ADVISORS, L.P.",1611670,2025-09-30,513413
CITIGROUP INC,1607806,2025-09-30,-864096
Penserra Capital Management LLC,1580922,2025-09-30,485547
Boston Partners,1507220,2025-09-30,-131181
PRINCIPAL FINANCIAL GROUP INC,1484657,2025-09-30,-46929
"FEDERATED HERMES, INC.",1460068,2025-09-30,565271
"Grantham, Mayo, Van Otterloo & Co. LLC",1374925,2025-09-30,-165548
Jefferies Financial Group Inc.,1320000,2025-09-30,1320000
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,1255950,2025-09-30,-79721
NATIXIS,1251813,2025-09-30,1092056
Hudson Bay Capital Management LP,1242399,2025-09-30,1242399
TD ASSET MANAGEMENT INC,1148233,2025-09-30,-157642
"Gotham Asset Management, LLC",1141747,2025-09-30,-158047
HRT FINANCIAL LP,1118838,2025-09-30,1118838
AVIVA PLC,1118476,2025-09-30,-58066
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,1101425,2025-09-30,-41460
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,1101087,2025-09-30,212879
Universal- Beteiligungs- und Servicegesellschaft mbH,1099065,2025-09-30,-126826
"Glenmede Investment Management, LP",1082087,2025-09-30,-128283
Korea Investment CORP,1064359,2025-09-30,-15294
ENVESTNET ASSET MANAGEMENT INC,1058449,2025-09-30,157766
Qube Research & Technologies Ltd,1055652,2025-09-30,1055652
Robeco Institutional Asset Management B.V.,1037874,2025-09-30,-177180
DekaBank Deutsche Girozentrale,1032693,2025-09-30,0
GDS Wealth Management,1026437,2025-09-30,4837
"MAPLELANE CAPITAL, LLC",1015000,2025-09-30,1015000
"ExodusPoint Capital Management, LP",1005015,2025-09-30,274951
BANK OF MONTREAL /CAN/,996769,2025-09-30,-5141
STATE OF WISCONSIN INVESTMENT BOARD,996515,2025-09-30,288995
Andra AP-fonden,982060,2025-09-30,90200
"Caption Management, LLC",970000,2025-09-30,829700
STRS OHIO,964555,2025-09-30,-243715
Walleye Capital LLC,949322,2025-09-30,-124767
NOMURA HOLDINGS INC,941829,2025-09-30,-4334426
Benchstone Capital Management LP,933910,2025-09-30,933910
"ADAGE CAPITAL PARTNERS GP, L.L.C.",919636,2025-09-30,-33500
NEW YORK STATE COMMON RETIREMENT FUND,911674,2025-09-30,13900
"Ensign Peak Advisors, Inc",855342,2025-09-30,-156580
Treasurer of the State of North Carolina,838299,2025-09-30,-240378
WELLINGTON MANAGEMENT GROUP LLP,837180,2025-09-30,519084
"Toroso Investments, LLC",813005,2025-09-30,348578
"GRIMES & COMPANY, INC.",806980,2025-09-30,-117617
Quantinno Capital Management LP,803786,2025-09-30,182418
Pictet Asset Management Holding SA,800570,2025-09-30,-3532
"BOOTHBAY FUND MANAGEMENT, LLC",779028,2025-09-30,779028
GABELLI FUNDS LLC,770839,2025-09-30,4250
UniSuper Management Pty Ltd,762415,2025-09-30,-85615
DANSKE BANK A/S,757449,2025-09-30,38391
PRUDENTIAL FINANCIAL INC,757004,2025-09-30,-12917
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",752386,2025-09-30,-2786
CREDIT AGRICOLE S A,751260,2025-09-30,751260
LOS ANGELES CAPITAL MANAGEMENT LLC,745634,2025-09-30,745634
"Minneapolis Portfolio Management Group, LLC",740165,2025-09-30,13589
VOYA INVESTMENT MANAGEMENT LLC,734996,2025-09-30,-335791
WORLDQUANT MILLENNIUM ADVISORS LLC,731859,2025-09-30,731859
CANTOR FITZGERALD INVESTMENT ADVISORS L.P.,728192,2025-09-30,1847
AXA Investment Managers S.A.,727811,2025-09-30,727811
Swedbank AB,723489,2025-09-30,41793
"Crossmark Global Holdings, Inc.",678831,2025-09-30,-3304
"Chevy Chase Trust Holdings, LLC",672037,2025-09-30,-24038
ROYAL LONDON ASSET MANAGEMENT LTD,634854,2025-09-30,-11907
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",627727,2025-09-30,23962
CAXTON ASSOCIATES LLP,617219,2025-09-30,438195
STIFEL FINANCIAL CORP,615875,2025-09-30,-3757
CLIFFORD SWAN INVESTMENT COUNSEL LLC,603758,2025-09-30,-500
Walleye Trading LLC,601063,2025-09-30,601063
Meridiem Capital Partners LP,598325,2025-09-30,598325
Talos Eurisko Asset Management LP,596480,2025-09-30,596480
Hodges Capital Management Inc.,590849,2025-09-30,56997
APG Asset Management N.V.,588108,2025-09-30,-22100
Polar Asset Management Partners Inc.,580439,2025-09-30,580439
"Asset Management One Co., Ltd.",574568,2025-09-30,2980
Man Group plc,565572,2025-09-30,-1689643
TORONTO DOMINION BANK,562411,2025-09-30,5386
"Advisors Asset Management, Inc.",558702,2025-09-30,60353
Clearline Capital LP,557610,2025-09-30,131361
Wealth High Governance Capital Ltda,540000,2025-09-30,292000
ALERUS FINANCIAL  NA,538621,2025-09-30,141170
Forge First Asset Management Inc.,536100,2025-09-30,536100
FRANKLIN RESOURCES INC,523096,2025-09-30,-65236
STATE OF MICHIGAN RETIREMENT SYSTEM,520881,2025-09-30,-2300
"Concentric Capital Strategies, LP",515465,2025-09-30,463857
Quinn Opportunity Partners LLC,511465,2025-09-30,293370
"GAMCO INVESTORS, INC. ET AL",503633,2025-09-30,2485
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,500479,2025-09-30,-3954
BANK OF NOVA SCOTIA,495796,2025-09-30,-579671
Mn Services Vermogensbeheer B.V.,491000,2025-09-30,0
"NISA INVESTMENT ADVISORS, LLC",490771,2025-09-30,-527965
Verition Fund Management LLC,477686,2025-09-30,-363622
"Rafferty Asset Management, LLC",475452,2025-09-30,22356
"PNC FINANCIAL SERVICES GROUP, INC.",469518,2025-09-30,14890
NOMURA ASSET MANAGEMENT CO LTD,464470,2025-09-30,17995
Handelsbanken Fonder AB,462524,2025-09-30,2917
KLP KAPITALFORVALTNING AS,460711,2025-09-30,12500
State of New Jersey Common Pension Fund D,451822,2025-09-30,14926
"Resona Asset Management Co.,Ltd.",447138,2025-09-30,-24595
"State of Tennessee, Treasury Department",442163,2025-09-30,127940
CastleKnight Management LP,441900,2025-09-30,-22300
AMERICAN CENTURY COMPANIES INC,440377,2025-09-30,-835294
ING GROEP NV,438815,2025-09-30,-3204027
NATIONAL BANK OF CANADA /FI/,438716,2025-09-30,-13728153
"Maytus Capital Management, LLC",423973,2025-09-30,303973
Skandinaviska Enskilda Banken AB (publ),423100,2025-09-30,137888
Illinois Municipal Retirement Fund,419221,2025-09-30,-216056
"Beacon Pointe Advisors, LLC",415807,2025-09-30,49785
MACQUARIE GROUP LTD,413735,2025-09-30,18011
Lansforsakringar Fondforvaltning AB (publ),413589,2025-09-30,14214
TRUIST FINANCIAL CORP,403326,2025-09-30,-5522
VIKING FUND MANAGEMENT LLC,400000,2025-09-30,400000
"CI Private Wealth, LLC",392214,2025-09-30,-25879
Arizona State Retirement System,387877,2025-09-30,3943
"Game Creek Capital, LP",363250,2025-09-30,176250
DnB Asset Management AS,362643,2025-09-30,110745
BNP Paribas Asset Management Holding S.A.,360211,2025-09-30,-250790
BW Gestao de Investimentos Ltda.,360000,2025-09-30,246000
FOSTER & MOTLEY INC,355199,2025-09-30,-15968
Impax Asset Management Group plc,349282,2025-09-30,-97586
Czech National Bank,333276,2025-09-30,12191
"WOLVERINE TRADING, LLC",331494,2025-09-30,247062
MERCER GLOBAL ADVISORS INC /ADV,330830,2025-09-30,-36790
Bell Bank,326392,2025-09-30,-23183
"MetLife Investment Management, LLC",325566,2025-09-30,-9099
Creative Planning,324903,2025-09-30,63400
IFM Investors Pty Ltd,321755,2025-09-30,-7357
HANCOCK WHITNEY CORP,320220,2025-09-30,320220
D L CARLSON INVESTMENT GROUP INC,318909,2025-09-30,1098
"State of Alaska, Department of Revenue",315631,2025-09-30,-7252
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,315111,2025-09-30,-7051
"Oribel Capital Management, LP",313600,2025-09-30,313600
BI Asset Management Fondsmaeglerselskab A/S,311650,2025-09-30,-42854
Lombard Odier Asset Management (Switzerland) SA,305109,2025-09-30,5805
"HighTower Advisors, LLC",302717,2025-09-30,8711
"Mariner, LLC",302473,2025-09-30,-17965
Paloma Partners Management Co,300000,2025-09-30,30000
"Kovitz Investment Group Partners, LLC",299964,2025-09-30,-6302
"Steward Partners Investment Advisory, LLC",296752,2025-09-30,918
FORSTA AP-FONDEN,290200,2025-09-30,-64400
Trajan Wealth LLC,289897,2025-09-30,-18726
"Pacer Advisors, Inc.",285714,2025-09-30,93132
ProShare Advisors LLC,282561,2025-09-30,-3143
"Clearbridge Investments, LLC",276136,2025-09-30,-11653
"ARS Investment Partners, LLC",270002,2025-09-30,-608
Ilmarinen Mutual Pension Insurance Co,270000,2025-09-30,0
"Generali Investments CEE, investicni spolecnost, a.s.",266800,2025-09-30,26800
"Vanguard Personalized Indexing Management, LLC",266121,2025-09-30,2051
"IEQ CAPITAL, LLC",264867,2025-09-30,15422
Point72 Hong Kong Ltd,261763,2025-09-30,208202
Voleon Capital Management LP,257830,2025-09-30,247712
"Qsemble Capital Management, LP",253694,2025-09-30,208475
SHELTON CAPITAL MANAGEMENT,251267,2025-09-30,-175100
AMALGAMATED BANK,248850,2025-09-30,-4906
Point72 (DIFC) Ltd,248415,2025-09-30,-76809
Kendall Capital Management,248379,2025-09-30,33600
"COMMONWEALTH EQUITY SERVICES, LLC",247805,2025-09-30,16422
TUDOR INVESTMENT CORP ET AL,247185,2025-09-30,247185
USS Investment Management Ltd,245351,2025-09-30,0
"ADVISOR GROUP HOLDINGS, INC.",245351,2025-09-30,99080
VAN ECK ASSOCIATES CORP,245162,2025-09-30,108305
CIBC WORLD MARKET INC.,242036,2025-09-30,61871
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,234960,2025-09-30,-4800
AIA Group Ltd,233241,2025-09-30,102043
ASR Vermogensbeheer N.V.,229668,2025-09-30,-1220
"Benson Investment Management Company, Inc.",229496,2025-09-30,2205
"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",227868,2025-09-30,100139
Heritage Trust Co,227791,2025-09-30,-328
LAZARD ASSET MANAGEMENT LLC,220691,2025-09-30,-314177
Cerity Partners LLC,220114,2025-09-30,11227
Cetera Investment Advisers,220070,2025-09-30,44944
Utah Retirement Systems,216209,2025-09-30,0
"Lifeworks Advisors, LLC",215744,2025-09-30,47855
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",214118,2025-09-30,8982
PEAK6 LLC,211758,2025-09-30,-152632
Police & Firemen's Retirement System of New Jersey,211508,2025-09-30,10946
"XPONANCE, INC.",211030,2025-09-30,-3350
CIBC Asset Management Inc,210753,2025-09-30,243
Federation des caisses Desjardins du Quebec,209192,2025-09-30,-51614
Ethic Inc.,208388,2025-09-30,-20493
Howard Capital Management Inc.,207816,2025-09-30,706
General Pension Society PZU Joint Stock Co,205500,2025-09-30,0
Daiwa Securities Group Inc.,205029,2025-09-30,7454
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",204954,2025-09-30,-477104
KIECKHEFER GROUP LLC,200700,2025-09-30,-2500
Genus Capital Management Inc.,200093,2025-09-30,200093
"NewEdge Advisors, LLC",199355,2025-09-30,5530
"IMC-Chicago, LLC",198774,2025-09-30,198774
GUGGENHEIM CAPITAL LLC,195052,2025-09-30,94419
"Convergence Investment Partners, LLC",193322,2025-09-30,126257
"QRG CAPITAL MANAGEMENT, INC.",193315,2025-09-30,-228805
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,191796,2025-09-30,-7829
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,188591,2025-09-30,-18079
"GROUP ONE TRADING, L.P.",182680,2025-09-30,182680
COMERICA BANK,181260,2025-09-30,-9977
Sciencast Management LP,180186,2025-09-30,180186
NEOS Investment Management LLC,178981,2025-09-30,58394
JANUS HENDERSON GROUP PLC,175680,2025-09-30,-6800
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,175361,2025-09-30,778
"Mirae Asset Global Investments Co., Ltd.",173697,2025-09-30,2207
Woodline Partners LP,173424,2025-09-30,-747077
TEACHER RETIREMENT SYSTEM OF TEXAS,171802,2025-09-30,-27591
COZAD ASSET MANAGEMENT INC,171613,2025-09-30,2205
INTACT INVESTMENT MANAGEMENT INC.,171500,2025-09-30,171500
"YOUSIF CAPITAL MANAGEMENT, LLC",171269,2025-09-30,-11681
THRIVENT FINANCIAL FOR LUTHERANS,171119,2025-09-30,59201
"Pathstone Holdings, LLC",171026,2025-09-30,2958
MEYER HANDELMAN CO,169244,2025-09-30,-1000
"Sumitomo Mitsui DS Asset Management Company, Ltd",168940,2025-09-30,17981
Ruffer LLP,164531,2025-09-30,-276229
PINNBROOK CAPITAL MANAGEMENT LP,164407,2025-09-30,164407
UG Investment Advisers Ltd.,164163,2025-09-30,0
"HOHIMER WEALTH MANAGEMENT, LLC",163546,2025-09-30,39520
Waterfront Wealth Inc.,160271,2025-09-30,1283
"ASSETMARK, INC",156870,2025-09-30,48758
Argyle Capital Management Inc.,156693,2025-09-30,6000
ZACKS INVESTMENT MANAGEMENT,156052,2025-09-30,145460
MCINTYRE FREEDMAN & FLYNN INVESTMENT ADVISERS INC,155475,2025-09-30,1500
B. Metzler seel. Sohn & Co. AG,153517,2025-09-30,-4226
"Dana Investment Advisors, Inc.",153187,2025-09-30,-5373
Contrarius Group Holdings Ltd,150312,2025-09-30,-154307
"MML INVESTORS SERVICES, LLC",150051,2025-09-30,3164
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,150003,2025-09-30,36526
ODDO BHF ASSET MANAGEMENT SAS,147464,2025-09-30,-23003
"HOURGLASS CAPITAL, LLC",146550,2025-09-30,0
OMERS ADMINISTRATION Corp,145462,2025-09-30,-6200
Knights of Columbus Asset Advisors LLC,145232,2025-09-30,78859
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,141999,2025-09-30,-8622
FIFTH THIRD BANCORP,141343,2025-09-30,12751
OCCUDO QUANTITATIVE STRATEGIES LP,140540,2025-09-30,6996
Janney Montgomery Scott LLC,140124,2025-09-30,14489
OPPENHEIMER & CO INC,138692,2025-09-30,90429
PUBLIC SECTOR PENSION INVESTMENT BOARD,138344,2025-09-30,14300
Lakewood Asset Management LLC,138343,2025-09-30,-2508
Banque Cantonale Vaudoise,135044,2025-09-30,-33840
"Barnett & Company, Inc.",134050,2025-09-30,30450
Avanza Fonder AB,133712,2025-09-30,0
"Caprock Group, LLC",131756,2025-09-30,131756
US BANCORP \DE\,129495,2025-09-30,-63844
M&T BANK CORP,129378,2025-09-30,-9674
COMMERZBANK AKTIENGESELLSCHAFT /FI,128019,2025-09-30,-19308
Tredje AP-fonden,127494,2025-09-30,25327
"Bryn Mawr Capital Management, LLC",126414,2025-09-30,-1400
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,125698,2025-09-30,-2722
"Freestone Capital Holdings, LLC",125461,2025-09-30,2132
"CWM, LLC",120347,2025-09-30,-7
CAPTRUST FINANCIAL ADVISORS,120066,2025-09-30,-7077
"Cambridge Investment Research Advisors, Inc.",118017,2025-09-30,2793
"SIG BROKERAGE, LP",117714,2025-09-30,117714
"Kestra Advisory Services, LLC",117463,2025-09-30,5347
La Banque Postale Asset Management SA,117154,2025-09-30,-694
"Empowered Funds, LLC",117050,2025-09-30,71413
FIDUCIARY TRUST CO,116238,2025-09-30,11850
"Kinneret Advisory, LLC",115443,2025-09-30,-516
RITHOLTZ WEALTH MANAGEMENT,113794,2025-09-30,4951
"Linden Thomas Advisory Services, LLC",112875,2025-09-30,763
"AlphaStar Capital Management, LLC",112572,2025-09-30,2703
Schonfeld Strategic Advisors LLC,112159,2025-09-30,-83261
CAISSE DES DEPOTS ET CONSIGNATIONS,112052,2025-09-30,27866
BAR HARBOR WEALTH MANAGEMENT,108032,2025-09-30,2834
"HB Wealth Management, LLC",107731,2025-09-30,63356
"Mutual Advisors, LLC",105185,2025-09-30,71683
"OARSMAN CAPITAL, INC.",103572,2025-09-30,103572
INGALLS & SNYDER LLC,102697,2025-09-30,-582
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,102014,2025-09-30,0
Rockefeller Capital Management L.P.,100462,2025-09-30,-17126
XTX Topco Ltd,98787,2025-09-30,87798
HighVista Strategies LLC,98700,2025-09-30,12500
PITCAIRN CO,98572,2025-09-30,-51469
"Concurrent Investment Advisors, LLC",98356,2025-09-30,53909
Y-Intercept (Hong Kong) Ltd,97651,2025-09-30,-25692
"Hennion & Walsh Asset Management, Inc.",97274,2025-09-30,5856
MIZUHO SECURITIES USA LLC,95573,2025-09-30,4786
Zurich Insurance Group Ltd/FI,95000,2025-09-30,0
Candriam S.C.A.,94500,2025-09-30,0
"Summit Trail Advisors, LLC",93895,2025-09-30,93895
"Lido Advisors, LLC",93604,2025-09-30,30210
"Midwest Professional Planners, LTD.",92789,2025-09-30,-457
"Dai-Ichi Life Insurance Company, Ltd",91461,2025-09-30,27000
"Williams Jones Wealth Management, LLC.",90957,2025-09-30,0
"SRS Capital Advisors, Inc.",90914,2025-09-30,82541
"Radnor Capital Management, LLC",90526,2025-09-30,-4175
Donoghue Forlines LLC,88852,2025-09-30,88852
DODGE & COX,87754,2025-09-30,-829
UNIVERSITY OF TEXAS/TEXAS AM INVESTMENT MANAGMENT CO,86958,2025-09-30,86958
"WealthShield Partners, LLC",85359,2025-09-30,1153
"Baird Financial Group, Inc.",83154,2025-09-30,70770
Kentucky Retirement Systems,82326,2025-09-30,-1789
"Rakuten Investment Management, Inc.",82018,2025-09-30,82018
Sterling Capital Management LLC,81326,2025-09-30,-7670
OLD POINT TRUST & FINANCIAL SERVICES N A,80743,2025-09-30,-10775
TD PRIVATE CLIENT WEALTH LLC,80321,2025-09-30,21034
Greenwich Wealth Management LLC,80037,2025-09-30,-1220
"RBF Capital, LLC",80000,2025-09-30,80000
Board of the Pension Protection Fund,78600,2025-09-30,18500
INTECH INVESTMENT MANAGEMENT LLC,77915,2025-09-30,-59657
"Vident Advisory, LLC",77457,2025-09-30,-67902
HARTFORD INVESTMENT MANAGEMENT CO,76890,2025-09-30,-2435
"Norinchukin Bank, The",75511,2025-09-30,2383
Brookstone Capital Management,74182,2025-09-30,-15315
NEEDHAM INVESTMENT MANAGEMENT LLC,74000,2025-09-30,-10000
Freemont Management S.A.,73100,2025-09-30,-546400
"WILEY BROS.-AINTREE CAPITAL, LLC",72759,2025-09-30,1571
Wealthfront Advisers LLC,72494,2025-09-30,2518
Brevan Howard Capital Management LP,71960,2025-09-30,24839
Hilltop Holdings Inc.,71511,2025-09-30,-6302
Elo Mutual Pension Insurance Co,71370,2025-09-30,-83002
"MISSION WEALTH MANAGEMENT, LP",71092,2025-09-30,-914
"Metis Global Partners, LLC",71051,2025-09-30,570
Abundance Wealth Counselors,70674,2025-09-30,-1125
"Westside Investment Management, Inc.",70632,2025-09-30,361
PARADIGM ASSET MANAGEMENT CO LLC,69200,2025-09-30,0
Louisiana State Employees Retirement System,68900,2025-09-30,-400
"AIGEN INVESTMENT MANAGEMENT, LP",68811,2025-09-30,68811
"Long Run Wealth Advisors, LLC",68006,2025-09-30,-16817
COMMERCE BANK,67981,2025-09-30,12846
"Private Advisor Group, LLC",67819,2025-09-30,1357
"Legacy Bridge, LLC",66330,2025-09-30,-610
"CBOE Vest Financial, LLC",65950,2025-09-30,-43183
QUADRANT CAPITAL GROUP LLC,65313,2025-09-30,-1159
First Dallas Securities Inc.,65178,2025-09-30,16352
"Allspring Global Investments Holdings, LLC",65045,2025-09-30,-1139
Gulf International Bank (UK) Ltd,64585,2025-09-30,-253
ALPS ADVISORS INC,64110,2025-09-30,-23458
Maryland State Retirement & Pension System,63732,2025-09-30,0
"SECURIAN ASSET MANAGEMENT, INC",63372,2025-09-30,-5305
"BRIDGEWAY CAPITAL MANAGEMENT, LLC",62800,2025-09-30,0
"Savant Capital, LLC",62184,2025-09-30,-6637
Investment Management Corp of Ontario,61544,2025-09-30,-3573
DAVENPORT & Co LLC,61113,2025-09-30,671
AG2R LA MONDIALE GESTION D'ACTIFS,59662,2025-09-30,0
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,59308,2025-09-30,-1400
44 WEALTH MANAGEMENT LLC,59030,2025-09-30,20522
"PDT Partners, LLC",58900,2025-09-30,58900
OFI INVEST ASSET MANAGEMENT,58488,2025-09-30,-227
"Susquehanna Portfolio Strategies, LLC",57100,2025-09-30,0
BONNESS ENTERPRISES INC,57100,2025-09-30,0
Ionic Capital Management LLC,57000,2025-09-30,57000
"GREAT LAKES ADVISORS, LLC",56309,2025-09-30,37458
"NBC SECURITIES, INC.",55484,2025-09-30,-596
J. Safra Sarasin Holding AG,55322,2025-09-30,38201
"GUIDANCE CAPITAL, INC",55147,2025-09-30,327
PARK AVENUE SECURITIES LLC,54847,2025-09-30,8307
BLAIR WILLIAM & CO/IL,54633,2025-09-30,3810
E. Ohman J:or Asset Management AB,54552,2025-09-30,0
Allworth Financial LP,54213,2025-09-30,2858
"CAPSTONE INVESTMENT ADVISORS, LLC",54183,2025-09-30,20637
"Colony Group, LLC",54096,2025-09-30,-23591
JONES FINANCIAL COMPANIES LLLP,53752,2025-09-30,10932
"DRW Securities, LLC",53742,2025-09-30,53742
Fisher Funds Management LTD,53694,2025-09-30,53694
Integrated Wealth Concepts LLC,53025,2025-09-30,-3716
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,51946,2025-09-30,-49455
"KESTRA PRIVATE WEALTH SERVICES, LLC",51795,2025-09-30,5859
Ridgewood Investments LLC,51732,2025-09-30,-3244
"Ballentine Partners, LLC",51646,2025-09-30,-357
"HAP TRADING, LLC",51276,2025-09-30,51276
"Cresset Asset Management, LLC",51063,2025-09-30,2198
MASTERINVEST Kapitalanlage GmbH,50874,2025-09-30,0
MITCHELL MCLEOD PUGH & WILLIAMS INC,50704,2025-09-30,6
CSS LLC/IL,50556,2025-09-30,-31146
"Advisory Services Network, LLC",50247,2025-09-30,-3981
"MOSAIC FAMILY WEALTH PARTNERS, LLC",50134,2025-09-30,134
Sphera Management Technology Funds Ltd,50000,2025-09-30,50000
TOKIO MARINE ASSET MANAGEMENT CO LTD,49926,2025-09-30,1140
"Modern Wealth Management, LLC",49869,2025-09-30,100
"Horizon Investments, LLC",49792,2025-09-30,11254
