symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
NXPI,2024-12-31,207.85,255208000,53044982800,3031000000,10854000000,60867982800
NXPI,2023-12-31,229.68,258380999,59344947850,3648000000,11175000000,66871947850
NXPI,2022-12-31,158.03,261879000,41384738370,3618000000,11165000000,48931738370
NXPI,2021-12-31,227.78,270687000,61657084860,2830000000,10572000000,69399084860
NXPI,2020-12-31,159.01,279763000,44485114630,2275000000,7609000000,49819114630
NXPI,2019-12-31,127.26,282056000,35894446560,1045000000,7365000000,42214446560
NXPI,2018-12-31,73.28,325781000,23873231680,2789000000,7354000000,28438231680
NXPI,2017-12-31,117.95,338646000,39943295700,3547000000,6565000000,42961295700
NXPI,2016-12-31,98.01,338477000,33174130770,1894000000,9187000000,40467130770
NXPI,2015-12-31,84.25,239764000,20200117000,1614000000,9212000000,27798117000
NXPI,2014-12-31,76.4,237954000,18179685600,1185000000,3956000000,20950685600
NXPI,2013-12-31,45.93,248526000,11414799180,670000000,3321000000,14065799180
NXPI,2012-12-31,26.32,248064000,6529044480,617000000,3492000000,9404044480
NXPI,2011-12-31,15.37,248812000,3824240440,743000000,3799000000,6880240440
NXPI,2010-12-31,20.93,229280000,4798830400,898000000,4551000000,8451830400
NXPI,2009-12-31,14,215252000,3013528000,1026000000,5283000000,7270528000
NXPI,2008-12-31,14,180210000,2522940000,1796000000,6367000000,7093940000
