date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,paymentDate,declarationDate,recordDate,adjDividend
2025-11-28,7607.46,7607.46,7487.68,7507.29,7507.29,6546,6546,-100.17,-1.32,7552.4725,"November 28, 25",-0.0132,,,,,
2025-11-26,7435.94,7593.8,7435.94,7566.67,7566.67,15020,15020,130.73,1.76,7508.0875,"November 26, 25",0.0176,,,,,
2025-11-25,7340,7478.5,7335.22,7453.38,7453.38,18821,18821,113.38,1.54,7401.775,"November 25, 25",0.0154,,,,,
2025-11-24,7224.3,7354.99,7224.3,7263.52,7263.52,36240,36240,39.22,0.54289,7266.7775,"November 24, 25",0.0054289,,,,,
2025-11-21,7230.76,7461.22,7230.76,7388.82,7388.82,18119,18119,158.06,2.19,7327.89,"November 21, 25",0.0219,,,,,
2025-11-20,7189.81,7203.69,7082.07,7163.33,7163.33,17100,17100,-26.48,-0.3683,7159.725,"November 20, 25",-0.003683,,,,,
2025-11-19,7116.81,7207.74,7093.64,7119.9,7119.9,15213,15213,3.09,0.04341833,7134.5225,"November 19, 25",0.0004341833,,,,,
2025-11-18,7105.49,7157.93,7030,7147.13,7147.13,19923,19923,41.64,0.58603,7110.1375,"November 18, 25",0.0058603,,,,,
2025-11-17,7259.17,7285.89,7145.26,7156.64,7156.64,17364,17364,-102.53,-1.41,7211.74,"November 17, 25",-0.0141,,,,,
2025-11-14,7300,7315,7215,7271.89,7271.89,16911,16911,-28.11,-0.38507,7275.4725,"November 14, 25",-0.0038507,,,,,
2025-11-13,7256.69,7365.07,7249.57,7255.57,7255.57,27434,27434,-1.12,-0.01543403,7281.725,"November 13, 25",-0.0001543403,,,,,
2025-11-12,7334,7378.98,7251.99,7287.38,7287.38,23931,23931,-46.62,-0.63567,7313.0875,"November 12, 25",-0.0063567,,,,,
2025-11-11,7370,7370,7263.22,7301.21,7301.21,45040,45040,-68.79,-0.93338,7326.1075,"November 11, 25",-0.0093338,,,,,
2025-11-10,7232.59,7366.01,7213.18,7336.81,7336.81,23000,23000,104.22,1.44,7287.1475,"November 10, 25",0.0144,,,,,
2025-11-07,7179.9,7258.67,7159.41,7251.24,7251.24,17101,17101,71.34,0.99361,7212.305,"November 07, 25",0.0099361,,,,,
2025-11-06,7164.98,7237.1,7134.86,7195.05,7195.05,15741,15741,30.07,0.41968,7182.9975,"November 06, 25",0.0041968,,,,,
2025-11-05,7143.97,7250.52,7110.55,7181.87,7181.87,19600,19600,37.9,0.53052,7171.7275,"November 05, 25",0.0053052,,,,,
2025-11-04,7070,7160.04,7003.47,7146.03,7146.03,14600,14600,76.03,1.08,7094.885,"November 04, 25",0.0108,,,,,
2025-11-03,7146.42,7150,7040,7072.32,7072.32,18600,18600,-74.1,-1.04,7102.185,"November 03, 25",-0.0104,,,,,
2025-10-31,7178.96,7267.07,7178.96,7210.82,7210.82,14204,14204,31.86,0.4438,7208.9525,"October 31, 25",0.004438,,,,,
2025-10-30,7335,7390.12,7184,7245.71,7245.71,19616,19616,-89.29,-1.22,7288.7075,"October 30, 25",-0.0122,,,,,
2025-10-29,7381.2,7500,7278.89,7333.31,7333.31,28747,28747,-47.89,-0.64881,7373.35,"October 29, 25",-0.0064881,,,,,
2025-10-28,7301.52,7469.02,7275.43,7461.33,7461.33,16821,16821,159.81,2.19,7376.825,"October 28, 25",0.0219,,,,,
2025-10-27,7460,7479.39,7399.68,7438.33,7438.33,19000,19000,-21.67,-0.29048,7444.35,"October 27, 25",-0.0029048,,,,,
2025-10-24,7718,7718,7425.44,7430.92,7430.92,22002,22002,-287.08,-3.72,7573.09,"October 24, 25",-0.0372,,,,,
2025-10-23,7648.06,7723.76,7629,7679.41,7679.41,17500,17500,31.35,0.40991,7670.0575,"October 23, 25",0.0040991,,,,,
2025-10-22,7728.17,7790,7615,7697.16,7697.16,15314,15314,-31.01,-0.40126,7707.5825,"October 22, 25",-0.0040126,,,,,
2025-10-21,7640.91,7827.92,7600.22,7792.13,7792.13,24000,24000,151.22,1.98,7715.295,"October 21, 25",0.0198,,,,,
2025-10-20,7673.25,7746.81,7605.37,7681.08,7681.08,21528,21528,7.83,0.10204,7676.6275,"October 20, 25",0.0010204,,,,,
2025-10-17,7609.02,7686.6,7599.31,7639.06,7639.06,54302,54302,30.04,0.39479,7633.4975,"October 17, 25",0.0039479,,,,,
2025-10-16,7643,7657.45,7535.83,7605.88,7605.88,26600,26600,-37.12,-0.48567,7610.54,"October 16, 25",-0.0048567,,,,,
2025-10-15,7758.09,7780,7640,7645.22,7645.22,22000,22000,-112.87,-1.45,7705.8275,"October 15, 25",-0.0145,,,,,
2025-10-14,7535.55,7779.98,7532.67,7737.01,7737.01,22100,22100,201.46,2.67,7646.3025,"October 14, 25",0.0267,,,,,
2025-10-13,7443.91,7626.37,7443.91,7584.9,7584.9,24500,24500,140.99,1.89,7524.7725,"October 13, 25",0.0189,,,,,
2025-10-10,7640,7655.6,7446.54,7450.9,7450.9,23459,23459,-189.1,-2.48,7548.26,"October 10, 25",-0.0248,,,,,
2025-10-09,7690,7717.81,7515.24,7619.24,7619.24,25200,25200,-70.76,-0.92016,7635.5725,"October 09, 25",-0.0092016,,,,,
2025-10-08,7805,7805,7700,7756.83,7756.83,25600,25600,-48.17,-0.61717,7766.7075,"October 08, 25",-0.0061717,,,,,
2025-10-07,7987.1,7996.58,7814.94,7840.11,7840.11,25342,25342,-146.99,-1.84,7909.6825,"October 07, 25",-0.0184,,,,,
2025-10-06,8199,8199,8033.31,8068.75,8068.75,13000,13000,-130.25,-1.59,8125.015,"October 06, 25",-0.0159,,,,,
2025-10-03,8080.76,8188.57,8080.76,8178,8178,17720,17720,97.24,1.2,8132.0225,"October 03, 25",0.012,,,,,
2025-10-02,8041.93,8130.37,7985.49,8071.61,8071.61,11933,11933,29.68,0.36907,8057.35,"October 02, 25",0.0036907,,,,,
2025-10-01,8066.56,8129.73,7973,8036.48,8036.48,16000,16000,-30.08,-0.3729,8051.4425,"October 01, 25",-0.003729,,,,,
2025-09-30,8040.75,8075,7998.95,8034.66,8034.66,20415,20415,-6.09,-0.0757392,8037.34,"September 30, 25",-0.000757392,,,,,
2025-09-29,8100,8113.16,7981.07,8095.14,8095.14,14217,14217,-4.86,-0.06,8072.3425,"September 29, 25",-0.0006,,,,,
2025-09-26,7953.87,8069.71,7921.69,8032.78,8032.78,12107,12107,78.91,0.9921,7994.5125,"September 26, 25",0.009921,,,,,
2025-09-25,7993.86,8025.32,7906.52,7906.69,7906.69,14205,14205,-87.17,-1.09,7958.0975,"September 25, 25",-0.0109,,,,,
2025-09-24,7915.02,8098,7915.02,8036.63,8036.63,22200,22200,121.61,1.54,7991.1675,"September 24, 25",0.0154,,,,,
2025-09-23,7950,8016.09,7900.34,7980.11,7980.11,12009,12009,30.11,0.37874,7961.635,"September 23, 25",0.0037874,,,,,
2025-09-22,8067,8067,7907.32,7925.23,7925.23,19903,19903,-141.77,-1.76,7991.6375,"September 22, 25",-0.0176,,,,,
2025-09-19,8135.44,8200.01,8077.72,8094.7,8094.7,45305,45305,-40.74,-0.50077,8126.9675,"September 19, 25",-0.0050077,,,,,
2025-09-18,8190,8192.56,8055,8178.48,8178.48,21636,21636,-11.52,-0.14066,8154.01,"September 18, 25",-0.0014066,,,,,
2025-09-17,8240.01,8429.99,8090,8137.31,8137.31,19500,19500,-102.7,-1.25,8224.3275,"September 17, 25",-0.0125,,,,,
2025-09-16,8277.1,8282.91,8127.85,8209.98,8209.98,17104,17104,-67.12,-0.81091,8224.46,"September 16, 25",-0.0081091,,,,,
2025-09-15,8422,8489.85,8207.57,8277.95,8277.95,17446,17446,-144.05,-1.71,8349.3425,"September 15, 25",-0.0171,,,,,
2025-09-12,8506.35,8544.39,8377.63,8414.82,8414.82,15900,15900,-91.53,-1.08,8460.7975,"September 12, 25",-0.0108,,,,,
2025-09-11,8384.31,8563.79,8344.05,8532.98,8532.98,22439,22439,148.67,1.77,8456.2825,"September 11, 25",0.0177,,,,,
2025-09-10,8245.66,8335.89,8225.46,8335.89,8335.89,21900,21900,90.23,1.09,8285.725,"September 10, 25",0.0109,,,,,
2025-09-09,8459.98,8475,8217.49,8276.25,8276.25,22241,22241,-183.73,-2.17,8357.18,"September 09, 25",-0.0217,,,,,
2025-09-08,8509.4,8562.5,8420.9,8543,8543,15203,15203,33.6,0.39486,8508.95,"September 08, 25",0.0039486,,,,,
2025-09-05,8499.76,8618.28,8442.11,8502,8502,13300,13300,2.24,0.02635369,8515.5375,"September 05, 25",0.0002635369,,,,,
2025-09-04,8300,8409.34,8204.9,8407.77,8407.77,17721,17721,107.77,1.3,8330.5025,"September 04, 25",0.013,,,,,
2025-09-03,8148.88,8287.79,8148.88,8190.23,8190.23,15793,15793,41.35,0.50743,8193.945,"September 03, 25",0.0050743,,,,,
2025-09-02,8027.53,8195,8027.53,8169.85,8169.85,18500,18500,142.32,1.77,8104.9775,"September 02, 25",0.0177,,,,,
2025-08-29,8066.5,8146.99,8027.79,8117.65,8117.65,13400,13400,51.15,0.6341,8089.7325,"August 29, 25",0.006341,,,,,
2025-08-28,8040,8076.48,7968.39,8074.8,8074.8,12405,12405,34.8,0.43284,8039.9175,"August 28, 25",0.0043284,,,,,
2025-08-27,8049.31,8079,7985.5,8033.82,8033.82,11200,11200,-15.49,-0.19244,8036.9075,"August 27, 25",-0.0019244,,,,,
2025-08-26,8083,8167.75,8042.48,8068.25,8068.25,35433,35433,-14.75,-0.18248,8090.37,"August 26, 25",-0.0018248,,,,,
2025-08-25,8193,8229.27,8110.99,8126.71,8126.71,10540,10540,-66.29,-0.80911,8164.9925,"August 25, 25",-0.0080911,,,,,
2025-08-22,7980.2,8303.3,7909.12,8212.81,8212.81,17400,17400,232.61,2.91,8101.3575,"August 22, 25",0.0291,,,,,
2025-08-21,7980.62,7980.62,7836.85,7953.9,7953.9,12507,12507,-26.72,-0.33481,7937.9975,"August 21, 25",-0.0033481,,,,,
2025-08-20,8273.31,8320,8011.76,8031.97,8031.97,17843,17843,-241.34,-2.92,8159.26,"August 20, 25",-0.0292,,,,,
2025-08-19,8199.32,8341.41,8141.78,8246.89,8246.89,22951,22951,47.57,0.58017,8232.35,"August 19, 25",0.0058017,,,,,
2025-08-18,8236.39,8264.16,8141.16,8151.74,8151.74,20700,20700,-84.65,-1.03,8198.3625,"August 18, 25",-0.0103,,,,,
2025-08-15,8265.66,8292.92,8180.73,8235,8235,14918,14918,-30.66,-0.37093,8243.5775,"August 15, 25",-0.0037093,,,,,
2025-08-14,8212.81,8228,8150.19,8198.55,8198.55,14344,14344,-14.26,-0.17363,8197.3875,"August 14, 25",-0.0017363,,,,,
2025-08-13,8019.37,8337.9,8017.62,8296.64,8296.64,21145,21145,277.27,3.46,8167.8825,"August 13, 25",0.0346,,,,,
2025-08-12,7817.59,8005.12,7785.87,7962.3,7962.3,14700,14700,144.71,1.85,7892.72,"August 12, 25",0.0185,,,,,
2025-08-11,7868.18,7916.2,7695.32,7793.29,7793.29,12117,12117,-74.89,-0.95181,7818.2475,"August 11, 25",-0.0095181,,,,,
2025-08-08,7877.98,7897.67,7790.98,7858.68,7858.68,13301,13301,-19.3,-0.24499,7856.3275,"August 08, 25",-0.0024499,,,,,
2025-08-07,7935.34,8000,7815.34,7830.44,7830.44,18300,18300,-104.9,-1.32,7895.28,"August 07, 25",-0.0132,,,,,
2025-08-06,7949.8,7995,7862.08,7870.2,7870.2,11800,11800,-79.6,-1,7919.27,"August 06, 25",-0.01,,,,,
2025-08-05,7851.51,8000,7851.51,7906.91,7906.91,13229,13229,55.4,0.7056,7902.4825,"August 05, 25",0.007056,,,,,
2025-08-04,7771.02,7883.24,7753,7871.02,7871.02,14300,14300,100,1.29,7819.57,"August 04, 25",0.0129,,,,,
2025-08-01,7619.21,7799.03,7605,7760.68,7760.68,15030,15030,141.47,1.86,7695.98,"August 01, 25",0.0186,,,,,
2025-07-31,7570,7656.79,7515.01,7549.49,7549.49,20537,20537,-20.51,-0.27094,7572.8225,"July 31, 25",-0.0027094,,,,,
2025-07-30,7800,7845.33,7595.91,7633.4,7633.4,17405,17405,-166.6,-2.14,7718.66,"July 30, 25",-0.0214,,,,,
2025-07-29,7824.02,7856.79,7769.3,7821.05,7821.05,11900,11900,-2.97,-0.03796003,7817.79,"July 29, 25",-0.0003796003,,,,,
2025-07-28,7762.56,7907.26,7697.42,7845.3,7845.3,15500,15500,82.74,1.07,7803.135,"July 28, 25",0.0107,,,,,
2025-07-25,7800,7800,7655,7792.93,7792.93,12700,12700,-7.07,-0.09064103,7761.9825,"July 25, 25",-0.0009064103,,,,,
2025-07-24,7871.78,7930,7741.13,7789.39,7789.39,20500,20500,-82.39,-1.05,7833.075,"July 24, 25",-0.0105,,,,,
2025-07-23,8000,8042.5,7856.34,7899.84,7899.84,26300,26300,-100.16,-1.25,7949.67,"July 23, 25",-0.0125,,,,,
2025-07-22,7506.89,7945.07,7506.89,7909.52,7909.52,28702,28702,402.63,5.36,7717.0925,"July 22, 25",0.0536,,,,,
2025-07-21,7461.88,7511.45,7371.39,7376.2,7376.2,16711,16711,-85.68,-1.15,7430.23,"July 21, 25",-0.0115,,,,,
2025-07-18,7488.97,7488.97,7371.85,7422.83,7422.83,19945,19945,-66.14,-0.88317,7443.155,"July 18, 25",-0.0088317,,,,,
2025-07-17,7368.21,7475.86,7368.21,7438.25,7438.25,14102,14102,70.04,0.95057,7412.6325,"July 17, 25",0.0095057,,,,,
2025-07-16,7336.27,7407.94,7274.19,7376.09,7376.09,18100,18100,39.82,0.54278,7348.6225,"July 16, 25",0.0054278,,,,,
2025-07-15,7609.99,7622.99,7301,7301,7301,29356,29356,-308.99,-4.06,7458.745,"July 15, 25",-0.0406,,,,,
2025-07-14,7581.02,7609.75,7491.75,7592.2,7592.2,18716,18716,11.18,0.14747,7568.68,"July 14, 25",0.0014747,,,,,
2025-07-11,7610.3,7675.6,7550,7632.24,7632.24,14000,14000,21.94,0.28829,7617.035,"July 11, 25",0.0028829,,,,,
2025-07-10,7632.2,7800,7632.2,7689.72,7689.72,16104,16104,57.52,0.75365,7688.53,"July 10, 25",0.0075365,,,,,
2025-07-09,7545.89,7721.66,7510.02,7700.93,7700.93,17106,17106,155.04,2.05,7619.625,"July 09, 25",0.0205,,,,,
2025-07-08,7540,7595.56,7518.37,7518.37,7518.37,24515,24515,-21.63,-0.28687,7543.075,"July 08, 25",-0.0028687,,,,,
2025-07-07,7636.08,7636.08,7462.43,7575,7575,21600,21600,-61.08,-0.79989,7577.3975,"July 07, 25",-0.0079989,,,,,
2025-07-03,7747,7754.82,7560,7623.24,7623.24,17832,17832,-123.76,-1.6,7671.265,"July 03, 25",-0.016,,,,,
2025-07-02,7684.52,7812.4,7684.52,7768.51,7768.51,21135,21135,83.99,1.09,7737.4875,"July 02, 25",0.0109,,,,,
2025-07-01,7369.91,7793.44,7369.91,7667.85,7667.85,25400,25400,297.94,4.04,7550.2775,"July 01, 25",0.0404,,,,,
2025-06-30,7385.2,7453.02,7327.57,7385.66,7385.66,21200,21200,0.46,0.00622867,7387.8625,"June 30, 25",6.22867e-05,,,,,
2025-06-27,7304.86,7432.28,7281.47,7375.51,7375.51,27518,27518,70.65,0.96716,7348.53,"June 27, 25",0.0096716,,,,,
2025-06-26,7186.83,7289.43,7138.2,7280.44,7280.44,24617,24617,93.61,1.3,7223.725,"June 26, 25",0.013,,,,,
2025-06-25,7243.97,7286.61,7166.56,7193.18,7193.18,19343,19343,-50.79,-0.70113,7222.58,"June 25, 25",-0.0070113,,,,,
2025-06-24,7340.63,7363.48,7235.99,7277.59,7277.59,41310,41310,-63.04,-0.85878,7304.4225,"June 24, 25",-0.0085878,,,,,
2025-06-23,7117.18,7347.62,7071.57,7339.17,7339.17,21910,21910,221.99,3.12,7218.885,"June 23, 25",0.0312,,,,,
2025-06-20,7002.48,7179.69,7000,7157.94,7157.94,50412,50412,155.46,2.22,7085.0275,"June 20, 25",0.0222,,,,,
2025-06-18,7044.66,7090,6941.46,6979.67,6979.67,30242,30242,-64.99,-0.92254,7013.9475,"June 18, 25",-0.0092254,,,,,
2025-06-17,7177.64,7291.84,6966.46,6992.93,6992.93,23600,23600,-184.71,-2.57,7107.2175,"June 17, 25",-0.0257,,,,,
2025-06-16,7338.82,7338.82,7153.8,7221.25,7221.25,16547,16547,-117.57,-1.6,7263.1725,"June 16, 25",-0.016,,,,,
2025-06-13,7335,7376.65,7184.5,7225.67,7225.67,17700,17700,-109.33,-1.49,7280.455,"June 13, 25",-0.0149,,,,,
2025-06-12,7295,7407.55,7231.5,7386.32,7386.32,16700,16700,91.32,1.25,7330.0925,"June 12, 25",0.0125,,,,,
2025-06-11,7452.01,7495,7270.9,7296.57,7296.57,23800,23800,-155.44,-2.09,7378.62,"June 11, 25",-0.0209,,,,,
2025-06-10,7170.38,7401.06,7164.8,7398.68,7398.68,14729,14729,228.3,3.18,7283.73,"June 10, 25",0.0318,,,,,
2025-06-09,7125.12,7179.52,7052.23,7138.62,7138.62,22700,22700,13.5,0.18947,7123.8725,"June 09, 25",0.0018947,,,,,
2025-06-06,7194,7204.92,7081.02,7116.53,7116.53,14827,14827,-77.47,-1.08,7149.1175,"June 06, 25",-0.0108,,,,,
2025-06-05,7189.17,7227.58,7153.34,7194.47,7194.47,9900,9900,5.3,0.073722,7191.14,"June 05, 25",0.00073722,,,,,
2025-06-04,7086.25,7254.87,7083.5,7210.87,7210.87,17400,17400,124.62,1.76,7158.8725,"June 04, 25",0.0176,,,,,
2025-06-03,7035,7091.57,7011.8,7068.94,7068.94,14136,14136,33.94,0.48244,7051.8275,"June 03, 25",0.0048244,,,,,
2025-06-02,7058.68,7064.61,6944.21,7043.41,7043.41,22300,22300,-15.27,-0.21633,7027.7275,"June 02, 25",-0.0021633,,,,,
2025-05-30,7120,7132.25,7014.95,7115.93,7115.93,35624,35624,-4.07,-0.05716292,7095.7825,"May 30, 25",-0.0005716292,,,,,
2025-05-29,7045,7102.78,7028.6,7097.64,7097.64,13700,13700,52.64,0.7472,7068.505,"May 29, 25",0.007472,,,,,
2025-05-28,7197.8,7249.99,7000.12,7000.12,7000.12,15739,15739,-197.68,-2.75,7112.0075,"May 28, 25",-0.0275,,,,,
2025-05-27,7099.77,7235.82,7026.5,7210.65,7210.65,22129,22129,110.88,1.56,7143.185,"May 27, 25",0.0156,,,,,
2025-05-23,7000,7103.18,7000,7066.39,7066.39,18613,18613,66.39,0.94843,7042.3925,"May 23, 25",0.0094843,,,,,
2025-05-22,7040,7094,7001,7071.2,7071.2,14100,14100,31.2,0.44318,7051.55,"May 22, 25",0.0044318,,,,,
2025-05-21,7180,7238.37,7009.58,7078.09,7078.09,20314,20314,-101.91,-1.42,7126.51,"May 21, 25",-0.0142,,,,,
2025-05-20,7284.22,7318.29,7186.93,7206.78,7206.78,20913,20913,-77.44,-1.06,7249.055,"May 20, 25",-0.0106,,,,,
2025-05-19,7275,7351.02,7228.55,7313.52,7313.52,15200,15200,38.52,0.52948,7292.0225,"May 19, 25",0.0052948,,,,,
2025-05-16,7253.05,7370.41,7232.09,7370.41,7370.41,17118,17118,117.36,1.62,7306.49,"May 16, 25",0.0162,,,,,
2025-05-15,7190,7252.5,7103.74,7246.62,7246.62,15700,15700,56.62,0.78748,7198.215,"May 15, 25",0.0078748,,,,,
2025-05-14,7425,7434.92,7161.07,7167.58,7167.58,17807,17807,-257.42,-3.47,7297.1425,"May 14, 25",-0.0347,,,,,
2025-05-13,7415,7513.78,7383.56,7402.64,7402.64,18423,18423,-12.36,-0.16669,7428.745,"May 13, 25",-0.0016669,,,,,
2025-05-12,7350.14,7563.91,7306.89,7382.37,7382.37,16726,16726,32.23,0.4385,7400.8275,"May 12, 25",0.004385,,,,,
2025-05-09,7229.27,7299.59,7146.6,7150.19,7150.19,13200,13200,-79.08,-1.09,7206.4125,"May 09, 25",-0.0109,,,,,
2025-05-08,7107.8,7307.33,7103,7227.75,7227.75,18800,18800,119.95,1.69,7186.47,"May 08, 25",0.0169,,,,,
2025-05-07,7015,7130.3,7015,7095.64,7095.64,16945,16945,80.64,1.15,7063.985,"May 07, 25",0.0115,,,,,
2025-05-06,7059.66,7102,6955.16,6961.09,6961.09,14900,14900,-98.57,-1.4,7019.4775,"May 06, 25",-0.014,,,,,
2025-05-05,7069.14,7185.2,7060,7076.41,7076.41,14400,14400,7.27,0.10284,7097.6875,"May 05, 25",0.0010284,,,,,
2025-05-02,7135.36,7193.45,7078.87,7124,7124,15013,15013,-11.36,-0.15921,7132.92,"May 02, 25",-0.0015921,,,,,
2025-05-01,7102,7154.33,7024.24,7034.89,7034.89,13245,13245,-67.11,-0.94495,7078.865,"May 01, 25",-0.0094495,,,,,
2025-04-30,6995.06,7126.86,6986.63,7125.75,7125.75,16800,16800,130.69,1.87,7058.575,"April 30, 25",0.0187,,,,,
2025-04-29,7027.13,7127.83,7001.39,7113.94,7113.94,15222,15222,86.81,1.24,7067.5725,"April 29, 25",0.0124,,,,,
2025-04-28,7079.94,7118.2,6983.34,7040.35,7040.35,17300,17300,-39.59,-0.55919,7055.4575,"April 28, 25",-0.0055919,,,,,
2025-04-25,7113.06,7135.54,7021.19,7071.42,7071.42,12100,12100,-41.64,-0.5854,7085.3025,"April 25, 25",-0.005854,,,,,
2025-04-24,7045.25,7185,7007.57,7146.88,7146.88,17200,17200,101.63,1.44,7096.175,"April 24, 25",0.0144,,,,,
2025-04-23,7283.67,7369.81,7049.82,7083.09,7083.09,28300,28300,-200.58,-2.75,7196.5975,"April 23, 25",-0.0275,,,,,
2025-04-22,7000,7173.63,6824.97,7166.92,7166.92,33501,33501,166.92,2.38,7041.38,"April 22, 25",0.0238,,,,,
2025-04-21,7135.1,7210,7008.27,7133.84,7133.84,17943,17943,-1.26,-0.01765918,7121.8025,"April 21, 25",-0.0001765918,,,,,
2025-04-17,7167.45,7212.12,7093.2,7190.07,7190.07,23400,23400,22.62,0.31559,7165.71,"April 17, 25",0.0031559,,,,,
2025-04-16,7197.32,7284.14,7015.32,7045.01,7045.01,23300,23300,-152.31,-2.12,7135.4475,"April 16, 25",-0.0212,,,,,
2025-04-15,7239.87,7329.93,7160,7205.17,7205.17,22600,22600,-34.7,-0.47929,7233.7425,"April 15, 25",-0.0047929,,,,,
2025-04-14,7292.5,7350.31,7162.74,7240.98,7240.98,24900,24900,-51.52,-0.70648,7261.6325,"April 14, 25",-0.0070648,,,,,
2025-04-11,6998.83,7240.81,6880.32,7203.3,7203.3,23100,23100,204.47,2.92,7080.815,"April 11, 25",0.0292,,,,,
2025-04-10,7089.98,7142.09,6752.65,6998.83,6998.83,25349,25349,-91.15,-1.29,6995.8875,"April 10, 25",-0.0129,,,,,
2025-04-09,6599.82,7150.37,6562.85,7121.09,7121.09,31310,31310,521.27,7.9,6858.5325,"April 09, 25",0.079,,,,,
2025-04-08,7116.53,7206.58,6639.18,6700,6700,31200,31200,-416.53,-5.85,6915.5725,"April 08, 25",-0.0585,,,,,
2025-04-07,7281.35,7355.88,6999.99,7046.73,7046.73,30200,30200,-234.62,-3.22,7170.9875,"April 07, 25",-0.0322,,,,,
2025-04-04,7000,7743.8,7000,7410.93,7410.93,41800,41800,410.93,5.87,7288.6825,"April 04, 25",0.0587,,,,,
2025-04-03,7139.55,7208.32,7015.41,7109.99,7109.99,33600,33600,-29.56,-0.41403,7118.3175,"April 03, 25",-0.0041403,,,,,
2025-04-02,7175,7328.41,7175,7302.07,7302.07,14646,14646,127.07,1.77,7245.12,"April 02, 25",0.0177,,,,,
2025-04-01,7265.11,7301,7166.2,7213.62,7213.62,17800,17800,-51.49,-0.70873,7236.4825,"April 01, 25",-0.0070873,,,,,
2025-03-31,7181,7286.33,7140,7244.39,7244.39,34300,34300,63.39,0.88275,7212.93,"March 31, 25",0.0088275,,,,,
2025-03-28,7330,7386.77,7154.84,7181.68,7181.68,19501,19501,-148.32,-2.02,7263.3225,"March 28, 25",-0.0202,,,,,
2025-03-27,7325.95,7366.02,7275.79,7314.44,7314.44,14100,14100,-11.51,-0.15711,7320.55,"March 27, 25",-0.0015711,,,,,
2025-03-26,7305.02,7415.97,7258.6,7314.92,7314.92,15600,15600,9.9,0.13552,7323.6275,"March 26, 25",0.0013552,,,,,
2025-03-25,7302.07,7390.9,7260.45,7321.35,7321.35,19029,19029,19.28,0.26403,7318.6925,"March 25, 25",0.0026403,,,,,
2025-03-24,7229.46,7361.52,7229.46,7361.52,7361.52,24820,24820,132.06,1.83,7295.49,"March 24, 25",0.0183,,,,,
2025-03-21,7190.91,7257.53,7120.5,7184.79,7184.79,62750,62750,-6.12,-0.08510745,7188.4325,"March 21, 25",-0.0008510745,,,,,
2025-03-20,7265.07,7415.11,7265.07,7287.92,7287.92,27425,27425,22.85,0.31452,7308.2925,"March 20, 25",0.0031452,,,,,
2025-03-19,7198.42,7300.5,7136.12,7274.85,7274.85,24000,24000,76.43,1.06,7227.4725,"March 19, 25",0.0106,,,,,
2025-03-18,7200.74,7262.1,7128.73,7182.51,7182.51,20000,20000,-18.23,-0.25317,7193.52,"March 18, 25",-0.0025317,,,,,
2025-03-17,7236.47,7305.59,7174.47,7213.25,7213.25,20000,20000,-23.22,-0.32087,7232.445,"March 17, 25",-0.0032087,,,,,
2025-03-14,7200,7264.44,7164.11,7236.53,7236.53,18518,18518,36.53,0.50736,7216.27,"March 14, 25",0.0050736,,,,,
2025-03-13,7299,7374.4,7017.64,7130.75,7130.75,40245,40245,-168.25,-2.31,7205.4475,"March 13, 25",-0.0231,,,,,
2025-03-12,7375,7480,7247.39,7350.48,7350.48,30300,30300,-24.52,-0.33247,7363.2175,"March 12, 25",-0.0033247,,,,,
2025-03-11,7521.55,7546.33,7330.94,7361.22,7361.22,27607,27607,-160.33,-2.13,7440.01,"March 11, 25",-0.0213,,,,,
2025-03-10,7401.34,7626.14,7401.34,7503.42,7503.42,32719,32719,102.08,1.38,7483.06,"March 10, 25",0.0138,,,,,
2025-03-07,7519.09,7551.24,7315.43,7393.21,7393.21,33100,33100,-125.88,-1.67,7444.7425,"March 07, 25",-0.0167,,,,,
2025-03-06,7399,7557,7396.52,7494.92,7494.92,32900,32900,95.92,1.3,7461.86,"March 06, 25",0.013,,,,,
2025-03-05,7221.04,7416.71,7220.89,7387.79,7387.79,35706,35706,166.75,2.31,7311.6075,"March 05, 25",0.0231,,,,,
2025-03-04,7184.98,7283.93,7127.6,7201.71,7201.71,27940,27940,16.73,0.23285,7199.555,"March 04, 25",0.0023285,,,,,
2025-03-03,7300,7333.35,7156.24,7200.29,7200.29,24903,24903,-99.71,-1.37,7247.47,"March 03, 25",-0.0137,,,,,
2025-02-28,7204.98,7250.8,7150.1,7245.58,7245.58,38800,38800,40.6,0.5635,7212.865,"February 28, 25",0.005635,,,,,
2025-02-27,7213,7275,7174.18,7181.95,7181.95,24000,24000,-31.05,-0.43047,7211.0325,"February 27, 25",-0.0043047,,,,,
2025-02-26,7288.87,7316.65,7172.21,7209.67,7209.67,29526,29526,-79.2,-1.09,7246.85,"February 26, 25",-0.0109,,,,,
2025-02-25,7104.14,7394.34,7104.14,7335.4,7335.4,25918,25918,231.26,3.26,7234.505,"February 25, 25",0.0326,,,,,
2025-02-24,7094.8,7110.48,7015,7062.02,7062.02,23148,23148,-32.78,-0.46203,7070.575,"February 24, 25",-0.0046203,,,,,
2025-02-21,7280,7280,7075,7094.8,7094.8,34600,34600,-185.2,-2.54,7182.45,"February 21, 25",-0.0254,,,,,
2025-02-20,7147.03,7263.81,7115.02,7258,7258,19901,19901,110.97,1.55,7195.965,"February 20, 25",0.0155,,,,,
2025-02-19,7100.24,7202.3,7073.38,7176.91,7176.91,40025,40025,76.67,1.08,7138.2075,"February 19, 25",0.0108,,,,,
