date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,dividend,paymentDate,recordDate,declarationDate
2024-05-17,104.9,105.01,103.89,104.64,103.76,1865527,1865527,-0.26,-0.24786,104.61,"May 17, 24",-0.0024786,,,,,
2024-05-16,107,107.29,104.12,104.15,103.27,4932926,4932926,-2.85,-2.66,105.64,"May 16, 24",-0.0266,,,,,
2024-05-15,103,107.94,102.54,107.67,106.76,4534301,4534301,4.67,4.53,105.2875,"May 15, 24",0.0453,,,,,
2024-05-14,100,102.44,100,102.44,101.58,4082600,4082600,2.44,2.44,101.22,"May 14, 24",0.0244,,,,,
2024-05-13,104.23,104.4,100.07,100.24,99.39,4755820,4755820,-3.99,-3.83,102.235,"May 13, 24",-0.0383,,,,,
2024-05-10,102.87,103.28,102.05,103.13,102.26,4234947,4234947,0.26,0.25275,102.8325,"May 10, 24",0.0025275,0.175,0.175,2024-05-28,2024-05-13,2024-05-01
2024-05-09,99.65,102.32,99.6,102.22,101.18,4507037,4507037,2.57,2.58,100.9475,"May 09, 24",0.0258,,,,,
2024-05-08,98.64,99.98,97.58,99.67,98.66,2251847,2251847,1.03,1.04,98.9675,"May 08, 24",0.0104,,,,,
2024-05-07,98.22,99.81,97.17,99.54,98.53,4596811,4596811,1.32,1.34,98.685,"May 07, 24",0.0134,,,,,
2024-05-06,95.85,98.33,94.65,98.25,97.25,3224977,3224977,2.4,2.5,96.77,"May 06, 24",0.025,,,,,
2024-05-03,99.59,100.17,94.92,95.01,94.04,5831700,5831700,-4.58,-4.6,97.4225,"May 03, 24",-0.046,,,,,
2024-05-02,94.79,97.2,93.94,97.13,96.14,6504139,6504139,2.34,2.47,95.765,"May 02, 24",0.0247,,,,,
2024-05-01,95.8,97.57,94.03,95.12,94.15,5697800,5697800,-0.68,-0.70981,95.63,"May 01, 24",-0.0070981,,,,,
2024-04-30,93.88,95.21,92.98,93.07,92.12,3465026,3465026,-0.81,-0.8628,93.785,"April 30, 24",-0.008628,,,,,
2024-04-29,95.6,96.11,94.29,95.28,94.31,3229200,3229200,-0.32,-0.33473,95.32,"April 29, 24",-0.0033473,,,,,
2024-04-26,95.82,96.86,94.72,95.54,94.57,1965900,1965900,-0.28,-0.29221,95.735,"April 26, 24",-0.0029221,,,,,
2024-04-25,93.74,96.22,93.61,94.87,93.91,4945000,4945000,1.13,1.21,94.61,"April 25, 24",0.0121,,,,,
2024-04-24,98.42,98.55,95.98,96.77,95.79,3639201,3639201,-1.65,-1.68,97.43,"April 24, 24",-0.0168,,,,,
2024-04-23,95,98.19,94.37,97.97,96.97,3025710,3025710,2.97,3.13,96.3825,"April 23, 24",0.0313,,,,,
2024-04-22,94.09,95.22,92.75,94.47,93.51,3079800,3079800,0.38,0.40387,94.1325,"April 22, 24",0.0040387,,,,,
2024-04-19,93.71,94.24,91.92,92.62,91.68,4472950,4472950,-1.09,-1.16,93.1225,"April 19, 24",-0.0116,,,,,
2024-04-18,94.96,95.88,93.12,93.35,92.4,4645274,4645274,-1.61,-1.7,94.3275,"April 18, 24",-0.017,,,,,
2024-04-17,97.2,97.39,94.05,94.63,93.67,2352401,2352401,-2.57,-2.64,95.8175,"April 17, 24",-0.0264,,,,,
2024-04-16,95.82,97.09,94.1,96.29,95.31,4909421,4909421,0.47,0.4905,95.825,"April 16, 24",0.004905,,,,,
2024-04-15,98.81,99.22,95.11,95.84,94.87,3351108,3351108,-2.97,-3.01,97.245,"April 15, 24",-0.0301,,,,,
2024-04-12,99.09,99.83,96.89,97.29,96.3,2829700,2829700,-1.8,-1.82,98.275,"April 12, 24",-0.0182,,,,,
2024-04-11,98.99,102.76,98.96,100.45,99.43,5796031,5796031,1.46,1.47,100.29,"April 11, 24",0.0147,,,,,
2024-04-10,97.14,101.23,97.02,99.01,98,3808377,3808377,1.87,1.93,98.6,"April 10, 24",0.0193,,,,,
2024-04-09,102,102.6,98.98,100.27,99.25,1922400,1922400,-1.73,-1.7,100.9625,"April 09, 24",-0.017,,,,,
2024-04-08,101,102.12,100.77,101.65,100.62,2078333,2078333,0.65,0.64356,101.385,"April 08, 24",0.0064356,,,,,
2024-04-05,98.93,101.47,98.46,100.93,99.9,2663077,2663077,2,2.02,99.9475,"April 05, 24",0.0202,,,,,
2024-04-04,100.2,101.29,97.8,98.17,97.17,2156717,2156717,-2.03,-2.03,99.365,"April 04, 24",-0.0203,,,,,
2024-04-03,97.94,100.29,97.94,99.55,98.54,2130169,2130169,1.61,1.64,98.93,"April 03, 24",0.0164,,,,,
2024-04-02,98.87,98.87,96.61,97.9,96.9,2262065,2262065,-0.97,-0.98109,98.0625,"April 02, 24",-0.0098109,,,,,
2024-04-01,100.24,100.97,99.57,100,98.98,2316823,2316823,-0.24,-0.23943,100.195,"April 01, 24",-0.0023943,,,,,
2024-03-28,100.6,101.47,99.74,100.58,99.56,3235200,3235200,-0.02,-0.01988072,100.5975,"March 28, 24",-0.0001988072,,,,,
2024-03-27,101.94,102.44,100.09,100.51,99.49,3257500,3257500,-1.43,-1.4,101.245,"March 27, 24",-0.014,,,,,
2024-03-26,101.53,101.91,100.85,101.05,100.02,2330027,2330027,-0.48,-0.47277,101.335,"March 26, 24",-0.0047277,,,,,
2024-03-25,100.76,101.77,100.76,100.85,99.82,1938058,1938058,0.09,0.08932116,101.035,"March 25, 24",0.0008932116,,,,,
2024-03-22,101.66,101.66,100.26,100.76,99.74,2588912,2588912,-0.9,-0.8853,101.085,"March 22, 24",-0.008853,,,,,
2024-03-21,99.32,103.48,99.32,101.64,100.61,4760200,4760200,2.32,2.34,100.94,"March 21, 24",0.0234,,,,,
2024-03-20,95.91,98.7,95.48,98.6,97.6,2837000,2837000,2.69,2.8,97.1725,"March 20, 24",0.028,,,,,
2024-03-19,95.14,96.56,94.66,95.76,94.79,2027700,2027700,0.62,0.65167,95.53,"March 19, 24",0.0065167,,,,,
2024-03-18,97.33,97.5,94.88,95.15,94.18,3950300,3950300,-2.18,-2.24,96.215,"March 18, 24",-0.0224,,,,,
2024-03-15,95.9,97.65,95.9,96.7,95.72,2904400,2904400,0.8,0.8342,96.5375,"March 15, 24",0.008342,,,,,
2024-03-14,98.6,98.75,95.93,96.84,95.86,1958135,1958135,-1.76,-1.78,97.53,"March 14, 24",-0.0178,,,,,
2024-03-13,99,100.39,97.72,97.96,96.96,3886240,3886240,-1.04,-1.05,98.7675,"March 13, 24",-0.0105,,,,,
2024-03-12,98,99.41,97.53,99.18,98.17,1804100,1804100,1.18,1.2,98.53,"March 12, 24",0.012,,,,,
2024-03-11,98.27,98.52,97.02,97.39,96.4,3479702,3479702,-0.88,-0.89549,97.8,"March 11, 24",-0.0089549,,,,,
2024-03-08,98.42,99.67,98,98.65,97.65,3107960,3107960,0.23,0.23369,98.685,"March 08, 24",0.0023369,,,,,
2024-03-07,96.89,98.51,96.89,97.98,96.98,2598401,2598401,1.09,1.12,97.5675,"March 07, 24",0.0112,,,,,
2024-03-06,97.51,98.41,96.59,97,96.01,3419800,3419800,-0.51,-0.52302,97.3775,"March 06, 24",-0.0052302,,,,,
2024-03-05,98,98.24,96.3,96.61,95.63,3222716,3222716,-1.39,-1.42,97.2875,"March 05, 24",-0.0142,,,,,
2024-03-04,95.96,99.48,95.47,98.62,97.62,7643731,7643731,2.66,2.77,97.3825,"March 04, 24",0.0277,,,,,
2024-03-01,100.1,101.8,97.54,98.93,97.92,5458628,5458628,-1.17,-1.17,99.5925,"March 01, 24",-0.0117,,,,,
2024-02-29,96.53,98.54,96.11,98.26,97.26,6604700,6604700,1.73,1.79,97.36,"February 29, 24",0.0179,,,,,
2024-02-28,95.87,96.2,95.18,95.85,94.88,2616400,2616400,-0.02,-0.02086158,95.775,"February 28, 24",-0.0002086158,,,,,
2024-02-27,95.97,96.61,95.42,96.02,95.04,3406622,3406622,0.05,0.05209961,96.005,"February 27, 24",0.0005209961,,,,,
2024-02-26,96.81,96.95,95.46,95.8,94.83,2048800,2048800,-1.01,-1.04,96.255,"February 26, 24",-0.0104,,,,,
2024-02-23,96.4,97.46,95.26,95.8,94.83,2373800,2373800,-0.6,-0.62241,96.23,"February 23, 24",-0.0062241,,,,,
2024-02-22,95.54,97.11,95.32,95.77,94.8,3943800,3943800,0.23,0.24074,95.935,"February 22, 24",0.0024074,,,,,
2024-02-21,92.44,93.68,92.15,93.66,92.71,3569873,3569873,1.22,1.32,92.9825,"February 21, 24",0.0132,,,,,
2024-02-20,94.83,94.89,93.1,93.14,92.19,4874650,4874650,-1.69,-1.78,93.99,"February 20, 24",-0.0178,,,,,
2024-02-16,96.22,96.46,95.36,95.66,94.69,3478000,3478000,-0.56,-0.582,95.925,"February 16, 24",-0.00582,,,,,
2024-02-15,95.87,96.92,95.47,96.22,95.24,5922015,5922015,0.35,0.36508,96.12,"February 15, 24",0.0036508,0.165,0.165,2024-03-01,2024-02-16,2024-02-06
2024-02-14,97.37,97.79,95.88,95.95,94.81,7349300,7349300,-1.42,-1.46,96.7475,"February 14, 24",-0.0146,,,,,
2024-02-13,94.83,96.98,94.2,95.88,94.74,4600647,4600647,1.05,1.11,95.4725,"February 13, 24",0.0111,,,,,
2024-02-12,97.32,98.63,96.35,97.62,96.46,3042840,3042840,0.3,0.30826,97.48,"February 12, 24",0.0030826,,,,,
2024-02-09,96.93,97.27,96.1,97.03,95.88,5026142,5026142,0.1,0.10317,96.8325,"February 09, 24",0.0010317,,,,,
2024-02-08,95.51,97.94,94.92,96.55,95.4,6753600,6753600,1.04,1.09,96.23,"February 08, 24",0.0109,,,,,
2024-02-07,94.09,95.47,93.28,94.73,93.6,5437100,5437100,0.64,0.6802,94.3925,"February 07, 24",0.006802,,,,,
2024-02-06,92.08,93.69,90.4,93.58,92.47,7651953,7651953,1.5,1.63,92.4375,"February 06, 24",0.0163,,,,,
2024-02-05,88.68,88.87,87.28,88.45,87.4,4246740,4246740,-0.23,-0.25936,88.32,"February 05, 24",-0.0025936,,,,,
2024-02-02,87.79,89.84,87.62,89.52,88.46,2798709,2798709,1.73,1.97,88.6925,"February 02, 24",0.0197,,,,,
2024-02-01,87.03,88.28,85.19,88.15,87.1,3807705,3807705,1.12,1.29,87.1625,"February 01, 24",0.0129,,,,,
2024-01-31,87.87,88.51,86.55,86.58,85.55,4442600,4442600,-1.29,-1.47,87.3775,"January 31, 24",-0.0147,,,,,
2024-01-30,86.54,88.17,86.33,87.77,86.73,3921956,3921956,1.23,1.42,87.2025,"January 30, 24",0.0142,,,,,
2024-01-29,86.89,87.42,86.1,87.16,86.12,2614491,2614491,0.27,0.31074,86.8925,"January 29, 24",0.0031074,,,,,
2024-01-26,85.17,86.79,84.68,86.75,85.72,4084900,4084900,1.58,1.86,85.8475,"January 26, 24",0.0186,,,,,
2024-01-25,84,85.38,83.37,85.35,84.34,3838200,3838200,1.35,1.61,84.525,"January 25, 24",0.0161,,,,,
2024-01-24,84.66,84.66,83.01,83.34,82.35,3310885,3310885,-1.32,-1.56,83.9175,"January 24, 24",-0.0156,,,,,
2024-01-23,84.2,84.47,83.54,83.99,82.99,2083400,2083400,-0.21,-0.24941,84.05,"January 23, 24",-0.0024941,,,,,
2024-01-22,85,85.33,84.12,84.26,83.26,2247493,2247493,-0.74,-0.87059,84.6775,"January 22, 24",-0.0087059,,,,,
2024-01-19,81.91,84.34,81.14,84.19,83.19,3990313,3990313,2.28,2.78,82.895,"January 19, 24",0.0278,,,,,
2024-01-18,82.01,82.38,80.89,81.56,80.59,1519900,1519900,-0.45,-0.54871,81.71,"January 18, 24",-0.0054871,,,,,
2024-01-17,80.54,81.69,80.48,81.2,80.24,1692300,1692300,0.66,0.81947,80.9775,"January 17, 24",0.0081947,,,,,
2024-01-16,80.95,81.75,80.2,81.55,80.58,2334314,2334314,0.6,0.7412,81.1125,"January 16, 24",0.007412,,,,,
2024-01-12,82.44,82.85,81.5,81.79,80.82,1991907,1991907,-0.65,-0.78845,82.145,"January 12, 24",-0.0078845,,,,,
2024-01-11,82.68,82.85,81.16,81.87,80.9,3192501,3192501,-0.81,-0.97968,82.14,"January 11, 24",-0.0097968,,,,,
2024-01-10,81.17,82.78,80.64,82.42,81.44,3452042,3452042,1.25,1.54,81.7525,"January 10, 24",0.0154,,,,,
2024-01-09,81.35,81.69,80.68,81.4,80.43,2075720,2075720,0.05,0.06146281,81.28,"January 09, 24",0.0006146281,,,,,
2024-01-08,81.85,82.21,81.02,82.12,81.14,2299207,2299207,0.27,0.32987,81.8,"January 08, 24",0.0032987,,,,,
2024-01-05,79.53,81.54,79.53,81.27,80.3,2314400,2314400,1.74,2.19,80.4675,"January 05, 24",0.0219,,,,,
2024-01-04,80,80.8,79.88,79.96,79.01,1666400,1666400,-0.04,-0.05,80.16,"January 04, 24",-0.0005,,,,,
2024-01-03,80.23,80.62,78.95,79.89,78.94,3172000,3172000,-0.34,-0.42378,79.9225,"January 03, 24",-0.0042378,,,,,
2024-01-02,82,82.39,80.22,81.31,80.34,3273273,3273273,-0.69,-0.84146,81.48,"January 02, 24",-0.0084146,,,,,
2023-12-29,83.73,83.73,82.66,82.85,81.87,1699703,1699703,-0.88,-1.05,83.2425,"December 29, 23",-0.0105,,,,,
2023-12-28,82.97,83.72,82.97,83.58,82.59,974112,974112,0.61,0.73521,83.31,"December 28, 23",0.0073521,,,,,
2023-12-27,82.5,83.74,82.05,83.34,82.35,1353400,1353400,0.84,1.02,82.9075,"December 27, 23",0.0102,,,,,
2023-12-26,81.5,82.5,81.16,82.18,81.2,2245200,2245200,0.68,0.83436,81.835,"December 26, 23",0.0083436,,,,,
2023-12-22,81.62,82.44,81.12,81.92,80.95,4140300,4140300,0.3,0.36756,81.775,"December 22, 23",0.0036756,,,,,
2023-12-21,82.85,82.97,80.01,81.85,80.88,5426700,5426700,-1,-1.21,81.92,"December 21, 23",-0.0121,,,,,
2023-12-20,84.26,84.74,82.01,82.03,81.06,4571098,4571098,-2.23,-2.65,83.26,"December 20, 23",-0.0265,,,,,
2023-12-19,84.5,85.66,84.18,84.69,83.68,3374886,3374886,0.19,0.22485,84.7575,"December 19, 23",0.0022485,,,,,
2023-12-18,83.85,85.21,83.78,84.47,83.47,5461000,5461000,0.62,0.73942,84.3275,"December 18, 23",0.0073942,,,,,
2023-12-15,83.01,84.18,82.41,83.81,82.81,8285223,8285223,0.8,0.96374,83.3525,"December 15, 23",0.0096374,,,,,
2023-12-14,80.57,83.42,80.46,83.01,82.02,6023569,6023569,2.44,3.03,81.865,"December 14, 23",0.0303,,,,,
2023-12-13,77.14,80.1,77.02,79.58,78.63,4566900,4566900,2.44,3.16,78.46,"December 13, 23",0.0316,,,,,
2023-12-12,77.24,77.96,76.87,77.54,76.62,2368456,2368456,0.3,0.3884,77.4025,"December 12, 23",0.003884,,,,,
2023-12-11,76.61,77.69,76.6,77.23,76.31,2069228,2069228,0.62,0.80929,77.0325,"December 11, 23",0.0080929,,,,,
2023-12-08,75.16,77.01,75.16,76.95,76.04,3281005,3281005,1.79,2.38,76.07,"December 08, 23",0.0238,,,,,
2023-12-07,74.86,75.78,74.85,75.49,74.59,1837200,1837200,0.63,0.84157,75.245,"December 07, 23",0.0084157,,,,,
2023-12-06,76.05,76.1,74.69,74.73,73.84,3098606,3098606,-1.32,-1.74,75.3925,"December 06, 23",-0.0174,,,,,
2023-12-05,74.86,75.86,74.47,75.44,74.54,2901721,2901721,0.58,0.77478,75.1575,"December 05, 23",0.0077478,,,,,
2023-12-04,73.06,76.13,73.04,75.22,74.33,4967200,4967200,2.16,2.96,74.3625,"December 04, 23",0.0296,,,,,
2023-12-01,75.6,75.93,74.84,74.87,73.98,5213800,5213800,-0.73,-0.96561,75.31,"December 01, 23",-0.0096561,,,,,
2023-11-30,74.75,75.86,74.27,75.84,74.94,7853543,7853543,1.09,1.46,75.18,"November 30, 23",0.0146,,,,,
2023-11-29,72.28,75.15,71.59,74.74,73.85,11030628,11030628,2.46,3.4,73.44,"November 29, 23",0.034,,,,,
2023-11-28,69,69.52,68.9,69.38,68.56,3723012,3723012,0.38,0.55072,69.2,"November 28, 23",0.0055072,,,,,
2023-11-27,68.75,69.49,68.58,69.06,68.24,3121026,3121026,0.31,0.45091,68.97,"November 27, 23",0.0045091,,,,,
2023-11-24,67.99,69.44,67.99,69.2,68.38,1342500,1342500,1.21,1.78,68.655,"November 24, 23",0.0178,,,,,
2023-11-22,68.83,68.99,68.04,68.45,67.64,2260212,2260212,-0.38,-0.55208,68.5775,"November 22, 23",-0.0055208,,,,,
2023-11-21,67.87,68.28,67.64,68.22,67.41,2078600,2078600,0.35,0.51569,68.0025,"November 21, 23",0.0051569,,,,,
2023-11-20,66.83,68.25,66.75,68.09,67.28,2322400,2322400,1.26,1.89,67.48,"November 20, 23",0.0189,,,,,
2023-11-17,66.26,67.3,66.11,66.92,66.12,2358290,2358290,0.66,0.99608,66.6475,"November 17, 23",0.0099608,,,,,
2023-11-16,66.44,66.92,65.91,66.03,65.25,2743449,2743449,-0.41,-0.6171,66.325,"November 16, 23",-0.006171,0.165,0.165,2023-12-01,2023-11-17,2023-11-07
2023-11-15,66.72,67.25,66.31,66.41,65.46,2968425,2968425,-0.31,-0.46463,66.6725,"November 15, 23",-0.0046463,,,,,
2023-11-14,66.24,67.55,66.21,66.63,65.68,5561203,5561203,0.39,0.58877,66.6575,"November 14, 23",0.0058877,,,,,
2023-11-13,62.92,64.09,62.92,63.97,63.05,2403400,2403400,1.05,1.67,63.475,"November 13, 23",0.0167,,,,,
2023-11-10,63.17,63.59,62.29,63.55,62.64,2885923,2885923,0.38,0.60155,63.15,"November 10, 23",0.0060155,,,,,
2023-11-09,62.64,63.66,62.24,62.3,61.41,2914624,2914624,-0.34,-0.54278,62.71,"November 09, 23",-0.0054278,,,,,
2023-11-08,62.61,62.79,61.94,62.41,61.52,3262533,3262533,-0.2,-0.31944,62.4375,"November 08, 23",-0.0031944,,,,,
2023-11-07,59.08,63.4,59.08,62.34,61.45,5975200,5975200,3.26,5.52,60.975,"November 07, 23",0.0552,,,,,
2023-11-06,60.99,61.59,58.94,59.38,58.53,3829800,3829800,-1.61,-2.64,60.225,"November 06, 23",-0.0264,,,,,
2023-11-03,59.57,61.74,59.57,61.09,60.22,3803969,3803969,1.52,2.55,60.4925,"November 03, 23",0.0255,,,,,
2023-11-02,57.86,58.88,57.49,58.72,57.88,3934900,3934900,0.86,1.49,58.2375,"November 02, 23",0.0149,,,,,
2023-11-01,55.78,57.16,55.78,56.95,56.14,3229700,3229700,1.17,2.1,56.4175,"November 01, 23",0.021,,,,,
2023-10-31,55.17,55.9,54.91,55.4,54.61,2734934,2734934,0.23,0.41689,55.345,"October 31, 23",0.0041689,,,,,
2023-10-30,54.66,55.25,54.14,55.06,54.27,2330300,2330300,0.4,0.7318,54.7775,"October 30, 23",0.007318,,,,,
2023-10-27,54.64,54.85,53.72,54.1,53.33,1982500,1982500,-0.54,-0.98829,54.3275,"October 27, 23",-0.0098829,,,,,
2023-10-26,54.59,55.62,54.42,54.57,53.79,2919735,2919735,-0.02,-0.03663675,54.8,"October 26, 23",-0.0003663675,,,,,
2023-10-25,55.71,56.02,54.69,54.88,54.09,1749900,1749900,-0.83,-1.49,55.325,"October 25, 23",-0.0149,,,,,
2023-10-24,55.22,56.44,55.22,56.22,55.42,2726000,2726000,1,1.81,55.775,"October 24, 23",0.0181,,,,,
2023-10-23,54.73,55.85,54.31,55.23,54.44,3136200,3136200,0.5,0.91358,55.03,"October 23, 23",0.0091358,,,,,
2023-10-20,55.27,55.53,54.33,54.91,54.12,3637600,3637600,-0.36,-0.65135,55.01,"October 20, 23",-0.0065135,,,,,
2023-10-19,56.87,58,55.34,55.61,54.81,5312400,5312400,-1.26,-2.22,56.455,"October 19, 23",-0.0222,,,,,
2023-10-18,59.96,60.02,57.73,57.95,57.12,3555000,3555000,-2.01,-3.35,58.915,"October 18, 23",-0.0335,,,,,
2023-10-17,59.81,61.38,59.67,60.44,59.58,4310060,4310060,0.63,1.05,60.325,"October 17, 23",0.0105,,,,,
2023-10-16,60.12,61.03,59.48,60.34,59.48,3542459,3542459,0.22,0.36593,60.2425,"October 16, 23",0.0036593,,,,,
2023-10-13,61.71,61.71,59.17,60.25,59.39,4288212,4288212,-1.46,-2.37,60.71,"October 13, 23",-0.0237,,,,,
2023-10-12,63.23,63.27,61.22,61.3,60.42,3807923,3807923,-1.93,-3.05,62.255,"October 12, 23",-0.0305,,,,,
2023-10-11,62.26,63.19,62.04,63.1,62.2,3355300,3355300,0.84,1.35,62.6475,"October 11, 23",0.0135,,,,,
2023-10-10,61.89,62.76,61.89,62.07,61.18,2498615,2498615,0.18,0.29084,62.1525,"October 10, 23",0.0029084,,,,,
2023-10-09,61.26,61.83,60.92,61.6,60.72,1874923,1874923,0.34,0.55501,61.4025,"October 09, 23",0.0055501,,,,,
2023-10-06,60.06,62.21,59.98,62.03,61.14,3795300,3795300,1.97,3.28,61.07,"October 06, 23",0.0328,,,,,
2023-10-05,59.68,60.6,59.2,60.42,59.56,2783000,2783000,0.74,1.24,59.975,"October 05, 23",0.0124,,,,,
2023-10-04,59,59.99,58.96,59.77,58.91,4120109,4120109,0.77,1.31,59.43,"October 04, 23",0.0131,,,,,
2023-10-03,60.37,60.66,58.53,59,58.16,4492600,4492600,-1.37,-2.27,59.64,"October 03, 23",-0.0227,,,,,
2023-10-02,61.55,61.87,60.84,60.99,60.12,1973700,1973700,-0.56,-0.90983,61.3125,"October 02, 23",-0.0090983,,,,,
2023-09-29,63.2,63.2,61.46,61.6,60.72,3514120,3514120,-1.6,-2.53,62.365,"September 29, 23",-0.0253,,,,,
2023-09-28,61.9,62.79,61.84,62.55,61.65,2152720,2152720,0.65,1.05,62.27,"September 28, 23",0.0105,,,,,
2023-09-27,62,62.25,61.28,62.09,61.2,2667318,2667318,0.09,0.14516,61.905,"September 27, 23",0.0014516,,,,,
2023-09-26,62.76,63.21,61.49,61.51,60.63,2579313,2579313,-1.25,-1.99,62.2425,"September 26, 23",-0.0199,,,,,
2023-09-25,61.87,63.77,61.87,63.55,62.64,3966900,3966900,1.68,2.72,62.765,"September 25, 23",0.0272,,,,,
2023-09-22,62.12,62.64,61.6,62.16,61.27,3991671,3991671,0.04,0.0643915,62.13,"September 22, 23",0.000643915,,,,,
2023-09-21,62.68,62.68,61.36,61.38,60.5,2982493,2982493,-1.3,-2.07,62.025,"September 21, 23",-0.0207,,,,,
2023-09-20,63.69,64.77,63.54,63.63,62.72,2755500,2755500,-0.06,-0.09420631,63.9075,"September 20, 23",-0.0009420631,,,,,
2023-09-19,64.33,64.58,63.23,63.43,62.52,2765726,2765726,-0.9,-1.4,63.8925,"September 19, 23",-0.014,,,,,
2023-09-18,64.36,64.63,63.95,64.46,63.54,2570000,2570000,0.1,0.15538,64.35,"September 18, 23",0.0015538,,,,,
2023-09-15,63.55,64.58,63.46,64.4,63.48,8069900,8069900,0.85,1.34,63.9975,"September 15, 23",0.0134,,,,,
2023-09-14,64.05,64.14,63.2,63.72,62.81,4974442,4974442,-0.33,-0.51522,63.7775,"September 14, 23",-0.0051522,,,,,
2023-09-13,63.8,64.31,63.2,63.22,62.32,3957700,3957700,-0.58,-0.90909,63.6325,"September 13, 23",-0.0090909,,,,,
2023-09-12,63.3,64.22,63.24,63.79,62.88,3360968,3360968,0.49,0.77409,63.6375,"September 12, 23",0.0077409,,,,,
2023-09-11,63.46,63.55,62.81,63.2,62.3,3542526,3542526,-0.26,-0.40971,63.255,"September 11, 23",-0.0040971,,,,,
2023-09-08,61.36,62.86,61.19,62.82,61.92,3700147,3700147,1.46,2.38,62.0575,"September 08, 23",0.0238,,,,,
2023-09-07,61.07,61.51,60.5,61.38,60.5,3865136,3865136,0.31,0.50761,61.115,"September 07, 23",0.0050761,,,,,
2023-09-06,61.53,61.88,61.04,61.72,60.84,3483512,3483512,0.19,0.30879,61.5425,"September 06, 23",0.0030879,,,,,
2023-09-05,62.21,62.57,61.71,61.98,61.09,5758100,5758100,-0.23,-0.36972,62.1175,"September 05, 23",-0.0036972,,,,,
2023-09-01,63.28,63.31,62,62.2,61.31,3926612,3926612,-1.08,-1.71,62.6975,"September 01, 23",-0.0171,,,,,
2023-08-31,62,62.93,61.7,62.81,61.91,8895100,8895100,0.81,1.31,62.36,"August 31, 23",0.0131,,,,,
2023-08-30,61.8,62.13,61.38,61.87,60.98,4135008,4135008,0.07,0.11327,61.795,"August 30, 23",0.0011327,,,,,
2023-08-29,60.65,61.83,60.18,61.72,60.84,3502546,3502546,1.07,1.76,61.095,"August 29, 23",0.0176,,,,,
2023-08-28,59.88,60.66,59.6,60.64,59.77,4215537,4215537,0.76,1.27,60.195,"August 28, 23",0.0127,,,,,
2023-08-25,59.61,59.87,58.38,59.5,58.65,1980900,1980900,-0.11,-0.18453,59.34,"August 25, 23",-0.0018453,,,,,
2023-08-24,60.52,60.89,59.33,59.55,58.7,2609830,2609830,-0.97,-1.6,60.0725,"August 24, 23",-0.016,,,,,
2023-08-23,59.33,60.34,59.02,60.22,59.36,3819831,3819831,0.89,1.5,59.7275,"August 23, 23",0.015,,,,,
2023-08-22,60.27,60.39,58.89,59.04,58.2,2403974,2403974,-1.23,-2.04,59.6475,"August 22, 23",-0.0204,,,,,
2023-08-21,60.2,60.56,59.2,59.86,59,2087100,2087100,-0.34,-0.56478,59.955,"August 21, 23",-0.0056478,,,,,
2023-08-18,58.41,60.33,58.23,60.2,59.34,2205618,2205618,1.79,3.06,59.2925,"August 18, 23",0.0306,,,,,
2023-08-17,59.31,59.87,58.86,59.15,58.3,2232100,2232100,-0.16,-0.26977,59.2975,"August 17, 23",-0.0026977,,,,,
2023-08-16,60.37,60.37,59.06,59.14,58.29,3338700,3338700,-1.23,-2.04,59.735,"August 16, 23",-0.0204,0.165,0.165,2023-08-31,2023-08-17,2023-08-07
2023-08-15,61.07,61.2,60.28,60.45,59.42,2043627,2043627,-0.62,-1.02,60.75,"August 15, 23",-0.0102,,,,,
2023-08-14,61.58,62.43,61.31,61.78,60.73,2441400,2441400,0.2,0.32478,61.775,"August 14, 23",0.0032478,,,,,
2023-08-11,61.93,62.01,60.82,61.91,60.86,2093337,2093337,-0.02,-0.03229453,61.6675,"August 11, 23",-0.0003229453,,,,,
2023-08-10,62.38,63.45,62.01,62.31,61.25,4354000,4354000,-0.07,-0.11222,62.5375,"August 10, 23",-0.0011222,,,,,
2023-08-09,61.19,61.75,60.67,61.57,60.52,4422859,4422859,0.38,0.62102,61.295,"August 09, 23",0.0062102,,,,,
2023-08-08,61.05,61.69,59.88,61.19,60.15,3451700,3451700,0.14,0.22932,60.9525,"August 08, 23",0.0022932,,,,,
2023-08-07,60.46,63.64,60.46,61.81,60.76,5204016,5204016,1.35,2.23,61.5925,"August 07, 23",0.0223,,,,,
2023-08-04,59.59,60.99,59.31,60.19,59.16,3211332,3211332,0.6,1.01,60.02,"August 04, 23",0.0101,,,,,
2023-08-03,58.44,59.44,58.23,59.24,58.23,2054329,2054329,0.8,1.37,58.8375,"August 03, 23",0.0137,,,,,
2023-08-02,58.77,59.01,58.22,58.91,57.91,1808548,1808548,0.14,0.23822,58.7275,"August 02, 23",0.0023822,,,,,
2023-08-01,58.9,59.98,58.54,59.73,58.71,1568200,1568200,0.83,1.41,59.2875,"August 01, 23",0.0141,,,,,
2023-07-31,60.03,60.15,59.09,59.38,58.37,2452588,2452588,-0.65,-1.08,59.6625,"July 31, 23",-0.0108,,,,,
2023-07-28,60,60.15,59.47,59.95,58.93,1642424,1642424,-0.05,-0.08333333,59.8925,"July 28, 23",-0.0008333333,,,,,
2023-07-27,61.21,61.21,59.09,59.13,58.12,2495839,2495839,-2.08,-3.4,60.16,"July 27, 23",-0.034,,,,,
