date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,open,adjClose,unadjustedVolume,close,vwap,change,low,changeOverTime,volume,high,changePercent
2025-03-14,"March 14, 25",,,,,,253.49,252.89,3511100,255.98,254.855,2.49,252.49,0.0098229,3511100,257.46,0.98229
2025-03-13,"March 13, 25",,,,,,256.73,255.97,4196600,259.1,258.8425,2.37,256.26,0.0092315,4196600,263.28,0.92315
2025-03-12,"March 12, 25",,,,,,254.51,252.52,3983032,255.61,253.835,1.1,248.26,0.004322,3983032,256.96,0.4322
2025-03-11,"March 11, 25",,,,,,258.8,253.57,5171129,256.67,256.9775,-2.13,252.52,-0.0082303,5171129,259.92,-0.82303
2025-03-10,"March 10, 25",,,,,,263.99,263.41,5173500,266.63,266.39,2.64,263.35,0.01,5173500,271.59,1
2025-03-07,"March 07, 25",,,,,,262.43,262.04,3289848,265.24,263.9025,2.81,261.33,0.0107,3289848,266.61,1.07
2025-03-06,"March 06, 25",,,,,,261.48,259.77,3276637,262.95,261.9325,1.47,259.33,0.0056218,3276637,263.97,0.56218
2025-03-05,"March 05, 25",,,,,,261.01,259.57,5161017,262.74,261.1925,1.73,257.48,0.0066281,5161017,263.54,0.66281
2025-03-04,"March 04, 25",,,,,,273.12,261.45,4694600,264.65,269.2925,-8.47,264.45,-0.031,4694600,274.95,-3.1
2025-03-03,"March 03, 25",,,,,,269.29,269.53,4025400,272.83,271.975,3.54,269.29,0.0131,4025400,276.49,1.31
2025-02-28,"February 28, 25",0.88,0.88,2025-02-28,2025-03-13,2024-11-21,266.27,266.43,4721100,269.69,267.46,3.42,263.89,0.0128,4721100,269.99,1.28
2025-02-27,"February 27, 25",,,,,,263.23,260.11,3562000,264.17,263.9575,0.94,262.14,0.003571,3562000,266.29,0.3571
2025-02-26,"February 26, 25",,,,,,266.17,259.53,4473441,263.58,264.8025,-2.59,261.96,-0.0097306,4473441,267.5,-0.97306
2025-02-25,"February 25, 25",,,,,,269.23,266.38,3516500,270.54,270.1875,1.31,268.28,0.0048657,3516500,272.7,0.48657
2025-02-24,"February 24, 25",,,,,,267.97,264.01,4141327,268.13,269.2675,0.16,267.57,0.0005970818,4141327,273.4,0.05970818
2025-02-21,"February 21, 25",,,,,,265.44,261.09,3554397,265.17,265.4425,-0.265,263.5,-0.0010172,3554397,267.66,-0.10172
2025-02-20,"February 20, 25",,,,,,263,261.32,2795066,265.4,264.0775,2.4,262.16,0.0091255,2795066,265.75,0.91255
2025-02-19,"February 19, 25",,,,,,262.7,259.3,3788019,263.35,262.5325,0.65,259.83,0.0024743,3788019,264.25,0.24743
2025-02-18,"February 18, 25",,,,,,270,259.16,3879310,263.21,266.6275,-6.79,262.55,-0.0251,3879310,270.75,-2.51
2025-02-14,"February 14, 25",,,,,,266.69,266.66,4835552,270.82,268.33,4.13,264.4,0.0155,4835552,271.41,1.55
2025-02-13,"February 13, 25",,,,,,255.05,261.01,3859940,265.08,260.2825,10.03,255,0.0393,3859940,266,3.93
2025-02-12,"February 12, 25",,,,,,256.39,251.36,3220033,255.28,256.605,-1.11,255.16,-0.0043293,3220033,259.59,-0.43293
2025-02-11,"February 11, 25",,,,,,255.12,254.72,2598224,258.7,256.6575,3.58,253.35,0.014,2598224,259.46,1.4
2025-02-10,"February 10, 25",,,,,,254.93,251.9,4887600,255.83,254.6225,0.905,251.25,0.0035304,4887600,256.48,0.35304
2025-02-07,"February 07, 25",,,,,,247.5,242.46,3434762,246.24,247.585,-1.26,246.1,-0.0050909,3434762,250.5,-0.50909
2025-02-06,"February 06, 25",,,,,,243.61,243.37,3272200,247.17,245.45,3.56,243.42,0.0146,3272200,247.6,1.46
2025-02-05,"February 05, 25",,,,,,237.85,238.7,3131411,242.43,240.155,4.58,237.64,0.0193,3131411,242.7,1.93
2025-02-04,"February 04, 25",,,,,,236.31,233.6,3285908,237.25,237.4475,0.94,235.39,0.0039778,3285908,240.84,0.39778
2025-02-03,"February 03, 25",,,,,,235.94,234.44,3720012,238.1,236.2475,2.16,232.6,0.0091549,3720012,238.35,0.91549
2025-01-31,"January 31, 25",,,,,,234.5,229.39,3338009,232.97,233.4875,-1.53,231,-0.0065245,3338009,235.48,-0.65245
2025-01-30,"January 30, 25",,,,,,239.21,230.77,4205200,234.37,237.0975,-4.84,233.97,-0.0202,4205200,240.84,-2.02
2025-01-29,"January 29, 25",,,,,,238,231.54,8859500,235.15,236.945,-2.85,233.23,-0.012,8859500,241.4,-1.2
2025-01-28,"January 28, 25",,,,,,220.21,217.74,3975500,221.14,221.0775,0.93,218.8,0.0042232,3975500,224.16,0.42232
2025-01-27,"January 27, 25",,,,,,216.79,218.03,4153136,221.43,219.585,4.64,216.79,0.0214,4153136,223.33,2.14
2025-01-24,"January 24, 25",,,,,,216.85,215.21,3118512,218.57,217.44,1.72,215.74,0.0079318,3118512,218.6,0.79318
2025-01-23,"January 23, 25",,,,,,218.66,212.72,3628414,216.04,217.37,-2.62,215.37,-0.012,3628414,219.41,-1.2
2025-01-22,"January 22, 25",,,,,,219.19,214.83,4124311,218.18,219.0775,-1.01,218.08,-0.0046079,4124311,220.86,-0.46079
2025-01-21,"January 21, 25",,,,,,218.24,216.12,3700423,219.49,219.035,1.25,218.13,0.0057276,3700423,220.28,0.57276
2025-01-17,"January 17, 25",,,,,,219.21,215.6,4259900,218.97,218.83,-0.238,217.64,-0.0010948,4259900,219.5,-0.10948
2025-01-16,"January 16, 25",,,,,,213.39,212.43,2411392,215.75,214.8175,2.37,213.39,0.0111,2411392,216.74,1.11
2025-01-15,"January 15, 25",,,,,,216.14,210.91,3116086,214.2,215.445,-1.94,213.88,-0.0089757,3116086,217.56,-0.89757
2025-01-14,"January 14, 25",,,,,,213.43,210.89,3537400,214.18,213.3975,0.75,211.34,0.003514,3537400,214.64,0.3514
2025-01-13,"January 13, 25",,,,,,211.33,210.18,3645128,213.46,212.7275,2.13,210.71,0.0101,3645128,215.41,1.01
2025-01-10,"January 10, 25",,,,,,212.63,208.05,4175486,211.3,211.8025,-1.33,209.83,-0.006255,4175486,213.45,-0.6255
2025-01-08,"January 08, 25",,,,,,214.23,212.21,3270029,215.52,214.4275,1.29,212.2,0.0060216,3270029,215.76,0.60216
2025-01-07,"January 07, 25",,,,,,211.38,209.08,5039300,212.34,212.6325,0.955,211.38,0.0045416,5039300,215.43,0.45416
2025-01-06,"January 06, 25",,,,,,213.45,209.12,5639700,212.38,212.305,-1.07,208.39,-0.0050129,5639700,215,-0.50129
2025-01-03,"January 03, 25",,,,,,221.15,215.74,2738187,219.11,220.12,-2.04,218.87,-0.0092245,2738187,221.35,-0.92245
2025-01-02,"January 02, 25",,,,,,222.18,216.16,2850958,219.53,220.72,-2.65,218.65,-0.0119,2850958,222.52,-1.19
2024-12-31,"December 31, 24",,,,,,220.16,217.34,2120091,220.73,220.61,0.57,219.88,0.002589,2120091,221.67,0.2589
2024-12-30,"December 30, 24",,,,,,222.77,217.27,2160991,220.66,221.4175,-2.11,219.22,-0.0094717,2160991,223.02,-0.94717
2024-12-27,"December 27, 24",,,,,,222.1,219.59,2150128,223.02,222.61,0.92,221.26,0.0041423,2150128,224.06,0.41423
2024-12-26,"December 26, 24",,,,,,221,220.24,1902977,223.68,222.47,2.68,220.53,0.0121,1902977,224.67,1.21
2024-12-24,"December 24, 24",,,,,,221.8,219.58,1411842,223.01,222.425,1.21,221.19,0.0054554,1411842,223.7,0.54554
2024-12-23,"December 23, 24",,,,,,219.89,218.25,3081821,221.66,220.4625,1.77,217.89,0.0080495,3081821,222.41,0.80495
2024-12-20,"December 20, 24",,,,,,218,216.92,9116100,220.31,219.4425,2.31,217.99,0.0106,9116100,221.47,1.06
2024-12-19,"December 19, 24",,,,,,220.06,214.65,4958768,218,219.4,-2.06,217.79,-0.0093611,4958768,221.75,-0.93611
2024-12-18,"December 18, 24",,,,,,219.4,217.3,5197113,220.69,220.6525,1.29,219.32,0.0058797,5197113,223.2,0.58797
2024-12-17,"December 17, 24",,,,,,229.32,217.32,7729824,220.71,224.6625,-8.61,218.92,-0.0375,7729824,229.7,-3.75
2024-12-16,"December 16, 24",,,,,,233.09,225.94,4489719,229.47,231.065,-3.62,228.37,-0.0155,4489719,233.33,-1.55
2024-12-13,"December 13, 24",,,,,,232.8,228.38,2895594,231.94,232.0675,-0.86,230.73,-0.0036942,2895594,232.8,-0.36942
2024-12-12,"December 12, 24",,,,,,231.13,229.68,4067645,233.27,232.09,2.14,230.02,0.0092589,4067645,233.94,0.92589
2024-12-11,"December 11, 24",,,,,,233.19,230.74,3439428,234.34,234.345,1.15,233.03,0.0049316,3439428,236.82,0.49316
2024-12-10,"December 10, 24",,,,,,234.84,229.91,5352849,233.5,233.6425,-1.34,230.61,-0.005706,5352849,235.62,-0.5706
2024-12-09,"December 09, 24",,,,,,242.99,225.34,6267400,228.86,235.945,-14.13,228.09,-0.0582,6267400,243.84,-5.82
2024-12-06,"December 06, 24",,,,,,244.15,240.03,2177435,243.78,244.265,-0.37,243.57,-0.0015155,2177435,245.56,-0.15155
2024-12-05,"December 05, 24",,,,,,243,240.19,2676363,243.94,243.505,0.94,242.03,0.0038683,2676363,245.05,0.38683
2024-12-04,"December 04, 24",,,,,,244.46,239.34,2683259,243.08,243.6775,-1.38,242.17,-0.0056451,2683259,245,-0.56451
2024-12-03,"December 03, 24",,,,,,244.97,241.09,2669094,244.85,244.915,-0.12,243.69,-0.0004898559,2669094,246.15,-0.04898559
2024-12-02,"December 02, 24",,,,,,246.94,241.06,3263927,244.82,245.7725,-2.12,243.51,-0.0085851,3263927,247.82,-0.85851
2024-11-29,"November 29, 24",,,,,,245.81,243.14,1806047,246.94,246.1675,1.13,244.44,0.004597,1806047,247.48,0.4597
2024-11-27,"November 27, 24",0.88,0.88,2024-11-27,2024-11-28,2024-09-18,245.14,242.42,3346658,246.2,245.85,1.06,243.91,0.0043241,3346658,248.15,0.43241
2024-11-26,"November 26, 24",,,,,,241.81,240.29,3251100,244.92,243.3425,3.11,241.47,0.0129,3251100,245.17,1.29
2024-11-25,"November 25, 24",,,,,,239.34,235.41,5513103,239.94,239.6525,0.6,238.51,0.0025069,5513103,240.82,0.25069
2024-11-22,"November 22, 24",,,,,,236.44,233.78,2540812,238.28,237.6725,1.84,236.28,0.0077821,2540812,239.69,0.77821
2024-11-21,"November 21, 24",,,,,,235.67,232.11,2490100,236.58,235.88,0.91,233.94,0.0038613,2490100,237.33,0.38613
2024-11-20,"November 20, 24",,,,,,233.2,231.02,2603476,235.47,234.375,2.27,233.2,0.0097341,2603476,235.63,0.97341
2024-11-19,"November 19, 24",,,,,,237.03,228.79,3830398,233.2,235.0225,-3.83,232.83,-0.0162,3830398,237.03,-1.62
2024-11-18,"November 18, 24",,,,,,236.92,232.55,2442863,237.03,236.8775,0.11,234.56,0.0004642917,2442863,239,0.04642917
2024-11-15,"November 15, 24",,,,,,238.12,231.16,3940160,235.61,236.99,-2.51,235.05,-0.0105,3940160,239.18,-1.05
2024-11-14,"November 14, 24",,,,,,241.01,233.26,3925154,237.75,239.6825,-3.26,237.53,-0.0135,3925154,242.44,-1.35
2024-11-13,"November 13, 24",,,,,,239.26,236.33,3820373,240.88,239.9325,1.62,238.5,0.0067709,3820373,241.09,0.67709
2024-11-12,"November 12, 24",,,,,,237.96,234.48,4226712,239,238.0875,1.04,236.26,0.0043705,4226712,239.13,0.43705
2024-11-11,"November 11, 24",,,,,,235.89,233.82,3383147,238.32,237.0475,2.43,234.85,0.0103,3383147,239.13,1.03
2024-11-08,"November 08, 24",,,,,,233.68,230.86,3452218,235.31,234.725,1.63,233.17,0.0069754,3452218,236.74,0.69754
2024-11-07,"November 07, 24",,,,,,232.05,227.11,2561798,231.49,231.71,-0.56,230,-0.0024133,2561798,233.3,-0.24133
2024-11-06,"November 06, 24",,,,,,230.5,227.8,4115907,232.19,231.22,1.69,229.24,0.0073319,4115907,232.95,0.73319
2024-11-05,"November 05, 24",,,,,,226.09,222.82,2864812,227.11,226.365,1.02,224.95,0.0045115,2864812,227.31,0.45115
2024-11-04,"November 04, 24",,,,,,224.38,220.01,2453927,224.25,224.2325,-0.13,223.3,-0.0005793743,2453927,225,-0.05793743
2024-11-01,"November 01, 24",,,,,,223,219.06,2922100,223.28,223.365,0.28,222.6,0.0012556,2922100,224.58,0.12556
2024-10-31,"October 31, 24",,,,,,223.34,218.94,4152569,223.16,223.745,-0.18,222.62,-0.0008059461,4152569,225.86,-0.08059461
2024-10-30,"October 30, 24",,,,,,225.44,218.56,4218000,222.77,224.1075,-2.67,222.49,-0.0118,4218000,225.73,-1.18
2024-10-29,"October 29, 24",,,,,,227.72,221.78,3150700,226.05,227.0775,-1.67,225.78,-0.0073336,3150700,228.76,-0.73336
2024-10-28,"October 28, 24",,,,,,228.54,223.5,2732576,227.81,227.8475,-0.73,226.48,-0.0031942,2732576,228.56,-0.31942
2024-10-25,"October 25, 24",,,,,,233.55,222.08,6478408,226.36,229.9275,-7.19,225.24,-0.0308,6478408,234.56,-3.08
2024-10-24,"October 24, 24",,,,,,223.4,229.15,6920419,233.56,228.09,10.16,221,0.0455,6920419,234.4,4.55
2024-10-23,"October 23, 24",,,,,,217.53,216.77,5245717,220.95,219.2575,3.42,216.73,0.0157,5245717,221.82,1.57
2024-10-22,"October 22, 24",,,,,,218.95,214.87,6066900,219.01,219.4475,0.06,218.71,0.0002740352,6066900,221.12,0.02740352
2024-10-21,"October 21, 24",,,,,,222.74,218.56,4614400,222.77,222.6775,0.03,221.29,0.0001346862,4614400,223.91,0.01346862
2024-10-18,"October 18, 24",,,,,,221.5,218.99,3334391,223.21,222.2675,1.71,220.91,0.0077201,3334391,223.45,0.77201
2024-10-17,"October 17, 24",,,,,,220.67,217.76,3177735,221.95,221.3125,1.28,219.9,0.0058005,3177735,222.73,0.58005
2024-10-16,"October 16, 24",,,,,,216.26,215.61,2730275,219.76,218.2,3.5,216.09,0.0162,2730275,220.69,1.62
2024-10-15,"October 15, 24",,,,,,215.91,212.93,3382516,217.03,216.7275,1.12,215.64,0.0051873,3382516,218.33,0.51873
2024-10-14,"October 14, 24",,,,,,214,211.83,2655787,215.91,214.9725,1.91,213.73,0.0089252,2655787,216.25,0.89252
2024-10-11,"October 11, 24",,,,,,212.66,209.01,1778597,213.04,212.9275,0.38,212.17,0.0017869,1778597,213.84,0.17869
2024-10-10,"October 10, 24",,,,,,213.46,207.45,2601806,211.45,212.7575,-2.01,210.94,-0.0094163,2601806,215.18,-0.94163
2024-10-09,"October 09, 24",,,,,,211.17,208.08,2243600,212.09,211.81,0.92,210.51,0.0043567,2243600,213.47,0.43567
2024-10-08,"October 08, 24",,,,,,208.7,207.18,3310491,211.17,210.2025,2.47,208.7,0.0118,3310491,212.24,1.18
2024-10-07,"October 07, 24",,,,,,207.7,204.39,2651400,208.33,208.38,0.63,207.41,0.0030332,2651400,210.08,0.30332
2024-10-04,"October 04, 24",,,,,,207.21,204.34,2654939,208.28,207.6,1.07,206.18,0.0051638,2654939,208.73,0.51638
2024-10-03,"October 03, 24",,,,,,207.46,204.1,2902109,208.03,208.0475,0.57,207.44,0.0027475,2902109,209.26,0.27475
2024-10-02,"October 02, 24",,,,,,205.87,204.15,2245100,208.08,206.925,2.21,205.39,0.0107,2245100,208.36,1.07
2024-10-01,"October 01, 24",,,,,,205.3,202.2,3702013,206.1,205.13,0.8,202.77,0.0038967,3702013,206.35,0.38967
2024-09-30,"September 30, 24",,,,,,206.32,202.46,3243654,206.36,206.215,0.04,204.71,0.0001938736,3243654,207.47,0.01938736
2024-09-27,"September 27, 24",,,,,,203.25,201.3,3158000,205.18,204.24,1.93,202.81,0.0094957,3158000,205.72,0.94957
2024-09-26,"September 26, 24",,,,,,202.49,199.41,2629244,203.25,203.93,0.76,201.82,0.0037533,2629244,208.16,0.37533
2024-09-25,"September 25, 24",,,,,,202.31,199.47,2666800,203.31,202.805,1,201.71,0.0049429,2666800,203.89,0.49429
2024-09-24,"September 24, 24",,,,,,201,197.63,4411418,201.44,201.7625,0.44,200.88,0.0021891,4411418,203.73,0.21891
2024-09-23,"September 23, 24",,,,,,199.1,198.63,4545844,202.46,200.7825,3.36,198.69,0.0169,4545844,202.88,1.69
2024-09-20,"September 20, 24",,,,,,198.12,195.67,12281937,199.44,198.675,1.32,197.46,0.0066626,12281937,199.68,0.66626
2024-09-19,"September 19, 24",,,,,,199.08,195.87,6172933,199.64,199.2925,0.56,197,0.0028129,6172933,201.45,0.28129
2024-09-18,"September 18, 24",,,,,,202.75,192.96,7300300,196.68,200.25,-6.07,195.47,-0.0299,7300300,206.1,-2.99
2024-09-17,"September 17, 24",,,,,,205.16,198.87,3619500,202.7,203.7825,-2.46,201.78,-0.012,3619500,205.49,-1.2
2024-09-16,"September 16, 24",,,,,,204.95,201.96,2867667,205.85,205.19,0.9,203.65,0.0043913,2867667,206.31,0.43913
2024-09-13,"September 13, 24",,,,,,202,199,1935431,202.83,202.2,0.83,200.72,0.0041089,1935431,203.25,0.41089
2024-09-12,"September 12, 24",,,,,,199.39,198.58,3733588,202.41,200.8925,3.02,199.14,0.0151,3733588,202.63,1.51
2024-09-11,"September 11, 24",,,,,,196.55,194.79,4037528,198.54,197.09,1.99,194.41,0.0101,4037528,198.86,1.01
2024-09-10,"September 10, 24",,,,,,195.71,192.79,3024545,196.5,195.915,0.79,194.55,0.0040366,3024545,196.9,0.40366
2024-09-09,"September 09, 24",,,,,,193.27,191.61,3839722,195.3,194.465,2.03,193.27,0.0105,3839722,196.02,1.05
2024-09-06,"September 06, 24",,,,,,197.38,189.35,5337108,193,195.1725,-4.38,192.61,-0.0222,5337108,197.7,-2.22
2024-09-05,"September 05, 24",,,,,,198.5,193.45,3573109,197.18,197.78,-1.32,196.16,-0.0066499,3573109,199.28,-0.66499
2024-09-04,"September 04, 24",,,,,,200.84,195.04,3275400,198.8,199.9225,-2.04,197.75,-0.0102,3275400,202.3,-1.02
2024-09-03,"September 03, 24",,,,,,199.61,196.74,3572900,200.53,200.2525,0.9199,199.32,0.004609,3572900,201.55,0.4609
2024-08-30,"August 30, 24",0.65,0.65,2024-08-30,2024-09-12,2024-06-13,199.97,194.96,3915152,198.72,199.0325,-1.25,196.76,-0.0062509,3915152,200.68,-0.62509
2024-08-29,"August 29, 24",,,,,,201.41,195.66,3340138,200.08,200.5425,-1.33,199.27,-0.0066034,3340138,201.41,-0.66034
2024-08-28,"August 28, 24",,,,,,205.28,196.96,4062900,201.41,203.2625,-3.87,201.08,-0.0189,4062900,205.28,-1.89
2024-08-27,"August 27, 24",,,,,,201.14,199.52,3687026,204.03,202.38,2.89,200.24,0.0144,3687026,204.11,1.44
2024-08-26,"August 26, 24",,,,,,199,196,2537500,200.43,199.7575,1.43,199,0.0071859,2537500,200.6,0.71859
2024-08-23,"August 23, 24",,,,,,197.75,194.19,2481123,198.58,197.9925,0.83,196.49,0.0041972,2481123,199.15,0.41972
2024-08-22,"August 22, 24",,,,,,195.89,192.1,3034963,196.44,196.165,0.55,195.18,0.0028077,3034963,197.15,0.28077
2024-08-21,"August 21, 24",,,,,,196.37,191.14,3252708,195.46,196.04,-0.91,195.21,-0.0046341,3252708,197.12,-0.46341
2024-08-20,"August 20, 24",,,,,,196.81,191.89,2885500,196.22,196.81,-0.59,196.14,-0.0029978,2885500,198.07,-0.29978
2024-08-19,"August 19, 24",,,,,,197.16,193.22,2786409,197.58,197.465,0.42,196.33,0.0021302,2786409,198.79,0.21302
2024-08-16,"August 16, 24",,,,,,194.39,192.22,3161700,196.56,195.2675,2.17,193.39,0.0112,3161700,196.73,1.12
2024-08-15,"August 15, 24",,,,,,196.32,190.33,4673300,194.63,195.165,-1.69,192.88,-0.0086084,4673300,196.83,-0.86084
2024-08-14,"August 14, 24",,,,,,194.98,192.15,3248106,196.49,195.745,1.51,194.48,0.0077444,3248106,197.03,0.77444
2024-08-13,"August 13, 24",,,,,,195.7,191.02,3736908,195.33,195.21,-0.37,193.88,-0.0018906,3736908,195.93,-0.18906
2024-08-12,"August 12, 24",,,,,,194.2,190.64,2870997,194.95,194.4125,0.75,193.26,0.003862,2870997,195.24,0.3862
2024-08-09,"August 09, 24",,,,,,193.67,189.91,2802200,194.2,193.59,0.53,192.11,0.0027366,2802200,194.38,0.27366
2024-08-08,"August 08, 24",,,,,,190.44,189.33,5437308,193.61,191.9725,3.17,190,0.0166,5437308,193.84,1.66
2024-08-07,"August 07, 24",,,,,,189.86,186.38,4686140,190.59,191.06,0.73,189.86,0.0038449,4686140,193.93,0.38449
2024-08-06,"August 06, 24",,,,,,186.95,185.67,4492104,189.86,188.995,2.91,186.52,0.0156,4492104,192.65,1.56
2024-08-05,"August 05, 24",,,,,,192.37,182.74,6523022,186.87,189.5275,-5.5,185.39,-0.0286,6523022,193.48,-2.86
2024-08-02,"August 02, 24",,,,,,189,184.59,7922800,188.76,189.9575,-0.24,188.3,-0.0012698,7922800,193.77,-0.12698
2024-08-01,"August 01, 24",,,,,,181.87,182.94,5228400,187.07,184.5675,5.2,181.82,0.0286,5228400,187.51,2.86
2024-07-31,"July 31, 24",,,,,,180.33,178.25,8036700,182.28,180.5625,1.95,176.89,0.0108,8036700,182.75,1.08
2024-07-30,"July 30, 24",,,,,,177.59,171.49,4848100,175.36,176.145,-2.23,173.74,-0.0126,4848100,177.89,-1.26
2024-07-29,"July 29, 24",,,,,,175.71,172.96,2400808,176.87,176.17,1.16,175.07,0.0066018,2400808,177.03,0.66018
2024-07-26,"July 26, 24",,,,,,175.69,171.65,3117229,175.53,175.4,-0.16,173.83,-0.000910695,3117229,176.55,-0.0910695
2024-07-25,"July 25, 24",,,,,,178.25,171.27,4166327,175.14,177.185,-3.11,175.02,-0.0174,4166327,180.33,-1.74
2024-07-24,"July 24, 24",,,,,,177.06,172.98,4499649,176.89,176.4275,-0.17,174.23,-0.0009601265,4499649,177.53,-0.09601265
2024-07-23,"July 23, 24",,,,,,177.62,172.66,3621219,176.56,176.885,-1.06,175.71,-0.0059678,3621219,177.65,-0.59678
2024-07-22,"July 22, 24",,,,,,181.42,173.52,4391139,177.44,179.3325,-3.98,176.78,-0.0219,4391139,181.69,-2.19
2024-07-19,"July 19, 24",,,,,,182.22,178.03,2494988,182.05,182.3625,-0.17,181.94,-0.0009329382,2494988,183.24,-0.09329382
2024-07-18,"July 18, 24",,,,,,183.63,178.26,4237103,182.29,182.86,-1.34,181.72,-0.0072973,4237103,183.8,-0.72973
2024-07-17,"July 17, 24",,,,,,183.76,179.51,5228524,183.56,183.75,-0.2,182.26,-0.0010884,5228524,185.42,-0.10884
2024-07-16,"July 16, 24",,,,,,181.97,178.94,5437526,182.98,182.505,1.01,181.25,0.0055504,5437526,183.82,0.55504
2024-07-15,"July 15, 24",,,,,,178.75,177.74,4028306,181.75,180.3775,3,178.67,0.0168,4028306,182.34,1.68
2024-07-12,"July 12, 24",,,,,,179.44,175.57,3044094,179.54,179.58,0.1,178.55,0.0005572893,3044094,180.79,0.05572893
2024-07-11,"July 11, 24",,,,,,179.25,174.86,4760141,178.81,179.1975,-0.44,177.91,-0.0024547,4760141,180.82,-0.24547
2024-07-10,"July 10, 24",,,,,,178.64,176.53,3338400,180.52,179.72,1.88,178.64,0.0105,3338400,181.08,1.05
2024-07-09,"July 09, 24",,,,,,179.68,175.09,2940843,179.05,179.375,-0.63,178.46,-0.0035062,2940843,180.31,-0.35062
2024-07-08,"July 08, 24",,,,,,179.04,175.21,2370248,179.17,179.095,0.13,178.24,0.0007260947,2370248,179.93,0.07260947
2024-07-05,"July 05, 24",,,,,,178.91,175.28,3256517,179.24,178.89,0.33,177.93,0.0018445,3256517,179.48,0.18445
2024-07-03,"July 03, 24",,,,,,178.87,174.52,1652900,178.46,178.7325,-0.41,178,-0.0022922,1652900,179.6,-0.22922
2024-07-02,"July 02, 24",,,,,,178.12,176,3317421,179.98,178.95,1.86,177.7,0.0104,3317421,180,1.04
2024-07-01,"July 01, 24",,,,,,177.59,175.12,3257400,179.08,178.1425,1.49,176.73,0.0083901,3257400,179.17,0.83901
2024-06-28,"June 28, 24",,,,,,177.68,172.29,5172300,176.18,177.21,-1.5,176.11,-0.0084421,5172300,178.87,-0.84421
2024-06-27,"June 27, 24",,,,,,176.31,173.5,3157431,177.42,176.7625,1.11,175.71,0.0062957,3157431,177.61,0.62957
2024-06-26,"June 26, 24",,,,,,177.01,172.42,5316629,176.31,176.1525,-0.7,173.77,-0.0039546,5316629,177.52,-0.39546
2024-06-25,"June 25, 24",,,,,,178.46,173.71,5910361,177.63,178.0375,-0.83,177.26,-0.0046509,5910361,178.8,-0.46509
2024-06-24,"June 24, 24",,,,,,177.45,174.02,5958320,177.95,177.58,0.5,176.17,0.0028177,5958320,178.75,0.28177
2024-06-21,"June 21, 24",,,,,,175.46,172.83,13901206,176.73,175.9325,1.27,174.12,0.0072381,13901206,177.42,0.72381
2024-06-20,"June 20, 24",,,,,,176.51,172.54,6596417,176.44,176.935,-0.07,175.77,-0.0003965781,6596417,179.02,-0.03965781
2024-06-18,"June 18, 24",,,,,,177.87,173.69,5712000,177.61,177.325,-0.26,175.57,-0.0014617,5712000,178.25,-0.14617
2024-06-17,"June 17, 24",,,,,,175.99,173.46,6591900,177.38,176.7525,1.39,174.81,0.0078982,6591900,178.83,0.78982
2024-06-14,"June 14, 24",,,,,,175.03,172.1,4045200,175.99,175.3275,0.96,174.21,0.0054848,4045200,176.08,0.54848
2024-06-13,"June 13, 24",,,,,,174.18,171.24,5444742,175.11,174.4675,0.93,173.18,0.0053393,5444742,175.4,0.53393
2024-06-12,"June 12, 24",,,,,,176.88,169.95,10923100,173.79,174.765,-3.09,171.18,-0.0175,10923100,177.21,-1.75
2024-06-11,"June 11, 24",,,,,,180.75,174.46,7331020,178.4,179.5225,-2.35,178.04,-0.013,7331020,180.9,-1.3
2024-06-10,"June 10, 24",,,,,,179.93,176.7,6775052,180.69,180.545,0.76,179.25,0.0042239,6775052,182.31,0.42239
2024-06-07,"June 07, 24",,,,,,179.52,175.85,5994331,179.82,179.8175,0.3,179.27,0.0016711,5994331,180.66,0.16711
2024-06-06,"June 06, 24",,,,,,180.27,175.8,7651319,179.77,180.5275,-0.5,179.4,-0.0027736,7651319,182.67,-0.27736
2024-06-05,"June 05, 24",,,,,,179.02,176.29,8973506,180.27,179.6825,1.25,178.27,0.0069825,8973506,181.17,0.69825
2024-06-04,"June 04, 24",,,,,,173.08,173.98,7238200,177.91,175.7275,4.83,173.07,0.0279,7238200,178.85,2.79
2024-06-03,"June 03, 24",,,,,,174.5,169.26,7801600,173.08,174.3075,-1.42,171.18,-0.0081375,7801600,178.47,-0.81375
2024-05-31,"May 31, 24",0.65,0.65,2024-05-31,2024-06-01,2024-05-01,170.09,171.1,8684300,174.96,172.5225,4.87,169.76,0.0286,8684300,175.28,2.86
2024-05-30,"May 30, 24",,,,,,169.17,166.29,6210388,170.7,169.8525,1.53,168.47,0.0090442,6210388,171.07,0.90442
2024-05-29,"May 29, 24",,,,,,167.61,164.52,6166000,168.88,168.1825,1.27,167.13,0.0075771,6166000,169.11,0.75771
2024-05-28,"May 28, 24",,,,,,165.54,162.99,5729510,167.31,166.7325,1.77,165.37,0.0107,5729510,168.71,1.07
2024-05-24,"May 24, 24",,,,,,165.21,161.71,3722101,166,165.5425,0.79,164.76,0.0047818,3722101,166.2,0.47818
2024-05-23,"May 23, 24",,,,,,164.38,160.71,3629200,164.97,164.79,0.59,164.21,0.0035892,3629200,165.6,0.35892
2024-05-22,"May 22, 24",,,,,,163.67,161.23,4197869,165.5,164.575,1.83,163.26,0.0112,4197869,165.87,1.12
2024-05-21,"May 21, 24",,,,,,164.32,160.11,3218003,164.36,164.265,0.04,163.65,0.0002434275,3218003,164.73,0.02434275
