holder,shares,dateReported,change
DEUTSCHE BANK AG\,1109320,2025-09-30,-250500
"BNP PARIBAS ARBITRAGE, SNC",1079206,2025-09-30,-110815
Mitsubishi UFJ Trust & Banking Corp,858509,2025-09-30,156388
Man Group plc,837721,2025-09-30,590827
FIRST TRUST ADVISORS LP,782092,2025-09-30,132371
"Minneapolis Portfolio Management Group, LLC",717779,2025-09-30,7225
"Nuveen, LLC",711431,2025-09-30,-3520573
MILLENNIUM MANAGEMENT LLC,708513,2025-09-30,-1078064
Qube Research & Technologies Ltd,700160,2025-09-30,700160
Swedbank AB,668100,2025-09-30,0
Quantinno Capital Management LP,636936,2025-09-30,527856
FMR LLC,611249,2025-09-30,583749
"IEQ CAPITAL, LLC",595869,2025-09-30,595869
UBS ASSET MANAGEMENT AMERICAS INC,585083,2025-09-30,-387103
ENVESTNET ASSET MANAGEMENT INC,574050,2025-09-30,-9683
"Baird Financial Group, Inc.",512558,2025-09-30,-11667
Robeco Institutional Asset Management B.V.,509786,2025-09-30,323481
RHUMBLINE ADVISERS,484496,2025-09-30,-20640
CANADA PENSION PLAN INVESTMENT BOARD,483800,2025-09-30,420832
Squarepoint Ops LLC,482553,2025-09-30,-680455
PENN DAVIS MCFARLAND INC,482060,2025-09-30,-1640
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,463987,2025-09-30,42460
NATIXIS,455743,2025-09-30,373490
Swiss National Bank,451671,2025-09-30,-2900
ROYAL BANK OF CANADA,450838,2025-09-30,-222349
AMERICAN CENTURY COMPANIES INC,443556,2025-09-30,235059
ALLIANCEBERNSTEIN L.P.,434184,2025-09-30,108046
HSBC HOLDINGS PLC,428891,2025-09-30,-17279
Legal & General Group Plc,420657,2025-09-30,-34929
Philosophy Capital Management LLC,420000,2025-09-30,-730451
CITADEL ADVISORS LLC,407477,2025-09-30,-151988
Amundi,407457,2025-09-30,48748
CITIGROUP INC,390299,2025-09-30,-175841
Tikvah Management LLC,373200,2025-09-30,0
TD ASSET MANAGEMENT INC,368131,2025-09-30,-244100
PRICE T ROWE ASSOCIATES INC /MD/,364250,2025-09-30,-1732
SEI INVESTMENTS CO,335287,2025-09-30,-85626
NOMURA HOLDINGS INC,328953,2025-09-30,83274
"PUNCH & ASSOCIATES INVESTMENT MANAGEMENT, INC.",322558,2025-09-30,-1078
DANSKE BANK A/S,310950,2025-09-30,258658
"Point72 Asset Management, L.P.",310476,2025-09-30,310476
"Permit Capital, LLC",292000,2025-09-30,0
"CWM, LLC",266406,2025-09-30,258402
"JANE STREET GROUP, LLC",260156,2025-09-30,99160
PRINCIPAL FINANCIAL GROUP INC,259257,2025-09-30,-8118
Cerity Partners LLC,257168,2025-09-30,223900
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",256566,2025-09-30,146
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,240944,2025-09-30,-16582
MANNING & NAPIER ADVISORS LLC,237287,2025-09-30,-32713
Engineers Gate Manager LP,234653,2025-09-30,225325
THRIVENT FINANCIAL FOR LUTHERANS,233630,2025-09-30,181317
PINNACLE ASSOCIATES LTD,233279,2025-09-30,-7917
FRANKLIN RESOURCES INC,232938,2025-09-30,117575
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,231435,2025-09-30,-1416
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",224553,2025-09-30,-303731
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,221047,2025-09-30,2204
WELLS FARGO & COMPANY/MN,206289,2025-09-30,93776
"Strategic Wealth Partners, Ltd.",204077,2025-09-30,10532
"LANDSCAPE CAPITAL MANAGEMENT, L.L.C.",203062,2025-09-30,34513
Calamos Advisors LLC,185843,2025-09-30,0
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",185404,2025-09-30,-3811
Y-Intercept (Hong Kong) Ltd,184355,2025-09-30,62097
"Cubist Systematic Strategies, LLC",176991,2025-09-30,176991
"Brandywine Global Investment Management, LLC",171464,2025-09-30,23909
VICTORY CAPITAL MANAGEMENT INC,170732,2025-09-30,50754
TORONTO DOMINION BANK,164536,2025-09-30,96327
NEW YORK STATE COMMON RETIREMENT FUND,158385,2025-09-30,27000
MIRAE ASSET GLOBAL ETFS HOLDINGS Ltd.,156643,2025-09-30,4932
DekaBank Deutsche Girozentrale,156451,2025-09-30,0
BANK OF MONTREAL /CAN/,149448,2025-09-30,40809
Universal- Beteiligungs- und Servicegesellschaft mbH,144415,2025-09-30,58687
Aquatic Capital Management LLC,143489,2025-09-30,143489
RAYMOND JAMES FINANCIAL INC,141781,2025-09-30,-10574
FCF Advisors LLC,141318,2025-09-30,4032
TWINBEECH CAPITAL LP,141012,2025-09-30,141012
PRUDENTIAL FINANCIAL INC,136752,2025-09-30,-10436
CIBC WORLD MARKET INC.,135255,2025-09-30,7586
TREMBLANT CAPITAL GROUP,134368,2025-09-30,-9175
13D Management LLC,132779,2025-09-30,0
Illinois Municipal Retirement Fund,131991,2025-09-30,37999
"Caption Management, LLC",130600,2025-09-30,130600
AXA Investment Managers S.A.,129974,2025-09-30,129974
"SRS Capital Advisors, Inc.",128630,2025-09-30,128630
"Mariner, LLC",128436,2025-09-30,107334
"Chevy Chase Trust Holdings, LLC",123517,2025-09-30,-6724
Mubadala Investment Co PJSC,122901,2025-09-30,122901
CAPTRUST FINANCIAL ADVISORS,118825,2025-09-30,42685
JANUS HENDERSON GROUP PLC,118030,2025-09-30,2856
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",116535,2025-09-30,100163
MACKENZIE FINANCIAL CORP,115093,2025-09-30,-20505
South Dakota Investment Council,114898,2025-09-30,-121666
Elo Mutual Pension Insurance Co,113187,2025-09-30,66438
Treasurer of the State of North Carolina,109898,2025-09-30,-4286
MERCER GLOBAL ADVISORS INC /ADV,108685,2025-09-30,83610
Police & Firemen's Retirement System of New Jersey,108017,2025-09-30,14434
KORNITZER CAPITAL MANAGEMENT INC /KS,106185,2025-09-30,-79142
"MARSHALL WACE, LLP",102113,2025-09-30,102113
STATE OF WISCONSIN INVESTMENT BOARD,101379,2025-09-30,33079
LMR Partners LLP,100000,2025-09-30,-163171
TEACHER RETIREMENT SYSTEM OF TEXAS,99822,2025-09-30,-1402
CAPITAL FUND MANAGEMENT S.A.,98274,2025-09-30,-345588
"New Age Alpha Advisors, LLC",97932,2025-09-30,-2013
"Gotham Asset Management, LLC",97304,2025-09-30,54486
"Joel Isaacson & Co., LLC",97042,2025-09-30,-29256
"Redwood Investment Management, LLC",93731,2025-09-30,-34008
TUDOR INVESTMENT CORP ET AL,93204,2025-09-30,93204
"Savant Capital, LLC",91500,2025-09-30,91500
AGF MANAGEMENT LTD,88159,2025-09-30,-12043
"PATTON ALBERTSON MILLER GROUP, LLC",88020,2025-09-30,944
PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,87845,2025-09-30,-2142
PUBLIC SECTOR PENSION INVESTMENT BOARD,87287,2025-09-30,-183628
Erste Asset Management GmbH,84906,2025-09-30,14343
VIRGINIA RETIREMENT SYSTEMS ET AL,84000,2025-09-30,-11100
INTREPID CAPITAL MANAGEMENT INC,83499,2025-09-30,-104
State of New Jersey Common Pension Fund D,82181,2025-09-30,0
"Crossmark Global Holdings, Inc.",78603,2025-09-30,63989
"Financial Advisors Network, Inc.",77993,2025-09-30,-355
"Blueshift Asset Management, LLC",76769,2025-09-30,49161
Ruffer LLP,76595,2025-09-30,-209272
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",75880,2025-09-30,-1844
GREAT WEST LIFE ASSURANCE CO /CAN/,75827,2025-09-30,5091
Kent Lake PR LLC,75000,2025-09-30,75000
"Aviance Capital Partners, LLC",74894,2025-09-30,2856
Legato Capital Management LLC,73672,2025-09-30,0
Verition Fund Management LLC,73055,2025-09-30,-23927
"GREAT LAKES ADVISORS, LLC",71288,2025-09-30,71288
ArrowMark Colorado Holdings LLC,71001,2025-09-30,0
DEROY & DEVEREAUX PRIVATE INVESTMENT COUNSEL INC,70725,2025-09-30,-250
"Grantham, Mayo, Van Otterloo & Co. LLC",70106,2025-09-30,-90211
"SG Americas Securities, LLC",69568,2025-09-30,23741
Arizona State Retirement System,68919,2025-09-30,-501
Handelsbanken Fonder AB,66400,2025-09-30,12000
"Inlight Wealth Management, LLC",66154,2025-09-30,-93
STATE OF MICHIGAN RETIREMENT SYSTEM,65053,2025-09-30,-1600
CLARK ESTATES INC/NY,64800,2025-09-30,0
Skandinaviska Enskilda Banken AB (publ),64483,2025-09-30,13630
"Ensign Peak Advisors, Inc",64403,2025-09-30,-35935
"TWO SIGMA SECURITIES, LLC",64194,2025-09-30,64194
CREDIT AGRICOLE S A,62760,2025-09-30,62760
Point72 Hong Kong Ltd,61994,2025-09-30,61994
MACQUARIE GROUP LTD,61963,2025-09-30,-2344
Czech National Bank,61113,2025-09-30,1172
COMERICA BANK,61067,2025-09-30,-751
"NISA INVESTMENT ADVISORS, LLC",60667,2025-09-30,22165
"MetLife Investment Management, LLC",59764,2025-09-30,-2702
Zurcher Kantonalbank (Zurich Cantonalbank),59281,2025-09-30,1655
ALGERT GLOBAL LLC,57870,2025-09-30,8810
COMMONWEALTH OF PENNSYLVANIA PUBLIC SCHOOL EMPLS RETRMT SYS,57782,2025-09-30,-2361
"Nierenberg Investment Management Company, Inc.",56680,2025-09-30,0
Polar Asset Management Partners Inc.,56567,2025-09-30,56567
"Bellwether Advisors, LLC",55551,2025-09-30,55551
Bollard Group LLC,54875,2025-09-30,317
BANK OF NOVA SCOTIA,54547,2025-09-30,25246
Creative Planning,54218,2025-09-30,31702
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",53306,2025-09-30,28020
Pallas Capital Advisors LLC,53219,2025-09-30,39469
PICTON MAHONEY ASSET MANAGEMENT,52743,2025-09-30,52743
TRUST CO OF VERMONT,52277,2025-09-30,-417
NATIONAL BANK OF CANADA /FI/,52129,2025-09-30,-91220
"PineBridge Investments, L.P.",52013,2025-09-30,-20511
Campbell & CO Investment Adviser LLC,51505,2025-09-30,38024
VOYA INVESTMENT MANAGEMENT LLC,51470,2025-09-30,-16457
"Fieldview Capital Management, LLC",51042,2025-09-30,51042
GSA CAPITAL PARTNERS LLP,50252,2025-09-30,38502
UniSuper Management Pty Ltd,50189,2025-09-30,-2274
KLP KAPITALFORVALTNING AS,48700,2025-09-30,0
Machina Capital S.A.S.,47373,2025-09-30,47373
"Colony Group, LLC",47371,2025-09-30,47371
D.A. DAVIDSON & CO.,47130,2025-09-30,-3678
"Merit Financial Group, LLC",45896,2025-09-30,45896
AMALGAMATED BANK,45832,2025-09-30,-1713
Pictet Asset Management Holding SA,45723,2025-09-30,-1600
ProShare Advisors LLC,45290,2025-09-30,-8451
ACADIAN ASSET MANAGEMENT LLC,44789,2025-09-30,13807
"Hunter Perkins Capital Management, LLC",44540,2025-09-30,0
SCHAPER BENZ & WISE INVESTMENT COUNSEL INC/WI,43932,2025-09-30,-1073
Point72 (DIFC) Ltd,43683,2025-09-30,43683
CastleKnight Management LP,43600,2025-09-30,0
abrdn plc,43188,2025-09-30,9198
Oak Thistle LLC,43055,2025-09-30,-37718
Dynamic Technology Lab Private Ltd,41913,2025-09-30,-5533
Sterling Capital Management LLC,41438,2025-09-30,25167
OPPENHEIMER & CO INC,41062,2025-09-30,-2255
Utah Retirement Systems,40919,2025-09-30,0
LAZARD ASSET MANAGEMENT LLC,40162,2025-09-30,2399
"COMMONWEALTH EQUITY SERVICES, LLC",38797,2025-09-30,-4018
"Empirical Finance, LLC",38596,2025-09-30,253
Rehmann Capital Advisory Group,38071,2025-09-30,5483
Daiwa Securities Group Inc.,38032,2025-09-30,21228
"Summit Trail Advisors, LLC",37461,2025-09-30,28544
PEAK6 LLC,36103,2025-09-30,35842
"Rakuten Investment Management, Inc.",36004,2025-09-30,36004
"Mirae Asset Global Investments Co., Ltd.",35733,2025-09-30,1388
Buckingham Strategic Partners,35540,2025-09-30,35540
FOSTER & MOTLEY INC,35225,2025-09-30,10236
"DRW Securities, LLC",34600,2025-09-30,26823
"Empowered Funds, LLC",34245,2025-09-30,22397
BRIGHTON JONES LLC,33585,2025-09-30,33585
BOYAR ASSET MANAGEMENT INC.,33177,2025-09-30,-910
"Catalytic Wealth RIA, LLC",32625,2025-09-30,32625
NEW YORK LIFE INVESTMENT MANAGEMENT LLC,32399,2025-09-30,-515
CIBC Asset Management Inc,32271,2025-09-30,-64
Woodline Partners LP,31769,2025-09-30,31769
NEOS Investment Management LLC,31485,2025-09-30,8162
ING GROEP NV,31207,2025-09-30,31207
"State of Tennessee, Treasury Department",31184,2025-09-30,0
LOS ANGELES CAPITAL MANAGEMENT LLC,31030,2025-09-30,31030
Cetera Investment Advisers,30486,2025-09-30,11470
XTX Topco Ltd,30471,2025-09-30,30471
"PNC FINANCIAL SERVICES GROUP, INC.",30376,2025-09-30,-852
Ewing Morris & Co. Investment Partners Ltd.,30186,2025-09-30,0
"Orvieto Partners, L.P.",30000,2025-09-30,0
"Edgestream Partners, L.P.",29387,2025-09-30,-201357
Tower Research Capital LLC (TRC),28784,2025-09-30,15030
"CI Private Wealth, LLC",28362,2025-09-30,18334
"SECURED RETIREMENT ADVISORS, LLC",27712,2025-09-30,-965
Brevan Howard Capital Management LP,27615,2025-09-30,-89405
"YOUSIF CAPITAL MANAGEMENT, LLC",27560,2025-09-30,-2830
State of Wyoming,27530,2025-09-30,1880
DoubleLine ETF Adviser LP,27499,2025-09-30,-966
OREGON PUBLIC EMPLOYEES RETIREMENT FUND,27495,2025-09-30,6370
Virtu Financial LLC,27422,2025-09-30,27422
Schonfeld Strategic Advisors LLC,27200,2025-09-30,5908
WORLDQUANT MILLENNIUM ADVISORS LLC,27164,2025-09-30,27164
Versor Investments LP,26810,2025-09-30,26810
Arkadios Wealth Advisors,26789,2025-09-30,857
BNP Paribas Asset Management Holding S.A.,26447,2025-09-30,17019
Friedenthal Financial,26277,2025-09-30,26277
MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC,26078,2025-09-30,-2041
"HighTower Advisors, LLC",26023,2025-09-30,-129
"State of Alaska, Department of Revenue",25804,2025-09-30,-151696
Weiss Asset Management LP,25580,2025-09-30,-114553
Unified Investment Management,25433,2025-09-30,-2975
Krilogy Financial LLC,25196,2025-09-30,25196
"Lido Advisors, LLC",24447,2025-09-30,-199
LPL Financial LLC,24383,2025-09-30,1744
GUGGENHEIM CAPITAL LLC,24339,2025-09-30,3558
Hillsdale Investment Management Inc.,23800,2025-09-30,23800
"NorthCrest Asset Manangement, LLC",23762,2025-09-30,23762
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,23749,2025-09-30,-1300
"Qsemble Capital Management, LP",23740,2025-09-30,23740
iA Global Asset Management Inc.,23732,2025-09-30,-7771
Ethic Inc.,23591,2025-09-30,-1723
"Pathstone Holdings, LLC",23547,2025-09-30,-15721
"Cresset Asset Management, LLC",23036,2025-09-30,13389
"Vanguard Personalized Indexing Management, LLC",22898,2025-09-30,4444
"BRIAN LOW FINANCIAL GROUP, LLC",22858,2025-09-30,4816
Quest Partners LLC,22805,2025-09-30,14824
Allen Investment Management LLC,22479,2025-09-30,0
"Vident Advisory, LLC",22467,2025-09-30,-3259
"Norinchukin Bank, The",22367,2025-09-30,3425
BANQUE PICTET & CIE SA,22000,2025-09-30,0
"Toroso Investments, LLC",21598,2025-09-30,-1847
Greenwich Wealth Management LLC,20984,2025-09-30,1210
OCCUDO QUANTITATIVE STRATEGIES LP,20894,2025-09-30,20894
"XPONANCE, INC.",20628,2025-09-30,-1688
"Rafferty Asset Management, LLC",20503,2025-09-30,-275
"Bridgefront Capital, LLC",20282,2025-09-30,20282
HERITAGE INVESTORS MANAGEMENT CORP,19775,2025-09-30,-3428
TEACHERS RETIREMENT SYSTEM OF THE STATE OF KENTUCKY,19677,2025-09-30,0
RITHOLTZ WEALTH MANAGEMENT,19425,2025-09-30,19425
"EXCHANGE TRADED CONCEPTS, LLC",19243,2025-09-30,1282
ONTARIO TEACHERS PENSION PLAN BOARD,19057,2025-09-30,-43967
"Caerus Investment Advisors, LLC",18469,2025-09-30,18469
"EXENCIAL WEALTH ADVISORS, LLC",18058,2025-09-30,1899
Penserra Capital Management LLC,18032,2025-09-30,-2581
LECAP ASSET MANAGEMENT LTD,17830,2025-09-30,17830
MIZUHO SECURITIES USA LLC,17525,2025-09-30,572
"Sumitomo Mitsui Trust Holdings, Inc.",17362,2025-09-30,2528
"PRELUDE CAPITAL MANAGEMENT, LLC",16978,2025-09-30,-31593
PROFUND ADVISORS LLC,16730,2025-09-30,5963
Marex Group plc,16296,2025-09-30,-8670
US BANCORP \DE\,16219,2025-09-30,-9741
LOGAN CAPITAL MANAGEMENT INC,15978,2025-09-30,4014
DARK FOREST CAPITAL MANAGEMENT LP,15811,2025-09-30,15811
Sciencast Management LP,15771,2025-09-30,15771
Janney Montgomery Scott LLC,15762,2025-09-30,-3120
MERITAGE PORTFOLIO MANAGEMENT,15413,2025-09-30,-7010
Federation des caisses Desjardins du Quebec,15264,2025-09-30,15249
"Sanibel Captiva Trust Company, Inc.",14892,2025-09-30,-1
Quantessence Capital LLC,14784,2025-09-30,14784
Vestcor Inc,14771,2025-09-30,0
Vinva Investment Management Ltd,14608,2025-09-30,1831
"Inscription Capital, LLC",14356,2025-09-30,14356
Integrated Wealth Concepts LLC,14207,2025-09-30,14207
"Andina Capital Management, LLC",14173,2025-09-30,568
"Kestra Advisory Services, LLC",14160,2025-09-30,644
HARTFORD INVESTMENT MANAGEMENT CO,14049,2025-09-30,-693
Aaron Wealth Advisors LLC,13557,2025-09-30,13557
OSSIAM,13485,2025-09-30,-42888
"Ground Swell Capital, LLC",13403,2025-09-30,13403
"ADVISOR GROUP HOLDINGS, INC.",13243,2025-09-30,-1012
"Integrated Investment Consultants, LLC",12955,2025-09-30,0
Investment Management Corp of Ontario,12718,2025-09-30,-56490
Louisiana State Employees Retirement System,12600,2025-09-30,-300
STEVENS CAPITAL MANAGEMENT LP,12516,2025-09-30,12516
JOHNSON INVESTMENT COUNSEL INC,12352,2025-09-30,4300
BESSEMER GROUP INC,12281,2025-09-30,333
AlphaCore Capital LLC,12277,2025-09-30,1509
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,12254,2025-09-30,-341
"Sivia Capital Partners, LLC",12204,2025-09-30,12204
Maryland State Retirement & Pension System,12188,2025-09-30,175
Garden State Investment Advisory Services LLC,12075,2025-09-30,71
INCEPTIONR LLC,11956,2025-09-30,11956
Chicago Partners Investment Group LLC,11649,2025-09-30,11649
"SECURIAN ASSET MANAGEMENT, INC",11585,2025-09-30,-1235
Headlands Technologies LLC,11543,2025-09-30,11543
TD PRIVATE CLIENT WEALTH LLC,11510,2025-09-30,562
"Global Endowment Management, LP",11224,2025-09-30,698
NEW MEXICO EDUCATIONAL RETIREMENT BOARD,11100,2025-09-30,-600
STIFEL FINANCIAL CORP,10955,2025-09-30,-34117
Allworth Financial LP,10907,2025-09-30,4372
"Bleakley Financial Group, LLC",10835,2025-09-30,26
"Sequoia Financial Advisors, LLC",10766,2025-09-30,10766
"Asset Management One Co., Ltd.",10739,2025-09-30,2584
"Bayesian Capital Management, LP",10600,2025-09-30,10600
"Hennion & Walsh Asset Management, Inc.",10520,2025-09-30,1499
"Savvy Advisors, Inc.",10499,2025-09-30,10499
ROTHSCHILD INVESTMENT LLC,10493,2025-09-30,10433
M&T BANK CORP,10369,2025-09-30,-7205
"FULTON BANK, N.A.",10334,2025-09-30,-82
"Kera Capital Partners, Inc.",10250,2025-09-30,10250
Scientech Research LLC,10247,2025-09-30,10247
"Allspring Global Investments Holdings, LLC",10164,2025-09-30,-501
GROUPAMA ASSET MANAGMENT,9996,2025-09-30,2929
"BOOTHBAY FUND MANAGEMENT, LLC",9793,2025-09-30,-3987
"Quantitative Investment Management, LLC",9741,2025-09-30,9741
SYON CAPITAL LLC,9736,2025-09-30,9736
OMERS ADMINISTRATION Corp,9675,2025-09-30,0
"Ronald Blue Trust, Inc.",9645,2025-09-30,1013
"EverSource Wealth Advisors, LLC",9615,2025-09-30,9044
111 Capital,9574,2025-09-30,9574
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,9526,2025-09-30,-256
"JACKSON THORNTON ASSET MANAGEMENT, LLC",9432,2025-09-30,9432
"WADDELL & ASSOCIATES, LLC",9428,2025-09-30,9428
"NewEdge Advisors, LLC",9252,2025-09-30,8494
"Full Sail Capital, LLC",9211,2025-09-30,9211
waypoint wealth counsel,9177,2025-09-30,9177
"WILEY BROS.-AINTREE CAPITAL, LLC",8998,2025-09-30,14
"Glenmede Investment Management, LP",8960,2025-09-30,603
"Skopos Labs, Inc.",8907,2025-09-30,7877
"Everhart Financial Group, Inc.",8886,2025-09-30,1321
"NorthRock Partners, LLC",8734,2025-09-30,8734
"Parallax Volatility Advisers, L.P.",8692,2025-09-30,2120
Polymer Capital Management (US) LLC,8676,2025-09-30,8676
"180 WEALTH ADVISORS, LLC",8636,2025-09-30,-225
NJ State Employees Deferred Compensation Plan,8363,2025-09-30,0
"MML INVESTORS SERVICES, LLC",8232,2025-09-30,187
Motley Fool Asset Management LLC,8196,2025-09-30,628
"Perigon Wealth Management, LLC",8173,2025-09-30,8173
"CBOE Vest Financial, LLC",8013,2025-09-30,8013
GAMMA Investing LLC,8003,2025-09-30,2267
"Arista Wealth Management, LLC",8000,2025-09-30,-2400
CAPITAL PERFORMANCE ADVISORS LLP,7885,2025-09-30,7885
Parcion Private Wealth LLC,7833,2025-09-30,7833
"Horizon Investments, LLC",7812,2025-09-30,3748
"TRANSCEND CAPITAL ADVISORS, LLC",7745,2025-09-30,7745
"FRED ALGER MANAGEMENT, LLC",7683,2025-09-30,-226
"NORTHWESTERN MUTUAL INVESTMENT MANAGEMENT COMPANY, LLC",7669,2025-09-30,-153
EVERENCE CAPITAL MANAGEMENT INC,7640,2025-09-30,0
"Waverly Advisors, LLC",7637,2025-09-30,7637
"Diametric Capital, LP",7571,2025-09-30,-3077
"CIBC Private Wealth Group, LLC",7530,2025-09-30,-1164
"Baker Avenue Asset Management, LP",7477,2025-09-30,7477
Aristides Capital LLC,7441,2025-09-30,7441
SHELTON CAPITAL MANAGEMENT,7419,2025-09-30,0
"Requisite Capital Management, LLC",7386,2025-09-30,7386
COLDSTREAM CAPITAL MANAGEMENT INC,7340,2025-09-30,7340
"PATTON FUND MANAGEMENT, INC.",7324,2025-09-30,0
FIFTH THIRD BANCORP,7259,2025-09-30,1379
"TCI Wealth Advisors, Inc.",7235,2025-09-30,-938
WOLVERINE ASSET MANAGEMENT LLC,7201,2025-09-30,-5000
"HB Wealth Management, LLC",7173,2025-09-30,7173
Catalyst Funds Management Pty Ltd,7100,2025-09-30,-2600
"FourThought Financial Partners, LLC",7090,2025-09-30,7090
LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,7000,2025-09-30,0
"Kovitz Investment Group Partners, LLC",6971,2025-09-30,-58139
"Sumitomo Mitsui DS Asset Management Company, Ltd",6687,2025-09-30,0
"Callan Family Office, LLC",6647,2025-09-30,-769
MUFG SECURITIES AMERICAS INC.,6489,2025-09-30,1054
"GAMCO INVESTORS, INC. ET AL",6479,2025-09-30,0
"Sender Co & Partners, Inc.",6476,2025-09-30,6476
"Graham Capital Management, L.P.",6409,2025-09-30,6409
"Jump Financial, LLC",6399,2025-09-30,-1498
"CORSAIR CAPITAL MANAGEMENT, L.P.",6376,2025-09-30,6376
"CHAPMAN FINANCIAL GROUP, LLC",6290,2025-09-30,0
"Kaufman Rossin Wealth, LLC",6264,2025-09-30,6264
NOVARE CAPITAL MANAGEMENT LLC,6200,2025-09-30,-70219
"Forum Financial Management, LP",6162,2025-09-30,6162
"MATHER GROUP, LLC.",6113,2025-09-30,6113
PANAGORA ASSET MANAGEMENT INC,6032,2025-09-30,6032
Wealthfront Advisers LLC,5978,2025-09-30,5978
"Quadcap Wealth Management, LLC",5949,2025-09-30,5949
Chesley Taft & Associates LLC,5941,2025-09-30,5941
NOMURA ASSET MANAGEMENT CO LTD,5891,2025-09-30,-312
STRS OHIO,5845,2025-09-30,3
"LEUTHOLD GROUP, LLC",5770,2025-09-30,5770
"EVOKE WEALTH, LLC",5730,2025-09-30,5730
Generali Investments Towarzystwo Funduszy Inwestycyjnych,5500,2025-09-30,-750
Covestor Ltd,5086,2025-09-30,1519
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,5021,2025-09-30,-239
Prestige Wealth Management Group LLC,4823,2025-09-30,-2185
Aster Capital Management (DIFC) Ltd,4613,2025-09-30,-12285
MUFG Securities EMEA plc,4606,2025-09-30,3866
"Versant Capital Management, Inc",4522,2025-09-30,3786
"FEDERATED HERMES, INC.",4382,2025-09-30,-285
Canada Post Corp Registered Pension Plan,4222,2025-09-30,2920
Rockefeller Capital Management L.P.,4143,2025-09-30,4143
"PRINCIPAL SECURITIES, INC.",3769,2025-09-30,239
JONES FINANCIAL COMPANIES LLLP,3753,2025-09-30,776
"ASSETMARK, INC",3708,2025-09-30,215
