symbol,date,rating,ratingScore,ratingRecommendation,ratingDetailsDCFScore,ratingDetailsDCFRecommendation,ratingDetailsROEScore,ratingDetailsROERecommendation,ratingDetailsROAScore,ratingDetailsROARecommendation,ratingDetailsDEScore,ratingDetailsDERecommendation,ratingDetailsPEScore,ratingDetailsPERecommendation,ratingDetailsPBScore,ratingDetailsPBRecommendation
EXE,2026-01-02,B,3,Neutral,4,Buy,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-12-31,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-30,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-29,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-26,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-24,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-23,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-22,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-19,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-18,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-17,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-16,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-15,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-12,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-11,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-10,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-09,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-08,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-05,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-04,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,3,Neutral,1,Strong Sell,3,Neutral
EXE,2025-12-03,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-12-02,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-12-01,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-28,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-26,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-25,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-24,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-21,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-20,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-19,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-18,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-17,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-14,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-13,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-12,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-11,B-,3,Neutral,3,Neutral,2,Sell,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-10,B-,3,Neutral,3,Neutral,2,Sell,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-07,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-06,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-05,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-04,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
EXE,2025-11-03,B,3,Neutral,3,Neutral,3,Neutral,4,Buy,2,Sell,1,Strong Sell,3,Neutral
