symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
KDP,2024-12-31,32.12,1362200000,43753864000,510000000,17274000000,60517864000
KDP,2023-12-31,33.32,1399300000,46624676000,267000000,14824000000,61181676000
KDP,2022-12-31,35.66,1416800000,50523087999,535000000,13583000000,63571087999
KDP,2021-12-31,36.86,1415700000,52182702000,567000000,13266000000,64881702000
KDP,2020-12-31,32,1407200000,45030400000,240000000,14482000000,59272400000
KDP,2019-12-31,28.95,1406700000,40723965000,75000000,15226000000,55874965000
KDP,2018-12-31,25.64,1086300000,27852732000,83000000,15990000000,43759732000
KDP,2017-12-31,15.63,182000000,2844660000,61000000,4479000000,7262660000
KDP,2016-12-31,14.6,185400000,2706840000,1787000000,4478000000,5397840000
KDP,2015-12-31,15.01,190900000,2865409000,911000000,3382000000,5336409000
KDP,2014-12-31,11.54,192957696,2226731811,237000000,2586000000,4575731811
KDP,2013-12-31,7.84,202900000,1590736000,153000000,2630000000,4067736000
KDP,2012-12-31,7.11,205292657,1459630791,366000000,2804000000,3897630791
KDP,2011-12-31,6.36,218700000,1390932000,701000000,2708000000,3397932000
KDP,2010-12-31,5.66,240400000,1360664000,315000000,2091000000,3136664000
KDP,2009-12-31,4.56,254200000,1159152000,280000000,2960000000,3839152000
KDP,2008-12-31,2.62,254000000,665480000,214000000,3527000000,3978480000
KDP,2007-12-31,4.36,253500000,1105260000,67000000,3038000000,4076260000
KDP,2006-12-31,4.36,253500000,1105260000,35000000,3792000000,4862260000
KDP,2005-12-31,4.36,253700000,1106132000,28000000,2858000000,3936132000
KDP,2004-12-31,4.36,253700000,1106132000,19000000,3468000000,4555132000
