holder,shares,dateReported,change
VANGUARD GROUP INC,85507775,2025-09-30,737342
"BlackRock, Inc.",49405044,2025-09-30,-2225924
STATE STREET CORP,34132210,2025-09-30,1796237
PZENA INVESTMENT MANAGEMENT LLC,27166229,2025-09-30,74991
"GEODE CAPITAL MANAGEMENT, LLC",18316300,2025-09-30,311837
MORGAN STANLEY,14042128,2025-09-30,-289990
Capital Research Global Investors,11721113,2025-09-30,-14508629
Invesco Ltd.,10085823,2025-09-30,-473138
UBS Group AG,8344018,2025-09-30,1357421
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,6687468,2025-09-30,756644
NORTHERN TRUST CORP,6557457,2025-09-30,104994
BANK OF AMERICA CORP /DE/,6380580,2025-09-30,-698729
"Holocene Advisors, LP",5498518,2025-09-30,5498518
DIMENSIONAL FUND ADVISORS LP,5478178,2025-09-30,-1948169
STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,4816352,2025-09-30,0
GOLDMAN SACHS GROUP INC,4805113,2025-09-30,-1133722
PRIMECAP MANAGEMENT CO/CA/,4451122,2025-09-30,-274534
FMR LLC,4186089,2025-09-30,1523065
Bank of New York Mellon Corp,3941088,2025-09-30,-1220385
"Cullen Capital Management, LLC",3758224,2025-09-30,574183
Legal & General Group Plc,3627589,2025-09-30,135399
UBS ASSET MANAGEMENT AMERICAS INC,3623906,2025-09-30,-581303
STIFEL FINANCIAL CORP,3401876,2025-09-30,35910
WELLS FARGO & COMPANY/MN,3361234,2025-09-30,-1020465
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",3334051,2025-09-30,3334051
"Connor, Clark & Lunn Investment Management Ltd.",3036805,2025-09-30,2045321
Neuberger Berman Group LLC,2895070,2025-09-30,2819160
DEUTSCHE BANK AG\,2811664,2025-09-30,655643
MILLENNIUM MANAGEMENT LLC,2808012,2025-09-30,2230013
CANADA PENSION PLAN INVESTMENT BOARD,2757275,2025-09-30,1836688
JPMORGAN CHASE & CO,2739394,2025-09-30,-2004808
Slate Path Capital LP,2465500,2025-09-30,2465500
BARCLAYS PLC,2283980,2025-09-30,-945371
"Empower Advisory Group, LLC",2228280,2025-09-30,200022
"BNP PARIBAS ARBITRAGE, SNC",2115223,2025-09-30,468172
Swiss National Bank,2037550,2025-09-30,-93000
CONFLUENCE INVESTMENT MANAGEMENT LLC,1961972,2025-09-30,192101
"Nuveen, LLC",1881450,2025-09-30,54658
PRICE T ROWE ASSOCIATES INC /MD/,1789195,2025-09-30,764268
"Sumitomo Mitsui Trust Holdings, Inc.",1741547,2025-09-30,119108
