date,label,adjDividend,dividend,recordDate,paymentDate,declarationDate,vwap,unadjustedVolume,high,changeOverTime,close,open,change,low,changePercent,adjClose,volume
2024-05-16,"May 16, 24",,,,,,133.845,1248229,134.61,0.0064463,134.27,133.41,0.86,133.09,0.64463,129.61,1248229
2024-05-15,"May 15, 24",,,,,,134.1725,1281741,135.11,-0.0074212,133.75,134.75,-1,133.08,-0.74212,129.11,1281741
2024-05-14,"May 14, 24",,,,,,133.955,1060900,135,-0.0126,133.13,134.83,-1.7,132.86,-1.26,128.51,1060900
2024-05-13,"May 13, 24",0.765,0.765,2024-05-14,2024-06-03,2024-05-01,134.3975,852532,135.53,-0.009037,133.78,135,-1.22,133.28,-0.9037,129.14,852532
2024-05-10,"May 10, 24",,,,,,135.1125,1763600,135.71,0.0049692,135.5,134.83,0.67,134.41,0.49692,130.06,1763600
2024-05-09,"May 09, 24",,,,,,133.5525,1308700,134.78,0.0114,134.38,132.87,1.51,132.18,1.14,128.98,1308700
2024-05-08,"May 08, 24",,,,,,132.1175,1417915,133,0.0112,132.87,131.4,1.47,131.2,1.12,127.54,1417915
2024-05-07,"May 07, 24",,,,,,131.4175,1597727,132.46,0.0039604,131.82,131.3,0.52,130.09,0.39604,126.53,1597727
2024-05-06,"May 06, 24",,,,,,129.6175,1479500,130.39,0.0048604,130.25,129.62,0.63,128.21,0.48604,125.02,1479500
2024-05-03,"May 03, 24",,,,,,128.16,1735800,128.85,0.0072759,128.75,127.82,0.93,127.22,0.72759,123.58,1735800
2024-05-02,"May 02, 24",,,,,,124.5425,2778800,126.09,0.0179,125.95,123.73,2.22,122.4,1.79,120.89,2778800
2024-05-01,"May 01, 24",,,,,,123.795,2712500,125.85,0.0246,125.12,122.12,3,122.09,2.46,120.1,2712500
2024-04-30,"April 30, 24",,,,,,121.98,1325100,123.1,0.0066661,122.32,121.51,0.81,120.99,0.66661,117.41,1325100
2024-04-29,"April 29, 24",,,,,,122.0625,2486241,122.57,0.0045182,122.28,121.73,0.55,121.67,0.45182,117.37,2486241
2024-04-26,"April 26, 24",,,,,,121.36,1058519,122.21,-0.007478,120.78,121.69,-0.91,120.76,-0.7478,115.93,1058519
2024-04-25,"April 25, 24",,,,,,121.305,1404208,122.37,0.0014831,121.55,121.37,0.18,119.93,0.14831,116.67,1404208
2024-04-24,"April 24, 24",,,,,,119.99,1297995,121.66,0.0216,121.36,118.79,2.57,118.15,2.16,116.49,1297995
2024-04-23,"April 23, 24",,,,,,119.6875,1255500,120.55,0.0046937,119.87,119.31,0.56,119.02,0.46937,115.06,1255500
2024-04-22,"April 22, 24",,,,,,118.83,1247628,119.79,0.0055649,119.26,118.6,0.66,117.67,0.55649,114.47,1247628
2024-04-19,"April 19, 24",,,,,,118.375,1874600,119.39,0.0049178,118.52,117.94,0.58,117.65,0.49178,113.76,1874600
2024-04-18,"April 18, 24",,,,,,116.5325,1399827,117.57,0.0106,117.35,116.12,1.23,115.09,1.06,112.64,1399827
2024-04-17,"April 17, 24",,,,,,114.635,1902807,115.77,0.0137,115.4,113.84,1.56,113.53,1.37,110.77,1902807
2024-04-16,"April 16, 24",,,,,,114.515,2331100,115.45,-0.0141,113.82,115.45,-1.63,113.34,-1.41,109.25,2331100
2024-04-15,"April 15, 24",,,,,,116.3125,1862849,117.42,-0.00634,115.98,116.72,-0.74,115.13,-0.634,111.32,1862849
2024-04-12,"April 12, 24",,,,,,117.07,1072122,117.87,-0.011,116.57,117.87,-1.3,115.97,-1.1,111.89,1072122
2024-04-11,"April 11, 24",,,,,,118.385,1697300,119.6,-0.0117,117.82,119.22,-1.4,116.9,-1.17,113.09,1697300
2024-04-10,"April 10, 24",,,,,,118.415,2354600,119.33,-0.0057148,118.31,118.99,-0.68,117.03,-0.57148,113.56,2354600
2024-04-09,"April 09, 24",,,,,,121.255,1492928,122.21,0.0088591,121.85,120.78,1.07,120.18,0.88591,116.96,1492928
2024-04-08,"April 08, 24",,,,,,119.49,1217020,120.46,0.0099293,120.02,118.84,1.18,118.64,0.99293,115.2,1217020
2024-04-05,"April 05, 24",,,,,,118.91,1109007,120.03,-0.0060382,118.52,119.24,-0.72,117.85,-0.60382,113.76,1109007
2024-04-04,"April 04, 24",,,,,,120.175,1272608,120.96,0.0023314,120.38,120.1,0.28,119.26,0.23314,115.55,1272608
2024-04-03,"April 03, 24",,,,,,119.04,1101351,119.78,-0.0021814,118.93,119.19,-0.26,118.26,-0.21814,114.15,1101351
2024-04-02,"April 02, 24",,,,,,119.99,1183148,121.47,-0.0045791,119.56,120.11,-0.55,118.82,-0.45791,114.76,1183148
2024-04-01,"April 01, 24",,,,,,121.195,913900,122.5,-0.0175,120.3,122.44,-2.14,119.54,-1.75,115.47,913900
2024-03-28,"March 28, 24",,,,,,121.68,2004209,122.38,0.0042732,122.21,121.69,0.52,120.44,0.42732,117.3,2004209
2024-03-27,"March 27, 24",,,,,,119.935,1805146,121.72,0.0249,121.5,118.55,2.95,117.97,2.49,116.62,1805146
2024-03-26,"March 26, 24",,,,,,117.33,1739800,117.91,0.0073517,117.84,116.98,0.86,116.59,0.73517,113.11,1739800
2024-03-25,"March 25, 24",,,,,,117.6275,1083000,118.49,-0.0063619,117.14,117.89,-0.75,116.99,-0.63619,112.44,1083000
2024-03-22,"March 22, 24",,,,,,118.3025,906071,119.06,-0.011,117.75,119.06,-1.31,117.34,-1.1,113.02,906071
2024-03-21,"March 21, 24",,,,,,118.855,1026000,120.17,-0.0064717,118.21,118.98,-0.77,118.06,-0.64717,113.46,1026000
2024-03-20,"March 20, 24",,,,,,117.6775,1134351,118.16,0.0028023,118.09,117.76,0.33,116.7,0.28023,113.35,1134351
2024-03-19,"March 19, 24",,,,,,117.75,1061055,118.33,0.0022083,118,117.74,0.26,116.93,0.22083,113.26,1061055
2024-03-18,"March 18, 24",,,,,,117.2425,1394511,118.21,0.0006828852,117.23,117.15,0.08,116.38,0.06828852,112.52,1394511
2024-03-15,"March 15, 24",,,,,,117.3025,4764655,118.4,0.0010255,117.14,117.02,0.12,116.65,0.10255,112.44,4764655
2024-03-14,"March 14, 24",,,,,,119.1775,1354887,120.65,-0.0137,118.48,120.12,-1.64,117.46,-1.37,113.72,1354887
2024-03-13,"March 13, 24",,,,,,119.935,1293502,121.56,0.0131,120.54,118.98,1.56,118.66,1.31,115.7,1293502
2024-03-12,"March 12, 24",,,,,,119.4175,1821090,120.73,-0.0029281,119.18,119.53,-0.35,118.23,-0.29281,114.39,1821090
2024-03-11,"March 11, 24",,,,,,119.38,1574522,121.07,0.0192,120.33,118.06,2.27,118.06,1.92,115.5,1574522
2024-03-08,"March 08, 24",,,,,,119.0525,2312700,120,-0.0124,118.44,119.93,-1.49,117.84,-1.24,113.68,2312700
2024-03-07,"March 07, 24",,,,,,119.1675,2097400,120.42,-0.0079458,118.61,119.56,-0.95,118.08,-0.79458,113.85,2097400
2024-03-06,"March 06, 24",,,,,,120.185,1313759,120.92,0.0013317,120.31,120.15,0.16,119.36,0.13317,115.48,1313759
2024-03-05,"March 05, 24",,,,,,120.5275,1479100,122.41,-0.0214,119.26,121.87,-2.61,118.57,-2.14,114.47,1479100
2024-03-04,"March 04, 24",,,,,,120.33,1274044,121.88,0.0235,121.7,118.91,2.79,118.83,2.35,116.81,1274044
2024-03-01,"March 01, 24",,,,,,118.77,1789503,120.37,0.0127,119.68,118.18,1.5,116.85,1.27,114.87,1789503
2024-02-29,"February 29, 24",,,,,,118.5475,2159168,119.41,-0.0021046,118.54,118.79,-0.25,117.45,-0.21046,113.78,2159168
2024-02-28,"February 28, 24",,,,,,118.2,1443700,119.21,-0.0026222,117.91,118.22,-0.31,117.46,-0.26222,113.18,1443700
2024-02-27,"February 27, 24",,,,,,117.6775,1464400,118.32,0.0059661,118.03,117.33,0.7,117.03,0.59661,113.29,1464400
2024-02-26,"February 26, 24",,,,,,117.9475,1944049,118.83,-0.0118,117.43,118.83,-1.4,116.7,-1.18,112.72,1944049
2024-02-23,"February 23, 24",,,,,,119.1775,1672000,119.9,-0.0047687,118.96,119.53,-0.57,118.32,-0.47687,114.18,1672000
2024-02-22,"February 22, 24",,,,,,120.15,2401556,121.68,-0.0144,119.68,121.43,-1.75,117.81,-1.44,114.87,2401556
2024-02-21,"February 21, 24",,,,,,121.3175,2828400,122,0.0049534,121.73,121.13,0.6,120.41,0.49534,116.84,2828400
2024-02-20,"February 20, 24",,,,,,121.7425,2187500,123.23,-0.0076173,121.16,122.09,-0.93,120.49,-0.76173,116.3,2187500
2024-02-16,"February 16, 24",,,,,,122.265,2007924,123.19,0.0050736,122.82,122.2,0.62,120.85,0.50736,117.89,2007924
2024-02-15,"February 15, 24",,,,,,122.8825,1749524,124.34,0.0159,124.26,122.32,1.94,120.61,1.59,119.27,1749524
2024-02-14,"February 14, 24",,,,,,120.1725,1462681,120.97,0.004,120.48,120,0.48,119.24,0.4,115.64,1462681
2024-02-13,"February 13, 24",,,,,,120.7075,1789739,122.35,-0.0159,119.78,121.72,-1.94,118.98,-1.59,114.97,1789739
2024-02-12,"February 12, 24",,,,,,122.8,1301900,123.85,0.0121,123.64,122.16,1.48,121.55,1.21,118.68,1301900
2024-02-09,"February 09, 24",,,,,,121.8225,1231231,122.62,0.006424,122.2,121.42,0.78,121.05,0.6424,117.29,1231231
2024-02-08,"February 08, 24",,,,,,121.5025,1269200,122.01,0.0017267,121.83,121.62,0.21,120.55,0.17267,116.94,1269200
2024-02-07,"February 07, 24",0.7075,0.7075,2024-02-08,2024-03-01,2023-12-06,122.17,1372673,123,-0.0033508,121.95,122.36,-0.41,121.37,-0.33508,117.05,1372673
2024-02-06,"February 06, 24",,,,,,121.845,1375825,122.89,0.0095583,122.52,121.36,1.16,120.61,0.95583,116.92,1375825
2024-02-05,"February 05, 24",,,,,,121.7925,1205865,122.52,-0.003526,121.52,121.95,-0.43,121.18,-0.3526,115.97,1205865
2024-02-02,"February 02, 24",,,,,,123.465,1201212,124.96,0.0007301046,123.36,123.27,0.09,122.27,0.07301046,117.72,1201212
2024-02-01,"February 01, 24",,,,,,124.345,1148411,125.36,0.0111,125.24,123.86,1.38,122.92,1.11,119.52,1148411
2024-01-31,"January 31, 24",,,,,,124.815,1607733,126.58,-0.0119,124.02,125.51,-1.49,123.15,-1.19,118.35,1607733
2024-01-30,"January 30, 24",,,,,,124.7175,1056936,125.48,-0.0050388,124.4,125.03,-0.63,123.96,-0.50388,118.71,1056936
2024-01-29,"January 29, 24",,,,,,124.74,1252100,126.35,0.0103,125.75,124.47,1.28,122.39,1.03,120,1252100
2024-01-26,"January 26, 24",,,,,,123.9225,749000,124.99,-0.0116,123.16,124.6,-1.44,122.94,-1.16,117.53,749000
2024-01-25,"January 25, 24",,,,,,123.31,1196342,123.99,0.0076398,123.98,123.04,0.94,122.23,0.76398,118.31,1196342
2024-01-24,"January 24, 24",,,,,,124.435,1279615,127.29,-0.0408,121.94,127.13,-5.19,121.38,-4.08,116.37,1279615
2024-01-23,"January 23, 24",,,,,,126.845,1247800,128.02,-0.009337,126.26,127.45,-1.19,125.65,-0.9337,120.49,1247800
2024-01-22,"January 22, 24",,,,,,126.305,1137242,127.64,0.0115,126.86,125.42,1.44,125.3,1.15,121.06,1137242
2024-01-19,"January 19, 24",,,,,,125.52,1301200,126.25,-0.00595,125.3,126.05,-0.75,124.48,-0.595,119.57,1301200
2024-01-18,"January 18, 24",,,,,,126.835,1083300,128.11,-0.0169,125.83,127.99,-2.16,125.41,-1.69,120.08,1083300
2024-01-17,"January 17, 24",,,,,,128.93,1301200,130.89,-0.0041873,128.42,128.96,-0.54,127.45,-0.41873,122.55,1301200
2024-01-16,"January 16, 24",,,,,,131.225,800833,132.77,-0.0076098,130.41,131.41,-1,130.31,-0.76098,124.45,800833
2024-01-12,"January 12, 24",,,,,,132.32,673200,133.05,-0.0006802721,132.21,132.3,-0.09,131.72,-0.06802721,126.17,673200
2024-01-11,"January 11, 24",,,,,,132.2175,878600,133.57,-0.0134,131.53,133.32,-1.79,130.45,-1.34,125.52,878600
2024-01-10,"January 10, 24",,,,,,133.45,614016,134.3,0.0039068,133.62,133.1,0.52,132.78,0.39068,127.51,614016
2024-01-09,"January 09, 24",,,,,,132.91,1202000,134.84,0.0033258,132.74,132.3,0.44,131.76,0.33258,126.67,1202000
2024-01-08,"January 08, 24",,,,,,132.0975,1026410,133.14,0.0119,133.04,131.48,1.56,130.73,1.19,126.96,1026410
2024-01-05,"January 05, 24",,,,,,131.635,862100,132.89,0.0041112,131.89,131.35,0.54,130.41,0.41112,125.86,862100
2024-01-04,"January 04, 24",,,,,,132.5425,816400,133.7,-0.0113,131.76,133.27,-1.51,131.44,-1.13,125.74,816400
2024-01-03,"January 03, 24",,,,,,133.285,998800,133.99,0.0023273,133.51,133.2,0.31,132.44,0.23273,127.41,998800
2024-01-02,"January 02, 24",,,,,,132.3725,1132400,134.02,0.0177,133.51,131.19,2.32,130.77,1.77,127.41,1132400
2023-12-29,"December 29, 23",,,,,,132.2425,800867,133.1,-0.0036235,131.99,132.47,-0.48,131.41,-0.36235,125.96,800867
2023-12-28,"December 28, 23",,,,,,132.175,604409,133.28,0.0134,132.98,131.22,1.76,131.22,1.34,126.9,604409
2023-12-27,"December 27, 23",,,,,,132.255,571400,132.97,0.0006810958,132.23,132.14,0.09,131.68,0.06810958,126.19,571400
2023-12-26,"December 26, 23",,,,,,132.0225,515900,132.82,0.0047095,132.27,131.65,0.62,131.35,0.47095,126.22,515900
2023-12-22,"December 22, 23",,,,,,131.9475,654427,132.95,-0.0046906,131.56,132.18,-0.62,131.1,-0.46906,125.55,654427
2023-12-21,"December 21, 23",,,,,,131.495,597700,132.46,-0.0001520681,131.5,131.52,-0.02,130.5,-0.01520681,125.49,597700
2023-12-20,"December 20, 23",,,,,,131.97,1054200,133.91,-0.0122,130.8,132.42,-1.62,130.75,-1.22,124.82,1054200
2023-12-19,"December 19, 23",,,,,,131.865,938531,132.64,0.0104,132.62,131.26,1.36,130.94,1.04,126.56,938531
2023-12-18,"December 18, 23",,,,,,131.385,1026051,132.54,-0.0072821,130.87,131.83,-0.96,130.3,-0.72821,124.89,1026051
2023-12-15,"December 15, 23",,,,,,132.2925,2258400,133.85,-0.0104,131.75,133.13,-1.38,130.44,-1.04,125.73,2258400
2023-12-14,"December 14, 23",,,,,,135.5925,1253600,137.43,-0.0162,134.49,136.7,-2.21,133.75,-1.62,128.34,1253600
2023-12-13,"December 13, 23",,,,,,132.8375,1414900,135.15,0.0302,135.08,131.12,3.96,130,3.02,128.91,1414900
2023-12-12,"December 12, 23",,,,,,130.765,1144202,131.11,0.0008402078,131.03,130.92,0.11,130,0.08402078,125.04,1144202
2023-12-11,"December 11, 23",,,,,,130.555,1037122,131.37,0.002608,130.71,130.37,0.34,129.77,0.2608,124.74,1037122
2023-12-08,"December 08, 23",,,,,,131.6575,714800,132.21,-0.0061289,131.35,132.16,-0.81,130.91,-0.61289,125.35,714800
2023-12-07,"December 07, 23",,,,,,132.7,790900,133.45,-0.0036831,132.55,133.04,-0.49,131.76,-0.36831,126.49,790900
2023-12-06,"December 06, 23",,,,,,132.415,720005,133.04,0.0037062,132.7,132.21,0.49,131.71,0.37062,126.63,720005
2023-12-05,"December 05, 23",,,,,,131.96,814200,133.01,-0.0111,131.38,132.86,-1.48,130.59,-1.11,125.37,814200
2023-12-04,"December 04, 23",,,,,,132.665,801964,133.82,0.0091715,133.14,131.93,1.21,131.77,0.91715,127.05,801964
2023-12-01,"December 01, 23",,,,,,132.2175,1063847,133.43,0.0127,133.24,131.57,1.67,130.63,1.27,127.15,1063847
2023-11-30,"November 30, 23",,,,,,131.85,2075600,132.91,0.0006071645,131.84,131.76,0.08,130.89,0.06071645,125.81,2075600
2023-11-29,"November 29, 23",,,,,,131.4225,960503,132.54,-0.0016738,131.22,131.44,-0.22,130.49,-0.16738,125.22,960503
2023-11-28,"November 28, 23",,,,,,130.695,1048303,131.75,0.0020707,130.66,130.39,0.27,129.98,0.20707,124.69,1048303
2023-11-27,"November 27, 23",,,,,,131.31,1244936,132.24,-0.0068363,130.75,131.65,-0.9,130.6,-0.68363,124.77,1244936
2023-11-24,"November 24, 23",,,,,,131.14,595700,132.06,0.0131,132.06,130.35,1.71,130.09,1.31,126.02,595700
2023-11-22,"November 22, 23",,,,,,131.245,1021871,132.37,-0.009565,130.47,131.73,-1.26,130.41,-0.9565,124.51,1021871
2023-11-21,"November 21, 23",,,,,,130.92,1093100,131.75,-0.0010689,130.83,130.97,-0.14,130.13,-0.10689,124.85,1093100
2023-11-20,"November 20, 23",,,,,,130.755,1465812,131.99,-0.0014519,130.67,130.86,-0.19,129.5,-0.14519,124.7,1465812
2023-11-17,"November 17, 23",,,,,,131.6075,1161500,132.15,0.0041809,132.1,131.55,0.55,130.63,0.41809,126.06,1161500
2023-11-16,"November 16, 23",,,,,,131.6375,1346106,133,-0.0055421,130.99,131.72,-0.73,130.84,-0.55421,125,1346106
2023-11-15,"November 15, 23",,,,,,129.9275,1508500,131.56,0.0046981,130.45,129.84,0.61,127.86,0.46981,124.49,1508500
2023-11-14,"November 14, 23",,,,,,128.01,1584200,129.92,0.0259,129.74,126.46,3.28,125.92,2.59,123.81,1584200
2023-11-13,"November 13, 23",0.7075,0.7075,2023-11-14,2023-12-01,2023-10-31,122.0375,930633,122.83,-0.0051462,121.79,122.42,-0.63,121.11,-0.51462,116.22,930633
2023-11-10,"November 10, 23",,,,,,124.105,981190,124.99,-0.0119,123.5,124.99,-1.49,122.94,-1.19,117.18,981190
2023-11-09,"November 09, 23",,,,,,125.3025,929145,126.58,-0.017,124.27,126.42,-2.15,123.94,-1.7,117.91,929145
2023-11-08,"November 08, 23",,,,,,126.145,831100,126.55,-0.0032398,126.14,126.55,-0.41,125.34,-0.32398,119.69,831100
2023-11-07,"November 07, 23",,,,,,128.0875,1186400,130.17,-0.0143,126.86,128.7,-1.84,126.62,-1.43,120.37,1186400
2023-11-06,"November 06, 23",,,,,,129.0425,1236148,131.25,-0.0192,127.58,130.08,-2.5,127.26,-1.92,121.05,1236148
2023-11-03,"November 03, 23",,,,,,128.895,2506503,131.49,0.0226,130.04,127.16,2.88,126.89,2.26,123.39,2506503
2023-11-02,"November 02, 23",,,,,,122.5325,1883628,125.16,0.0353,124.49,120.24,4.25,120.24,3.53,118.12,1883628
2023-11-01,"November 01, 23",,,,,,117.955,1426200,119.44,0.0103,118.8,117.59,1.21,115.99,1.03,112.72,1426200
2023-10-31,"October 31, 23",,,,,,117.2775,1452342,118.12,0.0053837,117.65,117.02,0.63,116.32,0.53837,111.63,1452342
2023-10-30,"October 30, 23",,,,,,116.6325,1178922,117.62,0.0002571135,116.71,116.68,0.03,115.52,0.02571135,110.74,1178922
2023-10-27,"October 27, 23",,,,,,117.0025,843928,118.01,-0.0112,116.39,117.71,-1.32,115.9,-1.12,110.43,843928
2023-10-26,"October 26, 23",,,,,,117.8025,966556,119.09,0.0076844,118.02,117.12,0.9,116.98,0.76844,111.98,966556
2023-10-25,"October 25, 23",,,,,,116.6875,1049024,117.29,-0.0067354,116.5,117.29,-0.79,115.67,-0.67354,110.54,1049024
2023-10-24,"October 24, 23",,,,,,117.345,996416,118.51,0.0079596,117.77,116.84,0.93,116.26,0.79596,111.74,996416
2023-10-23,"October 23, 23",,,,,,115.2925,1054700,116.8,0.0076775,115.5,114.62,0.88,114.25,0.76775,109.59,1054700
2023-10-20,"October 20, 23",,,,,,116.4975,1340031,117.75,-0.0085616,115.8,116.8,-1,115.64,-0.85616,109.87,1340031
2023-10-19,"October 19, 23",,,,,,117.6425,1376800,119.18,-0.0039156,117.02,117.48,-0.46,116.89,-0.39156,111.03,1376800
2023-10-18,"October 18, 23",,,,,,118.795,1541100,120.49,-0.0162,118.14,120.09,-1.95,116.46,-1.62,112.09,1541100
2023-10-17,"October 17, 23",,,,,,119.6075,1404532,120.42,0.0112,120.3,118.97,1.33,118.74,1.12,114.14,1404532
2023-10-16,"October 16, 23",,,,,,118.8925,1628823,120.04,0.0124,119.98,118.51,1.47,117.04,1.24,113.84,1628823
2023-10-13,"October 13, 23",,,,,,118.435,1720110,120.44,-0.0024508,118.04,118.33,-0.29,116.93,-0.24508,112,1720110
2023-10-12,"October 12, 23",,,,,,119.8925,1390057,121.98,-0.025,118.33,121.37,-3.04,117.89,-2.5,112.28,1390057
2023-10-11,"October 11, 23",,,,,,122.2075,956000,123.37,-0.0038308,122.22,122.69,-0.47,120.55,-0.38308,115.97,956000
2023-10-10,"October 10, 23",,,,,,121.555,1222220,122.74,0.0081906,121.86,120.87,0.99,120.75,0.81906,115.62,1222220
2023-10-09,"October 09, 23",,,,,,119.695,1089309,120.82,0.0178,120.8,118.69,2.11,118.47,1.78,114.62,1089309
2023-10-06,"October 06, 23",,,,,,117.705,1240700,119.3,0.0158,118.85,117,1.85,115.67,1.58,112.77,1240700
2023-10-05,"October 05, 23",,,,,,118.895,1105036,119.87,-0.0033577,118.73,119.13,-0.4,117.85,-0.33577,112.65,1105036
2023-10-04,"October 04, 23",,,,,,118.165,1565200,119.48,0.0114,119.35,118,1.35,115.83,1.14,113.24,1565200
2023-10-03,"October 03, 23",,,,,,117.685,2451274,119.2,-0.018,117,119.15,-2.15,115.39,-1.8,111.01,2451274
2023-10-02,"October 02, 23",,,,,,121.265,1688724,123.34,-0.0264,119.75,123,-3.25,118.97,-2.64,113.62,1688724
2023-09-29,"September 29, 23",,,,,,124.1525,1962358,125.3,-0.011,123.83,125.21,-1.38,122.27,-1.1,117.49,1962358
2023-09-28,"September 28, 23",,,,,,125.085,2229728,126.86,-0.0259,123.58,126.86,-3.28,123.04,-2.59,117.26,2229728
2023-09-27,"September 27, 23",,,,,,127.9675,1426614,130.02,-0.0232,126.34,129.34,-3,126.17,-2.32,119.88,1426614
2023-09-26,"September 26, 23",,,,,,131.1975,1166647,133.24,-0.02,129.64,132.28,-2.64,129.63,-2,123.01,1166647
2023-09-25,"September 25, 23",,,,,,132.145,897200,132.86,0.0083587,132.7,131.6,1.1,131.42,0.83587,125.91,897200
2023-09-22,"September 22, 23",,,,,,132.875,1071900,133.66,-0.0093633,132.25,133.5,-1.25,132.09,-0.93633,125.48,1071900
2023-09-21,"September 21, 23",,,,,,135.145,1001306,136.98,-0.0218,133.55,136.52,-2.97,133.53,-2.18,126.72,1001306
2023-09-20,"September 20, 23",,,,,,137.8625,711200,139.01,-0.0087421,137.2,138.41,-1.21,136.83,-0.87421,130.18,711200
2023-09-19,"September 19, 23",,,,,,137.745,941839,138.2,-0.0028992,137.57,137.97,-0.4,137.24,-0.28992,130.53,941839
2023-09-18,"September 18, 23",,,,,,138.59,782200,139.18,-0.0046023,138.42,139.06,-0.64,137.7,-0.46023,131.34,782200
2023-09-15,"September 15, 23",,,,,,139.645,2180992,140.98,-0.0103,138.9,140.34,-1.44,138.36,-1.03,131.79,2180992
2023-09-14,"September 14, 23",,,,,,140.465,875300,141.15,0.0074318,140.98,139.94,1.04,139.79,0.74318,133.77,875300
2023-09-13,"September 13, 23",,,,,,138.3925,925630,140.01,0.0158,139.31,137.14,2.17,137.11,1.58,132.18,925630
2023-09-12,"September 12, 23",,,,,,137.9075,999633,138.65,-0.0051349,137.56,138.27,-0.71,137.15,-0.51349,130.52,999633
2023-09-11,"September 11, 23",,,,,,138.0675,553800,139.19,0.0057484,138.22,137.43,0.79,137.43,0.57484,131.15,553800
2023-09-08,"September 08, 23",,,,,,137.62,999327,138.04,-0.0005079826,137.73,137.8,-0.07,136.91,-0.05079826,130.68,999327
2023-09-07,"September 07, 23",,,,,,137.0175,727500,138.1,0.0093081,137.71,136.44,1.27,135.82,0.93081,130.66,727500
2023-09-06,"September 06, 23",,,,,,136.265,801900,137.43,-0.0083291,135.73,136.87,-1.14,135.03,-0.83291,128.78,801900
2023-09-05,"September 05, 23",,,,,,136.6475,896921,137.7,-0.0070622,136.38,137.35,-0.97,135.16,-0.70622,129.4,896921
2023-09-01,"September 01, 23",,,,,,138.4,681600,139.91,-0.0127,137.8,139.57,-1.77,136.32,-1.27,130.75,681600
2023-08-31,"August 31, 23",,,,,,139.515,1301429,140.56,-0.0098487,138.74,140.12,-1.38,138.64,-0.98487,131.64,1301429
2023-08-30,"August 30, 23",,,,,,140.235,578300,141.77,-0.0054882,139.53,140.3,-0.77,139.34,-0.54882,132.39,578300
2023-08-29,"August 29, 23",,,,,,139.8625,583013,140.33,7.1398e-05,140.07,140.06,0.01,138.99,0.0071398,132.9,583013
2023-08-28,"August 28, 23",,,,,,140.58,424944,141.28,-0.0052531,140.13,140.87,-0.74,140.04,-0.52531,132.96,424944
2023-08-25,"August 25, 23",,,,,,139.7525,638338,140.87,0.0104,140.42,138.97,1.45,138.75,1.04,133.23,638338
2023-08-24,"August 24, 23",,,,,,139.0875,587532,140.9,-0.0078938,138.25,139.35,-1.1,137.85,-0.78938,131.18,587532
2023-08-23,"August 23, 23",,,,,,139.535,577600,140.04,-0.0017883,139.55,139.8,-0.25,138.75,-0.17883,132.41,577600
2023-08-22,"August 22, 23",,,,,,137.875,594600,138.85,0.0069116,138.4,137.45,0.95,136.8,0.69116,131.32,594600
2023-08-21,"August 21, 23",,,,,,137.855,650436,139.04,-0.0059287,137.49,138.31,-0.82,136.58,-0.59287,130.45,650436
2023-08-18,"August 18, 23",,,,,,138.705,2192100,139.88,0.0070295,138.96,137.99,0.97,137.99,0.70295,131.85,2192100
2023-08-17,"August 17, 23",,,,,,139.53,604435,141.34,-0.0157,138.2,140.4,-2.2,138.18,-1.57,131.13,604435
2023-08-16,"August 16, 23",,,,,,140.5975,861124,141.43,-0.0087781,140.02,141.26,-1.24,139.68,-0.87781,132.86,861124
2023-08-15,"August 15, 23",,,,,,141.135,1115900,141.87,-0.0045284,140.69,141.33,-0.64,140.65,-0.45284,133.49,1115900
2023-08-14,"August 14, 23",,,,,,140.93,1722262,142.43,0.0142,142.14,140.15,1.99,139,1.42,134.87,1722262
2023-08-11,"August 11, 23",,,,,,139.8,461308,140.51,0.0054504,140.2,139.44,0.76,139.05,0.54504,133.03,461308
2023-08-10,"August 10, 23",,,,,,140.3025,666200,141.79,-0.0105,139.48,140.96,-1.48,138.98,-1.05,132.34,666200
2023-08-09,"August 09, 23",,,,,,141.375,859200,143.09,-0.0083316,140.45,141.63,-1.18,140.33,-0.83316,133.26,859200
2023-08-08,"August 08, 23",,,,,,142.0425,911700,142.76,-0.0048333,142.07,142.76,-0.69,140.58,-0.48333,134.8,911700
2023-08-07,"August 07, 23",0.7075,0.7075,2023-08-08,2023-09-01,2023-07-26,142.0225,679200,142.9,0.0040271,142.11,141.54,0.57,141.54,0.40271,134.84,679200
2023-08-04,"August 04, 23",,,,,,142.17,1024888,143.15,-0.0027395,141.97,142.36,-0.39,141.2,-0.27395,134.03,1024888
2023-08-03,"August 03, 23",,,,,,143.63,699400,145.28,-0.0197,142.13,144.98,-2.85,142.13,-1.97,134.18,699400
2023-08-02,"August 02, 23",,,,,,144.76,794831,146.06,0.0136,145.67,143.71,1.96,143.6,1.36,137.52,794831
2023-08-01,"August 01, 23",,,,,,145.9,970119,147.62,-0.0183,144.46,147.16,-2.7,144.36,-1.83,136.38,970119
2023-07-31,"July 31, 23",,,,,,147.405,994200,148.2,0.0014264,147.43,147.22,0.21,146.77,0.14264,139.18,994200
2023-07-28,"July 28, 23",,,,,,148.07,1018000,149.49,-0.0169,146.94,149.46,-2.52,146.39,-1.69,138.72,1018000
2023-07-27,"July 27, 23",,,,,,149.4025,1719011,151.22,-0.014,148.49,150.6,-2.11,147.3,-1.4,140.18,1719011
2023-07-26,"July 26, 23",,,,,,147.9325,793120,149.4,0.0018304,147.78,147.51,0.27,147.04,0.18304,139.51,793120
