date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,adjDividend,recordDate,paymentDate,declarationDate
2025-11-11,170.91,173.9,170.04,173.23,173.23,1273821,1273821,2.32,1.36,172.02,"November 11, 25",0.0136,,,,,
2025-11-10,173.45,174.28,168.5,169.48,169.48,1593148,1593148,-3.97,-2.29,171.4275,"November 10, 25",-0.0229,,,,,
2025-11-07,169.19,173.26,167.22,172.06,172.06,2151539,2151539,2.87,1.7,170.4325,"November 07, 25",0.017,,,,,
2025-11-06,164.07,172.75,163.78,169.88,169.88,2563929,2563929,5.81,3.54,167.62,"November 06, 25",0.0354,,,,,
2025-11-05,156.26,166.25,156.26,162.69,162.69,2817870,2817870,6.43,4.11,160.365,"November 05, 25",0.0411,,,,,
2025-11-04,153.19,155.87,152.22,154.57,154.57,2508710,2508710,1.38,0.90084,153.9625,"November 04, 25",0.0090084,,,,,
2025-11-03,154.48,156.19,151.78,156.09,156.09,2327411,2327411,1.61,1.04,154.635,"November 03, 25",0.0104,,,,,
2025-10-31,151.5,155.28,151.24,154.04,154.04,1988888,1988888,2.54,1.68,153.015,"October 31, 25",0.0168,1,1,2025-10-31,2025-11-17,2025-10-16
2025-10-30,150.97,154.07,150,151.52,150.52,1269253,1269253,0.55,0.36431,151.64,"October 30, 25",0.0036431,,,,,
2025-10-29,152.37,153.04,150.01,151.38,150.38,1170626,1170626,-0.99,-0.64973,151.7,"October 29, 25",-0.0064973,,,,,
2025-10-28,152.95,153.57,150.3,152.54,151.53,978823,978823,-0.41,-0.26806,152.34,"October 28, 25",-0.0026806,,,,,
2025-10-27,154.89,155.16,153.09,153.98,152.96,1218538,1218538,-0.91,-0.58751,154.28,"October 27, 25",-0.0058751,,,,,
2025-10-24,157.5,158.42,152.75,153.77,152.76,1210239,1210239,-3.73,-2.37,155.61,"October 24, 25",-0.0237,,,,,
2025-10-23,157.62,157.96,154.42,156.8,155.77,1435742,1435742,-0.82,-0.52024,156.7,"October 23, 25",-0.0052024,,,,,
2025-10-22,152.97,155.72,151.77,154.46,153.44,1582263,1582263,1.49,0.97405,153.73,"October 22, 25",0.0097405,,,,,
2025-10-21,151.74,152.05,149.21,151.41,150.41,1100552,1100552,-0.33,-0.21748,151.1025,"October 21, 25",-0.0021748,,,,,
2025-10-20,150.1,151.55,149.01,150.94,149.94,1057711,1057711,0.84,0.55963,150.4,"October 20, 25",0.0055963,,,,,
2025-10-17,145.95,148.69,144.14,148.67,147.69,1787200,1787200,2.72,1.86,146.8625,"October 17, 25",0.0186,,,,,
2025-10-16,151.87,152.76,145.86,146.3,145.33,1797149,1797149,-5.57,-3.67,149.1975,"October 16, 25",-0.0367,,,,,
2025-10-15,151.67,153.75,149.29,151.06,150.06,1255033,1255033,-0.61,-0.40219,151.4425,"October 15, 25",-0.0040219,,,,,
2025-10-14,148.97,151.63,147.31,150.38,149.39,1697731,1697731,1.41,0.9465,149.5725,"October 14, 25",0.009465,,,,,
2025-10-13,153.94,154.96,151.61,151.77,150.77,1129025,1129025,-2.17,-1.41,153.07,"October 13, 25",-0.0141,,,,,
2025-10-10,159.5,161,152.33,152.41,151.4,1870207,1870207,-7.09,-4.45,156.31,"October 10, 25",-0.0445,,,,,
2025-10-09,168.35,169.53,160.02,161.3,160.24,1371000,1371000,-7.05,-4.19,164.8,"October 09, 25",-0.0419,,,,,
2025-10-08,166.19,169.3,162.26,168.49,167.38,2009900,2009900,2.3,1.38,166.56,"October 08, 25",0.0138,,,,,
2025-10-07,163.47,166.65,162.73,166.44,165.34,1821100,1821100,2.97,1.82,164.8225,"October 07, 25",0.0182,,,,,
2025-10-06,163.6,163.97,160.77,162.6,161.53,1233500,1233500,-1,-0.61125,162.735,"October 06, 25",-0.0061125,,,,,
2025-10-03,163.25,164.47,161.26,162.3,161.23,1221017,1221017,-0.95,-0.58193,162.82,"October 03, 25",-0.0058193,,,,,
2025-10-02,167.38,170.4,162.38,162.65,161.58,1628220,1628220,-4.73,-2.83,165.7025,"October 02, 25",-0.0283,,,,,
2025-10-01,165.78,171.42,165.29,168.07,166.96,1711848,1711848,2.29,1.38,167.64,"October 01, 25",0.0138,,,,,
2025-09-30,167.39,172.21,165.92,167.54,166.43,1670204,1670204,0.15,0.08961109,168.265,"September 30, 25",0.0008961109,,,,,
2025-09-29,173.16,173.24,166.74,169.09,167.97,1194400,1194400,-4.07,-2.35,170.5575,"September 29, 25",-0.0235,,,,,
2025-09-26,172.55,175.78,172.55,174.19,173.04,1023342,1023342,1.64,0.95045,173.7675,"September 26, 25",0.0095045,,,,,
2025-09-25,171.42,172.46,169.78,171.74,170.61,1011956,1011956,0.32,0.18668,171.35,"September 25, 25",0.0018668,,,,,
2025-09-24,170.28,174.13,170.19,172.19,171.05,1164107,1164107,1.91,1.12,171.6975,"September 24, 25",0.0112,,,,,
2025-09-23,165.58,172.61,165.58,170.14,169.02,1721900,1721900,4.56,2.75,168.4775,"September 23, 25",0.0275,,,,,
2025-09-22,162.96,167.91,161.54,165.22,164.13,1586671,1586671,2.26,1.39,164.4075,"September 22, 25",0.0139,,,,,
2025-09-19,170.15,170.49,163.72,164.43,163.34,3499318,3499318,-5.72,-3.36,167.1975,"September 19, 25",-0.0336,,,,,
2025-09-18,168.29,171.21,167.18,170.12,169,2164700,2164700,1.83,1.09,169.2,"September 18, 25",0.0109,,,,,
2025-09-17,162.73,168.21,162.73,166.52,165.42,1856044,1856044,3.79,2.33,165.0475,"September 17, 25",0.0233,,,,,
2025-09-16,164.29,164.67,162.29,162.94,161.86,1463017,1463017,-1.35,-0.82172,163.5475,"September 16, 25",-0.0082172,,,,,
2025-09-15,166.95,168.14,163.07,163.33,162.25,1075139,1075139,-3.62,-2.17,165.3725,"September 15, 25",-0.0217,,,,,
2025-09-12,165.87,168.07,164.99,166.38,165.28,1008956,1008956,0.51,0.30747,166.3275,"September 12, 25",0.0030747,,,,,
2025-09-11,162.5,165.81,161.82,165.24,164.15,953945,953945,2.74,1.69,163.8425,"September 11, 25",0.0169,,,,,
2025-09-10,161.37,165.32,160.86,163.41,162.33,1230939,1230939,2.04,1.26,162.74,"September 10, 25",0.0126,,,,,
2025-09-09,161.44,162.96,160.7,161.28,160.22,1223981,1223981,-0.16,-0.09910803,161.595,"September 09, 25",-0.0009910803,,,,,
2025-09-08,163.52,164.44,159.1,160.52,159.46,1783700,1783700,-3,-1.83,161.895,"September 08, 25",-0.0183,,,,,
2025-09-05,165.6,165.84,157.8,162.35,161.28,1636800,1636800,-3.25,-1.96,162.8975,"September 05, 25",-0.0196,,,,,
2025-09-04,163.97,166.76,163.02,166.54,165.44,1139800,1139800,2.57,1.57,165.0725,"September 04, 25",0.0157,,,,,
2025-09-03,166.01,166.74,162.78,163.55,162.47,1111582,1111582,-2.46,-1.48,164.77,"September 03, 25",-0.0148,,,,,
2025-09-02,166.76,167.67,165.11,166.72,165.62,1221848,1221848,-0.04,-0.02398657,166.565,"September 02, 25",-0.0002398657,,,,,
2025-08-29,167.02,168.79,166.84,167.76,166.65,986228,986228,0.74,0.44306,167.6025,"August 29, 25",0.0044306,,,,,
2025-08-28,165.84,167.17,164.24,166.96,165.86,1018500,1018500,1.12,0.67535,166.0525,"August 28, 25",0.0067535,,,,,
2025-08-27,161.81,166.48,160.87,165.17,164.08,1276842,1276842,3.36,2.08,163.5825,"August 27, 25",0.0208,,,,,
2025-08-26,161.47,163.13,160.95,163.08,162,1918939,1918939,1.61,0.99709,162.1575,"August 26, 25",0.0099709,,,,,
2025-08-25,162.41,164,160.58,161.18,160.12,921500,921500,-1.23,-0.75734,162.0425,"August 25, 25",-0.0075734,,,,,
2025-08-22,162.61,164.96,161.76,163.26,162.18,1000400,1000400,0.65,0.39973,163.1475,"August 22, 25",0.0039973,,,,,
2025-08-21,162.55,163.8,161.76,162.1,161.03,1578700,1578700,-0.45,-0.27684,162.5525,"August 21, 25",-0.0027684,,,,,
2025-08-20,160.75,163.31,159.36,162.87,161.8,1722300,1722300,2.12,1.32,161.5725,"August 20, 25",0.0132,,,,,
2025-08-19,160.28,162.57,159.09,160.77,159.71,1606222,1606222,0.49,0.30571,160.6775,"August 19, 25",0.0030571,,,,,
2025-08-18,162.21,162.57,160.51,161.05,159.99,1080000,1080000,-1.16,-0.71512,161.585,"August 18, 25",-0.0071512,,,,,
2025-08-15,166.03,166.58,163.12,163.19,162.11,1525100,1525100,-2.84,-1.71,164.73,"August 15, 25",-0.0171,,,,,
2025-08-14,166.98,167.31,163.17,165.51,164.42,1439103,1439103,-1.47,-0.88034,165.7425,"August 14, 25",-0.0088034,,,,,
2025-08-13,167.88,168.6,163.47,166.74,165.64,1787749,1787749,-1.14,-0.67906,166.6725,"August 13, 25",-0.0067906,,,,,
2025-08-12,165.61,168.64,164.53,168.04,166.93,1597732,1597732,2.43,1.47,166.705,"August 12, 25",0.0147,,,,,
2025-08-11,165.11,168.61,164.48,166.11,165.01,1879600,1879600,1,0.60566,166.0775,"August 11, 25",0.0060566,,,,,
2025-08-08,168.38,170.62,164.37,165.09,164,2023121,2023121,-3.29,-1.95,167.115,"August 08, 25",-0.0195,,,,,
2025-08-07,166.34,169.49,163.54,166.89,165.79,2036611,2036611,0.55,0.33065,166.565,"August 07, 25",0.0033065,,,,,
2025-08-06,165.4,166,162.86,163.05,161.97,1696800,1696800,-2.35,-1.42,164.3275,"August 06, 25",-0.0142,,,,,
2025-08-05,165.25,165.25,160.55,163.63,162.55,2049400,2049400,-1.62,-0.98033,163.67,"August 05, 25",-0.0098033,,,,,
2025-08-04,163.52,166.11,163.52,164.82,163.73,1240615,1240615,1.3,0.79501,164.4925,"August 04, 25",0.0079501,,,,,
2025-08-01,163.67,165.46,160.58,162.92,161.84,1760900,1760900,-0.75,-0.45824,163.1575,"August 01, 25",-0.0045824,,,,,
2025-07-31,165.83,169.2,165.49,166.41,165.31,1572000,1572000,0.58,0.34976,166.7325,"July 31, 25",0.0034976,1,1,2025-07-31,2025-08-15,2025-07-10
2025-07-30,168.55,169.41,166.74,167.37,165.27,1426021,1426021,-1.18,-0.70009,168.0175,"July 30, 25",-0.0070009,,,,,
2025-07-29,168.36,169.65,166.59,169.56,167.43,1123000,1123000,1.2,0.71276,168.54,"July 29, 25",0.0071276,,,,,
2025-07-28,167.27,168.68,165.99,167.32,165.22,1005100,1005100,0.05,0.02989179,167.315,"July 28, 25",0.0002989179,,,,,
2025-07-25,166.52,166.52,165.28,165.6,163.52,1281232,1281232,-0.92,-0.55249,165.98,"July 25, 25",-0.0055249,,,,,
2025-07-24,165.07,167.05,164.23,165.64,163.56,1448405,1448405,0.57,0.34531,165.4975,"July 24, 25",0.0034531,,,,,
2025-07-23,162.24,165.22,161.34,164.92,162.85,1462318,1462318,2.68,1.65,163.43,"July 23, 25",0.0165,,,,,
2025-07-22,163.35,164.37,161.47,162.53,160.49,1650200,1650200,-0.82,-0.50199,162.93,"July 22, 25",-0.0050199,,,,,
2025-07-21,170.27,171.09,162.8,163.3,161.25,1424285,1424285,-6.97,-4.09,166.865,"July 21, 25",-0.0409,,,,,
2025-07-18,167.74,172.7,167.51,171.11,168.96,1441900,1441900,3.37,2.01,169.765,"July 18, 25",0.0201,,,,,
2025-07-17,164.93,166.97,163.23,166.48,164.39,1451700,1451700,1.55,0.93979,165.4025,"July 17, 25",0.0093979,,,,,
2025-07-16,169.2,169.42,163.8,165.99,163.91,1356217,1356217,-3.21,-1.9,167.1025,"July 16, 25",-0.019,,,,,
2025-07-15,172.8,172.8,168.02,169.31,167.19,897183,897183,-3.49,-2.02,170.7325,"July 15, 25",-0.0202,,,,,
2025-07-14,171.44,173.02,170.46,172.46,170.3,935000,935000,1.02,0.59496,171.845,"July 14, 25",0.0059496,,,,,
2025-07-11,170.55,172.58,170.39,171.9,169.74,801427,801427,1.35,0.79156,171.355,"July 11, 25",0.0079156,,,,,
2025-07-10,169.41,171.12,168.01,170.74,168.6,1128200,1128200,1.33,0.78508,169.82,"July 10, 25",0.0078508,,,,,
2025-07-09,174.96,174.96,170.63,170.69,168.55,1202148,1202148,-4.27,-2.44,172.81,"July 09, 25",-0.0244,,,,,
2025-07-08,171.87,174.95,171,174.4,172.21,1720039,1720039,2.53,1.47,173.055,"July 08, 25",0.0147,,,,,
2025-07-07,171.32,172.72,169.43,172.46,170.3,1368700,1368700,1.14,0.66542,171.4825,"July 07, 25",0.0066542,,,,,
2025-07-03,174.29,175.17,172.76,173.52,171.34,760700,760700,-0.77,-0.44179,173.935,"July 03, 25",-0.0044179,,,,,
2025-07-02,173.3,174.8,169.99,173.78,171.6,1319000,1319000,0.48,0.27698,172.9675,"July 02, 25",0.0027698,,,,,
2025-07-01,174.71,174.75,169.95,171.97,169.81,1830427,1830427,-2.74,-1.57,172.845,"July 01, 25",-0.0157,,,,,
2025-06-30,174.51,176.09,173.11,174.08,171.9,2119713,2119713,-0.43,-0.2464,174.4475,"June 30, 25",-0.002464,,,,,
2025-06-27,175.2,176.54,173.09,174.38,172.19,2892018,2892018,-0.82,-0.46804,174.8025,"June 27, 25",-0.0046804,,,,,
2025-06-26,170.74,176.33,170.46,175.84,173.63,1494100,1494100,5.1,2.99,173.3425,"June 26, 25",0.0299,,,,,
2025-06-25,168.42,172.55,166.17,170.49,168.35,1980200,1980200,2.07,1.23,169.4075,"June 25, 25",0.0123,,,,,
2025-06-24,163.64,168.23,162,167.73,165.62,2041446,2041446,4.09,2.5,165.4,"June 24, 25",0.025,,,,,
2025-06-23,172.12,172.73,164.15,164.73,162.66,1891334,1891334,-7.39,-4.29,168.4325,"June 23, 25",-0.0429,,,,,
2025-06-20,169.47,171.8,169.47,170.66,168.52,2211463,2211463,1.19,0.70219,170.35,"June 20, 25",0.0070219,,,,,
2025-06-18,170.23,171.28,167.83,169.32,167.2,1677700,1677700,-0.91,-0.53457,169.665,"June 18, 25",-0.0053457,,,,,
2025-06-17,172.85,173.74,169.63,169.65,167.52,1296300,1296300,-3.2,-1.85,171.4675,"June 17, 25",-0.0185,,,,,
2025-06-16,173.59,177.65,170.51,171.5,169.35,2265200,2265200,-2.09,-1.2,173.3125,"June 16, 25",-0.012,,,,,
2025-06-13,173.92,175.99,171.01,174.81,172.62,2706601,2706601,0.895,0.51173,173.9325,"June 13, 25",0.0051173,,,,,
2025-06-12,168.03,170.27,167.59,169.14,167.02,1457800,1457800,1.11,0.6606,168.7575,"June 12, 25",0.006606,,,,,
2025-06-11,167.94,170.04,166.64,169.78,167.65,2018820,2018820,1.84,1.1,168.6,"June 11, 25",0.011,,,,,
2025-06-10,163.82,166.22,163.43,165.13,163.06,1589833,1589833,1.31,0.79966,164.65,"June 10, 25",0.0079966,,,,,
2025-06-09,168.09,169.37,162.73,162.8,160.76,1921629,1921629,-5.29,-3.15,165.7475,"June 09, 25",-0.0315,,,,,
2025-06-06,165.94,167.84,165.19,167.1,165,1921514,1921514,1.16,0.69905,166.5175,"June 06, 25",0.0069905,,,,,
2025-06-05,161.64,164.98,160.04,164.13,162.07,1903618,1903618,2.49,1.54,162.6975,"June 05, 25",0.0154,,,,,
2025-06-04,164.13,166.61,158.65,160.68,158.66,2487505,2487505,-3.45,-2.1,162.5175,"June 04, 25",-0.021,,,,,
2025-06-03,162.75,166.35,161.98,164.93,162.86,1979808,1979808,2.18,1.34,164.0025,"June 03, 25",0.0134,,,,,
2025-06-02,162.1,162.62,158.15,162.35,160.31,1815708,1815708,0.25,0.15423,161.305,"June 02, 25",0.0015423,,,,,
2025-05-30,157.47,158.96,155.45,157.93,155.95,4020400,4020400,0.46,0.29212,157.4525,"May 30, 25",0.0029212,,,,,
2025-05-29,158.69,159.34,156.17,158.49,156.5,1663708,1663708,-0.2,-0.12603,158.1725,"May 29, 25",-0.0012603,,,,,
2025-05-28,162.44,163.38,159.01,159.34,157.34,1287697,1287697,-3.1,-1.91,161.0425,"May 28, 25",-0.0191,,,,,
2025-05-27,162.34,162.66,160.09,161.46,159.43,1510846,1510846,-0.88,-0.54207,161.6375,"May 27, 25",-0.0054207,,,,,
2025-05-23,157.66,161.01,157.66,160.46,158.45,1475544,1475544,2.8,1.78,159.1975,"May 23, 25",0.0178,,,,,
2025-05-22,159.68,160.09,157.2,159.09,157.09,1340800,1340800,-0.59,-0.36949,159.015,"May 22, 25",-0.0036949,,,,,
2025-05-21,161.38,161.47,159.01,160.37,158.36,2399800,2399800,-1.01,-0.62585,160.5575,"May 21, 25",-0.0062585,,,,,
2025-05-20,165.55,165.64,161.54,161.93,159.9,2133632,2133632,-3.62,-2.19,163.665,"May 20, 25",-0.0219,,,,,
2025-05-19,163.41,165.63,162.99,164.63,162.56,1202743,1202743,1.22,0.74659,164.165,"May 19, 25",0.0074659,,,,,
2025-05-16,166.69,167.94,164.07,165.69,163.61,2084977,2084977,-1,-0.59992,166.0975,"May 16, 25",-0.0059992,,,,,
2025-05-15,164.81,166.7,164.22,166.45,164.36,1905321,1905321,1.64,0.99509,165.545,"May 15, 25",0.0099509,,,,,
2025-05-14,168.85,169.78,167.24,168.58,166.46,1810108,1810108,-0.27,-0.15991,168.6125,"May 14, 25",-0.0015991,,,,,
2025-05-13,166.8,173.62,166.8,169.5,167.37,2111443,2111443,2.7,1.62,169.18,"May 13, 25",0.0162,,,,,
2025-05-12,166.11,170.86,163.81,166.19,164.1,2520115,2520115,0.08,0.04816086,166.7425,"May 12, 25",0.0004816086,,,,,
2025-05-09,161.03,162.25,158.49,159.56,157.56,1653500,1653500,-1.47,-0.91287,160.3325,"May 09, 25",-0.0091287,,,,,
2025-05-08,159.99,163.29,158.25,160.05,158.04,2755454,2755454,0.06,0.03750234,160.395,"May 08, 25",0.0003750234,,,,,
2025-05-07,158.26,160.51,156.88,158.89,156.9,2235951,2235951,0.63,0.39808,158.635,"May 07, 25",0.0039808,,,,,
2025-05-06,157.48,158.55,154.45,157.32,155.35,2927319,2927319,-0.16,-0.1016,156.95,"May 06, 25",-0.001016,,,,,
2025-05-05,159.65,159.92,154.74,158.25,156.26,3276107,3276107,-1.4,-0.87692,158.14,"May 05, 25",-0.0087692,,,,,
2025-05-02,163.86,166.67,159.63,161.87,159.84,3157523,3157523,-1.99,-1.21,163.0075,"May 02, 25",-0.0121,,,,,
2025-05-01,169,170.93,160.55,162.34,160.3,3153200,3153200,-6.66,-3.94,165.705,"May 01, 25",-0.0394,,,,,
2025-04-30,171.9,172.98,167.85,170.9,168.76,3170450,3170450,-1,-0.58173,170.9075,"April 30, 25",-0.0058173,1,1,2025-04-30,2025-05-15,2025-04-10
2025-04-29,176.98,179.2,175.15,178.11,174.89,1810011,1810011,1.13,0.63849,177.36,"April 29, 25",0.0063849,,,,,
2025-04-28,178.23,179.85,176.28,179.25,176.01,1363200,1363200,1.02,0.57229,178.4025,"April 28, 25",0.0057229,,,,,
2025-04-25,175.8,179.21,175.35,177.62,174.41,1591367,1591367,1.82,1.04,176.995,"April 25, 25",0.0104,,,,,
2025-04-24,172.64,178.61,172.36,177,173.8,1330729,1330729,4.36,2.53,175.1525,"April 24, 25",0.0253,,,,,
2025-04-23,175.55,178.28,170.57,172.32,169.2,2833800,2833800,-3.23,-1.84,174.18,"April 23, 25",-0.0184,,,,,
2025-04-22,168.11,172.47,167.35,170.9,167.81,1750900,1750900,2.79,1.66,169.7075,"April 22, 25",0.0166,,,,,
2025-04-21,171.74,172.25,162.14,164.54,161.57,2009200,2009200,-7.2,-4.19,167.6675,"April 21, 25",-0.0419,,,,,
2025-04-17,175.65,178.68,174.19,174.57,171.41,1975800,1975800,-1.08,-0.61486,175.7725,"April 17, 25",-0.0061486,,,,,
2025-04-16,168.05,174.59,167.22,172.68,169.56,2711423,2711423,4.63,2.76,170.635,"April 16, 25",0.0276,,,,,
2025-04-15,165.53,171.23,163.79,168.04,165,1387400,1387400,2.51,1.52,167.1475,"April 15, 25",0.0152,,,,,
2025-04-14,168.47,168.47,163.64,164.73,161.75,2482400,2482400,-3.74,-2.22,166.3275,"April 14, 25",-0.0222,,,,,
2025-04-11,164.05,164.52,158.3,163.56,160.6,2758749,2758749,-0.49,-0.29869,162.6075,"April 11, 25",-0.0029869,,,,,
2025-04-10,169.39,169.56,159.56,162.43,159.49,3555500,3555500,-6.96,-4.11,165.235,"April 10, 25",-0.0411,,,,,
2025-04-09,157.3,176.39,154.15,173.65,170.51,5629074,5629074,16.35,10.39,165.3725,"April 09, 25",0.1039,,,,,
2025-04-08,174.09,175,157.79,160.57,157.67,3564138,3564138,-13.52,-7.77,166.8625,"April 08, 25",-0.0777,,,,,
2025-04-07,156.72,173.15,150,165.28,162.29,4884688,4884688,8.56,5.46,161.2875,"April 07, 25",0.0546,,,,,
2025-04-04,174.18,174.9,158.46,161.19,158.28,7805936,7805936,-12.99,-7.46,167.1825,"April 04, 25",-0.0746,,,,,
2025-04-03,192.74,196.33,180.01,180.72,177.45,4023423,4023423,-12.02,-6.24,187.45,"April 03, 25",-0.0624,,,,,
2025-04-02,200.02,206.09,199.12,205.72,202,972382,972382,5.7,2.85,202.7375,"April 02, 25",0.0285,,,,,
2025-04-01,198.27,203.62,196.09,203.07,199.4,1476145,1476145,4.8,2.42,200.2625,"April 01, 25",0.0242,,,,,
2025-03-31,196.63,201.54,194.36,200.47,196.85,1734801,1734801,3.84,1.95,198.25,"March 31, 25",0.0195,,,,,
2025-03-28,198.25,199.62,195.98,197.82,194.24,1307042,1307042,-0.43,-0.2169,197.9175,"March 28, 25",-0.002169,,,,,
2025-03-27,201.88,202.22,198.01,199.01,195.41,1267514,1267514,-2.87,-1.42,200.28,"March 27, 25",-0.0142,,,,,
2025-03-26,207,207.92,200.88,202.04,198.39,1281337,1281337,-4.96,-2.4,204.46,"March 26, 25",-0.024,,,,,
2025-03-25,205.97,208.1,204.39,205.57,201.85,1428310,1428310,-0.4,-0.1942,206.0075,"March 25, 25",-0.001942,,,,,
2025-03-24,200.37,205.74,200,204.96,201.25,1259542,1259542,4.59,2.29,202.7675,"March 24, 25",0.0229,,,,,
2025-03-21,198.57,198.94,196.36,197.4,193.83,2054811,2054811,-1.17,-0.58921,197.8175,"March 21, 25",-0.0058921,,,,,
2025-03-20,198.27,199.87,197,199.52,195.91,1321139,1321139,1.25,0.63045,198.665,"March 20, 25",0.0063045,,,,,
2025-03-19,195.28,199.99,194.41,198.96,195.36,1026100,1026100,3.68,1.88,197.16,"March 19, 25",0.0188,,,,,
2025-03-18,197.71,198.27,193.32,194.27,190.76,1201909,1201909,-3.44,-1.74,195.8925,"March 18, 25",-0.0174,,,,,
2025-03-17,189.45,197.73,189.45,196.6,193.05,1472541,1472541,7.15,3.77,193.3075,"March 17, 25",0.0377,,,,,
2025-03-14,186.68,191.35,183.76,190.3,186.86,1728525,1728525,3.62,1.94,188.0225,"March 14, 25",0.0194,,,,,
2025-03-13,187.61,188.66,181.72,182.86,179.55,1552913,1552913,-4.75,-2.53,185.2125,"March 13, 25",-0.0253,,,,,
