holder,shares,dateReported,change
VANGUARD GROUP INC,41185295,2025-09-30,-523410
"BlackRock, Inc.",29527917,2025-09-30,916447
BAILLIE GIFFORD & CO,21846666,2025-09-30,-247458
STATE STREET CORP,17108595,2025-09-30,-162036
FMR LLC,12304297,2025-09-30,-7341167
MORGAN STANLEY,9962232,2025-09-30,1858694
"GEODE CAPITAL MANAGEMENT, LLC",9249352,2025-09-30,372072
Invesco Ltd.,8216163,2025-09-30,1115131
Theleme Partners LLP,8068810,2025-09-30,200000
"TWO SIGMA INVESTMENTS, LP",7529981,2025-09-30,570773
"TWO SIGMA ADVISERS, LP",6772900,2025-09-30,-1042800
"D. E. Shaw & Co., Inc.",6146374,2025-09-30,-1317181
UBS Group AG,4801547,2025-09-30,859315
Flagship Pioneering Inc.,4632149,2025-09-30,0
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,4312432,2025-09-30,1272315
GOLDMAN SACHS GROUP INC,3179749,2025-09-30,-223490
BANQUE PICTET & CIE SA,3130724,2025-09-30,-2250
NORTHERN TRUST CORP,2905509,2025-09-30,-184772
"FEDERATED HERMES, INC.",2779001,2025-09-30,-90270
NATIONAL BANK OF CANADA /FI/,2704838,2025-09-30,2112644
"Merck & Co., Inc.",2308190,2025-09-30,0
CITIGROUP INC,2082040,2025-09-30,-361604
BARCLAYS PLC,2015828,2025-09-30,-171399
CITADEL ADVISORS LLC,1987731,2025-09-30,153023
UBS ASSET MANAGEMENT AMERICAS INC,1960968,2025-09-30,-1062259
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",1958694,2025-09-30,-890418
Bank of New York Mellon Corp,1762690,2025-09-30,150731
ROYAL BANK OF CANADA,1657565,2025-09-30,-1212848
BANK OF AMERICA CORP /DE/,1647071,2025-09-30,-132238
"JACOBS LEVY EQUITY MANAGEMENT, INC",1449931,2025-09-30,103981
JPMORGAN CHASE & CO,1387041,2025-09-30,-874752
"JANE STREET GROUP, LLC",1379192,2025-09-30,-2402567
DEUTSCHE BANK AG\,1262887,2025-09-30,63654
Man Group plc,1191843,2025-09-30,1043871
CAPITAL FUND MANAGEMENT S.A.,1175765,2025-09-30,-221712
MILLENNIUM MANAGEMENT LLC,1167460,2025-09-30,297968
Squarepoint Ops LLC,1162268,2025-09-30,1053486
"Douglas Lane & Associates, LLC",1128434,2025-09-30,198269
"Nuveen, LLC",1102169,2025-09-30,163719
"BNP PARIBAS ARBITRAGE, SNC",1093499,2025-09-30,-131636
FIRST TRUST ADVISORS LP,1032532,2025-09-30,-200420
Amundi,1016055,2025-09-30,106626
Legal & General Group Plc,1001259,2025-09-30,-424905
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",969402,2025-09-30,-2434032
"LETKO, BROSSEAU & ASSOCIATES INC",913390,2025-09-30,-4800
DIMENSIONAL FUND ADVISORS LP,801639,2025-09-30,-307828
HSBC HOLDINGS PLC,745447,2025-09-30,164297
"Sessa Capital IM, L.P.",743081,2025-09-30,0
Pictet Asset Management Holding SA,734489,2025-09-30,51990
Swiss National Bank,674900,2025-09-30,11200
RHUMBLINE ADVISERS,662086,2025-09-30,39229
TB Alternative Assets Ltd.,658881,2025-09-30,-602072
BALYASNY ASSET MANAGEMENT L.P.,627485,2025-09-30,627485
HRT FINANCIAL LP,531782,2025-09-30,531782
"Telemark Asset Management, LLC",500000,2025-09-30,500000
"Jump Financial, LLC",498460,2025-09-30,473788
PRICE T ROWE ASSOCIATES INC /MD/,482865,2025-09-30,-141294
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,465915,2025-09-30,20725
"MANUFACTURERS LIFE INSURANCE COMPANY, THE",455945,2025-09-30,64991
"IMC-Chicago, LLC",424687,2025-09-30,-13996
ALLIANCEBERNSTEIN L.P.,414658,2025-09-30,-13006
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",414215,2025-09-30,-1805
"CWM, LLC",390333,2025-09-30,130200
Walleye Trading LLC,383889,2025-09-30,120073
"Rafferty Asset Management, LLC",380932,2025-09-30,-13667
Exor Capital LLP,373095,2025-09-30,0
PRINCIPAL FINANCIAL GROUP INC,373054,2025-09-30,1442
