symbol,date,estimatedRevenueLow,estimatedRevenueHigh,estimatedRevenueAvg,estimatedEbitdaLow,estimatedEbitdaHigh,estimatedEbitdaAvg,estimatedEbitLow,estimatedEbitHigh,estimatedEbitAvg,estimatedNetIncomeLow,estimatedNetIncomeHigh,estimatedNetIncomeAvg,estimatedSgaExpenseLow,estimatedSgaExpenseHigh,estimatedSgaExpenseAvg,estimatedEpsAvg,estimatedEpsHigh,estimatedEpsLow,numberAnalystEstimatedRevenue,numberAnalystsEstimatedEps
LYV,2029-12-31,34999841835,36962954557,36067557258,-2809008516,-2659821298,-2740962586,-5769544338,-5463122245,-5629781852,920389529,988121051,957227422,11257053346,11888452332,11600464312,4.05,4.18071,3.89414,2,1
LYV,2028-12-31,32242719243,33329824532,32786271888,-2532907936,-2450293112,-2491600524,-5202449391,-5032763221,-5117606306,569900118,1193040988,1179806200,10370275736,10719923094,10545099415,3.8346,5.04772,2.41123,5,5
LYV,2027-12-31,30062907751,30365894754,30214401253,-2307663388,-2284637819,-2296150604,-4739809851,-4692516637,-4716163244,365658511,1035032285,897495160,9669179589,9766629768,9717904679,2.98522,4.37919,1.54709,18,14
LYV,2026-12-31,27289202465,28131338030,27559888897,-2137847719,-2073849427,-2094420306,-4391018088,-4259569222,-4301820643,304029610,772645613,622804590,8777068461,9047925828,8864129758,2.08909,3.26904,1.28634,17,12
LYV,2025-12-31,25032788163,25203420641,25123123005,-1915339941,-1902372686,-1909237703,-3933999719,-3907365711,-3921466068,-13695071,22530602,-315270,8051334434,8106215222,8080388969,0.026168,0.09532629,-0.05794343,16,11
LYV,2024-12-31,22967393198,23258373715,23087798930,-1767525638,-1745412504,-1754562767,-3630397515,-3584978392,-3603772512,172948541,335414852,254181696.5,7387038252,7480626767,7425764534,1.09761,1.41913,0.73174,14,5
LYV,2023-12-31,23108937002,24405098522,23813905000,-1854671262,-1756169159,-1809743370,-3809389690,-3607071952,-3717110345,253405279,272053487,255685000,7432563205,7849449643,7659303154,1.11506,1.15105,1.07215,13,1
LYV,2022-12-30,15652465039,16335351158,16003036661,977369128,1492302986,1234836057,601223278,963231482,782227381,44630845,238739124,141684985,2949325135,4423987704,3686656420,0.86775,0.89118,0.84304,6,4
LYV,2021-12-30,5542874049,5784698690,5667018990,375246644,744172685,559709665,-292211680,111898304,-90156688,-706294846,-375520340,-540907593,2256867109,3385300665,2821083887,-2.5762,-2.50283,-2.64575,6,3
LYV,2020-12-30,1809429163,1888370982,1849955337,-1089218008,-726145338,-907681673,-1773917342,-1182611561,-1478264452,-1869770768,-1246513846,-1558142307,581969504,607359684,595004000,-8.31817,-8.08128,-8.54272,11,3
LYV,2019-12-30,11246532450,11737196437,11498423454,622227802,933341703,777784753,251238860,465892763,358565812,45203839,208949847,127076843,2129694645,3194541968,2662118307,0.14652,0.15048,0.14235,6,4
LYV,2018-12-30,10333156083,10783971264,10564590000,440643379,660965071,550804225,137828925,296863096,217346011,-47095523,105004739,28954608,1874655721,2811983583,2343319653,-0.004558,-0.00442819,-0.00468105,6,5
LYV,2017-12-30,9639940366,10060511915,9855848182,375873752,623713352,499793552,-12478292,172506476,80014092,-88395424,65172445,-11611489,1821234169,2731851255,2276542712,-0.46145,-0.44831,-0.47391,6,5
LYV,2016-12-30,8065050879,8416913111,8245685556,356457974,534686961,445572468,86359915,202834252,144597084,-81130844,28801448,-26164698,1448161858,2172242787,1810202323,-0.22821,-0.22171,-0.23437,11,12
LYV,2015-12-30,7002383261,7307883405,7159217143,390337686,585506529,487922108,112057113,217108076,164582595,-37537362,51281448,6872043,1406774055,2110161081,1758467569,-0.065644,-0.06377455,-0.06741609,9,8
LYV,2014-12-30,6487404625,9731106938,8109255782,279129708,461415163,370272436,-105681847,40715316,-32483265,-195231395,-65996125,-130613761,1510153808,2265230711,1887692260,-0.455,-0.19,-0.72,13,13
LYV,2013-12-30,3974423197,5961634796,4968028997,350977633,526466450,438722042,68600968,182959121,125780045,-90837572,3208665,-43814454,1276782384,1915173576,1595977981,-0.31,-0.09,-0.53,12,12
LYV,2012-12-30,4512460324,6768690487,5640575406,320609354,480914030,400761692,-84069576,34810259,-24629659,-217511931,-105387098,-161449515,1313537590,1970306384,1641921987,-0.535,-0.31,-0.76,18,18
LYV,2010-12-30,2493075661,3739613493,3116344577,551848771,863229676,707539224,-103785428,140245627,18230100,-704572358,-431637869,-568105114,801851786,1202777680,1002314733,-0.375,-0.14,-0.61,16,16
LYV,2009-12-30,5069246795,7603870193,6336558494,275959112,452551428,364255270,-212005422,-62877298,-137441361,-215331638,-95597613,-155464626,1456744574,2185116858,1820930716,-0.405,0.19,-1,13,13
LYV,2007-12-30,2479597808,3719396713,3099497261,671394761,1044730143,858062452,294401075,544215113,419308094,-58651616,74408320,7878352,797516884,1196275326,996896105,0.675,1.01,0.34,15,15
