symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
TRGP,2024-12-31,178.5,220200000,39305700000,157300000,14265000000,53413400000
TRGP,2023-12-31,86.87,224600000,19511002000,141700000,13010400000,32379702000
TRGP,2022-12-31,73.5,227300000,16706550000,219000000,11565000000,28052550000
TRGP,2021-12-31,52.24,228600000,11942064000,158500000,6631700000,18415264000
TRGP,2020-12-31,26.38,232200000,6125436000,242800000,7801900000,13684536000
TRGP,2019-12-31,40.83,232500000,9492975000,331100000,7869600000,17031475000
TRGP,2018-12-31,36.02,224200000,8075684000,232100000,6660300000,14503884000
TRGP,2017-12-31,48.42,204516129,9902670966,137200000,5053000000,14818470966
TRGP,2016-12-31,56.07,184720525,10357279836,73500000,4881000000,15164779836
TRGP,2015-12-31,27.06,53500000,1447710000,140200000,5980800000,7288310000
TRGP,2014-12-31,106.05,42000000,4454100000,81000000,3068200000,7441300000
TRGP,2013-12-31,88.17,41600000,3667872000,66700000,2989300000,6590472000
TRGP,2012-12-31,52.84,41000000,2166440000,76300000,2475300000,4565440000
TRGP,2011-12-31,40.69,41000000,1668290000,145800000,1567000000,3089490000
TRGP,2010-12-31,26.81,41596174,1115193424,188400000,1534700000,2461493424
TRGP,2009-12-31,24.7,42300000,1044810000,252400000,1606000000,2398410000
TRGP,2008-12-31,24.7,42300000,1044810000,362800000,1989000000,2671010000
