symbol,date,analystRatingsbuy,analystRatingsHold,analystRatingsSell,analystRatingsStrongSell,analystRatingsStrongBuy
MAA,2026-01-01,8,13,1,1,3
MAA,2025-12-01,8,13,1,1,4
MAA,2025-11-01,8,12,1,1,4
MAA,2025-10-01,8,11,2,1,4
MAA,2025-09-01,8,11,2,1,4
MAA,2025-08-01,8,12,2,0,4
MAA,2025-07-01,8,12,2,0,5
MAA,2025-06-01,8,11,2,0,6
MAA,2025-05-01,9,10,2,0,6
MAA,2025-04-01,9,10,2,0,6
MAA,2025-03-01,9,11,2,0,5
MAA,2025-02-01,8,12,2,0,5
MAA,2025-01-01,8,12,2,0,4
MAA,2024-12-01,8,13,2,0,3
MAA,2024-11-01,7,12,2,0,5
MAA,2024-10-01,7,13,2,1,5
MAA,2024-09-01,7,13,2,1,5
MAA,2024-08-01,7,14,2,1,5
MAA,2024-07-01,4,14,2,1,3
MAA,2024-06-01,4,14,2,1,3
MAA,2024-05-01,4,11,0,0,1
MAA,2024-04-01,4,11,0,0,1
MAA,2024-03-01,4,11,0,0,1
MAA,2024-02-01,4,11,0,0,1
MAA,2024-01-01,4,14,2,1,2
MAA,2023-12-01,4,11,0,0,1
MAA,2023-11-01,4,11,0,0,1
MAA,2023-10-01,4,11,0,0,1
MAA,2023-09-01,4,11,0,0,1
MAA,2023-08-01,4,11,0,0,1
MAA,2023-07-01,4,11,0,0,1
MAA,2023-06-01,4,11,0,0,1
MAA,2023-05-01,4,11,0,0,1
MAA,2023-04-01,4,11,0,0,1
MAA,2023-03-01,4,11,0,0,1
MAA,2023-02-01,4,11,0,0,1
MAA,2023-01-01,7,7,0,0,5
MAA,2022-12-01,7,7,0,0,5
MAA,2022-11-01,7,7,0,0,5
MAA,2022-10-01,7,7,0,0,5
MAA,2022-09-01,7,11,0,0,2
MAA,2022-08-01,7,7,0,0,5
MAA,2022-07-01,7,11,0,0,2
MAA,2022-06-01,7,7,0,0,5
MAA,2022-05-01,7,11,0,0,1
MAA,2022-04-01,7,7,0,0,5
MAA,2022-03-01,7,7,0,0,5
MAA,2022-02-01,7,7,0,0,5
MAA,2022-01-01,7,7,0,0,5
MAA,2021-12-01,7,7,0,0,5
MAA,2021-11-01,7,7,0,0,5
MAA,2021-10-01,7,7,0,0,5
MAA,2021-09-01,7,7,0,0,5
MAA,2021-08-01,7,7,0,0,5
MAA,2021-07-01,7,7,0,0,5
MAA,2021-06-01,7,7,0,0,5
MAA,2021-05-01,7,7,0,0,5
MAA,2021-04-01,7,7,0,0,5
MAA,2021-03-01,7,7,0,0,5
MAA,2021-02-01,3,10,0,0,2
MAA,2021-01-01,3,10,0,0,2
MAA,2020-12-01,5,9,0,0,3
MAA,2020-07-01,9,8,0,0,6
MAA,2020-06-01,7,13,0,0,2
MAA,2020-05-01,7,13,0,0,2
MAA,2020-04-01,7,10,0,0,4
MAA,2020-03-01,7,10,0,0,4
MAA,2020-02-01,7,10,0,0,4
MAA,2020-01-01,7,10,0,0,4
MAA,2019-12-01,7,10,0,0,4
MAA,2019-11-01,7,10,0,0,4
MAA,2019-10-01,7,10,0,0,4
MAA,2019-09-01,7,10,0,0,4
MAA,2019-08-01,7,10,0,0,4
MAA,2019-07-01,7,10,0,0,4
MAA,2019-06-01,7,10,0,0,4
MAA,2019-05-01,7,10,0,0,4
MAA,2019-04-01,7,10,0,0,4
MAA,2019-03-01,7,10,0,0,4
MAA,2019-02-01,7,10,0,0,4
MAA,2019-01-01,7,10,0,0,4
