symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
UHS,2024-12-31,179.42,66554000,11941118680,125983000,4955429000,16770564680
UHS,2023-12-31,152.44,69321000,10567293240,119439000,5366628000,15814482240
UHS,2022-12-31,140.89,73118000,10301595019,102818000,5271278000,15470055019
UHS,2021-12-31,129.66,82519000,10699413540,115301000,4559396000,15143508540
UHS,2020-12-31,137.5,85061000,11695887500,1224490000,4194350000,14665747500
UHS,2019-12-31,143.46,88762000,12733796520,61268000,4310645000,16983173520
UHS,2018-12-31,116.56,93276000,10872250560,105220000,3998633000,14765663560
UHS,2017-12-31,113.35,95652000,10842154200,74423000,4040009000,14807740200
UHS,2016-12-31,106.38,97208000,10340987040,33747000,4136125000,14443365040
UHS,2015-12-31,119.49,98797000,11805253530,61228000,3431356000,15175381530
UHS,2014-12-31,111.26,98826000,10995380760,32069000,3278534000,14241845760
UHS,2013-12-31,81.26,98033000,7966161580,17238000,3309074000,11257997580
UHS,2012-12-31,48.35,96821000,4681295350,23471000,3730020000,8387844350
UHS,2011-12-31,38.86,97199000,3777153140,41229000,3653907000,7389831140
UHS,2010-12-31,43.42,96786000,4202448120,29474000,3915551000,8088525120
UHS,2009-12-31,30.5,97794000,2982717000,9180000,959002000,3932539000
UHS,2008-12-31,18.79,101222000,1901961380,5460000,999369000,2895870380
UHS,2007-12-31,25.6,106762000,2733107200,16354000,1011902000,3728655200
UHS,2006-12-31,27.71,109114000,3023548940,14939000,823301000,3831910940
UHS,2005-12-31,23.37,111316000,2601454920,7963000,642845000,3236336920
UHS,2004-12-31,22.25,115306000,2565558500,33125000,869197000,3401630500
UHS,2003-12-31,26.86,119376000,3206439360,34863000,879437000,4051013360
UHS,2002-12-31,22.55,119460000,2693823000,17750000,688767000,3364840000
UHS,2001-12-31,21.39,119748000,2561409720,22848000,721266000,3259827720
UHS,2000-12-31,27.94,120440000,3365093600,10545000,548753000,3903301600
UHS,1999-12-31,9,125668000,1131012000,6200000,422700000,1547512000
UHS,1998-12-31,12.97,130044000,1686670680,1300000,422300000,2107670680
UHS,1997-12-31,12.59,129423077,1629436539,300000,278200000,1907336539
UHS,1996-12-31,7.16,120000000,859200000,300000,282500000,1141400000
UHS,1995-12-31,5.55,112632000,625107600,0,244200000,869307600
UHS,1994-12-31,3.06,114352941,349919999,800000,92300000,441419999
UHS,1993-12-31,2.53,107865169,272898877,600000,79400000,351698877
UHS,1992-12-31,1.77,111111111,196666666,6700000,118700000,308666666
UHS,1991-12-31,1.72,111232877,191320548,22700000,179800000,348420548
UHS,1990-12-31,1.14,110476190,125942856,22900000,214000000,317042856
UHS,1989-12-31,1.17,116129032,135870967,21200000,219200000,333870967
UHS,1988-12-31,0.78125,116363636,90909090,14000000,242600000,319509090
UHS,1987-12-31,0.54688,120000000,65625600,12500000,260200000,313325600
UHS,1986-12-31,0.875,140000000,122500000,4700000,325300000,443100000
UHS,1985-12-31,1.81,140000000,253400000,32400000,375900000,596900000
