symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
BLDR,1.69113,1.82968,-4.89046,-18.60755,-16.20215,0,-28.16341,57.31469,163.55164,835.86762,577.65544
