symbol,1D,5D,1M,3M,6M,ytd,1Y,3Y,5Y,10Y,max
ALGN,1.43242,0.72874236,0.6710769,19.74351,-18.34855,1.43242,-27.69326,-28.00246,-70.88844,143.67206,837.86667
