date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,adjDividend,dividend,recordDate,declarationDate
2025-03-14,175.41,176.44,173.18,176.14,175.27,1336200,1336200,0.73,0.41617,175.2925,"March 14, 25",0.0041617,2025-03-31,0.31,0.31,2025-03-14,2025-02-07
2025-03-13,176.6,176.96,172.42,172.91,171.75,1721300,1721300,-3.69,-2.09,174.7225,"March 13, 25",-0.0209,,,,,
2025-03-12,180.91,181.65,176.62,177.21,176.02,943505,943505,-3.7,-2.05,179.0975,"March 12, 25",-0.0205,,,,,
2025-03-11,179.69,179.89,176.68,178.86,177.66,1238500,1238500,-0.83,-0.46191,178.78,"March 11, 25",-0.0046191,,,,,
2025-03-10,181.16,183.39,178.58,179.37,178.17,1814090,1814090,-1.79,-0.98808,180.625,"March 10, 25",-0.0098808,,,,,
2025-03-07,182.99,184.5,180.97,183.99,182.76,1773300,1773300,1,0.54648,183.1125,"March 07, 25",0.0054648,,,,,
2025-03-06,183.76,184.84,181.18,184.14,182.9,1436900,1436900,0.38,0.20679,183.48,"March 06, 25",0.0020679,,,,,
2025-03-05,183.81,185.75,183.02,185.04,183.8,2119208,2119208,1.23,0.66917,184.405,"March 05, 25",0.0066917,,,,,
2025-03-04,184.11,184.93,181.75,183.33,182.1,1605900,1605900,-0.78,-0.42366,183.53,"March 04, 25",-0.0042366,,,,,
2025-03-03,190.17,191.83,185.6,186.55,185.3,1108258,1108258,-3.62,-1.9,188.5375,"March 03, 25",-0.019,,,,,
2025-02-28,188.03,190.03,185.91,189.3,188.03,2096800,2096800,1.27,0.67542,188.3175,"February 28, 25",0.0067542,,,,,
2025-02-27,188.7,190.25,186.94,187.33,186.07,851400,851400,-1.37,-0.72602,188.305,"February 27, 25",-0.0072602,,,,,
2025-02-26,187.85,190.17,187.22,188.18,186.92,1180300,1180300,0.33,0.17567,188.355,"February 26, 25",0.0017567,,,,,
2025-02-25,185.38,187.89,184.77,186.95,185.7,1483200,1483200,1.57,0.84691,186.2475,"February 25, 25",0.0084691,,,,,
2025-02-24,186.11,187.82,184.51,185.78,184.53,1087547,1087547,-0.33,-0.17731,186.055,"February 24, 25",-0.0017731,,,,,
2025-02-21,188.4,189.19,184.46,186.19,184.94,1202713,1202713,-2.21,-1.17,187.06,"February 21, 25",-0.0117,,,,,
2025-02-20,188.86,189.29,187.51,188.78,187.51,1036217,1036217,-0.08,-0.04235942,188.61,"February 20, 25",-0.0004235942,,,,,
2025-02-19,183.8,188.9,183.16,188.86,187.59,1104200,1104200,5.06,2.75,186.18,"February 19, 25",0.0275,,,,,
2025-02-18,184.46,185.36,182.97,184.36,183.12,1104848,1104848,-0.1,-0.0542123,184.2875,"February 18, 25",-0.000542123,,,,,
2025-02-14,184.11,185,182.69,183.54,182.31,1041800,1041800,-0.57,-0.3096,183.835,"February 14, 25",-0.003096,,,,,
2025-02-13,185.58,186.22,183.74,184.43,183.19,855300,855300,-1.15,-0.61968,184.9925,"February 13, 25",-0.0061968,,,,,
2025-02-12,182.93,186.15,181.98,185.5,184.26,1394729,1394729,2.57,1.4,184.14,"February 12, 25",0.014,,,,,
2025-02-11,185.25,186.13,182.92,185.32,184.08,1139600,1139600,0.07,0.03778677,184.905,"February 11, 25",0.0003778677,,,,,
2025-02-10,185.61,186.53,182.96,185.97,184.72,1226437,1226437,0.36,0.19396,185.2675,"February 10, 25",0.0019396,,,,,
2025-02-07,184.94,186.4,182.9,184.51,183.27,1646800,1646800,-0.43,-0.23251,184.6875,"February 07, 25",-0.0023251,,,,,
2025-02-06,180.81,182.96,180.23,182.9,181.67,1226700,1226700,2.09,1.16,181.725,"February 06, 25",0.0116,,,,,
2025-02-05,182.3,182.45,178.69,180.23,179.02,2095315,2095315,-2.07,-1.14,180.9175,"February 05, 25",-0.0114,,,,,
2025-02-04,176,183.68,175.64,180.5,179.29,3000102,3000102,4.5,2.56,178.955,"February 04, 25",0.0256,,,,,
2025-02-03,180.61,184.97,180.07,184.13,182.89,2025706,2025706,3.52,1.95,182.445,"February 03, 25",0.0195,,,,,
2025-01-31,186.07,186.9,184.56,184.56,183.32,1117011,1117011,-1.51,-0.81152,185.5225,"January 31, 25",-0.0081152,,,,,
2025-01-30,183.46,186.94,182.95,186,184.75,1120413,1120413,2.54,1.38,184.8375,"January 30, 25",0.0138,,,,,
2025-01-29,183.37,184.41,182.1,182.52,181.3,765000,765000,-0.85,-0.46354,183.1,"January 29, 25",-0.0046354,,,,,
2025-01-28,183.93,184.49,181.69,182.89,181.66,1030039,1030039,-1.04,-0.56543,183.25,"January 28, 25",-0.0056543,,,,,
2025-01-27,186.12,187.98,183.92,184.95,183.71,1177125,1177125,-1.17,-0.62863,185.7425,"January 27, 25",-0.0062863,,,,,
2025-01-24,190.2,190.71,187.49,187.98,186.72,1314209,1314209,-2.22,-1.17,189.095,"January 24, 25",-0.0117,,,,,
2025-01-23,189.08,191.18,187.8,190.43,189.15,1487900,1487900,1.35,0.71398,189.6225,"January 23, 25",0.0071398,,,,,
2025-01-22,186.19,189,185,188.7,187.43,1832800,1832800,2.51,1.35,187.2225,"January 22, 25",0.0135,,,,,
2025-01-21,182.21,185.09,180.84,184.7,183.46,2766000,2766000,2.49,1.37,183.21,"January 21, 25",0.0137,,,,,
2025-01-17,184.5,184.5,180.08,180.73,179.52,2612900,2612900,-3.77,-2.04,182.4525,"January 17, 25",-0.0204,,,,,
2025-01-16,182,182.93,180.21,180.86,179.65,1698900,1698900,-1.14,-0.62637,181.5,"January 16, 25",-0.0062637,,,,,
2025-01-15,181.84,181.84,179.17,180.06,178.85,683213,683213,-1.78,-0.97888,180.7275,"January 15, 25",-0.0097888,,,,,
2025-01-14,177.9,180.47,177.02,179.15,177.95,735030,735030,1.25,0.70264,178.635,"January 14, 25",0.0070264,,,,,
2025-01-13,174.49,176.71,174.11,176.5,175.32,1007300,1007300,2.01,1.15,175.4525,"January 13, 25",0.0115,,,,,
2025-01-10,176.24,177.71,175.36,176.15,174.97,1430900,1430900,-0.09,-0.05106673,176.365,"January 10, 25",-0.0005106673,,,,,
2025-01-08,177.36,178.57,176.26,178.45,177.25,645500,645500,1.09,0.61457,177.66,"January 08, 25",0.0061457,,,,,
2025-01-07,179.76,180.62,177.97,178.69,177.49,480936,480936,-1.07,-0.59524,179.26,"January 07, 25",-0.0059524,,,,,
2025-01-06,180.5,181.67,178.82,179.43,178.23,1730800,1730800,-1.07,-0.5928,180.105,"January 06, 25",-0.005928,,,,,
2025-01-03,178.52,180.17,177.57,179.57,178.37,540500,540500,1.05,0.58817,178.9575,"January 03, 25",0.0058817,,,,,
2025-01-02,181.96,181.96,177.91,178.33,177.13,713800,713800,-3.63,-1.99,180.04,"January 02, 25",-0.0199,,,,,
2024-12-31,180.82,181.7,179.85,180.26,179.05,589400,589400,-0.56,-0.3097,180.6575,"December 31, 24",-0.003097,,,,,
2024-12-30,180.8,181.51,179.26,180.74,179.53,601800,601800,-0.06,-0.03318584,180.5775,"December 30, 24",-0.0003318584,,,,,
2024-12-27,182.48,183.84,181.44,182.45,181.23,524000,524000,-0.03,-0.01644016,182.5525,"December 27, 24",-0.0001644016,,,,,
2024-12-26,183.51,184.33,182.8,183.72,182.49,594611,594611,0.21,0.11444,183.59,"December 26, 24",0.0011444,,,,,
2024-12-24,181.77,184.05,181.15,184.05,182.82,348917,348917,2.28,1.25,182.755,"December 24, 24",0.0125,,,,,
2024-12-23,182.58,183.13,181.77,182.07,180.85,915500,915500,-0.51,-0.27933,182.3875,"December 23, 24",-0.0027933,,,,,
2024-12-20,182.12,184.45,181.39,183.36,182.13,2334800,2334800,1.24,0.68087,182.83,"December 20, 24",0.0068087,,,,,
2024-12-19,182.36,183.05,181.04,182.11,180.89,1423396,1423396,-0.25,-0.13709,182.14,"December 19, 24",-0.0013709,,,,,
2024-12-18,187.28,187.76,180.63,180.76,179.55,962569,962569,-6.52,-3.48,184.1075,"December 18, 24",-0.0348,,,,,
2024-12-17,189.78,190.44,186.32,186.71,185.46,1217235,1217235,-3.07,-1.62,188.3125,"December 17, 24",-0.0162,,,,,
2024-12-16,190.46,191.06,189.07,189.38,188.11,1122445,1122445,-1.08,-0.56705,189.9925,"December 16, 24",-0.0056705,,,,,
2024-12-13,188.8,189.6,187.2,187.38,186.12,827104,827104,-1.42,-0.75212,188.245,"December 13, 24",-0.0075212,,,,,
2024-12-12,189.02,189.92,188.25,188.45,187.19,774316,774316,-0.57,-0.30156,188.91,"December 12, 24",-0.0030156,,,,,
2024-12-11,190.42,190.97,188.25,188.66,187.39,662600,662600,-1.76,-0.92427,189.575,"December 11, 24",-0.0092427,,,,,
2024-12-10,190.01,190.83,187.63,188.6,187.33,1044300,1044300,-1.41,-0.74207,189.2675,"December 10, 24",-0.0074207,,,,,
2024-12-09,191.4,192.61,189.51,189.89,188.62,1027948,1027948,-1.51,-0.78892,190.8525,"December 09, 24",-0.0078892,,,,,
2024-12-06,193.72,195.38,191.14,191.54,190.25,995700,995700,-2.18,-1.13,192.945,"December 06, 24",-0.0113,2024-12-20,0.28,0.28,2024-12-06,2024-11-08
2024-12-05,195,196.15,193.73,193.96,192.38,1390822,1390822,-1.04,-0.53333,194.71,"December 05, 24",-0.0053333,,,,,
2024-12-04,193.96,195.51,193.44,195,193.41,890928,890928,1.04,0.53619,194.4775,"December 04, 24",0.0053619,,,,,
2024-12-03,195.45,195.9,193.32,194.33,192.75,1717945,1717945,-1.12,-0.57304,194.75,"December 03, 24",-0.0057304,,,,,
2024-12-02,195.45,196.4,194.37,195.56,193.97,1093100,1093100,0.11,0.05628038,195.445,"December 02, 24",0.0005628038,,,,,
2024-11-29,195.45,196.02,194.38,194.38,192.8,1098721,1098721,-1.07,-0.54745,195.0575,"November 29, 24",-0.0054745,,,,,
2024-11-27,197.28,197.38,195.06,195.1,193.51,748542,748542,-2.18,-1.11,196.205,"November 27, 24",-0.0111,,,,,
2024-11-26,197.15,197.15,195.19,197.02,195.41,1285019,1285019,-0.13,-0.06593964,196.6275,"November 26, 24",-0.0006593964,,,,,
2024-11-25,198,198.33,196.26,197.12,195.51,1526537,1526537,-0.88,-0.44444,197.4275,"November 25, 24",-0.0044444,,,,,
2024-11-22,195.95,197.83,194.58,197.38,195.77,1052805,1052805,1.43,0.72978,196.435,"November 22, 24",0.0072978,,,,,
2024-11-21,194.44,195.97,193.01,195.76,194.16,1136313,1136313,1.32,0.67887,194.795,"November 21, 24",0.0067887,,,,,
2024-11-20,194.06,194.06,191.3,193.33,191.75,1003348,1003348,-0.73,-0.37617,193.1875,"November 20, 24",-0.0037617,,,,,
2024-11-19,191.1,193.5,191,193.46,191.88,1321008,1321008,2.36,1.23,192.265,"November 19, 24",0.0123,,,,,
2024-11-18,193.29,193.32,192.12,193.24,191.67,818800,818800,-0.045,-0.02586787,192.9925,"November 18, 24",-0.0002586787,,,,,
2024-11-15,193.3,194.64,192.46,193.1,191.53,2148706,2148706,-0.2,-0.10347,193.375,"November 15, 24",-0.0010347,,,,,
2024-11-14,193.91,195.43,192.01,193.75,192.17,1122335,1122335,-0.16,-0.08251251,193.775,"November 14, 24",-0.0008251251,,,,,
2024-11-13,193.56,196.7,192.41,195.42,193.83,1429718,1429718,1.86,0.96094,194.5225,"November 13, 24",0.0096094,,,,,
2024-11-12,192.04,194.27,190.68,194,192.42,1867655,1867655,1.96,1.02,192.7475,"November 12, 24",0.0102,,,,,
2024-11-11,192.01,193.04,190.36,191.57,190.01,1228500,1228500,-0.44,-0.22915,191.745,"November 11, 24",-0.0022915,,,,,
2024-11-08,189.13,191.45,188.76,190.92,189.36,832913,832913,1.79,0.94644,190.065,"November 08, 24",0.0094644,,,,,
2024-11-07,190.49,191.18,188.75,188.95,187.41,832300,832300,-1.54,-0.80844,189.8425,"November 07, 24",-0.0080844,,,,,
2024-11-06,188.69,192.2,187.47,190.32,188.77,2384100,2384100,1.63,0.86385,189.67,"November 06, 24",0.0086385,,,,,
2024-11-05,179.77,182.28,179.58,182.02,180.54,1227838,1227838,2.25,1.25,180.9125,"November 05, 24",0.0125,,,,,
2024-11-04,179.68,181.01,178.61,179.92,178.45,959800,959800,0.24,0.13357,179.805,"November 04, 24",0.0013357,,,,,
2024-11-01,182.61,183.48,177.96,178.43,176.98,1962659,1962659,-4.18,-2.29,180.62,"November 01, 24",-0.0229,,,,,
2024-10-31,179.62,184.17,178.7,183.34,181.85,2562036,2562036,3.72,2.07,181.4575,"October 31, 24",0.0207,,,,,
2024-10-30,167.11,168.96,166.65,168.91,167.53,1557615,1557615,1.8,1.08,167.9075,"October 30, 24",0.0108,,,,,
2024-10-29,167.38,168.32,165.74,167.49,166.12,915639,915639,0.11,0.06571872,167.2325,"October 29, 24",0.0006571872,,,,,
2024-10-28,168.46,169.03,167.77,168.05,166.68,1044809,1044809,-0.41,-0.24338,168.3275,"October 28, 24",-0.0024338,,,,,
2024-10-25,167.83,168.19,166.51,166.96,165.6,603943,603943,-0.87,-0.51838,167.3725,"October 25, 24",-0.0051838,,,,,
2024-10-24,166.81,167.59,165.42,166.58,165.22,1096702,1096702,-0.23,-0.13788,166.6,"October 24, 24",-0.0013788,,,,,
2024-10-23,167.57,168.64,165.89,166.67,165.31,772200,772200,-0.9,-0.53709,167.1925,"October 23, 24",-0.0053709,,,,,
2024-10-22,168.42,168.87,167.09,168.38,167.01,678200,678200,-0.04,-0.02375015,168.19,"October 22, 24",-0.0002375015,,,,,
2024-10-21,169.94,170.64,168.76,169.36,167.98,858600,858600,-0.58,-0.3413,169.675,"October 21, 24",-0.003413,,,,,
2024-10-18,170.21,170.73,168.8,169.4,168.02,719148,719148,-0.81,-0.47588,169.785,"October 18, 24",-0.0047588,,,,,
2024-10-17,170.64,170.92,168.63,169.68,168.3,1223211,1223211,-0.96,-0.56259,169.9675,"October 17, 24",-0.0056259,,,,,
2024-10-16,169.38,170.38,168.8,169.71,168.33,1505406,1505406,0.33,0.19483,169.5675,"October 16, 24",0.0019483,,,,,
2024-10-15,171.96,173.12,169.04,169.38,168,1160600,1160600,-2.58,-1.5,170.875,"October 15, 24",-0.015,,,,,
2024-10-14,170.75,171.71,170.22,171.57,170.17,2034202,2034202,0.82,0.48023,171.0625,"October 14, 24",0.0048023,,,,,
2024-10-11,169.04,171.58,169.04,170.39,169,1171300,1171300,1.35,0.79863,170.0125,"October 11, 24",0.0079863,,,,,
2024-10-10,167.63,169.15,166.95,168.9,167.52,793737,793737,1.27,0.75762,168.1575,"October 10, 24",0.0075762,,,,,
2024-10-09,167.69,169.08,167.3,168.82,167.44,887600,887600,1.13,0.67386,168.2225,"October 09, 24",0.0067386,,,,,
2024-10-08,167.14,167.77,166.26,166.92,165.56,1127420,1127420,-0.22,-0.13163,167.0225,"October 08, 24",-0.0013163,,,,,
2024-10-07,166.24,167.71,165.39,166.54,165.18,1891229,1891229,0.3,0.18046,166.47,"October 07, 24",0.0018046,,,,,
2024-10-04,170.81,170.93,168.77,170.11,168.72,718400,718400,-0.7,-0.40981,170.155,"October 04, 24",-0.0040981,,,,,
2024-10-03,167.59,169.24,166.17,169.1,167.72,2126000,2126000,1.51,0.90101,168.025,"October 03, 24",0.0090101,,,,,
2024-10-02,168.46,169.38,167.29,168.2,166.83,2644523,2644523,-0.26,-0.15434,168.3325,"October 02, 24",-0.0015434,,,,,
2024-10-01,171.93,172.27,168.98,169.1,167.72,1869917,1869917,-2.83,-1.65,170.57,"October 01, 24",-0.0165,,,,,
2024-09-30,171.7,172.3,169.5,171.71,170.31,1017931,1017931,0.01,0.00582411,171.3025,"September 30, 24",5.82411e-05,,,,,
2024-09-27,172.56,173.87,171.31,172.07,170.67,1183400,1183400,-0.49,-0.28396,172.4525,"September 27, 24",-0.0028396,,,,,
2024-09-26,173,173.5,170.78,171.97,170.57,1789097,1789097,-1.03,-0.59538,172.3125,"September 26, 24",-0.0059538,,,,,
2024-09-25,171.73,172.76,170.92,171.25,169.85,1672425,1672425,-0.48,-0.27951,171.665,"September 25, 24",-0.0027951,,,,,
2024-09-24,171.69,171.69,169.82,170.54,169.15,1408900,1408900,-1.15,-0.66981,170.935,"September 24, 24",-0.0066981,,,,,
2024-09-23,171.51,172.75,170.47,171.09,169.7,641800,641800,-0.42,-0.24488,171.455,"September 23, 24",-0.0024488,,,,,
2024-09-20,171.27,171.39,170.02,171.1,169.71,1237500,1237500,-0.17,-0.09925848,170.945,"September 20, 24",-0.0009925848,,,,,
2024-09-19,172.7,172.7,169.93,172.25,170.85,866425,866425,-0.45,-0.26057,171.895,"September 19, 24",-0.0026057,,,,,
2024-09-18,169.5,171.55,168.09,169.43,168.05,1211442,1211442,-0.07,-0.04129794,169.6425,"September 18, 24",-0.0004129794,,,,,
2024-09-17,168.91,170.88,168.27,168.57,167.2,853107,853107,-0.34,-0.20129,169.1575,"September 17, 24",-0.0020129,,,,,
2024-09-16,168.64,169.54,167.41,168.35,166.98,839640,839640,-0.29,-0.17196,168.485,"September 16, 24",-0.0017196,2024-09-30,0.28,0.28,2024-09-16,2024-08-08
2024-09-13,167.64,169.08,167.1,167.51,165.87,920600,920600,-0.13,-0.07754712,167.8325,"September 13, 24",-0.0007754712,,,,,
2024-09-12,165.19,167.84,163.89,166.89,165.26,1106541,1106541,1.7,1.03,165.9525,"September 12, 24",0.0103,,,,,
2024-09-11,164.83,165.52,162.25,165.26,163.64,1553400,1553400,0.43,0.26087,164.465,"September 11, 24",0.0026087,,,,,
2024-09-10,165.25,165.25,163.33,164.94,163.33,797900,797900,-0.31,-0.18759,164.6925,"September 10, 24",-0.0018759,,,,,
2024-09-09,165.19,165.5,163.5,164.3,162.69,1321600,1321600,-0.89,-0.53877,164.6225,"September 09, 24",-0.0053877,,,,,
2024-09-06,165.43,166.99,163.22,163.64,162.04,835941,835941,-1.79,-1.08,164.82,"September 06, 24",-0.0108,,,,,
2024-09-05,166.88,167.72,164.47,165.15,163.53,1002139,1002139,-1.73,-1.04,166.055,"September 05, 24",-0.0104,,,,,
2024-09-04,166.21,168.2,165.26,167.49,165.85,1107300,1107300,1.28,0.77011,166.79,"September 04, 24",0.0077011,,,,,
2024-09-03,170.26,171.11,165.97,166.68,165.05,1152600,1152600,-3.58,-2.1,168.505,"September 03, 24",-0.021,,,,,
2024-08-30,169.97,171.37,168.9,171.05,169.38,1235645,1235645,1.08,0.63541,170.3225,"August 30, 24",0.0063541,,,,,
2024-08-29,169.77,170.87,168.73,169.38,167.72,856335,856335,-0.39,-0.22972,169.6875,"August 29, 24",-0.0022972,,,,,
2024-08-28,169,170.86,167.5,168.59,166.94,831508,831508,-0.41,-0.2426,168.9875,"August 28, 24",-0.002426,,,,,
2024-08-27,168.07,168.47,167.19,167.98,166.34,686300,686300,-0.09,-0.05354912,167.9275,"August 27, 24",-0.0005354912,,,,,
2024-08-26,168.18,169.58,166.85,168.32,166.67,635100,635100,0.14,0.08324414,168.2325,"August 26, 24",0.0008324414,,,,,
2024-08-23,165.92,167.91,165.51,167.39,165.75,999349,999349,1.47,0.88597,166.6825,"August 23, 24",0.0088597,,,,,
2024-08-22,165.95,167.37,164.96,165.22,163.6,1060800,1060800,-0.73,-0.43989,165.875,"August 22, 24",-0.0043989,,,,,
2024-08-21,164.89,166.82,164.65,165.89,164.27,791400,791400,1,0.60646,165.5625,"August 21, 24",0.0060646,,,,,
2024-08-20,164.84,165.86,164.39,164.86,163.25,1031500,1031500,0.02,0.01213298,164.9875,"August 20, 24",0.0001213298,,,,,
2024-08-19,162.95,164.81,162.72,164.67,163.06,938911,938911,1.72,1.06,163.7875,"August 19, 24",0.0106,,,,,
2024-08-16,162.5,163.54,161.74,162.69,161.1,1039517,1039517,0.19,0.11692,162.6175,"August 16, 24",0.0011692,,,,,
2024-08-15,163.83,166.32,162.46,163.15,161.55,879900,879900,-0.68,-0.41506,163.94,"August 15, 24",-0.0041506,,,,,
2024-08-14,161.16,162.96,160.77,161.48,159.9,1008100,1008100,0.32,0.19856,161.5925,"August 14, 24",0.0019856,,,,,
2024-08-13,160.63,162.18,158.87,161.31,159.73,1282242,1282242,0.68,0.42333,160.7475,"August 13, 24",0.0042333,,,,,
2024-08-12,160.78,162.57,159.94,160.76,159.19,2157300,2157300,-0.02,-0.01243936,161.0125,"August 12, 24",-0.0001243936,,,,,
2024-08-09,158.82,160.89,156.98,159.52,157.96,1812809,1812809,0.7,0.44075,159.0525,"August 09, 24",0.0044075,,,,,
2024-08-08,157.7,159.32,156.09,158.85,157.29,1666832,1666832,1.15,0.72923,157.99,"August 08, 24",0.0072923,,,,,
2024-08-07,158.3,160.25,156.24,156.83,155.29,2319300,2319300,-1.47,-0.92862,157.905,"August 07, 24",-0.0092862,,,,,
2024-08-06,155.21,159.61,155.12,156.98,155.44,1820500,1820500,1.77,1.14,156.73,"August 06, 24",0.0114,,,,,
2024-08-05,150.5,156.65,149.03,154.69,153.18,3114100,3114100,4.19,2.78,152.7175,"August 05, 24",0.0278,,,,,
2024-08-02,157.65,157.65,150.46,152.74,151.24,4082230,4082230,-4.91,-3.11,154.625,"August 02, 24",-0.0311,,,,,
2024-08-01,165,167,156.54,159.13,157.57,4505942,4505942,-5.87,-3.56,161.9175,"August 01, 24",-0.0356,,,,,
2024-07-31,174.55,175.97,173.12,173.48,171.78,1143920,1143920,-1.07,-0.613,174.28,"July 31, 24",-0.00613,,,,,
2024-07-30,172.73,174.57,170.96,172.35,170.66,878335,878335,-0.38,-0.22,172.6525,"July 30, 24",-0.0022,,,,,
2024-07-29,172.17,173.22,171.56,171.9,170.22,882800,882800,-0.27,-0.15682,172.2125,"July 29, 24",-0.0015682,,,,,
2024-07-26,170.62,174.03,169.93,172.27,170.58,864601,864601,1.65,0.96706,171.7125,"July 26, 24",0.0096706,,,,,
2024-07-25,167.29,171.61,166.56,168.52,166.87,725700,725700,1.23,0.73525,168.495,"July 25, 24",0.0073525,,,,,
2024-07-24,171.14,171.23,166.88,166.95,165.32,925000,925000,-4.19,-2.45,169.05,"July 24, 24",-0.0245,,,,,
2024-07-23,172.16,173.43,171.71,171.87,170.19,814102,814102,-0.29,-0.16845,172.2925,"July 23, 24",-0.0016845,,,,,
2024-07-22,170.83,173.11,169.51,172.97,171.28,782700,782700,2.14,1.25,171.605,"July 22, 24",0.0125,,,,,
2024-07-19,173.02,173.02,169.12,169.16,167.5,887000,887000,-3.86,-2.23,171.08,"July 19, 24",-0.0223,,,,,
2024-07-18,174.15,175.52,171.57,171.73,170.05,1031432,1031432,-2.42,-1.39,173.2425,"July 18, 24",-0.0139,,,,,
2024-07-17,175.8,177.37,174.89,175.03,173.32,1060200,1060200,-0.77,-0.438,175.7725,"July 17, 24",-0.00438,,,,,
2024-07-16,173.03,177.04,172.51,176.01,174.29,1505500,1505500,2.98,1.72,174.6475,"July 16, 24",0.0172,,,,,
2024-07-15,169.6,172.97,169.12,172.11,170.43,1259200,1259200,2.51,1.48,170.95,"July 15, 24",0.0148,,,,,
2024-07-12,170.63,172.13,169.06,169.52,167.86,874100,874100,-1.11,-0.65053,170.335,"July 12, 24",-0.0065053,,,,,
2024-07-11,166.47,170.77,166.07,169.32,167.66,1099900,1099900,2.85,1.71,168.1575,"July 11, 24",0.0171,,,,,
2024-07-10,164.14,166.18,163.93,165.87,164.25,847617,847617,1.73,1.05,165.03,"July 10, 24",0.0105,,,,,
2024-07-09,165.01,165.61,163.89,164.13,162.52,1492700,1492700,-0.88,-0.5333,164.66,"July 09, 24",-0.005333,,,,,
2024-07-08,166.55,167.49,164.39,164.5,162.89,1903703,1903703,-2.05,-1.23,165.7325,"July 08, 24",-0.0123,,,,,
2024-07-05,166.4,166.83,164.4,165.65,164.03,787832,787832,-0.75,-0.45072,165.82,"July 05, 24",-0.0045072,,,,,
2024-07-03,166.62,167.5,166.11,166.3,164.67,531345,531345,-0.32,-0.19205,166.6325,"July 03, 24",-0.0019205,,,,,
2024-07-02,165.36,166.51,164.72,166.1,164.47,705700,705700,0.74,0.44751,165.6725,"July 02, 24",0.0044751,,,,,
2024-07-01,168.06,168.09,165.2,165.57,163.95,953300,953300,-2.49,-1.48,166.73,"July 01, 24",-0.0148,,,,,
2024-06-28,166.81,167.88,165.68,166.71,165.08,1750032,1750032,-0.1,-0.05994844,166.77,"June 28, 24",-0.0005994844,,,,,
2024-06-27,166.57,167.95,165.9,166.47,164.84,1169300,1169300,-0.1,-0.06003482,166.7225,"June 27, 24",-0.0006003482,,,,,
2024-06-26,168,168,166.41,166.58,164.95,761520,761520,-1.42,-0.84524,167.2475,"June 26, 24",-0.0084524,,,,,
2024-06-25,170.96,171.23,167.69,168.72,167.07,687930,687930,-2.24,-1.31,169.65,"June 25, 24",-0.0131,,,,,
2024-06-24,169.57,172,168.79,171.46,169.78,1132800,1132800,1.89,1.11,170.455,"June 24, 24",0.0111,,,,,
2024-06-21,169.08,169.74,166.35,168.67,167.02,1601078,1601078,-0.41,-0.24249,168.46,"June 21, 24",-0.0024249,,,,,
2024-06-20,170.44,170.75,168.3,168.52,166.87,1248400,1248400,-1.92,-1.13,169.5025,"June 20, 24",-0.0113,,,,,
2024-06-18,168.35,171.09,167.58,170.9,169.23,1660935,1660935,2.55,1.51,169.48,"June 18, 24",0.0151,,,,,
2024-06-17,166.24,169.03,165.79,168.52,166.87,1486904,1486904,2.28,1.37,167.395,"June 17, 24",0.0137,,,,,
2024-06-14,171.82,172.05,164.54,167.02,165.38,1875900,1875900,-4.8,-2.79,168.8575,"June 14, 24",-0.0279,2024-06-28,0.28,0.28,2024-06-14,2024-05-09
2024-06-13,174.27,174.86,172.53,173.92,171.94,811129,811129,-0.35,-0.20084,173.895,"June 13, 24",-0.0020084,,,,,
2024-06-12,174.21,176.06,173.18,173.71,171.73,1172000,1172000,-0.5,-0.28701,174.29,"June 12, 24",-0.0028701,,,,,
2024-06-11,172.25,172.63,171.32,172.53,170.57,1315220,1315220,0.28,0.16255,172.1825,"June 11, 24",0.0016255,,,,,
2024-06-10,169.78,173.42,169.78,173,171.03,1677445,1677445,3.22,1.9,171.495,"June 10, 24",0.019,,,,,
2024-06-07,168.79,170.5,168.22,170,168.07,1265400,1265400,1.21,0.71687,169.3775,"June 07, 24",0.0071687,,,,,
2024-06-06,168.72,169.18,167.48,168.69,166.77,1222100,1222100,-0.03,-0.01778094,168.5175,"June 06, 24",-0.0001778094,,,,,
2024-06-05,167.6,168.71,166.99,168.65,166.73,875625,875625,1.06,0.62649,167.9875,"June 05, 24",0.0062649,,,,,
2024-06-04,165.81,166.94,164.51,166.87,164.97,970700,970700,1.06,0.63929,166.0325,"June 04, 24",0.0063929,,,,,
2024-06-03,170,170.26,164.83,166.21,164.32,1301902,1301902,-3.79,-2.23,167.825,"June 03, 24",-0.0223,,,,,
2024-05-31,167.94,169.97,166.09,169.58,167.65,2005817,2005817,1.64,0.97654,168.395,"May 31, 24",0.0097654,,,,,
2024-05-30,166.64,168.24,166.24,167.69,165.78,1036828,1036828,1.05,0.6301,167.2025,"May 30, 24",0.006301,,,,,
2024-05-29,167.15,168.59,166.19,166.71,164.81,1281800,1281800,-0.44,-0.26324,167.16,"May 29, 24",-0.0026324,,,,,
2024-05-28,173.7,174.42,168.21,168.31,166.39,1211820,1211820,-5.39,-3.1,171.16,"May 28, 24",-0.031,,,,,
2024-05-24,173.28,173.87,172.66,173.66,171.68,1030700,1030700,0.38,0.2193,173.3675,"May 24, 24",0.002193,,,,,
2024-05-23,175.38,176.06,172.62,172.72,170.75,1480440,1480440,-2.66,-1.52,174.195,"May 23, 24",-0.0152,,,,,
2024-05-22,171.3,174.47,170.55,174.13,172.15,1785536,1785536,2.83,1.65,172.6125,"May 22, 24",0.0165,,,,,
