date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,adjDividend,declarationDate,paymentDate,dividend,recordDate
2025-10-02,140.95,145.04,140.77,144.39,143.97,1304320,1304320,3.44,2.44,142.7875,"October 02, 25",0.0244,,,,,
2025-10-01,138.99,141.74,138.1,141,140.59,1125755,1125755,2.01,1.45,139.9575,"October 01, 25",0.0145,,,,,
2025-09-30,138.09,139.71,137.6,139.43,139.02,1199008,1199008,1.34,0.97038,138.7075,"September 30, 25",0.0097038,0.5,2025-08-14,2025-10-10,0.5,2025-09-30
2025-09-29,140.21,140.47,137.82,138.88,137.98,1058119,1058119,-1.33,-0.94858,139.345,"September 29, 25",-0.0094858,,,,,
2025-09-26,137.07,140.13,136.62,139.63,138.73,1455300,1455300,2.56,1.87,138.3625,"September 26, 25",0.0187,,,,,
2025-09-25,135.76,138.25,134.87,136.09,135.21,929293,929293,0.33,0.24308,136.2425,"September 25, 25",0.0024308,,,,,
2025-09-24,136.51,137.75,136.1,136.37,135.49,905446,905446,-0.14,-0.10256,136.6825,"September 24, 25",-0.0010256,,,,,
2025-09-23,139.14,139.85,135.57,136.69,135.8,1491825,1491825,-2.45,-1.76,137.8125,"September 23, 25",-0.0176,,,,,
2025-09-22,140.8,140.8,136.87,139.07,138.17,1859648,1859648,-1.73,-1.23,139.385,"September 22, 25",-0.0123,,,,,
2025-09-19,140.68,141.09,138.39,139.27,138.37,2810467,2810467,-1.41,-1,139.8575,"September 19, 25",-0.01,,,,,
2025-09-18,136.16,141.25,135.25,139.84,138.93,1515395,1515395,3.68,2.7,138.125,"September 18, 25",0.027,,,,,
2025-09-17,139.5,140.99,135.91,136.85,135.96,1546941,1546941,-2.65,-1.9,138.3125,"September 17, 25",-0.019,,,,,
2025-09-16,138.35,141.9,135.43,139.67,138.76,2346379,2346379,1.32,0.9541,138.8375,"September 16, 25",0.009541,,,,,
2025-09-15,130.75,132.21,129.41,131.58,130.73,1083531,1083531,0.83,0.6348,130.9875,"September 15, 25",0.006348,,,,,
2025-09-12,133.63,133.98,130.58,130.65,129.8,718900,718900,-2.98,-2.23,132.21,"September 12, 25",-0.0223,,,,,
2025-09-11,132.72,136.44,132.02,133.99,133.12,1324735,1324735,1.27,0.9569,133.7925,"September 11, 25",0.009569,,,,,
2025-09-10,130.19,133.43,129.93,132.72,131.86,890572,890572,2.53,1.94,131.5675,"September 10, 25",0.0194,,,,,
2025-09-09,134.73,135.48,129.97,130.29,129.45,1327972,1327972,-4.44,-3.3,132.6175,"September 09, 25",-0.033,,,,,
2025-09-08,134.48,135.56,132.69,134.54,133.67,1385237,1385237,0.06,0.0446163,134.3175,"September 08, 25",0.000446163,,,,,
2025-09-05,131.7,136.1,131.43,134.63,133.76,1290330,1290330,2.93,2.22,133.465,"September 05, 25",0.0222,,,,,
2025-09-04,129.43,130.94,127.44,130.86,130.01,947010,947010,1.43,1.1,129.6675,"September 04, 25",0.011,,,,,
2025-09-03,129,129.85,126.88,129.59,128.75,1149362,1149362,0.59,0.45736,128.83,"September 03, 25",0.0045736,,,,,
2025-09-02,129.14,130.03,127.43,129.02,128.18,1302200,1302200,-0.12,-0.09292241,128.905,"September 02, 25",-0.0009292241,,,,,
2025-08-29,131.44,132.71,130.54,130.92,130.07,815100,815100,-0.52,-0.39562,131.4025,"August 29, 25",-0.0039562,,,,,
2025-08-28,133.16,133.16,130.29,131.57,130.72,727504,727504,-1.59,-1.19,132.045,"August 28, 25",-0.0119,,,,,
2025-08-27,131.17,133.07,130.95,132.7,131.84,568002,568002,1.53,1.17,131.9725,"August 27, 25",0.0117,,,,,
2025-08-26,132.51,133.51,131.15,131.73,130.88,1405760,1405760,-0.78,-0.58863,132.225,"August 26, 25",-0.0058863,,,,,
2025-08-25,132.58,134.3,132.05,133.28,132.42,941343,941343,0.7,0.52798,133.0525,"August 25, 25",0.0052798,,,,,
2025-08-22,127.2,132.84,126.23,132.68,131.82,2463815,2463815,5.49,4.31,129.7375,"August 22, 25",0.0431,,,,,
2025-08-21,125.03,126.49,124.77,125.76,124.95,1550934,1550934,0.73,0.58386,125.5125,"August 21, 25",0.0058386,,,,,
2025-08-20,127.96,128.71,125.26,125.45,124.64,1218700,1218700,-2.51,-1.96,126.845,"August 20, 25",-0.0196,,,,,
2025-08-19,126.73,128.43,125.97,128.22,127.39,1572969,1572969,1.49,1.18,127.3375,"August 19, 25",0.0118,,,,,
2025-08-18,126.32,126.94,125.15,125.91,125.09,910201,910201,-0.41,-0.32457,126.08,"August 18, 25",-0.0032457,,,,,
2025-08-15,130.45,131.01,126.32,126.42,125.6,1017025,1017025,-4.03,-3.09,128.55,"August 15, 25",-0.0309,,,,,
2025-08-14,128.38,129.62,125.74,127.48,126.65,1048941,1048941,-0.9,-0.70104,127.805,"August 14, 25",-0.0070104,,,,,
2025-08-13,126.01,129.85,125.77,129.24,128.4,1725155,1725155,3.23,2.56,127.7175,"August 13, 25",0.0256,,,,,
2025-08-12,123.38,126.65,121.68,125.6,124.79,2069548,2069548,2.22,1.8,124.3275,"August 12, 25",0.018,,,,,
2025-08-11,122.85,123.23,119.89,122.41,121.62,1380692,1380692,-0.44,-0.35816,122.095,"August 11, 25",-0.0035816,,,,,
2025-08-08,122.93,123.87,122.16,123.02,122.22,891413,891413,0.09,0.0732124,122.995,"August 08, 25",0.000732124,,,,,
2025-08-07,124.37,125.07,121.37,122.07,121.28,909200,909200,-2.3,-1.85,123.22,"August 07, 25",-0.0185,,,,,
2025-08-06,122.89,123.92,121.93,122.23,121.44,969650,969650,-0.66,-0.53707,122.7425,"August 06, 25",-0.0053707,,,,,
2025-08-05,121.54,124.16,121.4,123.53,122.73,1115000,1115000,1.99,1.64,122.6575,"August 05, 25",0.0164,,,,,
2025-08-04,122.3,122.94,120.87,121.36,120.57,1007115,1007115,-0.94,-0.7686,121.8675,"August 04, 25",-0.007686,,,,,
2025-08-01,125.11,125.19,121.66,122.37,121.58,1623447,1623447,-2.74,-2.19,123.5825,"August 01, 25",-0.0219,,,,,
2025-07-31,126.66,129.06,125.3,127.56,126.73,1367248,1367248,0.9,0.71056,127.145,"July 31, 25",0.0071056,,,,,
2025-07-30,127.38,129.15,126.21,127.45,126.62,1251700,1251700,0.07,0.05495368,127.5475,"July 30, 25",0.0005495368,,,,,
2025-07-29,129.58,129.8,126.45,127.52,126.69,1486706,1486706,-2.07,-1.59,128.3375,"July 29, 25",-0.0159,,,,,
2025-07-28,130.31,131.41,129.56,130.23,129.39,1066047,1066047,-0.085,-0.06139207,130.3775,"July 28, 25",-0.0006139207,,,,,
2025-07-25,127.41,131.01,126.16,130.83,129.98,1033641,1033641,3.42,2.68,128.8525,"July 25, 25",0.0268,,,,,
2025-07-24,129.61,130.02,126.47,126.83,126.01,1298790,1298790,-2.78,-2.14,128.2325,"July 24, 25",-0.0214,,,,,
2025-07-23,133.4,133.47,130.64,130.72,129.87,1216600,1216600,-2.68,-2.01,132.0575,"July 23, 25",-0.0201,,,,,
2025-07-22,128.08,134.66,127.6,132.24,131.38,2726693,2726693,4.16,3.25,130.645,"July 22, 25",0.0325,,,,,
2025-07-21,133.56,135.8,133,134.53,133.66,1639600,1639600,0.97,0.72627,134.2225,"July 21, 25",0.0072627,,,,,
2025-07-18,131.58,132.09,130.54,131.63,130.78,929000,929000,0.05,0.0379997,131.46,"July 18, 25",0.000379997,,,,,
2025-07-17,127.21,131.32,127.21,131.15,130.3,1515000,1515000,3.94,3.1,129.2225,"July 17, 25",0.031,,,,,
2025-07-16,129,129.31,126.17,127.47,126.64,1288914,1288914,-1.53,-1.19,127.9875,"July 16, 25",-0.0119,,,,,
2025-07-15,133.71,133.71,128.69,128.86,128.02,963100,963100,-4.85,-3.63,131.2425,"July 15, 25",-0.0363,,,,,
2025-07-14,134.49,134.7,133.12,133.22,132.36,755300,755300,-1.27,-0.94431,133.8825,"July 14, 25",-0.0094431,,,,,
2025-07-11,136.97,137.92,134.16,135.07,134.19,822411,822411,-1.9,-1.39,136.03,"July 11, 25",-0.0139,,,,,
2025-07-10,137.52,139.57,136.69,137.37,136.48,1242074,1242074,-0.15,-0.10908,137.7875,"July 10, 25",-0.0010908,,,,,
2025-07-09,136.11,136.54,134.78,136.08,135.2,983907,983907,-0.03,-0.022041,135.8775,"July 09, 25",-0.00022041,,,,,
2025-07-08,134.28,137.43,133.33,136.04,135.16,1033207,1033207,1.76,1.31,135.27,"July 08, 25",0.0131,,,,,
2025-07-07,132.64,134.94,132.13,133.49,132.62,953622,953622,0.85,0.64083,133.3,"July 07, 25",0.0064083,,,,,
2025-07-03,134.92,135.21,132.97,133.24,132.38,1496134,1496134,-1.68,-1.25,134.085,"July 03, 25",-0.0125,,,,,
2025-07-02,131.61,134.34,130.93,134.06,133.19,1652100,1652100,2.45,1.86,132.735,"July 02, 25",0.0186,,,,,
2025-07-01,127.81,131.92,126.31,130.16,129.32,2002448,2002448,2.34,1.84,129.05,"July 01, 25",0.0184,,,,,
2025-06-30,130.41,130.71,127.93,128.01,127.18,1288628,1288628,-2.4,-1.84,129.265,"June 30, 25",-0.0184,0.5,2025-04-28,2025-07-11,0.5,2025-06-30
2025-06-27,131.22,132.21,130.45,131.21,129.86,1876700,1876700,-0.01,-0.00762079,131.2725,"June 27, 25",-7.62079e-05,,,,,
2025-06-26,129.79,132.3,129,131.5,130.15,1251946,1251946,1.71,1.32,130.6475,"June 26, 25",0.0132,,,,,
2025-06-25,128.32,129.1,127.22,128.48,127.16,967886,967886,0.16,0.12469,128.28,"June 25, 25",0.0012469,,,,,
2025-06-24,128.24,129.54,127.94,128.22,126.9,971897,971897,-0.02,-0.01559576,128.485,"June 24, 25",-0.0001559576,,,,,
2025-06-23,125.65,127.71,124.8,127.43,126.12,1240564,1240564,1.78,1.42,126.3975,"June 23, 25",0.0142,,,,,
2025-06-20,131.43,131.67,124.56,125.9,124.6,4349300,4349300,-5.53,-4.21,128.39,"June 20, 25",-0.0421,,,,,
2025-06-18,131.3,134.16,129.72,130.11,128.77,1927330,1927330,-1.19,-0.90632,131.3225,"June 18, 25",-0.0090632,,,,,
2025-06-17,131.58,134.41,130.55,133.16,131.79,1098367,1098367,1.58,1.2,132.425,"June 17, 25",0.012,,,,,
2025-06-16,134.27,134.99,131.48,132.12,130.76,1228833,1228833,-2.15,-1.6,133.215,"June 16, 25",-0.016,,,,,
2025-06-13,130.01,133.51,130.01,133.48,132.11,1258600,1258600,3.47,2.67,131.7525,"June 13, 25",0.0267,,,,,
2025-06-12,129.61,132.23,129.04,131.85,130.49,1068103,1068103,2.24,1.73,130.6825,"June 12, 25",0.0173,,,,,
2025-06-11,131.9,131.9,127.61,130.03,128.69,1888169,1888169,-1.87,-1.42,130.36,"June 11, 25",-0.0142,,,,,
2025-06-10,133.88,135.19,133.33,133.81,132.43,1027639,1027639,-0.07,-0.05228563,134.0525,"June 10, 25",-0.0005228563,,,,,
2025-06-09,134.1,135.58,133.51,133.63,132.25,1146800,1146800,-0.47,-0.35048,134.205,"June 09, 25",-0.0035048,,,,,
2025-06-06,133.58,135,133.07,133.56,132.19,1018735,1018735,-0.02,-0.0149723,133.8025,"June 06, 25",-0.000149723,,,,,
2025-06-05,135.25,135.75,131.68,132.1,130.74,1284306,1284306,-3.15,-2.33,133.695,"June 05, 25",-0.0233,,,,,
2025-06-04,136.84,137.28,134.89,134.97,133.58,1191746,1191746,-1.87,-1.37,135.995,"June 04, 25",-0.0137,,,,,
2025-06-03,135.05,137.11,130.97,136.84,135.43,1961100,1961100,1.79,1.33,134.9925,"June 03, 25",0.0133,,,,,
2025-06-02,135.6,142.42,134.14,135.71,134.31,3317800,3317800,0.11,0.08112094,136.9675,"June 02, 25",0.0008112094,,,,,
2025-05-30,124.57,124.82,121.41,123.07,121.8,2196537,2196537,-1.5,-1.2,123.4675,"May 30, 25",-0.012,,,,,
2025-05-29,127.31,127.31,123.48,125.15,123.86,1161641,1161641,-2.16,-1.7,125.8125,"May 29, 25",-0.017,,,,,
2025-05-28,129,129.1,126.63,126.72,125.42,1215948,1215948,-2.28,-1.77,127.8625,"May 28, 25",-0.0177,,,,,
2025-05-27,126.39,128.79,125.19,128.74,127.42,2231550,2231550,2.35,1.86,127.2775,"May 27, 25",0.0186,,,,,
2025-05-23,127.69,129.12,124.45,125.32,124.03,3180825,3180825,-2.37,-1.86,126.645,"May 23, 25",-0.0186,,,,,
2025-05-22,131.68,131.78,129.5,129.89,128.55,1424500,1424500,-1.79,-1.36,130.7125,"May 22, 25",-0.0136,,,,,
2025-05-21,133.76,135.58,132.17,132.21,130.85,1536367,1536367,-1.55,-1.16,133.43,"May 21, 25",-0.0116,,,,,
2025-05-20,136.04,136.06,134.57,135.38,133.99,913700,913700,-0.66,-0.48515,135.5125,"May 20, 25",-0.0048515,,,,,
2025-05-19,133.15,136.48,132.01,136.06,134.66,1297312,1297312,2.91,2.19,134.425,"May 19, 25",0.0219,,,,,
2025-05-16,133.8,135.16,132.33,134.78,133.39,1096100,1096100,0.98,0.73244,134.0175,"May 16, 25",0.0073244,,,,,
2025-05-15,132.51,134.18,132.26,133.8,132.42,816750,816750,1.29,0.97351,133.1875,"May 15, 25",0.0097351,,,,,
2025-05-14,134.82,135.8,133.5,133.72,132.34,1116756,1116756,-1.1,-0.8159,134.46,"May 14, 25",-0.008159,,,,,
2025-05-13,137.71,137.71,135.3,135.42,134.03,1588418,1588418,-2.29,-1.66,136.535,"May 13, 25",-0.0166,,,,,
2025-05-12,136.1,138.18,134.41,136.53,135.13,1562938,1562938,0.43,0.31594,136.305,"May 12, 25",0.0031594,,,,,
2025-05-09,130.07,131.04,128.51,130.51,129.17,753900,753900,0.44,0.33828,130.0325,"May 09, 25",0.0033828,,,,,
2025-05-08,132.23,132.23,129.29,129.63,128.3,1303525,1303525,-2.6,-1.97,130.845,"May 08, 25",-0.0197,,,,,
2025-05-07,131.35,131.98,129.4,130.7,129.36,1549702,1549702,-0.645,-0.49486,130.8575,"May 07, 25",-0.0049486,,,,,
2025-05-06,132.47,133.14,131.07,131.17,129.82,905947,905947,-1.3,-0.98135,131.9625,"May 06, 25",-0.0098135,,,,,
2025-05-05,133.82,135.3,133.09,133.12,131.75,814767,814767,-0.7,-0.52309,133.8325,"May 05, 25",-0.0052309,,,,,
2025-05-02,132.32,135.25,131.49,134.94,133.55,1021062,1021062,2.62,1.98,133.5,"May 02, 25",0.0198,,,,,
2025-05-01,129.43,132.89,129.26,130.29,128.95,1274200,1274200,0.865,0.66445,130.4675,"May 01, 25",0.0066445,,,,,
2025-04-30,124.98,130.18,124.73,129.71,128.38,1502347,1502347,4.73,3.78,127.4,"April 30, 25",0.0378,,,,,
2025-04-29,128.2,129.63,125.48,129.28,127.95,1307100,1307100,1.08,0.84243,128.1475,"April 29, 25",0.0084243,,,,,
2025-04-28,127.66,129.32,126.13,127.94,126.62,884726,884726,0.28,0.21933,127.7625,"April 28, 25",0.0021933,,,,,
2025-04-25,125.87,127.77,125.76,127.34,126.03,775041,775041,1.47,1.17,126.685,"April 25, 25",0.0117,,,,,
2025-04-24,121.74,127.85,121.69,127.38,126.07,1352300,1352300,5.64,4.63,124.665,"April 24, 25",0.0463,,,,,
2025-04-23,120.86,127.25,119.5,122.49,121.23,2021608,2021608,1.63,1.35,122.525,"April 23, 25",0.0135,,,,,
2025-04-22,115.39,117.66,114.76,117.39,116.18,1655207,1655207,2,1.73,116.3,"April 22, 25",0.0173,,,,,
2025-04-21,117.77,118.06,112.72,113.55,112.38,1230253,1230253,-4.22,-3.58,115.525,"April 21, 25",-0.0358,,,,,
2025-04-17,118.32,120.13,117.73,118.29,117.07,1049852,1049852,-0.03,-0.02535497,118.6175,"April 17, 25",-0.0002535497,,,,,
2025-04-16,117.43,119.78,115.98,117.21,116,1123500,1123500,-0.22,-0.18735,117.6,"April 16, 25",-0.0018735,,,,,
2025-04-15,118.66,120.41,117.65,118.24,117.02,1073025,1073025,-0.42,-0.35395,118.74,"April 15, 25",-0.0035395,,,,,
2025-04-14,122.22,122.88,118.55,118.75,117.53,1521922,1521922,-3.47,-2.84,120.6,"April 14, 25",-0.0284,,,,,
2025-04-11,117.21,121.2,116.29,120.41,119.17,1674215,1674215,3.2,2.73,118.7775,"April 11, 25",0.0273,,,,,
2025-04-10,118.7,119.19,112.6,117.49,116.28,2123040,2123040,-1.21,-1.02,116.995,"April 10, 25",-0.0102,,,,,
2025-04-09,108.74,123.38,108.74,122.65,121.39,3412520,3412520,13.91,12.79,115.8775,"April 09, 25",0.1279,,,,,
2025-04-08,114.96,117.76,108.27,110.23,109.1,3012726,3012726,-4.73,-4.11,112.805,"April 08, 25",-0.0411,,,,,
2025-04-07,106.15,114.97,103.17,111.04,109.9,2911215,2911215,4.89,4.61,108.8325,"April 07, 25",0.0461,,,,,
2025-04-04,111.16,113.35,105.64,109.21,108.09,2181147,2181147,-1.95,-1.75,109.84,"April 04, 25",-0.0175,,,,,
2025-04-03,121.65,122.06,115.91,116.06,114.87,1878302,1878302,-5.59,-4.6,118.92,"April 03, 25",-0.046,,,,,
2025-04-02,122.97,127.57,122.36,127.36,126.05,1263424,1263424,4.39,3.57,125.065,"April 02, 25",0.0357,,,,,
2025-04-01,124.1,125.2,122.5,124,122.72,1217800,1217800,-0.1,-0.08058018,123.95,"April 01, 25",-0.0008058018,,,,,
2025-03-31,123.51,125.6,121.24,125.08,123.79,1771907,1771907,1.57,1.27,123.8575,"March 31, 25",0.0127,0.5,2025-02-24,2025-04-11,0.5,2025-03-31
2025-03-28,128.07,128.74,123.28,123.97,122.2,2337384,2337384,-4.1,-3.2,126.015,"March 28, 25",-0.032,,,,,
2025-03-27,127.63,129.74,126.54,127.99,126.16,1367872,1367872,0.36,0.28207,127.975,"March 27, 25",0.0028207,,,,,
2025-03-26,128.04,130.11,127.85,128.34,126.51,1245852,1245852,0.3,0.2343,128.585,"March 26, 25",0.002343,,,,,
2025-03-25,127.32,128.75,126.66,128,126.17,1435400,1435400,0.68,0.53409,127.6825,"March 25, 25",0.0053409,,,,,
2025-03-24,125.6,127.88,125.2,126.66,124.85,2214427,2214427,1.06,0.84395,126.335,"March 24, 25",0.0084395,,,,,
2025-03-21,124.2,124.7,121.07,122.67,120.92,6338135,6338135,-1.53,-1.23,123.16,"March 21, 25",-0.0123,,,,,
2025-03-20,128,128.54,126.6,126.64,124.83,1763166,1763166,-1.36,-1.06,127.445,"March 20, 25",-0.0106,,,,,
2025-03-19,127.32,128.69,126.28,128.52,126.68,1979700,1979700,1.2,0.94251,127.7025,"March 19, 25",0.0094251,,,,,
2025-03-18,124.94,127.28,124.18,127.09,125.28,1914512,1914512,2.15,1.72,125.8725,"March 18, 25",0.0172,,,,,
2025-03-17,125.85,125.95,122.41,124.94,123.16,1983700,1983700,-0.91,-0.72308,124.7875,"March 17, 25",-0.0072308,,,,,
2025-03-14,125.94,127.52,124.75,127.14,125.32,1562879,1562879,1.2,0.95283,126.3375,"March 14, 25",0.0095283,,,,,
2025-03-13,123.42,126.88,122.35,123.25,121.49,2038500,2038500,-0.17,-0.13774,123.975,"March 13, 25",-0.0013774,,,,,
