symbol,date,calendarYear,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
STE,2023-03-31,2023,FY,45.49641947325136,1.0734559605239404,7.591789862194853,3.9614265941869093,2.0897137584498426,61.05121055904359,1.3164102461236034,60.95117645878884,33.690169097145606,19071763680,22111683680,178.19082201251985,4.204286891465359,25.19563943050174,48.28563535184238,3.1382495156484946,3.1382495156484946,4.874423960146958,16.452170077634044,29.21166697272068,55.982064013691904,0.005611961315997179,0.020710093026907725,0.5345024137768755,0.3001594276166925,2.2618486039413748,2.3338817697866436,7.137646050435332,7.153629516222014,0.009621448916778944,1.7144538914323086,0,0.02170882395344541,0.5503609876288125,0.47819596352188465,0.07979448295139659,0.6546770917548839,0.008586577594876492,38.36846468897669,0.06435957324437791,0.021995835937328206,-35.859065653019876,1149598000,131254000,-2723225000,8904844000,832014500,244951000,589704500,69.59922985115952,37.72988292102647,86.32604068024762,5.244310903735081,9.674029489145042,4.228156383911583,0.017611734881766233,3.6303632680079434
STE,2022-03-31,2022,FY,43.30140975034603,2.50051776285436,7.021182139744707,4.07287640334239,3.5712308402112063,67.1003947300969,-12.182734403034807,66.97448095555441,34.54528118111447,23581036950,26512600950,96.68797542314505,5.583420987767448,34.43437233046782,59.360996027670375,3.609882399244622,3.609882399244622,6.277544660076247,26.265781402163867,38.715208940861054,66.74067824130015,0.01034254772244017,0.01684607851818832,0.5020981710121126,0.28711489571495624,2.904272550839759,2.037467117461956,5.339311654933512,2.8196607238440317,0.006919500628660861,0.6690325067243981,0,0.0205197088698379,0.6769218163740763,0.4199158599964078,0.06808798497325498,0.5199076484711735,0.01365249776069203,61.38480906514725,0.03469333822156482,0.06608152243712193,-37.359478648690214,956775000,-1188243000,-2999960000,10430711000,704223500,191343500,445033000,69.05567974450935,35.20515545232516,89.6748392152439,5.285589850833687,10.36779969610653,4.070260991758246,0.03733538098658432,2.9483057364023173
STE,2021-03-31,2021,FY,36.47194347616868,4.664155018015798,8.094081194324144,5.285940635893103,2.588300881424363,45.67289884159008,-0.3871577291879394,45.549921951105006,21.597443751980563,16229467440,17811923440,40.83912289884247,5.222644637088301,23.533245519401426,36.03521362055873,4.181785431036926,4.181785431036926,5.731879174350985,23.014307694295496,25.827857200858418,39.548831070789426,0.024486324118100578,0.02775063332577227,0.46456883424074785,0.2742406195114405,2.0446488791265587,2.096750415282392,14.749004841312534,1.737697482802933,0.00824654293154058,0.33678158027176647,0,0.02134371503440526,0.5969233113964606,0.34693753262571775,0.07699454130449404,1.0913395092981568,0.008355862023691568,69.13875673864604,0.06986095765935661,0.14996135872387187,-21.688015680199054,633834000,-32987000,-1471249000,5943831000,597943500,153145500,289305500,71.57902815718906,32.467769843784275,65.17695343339649,5.09925895051903,11.241917808219178,5.600139018050129,0.10239655345672109,2.8081405584310413
STE,2020-03-31,2020,FY,35.75096133430843,4.8085470287102785,6.9659463540069355,4.43562009011772,3.7696218358536413,40.36435160065111,5.903076269786973,40.167991695958854,15.625787350491873,11866376660,12831239660,29.108585018360934,3.9151394753034996,20.093465106788653,31.555903606768375,3.4846153389859875,3.4846153389859875,4.233482077076244,17.42740368996072,21.727278155103892,34.121735173902984,0.034354126089235396,0.031689791313265124,0.37718280758403955,0.23607340521280892,1.3104779781275298,2.4305380981598748,13.3331512698925,1.4479489235250418,0.010368287095987057,0.30180616642831387,0,0.021625955369618546,0.5369655240607792,0.3632422840054931,0.07077645381974632,1.0876162952822774,0.007856095311780843,65.92319572938192,0.08859519746754237,0.16181381481985735,-13.301142395432777,720429000,500451000,-794822000,4885679000,575655500,151127000,235893500,70.62783930159243,31.860130259004187,56.22398516803155,5.167933829058401,11.4563247868971,6.4918912970889115,0.11971091472800836,2.5303262638892163
STE,2019-03-31,2019,FY,32.89511332868274,3.5949608049469712,6.378861865518995,4.135757948378401,2.6086642940752216,37.667427314754605,3.053501542972676,37.57298083403289,14.522175059413316,10777647110,11740241110,35.44683987225827,3.873827663298792,19.976917934032123,30.811764515852367,3.3915328827085323,3.3915328827085323,4.219814429024826,18.345129983670983,21.761134947776203,33.5636842391149,0.028211259553848945,0.032455135748084445,0.37234038535972885,0.23323683031441902,1.5041353824037251,2.2651420046604014,9.13082305898034,1.7703431710342383,0.010438549235446251,0.3700135832475473,0,0.02265785340220044,0.5770749118236271,0.35164641662264484,0.06818957863825718,0.8397404402423856,0.008613779891235978,55.12849854681216,0.07366208539344708,0.14171376849252562,-13.465788571361008,588539000,258256000,-833538000,4547663000,546448000,144389500,206987000,74.1014927197116,34.72735231311412,47.293088408047865,4.925676752297151,10.510447116988091,7.717829650936646,0.09567941443950394,2.2431039171405938
STE,2018-03-31,2018,FY,30.813332078844617,3.4214023615750104,5.382132944441831,3.4362210095497954,2.370207461071647,37.838123912123066,0.6649103824622478,37.70475608035,16.072705461730255,7938214080,9052681080,27.28705663166217,3.029857328026455,17.34628277742815,27.169381637717123,2.4760802006263334,2.4760802006263334,3.455227061415361,15.502679336853083,19.781573578770715,30.98376342945153,0.03664741175637329,0.03680613763442369,0.410485782729666,0.2530608610908453,1.908520180908068,2.4836922968815096,7.898299393628157,1.5692643216218256,0.012966266588769045,0.35381125070896996,0,0.023199272059957345,0.6078001912954053,0.36155032864834624,0.06315162313224906,0.9278031985285872,0.008468333539440518,53.87551098280352,0.06841263443809002,0.1426354574738793,-15.084266359316931,591195000,56536000,-993377000,4762483000,505758500,134672500,201784000,73.56655888024257,32.47083974463906,49.16799148796857,4.961493449682426,11.24085496003415,7.423528782730847,0.09074193065415663,1.9459119348920355
STE,2017-03-31,2017,FY,30.56820282428369,1.2865466287599592,4.9616370081780214,2.9387642881377745,3.3100277280544734,32.87626501936284,-1.7099785897300903,32.7425268798334,17.817100136885333,5936954579.999999,7132397579.999999,53.989492838630476,2.2722958362740338,13.999411864574636,23.635784700519533,2.121400106195879,2.121400106195879,2.729836838954728,17.09144703672108,16.818281150521354,28.394998029340922,0.018522122498703705,0.04230872859397891,0.5282498190167805,0.30020804332662193,2.864653924679134,2.6673148436906255,5.08099730458221,3.8333378528622175,0.01569710509727363,0.8474787432364843,0,0.022733466117769895,0.6003080543938365,0.4077026829463835,0.06617571636999399,0.9189920379287985,0.007193170736188147,30.786486003155183,0.029833936015630193,0.05586900137938743,-16.028421255835177,636219000,-146157000,-1096620000,4508317000,477487000,136525500,195314500,67.53773218777414,30.708171792381297,45.51436992252968,5.404386380419112,11.886086950007117,8.019445300929553,0.03929283263572312,2.0228727200402465
STE,2016-03-31,2016,FY,31.666581798636454,1.5667062717474327,3.602294265750092,1.814308749893915,3.5197742510396335,42.984129678350165,-3.4095731138080283,42.75982347449715,22.78005035503126,5023092900,6342047900,45.34991739118659,2.2436902237127274,19.723541376263867,39.160920104780615,1.66160648540506,1.66160648540506,2.8328345015374556,17.698804181596955,24.90251457740257,49.44372641656532,0.02205075681558667,0.025535661504488598,0.5186167274334328,0.2932424263282169,3.6808183472310594,2.427634633530202,4.9856467172426715,2.2823408164179773,0.012980647839501435,0.5886713072054748,0,0.02531039448552862,0.6134842481393142,0.4963463237459507,0.05646285182359552,0.8794142201196605,0.007212461876285307,38.824243474495745,0.02794883262289891,0.05359999690293708,-22.753751874169,571919000,-241050000,-1334999000,4916180000,398406000,119456000,176805000,76.8754075909743,37.92483043409319,52.38589336722046,4.747942306101717,9.624301435818072,6.96752458608241,0.03663968053286863,1.787985515856177
STE,2015-03-31,2015,FY,31.142393078955784,2.273307188662414,4.141181222964671,2.7062259101543433,2.8224294346355174,18.034285425748575,3.548482655311127,18.03699527039537,10.776463063639271,4174951510,4628337510,30.910912678433924,2.2564097698543395,16.968588481547716,25.96605099978232,3.895881711259088,3.895881711259088,2.5014484481395347,14.48401338766007,18.81132137050886,28.785878720029853,0.03235103441955905,0.03851182453613695,0.5795599608820938,0.29613201029327835,1.418835354938851,2.5427221165350775,11.841924219523635,1.8216549191494402,0.012817633898698862,0.39620476218681516,0,0.029260164636054443,0.41036031719012767,0.34650869777271986,0.046077233344665056,0.9313313160223288,0.00806425897291358,30.374029988237396,0.08091867094508547,0.10921799771316933,-8.983812465285375,437101000,210826000,-305388000,1790799000,319487500,100885000,157982000,64.16951806310777,33.6992384489415,54.55450099538831,5.688058926062671,10.831105294946648,6.690557027198448,0.12603580333547337,1.4349553128103276
STE,2014-03-31,2014,FY,27.511650781806466,2.1951972323033613,3.5551165078180644,2.090424990672591,2.5913577315741274,17.65841332293186,4.977970355798257,17.615320693280875,8.687209578401113,2815626500,3156304500,21.75203179802537,1.7356283117542775,13.431346031836895,22.84224509994808,2.710708526482495,2.710708526482495,1.9456314432036452,11.16110433352782,15.056477811010776,25.606052862149532,0.045972716906876675,0.043778533836075204,0.47509158038134025,0.26149318394499255,1.2046818366661363,2.6511948637753138,11.017954182205647,1.619497535575779,0.017184452554342703,0.37379675839372073,0,0.029983627697792944,0.39621134804537184,0.41199536328119407,0.05323895424385361,1.141680656717207,0.006842340154304017,29.4966917250154,0.08704026202510659,0.11360072034943267,-6.449080826238849,420239000,293531000,-171171000,1622364000,294811500,90902000,149794500,70.5780544576305,38.43902614560521,58.221821247545314,5.171579222534636,9.495557942009176,6.269127144753973,0.12461863570503656,1.4646915171454737
