symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CPT,2024-12-31,116.04,108491000,12589295640,21045000,3485591000,16053841640
CPT,2023-12-31,99.29,108653000,10788156370,259686000,3715436000,14243906370
CPT,2022-12-31,111.88,107605000,12038847400,10687000,3680913000,15709073400
CPT,2021-12-31,178.68,101999000,18225181320,613391000,3170367000,20782157320
CPT,2020-12-31,99.92,99385000,9930549200,420441000,3166625000,12676733200
CPT,2019-12-31,106.1,98460000,10446606000,23184000,2524099000,12947521000
CPT,2018-12-31,88.05,95208000,8383064400,34378000,2321603000,10670289400
CPT,2017-12-31,92.06,91499000,8423397940,368492000,2204598000,10259503940
CPT,2016-12-31,84.07,89580000,7530990599,237364000,2480588000,9774214599
CPT,2015-12-31,76.76,89120000,6840851200,10617000,2724687000,9554921200
CPT,2014-12-31,73.84,88084000,6504122560,153918000,2743539000,9093743560
CPT,2013-12-31,56.88,87204000,4960163520,17794000,2530766000,7473135520
CPT,2012-12-31,68.21,83772000,5714088119,26669000,2510468000,8197887119
CPT,2011-12-31,62.24,72756000,4528333440,55159000,2432112000,6905286440
CPT,2010-12-31,53.98,68608000,3703459840,170575000,2563754000,6096638840
CPT,2009-12-31,42.37,62359000,2642150830,27180000,1030654000,3645624830
CPT,2008-12-31,31.34,55272000,1732224480,7407000,2832396000,4557213480
CPT,2007-12-31,48.15,58135000,2799200250,897000,2828095000,5626398250
CPT,2006-12-31,73.85,56660000,4184340999,1034000,2330976000,6514282999
CPT,2005-12-31,57.92,52000000,3011840000,1576000,2633091000,5643355000
CPT,2004-12-31,51,41430000,2112930000,2253000,1576405000,3687082000
CPT,2003-12-31,44.3,39355000,1743426500,3357000,1509677000,3249746500
CPT,2002-12-31,33,40441000,1334553000,405000,1427016000,2761164000
CPT,2001-12-31,36.7,39796000,1460513200,5625000,1207047000,2661935200
CPT,2000-12-31,33.5,38112000,1276752000,4936000,1138117000,2409933000
CPT,1999-12-31,27.75,41236000,1144299000,5517000,1165090000,2303872000
CPT,1998-12-31,26,41174000,1070524000,5647000,1002568000,2067445000
CPT,1997-12-31,31,26257000,813967000,6468000,480754000,1288253000
CPT,1996-12-31,28.63,14849000,425126870,2366000,244182000,666942870
CPT,1995-12-31,23.63,14325000,338499750,200000,279500000,617799750
CPT,1994-12-31,24.88,12311000,306297680,200000,197300000,503397680
CPT,1993-12-31,25.25,8974000,226593500,5400000,111500000,332693500
