date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,paymentDate,dividend,recordDate,declarationDate,adjDividend
2025-08-07,68.26,69.38,67.35,68.55,67.16,4293848,4293848,0.29,0.42485,68.385,"August 07, 25",0.0042485,,,,,
2025-08-06,69.14,70.87,65.7,67.52,66.15,5432400,5432400,-1.62,-2.34,68.3075,"August 06, 25",-0.0234,,,,,
2025-08-05,68.24,68.57,67.03,67.63,66.26,4515237,4515237,-0.61,-0.8939,67.8675,"August 05, 25",-0.008939,,,,,
2025-08-04,67.97,68.27,67.59,67.94,66.56,2348400,2348400,-0.03,-0.04413712,67.9425,"August 04, 25",-0.0004413712,,,,,
2025-08-01,67.77,68.19,66.13,67.69,66.31,2727226,2727226,-0.08,-0.11805,67.445,"August 01, 25",-0.0011805,,,,,
2025-07-31,70.43,70.99,68.23,68.54,67.15,3301900,3301900,-1.89,-2.68,69.5475,"July 31, 25",-0.0268,,,,,
2025-07-30,73.84,73.96,70.79,71.33,69.88,2454600,2454600,-2.51,-3.4,72.48,"July 30, 25",-0.034,,,,,
2025-07-29,71.84,72.11,70.64,71.94,70.48,2406400,2406400,0.1,0.1392,71.6325,"July 29, 25",0.001392,,,,,
2025-07-28,72.19,72.32,71.11,71.32,69.87,2211799,2211799,-0.87,-1.21,71.735,"July 28, 25",-0.0121,,,,,
2025-07-25,72.21,72.47,71.21,71.53,70.08,1539246,1539246,-0.68,-0.9417,71.855,"July 25, 25",-0.009417,,,,,
2025-07-24,72.44,73.34,71.64,72.34,70.87,1482700,1482700,-0.1,-0.13805,72.44,"July 24, 25",-0.0013805,,,,,
2025-07-23,73.3,73.56,71.91,73.09,71.6,2093531,2093531,-0.21,-0.28649,72.965,"July 23, 25",-0.0028649,,,,,
2025-07-22,72.71,73.49,72.31,73.38,71.89,2052026,2052026,0.67,0.92147,72.9725,"July 22, 25",0.0092147,,,,,
2025-07-21,72.93,74.16,72.66,72.72,71.24,1877100,1877100,-0.21,-0.28795,73.1175,"July 21, 25",-0.0028795,,,,,
2025-07-18,72.5,73.1,72.02,72.77,71.29,1788140,1788140,0.265,0.37241,72.5975,"July 18, 25",0.0037241,,,,,
2025-07-17,72.37,72.97,71.32,72.2,70.73,2348500,2348500,-0.17,-0.2349,72.215,"July 17, 25",-0.002349,,,,,
2025-07-16,72.68,73.2,71.87,72.87,71.39,1819672,1819672,0.19,0.26142,72.655,"July 16, 25",0.0026142,,,,,
2025-07-15,75.66,75.82,72.93,72.97,71.49,1952864,1952864,-2.69,-3.56,74.345,"July 15, 25",-0.0356,,,,,
2025-07-14,74.98,74.98,73.65,74.43,72.92,2651148,2651148,-0.55,-0.73353,74.51,"July 14, 25",-0.0073353,,,,,
2025-07-11,76.81,77.41,75.12,75.42,73.89,2065848,2065848,-1.39,-1.81,76.19,"July 11, 25",-0.0181,,,,,
2025-07-10,76.66,78.15,76.52,77.7,76.12,2169437,2169437,1.04,1.36,77.2575,"July 10, 25",0.0136,,,,,
2025-07-09,77.76,78.75,76.82,77.63,76.05,1381300,1381300,-0.13,-0.16718,77.74,"July 09, 25",-0.0016718,,,,,
2025-07-08,76.94,79.21,76.58,77.94,76.36,2485900,2485900,1,1.3,77.6675,"July 08, 25",0.013,,,,,
2025-07-07,78.18,78.8,76.03,76.19,74.64,2428500,2428500,-1.98,-2.55,77.3,"July 07, 25",-0.0255,,,,,
2025-07-03,78.55,78.94,77.64,78.76,77.16,1831003,1831003,0.21,0.26735,78.4725,"July 03, 25",0.0026735,,,,,
2025-07-02,77.27,78.25,76.55,78.18,76.59,2326053,2326053,0.91,1.18,77.5625,"July 02, 25",0.0118,,,,,
2025-07-01,74.39,78.47,73.99,77.16,75.59,3271893,3271893,2.77,3.72,76.0025,"July 01, 25",0.0372,,,,,
2025-06-30,74.82,74.99,73.99,74.52,73.01,1852002,1852002,-0.3,-0.40096,74.58,"June 30, 25",-0.0040096,,,,,
2025-06-27,74.84,75.17,73.89,74.8,73.28,3796506,3796506,-0.04,-0.05344735,74.675,"June 27, 25",-0.0005344735,,,,,
2025-06-26,74.52,74.86,73.9,74.65,73.13,2074913,2074913,0.135,0.17445,74.4825,"June 26, 25",0.0017445,,,,,
2025-06-25,73.92,74.47,73.4,74.27,72.76,2676600,2676600,0.35,0.47348,74.015,"June 25, 25",0.0047348,,,,,
2025-06-24,73.01,74.4,72.92,73.42,71.93,3015101,3015101,0.41,0.56157,73.4375,"June 24, 25",0.0056157,,,,,
2025-06-23,72.32,72.93,71.01,72.35,70.88,2642451,2642451,0.03,0.0414823,72.1525,"June 23, 25",0.000414823,,,,,
2025-06-20,72.03,72.23,70.75,72.13,70.66,6353912,6353912,0.1,0.13883,71.785,"June 20, 25",0.0013883,,,,,
2025-06-18,71.55,72.67,71.27,71.62,70.16,2330543,2330543,0.07,0.09783368,71.7775,"June 18, 25",0.0009783368,,,,,
2025-06-17,71.26,72.47,71.21,71.53,70.08,3268068,3268068,0.27,0.37889,71.6175,"June 17, 25",0.0037889,,,,,
2025-06-16,72.21,72.4,71.22,71.98,70.52,2601485,2601485,-0.23,-0.31852,71.9525,"June 16, 25",-0.0031852,,,,,
2025-06-13,70.92,72.17,70.4,71.25,69.8,3365824,3365824,0.33,0.46531,71.185,"June 13, 25",0.0046531,,,,,
2025-06-12,72.41,73,71.71,72.01,70.55,2099027,2099027,-0.4,-0.55241,72.2825,"June 12, 25",-0.0055241,,,,,
2025-06-11,75.2,75.28,72.36,72.82,71.34,3493876,3493876,-2.38,-3.16,73.915,"June 11, 25",-0.0316,,,,,
2025-06-10,73.75,75.62,73.51,74.95,73.43,4660664,4660664,1.2,1.63,74.4575,"June 10, 25",0.0163,,,,,
2025-06-09,72.38,73.89,72.21,73.17,71.68,2820568,2820568,0.79,1.09,72.9125,"June 09, 25",0.0109,,,,,
2025-06-06,71.7,72.51,71.37,71.59,70.14,2185800,2185800,-0.11,-0.15342,71.7925,"June 06, 25",-0.0015342,,,,,
2025-06-05,71.48,72.03,70.26,70.79,69.35,4205837,4205837,-0.695,-0.9653,71.14,"June 05, 25",-0.009653,,,,,
2025-06-04,71.42,72.19,71.05,71.2,69.75,3583238,3583238,-0.22,-0.30804,71.465,"June 04, 25",-0.0030804,,,,,
2025-06-03,68.6,71.13,67.97,71.03,69.59,4042664,4042664,2.43,3.54,69.6825,"June 03, 25",0.0354,,,,,
2025-06-02,68.77,69.36,68.15,68.95,67.55,3875514,3875514,0.18,0.26174,68.8075,"June 02, 25",0.0026174,,,,,
2025-05-30,68.63,69.51,67.52,69.03,67.63,15911529,15911529,0.4,0.58284,68.6725,"May 30, 25",0.0058284,,,,,
2025-05-29,70.74,70.74,68.91,69.5,68.09,3026000,3026000,-1.24,-1.75,69.9725,"May 29, 25",-0.0175,,,,,
2025-05-28,71.49,71.49,69.62,69.77,68.35,4194500,4194500,-1.72,-2.41,70.5925,"May 28, 25",-0.0241,,,,,
2025-05-27,69.97,71.76,69.22,71.39,69.94,3403400,3403400,1.42,2.03,70.585,"May 27, 25",0.0203,2025-06-17,0.7,2025-05-27,2025-05-07,0.7
2025-05-23,67.86,70.09,67.24,69.39,67.29,3902241,3902241,1.53,2.25,68.645,"May 23, 25",0.0225,,,,,
2025-05-22,71.49,71.49,70.06,70.36,68.23,2963660,2963660,-1.13,-1.58,70.85,"May 22, 25",-0.0158,,,,,
2025-05-21,72.58,73.54,70.98,71.35,69.19,3478821,3478821,-1.23,-1.69,72.1125,"May 21, 25",-0.0169,,,,,
2025-05-20,72.68,73.5,72.38,73.28,71.06,2453119,2453119,0.6,0.82554,72.96,"May 20, 25",0.0082554,,,,,
2025-05-19,71.66,72.97,71.66,72.92,70.71,2260800,2260800,1.26,1.76,72.3025,"May 19, 25",0.0176,,,,,
2025-05-16,72.28,73.41,71.76,73.32,71.1,2336687,2336687,1.04,1.44,72.6925,"May 16, 25",0.0144,,,,,
2025-05-15,71.62,72.32,70.48,72.28,70.09,2943000,2943000,0.66,0.92153,71.675,"May 15, 25",0.0092153,,,,,
2025-05-14,72.72,73.02,71.73,72.24,70.05,3024654,3024654,-0.48,-0.66007,72.4275,"May 14, 25",-0.0066007,,,,,
2025-05-13,72.86,74.07,72.49,72.6,70.4,3597828,3597828,-0.26,-0.35685,73.005,"May 13, 25",-0.0035685,,,,,
2025-05-12,72.51,73.56,71.5,73.04,70.83,6361200,6361200,0.53,0.73093,72.6525,"May 12, 25",0.0073093,,,,,
2025-05-09,68.18,69.24,67.45,68.21,66.15,5017642,5017642,0.035,0.04400117,68.27,"May 09, 25",0.0004400117,,,,,
2025-05-08,66.92,69.36,64.93,67.29,65.25,6377429,6377429,0.375,0.5529,67.125,"May 08, 25",0.005529,,,,,
2025-05-07,66.28,67.39,65.37,66.88,64.86,6058517,6058517,0.605,0.90525,66.48,"May 07, 25",0.0090525,,,,,
2025-05-06,65.38,66.97,64.74,66.01,64.01,3460449,3460449,0.63,0.9636,65.775,"May 06, 25",0.009636,,,,,
2025-05-05,65.54,66.68,65.12,66.13,64.13,2237544,2237544,0.59,0.90021,65.8675,"May 05, 25",0.0090021,,,,,
2025-05-02,66.05,66.9,65.43,66.06,64.06,3674587,3674587,0.01,0.01514005,66.11,"May 02, 25",0.0001514005,,,,,
2025-05-01,64.75,65.94,64.11,65.23,63.26,4364300,4364300,0.48,0.74131,65.0075,"May 01, 25",0.0074131,,,,,
2025-04-30,61.06,64.47,60.74,64.28,62.33,3822740,3822740,3.22,5.27,62.6375,"April 30, 25",0.0527,,,,,
2025-04-29,61.41,62.53,61.19,61.6,59.74,2538600,2538600,0.19,0.3094,61.6825,"April 29, 25",0.003094,,,,,
2025-04-28,60.92,62.43,60.8,62.11,60.23,2142069,2142069,1.19,1.95,61.565,"April 28, 25",0.0195,,,,,
2025-04-25,61.02,62.16,60.3,61.52,59.66,2090900,2090900,0.5,0.8194,61.25,"April 25, 25",0.008194,,,,,
2025-04-24,60.38,62,59.54,61.5,59.64,3313316,3313316,1.12,1.85,60.855,"April 24, 25",0.0185,,,,,
2025-04-23,59.83,60.67,58.42,58.66,56.88,3291873,3291873,-1.17,-1.96,59.395,"April 23, 25",-0.0196,,,,,
2025-04-22,56.44,58.33,56,57.8,56.05,3859718,3859718,1.36,2.41,57.1425,"April 22, 25",0.0241,,,,,
2025-04-21,54.67,56.95,54.56,56.78,55.06,3717800,3717800,2.11,3.86,55.74,"April 21, 25",0.0386,,,,,
2025-04-17,56.83,57,55.08,55.98,54.29,2344900,2344900,-0.85,-1.5,56.2225,"April 17, 25",-0.015,,,,,
2025-04-16,55.76,56.88,53.79,55.86,54.17,4712370,4712370,0.1,0.17934,55.5725,"April 16, 25",0.0017934,,,,,
2025-04-15,57.96,58.92,57.16,57.4,55.66,2374187,2374187,-0.56,-0.96618,57.86,"April 15, 25",-0.0096618,,,,,
2025-04-14,58.02,58.8,56.46,57.72,55.97,3953945,3953945,-0.3,-0.51706,57.75,"April 14, 25",-0.0051706,,,,,
2025-04-11,53.4,56.57,51.68,56.54,54.83,5428020,5428020,3.14,5.88,54.5475,"April 11, 25",0.0588,,,,,
2025-04-10,56.89,57.68,51.65,53.84,52.21,6896329,6896329,-3.05,-5.36,55.015,"April 10, 25",-0.0536,,,,,
2025-04-09,49.66,60.93,49.13,60.27,58.45,10709016,10709016,10.61,21.37,54.9975,"April 09, 25",0.2137,,,,,
2025-04-08,54.94,55.4,47.93,49.2,47.71,6328900,6328900,-5.74,-10.45,51.8675,"April 08, 25",-0.1045,,,,,
2025-04-07,52.02,56.85,49.8,53.38,51.76,7665900,7665900,1.37,2.61,53.0125,"April 07, 25",0.0261,,,,,
2025-04-04,56.13,56.17,52.04,52.78,51.18,5965610,5965610,-3.35,-5.97,54.28,"April 04, 25",-0.0597,,,,,
2025-04-03,62.07,62.33,56.75,56.76,55.04,6468600,6468600,-5.31,-8.55,59.4775,"April 03, 25",-0.0855,,,,,
2025-04-02,63.6,65.57,63.58,64.8,62.84,2025849,2025849,1.2,1.89,64.3875,"April 02, 25",0.0189,,,,,
2025-04-01,64.37,64.8,63.47,64.62,62.66,2090571,2090571,0.25,0.38838,64.315,"April 01, 25",0.0038838,,,,,
2025-03-31,63.5,64.73,62.72,64.63,62.67,3169837,3169837,1.13,1.78,63.895,"March 31, 25",0.0178,,,,,
2025-03-28,65.81,65.99,63.73,64.12,62.18,2547522,2547522,-1.69,-2.57,64.9125,"March 28, 25",-0.0257,,,,,
2025-03-27,67.21,67.32,65.95,66.3,64.29,1945971,1945971,-0.91,-1.35,66.695,"March 27, 25",-0.0135,,,,,
2025-03-26,68.12,68.5,66.94,67.6,65.55,1920696,1920696,-0.52,-0.76336,67.79,"March 26, 25",-0.0076336,,,,,
2025-03-25,68.7,68.97,68.04,68.22,66.16,2148359,2148359,-0.48,-0.69869,68.4825,"March 25, 25",-0.0069869,,,,,
2025-03-24,68.89,69.44,68.25,69.02,66.93,3390600,3390600,0.13,0.18871,68.9,"March 24, 25",0.0018871,,,,,
2025-03-21,67.38,68.45,67.11,67.25,65.22,13009400,13009400,-0.13,-0.19294,67.5475,"March 21, 25",-0.0019294,,,,,
2025-03-20,69.14,69.72,68.36,68.39,66.32,3057030,3057030,-0.75,-1.08,68.9025,"March 20, 25",-0.0108,,,,,
2025-03-19,70.61,71.19,69.69,70.05,67.93,2907755,2907755,-0.56,-0.79309,70.385,"March 19, 25",-0.0079309,,,,,
2025-03-18,70.42,71.32,70.13,70.88,68.74,2528300,2528300,0.46,0.65322,70.6875,"March 18, 25",0.0065322,,,,,
2025-03-17,69.46,71.51,69.42,70.58,68.44,2727243,2727243,1.12,1.61,70.2425,"March 17, 25",0.0161,,,,,
