date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,declarationDate,paymentDate,recordDate,adjDividend
2025-12-04,316.69,320.33,315.9,320,319.12,445632,445632,3.31,1.05,318.23,"December 04, 25",0.0105,,,,,
2025-12-03,315.88,318.2,314.48,316.53,315.66,610444,610444,0.65,0.20577,316.2725,"December 03, 25",0.0020577,,,,,
2025-12-02,320.69,321.17,314.72,315.69,314.82,715736,715736,-5,-1.56,318.0675,"December 02, 25",-0.0156,,,,,
2025-12-01,319.53,324.43,319.53,320.79,319.9,725036,725036,1.26,0.39433,321.07,"December 01, 25",0.0039433,,,,,
2025-11-28,320.71,322.88,319.68,321,320.11,252900,252900,0.29,0.09042437,321.0675,"November 28, 25",0.0009042437,,,,,
2025-11-26,320.13,322.2,320,321.23,320.34,527834,527834,1.1,0.34361,320.89,"November 26, 25",0.0034361,,,,,
2025-11-25,319.84,324.44,319.69,320.62,319.74,670941,670941,0.78,0.24387,321.1475,"November 25, 25",0.0024387,,,,,
2025-11-24,315.74,319,313.86,317.52,316.64,1089800,1089800,1.78,0.56375,316.53,"November 24, 25",0.0056375,,,,,
2025-11-21,315.44,319.97,314.58,315.05,314.18,726200,726200,-0.39,-0.12364,316.26,"November 21, 25",-0.0012364,,,,,
2025-11-20,317.55,320.11,314.6,314.88,314.01,558167,558167,-2.67,-0.84081,316.785,"November 20, 25",-0.0084081,,,,,
2025-11-19,320.48,321.4,314.35,317.37,316.49,592626,592626,-3.11,-0.97042,318.4,"November 19, 25",-0.0097042,,,,,
2025-11-18,319.52,323.26,317.36,319.52,318.64,473521,473521,0,0,319.915,"November 18, 25",0,,,,,
2025-11-17,323.18,324.05,318.41,318.6,317.72,742000,742000,-4.58,-1.42,321.06,"November 17, 25",-0.0142,,,,,
2025-11-14,325.6,328.54,321.12,322.13,321.24,707100,707100,-3.47,-1.07,324.3475,"November 14, 25",-0.0107,,,,,
2025-11-13,319.61,324.56,317.9,324.3,323.4,902700,902700,4.69,1.47,321.5925,"November 13, 25",0.0147,,,,,
2025-11-12,320.77,323.84,318.82,320.05,319.17,939200,939200,-0.72,-0.22446,320.87,"November 12, 25",-0.0022446,,,,,
2025-11-11,321.69,323.31,317.62,322.14,321.25,660900,660900,0.45,0.13989,321.19,"November 11, 25",0.0013989,,,,,
2025-11-10,323.99,326.9,321.15,321.61,320.72,640500,640500,-2.38,-0.73459,323.4125,"November 10, 25",-0.0073459,,,,,
2025-11-07,323.78,328.67,323.78,326.05,325.15,504200,504200,2.27,0.70109,325.57,"November 07, 25",0.0070109,,,,,
2025-11-06,321.57,326.46,321.57,322.2,321.31,599826,599826,0.63,0.19591,322.95,"November 06, 25",0.0019591,,,,,
2025-11-05,323.02,326.68,322.85,323.06,322.17,709633,709633,0.04,0.01238313,323.9025,"November 05, 25",0.0001238313,,,,,
2025-11-04,314.73,323.64,312.85,322.81,321.92,675000,675000,8.08,2.57,318.5075,"November 04, 25",0.0257,,,,,
2025-11-03,312.17,316.42,308.21,314,313.13,1263800,1263800,1.83,0.58622,312.7,"November 03, 25",0.0058622,,,,,
2025-10-31,312.57,316.22,311.7,313.1,312.24,950700,950700,0.53,0.16956,313.3975,"October 31, 25",0.0016956,,,,,
2025-10-30,324.94,325.54,313.19,317,316.13,1128639,1128639,-7.94,-2.44,320.1675,"October 30, 25",-0.0244,,,,,
2025-10-29,316.94,319.42,314.04,317.54,316.66,966700,966700,0.6,0.18931,316.985,"October 29, 25",0.0018931,,,,,
2025-10-28,325.24,325.24,319.7,320.37,319.49,696600,696600,-4.87,-1.5,322.6375,"October 28, 25",-0.015,,,,,
2025-10-27,327.33,329.09,324.98,326.86,325.96,639128,639128,-0.47,-0.14359,327.065,"October 27, 25",-0.0014359,,,,,
2025-10-24,332.23,332.36,326.99,328.34,327.43,487800,487800,-3.89,-1.17,329.98,"October 24, 25",-0.0117,,,,,
2025-10-23,335.72,337.29,329.65,331.38,330.47,775228,775228,-4.34,-1.29,333.51,"October 23, 25",-0.0129,,,,,
2025-10-22,331.59,334.03,329.61,333.78,332.86,374518,374518,2.19,0.66045,332.2525,"October 22, 25",0.0066045,,,,,
2025-10-21,329.49,331.81,328.76,330.42,329.51,411000,411000,0.93,0.28225,330.12,"October 21, 25",0.0028225,,,,,
2025-10-20,332.38,332.38,329.12,330.05,329.14,329200,329200,-2.33,-0.701,330.9825,"October 20, 25",-0.00701,,,,,
2025-10-17,329.04,332.4,327.46,330.15,329.24,455601,455601,1.11,0.33735,329.7625,"October 17, 25",0.0033735,,,,,
2025-10-16,334.31,335.83,324.41,328,327.09,765300,765300,-6.31,-1.89,330.6375,"October 16, 25",-0.0189,,,,,
2025-10-15,340.82,343.56,330.22,339.42,338.48,349828,349828,-1.4,-0.41077,338.505,"October 15, 25",-0.0041077,,,,,
2025-10-14,337.76,345.14,337.76,343.31,342.36,365300,365300,5.55,1.64,340.9925,"October 14, 25",0.0164,,,,,
2025-10-13,334.94,338.54,334.87,336.62,335.69,347100,347100,1.68,0.50158,336.2425,"October 13, 25",0.0050158,,,,,
2025-10-10,337.48,339.83,335.75,336.99,336.06,442100,442100,-0.49,-0.14519,337.5125,"October 10, 25",-0.0014519,,,,,
2025-10-09,343.53,343.54,336.63,337.39,336.46,492412,492412,-6.14,-1.79,340.2725,"October 09, 25",-0.0179,,,,,
2025-10-08,349.79,350.26,343.31,343.76,342.81,453900,453900,-6.03,-1.72,346.78,"October 08, 25",-0.0172,,,,,
2025-10-07,349.44,352.79,347.97,349.93,348.96,443920,443920,0.49,0.14022,350.0325,"October 07, 25",0.0014022,,,,,
2025-10-06,347.57,349.7,345.8,349.4,348.44,554500,554500,1.83,0.52651,348.1175,"October 06, 25",0.0052651,,,,,
2025-10-03,346.37,350.42,344.67,347.14,346.18,653643,653643,0.77,0.22231,347.15,"October 03, 25",0.0022231,,,,,
2025-10-02,341.15,347.74,341.15,345.78,344.83,615000,615000,4.63,1.36,343.955,"October 02, 25",0.0136,,,,,
2025-10-01,345.67,346.12,342.83,344.1,343.15,436246,436246,-1.57,-0.45419,344.68,"October 01, 25",-0.0045419,,,,,
2025-09-30,341.64,346.27,341.13,345.45,344.5,487500,487500,3.81,1.12,343.6225,"September 30, 25",0.0112,0.92,2025-08-29,2025-10-15,2025-09-30,0.92
2025-09-29,341.89,343.13,338.47,342.2,340.34,447100,447100,0.31,0.09067244,341.4225,"September 29, 25",0.0009067244,,,,,
2025-09-26,340.41,343.48,338.6,341.89,340.03,427300,427300,1.48,0.43477,341.095,"September 26, 25",0.0043477,,,,,
2025-09-25,344.7,345.42,335.78,338.03,336.19,543833,543833,-6.67,-1.94,340.9825,"September 25, 25",-0.0194,,,,,
2025-09-24,340.85,345.16,338.68,343.5,341.63,565103,565103,2.65,0.77747,342.0475,"September 24, 25",0.0077747,,,,,
2025-09-23,338.1,341.34,337.02,340.85,339,451125,451125,2.75,0.81337,339.3275,"September 23, 25",0.0081337,,,,,
2025-09-22,336.57,339.24,334.52,338.85,337.01,565700,565700,2.28,0.67742,337.295,"September 22, 25",0.0067742,,,,,
2025-09-19,334.2,340.38,332.67,336.71,334.88,1309446,1309446,2.51,0.75105,335.99,"September 19, 25",0.0075105,,,,,
2025-09-18,331.22,334.07,330.22,331.7,329.9,485336,485336,0.48,0.14492,331.8025,"September 18, 25",0.0014492,,,,,
2025-09-17,332.05,336.27,329.52,332.33,330.52,477212,477212,0.28,0.08432465,332.5425,"September 17, 25",0.0008432465,,,,,
2025-09-16,330.14,332.51,328.03,330.72,328.92,487400,487400,0.58,0.17568,330.35,"September 16, 25",0.0017568,,,,,
2025-09-15,338.09,338.72,332.77,333.7,331.88,412646,412646,-4.39,-1.3,335.82,"September 15, 25",-0.013,,,,,
2025-09-12,338.59,341.25,337.76,338.79,336.95,417900,417900,0.2,0.05906849,339.0975,"September 12, 25",0.0005906849,,,,,
2025-09-11,329.99,340.76,326.54,340.45,338.6,562844,562844,10.46,3.17,334.435,"September 11, 25",0.0317,,,,,
2025-09-10,328.71,330.95,323.73,330.22,328.42,445600,445600,1.51,0.45937,328.4025,"September 10, 25",0.0045937,,,,,
2025-09-09,331.23,333.46,328.17,329.48,327.69,686215,686215,-1.75,-0.52833,330.585,"September 09, 25",-0.0052833,,,,,
2025-09-08,330.31,333.05,327.33,332.23,330.42,560000,560000,1.92,0.58127,330.73,"September 08, 25",0.0058127,,,,,
2025-09-05,329.49,331.44,323.61,329.27,327.48,557200,557200,-0.22,-0.06676986,328.4525,"September 05, 25",-0.0006676986,,,,,
2025-09-04,329.08,332.62,327.74,329.84,328.05,432400,432400,0.76,0.23095,329.82,"September 04, 25",0.0023095,,,,,
2025-09-03,323.72,327.72,323.22,327.19,325.41,399000,399000,3.47,1.07,325.4625,"September 03, 25",0.0107,,,,,
2025-09-02,326.2,328.65,324.31,325.46,323.69,537343,537343,-0.74,-0.22685,326.155,"September 02, 25",-0.0022685,,,,,
2025-08-29,326.97,328.48,326,326.79,325.01,370900,370900,-0.18,-0.05505092,327.06,"August 29, 25",-0.0005505092,,,,,
2025-08-28,329.7,330.83,326.23,326.84,325.06,562300,562300,-2.86,-0.86746,328.4,"August 28, 25",-0.0086746,,,,,
2025-08-27,333.23,335.28,330.07,330.07,328.27,463300,463300,-3.16,-0.94829,332.1625,"August 27, 25",-0.0094829,,,,,
2025-08-26,334.68,337.02,333.04,333.99,332.17,529300,529300,-0.69,-0.20617,334.6825,"August 26, 25",-0.0020617,,,,,
2025-08-25,339.21,339.56,335.76,336.46,334.63,420042,420042,-2.75,-0.81071,337.7475,"August 25, 25",-0.0081071,,,,,
2025-08-22,339.59,341.11,337.92,339.25,337.4,348212,348212,-0.34,-0.10012,339.4675,"August 22, 25",-0.0010012,,,,,
2025-08-21,335.15,337.57,334.84,337.15,335.32,354941,354941,2,0.59675,336.1775,"August 21, 25",0.0059675,,,,,
2025-08-20,335.98,339.3,332,335.72,333.89,407200,407200,-0.26,-0.07738556,335.75,"August 20, 25",-0.0007738556,,,,,
2025-08-19,330,335.59,330,335.47,333.65,413300,413300,5.47,1.66,332.765,"August 19, 25",0.0166,,,,,
2025-08-18,330.37,330.63,328.6,329.59,327.8,394300,394300,-0.78,-0.2361,329.7975,"August 18, 25",-0.002361,,,,,
2025-08-15,331.14,332.16,329.95,330.5,328.7,583900,583900,-0.64,-0.19327,330.9375,"August 15, 25",-0.0019327,,,,,
2025-08-14,334.69,335.78,329.22,330,328.2,958926,958926,-4.69,-1.4,332.4225,"August 14, 25",-0.014,,,,,
2025-08-13,329.8,336.22,327.55,334.69,332.87,594541,594541,4.89,1.48,332.065,"August 13, 25",0.0148,,,,,
2025-08-12,329.28,331.64,327.61,330,328.2,634400,634400,0.72,0.21866,329.6325,"August 12, 25",0.0021866,,,,,
2025-08-11,328.08,330.46,325.67,329.17,327.38,653000,653000,1.09,0.33224,328.345,"August 11, 25",0.0033224,,,,,
2025-08-08,325.86,328.95,324.65,327.85,326.07,829700,829700,1.99,0.61069,326.8275,"August 08, 25",0.0061069,,,,,
2025-08-07,326.07,327.9,322.4,325.2,323.43,947700,947700,-0.87,-0.26681,325.3925,"August 07, 25",-0.0026681,,,,,
2025-08-06,323.82,326.43,322.57,325.54,323.77,678626,678626,1.72,0.53116,324.59,"August 06, 25",0.0053116,,,,,
2025-08-05,321.57,325.2,320.54,324.5,322.73,822806,822806,2.93,0.91115,322.9525,"August 05, 25",0.0091115,,,,,
2025-08-04,317,321.59,315.46,320.67,318.93,718108,718108,3.67,1.16,318.68,"August 04, 25",0.0116,,,,,
2025-08-01,315.29,316.59,311.99,314.77,313.06,928200,928200,-0.52,-0.16493,314.66,"August 01, 25",-0.0016493,,,,,
2025-07-31,307.56,320.18,302,315.81,314.09,1042425,1042425,8.25,2.68,311.3875,"July 31, 25",0.0268,,,,,
2025-07-30,302.8,304.29,300.18,301.83,300.19,709133,709133,-0.97,-0.32034,302.275,"July 30, 25",-0.0032034,,,,,
2025-07-29,310.25,310.25,298.43,302.3,300.66,967600,967600,-7.95,-2.56,305.3075,"July 29, 25",-0.0256,,,,,
2025-07-28,311.96,312.52,308.84,309.35,307.67,614200,614200,-2.61,-0.83665,310.6675,"July 28, 25",-0.0083665,,,,,
2025-07-25,309.91,314.45,309.91,313.11,311.41,445700,445700,3.2,1.03,311.845,"July 25, 25",0.0103,,,,,
2025-07-24,308.7,311.63,306.59,308.73,307.05,624538,624538,0.03,0.00971817,308.9125,"July 24, 25",9.71817e-05,,,,,
2025-07-23,309,310.96,306.58,310.45,308.76,580500,580500,1.45,0.46926,309.2475,"July 23, 25",0.0046926,,,,,
2025-07-22,302.91,309.5,302.91,308.65,306.97,543301,543301,5.74,1.89,305.9925,"July 22, 25",0.0189,,,,,
2025-07-21,307.6,309.08,302.12,302.72,301.07,677000,677000,-4.88,-1.59,305.38,"July 21, 25",-0.0159,,,,,
2025-07-18,307.65,309.45,305.72,308.28,306.6,705208,705208,0.63,0.20478,307.775,"July 18, 25",0.0020478,,,,,
2025-07-17,306.62,307.57,300.25,306.69,305.02,1241300,1241300,0.07,0.02282956,305.2825,"July 17, 25",0.0002282956,,,,,
2025-07-16,304.85,308.38,303.71,307.59,305.92,794321,794321,2.74,0.8988,306.1325,"July 16, 25",0.008988,,,,,
2025-07-15,309.14,310,303.23,304.39,302.73,768478,768478,-4.75,-1.54,306.69,"July 15, 25",-0.0154,,,,,
2025-07-14,307.4,309.95,306.54,309.14,307.46,458045,458045,1.74,0.56604,308.2575,"July 14, 25",0.0056604,,,,,
2025-07-11,308.79,308.79,302.08,307.32,305.65,570747,570747,-1.47,-0.47605,306.745,"July 11, 25",-0.0047605,,,,,
2025-07-10,307.37,309.9,306.63,309.82,308.13,556900,556900,2.45,0.79708,308.43,"July 10, 25",0.0079708,,,,,
2025-07-09,304.81,308.71,302.53,308.51,306.83,532241,532241,3.7,1.21,306.14,"July 09, 25",0.0121,,,,,
2025-07-08,305.18,307.19,302.8,305.09,303.43,910700,910700,-0.09,-0.02949079,305.065,"July 08, 25",-0.0002949079,,,,,
2025-07-07,306.18,308.19,304.27,305.3,303.64,559236,559236,-0.88,-0.28741,305.985,"July 07, 25",-0.0028741,,,,,
2025-07-03,304.42,307.07,304.02,306.64,304.97,426102,426102,2.22,0.72926,305.5375,"July 03, 25",0.0072926,,,,,
2025-07-02,305.96,307.36,299.19,304.46,302.8,1428900,1428900,-1.5,-0.49026,304.2425,"July 02, 25",-0.0049026,,,,,
2025-07-01,306.99,308.7,304.45,307.61,305.94,943292,943292,0.62,0.20196,306.9375,"July 01, 25",0.0020196,,,,,
2025-06-30,302.39,307.04,301.38,306.5,304.83,705821,705821,4.11,1.36,304.3275,"June 30, 25",0.0136,0.92,2025-05-16,2025-07-15,2025-06-30,0.92
2025-06-27,301.84,304.9,301.67,304.5,301.93,1337316,1337316,2.66,0.88126,303.2275,"June 27, 25",0.0088126,,,,,
2025-06-26,299.75,302.02,296.45,301.81,299.26,856600,856600,2.06,0.68724,300.0075,"June 26, 25",0.0068724,,,,,
2025-06-25,302.21,303.06,298.13,298.78,296.26,723945,723945,-3.43,-1.13,300.545,"June 25, 25",-0.0113,,,,,
2025-06-24,301.93,304.3,298.85,302.38,299.83,820029,820029,0.45,0.14904,301.865,"June 24, 25",0.0014904,,,,,
2025-06-23,300,303.73,298.7,303.69,301.13,410700,410700,3.69,1.23,301.53,"June 23, 25",0.0123,,,,,
2025-06-20,300.2,302.06,297.64,299,296.48,944600,944600,-1.2,-0.39973,299.725,"June 20, 25",-0.0039973,,,,,
2025-06-18,298.37,298.79,296.22,297.5,294.99,795704,795704,-0.87,-0.29158,297.72,"June 18, 25",-0.0029158,,,,,
2025-06-17,295.87,297.91,294.4,297.79,295.28,651231,651231,1.92,0.64893,296.4925,"June 17, 25",0.0064893,,,,,
2025-06-16,298.31,300.7,296.62,297.83,295.32,821100,821100,-0.48,-0.16091,298.365,"June 16, 25",-0.0016091,,,,,
2025-06-13,299.36,300.88,296.03,296.33,293.83,578812,578812,-3.03,-1.01,298.15,"June 13, 25",-0.0101,,,,,
2025-06-12,296.76,301.34,296.31,301.11,298.57,508546,508546,4.35,1.47,298.88,"June 12, 25",0.0147,,,,,
2025-06-11,297.28,297.52,293.76,295.96,293.46,611206,611206,-1.32,-0.44403,296.13,"June 11, 25",-0.0044403,,,,,
2025-06-10,302.6,302.6,295.21,296.83,294.32,672400,672400,-5.77,-1.91,299.31,"June 10, 25",-0.0191,,,,,
2025-06-09,309.26,309.26,295.32,301.17,298.63,537700,537700,-8.09,-2.62,303.7525,"June 09, 25",-0.0262,,,,,
2025-06-06,310.09,310.91,307.25,309.24,306.63,349200,349200,-0.85,-0.27411,309.3725,"June 06, 25",-0.0027411,,,,,
2025-06-05,309.62,309.62,304.06,307.67,305.07,598200,598200,-1.95,-0.6298,307.7425,"June 05, 25",-0.006298,,,,,
2025-06-04,313.61,313.63,308.96,309.43,306.82,463133,463133,-4.18,-1.33,311.4075,"June 04, 25",-0.0133,,,,,
2025-06-03,315.75,318.36,310.14,313.78,311.13,517514,517514,-1.97,-0.62391,314.5075,"June 03, 25",-0.0062391,,,,,
2025-06-02,314.48,317.37,313.31,317.31,314.63,500700,500700,2.83,0.8999,315.6175,"June 02, 25",0.008999,,,,,
2025-05-30,314.98,317.67,312.14,316.55,313.88,809700,809700,1.57,0.49844,315.335,"May 30, 25",0.0049844,,,,,
2025-05-29,309.73,315.6,307.89,315.28,312.62,412400,412400,5.55,1.79,312.125,"May 29, 25",0.0179,,,,,
2025-05-28,311.4,313.61,310.68,311.01,308.39,603850,603850,-0.39,-0.12524,311.675,"May 28, 25",-0.0012524,,,,,
2025-05-27,310.1,313.81,308.67,312.65,310.01,608500,608500,2.55,0.82232,311.3075,"May 27, 25",0.0082232,,,,,
2025-05-23,306.78,309.52,304.52,309.02,306.41,372316,372316,2.24,0.73016,307.46,"May 23, 25",0.0073016,,,,,
2025-05-22,311.02,312.94,306.07,308.07,305.47,514233,514233,-2.95,-0.94849,309.525,"May 22, 25",-0.0094849,,,,,
2025-05-21,313.35,314.91,309.98,310.83,308.21,548410,548410,-2.52,-0.80421,312.2675,"May 21, 25",-0.0080421,,,,,
2025-05-20,312.2,314.27,311.75,312.74,310.1,398927,398927,0.54,0.17297,312.74,"May 20, 25",0.0017297,,,,,
2025-05-19,312.11,315,310.37,313.92,311.27,333600,333600,1.81,0.57992,312.85,"May 19, 25",0.0057992,,,,,
2025-05-16,310.01,312.82,309.48,311.93,309.3,534701,534701,1.92,0.61933,311.06,"May 16, 25",0.0061933,,,,,
2025-05-15,304.28,310.07,302.25,310.01,307.39,370814,370814,5.73,1.88,306.6525,"May 15, 25",0.0188,,,,,
2025-05-14,304.61,305.4,297.94,303.37,300.81,510107,510107,-1.24,-0.40708,302.83,"May 14, 25",-0.0040708,,,,,
2025-05-13,306.77,309.21,304.14,304.21,301.64,404313,404313,-2.56,-0.8345,306.0825,"May 13, 25",-0.008345,,,,,
2025-05-12,310.81,312.42,303.71,307.46,304.87,487800,487800,-3.35,-1.08,308.6,"May 12, 25",-0.0108,,,,,
2025-05-09,308.87,309.96,307.85,309.07,306.46,396313,396313,0.2,0.06475216,308.9375,"May 09, 25",0.0006475216,,,,,
2025-05-08,306.92,313.83,305.58,309.17,306.56,706848,706848,2.25,0.73309,308.875,"May 08, 25",0.0073309,,,,,
2025-05-07,307.69,309.55,303.92,306.02,303.44,816100,816100,-1.67,-0.54275,306.795,"May 07, 25",-0.0054275,,,,,
2025-05-06,308.34,310.53,306.25,307.55,304.95,728600,728600,-0.79,-0.25621,308.1675,"May 06, 25",-0.0025621,,,,,
2025-05-05,310.19,312.55,309.11,309.29,306.68,570309,570309,-0.9,-0.29014,310.285,"May 05, 25",-0.0029014,,,,,
2025-05-02,310.23,312.93,308.55,312.07,309.44,589400,589400,1.84,0.59311,310.945,"May 02, 25",0.0059311,,,,,
2025-05-01,305.26,309.05,303.52,306.36,303.77,600300,600300,1.1,0.36035,306.0475,"May 01, 25",0.0036035,,,,,
2025-04-30,302.17,308.26,298.57,307.8,305.2,710245,710245,5.63,1.86,304.2,"April 30, 25",0.0186,,,,,
2025-04-29,302.65,303.55,300.05,302.55,300,586527,586527,-0.1,-0.03304147,302.2,"April 29, 25",-0.0003304147,,,,,
2025-04-28,304.56,306.51,299.28,303.16,300.6,804313,804313,-1.4,-0.45968,303.3775,"April 28, 25",-0.0045968,,,,,
2025-04-25,301.85,303.77,292.97,302.19,299.64,1557400,1557400,0.34,0.11264,300.195,"April 25, 25",0.0011264,,,,,
2025-04-24,306.15,321.02,304.55,307.06,304.47,1402000,1402000,0.91,0.29724,309.695,"April 24, 25",0.0029724,,,,,
2025-04-23,324.69,328.93,324.69,325.68,322.93,922800,922800,0.99,0.30491,325.9975,"April 23, 25",0.0030491,,,,,
2025-04-22,321,325.72,315.4,324.68,321.94,643065,643065,3.68,1.15,321.7,"April 22, 25",0.0115,,,,,
2025-04-21,320.52,322.62,311.86,315.76,313.09,655910,655910,-4.76,-1.49,317.69,"April 21, 25",-0.0149,,,,,
2025-04-17,324,325.76,317.27,321,318.29,658734,658734,-3,-0.92593,322.0075,"April 17, 25",-0.0092593,,,,,
2025-04-16,328.12,330.15,322.71,324.73,321.99,528747,528747,-3.39,-1.03,326.4275,"April 16, 25",-0.0103,,,,,
2025-04-15,328.91,329.66,326.24,327.16,324.4,553600,553600,-1.75,-0.53206,327.9925,"April 15, 25",-0.0053206,,,,,
2025-04-14,322.77,330.56,322.77,328.02,325.25,633600,633600,5.25,1.63,326.03,"April 14, 25",0.0163,,,,,
2025-04-11,313.49,322.85,312.09,321.74,319.02,605400,605400,8.25,2.63,317.5425,"April 11, 25",0.0263,,,,,
2025-04-10,315,320.09,308.13,316.64,313.97,694000,694000,1.64,0.52063,314.965,"April 10, 25",0.0052063,,,,,
2025-04-09,294.72,316.01,294.72,314.81,312.15,1048842,1048842,20.09,6.82,305.065,"April 09, 25",0.0682,,,,,
2025-04-08,308.96,314.43,298.05,302.06,299.51,1257430,1257430,-6.9,-2.23,305.875,"April 08, 25",-0.0223,,,,,
2025-04-07,308.14,309.13,294.97,301.01,298.47,1197500,1197500,-7.13,-2.31,303.3125,"April 07, 25",-0.0231,,,,,
2025-04-04,327.95,331.14,306.11,308.8,306.19,1656300,1656300,-19.15,-5.84,318.5,"April 04, 25",-0.0584,,,,,
2025-04-03,335.46,340.55,332.05,332.41,329.6,783300,783300,-3.05,-0.9092,335.1175,"April 03, 25",-0.009092,,,,,
2025-04-02,335.11,338.65,334.75,337.43,334.58,981876,981876,2.32,0.69231,336.485,"April 02, 25",0.0069231,,,,,
2025-04-01,338.99,340.96,335.76,337,334.16,833300,833300,-1.99,-0.58704,338.1775,"April 01, 25",-0.0058704,,,,,
2025-03-31,337.3,341.69,334.8,337.95,335.1,1105608,1105608,0.65,0.19271,337.935,"March 31, 25",0.0019271,0.92,2025-02-24,2025-04-15,2025-03-31,0.92
2025-03-28,340.84,342.54,336.79,337.16,333.4,524424,524424,-3.68,-1.08,339.3325,"March 28, 25",-0.0108,,,,,
2025-03-27,339.32,341.86,338.16,340.88,337.08,607800,607800,1.56,0.45974,340.055,"March 27, 25",0.0045974,,,,,
2025-03-26,339.69,340.84,337,338.59,334.81,317100,317100,-1.1,-0.32382,339.03,"March 26, 25",-0.0032382,,,,,
2025-03-25,338.65,340,334.54,337.93,334.16,534400,534400,-0.72,-0.21261,337.78,"March 25, 25",-0.0021261,,,,,
2025-03-24,334.83,338.39,334.13,337.22,333.46,597800,597800,2.39,0.7138,336.1425,"March 24, 25",0.007138,,,,,
2025-03-21,334.21,335.19,329.62,332.71,329,892600,892600,-1.5,-0.44882,332.9325,"March 21, 25",-0.0044882,,,,,
2025-03-20,334.38,336.69,330.26,334.51,330.78,418112,418112,0.13,0.03887792,333.96,"March 20, 25",0.0003887792,,,,,
2025-03-19,333.97,336.6,332.78,334.51,330.78,603246,603246,0.54,0.16169,334.465,"March 19, 25",0.0016169,,,,,
2025-03-18,332.5,337.34,332.5,334.97,331.24,648212,648212,2.47,0.74286,334.3275,"March 18, 25",0.0074286,,,,,
2025-03-17,323.9,329,323.9,328.33,324.67,484600,484600,4.43,1.37,326.2825,"March 17, 25",0.0137,,,,,
2025-03-14,320.75,325.21,317.02,324.61,320.99,627400,627400,3.86,1.2,321.8975,"March 14, 25",0.012,,,,,
2025-03-13,321.14,323.53,318.66,319.1,315.54,467900,467900,-2.04,-0.63524,320.6075,"March 13, 25",-0.0063524,,,,,
2025-03-12,326.2,328.33,317.89,321.1,317.52,782820,782820,-5.1,-1.56,323.38,"March 12, 25",-0.0156,,,,,
2025-03-11,333.52,334.19,325.22,326.52,322.88,578716,578716,-7,-2.1,329.8625,"March 11, 25",-0.021,,,,,
2025-03-10,330.5,335.87,327.52,332,328.3,508323,508323,1.5,0.45386,331.4725,"March 10, 25",0.0045386,,,,,
