holder,shares,dateReported,change
Lansforsakringar Fondforvaltning AB (publ),66672,2025-09-30,6326
"Resona Asset Management Co.,Ltd.",64566,2025-09-30,2072
Arizona State Retirement System,63753,2025-09-30,4174
CREDIT AGRICOLE S A,63104,2025-09-30,63104
STEPHENS INC /AR/,60758,2025-09-30,1345
Hudson Bay Capital Management LP,60717,2025-09-30,57687
"PineBridge Investments, L.P.",60661,2025-09-30,26627
VAN ECK ASSOCIATES CORP,60444,2025-09-30,36375
Engineers Gate Manager LP,60157,2025-09-30,52065
Universal- Beteiligungs- und Servicegesellschaft mbH,59164,2025-09-30,823
"HighTower Advisors, LLC",57677,2025-09-30,11954
CRAWFORD INVESTMENT COUNSEL INC,57263,2025-09-30,-8243
"Capital Investment Counsel, LLC",56890,2025-09-30,-4550
"SEGALL BRYANT & HAMILL, LLC",55345,2025-09-30,-109594
Squarepoint Ops LLC,55011,2025-09-30,55011
NORDEA INVESTMENT MANAGEMENT AB,53957,2025-09-30,3729
"Ensign Peak Advisors, Inc",53420,2025-09-30,-29520
"Stratos Wealth Partners, LTD.",53377,2025-09-30,-888
"ASSETMARK, INC",52859,2025-09-30,-1691
AQR CAPITAL MANAGEMENT LLC,51410,2025-09-30,21005
Osprey Private Wealth LLC,51365,2025-09-30,16600
BECK MACK & OLIVER LLC,50762,2025-09-30,-14825
"Capital International, Inc./CA/",50239,2025-09-30,-515
"Steward Partners Investment Advisory, LLC",50111,2025-09-30,-4079
Triasima Portfolio Management inc.,48743,2025-09-30,1456
FORSTA AP-FONDEN,48600,2025-09-30,4400
Calamos Advisors LLC,48567,2025-09-30,-137
FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND,47100,2025-09-30,5200
"Hilton Capital Management, LLC",45758,2025-09-30,-3781
Skandinaviska Enskilda Banken AB (publ),45566,2025-09-30,4079
"ADVISOR GROUP HOLDINGS, INC.",44879,2025-09-30,150
DekaBank Deutsche Girozentrale,44740,2025-09-30,0
Dynamic Advisor Solutions LLC,44653,2025-09-30,-90
"Rakuten Investment Management, Inc.",43987,2025-09-30,43987
IFM Investors Pty Ltd,43089,2025-09-30,2716
"Jackson Wealth Management, LLC",43064,2025-09-30,633
"NewEdge Advisors, LLC",42899,2025-09-30,-2280
EFG Asset Management (North America) Corp.,42581,2025-09-30,4181
"XPONANCE, INC.",42184,2025-09-30,2395
"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",42104,2025-09-30,-1805
Brevan Howard Capital Management LP,41130,2025-09-30,37157
Quantbot Technologies LP,41125,2025-09-30,27174
Silvant Capital Management LLC,41049,2025-09-30,2776
BNP Paribas Asset Management Holding S.A.,40122,2025-09-30,1662
Quantinno Capital Management LP,39245,2025-09-30,10305
Creative Planning,38548,2025-09-30,4512
"Russell Investments Group, Ltd.",38454,2025-09-30,17795
"ExodusPoint Capital Management, LP",38282,2025-09-30,38282
Federation des caisses Desjardins du Quebec,37681,2025-09-30,1343
XTX Topco Ltd,37508,2025-09-30,31714
"Coastal Bridge Advisors, LLC",37303,2025-09-30,-5914
Mn Services Vermogensbeheer B.V.,37100,2025-09-30,0
TORONTO DOMINION BANK,36973,2025-09-30,-1832
ADVENT INTERNATIONAL CORP/MA,36735,2025-09-30,-120800
BI Asset Management Fondsmaeglerselskab A/S,36335,2025-09-30,26402
OPPENHEIMER & CO INC,36332,2025-09-30,265
Cumberland Partners Ltd,36170,2025-09-30,13705
Polar Capital Holdings Plc,36137,2025-09-30,0
"Omnia Family Wealth, LLC",35024,2025-09-30,13
Jefferies Financial Group Inc.,34321,2025-09-30,637
"NATIXIS ADVISORS, L.P.",34018,2025-09-30,3987
"Running Point Capital Advisors, LLC",33953,2025-09-30,-5614
"JPL Wealth Management, LLC",33557,2025-09-30,-690
"Meridian Wealth Management, LLC",32697,2025-09-30,-1251
ROYCE & ASSOCIATES LP,31800,2025-09-30,0
"Twin Tree Management, LP",31629,2025-09-30,-146625
"CAPSTONE INVESTMENT ADVISORS, LLC",31210,2025-09-30,18610
Utah Retirement Systems,31094,2025-09-30,478
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,30998,2025-09-30,-1076
EQUITABLE TRUST CO,30733,2025-09-30,-519
Police & Firemen's Retirement System of New Jersey,30402,2025-09-30,1868
"MML INVESTORS SERVICES, LLC",30210,2025-09-30,-6515
Pallas Capital Advisors LLC,29777,2025-09-30,311
"Qsemble Capital Management, LP",28706,2025-09-30,28706
TEACHER RETIREMENT SYSTEM OF TEXAS,28248,2025-09-30,-2708
"FRED ALGER MANAGEMENT, LLC",28084,2025-09-30,-187
KENNEDY CAPITAL MANAGEMENT LLC,28016,2025-09-30,-33002
Aquatic Capital Management LLC,27788,2025-09-30,27788
SOROS CAPITAL MANAGEMENT LLC,27100,2025-09-30,27100
NISSAY ASSET MANAGEMENT CORP /JAPAN/ /ADV,27017,2025-09-30,1715
"Alliance Wealth Advisors, LLC /UT",26730,2025-09-30,-646
Kintayl Capital LP,26568,2025-09-30,0
TCW GROUP INC,26397,2025-09-30,-3048
Cerity Partners LLC,25875,2025-09-30,-51
"Prosperity Consulting Group, LLC",25536,2025-09-30,-1328
"Granite Bay Wealth Management, LLC",25232,2025-09-30,25232
"Mirae Asset Global Investments Co., Ltd.",24922,2025-09-30,3702
Chicago Partners Investment Group LLC,24874,2025-09-30,2422
Coastline Trust Co,24869,2025-09-30,-346
"BURLING WEALTH PARTNERS, LLC",24522,2025-09-30,3843
"Pathstone Holdings, LLC",24206,2025-09-30,-356
La Banque Postale Asset Management SA,24016,2025-09-30,-405
"Cresset Asset Management, LLC",23846,2025-09-30,-612
BANK OF MONTREAL /CAN/,23596,2025-09-30,-32298
"Great Diamond Partners, LLC",23574,2025-09-30,367
"Apollon Wealth Management, LLC",22267,2025-09-30,-1344
Verition Fund Management LLC,21958,2025-09-30,17809
"WILEY BROS.-AINTREE CAPITAL, LLC",21708,2025-09-30,3156
ALPS ADVISORS INC,21490,2025-09-30,-890
Diversified Trust Co,21408,2025-09-30,2002
"LEAVELL INVESTMENT MANAGEMENT, INC.",21079,2025-09-30,15
USS Investment Management Ltd,21035,2025-09-30,0
PUBLIC EMPLOYEES RETIREMENT ASSOCIATION OF COLORADO,20605,2025-09-30,1800
DARK FOREST CAPITAL MANAGEMENT LP,20569,2025-09-30,-21101
VOYA INVESTMENT MANAGEMENT LLC,20363,2025-09-30,-61388
"Empowered Funds, LLC",19990,2025-09-30,11614
Wealthfront Advisers LLC,19989,2025-09-30,2880
Assenagon Asset Management S.A.,19880,2025-09-30,3791
Sterling Capital Management LLC,19748,2025-09-30,-23271
SUMITOMO LIFE INSURANCE CO,19315,2025-09-30,-299
FIFTH THIRD BANCORP,19300,2025-09-30,-2573
"Lighthouse Investment Partners, LLC",18931,2025-09-30,-11770
"Atria Investments, Inc",18787,2025-09-30,4293
Man Group plc,18657,2025-09-30,6568
Dynamic Technology Lab Private Ltd,18580,2025-09-30,18580
Candriam S.C.A.,18555,2025-09-30,441
Daiwa Securities Group Inc.,18378,2025-09-30,1700
SVB WEALTH LLC,18010,2025-09-30,-4333
"COMMONWEALTH EQUITY SERVICES, LLC",17696,2025-09-30,-16669
"Vanguard Personalized Indexing Management, LLC",17636,2025-09-30,871
FIRST MANHATTAN CO. LLC.,17545,2025-09-30,-38
"Hunting Hill Global Capital, LLC",17400,2025-09-30,-1200
"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",17281,2025-09-30,2709
ADVISORY RESEARCH INC,16903,2025-09-30,798
"Camarda Financial Advisors, LLC",16745,2025-09-30,974
EFG Asset Management (Americas) Corp.,16304,2025-09-30,-253
"Envestnet Portfolio Solutions, Inc.",15955,2025-09-30,-6680
Virtu Financial LLC,15716,2025-09-30,15716
SCHRODER INVESTMENT MANAGEMENT GROUP,15701,2025-09-30,-1806
"CHOREO, LLC",15486,2025-09-30,4020
AMALGAMATED BANK,15423,2025-09-30,1053
Fulcrum Asset Management LLP,15278,2025-09-30,-4
"Knollwood Investment Advisory, LLC",15100,2025-09-30,0
PEAK6 LLC,15006,2025-09-30,-4096
"SummitTX Capital, L.P.",14841,2025-09-30,10175
"SIMPLEX TRADING, LLC",14672,2025-09-30,14672
Painted Porch Advisors LLC,14635,2025-09-30,-2423
Harbor Advisors LLC,14500,2025-09-30,0
Argent Trust Co,14475,2025-09-30,471
"Entropy Technologies, LP",14258,2025-09-30,14258
JENNISON ASSOCIATES LLC,14198,2025-09-30,98
US BANCORP \DE\,14160,2025-09-30,-690
Generali Asset Management SPA SGR,14099,2025-09-30,14099
PARK AVENUE SECURITIES LLC,14089,2025-09-30,-794
Integrated Advisors Network LLC,13921,2025-09-30,-940
"Paragon Advisors, LLC",13821,2025-09-30,-4139
Avanza Fonder AB,13618,2025-09-30,0
"Valeo Financial Advisors, LLC",13391,2025-09-30,-12
"Mariner, LLC",12575,2025-09-30,-3661
JONES FINANCIAL COMPANIES LLLP,12554,2025-09-30,361
"NewEdge Wealth, LLC",12442,2025-09-30,3966
Allianz Asset Management GmbH,12366,2025-09-30,970
"Institute for Wealth Management, LLC.",12259,2025-09-30,-569
Catalyst Funds Management Pty Ltd,12170,2025-09-30,-200
"MetLife Investment Management, LLC",12047,2025-09-30,347
"Fieldview Capital Management, LLC",11963,2025-09-30,-10338
Kentucky Retirement Systems,11813,2025-09-30,-41
Handelsbanken Fonder AB,11812,2025-09-30,-22340
"Prime Capital Investment Advisors, LLC",11654,2025-09-30,-28
"Concentric Capital Strategies, LP",11586,2025-09-30,11586
NORTHWESTERN MUTUAL WEALTH MANAGEMENT CO,11525,2025-09-30,-7452
Chesley Taft & Associates LLC,11271,2025-09-30,-99
Heard Capital LLC,11150,2025-09-30,0
"RFG Advisory, LLC",11087,2025-09-30,230
"Lido Advisors, LLC",11019,2025-09-30,4759
PRUDENTIAL FINANCIAL INC,10950,2025-09-30,-104
Campbell & CO Investment Adviser LLC,10922,2025-09-30,10922
Swedbank AB,10864,2025-09-30,0
Polymer Capital Management (US) LLC,10814,2025-09-30,-3332
"Parallel Advisors, LLC",10762,2025-09-30,-126
Gulf International Bank (UK) Ltd,10691,2025-09-30,-126
Point72 Asia (Singapore) Pte. Ltd.,10673,2025-09-30,10673
Elo Mutual Pension Insurance Co,10646,2025-09-30,10646
DSM CAPITAL PARTNERS LLC,10620,2025-09-30,-3460
Tower Research Capital LLC (TRC),10345,2025-09-30,5922
Walleye Trading LLC,10246,2025-09-30,9244
"Connor, Clark & Lunn Investment Management Ltd.",10213,2025-09-30,2337
Investment Management Corp of Ontario,10163,2025-09-30,5212
"ACCESS FINANCIAL SERVICES, INC.",10111,2025-09-30,-133
Fiera Capital Corp,10077,2025-09-30,-192
MALTESE CAPITAL MANAGEMENT LLC,10000,2025-09-30,-25000
Prospera Financial Services Inc,9963,2025-09-30,5439
M&T BANK CORP,9849,2025-09-30,-8307
Richard Bernstein Advisors LLC,9766,2025-09-30,-7109
AFFINITY WEALTH MANAGEMENT LLC,9660,2025-09-30,374
BANK OF NOVA SCOTIA,9559,2025-09-30,3687
TD Waterhouse Canada Inc.,9355,2025-09-30,-229
Y-Intercept (Hong Kong) Ltd,9341,2025-09-30,9341
Maryland State Retirement & Pension System,9145,2025-09-30,0
"BluePath Capital Management, LLC",8992,2025-09-30,1145
MEKETA INVESTMENT GROUP INC /ADV,8931,2025-09-30,-121
Walleye Capital LLC,8821,2025-09-30,6828
"Cambridge Investment Research Advisors, Inc.",8761,2025-09-30,-1938
"SG Americas Securities, LLC",8714,2025-09-30,-4243
E. Ohman J:or Asset Management AB,8660,2025-09-30,0
"Kestra Advisory Services, LLC",8559,2025-09-30,-212
TOKIO MARINE ASSET MANAGEMENT CO LTD,8554,2025-09-30,1301
Integrated Wealth Concepts LLC,8438,2025-09-30,2848
"FOX RUN MANAGEMENT, L.L.C.",8343,2025-09-30,8343
"Secure Asset Management, LLC",8329,2025-09-30,70
FJ Capital Management LLC,8293,2025-09-30,1382
"Concurrent Investment Advisors, LLC",8281,2025-09-30,2956
AXA Investment Managers S.A.,8248,2025-09-30,8248
AG2R LA MONDIALE GESTION D'ACTIFS,8200,2025-09-30,0
ALLSTATE CORP,8189,2025-09-30,8189
CIBC Asset Management Inc,8187,2025-09-30,-22
Magnetar Financial LLC,8154,2025-09-30,8154
REGIONS FINANCIAL CORP,8075,2025-09-30,-1186
"Ronald Blue Trust, Inc.",7974,2025-09-30,2216
Csenge Advisory Group,7921,2025-09-30,2853
"AIGEN INVESTMENT MANAGEMENT, LP",7804,2025-09-30,7804
Granite FO LLC,7705,2025-09-30,0
"Portside Wealth Group, LLC",7520,2025-09-30,15
"Dai-Ichi Life Insurance Company, Ltd",7501,2025-09-30,1800
ASR Vermogensbeheer N.V.,7409,2025-09-30,-2
Laurion Capital Management LP,7375,2025-09-30,-2193
Vestcor Inc,7359,2025-09-30,3436
"HB Wealth Management, LLC",7082,2025-09-30,1770
CITIZENS FINANCIAL GROUP INC/RI,7026,2025-09-30,-430
"Brinker Capital Investments, LLC",6962,2025-09-30,-444
"Fjell Capital, LLC",6942,2025-09-30,-123
Western Financial Corp/CA,6913,2025-09-30,16
Glenview Trust Co,6798,2025-09-30,2962
"WOLVERINE TRADING, LLC",6788,2025-09-30,-10324
Allworth Financial LP,6633,2025-09-30,795
Hilltop Holdings Inc.,6520,2025-09-30,-194
CAPTRUST FINANCIAL ADVISORS,6419,2025-09-30,-782
"Genesee Capital Advisors, LLC",6381,2025-09-30,43
"Stonegate Investment Group, LLC",6372,2025-09-30,601
DAVENPORT & Co LLC,6215,2025-09-30,286
"DUDLEY CAPITAL MANAGEMENT, LLC",6200,2025-09-30,0
"Everhart Financial Group, Inc.",6191,2025-09-30,913
OMERS ADMINISTRATION Corp,6120,2025-09-30,0
"TWO SIGMA SECURITIES, LLC",6110,2025-09-30,4018
"HANTZ FINANCIAL SERVICES, INC.",6072,2025-09-30,-3836
TD PRIVATE CLIENT WEALTH LLC,6067,2025-09-30,-521
"Vise Technologies, Inc.",5998,2025-09-30,271
OPPENHEIMER ASSET MANAGEMENT INC.,5921,2025-09-30,76
"Avestar Capital, LLC",5911,2025-09-30,4053
EVERENCE CAPITAL MANAGEMENT INC,5856,2025-09-30,5856
"Farther Finance Advisors, LLC",5812,2025-09-30,227
"Morse Asset Management, Inc",5770,2025-09-30,-10691
Relyea Zuckerberg Hanson LLC,5764,2025-09-30,310
"Mutual Advisors, LLC",5676,2025-09-30,814
"Private Wealth Partners, LLC",5640,2025-09-30,0
GARDNER LEWIS ASSET MANAGEMENT L P,5590,2025-09-30,5590
"TRITONPOINT WEALTH, LLC",5441,2025-09-30,78
Banque Cantonale Vaudoise,5372,2025-09-30,-1536
"PRINCIPAL SECURITIES, INC.",5310,2025-09-30,786
"Beverly Hills Private Wealth, LLC",5301,2025-09-30,-174
ArrowMark Colorado Holdings LLC,5039,2025-09-30,41
"Equitable Holdings, Inc.",5017,2025-09-30,574
"HARBOR INVESTMENT ADVISORY, LLC",5016,2025-09-30,2860
"Cannon Global Investment Management, LLC",5000,2025-09-30,0
"CWM, LLC",4976,2025-09-30,156
Guinness Asset Management LTD,4952,2025-09-30,224
Kentucky Retirement Systems Insurance Trust Fund,4952,2025-09-30,-79
Belpointe Asset Management LLC,4923,2025-09-30,727
"BOOTHBAY FUND MANAGEMENT, LLC",4872,2025-09-30,-18456
Golden State Equity Partners,4862,2025-09-30,111
FULLCIRCLE WEALTH LLC,4749,2025-09-30,-38
MERCER GLOBAL ADVISORS INC /ADV,4723,2025-09-30,-987
"Advisor OS, LLC",4665,2025-09-30,-466
B. Metzler seel. Sohn & Co. AG,4600,2025-09-30,0
"JACKSON SQUARE CAPITAL, LLC",4584,2025-09-30,-1316
Vontobel Holding Ltd.,4531,2025-09-30,-1554
EAGLE GLOBAL ADVISORS LLC,4500,2025-09-30,0
"Frank, Rimerman Advisors LLC",4487,2025-09-30,-3
Wealth Alliance,4480,2025-09-30,92
"ATTICUS WEALTH MANAGEMENT, LLC",4474,2025-09-30,1754
Northwest & Ethical Investments L.P.,4460,2025-09-30,-800
"Joel Isaacson & Co., LLC",4454,2025-09-30,25
"Grandeur Peak Global Advisors, LLC",4438,2025-09-30,-14830
NORDEN GROUP LLC,4412,2025-09-30,-218
INTECH INVESTMENT MANAGEMENT LLC,4409,2025-09-30,-38
"BEACON INVESTMENT ADVISORY SERVICES, INC.",4375,2025-09-30,0
OSTRUM ASSET MANAGEMENT,4361,2025-09-30,275
"Farringdon Capital, Ltd.",4315,2025-09-30,2437
"Americana Partners, LLC",4255,2025-09-30,1888
"Strategic Blueprint, LLC",4240,2025-09-30,-144
KEYBANK NATIONAL ASSOCIATION/OH,4198,2025-09-30,-70
"Summit Trail Advisors, LLC",4084,2025-09-30,1945
"HARBOR CAPITAL ADVISORS, INC.",4030,2025-09-30,102
"Sequoia Financial Advisors, LLC",3938,2025-09-30,391
"KWMG, LLC",3891,2025-09-30,7
CoreFirst Bank & Trust,3845,2025-09-30,-245
Aries Wealth Management,3798,2025-09-30,-1
Dorsey & Whitney Trust CO LLC,3798,2025-09-30,-939
"PERSONAL CFO SOLUTIONS, LLC",3789,2025-09-30,47
"Private Advisor Group, LLC",3762,2025-09-30,276
"Edgestream Partners, L.P.",3741,2025-09-30,-38630
Close Asset Management Ltd,3730,2025-09-30,0
CIBC WORLD MARKET INC.,3713,2025-09-30,556
"Baird Financial Group, Inc.",3686,2025-09-30,106
BESSEMER GROUP INC,3653,2025-09-30,-1149
"IEQ CAPITAL, LLC",3643,2025-09-30,854
Headlands Technologies LLC,3637,2025-09-30,3637
StoneX Group Inc.,3622,2025-09-30,-571
UniSuper Management Pty Ltd,3600,2025-09-30,0
AGF MANAGEMENT LTD,3600,2025-09-30,-1214649
J.Safra Asset Management Corp,3595,2025-09-30,532
LONGFELLOW INVESTMENT MANAGEMENT CO LLC,3593,2025-09-30,3593
"Bryce Point Capital, LLC",3564,2025-09-30,-2415
GSA CAPITAL PARTNERS LLP,3564,2025-09-30,3564
"Bryn Mawr Capital Management, LLC",3502,2025-09-30,380
ABN AMRO INVESTMENT SOLUTIONS,3457,2025-09-30,18
"AXXCESS WEALTH MANAGEMENT, LLC",3453,2025-09-30,1410
"Pensionmark Financial Group, LLC",3439,2025-09-30,432
Spire Wealth Management,3437,2025-09-30,772
Fifth Third Wealth Advisors LLC,3417,2025-09-30,91
Fiduciary Alliance LLC,3309,2025-09-30,3309
Stone Point Wealth LLC,3275,2025-09-30,0
"Vestmark Advisory Solutions, Inc.",3236,2025-09-30,9
