date,symbol,calendarYear,period,growthNetIncome,growthDepreciationAndAmortization,growthDeferredIncomeTax,growthStockBasedCompensation,growthChangeInWorkingCapital,growthAccountsReceivables,growthInventory,growthAccountsPayables,growthOtherWorkingCapital,growthOtherNonCashItems,growthNetCashProvidedByOperatingActivites,growthInvestmentsInPropertyPlantAndEquipment,growthAcquisitionsNet,growthPurchasesOfInvestments,growthSalesMaturitiesOfInvestments,growthOtherInvestingActivites,growthNetCashUsedForInvestingActivites,growthDebtRepayment,growthCommonStockIssued,growthCommonStockRepurchased,growthDividendsPaid,growthOtherFinancingActivites,growthNetCashUsedProvidedByFinancingActivities,growthEffectOfForexChangesOnCash,growthNetChangeInCash,growthCashAtEndOfPeriod,growthCashAtBeginningOfPeriod,growthOperatingCashFlow,growthCapitalExpenditure,growthFreeCashFlow
2025-01-31,WSM,2024,FY,0.18477155329440428,-0.011986757814179457,0.6650850954100052,0.16788588149231895,-3.042562822750204,1.6706875753920385,-1.4211208215405797,-0.8449158446331392,-1.0714828725622285,-0.05649532182286712,-0.1904755953348057,-0.1756837067144934,0,0,0,0.7910447761194029,-0.1750266922345517,0,0,-1.5797904799026201,-0.2046800731261426,-0.8301376086010108,-0.9792898963241279,-5.0062893081761,-1.0548027581335095,-0.03885081461513288,2.4354909839278713,-0.1904755953348057,-0.1756837067144934,-0.23673176633831944
2024-01-31,WSM,2023,FY,-0.15794074673021818,0.08609265338332873,-0.22087898249590732,-0.06108476979660566,1.2753215361581616,-1.4756167527251864,2.0012445669864247,1.8724641255802892,0.561622094270206,0.07961373643886718,0.5959706389114209,0.467808662108851,0,0,0,0.24074074074074073,0.4681329547541354,0,0,0.6443324038280165,-0.06961282753226437,0.350092262270882,0.4923893225686853,1.2992471769134253,2.8523273581038273,2.4354909839278713,-0.5680023708219555,0.5959706389114209,0.467808662108851,1.1351142470713678
2023-01-31,WSM,2022,FY,0.0013912354828084313,0.09213257380652465,-10.397633136094674,-0.052204955900881984,-1.3190016770547723,0.3186785474108944,0.1294810839191436,-3.0030525461410877,-2.3103768432550518,0.1880145295429365,-0.23215964444366652,-0.5633131288159388,0,0,0,-0.4,-0.5644627332075122,1,0,0.02156358505858691,-0.15893227542004595,0.22590536409777837,0.20999674929707737,-0.09402882635552505,-0.3799867999622856,-0.5680023708219555,-0.29158394684159533,-0.23215964444366652,-0.5633131288159388,-0.38958003896455623
2022-01-31,WSM,2021,FY,0.6546405685794622,0.03939466221409451,1.1940892734093866,0.3013595682175309,-3.5612502313259116,1.377614830333619,-3.420529734527556,1.2234689473890699,-10.597442079882587,-0.11857709138557643,0.07553763272170486,-0.3362809931981618,0,0,0,-0.5707472178060413,-0.3396591743445205,0.38502284640125617,0,-4.99622,-0.1896285958958419,-1.9686492904393058,-3.3495695573714577,-1.55717017208413,-1.4556240440003905,-0.29158394684159533,1.7775163017572113,0.07553763272170486,-0.3362809931981618,0.035550308277581
2021-01-31,WSM,2020,FY,0.9117850262033017,0.004772074840620157,-4.107938991005084,0.14061063229587145,1.493700651093009,-5.258045292014303,3.0936454849498327,3.306488100624378,1.0441432352886733,0.15661146193256284,1.0992270630040804,0.08999012218428569,0,0,0,-0.13598901098901098,0.08980964494362645,-3.87823,0,-0.007834231425615115,-0.0465015932023367,-0.2746468722974921,-0.048263279812728814,4.986280487804878,7.241513603982491,1.7775163017572113,0.2749871664001605,1.0992270630040804,0.08999012218428569,1.6253865630448103
2020-01-31,WSM,2019,FY,0.06706344925138755,-0.005555908647938646,-1.1081687042599095,0.0729239824755025,-60.56246299585553,0.6716028442820797,1.3443573957429866,-1.1771646600509804,-11.85616679226325,13.663709336713138,0.036362643476124,0.020126037600866904,0,0,0,-0.669541534271448,0.012512041043326467,-0.6666666666666666,0,0.49599734510876925,-0.07350792802422947,-0.922283022788668,0.27293774690823125,-2.646173149309912,2.8211089836270564,0.2749871664001605,-0.13119014907621956,0.036362643476124,0.020126037600866904,0.06348829455092907
2019-01-31,WSM,2018,FY,0.28564988730277985,0.031303768359761196,-0.627033338066613,0.39113240904438445,0.8684015738828937,-103.87919463087249,0.12343740262977504,23.471165162808944,-0.6162373717899283,0.2984588026081802,0.17266621840129356,-0.002055747659610357,1,0,0,3.589583333333333,0.3034586298932384,0.6470588235294118,0,-0.5052783427380096,-0.03936745426264721,0.29637391558631443,-7.70415997833949,1.4393605292171996,-1.2901095662130222,-0.13119014907621956,0.8255136561650438,0.17266621840129356,-0.002055747659610357,0.2770781181449844
2018-01-31,WSM,2017,FY,-0.15011117041655342,0.05705707439591212,7.909333708181052,-0.15901087722043977,-3.2536435469710274,1.0152133959567082,-18.857778766970842,-0.19564531397917323,2.8358231030912586,-0.005320733835610607,-0.04765498590647387,0.039014456928080074,0,0,0,0.09339407744874716,-0.36951389770275417,-0.36,0,-0.2968626051086784,-0.011015508578018406,0.0227196951655156,0.8309156785674578,0.02577873254564984,7.79213595136051,0.8255136561650438,0.103621538159641,-0.04765498590647387,0.039014456928080074,-0.05286667990650636
2017-01-31,WSM,2016,FY,-0.015096688468335978,0.03239747257987601,1.9566971490048413,0.23596972701114685,-0.7826833549568801,0.2377616935170052,1.048495903806923,-0.9476258945246004,-0.8611718565517807,-0.1667742736528433,-0.03550749412711893,0.027205755537487372,0,0,0,-0.42912873862158646,0.025676918967581095,0.3810900736750376,0,0.3276650592235383,-0.046248707261274245,-0.420116341991342,0.17211674603325003,-0.05976095617529881,1.6853142076502732,0.103621538159641,-0.13134344426650876,-0.03550749412711893,0.027205755537487372,-0.04044668431591569
2016-01-31,WSM,2015,FY,0.0039306597939479495,0.03381338854892681,-28.983870967741936,-0.07337784549202366,2.5983166626006344,-0.371877001921845,-0.2037705940439686,12.581818181818182,0.9844141556139601,0.04219389211302445,0.17831824768192125,0.0091064453125,0,0,0,-0.9525308641975309,-0.07193001060445386,-1.200446696083238,0,-0.0027542929979454222,-0.014933443598021597,0.4544649446494465,0.02542609888660229,-0.3823760818253344,0.7268503834169823,-0.13134344426650876,-0.3247112422414812,0.17831824768192125,0.0091064453125,0.3277344616714092
