holder,shares,dateReported,change
Global Wealth Strategies & Associates,0,2025-12-31,-6
VANGUARD GROUP INC,4932382,2025-09-30,107184
"BlackRock, Inc.",3402953,2025-09-30,38952
MORGAN STANLEY,2169227,2025-09-30,-205645
STATE STREET CORP,1961231,2025-09-30,23660
BAMCO INC /NY/,1819059,2025-09-30,-412857
LOOMIS SAYLES & CO L P,1532692,2025-09-30,24640
WELLS FARGO & COMPANY/MN,1333863,2025-09-30,-39299
Ninety One UK Ltd,1206890,2025-09-30,14256
"GEODE CAPITAL MANAGEMENT, LLC",1103853,2025-09-30,-58403
KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC,1037716,2025-09-30,-30803
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd.",856039,2025-09-30,26865
Invesco Ltd.,793832,2025-09-30,110686
BANK OF AMERICA CORP /DE/,572756,2025-09-30,43748
CITADEL ADVISORS LLC,514028,2025-09-30,273722
StonePine Asset Management Inc.,419484,2025-09-30,39025
CHARLES SCHWAB INVESTMENT MANAGEMENT INC,410218,2025-09-30,9807
ProShare Advisors LLC,409052,2025-09-30,25509
NORTHERN TRUST CORP,402086,2025-09-30,-3698
NORDEA INVESTMENT MANAGEMENT AB,354387,2025-09-30,7167
"Champlain Investment Partners, LLC",297015,2025-09-30,-647
DIMENSIONAL FUND ADVISORS LP,294240,2025-09-30,8194
Boston Trust Walden Corp,290323,2025-09-30,-7189
Legal & General Group Plc,289820,2025-09-30,-7824
UBS ASSET MANAGEMENT AMERICAS INC,280752,2025-09-30,-77445
Fiera Capital Corp,280187,2025-09-30,14133
"TWO SIGMA INVESTMENTS, LP",279768,2025-09-30,260557
BARCLAYS PLC,272535,2025-09-30,167424
GOLDMAN SACHS GROUP INC,268706,2025-09-30,89099
Bank of New York Mellon Corp,260314,2025-09-30,-534
HSBC HOLDINGS PLC,229300,2025-09-30,118517
UBS Group AG,211761,2025-09-30,44639
"BNP PARIBAS ARBITRAGE, SNC",206711,2025-09-30,135431
"VOLORIDGE INVESTMENT MANAGEMENT, LLC",189715,2025-09-30,124220
DEUTSCHE BANK AG\,179394,2025-09-30,22057
FIRST TRUST ADVISORS LP,160446,2025-09-30,148301
AMERICAN CAPITAL MANAGEMENT INC,155304,2025-09-30,-2519
ROYAL LONDON ASSET MANAGEMENT LTD,148684,2025-09-30,18207
"Tandem Investment Advisors, Inc.",146128,2025-09-30,-54965
EVERETT HARRIS & CO /CA/,144229,2025-09-30,-1753
RAYMOND JAMES FINANCIAL INC,143198,2025-09-30,4574
JPMORGAN CHASE & CO,137408,2025-09-30,-281332
MILLENNIUM MANAGEMENT LLC,131766,2025-09-30,98168
"CBOE Vest Financial, LLC",130100,2025-09-30,4574
Squarepoint Ops LLC,128341,2025-09-30,121995
CALIFORNIA PUBLIC EMPLOYEES RETIREMENT SYSTEM,122219,2025-09-30,-18787
Amundi,121514,2025-09-30,-522
SEI INVESTMENTS CO,119255,2025-09-30,7921
MARKEL GROUP INC.,116720,2025-09-30,0
Assenagon Asset Management S.A.,107119,2025-09-30,105711
NOMURA ASSET MANAGEMENT CO LTD,104220,2025-09-30,6078
AMERIPRISE FINANCIAL INC,103451,2025-09-30,1794
ROYAL BANK OF CANADA,103297,2025-09-30,3078
"Sumitomo Mitsui Trust Holdings, Inc.",100892,2025-09-30,1616
"Nuveen, LLC",99196,2025-09-30,-19737
MCDONALD CAPITAL INVESTORS INC/CA,98853,2025-09-30,98853
"MARSHALL WACE, LLP",98429,2025-09-30,98429
Trexquant Investment LP,97787,2025-09-30,97787
"Sone Capital Management, LLC",95122,2025-09-30,60700
ENVESTNET ASSET MANAGEMENT INC,90362,2025-09-30,-3295
LPL Financial LLC,86453,2025-09-30,568
"NATIXIS ADVISORS, L.P.",85981,2025-09-30,-5671
RHUMBLINE ADVISERS,85267,2025-09-30,1519
"Ninety One North America, Inc.",84686,2025-09-30,0
Y-Intercept (Hong Kong) Ltd,81075,2025-09-30,76322
"HighTower Advisors, LLC",75025,2025-09-30,-13144
"JANE STREET GROUP, LLC",74294,2025-09-30,71994
Universal- Beteiligungs- und Servicegesellschaft mbH,72832,2025-09-30,-11829
"Copeland Capital Management, LLC",72369,2025-09-30,14268
Aware Super Pty Ltd as trustee of Aware Super,66576,2025-09-30,0
Qube Research & Technologies Ltd,66543,2025-09-30,66543
TUDOR INVESTMENT CORP ET AL,62736,2025-09-30,62736
EARNEST PARTNERS LLC,58995,2025-09-30,-4517
CALIFORNIA STATE TEACHERS RETIREMENT SYSTEM,58259,2025-09-30,-2708
CITIGROUP INC,57843,2025-09-30,11455
PRICE T ROWE ASSOCIATES INC /MD/,56286,2025-09-30,293
Heron Bay Capital Management,55359,2025-09-30,19072
SAYBROOK CAPITAL /NC,54481,2025-09-30,9011
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",51207,2025-09-30,38975
Distillate Capital Partners LLC,49789,2025-09-30,49789
"ExodusPoint Capital Management, LP",46850,2025-09-30,44283
PRINCIPAL FINANCIAL GROUP INC,45716,2025-09-30,-1992
Pictet Asset Management Holding SA,44988,2025-09-30,21471
Janney Montgomery Scott LLC,42550,2025-09-30,41
Running Oak Capital LLC,41335,2025-09-30,5072
STIFEL FINANCIAL CORP,41160,2025-09-30,-1162
Freestone Grove Partners LP,40361,2025-09-30,40361
STATE OF MICHIGAN RETIREMENT SYSTEM,40235,2025-09-30,6600
CAPITAL FUND MANAGEMENT S.A.,39498,2025-09-30,26470
ALLIANCEBERNSTEIN L.P.,38652,2025-09-30,-684
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,37530,2025-09-30,18186
FMR LLC,35665,2025-09-30,-44054
"Russell Investments Group, Ltd.",35306,2025-09-30,2956
abrdn plc,34911,2025-09-30,316
STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,34783,2025-09-30,-228
NEW YORK STATE TEACHERS RETIREMENT SYSTEM,33394,2025-09-30,777
NOMURA HOLDINGS INC,31913,2025-09-30,30784
BNP Paribas Asset Management Holding S.A.,30937,2025-09-30,5900
BANK OF MONTREAL /CAN/,30748,2025-09-30,436
"Marks Group Wealth Management, Inc",30096,2025-09-30,-3322
"Financial Strategies Group, Inc.",29934,2025-09-30,29934
AVIVA PLC,29796,2025-09-30,1808
FRANKLIN RESOURCES INC,29256,2025-09-30,-321
Bath Savings Trust Co,27808,2025-09-30,-2183
HEALTHCARE OF ONTARIO PENSION PLAN TRUST FUND,27497,2025-09-30,-9016
"Interval Partners, LP",27215,2025-09-30,-6100
"WILEY BROS.-AINTREE CAPITAL, LLC",27095,2025-09-30,-1074
"PNC FINANCIAL SERVICES GROUP, INC.",26515,2025-09-30,-160
"ADAGE CAPITAL PARTNERS GP, L.L.C.",26400,2025-09-30,14100
APG Asset Management N.V.,26300,2025-09-30,0
Man Group plc,25826,2025-09-30,11210
Canoe Financial LP,24755,2025-09-30,200
WENDELL DAVID ASSOCIATES INC,24001,2025-09-30,-476
NEW YORK STATE COMMON RETIREMENT FUND,23927,2025-09-30,-600
