symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
BLDR,2024-12-31,142.93,118038000,16871171340,153624000,4332825000,21050372340
BLDR,2023-12-31,166.94,127777000,21331092380,66156000,3713358000,24978294380
BLDR,2022-12-31,64.88,161960000,10507964800,80445000,3489418000,13916937800
BLDR,2021-12-31,85.71,201839000,17299620690,42603000,3401751000,20658768690
BLDR,2020-12-31,40.81,116611000,4758894910,423806000,1905104000,6240192910
BLDR,2019-12-31,25.41,115713000,2940267330,14096000,1589874000,4516045330
BLDR,2018-12-31,10.91,114586000,1250133260,10127000,1561294000,2801300260
BLDR,2017-12-31,21.79,112587000,2453270730,57533000,1784420000,4180157730
BLDR,2016-12-31,10.97,110754000,1214971380,14449000,1802052000,3002574380
BLDR,2015-12-31,11.08,103190000,1143345200,65063000,1951671000,3029953200
BLDR,2014-12-31,6.87,98050000,673603500,17773000,383904000,1039734500
BLDR,2013-12-31,7.13,96284090,686505561,54696000,353971000,985780561
BLDR,2012-12-31,5.58,95463000,532683540,131432000,360955000,762206540
BLDR,2011-12-31,2.04,94950000,193698000,146833000,297509000,344374000
BLDR,2010-12-31,1.97,91676000,180601720,103234000,169102000,246469720
BLDR,2009-12-31,3.84,39164000,150389760,84098000,299183000,365474760
BLDR,2008-12-31,1.53,38842000,59428260,106891000,319226000,271763260
BLDR,2007-12-31,7.22,38096215,275054672,97574000,279266000,456746672
BLDR,2006-12-31,17.83,36886880,657693070,93258000,319200000,883635070
BLDR,2005-12-31,21.37,31818154,679953950,30736000,315000000,964217950
BLDR,2004-12-31,15.44,27433771,423577424,50628000,313500000,686449424
BLDR,2003-12-31,15.44,27509082,424740226,5585000,193333000,612488226
BLDR,2002-12-31,15.44,27682623,427419699,0,0,427419699
BLDR,2001-12-31,15.44,27867080,430267715,3309000,0,426958715
