date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime,dividend,recordDate,declarationDate,adjDividend,paymentDate
2025-08-01,428.9,430.12,419.56,426.74,424.07,744359,744359,-2.16,-0.50361,426.33,"August 01, 25",-0.0050361,,,,,
2025-07-31,437.12,447.79,436.85,437.48,434.74,682553,682553,0.36,0.08235725,439.81,"July 31, 25",0.0008235725,,,,,
2025-07-30,432.42,442.27,431.77,437.44,434.7,1097091,1097091,5.02,1.16,435.975,"July 30, 25",0.0116,,,,,
2025-07-29,425,435.56,420.24,427.33,424.65,997838,997838,2.33,0.54824,427.0325,"July 29, 25",0.0054824,,,,,
2025-07-28,446.26,446.26,435.2,438.31,435.57,1057830,1057830,-7.95,-1.78,441.5075,"July 28, 25",-0.0178,,,,,
2025-07-25,441.03,443.78,438.51,442.54,439.77,489931,489931,1.51,0.34238,441.465,"July 25, 25",0.0034238,,,,,
2025-07-24,435,438.95,433.29,437.5,434.76,601526,601526,2.5,0.57471,436.185,"July 24, 25",0.0057471,,,,,
2025-07-23,432.24,438.15,430.8,434.95,432.23,749555,749555,2.71,0.62697,434.035,"July 23, 25",0.0062697,,,,,
2025-07-22,422.25,429.69,418.68,428.55,425.87,395371,395371,6.3,1.49,424.7925,"July 22, 25",0.0149,,,,,
2025-07-21,431.06,433.47,421.89,422.27,419.63,557099,557099,-8.79,-2.04,427.1725,"July 21, 25",-0.0204,,,,,
2025-07-18,437.51,439.02,429.48,430.28,427.59,557734,557734,-7.23,-1.65,434.0725,"July 18, 25",-0.0165,,,,,
2025-07-17,421.8,437.84,421.8,437.23,434.49,522594,522594,15.43,3.66,429.6675,"July 17, 25",0.0366,,,,,
2025-07-16,415.25,418.73,409.23,418.42,415.8,435047,435047,3.17,0.7634,415.4075,"July 16, 25",0.007634,,,,,
2025-07-15,418.77,419.48,412.52,414.86,412.26,411530,411530,-3.91,-0.93369,416.4075,"July 15, 25",-0.0093369,,,,,
2025-07-14,415.86,417.25,412.78,415.08,412.48,315525,315525,-0.78,-0.18756,415.2425,"July 14, 25",-0.0018756,,,,,
2025-07-11,419.67,421.67,417.19,419.24,416.62,521464,521464,-0.43,-0.10246,419.4425,"July 11, 25",-0.0010246,,,,,
2025-07-10,417.66,425.24,409.95,422.26,419.62,803046,803046,4.6,1.1,418.7775,"July 10, 25",0.011,,,,,
2025-07-09,415.13,419.63,409.15,417.71,415.1,628765,628765,2.58,0.62149,415.405,"July 09, 25",0.0062149,,,,,
2025-07-08,413.88,416.15,409.18,412.5,409.92,578012,578012,-1.38,-0.33343,412.9275,"July 08, 25",-0.0033343,,,,,
2025-07-07,412.75,415.02,408.53,412.97,410.38,530797,530797,0.22,0.05330103,412.3175,"July 07, 25",0.0005330103,,,,,
2025-07-03,417.72,420,414.21,414.84,412.24,315849,315849,-2.88,-0.68946,416.6925,"July 03, 25",-0.0068946,,,,,
2025-07-02,412,415.82,409.75,415.12,412.52,381543,381543,3.12,0.75728,413.1725,"July 02, 25",0.0075728,,,,,
2025-07-01,405.46,412.97,402.04,410.51,407.94,466087,466087,5.05,1.25,407.745,"July 01, 25",0.0125,,,,,
2025-06-30,407.61,409.15,404.24,408.41,405.85,395562,395562,0.8,0.19627,407.3525,"June 30, 25",0.0019627,,,,,
2025-06-27,410.92,414.31,403.89,406.62,404.07,562260,562260,-4.3,-1.05,408.935,"June 27, 25",-0.0105,,,,,
2025-06-26,401.78,406.97,400.99,405.26,402.72,447995,447995,3.48,0.86615,403.75,"June 26, 25",0.0086615,,,,,
2025-06-25,404.41,404.41,398.65,399.06,396.56,386644,386644,-5.35,-1.32,401.6325,"June 25, 25",-0.0132,,,,,
2025-06-24,398.92,404.66,396.34,402.99,400.47,526977,526977,4.07,1.02,400.7275,"June 24, 25",0.0102,,,,,
2025-06-23,394.38,394.89,385.91,394.69,392.22,784204,784204,0.31,0.07860439,392.4675,"June 23, 25",0.0007860439,,,,,
2025-06-20,401.26,401.85,394.91,395.79,393.31,757149,757149,-5.47,-1.36,398.4525,"June 20, 25",-0.0136,,,,,
2025-06-18,391.43,402.37,391.43,398.73,396.23,606325,606325,7.3,1.86,395.99,"June 18, 25",0.0186,,,,,
2025-06-17,390.67,395.74,389.91,391.22,388.77,543258,543258,0.55,0.14078,391.885,"June 17, 25",0.0014078,,,,,
2025-06-16,389.81,392.02,386.57,391.89,389.44,471367,471367,2.08,0.53359,390.0725,"June 16, 25",0.0053359,,,,,
2025-06-13,385.67,388.29,380.86,382.03,379.64,447156,447156,-3.64,-0.94381,384.2125,"June 13, 25",-0.0094381,,,,,
2025-06-12,384.64,391.48,383.67,391.04,388.59,337278,337278,6.4,1.66,387.7075,"June 12, 25",0.0166,,,,,
2025-06-11,389.46,394.27,386.28,388.99,386.55,559656,559656,-0.47,-0.12068,389.75,"June 11, 25",-0.0012068,,,,,
2025-06-10,393.65,393.78,385.36,388.09,385.66,513913,513913,-5.56,-1.41,390.22,"June 10, 25",-0.0141,,,,,
2025-06-09,397.8,398.34,392.27,392.34,389.88,335379,335379,-5.46,-1.37,395.1875,"June 09, 25",-0.0137,,,,,
2025-06-06,394.49,397.46,392.43,395.28,392.81,391942,391942,0.79,0.20026,394.915,"June 06, 25",0.0020026,,,,,
2025-06-05,393.51,393.51,386.27,388.61,386.18,547167,547167,-4.9,-1.25,390.475,"June 05, 25",-0.0125,,,,,
2025-06-04,390.96,392.86,389.95,390.72,388.27,370224,370224,-0.24,-0.06138735,391.1225,"June 04, 25",-0.0006138735,,,,,
2025-06-03,383.37,390.78,382.15,390.07,387.63,631744,631744,6.7,1.75,386.5925,"June 03, 25",0.0175,,,,,
2025-06-02,388.34,389.56,374.68,381.34,378.95,621023,621023,-7,-1.8,383.48,"June 02, 25",-0.018,,,,,
2025-05-30,394.15,395.85,386.18,389.58,387.14,1127960,1127960,-4.57,-1.16,391.44,"May 30, 25",-0.0116,1.32,2025-05-30,2025-04-25,1.32,2025-06-16
2025-05-29,399.85,399.85,395.13,396.94,393.14,528875,528875,-2.91,-0.72777,397.9425,"May 29, 25",-0.0072777,,,,,
2025-05-28,399.45,400.83,394.15,395.22,391.44,501077,501077,-4.23,-1.06,397.4125,"May 28, 25",-0.0106,,,,,
2025-05-27,394.64,401.27,392.57,398.86,395.04,715590,715590,4.22,1.07,396.835,"May 27, 25",0.0107,,,,,
2025-05-23,383.06,393.24,383.06,390.59,386.85,737746,737746,7.53,1.97,387.4875,"May 23, 25",0.0197,,,,,
2025-05-22,380,393,376.76,389.39,385.66,868848,868848,9.39,2.47,384.7875,"May 22, 25",0.0247,,,,,
2025-05-21,384.37,389.83,381.51,381.91,378.26,831891,831891,-2.46,-0.64001,384.405,"May 21, 25",-0.0064001,,,,,
2025-05-20,387.1,392.38,386,389.08,385.36,434469,434469,1.98,0.5115,388.64,"May 20, 25",0.005115,,,,,
2025-05-19,386.54,392.95,384.88,390.77,387.03,474774,474774,4.23,1.09,388.785,"May 19, 25",0.0109,,,,,
2025-05-16,387.66,393.01,384.26,392.22,388.47,659441,659441,4.56,1.18,389.2875,"May 16, 25",0.0118,,,,,
2025-05-15,384.27,388.25,382.61,386.64,382.94,821403,821403,2.37,0.61675,385.4425,"May 15, 25",0.0061675,,,,,
2025-05-14,388.77,390.04,384,385.68,381.99,640012,640012,-3.09,-0.79481,387.1225,"May 14, 25",-0.0079481,,,,,
2025-05-13,378.41,389.05,378.04,386.66,382.96,843225,843225,8.25,2.18,383.04,"May 13, 25",0.0218,,,,,
2025-05-12,373.18,381.86,373.18,378.41,374.79,788757,788757,5.23,1.4,376.6575,"May 12, 25",0.014,,,,,
2025-05-09,356.53,358.53,353.52,356.72,353.31,465712,465712,0.19,0.05329145,356.325,"May 09, 25",0.0005329145,,,,,
2025-05-08,357.31,358.3,353.83,354.57,351.18,719215,719215,-2.74,-0.76684,356.0025,"May 08, 25",-0.0076684,,,,,
2025-05-07,350.07,353.8,349.4,352.39,349.02,500916,500916,2.32,0.66272,351.415,"May 07, 25",0.0066272,,,,,
2025-05-06,350,353.54,346.07,348.31,344.98,611346,611346,-1.69,-0.48286,349.48,"May 06, 25",-0.0048286,,,,,
2025-05-05,354.3,359.47,352.01,353.51,350.13,515697,515697,-0.79,-0.22297,354.8225,"May 05, 25",-0.0022297,,,,,
2025-05-02,349.63,356.1,347.36,355.91,352.5,1047052,1047052,6.28,1.8,352.25,"May 02, 25",0.018,,,,,
2025-05-01,365.93,367.35,341.03,343.12,339.84,1468575,1468575,-22.81,-6.23,354.3575,"May 01, 25",-0.0623,,,,,
2025-04-30,353.22,363.48,351.27,363.18,359.7,736800,736800,9.96,2.82,357.7875,"April 30, 25",0.0282,,,,,
2025-04-29,357.98,361.57,354.75,359.47,356.03,440238,440238,1.49,0.41622,358.4425,"April 29, 25",0.0041622,,,,,
2025-04-28,359.72,363.4,354.57,357.98,354.55,409796,409796,-1.74,-0.48371,358.9175,"April 28, 25",-0.0048371,,,,,
2025-04-25,357.67,365.42,356.94,359.84,356.4,434579,434579,2.17,0.6067,359.9675,"April 25, 25",0.006067,,,,,
2025-04-24,347.15,361.96,347.15,360.28,356.83,470586,470586,13.13,3.78,354.135,"April 24, 25",0.0378,,,,,
2025-04-23,357.56,359.06,345.8,345.95,342.64,599098,599098,-11.61,-3.25,352.0925,"April 23, 25",-0.0325,,,,,
2025-04-22,333.57,341.87,333.57,340.52,337.26,357800,357800,6.95,2.08,337.3825,"April 22, 25",0.0208,,,,,
2025-04-21,334.28,334.9,325.08,329.22,326.07,464458,464458,-5.06,-1.51,330.87,"April 21, 25",-0.0151,,,,,
2025-04-17,340.74,342.21,337.1,338.97,335.73,466124,466124,-1.77,-0.51946,339.755,"April 17, 25",-0.0051946,,,,,
2025-04-16,341.41,345.5,334.2,338.78,335.54,464181,464181,-2.63,-0.77033,339.9725,"April 16, 25",-0.0077033,,,,,
2025-04-15,350.1,353.48,345.7,346.59,343.27,595590,595590,-3.51,-1,348.9675,"April 15, 25",-0.01,,,,,
2025-04-14,358.04,360.11,349.29,350.51,347.16,1009217,1009217,-7.53,-2.1,354.4875,"April 14, 25",-0.021,,,,,
2025-04-11,340.01,355.99,335.55,353.43,350.05,1052244,1052244,13.42,3.95,346.245,"April 11, 25",0.0395,,,,,
2025-04-10,341.91,351.36,333.45,341.84,338.57,869092,869092,-0.07,-0.02047322,342.14,"April 10, 25",-0.0002047322,,,,,
2025-04-09,316.37,355.22,314.78,351.95,348.58,1340732,1340732,35.58,11.25,334.58,"April 09, 25",0.1125,,,,,
2025-04-08,326.71,331.64,312.92,317.5,314.46,1154432,1154432,-9.21,-2.82,322.1925,"April 08, 25",-0.0282,,,,,
2025-04-07,307.93,333.39,300.77,316.89,313.86,1037760,1037760,8.96,2.91,314.745,"April 07, 25",0.0291,,,,,
2025-04-04,311.21,320.35,299.43,315.94,312.92,1202143,1202143,4.73,1.52,311.7325,"April 04, 25",0.0152,,,,,
2025-04-03,321.2,326.52,313.13,321.35,318.27,1033709,1033709,0.15,0.04669988,320.55,"April 03, 25",0.0004669988,,,,,
2025-04-02,325.89,342.09,325.53,341.62,338.35,345287,345287,15.73,4.83,333.7825,"April 02, 25",0.0483,,,,,
2025-04-01,329.1,334.95,325.92,332.86,329.67,470908,470908,3.76,1.14,330.7075,"April 01, 25",0.0114,,,,,
2025-03-31,325,332.84,316.34,330.91,327.74,669387,669387,5.91,1.82,326.2725,"March 31, 25",0.0182,,,,,
2025-03-28,339.43,340.76,330.71,332.01,328.83,387277,387277,-7.42,-2.19,335.7275,"March 28, 25",-0.0219,,,,,
2025-03-27,343.67,348.13,340,342,338.73,379099,379099,-1.67,-0.48593,343.45,"March 27, 25",-0.0048593,,,,,
2025-03-26,351.27,353.49,344.87,346.63,343.31,714454,714454,-4.64,-1.32,349.065,"March 26, 25",-0.0132,,,,,
2025-03-25,349.41,355.34,346.65,353.62,350.24,580780,580780,4.21,1.2,351.255,"March 25, 25",0.012,,,,,
2025-03-24,344.73,349.98,343.85,349.5,346.16,577255,577255,4.77,1.38,347.015,"March 24, 25",0.0138,,,,,
2025-03-21,335.28,339.41,332.41,338.36,335.12,813564,813564,3.08,0.91864,336.365,"March 21, 25",0.0091864,,,,,
2025-03-20,337.31,342.95,333.94,339.18,335.93,615504,615504,1.87,0.55439,338.345,"March 20, 25",0.0055439,,,,,
2025-03-19,338.1,346.5,336.24,342.21,338.94,454625,454625,4.11,1.22,340.7625,"March 19, 25",0.0122,,,,,
2025-03-18,341.41,341.49,335.71,336.38,333.16,382492,382492,-5.03,-1.47,338.7475,"March 18, 25",-0.0147,,,,,
2025-03-17,338.97,348.11,338.97,344.06,340.77,369384,369384,5.09,1.5,342.5275,"March 17, 25",0.015,,,,,
2025-03-14,339.85,343.75,336.08,340.82,337.56,605022,605022,0.97,0.28542,340.125,"March 14, 25",0.0028542,,,,,
2025-03-13,333.82,336.22,330.32,331.8,328.62,708840,708840,-2.02,-0.60512,333.04,"March 13, 25",-0.0060512,,,,,
2025-03-12,348.14,352.22,333.98,334.69,331.49,911248,911248,-13.45,-3.86,342.2575,"March 12, 25",-0.0386,,,,,
2025-03-11,336.94,344.11,332.97,340.42,337.16,1078206,1078206,3.48,1.03,338.61,"March 11, 25",0.0103,,,,,
2025-03-10,343.44,347.45,337.21,337.68,334.45,1205562,1205562,-5.76,-1.68,341.445,"March 10, 25",-0.0168,,,,,
2025-03-07,345.39,357.23,343.59,354.47,351.08,1078895,1078895,9.08,2.63,350.17,"March 07, 25",0.0263,,,,,
2025-03-06,343.97,349.18,337.97,346.28,342.97,863903,863903,2.31,0.67157,344.35,"March 06, 25",0.0067157,,,,,
